molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
13_a1|1|0|3.409865599|0.0|0|1|1.430073963|-0.012199718|5.351858133|-0.144782061|1|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|-0.485427571|1|-0.051729721|0.825117597|0|0.6794604670000001|-0.111667908|-0.10668313|0.033737733|-64.94184903|-62.04288975|148.7311076|186.4137189|11.41059871|528.3795274|-1.813613202|-37.76773325|84.56244352|2555.623166|395.1486144|0.291737016|7.493979856|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|1.0|1.0|1.0|1.0|2.0|3.35|0.09|23.0|-7.94|3.87|80.26|1.74|1.0|0.0|4.0|-4.29|28.0|-6.48|0.0|0.0|1.0|3.23|-4.34|5.16e-05|0.0192|4.58e-05|17.0|2.94|0.0|1.14e-08|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.395767|613.52|1035.04|472.52|0.69782|-1238.174491|-0.18883|0.0284695999999999|-1238.22919|6585.0|6585.0
6_a4|0|0|0.0|0.0|1|1|1.271761557|-0.001221193|5.4161004020000005|0.010164572|2|-0.064723237|0.011457667|0.0032928379999999|10.92992785|-0.208689928|1|1|0.01098094|0.0671397079999999|-0.046166422|-0.073630392|-0.1738111839999999|2|-0.169533683|0.810030118|1|0.945545838|-0.052396457|-0.0670158929999999|0.0077624059999999|-29.18838891|-37.33240845|14.1731579|30.33467048|2.408866521|45.93422613|-1.206286076|-16.25991695|33.5125766|2342.371538|526.7333132|0.1855291969999999|5.758624844|0.733355042|103.3523757|-374.340411|16.83786074|0.008863911|-350.36323230000005|825.0551765|1.0|1.0|1.0|1.0|0.0|3.38|0.26|21.0|-7.99|5.23|43.6|3.09|2.0|0.0|3.0|-4.91|27.0|-5.42|0.0|1.0|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|1.04e-08|3.67e-06|-0.04867|4.8714|4.11|4.0354|-1108.585859|613.83|1057.7|453.87|0.5877|-1108.338577|-0.2182599999999999|0.02244097|-1108.392115|5.8861|5.8861
12az_a36|1|0|3.465535084|0.0|0|2|1.297042831|-0.009570959|5.351858133|-0.040156368|2|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|1|-0.061924322|0.858971809|0|0.819163613|-0.071762413|-0.10786263|0.034771534|-50.28669997|-75.58351856|60.11023222|126.71905359999998|17.0740303|8.104966044|-1.941527339|-35.23783652|74.65245915|3039.528467|574.0196415|0.416134994|8.449849817|0.861843195|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|0.0|0.0|1.0|1.0|2.0|4.96|0.21|17.0|-6.79|1.9|87.66|1.42|1.0|0.0|7.0|-4.11|33.0|-7.13|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.990465|737.12|1252.18|576.54|0.70333|-1461.686269|-0.19846|0.02800521|-1461.750394|7.2366|7.2366
9d_a40|0|0|0.0|0.0|1|0|0.604992329|-0.003961493|5.4161004020000005|-0.022152094|0|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|-0.3969541689999999|0.8221990920000001|1|0.941627612|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|108.1468558|30.08152399|2.854868966|50.47044708|-1.074852592|-16.01918037|36.6245851|2109.570685|485.2567189|0.133579429|8.023385851|0.87714454|68.83858806|-285.4523697|18.80327978|0.0087217999999999|-377.6610668|639.3115126|0.0|1.0|0.0|0.0|0.0|3.25|0.06|20.0|-7.0|5.09|58.43|4.07|1.0|0.0|2.0|-6.13|22.0|-4.62|0.0|1.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|1.01e-07|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.551678|542.19|892.69|446.84|0.69986|-1677.429981|-0.20781|0.01113991|-1677.48058|6.9706|6.9706
13c_a6|1|0|3.441255118|0.0|0|1|1.424213869|-0.010619065|5.351858133|-0.0122495089999999|1|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.085414885|0.8353837409999999|0|0.786809832|-0.093635525|-0.111231609|0.030547186|-63.73961873|-75.71763296|157.60887419999997|145.12291069999998|14.15496611|567.1031411|-2.11340057|-43.38886312|84.53371376|2880.850692|535.5975578|0.2279674589999999|8.038175951|0.875625075|155.1821156|-979.308309|35.15921372|0.018354398|-370.3562372|1863.438327|1.0|1.0|1.0|1.0|2.0|3.61|0.16|23.0|-9.4|4.57|95.85|1.5|2.0|0.0|6.0|-5.95|32.0|-5.88|0.0|0.0|1.0|3.64|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|4.5|3.6519|-1389.39897|719.8|1217.77|596.15|0.7008800000000001|-1389.122252|-0.1999|0.0276450999999999|-1389.184603|7.1367|7.1367
47d_a18|0|0|0.0|0.0|0|1|1.251175994|-0.006087337|4.844187086|-0.041876322|0|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|0|-0.002494715|0.773981237|0|0.836999127|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|64.92967228|132.9229494|10.15469843|58.93717545|-2.182899066|-42.52098397|64.59518279|3304.705347|682.5509007|0.30185619|9.940531282|0.927940864|246.1558296|-1451.622641|33.54943497|0.018506261|-323.1621908|2549.757058|1.0|0.0|1.0|1.0|2.0|4.73|0.32|18.0|-8.83|3.21|88.97|2.6|3.0|2.0|12.0|-5.74|39.0|-6.57|0.0|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|0.00276|4.16|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|8.08|3.1079|-1704.061013|875.6|1544.09|817.06|0.69905|-1703.545539|-0.17405|0.02826074|-1703.622959|8.0969|8.0969
8_a27|1|0|2.599100867|0.0|1|0|1.406757715|-0.008444078|4.59511985|-0.077396262|2|-0.329319041|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.141900468|0.8688656459999999|1|0.776384028|-0.078709803|-0.092265073|0.021852066|-37.50265703|-43.96130162|122.0597403|106.5457267|4.960882344|61.18801154|-1.291711016|-17.86879446|47.91445451|2132.9321670000004|369.9216992|0.248298166|5.016799703|0.92208134|118.305988|-293.2457951|22.74314225|0.019394143|-239.8554499|818.753121|0.0|0.0|0.0|0.0|1.0|2.79|0.06|21.0|-6.28|2.48|76.46|2.19|0.0|0.0|2.0|-3.23|23.0|-6.73|0.0|1.0|1.0|2.38|-3.52|0.000586|178.0|0.000299|0.0907|2.0|0.0|5.2e-07|0.000158|-0.05015|4.1276|3.96|4.1276|-1004.515654|507.76|848.58|374.88|0.64893|-1004.385302|-0.21973|0.02665292|-1004.432889|8.2218|8.2218
LY364947_a10|1|0|2.949609552|0.0|0|0|1.390175303|-0.00235945|4.59511985|-0.00390904|2|-0.084940213|0.007575|0.010202602|10.9303125|-0.006198347|1|1|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|-0.072740964|0.7792035190000001|1|0.8431045490000001|-0.076999385|-0.075303751|0.009678082|-34.01613475|-33.26705198|144.7228349|69.31194102|1.88879448|0.0|-0.978948758|-15.02735938|38.29163558|1896.845282|372.4595738|0.276515344|4.702575386|0.948237326|122.1566022|-191.05366730000003|18.1140017|0.018707677|-197.4583104|597.7620559999999|1.0|0.0|1.0|1.0|1.0|2.46|0.0|21.0|-7.2|3.69|54.46|1.74|0.0|0.0|2.0|-3.54|21.0|-6.02|0.0|1.0|1.0|2.8|-3.86|0.00029|0.0789|0.000137|0.0374|2.74|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||7.2291|7.2291
16i_a32|1|1|3.352437091|0.0|0|0|0.6094207429999999|-0.0146198339999999|5.733341277|-0.075706124|0|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.098841478|-0.120440534|-0.211019184|-0.700853898|0|0.134577711|0.8829894|1|0.801494708|-0.0857355019999999|-0.114771536|0.022335011|-56.03343427|-75.01027196|90.08098301|129.7354415|9.540239197|32.3175507|-1.836344582|-36.62130242|70.6307405|2770.767996|523.8261846|0.281035887|6.848009314|0.836873682|183.6742715|-784.3813651|33.38593207|0.021112022|-286.2130831|1669.296604|0.0|1.0|1.0|1.0|2.0|3.75|0.3|19.0|-7.4|4.85|149.27|1.34|3.0|0.0|8.0|-7.03|29.0|-5.93|1.0|0.0|0.0|3.96|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|692.96|1175.51|573.38|0.70222|-1995.055356|-0.2002|0.02810109|-1995.11813|8.2596|8.2596
4a_a46|0|0|0.0|0.210988875|1|1|1.13463711|-0.001042349|5.587248657999999|-0.008364558|2|-0.051075084|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|2|-0.215877982|0.8075680409999999|0|0.923958017|-0.05488948|-0.067863141|0.00935578|-28.50561609|-35.24319509|6.579492736000001|39.49069232|2.523263761|55.05332552|-1.017947119|-14.80375017|33.36433008|2042.529911|479.8368017|0.2573736219999999|5.613813876|0.751302315|133.66119809999998|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|1.0|0.0|1.0|1.0|0.0|3.76|0.35|17.0|-6.82|4.46|43.6|2.35|0.0|0.0|2.0|-3.93|24.0|-5.87|0.0|1.0|1.0|3.43|-4.31|0.000117|0.0372|4.89e-05|0.0156|3.34|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.237445|560.87|967.0|467.4|0.6893600000000001|-994.028172|-0.21988|0.022810825|-994.079365|6.7423|6.7423
14b_a25|0|0|0.0|0.0|1|0|1.420015222|-0.004720915|4.727387819|-0.0166120069999999|2|-0.273813082|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|1|0.004892038|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|-0.085205646|0.8333962429999999|1|0.859628015|-0.076156512|-0.084160084|0.016003559|-52.75064158|-58.29440389|112.49583529999998|97.23019209|7.678174472999999|57.85340824|-1.767361771|-36.53830946|63.83568179|3038.600508|595.4307570000001|0.227210413|8.690235527|0.963240883|157.3797801|-847.9433995999999|29.33534086|0.015746299|-377.9013888|1584.108407|1.0|1.0|1.0|1.0|1.0|3.51|0.07|27.0|-9.65|4.79|96.49|1.8|2.0|0.0|6.0|-5.6|34.0|-6.26|0.0|0.0|1.0|3.63|-5.23|2.49e-06|0.0011099999999999|5.86e-06|0.00261|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|-1444.544749|716.14|1257.11|603.27|0.64983|-1444.266358|-0.22149|0.03876374|-1444.330251|7.6576|7.6576
2_a27|0|0|0.0|0.0|2|0|1.402655014|-0.0065894809999999|4.59511985|-0.0609613559999999|2|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.137868605|0.8585302370000001|1|0.8468699609999999|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|9.194894069|77.08713259|5.020172886|53.58106492|-1.141195033|-14.81116546|39.39404027|2210.487938|426.3224749|0.331537817|5.312170441|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|0.0|1.0|0.0|1.0|0.0|2.9|0.11|21.0|-5.84|2.49|65.6|2.42|0.0|0.0|2.0|-3.19|24.0|-6.69|0.0|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0002009999999999|0.0638|2.18|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|-1043.821085|538.57|906.48|420.7|0.55857|-1043.665151|-0.21702|0.02268519|-1043.715364|7.8861|7.8861
12k_a30|0|0|0.0|0.0|0|2|0.604984231|-0.007818038|5.351858133|-0.029595542|2|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|1|0.0053380919999999|-0.240110949|-0.089279071|-0.154412059|-0.4186541|1|0.001281277|0.883029843|0|0.815083558|-0.079026221|-0.098188266|0.024177669|-52.35426525|-65.04897323|106.8195439|122.5057244|10.61148425|0.0|-1.865577056|-34.68429919|68.37178540000001|2920.279667|539.9866061|0.291863802|8.416930701|0.893775698|193.3575303|-818.7944715|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|0.0|1.0|1.0|1.0|1.0|4.72|0.17|17.0|-6.74|2.63|90.88|2.51|2.0|0.0|6.0|-5.44|31.0|-6.19|0.0|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05055|5.1958|3.58|3.4715|-1690.302721|710.82|1200.31|564.62|0.6864899999999999|-1690.031103|-0.19798|0.03357755|-1690.094082|7.6144|7.6144
14p_a23|0|1|0.0|0.0|2|0|1.197963748|-0.005975594|5.351858133|0.006191846|2|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|2|0.009266617|0.080581604|-0.0686282459999999|-0.131709531|-0.4510651779999999|2|0.099883916|0.8683808959999999|1|0.923455749|-0.063033628|-0.080784473|0.0221104079999999|-42.52653933|-54.50240143|40.58186569|51.64167457|10.06403753|84.65359899|-1.615689464|-28.69113861|57.44364296|3010.721939|623.0226425|0.248361701|9.014073839|0.868927227|167.5607773|-735.4165088|30.21311441|0.0190667019999999|-339.5427625|1450.229492|0.0|1.0|1.0|1.0|1.0|3.48|0.04|26.0|-7.47|3.89|128.81|2.39|1.0|1.0|5.0|-5.68|32.0|-6.62|0.0|0.0|0.0|3.25|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|699.61|1191.08|573.24|0.6816|-1721.933314|-0.2382|0.02935511|-1721.994023|8.5302|8.5302
9c_a31|1|0|3.410619646|0.0|0|1|0.610135804|-0.013082561|5.733341277|-0.055520387|0|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0|-0.000533581|0.8856644770000001|0|0.6746901059999999|-0.103325018|-0.128097622|0.030296721|-65.84728287|-81.63444414|153.5739377|207.3144829|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|85.15486955|2592.448925|429.9685721|0.329283294|8.188627935|0.837843885|209.8466636|-728.3394714|34.07943198|0.024456662|-217.5897278|1703.9715989999995|1.0|1.0|1.0|1.0|2.0|3.66|0.35|16.0|-7.24|3.7|117.37|1.08|2.0|0.0|8.0|-5.23|28.0|-6.53|0.0|0.0|1.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.157698|691.3|1147.93|588.58|0.7007399999999999|-1617.892493|-0.19224|0.04177078|-1617.9568470000002|6.3768|6.3768
12ba_a36|1|0|3.389685532|0.0|0|2|1.297043659|-0.0075620109999999|5.351858133|0.026411489|2|-0.423472625|-0.002123045|0.003750685|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.091676619|-0.168084618|-0.410941182|1|0.041478447|0.890675195|0|0.849738126|-0.083210415|-0.108410153|0.0246090489999999|-56.0578808|-73.03464847|100.798163|101.229662|11.16896162|16.1479891|-1.951382748|-37.76553687|72.63670824|3035.390784|572.4586103999999|0.293104216|7.409667253999999|0.969665341|197.4608731|-885.6465508|35.76372225|0.023797439|-278.7665262|1859.713557|0.0|1.0|1.0|0.0|2.0|4.8|0.12|17.0|-6.72|1.63|116.78|0.74|1.0|0.0|5.0|-4.77|33.0|-7.04|0.0|0.0|0.0|1.57|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|3.0114|-1417.454721|687.23|1187.56|547.82|0.70432|-1417.187763|-0.21033|0.02839417|-1417.249741|7.6778|7.6778
8_a1 (SB-202620)|1|0|3.296085365|0.0|0|0|1.4323973840000002|-0.013785521|4.727387819|-0.226277123|1|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|-0.042789124|0.805476065|0|0.648967503|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|208.2071465|199.1596945|4.997944864|64.70432539|-1.684343335|-37.88089785|75.57687443|2431.842132|368.1943149|0.225760413|7.432247389|0.839824062|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|1.0|0.0|1.0|0.0|2.0|2.74|0.0|23.0|-8.02|5.06|78.87|2.78|2.0|0.0|4.0|-4.94|27.0|-5.94|0.0|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|586.27|977.87|460.4|0.7026600000000001|-1222.9606720000002|-0.2105199999999999|0.16177304|-1223.014114|6.3979|6.3979
6d_a40|0|0|0.0|0.0|1|1|0.604893491|-0.015362927|6.401917197|-0.091548968|0|-0.722057579|-0.005066797|0.086704068|10.30179973|-0.205140551|2|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0|-0.039077432|0.8988141140000001|1|0.663670372|-0.115007564|-0.119563634|0.017359149|-73.59650182|-76.51205671|192.5638526|215.22657540000003|7.108696385|38.04267542|-2.15214542|-47.09642482|84.70509846|3063.227702|424.7009165|0.13994759|6.908972922999999|0.7486635420000001|89.55631|-881.3190339|37.23994308|0.01400787|-460.8148719|1601.317552|0.0|1.0|0.0|1.0|1.0|3.98|0.21|14.0|-4.31|3.63|173.43|2.01|2.0|2.0|5.0|-7.21|30.0|-6.36|1.0|0.0|1.0|3.43|-5.15|6.18e-08|2.85e-05|7.1e-06|0.00327|3.87|1.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|2.9559|-2470.82949|656.5|1111.69|511.88|0.6624800000000001|-2470.62267|-214.0|0.03556489|-2470.684323|8.9208|8.9208
24_a20|0|0|0.0|0.0|1|0|1.40648755|-0.001547029|4.727387819|0.029711934|2|-0.083539572|0.009265667|-0.060940703|10.93106245|-0.04104|1|1|0.008780074|0.1468474119999999|-0.036258691|-0.060582944|-0.188335708|2|0.070857143|0.802353442|1|0.952027295|-0.061437722|-0.067869875|0.012814211|-38.76683848|-42.82548904|12.83518119|30.27049276|5.102023479|406.1522673|-1.357397496|-24.46164548|46.85253003|2736.601949|600.7235847000001|0.228967757|6.852820269|0.844319927|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|1.0|1.0|1.0|1.0|0.0|3.4|0.08|27.0|-9.32|4.78|80.28|1.86|2.0|0.0|4.0|-4.89|31.0|-6.26|0.0|0.0|1.0|3.63|-4.93|1.29e-05|0.00519|1.17e-05|0.00469|3.52|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.896802|685.66|1169.35|551.25|0.44916|-1291.647083|-0.22435|0.02922392|-1291.706729|6.4976|6.4976
20b_a10|0|0|0.0|0.0|1|1|1.343837209|-0.007463406|5.4161004020000005|-0.073703704|2|-0.447804373|0.001965496|-0.042013549|10.92966143|-0.013623188|1|1|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|2|0.052265135|0.817426568|1|0.75259177|-0.094975935|-0.088479815|0.013038163|-60.68950774|-56.53849503|81.39248686|158.09355980000004|5.323735696|91.02309592|-1.85807612|-38.78052212|69.02087825|3085.433676|480.905232|0.238378673|7.554743755|0.8317951020000001|152.3236842|-758.6886304|28.34404003|0.0171045989999999|-334.3514234|1558.922202|1.0|1.0|1.0|1.0|1.0|3.54|0.11|27.0|-8.93|5.0|95.92|2.41|2.0|0.0|5.0|-5.22|34.0|-6.53|0.0|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|3.52|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|687.84|1218.74|482.93|669.0|-1465.333983|-0.2217199999999999|0.03930765|-1465.395231|5.9586|5.9586
12g_a31|1|0|3.42813681|0.0|0|1|0.6101363000000001|-0.01500347|5.733341277|-0.1044685569999999|0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.081426376|-0.57758443|0|-0.076150332|0.8639814490000001|0|0.58271093|-0.1284353869999999|-0.131126805|0.030961426|-78.87508829|-80.52794936|152.7424573|256.26669530000004|11.67699967|548.1594997999999|-1.835775276|-48.43898314|97.88920296|2514.363249|357.8560168|0.311351131|8.098256552|0.887664343|191.2078009|-692.3565973|34.8320455|0.02515117|-231.70711040000003|1637.106139|1.0|1.0|1.0|1.0|2.0|3.61|0.32|16.0|-6.45|3.44|131.36|0.86|1.0|0.0|7.0|-4.92|27.0|-6.86|0.0|0.0|1.0|2.9|-3.79|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|3.55e-07|0.000136|-0.03324|3.8349|4.17|3.8349|-1578.846191|664.44|1090.41|542.78|0.70068|-1578.605452|-0.19241|0.04532186|-1578.66792|6.9586|6.9586
13d_a6|1|0|3.447870607|0.0|0|1|1.424214188|-0.010665225|5.351858133|-0.0122495089999999|1|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|1|-0.000899678|0.126028544|-0.106686991|-0.174259072|-0.49314765|1|-0.027209556|0.841971795|0|0.78862121|-0.092581323|-0.110731261|0.030793771|-63.04181168|-75.40072983|156.67194009999997|143.9350986|14.27820079|564.780402|-2.103893962|-42.92734103|84.01035117|2882.382522|536.999346|0.230567155|9.086171078|0.703203572|157.0011174|-975.5161277|35.13035671|0.018542644|-366.9322097|1861.908905|1.0|1.0|1.0|1.0|2.0|3.64|0.16|23.0|-9.4|4.57|95.85|1.5|2.0|0.0|6.0|-5.95|32.0|-5.88|0.0|0.0|1.0|3.74|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|723.61|1219.11|598.06|0.7007399999999999|-1389.125098|-0.20146|0.02846332|-1389.188211|6.4437|6.4437
12y_a30|0|0|0.0|0.0|0|2|0.604984019|-0.005996863|5.351858133|-0.037335306|2|-0.353814891|0.00604028|0.061944378|10.31162818|-0.058184644|1|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|1|-0.05346283|0.8146529229999999|0|0.8489185109999999|-0.070903795|-0.091248521|0.0149823289999999|-47.598277|-61.25585229|85.17057711|101.4221952|6.751850651|0.0|-1.91621895|-31.95309886|57.65603256|2847.362782|569.8856940000001|0.179891855|8.067590558|0.804154433|120.7628216|-863.552275|28.51891948|0.012362508|-429.782246|1568.540572|0.0|1.0|1.0|0.0|1.0|4.86|0.21|17.0|-7.38|3.23|81.65|3.25|2.0|0.0|5.0|-6.04|31.0|-5.64|0.0|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.6|0.0|4.12e-08|1.76e-05|-0.05065|5.1973|4.45|3.4718|-1654.41361|728.75|1227.82|585.59|0.6864399999999999|-1654.125015|-0.19815|0.0311422|-1654.190369|7.6576|7.6576
4m_a46|0|0|0.0|0.16407746|1|1|1.134637002|-0.000686578|5.587248657999999|0.051308728|1|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|-0.099662698|0.7975218959999999|0|0.948973877|-0.067320375|-0.0672468|0.010905551|-35.4774406|-35.43866734|6.161736337000001|26.89046601|3.028720082|35.77391986|-1.008702005|-18.69640205|41.22460182|2133.331634|500.1036387|0.266763619|5.329061873000001|0.8622201970000001|140.5828543|-280.1395315|16.11061509|0.012232753|-245.828396|724.9776792|0.0|1.0|1.0|1.0|0.0|3.59|0.29|17.0|-6.88|4.63|54.5|2.5|1.0|0.0|2.0|-4.52|25.0|-5.68|0.0|1.0|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|3.69|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.138426|558.63|975.72|468.63|0.68505|-1030.929791|-0.23116|0.02920209|-1030.980844|5.8901|5.8901
