molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
41_a47|0|1|0.0|0.0|1|0|1.420292383|-0.004083905|4.727387819|-0.072088843|3|-0.187859623|0.003530307|0.024881402|10.98214139|0.075316535|1|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.08640454|0.900915114|1|0.823168463|-0.061101947|-0.0899793719999999|0.018348892|-34.50740631|-50.81597048|54.15850042|99.86584673|5.852270304|0.0|-1.259711209|-19.48810377|44.86996758|2374.594252|464.8854878|0.346852185|7.168742909|0.8084689140000001|195.8852341|-401.77742|25.33076615|0.023067788|-172.98086630000003|1089.222944|1.0|1.0|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|4.52|68.52|1.75|0.0|0.0|4.0|-3.57|26.0|-6.66|0.0|1.0|1.0|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|1.17e-05|-0.05053|4.0167|2.41|3.7144|-1162.492089|603.1|995.43|471.9|0.68638|-1162.288187|-0.2026099999999999|0.02982752|-1162.342476|8.0|8.0
7_a1|0|0|0.0|0.0|1|2|1.348826331|-0.010040172|5.777652323|0.001018628|1|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|1|1|0.004950534|-0.077833285|-0.245732751|-0.391298966|-0.441054548|1|-0.048198584|0.862051935|0|0.710959153|-0.083362936|-0.098295453|0.035937867|-40.16416679|-47.35863598|111.9204437|139.2595474|8.342261787|404.7836105|-1.179545431|-19.35104936|57.47898976|2150.215999|342.53930230000003|0.396617144|5.07667644|0.827584457|191.0896839|-273.8080361|24.78585294|0.029820838|-99.61948195|941.8624118|1.0|0.0|1.0|1.0|0.0|3.09|0.22|17.0|-5.64|3.29|49.17|1.6|0.0|0.0|2.0|-3.16|23.0|-6.4|0.0|1.0|1.0|2.72|-3.71|0.000696|213.0|0.000195|0.0595|2.48|0.0|2.29e-06|0.000698|-0.02433|4.0504|2.76|4.0504|-1009.509475|515.2|864.85|365.53|0.69902|-1009.350293|-0.19167|0.02860499|-1009.398029|6.3372|6.3372
17a_a25|0|0|0.0|0.0|1|0|1.373200859|-0.004137083|4.727387819|-0.036457743|2|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|1|0.006423059|-0.02776212|-0.047099434|-0.07654898|-0.362222339|2|0.168247187|0.8005589320000001|1|0.874586929|-0.06234901|-0.079378741|0.012665055|-44.46905084|-56.61512986|93.75234138|89.44809639|6.442637379|80.30332825|-1.666953566|-31.71656603|53.50212109|2907.309477|623.7797651000001|0.244019498|8.996672966|0.882500365|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|1.0|1.0|1.0|1.0|1.0|3.48|0.11|27.0|-9.98|5.31|72.7|2.67|2.0|0.0|7.0|-5.12|33.0|-6.18|0.0|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|7.44e-06|0.00323|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|747.06|1271.9|598.67|0.6722|-1391.321455|-0.21559|0.0362293|-1391.385492|7.6021|7.6021
15b_a10|0|0|0.0|0.0|1|1|1.3438370730000002|-0.002413027|5.4161004020000005|0.024214591|2|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|-0.195505087|2|-0.058258414|0.83320417|1|0.921918974|-0.046334564|-0.07358373|0.015973068|-31.76194123|-50.44100799|43.96642219|53.52386591|7.505718446|118.6253241|-1.398090862|-21.77253505|42.7113409|2716.468606|631.9674549|0.329763626|6.6940006620000005|0.706711759|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|1.0|1.0|1.0|1.0|0.0|3.61|0.32|21.0|-8.18|4.44|56.07|2.14|1.0|0.0|7.0|-4.35|31.0|-6.34|0.0|1.0|0.0|3.66|-4.64|4.46e-05|0.0185|2.28e-05|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|2.74|3.7625|-1317.766641|721.17|1231.3|587.53|0.68906|-1317.429772|-0.20313|0.02977516|-1317.4913390000002|7.0706|7.0706
12c_a5|1|0|2.977832018|0.0|0|1|1.236775191|-0.002685954|4.59511985|0.020594766|3|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.05430631|0.8446264459999999|0|0.841092921|-0.070873852|-0.066083881|0.016374249|-46.62294305|-43.47195613|143.44655559999998|104.5338363|7.085796743|13.26856229|-1.25559373|-30.6699685|57.39441476|2697.345008|553.2961182|0.416414105|7.293547043999999|0.855075538|273.9296719|-543.3459436|25.27376659|0.024214085|-109.9706106|1415.330929|1.0|0.0|1.0|1.0|2.0|3.27|0.24|23.0|-9.31|4.32|75.72|1.57|1.0|0.0|6.0|-4.09|31.0|-6.79|0.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|0.0191|2.84|0.0|4.93e-10|2.03e-07|-0.04565|4.6671|2.06|4.0116|-1316.542713|694.24|1200.02|519.21|0.6893600000000001|-1316.244961|-0.21128|0.02242648|-1316.305277|7.3279|7.3279
8d_a12|1|1|2.976279182|0.0|0|1|1.283835213|-0.0076893469999999|4.59511985|-0.048642535|2|-0.376778003|0.000925796|-0.065870394|10.94458983|-0.046326855|1|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|-0.091036025|0.8078610759999999|1|0.858710112|-0.077834742|-0.103548595|0.011348654|-43.27410838|-57.57034769|90.34024296|78.55353315|3.507952014|0.0|-1.760326118|-24.05928792|49.58366734|2466.513191|477.4206699|0.166136296|6.93584319|0.8695567329999999|92.36749461|-544.129679|26.08195789|0.012525773|-371.2392138|1173.6881050000002|1.0|1.0|1.0|1.0|2.0|4.06|0.1|21.0|-8.37|2.67|65.96|2.83|2.0|0.0|3.0|-4.58|27.0|-5.96|0.0|1.0|1.0|3.02|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|3.51|0.0|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|-1138.296407|600.2|1007.85|433.32|0.4997399999999999|-1138.086709|-0.20794|0.04004678|-1138.139635|7.6021|7.6021
17b_a25|0|0|0.0|0.0|1|0|1.3732004619999998|-0.004368141|4.727387819|-0.002108117|2|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.068812225|0.838260077|1|0.882170399|-0.068207754|-0.079392561|0.015879547|-51.71860811|-60.19950116|99.61874923|89.34443096|9.129863339|87.61586206|-1.6672437880000002|-39.21569422|63.75929319|3100.8813760000003|668.9067217|0.275133816|9.700133933|0.909403632|208.6205329|-958.573164|30.59704545|0.0175785369999999|-341.0100868|1744.031591|1.0|1.0|1.0|1.0|1.0|3.56|0.11|27.0|-10.04|5.18|96.49|2.0|2.0|0.0|7.0|-5.32|35.0|-6.53|0.0|0.0|1.0|3.78|-5.07|4.75e-06|0.00218|8.59e-06|0.00394|3.61|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.873254|781.08|1329.35|654.18|0.6594800000000001|-1483.563965|-0.21939|0.04272963|-1483.630939|6.9957|6.9957
12e_a40|0|0|0.0|0.0|1|0|0.604990524|-0.015461694|5.4161004020000005|-0.262526337|0|-0.556620974|-0.013162335|0.130516751|10.31197242|-0.192362496|2|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.047011204|0.858770467|1|0.7798787840000001|-0.132226452|-0.122830115|0.015096495|-71.78145688|-66.68049019|206.0119599|119.4966772|4.4490161310000005|0.0|-1.596791495|-38.96782748|79.97685498|2391.0322170000004|423.3709264|0.209181178|8.014314957|0.966435355|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|1096.13776|0.0|1.0|0.0|0.0|2.0|3.27|0.0|20.0|-6.04|4.84|98.89|2.93|2.0|0.0|2.0|-6.53|24.0|-5.26|0.0|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|0.00086|4.72|0.0|9.14e-07|0.000346|-0.07296|4.3236|4.66|3.0253|-2248.276958|552.91|918.38|445.12|0.70157|-2248.154966|-0.19912|0.03272669|-2248.206714|5.9318|5.9318
12bh_a36|1|0|3.50075137|0.0|0|2|1.297043258|-0.006687484|5.351858133|-0.047482048|2|-0.401249012|0.003676818|0.075747971|10.94728093|-0.035747988|1|1|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|1|-0.211972014|0.833398429|0|0.833491953|-0.070687668|-0.09959401|0.017627098|-47.04367494|-66.28126709|83.08294358|110.81353529999998|7.807212275|0.0|-1.991880197|-31.30825225|58.77476595|2773.193279|554.7010591|0.216705778|7.545637217999999|0.930697921|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|0.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|-7.34|2.5|69.2|2.45|1.0|0.0|5.0|-4.54|31.0|-6.38|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|715.94|1208.61|575.23|0.7039|-1311.293683|-0.20168|0.03071385|-1311.356102|7.8539|7.8539
27c_a34|0|0|0.0|0.0|1|1|1.4335249819999998|-0.014036512|5.351858133|-0.1450543259999999|1|-0.80008116|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|-0.0360159139999999|0.8353837409999999|0|0.631065353|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|248.17931940000005|13.79934071|119.8660257|-2.26746252|-51.69246989|97.35782216|2921.328444|424.51250080000005|0.261802571|8.808655321|0.738272657|176.1124482|-1026.059181|38.98592708|0.022975949|-320.4669239|2066.254135|1.0|1.0|1.0|1.0|2.0|3.55|0.12|23.0|-7.67|3.34|104.29|1.71|1.0|0.0|6.0|-4.75|32.0|-6.85|0.0|0.0|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0151|2.9|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|709.72|1203.69|558.04|0.70336|-1426.246896|-0.19682|0.03913684|-1426.31053|6.0969|6.0969
12h_a36|1|0|3.468184524|0.0|0|2|1.297043828|-0.0086750619999999|5.351858133|-0.041228471|2|-0.503153567|0.00127667|-0.003014954|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|-0.10861416|0.87043328|0|0.819614525|-0.073572836|-0.10720355|0.027905055|-48.17643878|-70.19826261|82.11195464|118.1187282|11.96512593|1.413982241|-1.929663894|-31.5465515|66.44902736|2845.467486|536.6941285|0.3347454589999999|7.428908584|0.8675704009999999|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|1899.376328|0.0|0.0|1.0|0.0|2.0|4.8|0.17|17.0|-6.69|1.89|78.43|1.72|1.0|0.0|6.0|-3.95|31.0|-6.93|0.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.481013|697.29|1177.89|535.67|0.7014600000000001|-1347.199963|-0.1926|0.02925492|-1347.260478|7.8539|7.8539
13m_a6|1|0|3.415695704|0.0|0|0|1.429020166|-0.010840005|4.727387819|-0.135152403|2|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|2|0.156982046|0.832753533|1|0.715612461|-0.0989137669999999|-0.107644789|0.01858251|-68.97140339|-75.05944278|91.22689385|198.3000783|9.035018118|95.67846949|-2.045251|-48.09294654|81.92876874|2951.567781|498.9881336|0.263701|8.435961541000001|0.926594475|183.8755989|-994.4232282|35.8683143|0.020928405|-329.5370141|1936.888972|1.0|1.0|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|3.76|122.47|0.81|1.0|0.0|6.0|-4.64|33.0|-7.23|0.0|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|4.27|3.3359|-1423.762467|726.28|1231.54|546.69|0.64753|-1423.448957|-0.20954|0.04955777|-1423.511471|8.0|8.0
5b_a50|0|1|0.0|0.0|2|1|1.397278957|-0.00141071|5.82008293|-0.003549558|1|-0.062071259|0.012641727|-0.137595558|10.9325725|-0.113846154|2|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.019856551|0.855527513|1|0.958606481|-0.041157676|-0.061164973|0.012204641|-20.90908698|-31.07327358|6.656963127999999|21.02890062|3.149876031|60.5565203|-0.8563096170000001|-10.62231784|27.10933752|2183.545404|486.9950914|0.411250953|5.543302677000001|0.8058479690000001|208.925351|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|1.0|0.0|1.0|1.0|0.0|3.37|0.1|20.0|-5.86|4.02|35.64|2.4|0.0|0.0|2.0|-3.48|24.0|-6.03|0.0|1.0|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|0.0202|3.06|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|5.6332|2.81|4.0222|-990.6114185|547.35|922.49|411.9|0.66968|-990.43875|-0.19252|0.02651535|-990.487545|4.9126|4.9126
3_a4|0|0|0.0|0.0|1|1|1.343866299|-0.001141383|5.4161004020000005|0.03287721|2|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|0.050638298|1|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|-0.0862461019999999|0.8367373309999999|1|0.919804716|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|12.23442244|38.95587796|2.493716402|40.30885999|-0.985822953|-12.40663231|30.67413075|2159.04913|446.8068266|0.280312336|4.832514477|0.7560922609999999|136.1652785|-232.6201124|16.63485592|0.015358792|-213.4321476|665.3942366|1.0|0.0|1.0|1.0|0.0|2.99|0.15|21.0|-7.19|4.11|43.6|2.44|0.0|0.0|2.0|-3.7|24.0|-5.99|0.0|1.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|4.0639|-990.6395508|535.44|905.23|350.36|0.58615|-990.467184|-0.21969|0.024645265|-990.514888|6983.0|6983.0
16_a15|0|0|0.0|0.0|0|0|0.300207157|-0.008593957|0.0|-0.463771194|2|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.080837546|0.77948108|0|0.723597405|-0.08870471|-0.101500719|0.0070920509999999|-60.63825695|-69.38556779999999|53.93878231|188.9479321|3.31414791|17.68542055|-2.131515106|-41.45211893|65.48636021|3173.773379|494.6488764|0.131539493|6.798937229|0.7238723509999999|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|1.0|1.0|0.0|1.0|2.0|3.59|0.08|24.0|-9.21|6.02|115.58|1.72|2.0|0.0|6.0|-6.0|32.0|-6.27|1.0|0.0|1.0|3.59|-5.21|9.89e-07|0.000442|6.14e-06|0.00274|3.88|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|716.79|1229.58|600.98|0.66615|-1770.217907|-0.20953|0.06079704|-1770.281427|7.6778|7.6778
3b_a12|0|0|0.0|0.0|0|1|1.283824445|-0.007916598|0.0|-0.043495794|2|-0.332497127|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|-0.008328578|0.82914101|0|0.903204699|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|50.46508298|2.816328871|0.0|-1.326648015|-17.50314491|38.97406803|2186.64676|470.8937285|0.2311778089999999|6.6333156660000006|0.64134753|120.5265876|-360.6028438|23.06757345|0.0166212889999999|-280.3056362|899.6353646|1.0|1.0|0.0|1.0|1.0|3.82|0.05|18.0|-8.1|3.14|37.28|3.99|1.0|0.0|3.0|-4.26|24.0|-5.65|0.0|1.0|1.0|3.59|-4.64|5.539999999999999e-05|0.0184|2.28e-05|0.00759|3.78|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.96|3.7741|-1410.971864|548.05|915.37|426.66|0.6654800000000001|-1410.826913|-0.2232|0.02444371|-1410.8759220000002|7.3098|7.3098
12n_a36|1|0|3.400581499|0.0|0|2|0.299253841|-0.0099988159999999|5.351858133|-0.350034917|2|-0.619926573|-0.006862238|-0.035989956|10.31810354|-0.000273044|1|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|1|0.162338703|0.869718963|0|0.720111143|-0.089275906|-0.115872034|0.0211044289999999|-60.42525197|-78.42650015|67.52548352|189.4391835|9.668119648|26.74179417|-2.317440678|-40.89805687|74.70951411|3482.18259|487.397992|0.258248547|6.863551112000001|0.833176363|174.79221719999998|-1061.639417|36.45914091|0.021232665|-327.25274110000004|2114.630173|0.0|0.0|1.0|0.0|3.0|5.03|0.17|17.0|-6.87|2.15|123.75|0.84|1.0|0.0|7.0|-3.85|34.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.05056|5.3573|6.24|3.6382|-1876.201464|714.14|1256.83|566.87|0.7046600000000001|-1875.89723|-0.19984|0.03261661|-1875.961945|7.8239|7.8239
15_a47|1|1|2.9226792460000004|0.0|0|0|1.304329657|-0.00516949|4.59511985|-0.072588375|2|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|1|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|-0.131424138|0.897881853|1|0.791753677|-0.084413593|-0.0904066519999999|0.016669157|-45.1562696|-48.36220049|61.0548099|111.3994409|4.770072524|0.0|-1.265693121|-24.15592798|54.07328082|2327.320914|423.5412927|0.288369895|6.984778596|0.914412511|154.260803|-362.1927541|25.03780079|0.021370407|-226.4191275|951.4364299|1.0|0.0|1.0|1.0|2.0|2.89|0.06|21.0|-8.49|5.28|66.49|2.83|2.0|0.0|3.0|-4.89|25.0|-5.76|0.0|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|3.8|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|3.33|4.0594|-1527.4104|552.16|930.51|419.75|0.68008|-1527.265523|-0.2268|0.03425526|-1527.316555|7.8|7.8
3d_a49|0|0|0.0|0.0|1|1|0.406515615|-0.003398408|5.4161004020000005|-0.3456333889999999|2|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|1|-0.004253844|-0.149675594|-0.075636705|-0.129666234|-0.202380888|2|0.01450704|0.863438637|1|0.733071652|-0.099295364|-0.094384452|0.009601398|-57.52001036|-54.67520803|137.78978830000003|154.6267696|3.221917789|0.0|-1.698920144|-33.32030276|63.08192694|2809.9605100000003|424.6551631|0.243377955|6.612715522999999|0.946920034|140.9844521|-570.1024832|27.67490257|0.018844179|-297.31302830000004|1300.720421|0.0|0.0|1.0|1.0|3.0|3.29|0.15|21.0|-6.15|4.46|121.39|1.07|1.0|0.0|4.0|-5.19|28.0|-6.58|0.0|0.0|1.0|1.85|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|0.0142|2.98|0.0|7.1e-07|0.000278|-0.05766|5.1844|4.02|3.8907|-1594.595995|615.3|1044.19|455.47|0.67215|-1594.380348|-0.21913|0.04373784|-1594.435881|5.6308|5.6308
13a_a30|0|0|0.0|0.0|0|2|0.604984129|-0.011002918|5.351858133|-0.118776867|2|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|1|-0.002215642|-0.065043716|0.003429114|0.006103754|-0.5640209589999999|1|0.019603815|0.885516463|0|0.6963945559999999|-0.109682335|-0.113507021|0.01856512|-74.02777574|-76.60916637|381.9643801|204.9120824|8.456950359|102.6479456|-2.27014041|-49.96348386|86.55791128|3002.811441|470.0167988|0.2001375339999999|8.066980235|0.873126469|135.07860209999998|-1034.114779|36.14261279|0.017212819|-404.771677|1915.558478|0.0|0.0|1.0|0.0|2.0|4.76|0.13|17.0|-6.19|1.72|124.74|2.06|1.0|0.0|6.0|-5.01|32.0|-7.05|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|3.5288|-1744.491614|721.66|1211.54|541.59|0.6845600000000001|-1744.217986|-0.20503|0.04590378|-1744.281248|7.8665|7.8665
3k_a32|1|1|3.644417045|0.0|0|0|0.609420759|-0.005745086|5.973809612|-0.001250803|0|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|-0.127713677|0.8306695270000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|80.0971996|68.92687468|3.930238317|0.0|-1.271758703|-22.61349991|47.07915023|2392.3436100000004|494.8840288|0.21942773|6.153598893|0.89626209|123.7157466|-404.2701347|21.36272325|0.012327787|-316.3794102|918.5970998|1.0|1.0|1.0|1.0|1.0|3.47|0.32|19.0|-7.23|5.78|110.94|2.41|2.0|0.0|3.0|-7.04|25.0|-5.01|0.0|0.0|1.0|4.75|-5.61|9.16e-08|3.3600000000000004e-05|2.47e-06|0.000904|4.97|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|3.5363|-1750.164914|611.65|1022.89|452.36|0.70268|-1749.957584|-0.19988|0.02654958|-1750.0122420000002|8.0605|8.0605
3c_a12|0|0|0.0|0.0|0|1|0.610140703|-0.009252756|4.59511985|-0.058516436|2|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|-0.545592465|1|-0.0461654159999999|0.888353608|0|0.843855494|-0.071719601|-0.099327724|0.013219706|-36.28720467|-50.25579322|73.9854678|79.00277721|3.384177297|0.0|-1.291260406|-18.35985151|42.97583906|2186.344105|426.9566009|0.2944757839999999|6.231995392999999|0.746291708|148.9927848|-330.5560685|24.36878988|0.02155815|-207.9738085|926.0140155|1.0|1.0|0.0|1.0|1.0|3.94|0.12|17.0|-6.78|2.25|78.41|1.82|0.0|0.0|3.0|-4.22|23.0|-6.18|0.0|0.0|1.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|-1327.498519|544.65|894.36|399.38|0.68067|-1327.351991|-0.22035|0.02665687|-1327.4004710000002|7699.0|7699.0
8a_a8|1|0|3.150966553|0.0|1|1|1.400027874|-0.014658222|5.4161004020000005|-0.1950388569999999|1|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.044579097|0.055198015|0.089375589|-0.5028388229999999|1|0.089031731|0.8220300859999999|0|0.550829475|-0.131795179|-0.118763303|0.034374791|-78.93428863|-71.12928513|170.9592896|269.0155755|12.33026525|84.91322996|-2.256502762|-47.27503672|99.52191337|2802.374154|329.9007832|0.23579367|7.533378788999999|0.927876056|141.2206861|-809.4093564|38.44444383|0.025786572|-316.4749864|1768.444416|0.0|1.0|1.0|0.0|2.0|3.37|0.05|23.0|-6.76|2.72|112.23|1.9|1.0|0.0|4.0|-4.4|30.0|-7.04|0.0|0.0|0.0|2.56|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|1.74e-07|6.96e-05|-0.06922|4.6017|6.1|3.1039|-1367.776863|620.68|1061.5|476.69|0.7036899999999999|-1367.539526|-0.19937|0.03213899|-1367.595683|4.9454|4.9454
46_a18|0|0|0.0|0.0|0|2|1.251088279|-0.005378956|4.844187086|-0.018808538|1|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|-0.015124585|0.76616843|0|0.8265445990000001|-0.069742249|-0.076485888|0.008975181|-49.54738918|-54.33831169|0.946462387|123.2289237|4.5299444310000005|58.66827342|-1.988633091|-35.20023815|55.92367899|3052.94234|587.2068577|0.217767252|8.980343774|0.8342358790000001|154.7096476|-1003.700904|26.56039822|0.013181412|-401.0164861|1806.107079|1.0|0.0|1.0|1.0|2.0|4.27|0.3|18.0|-8.82|3.3|76.5|3.33|2.0|1.0|7.0|-5.68|36.0|-6.14|0.0|1.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|8.11|3225.0|-1532.992457|765.33|1380.79|635.89|0.69181|-1532.493789|-0.18219|0.0239301|-1532.562476|6.7305|6.7305
