molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12s_a36|0|0|3.486136149|0.0|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|2|0.042804233|0.002951176|0.0056370119999999|10.95352614|1|0.003962098|0.063448144|-0.104118159|-0.434472457|0.8060798779999999|-0.118671653|0.856677627|0.856274847|0.8303378090000001|-0.07216709|0.4314309979999999|-64.57958827|12.55883918|0.169662191|109.5085883|-0.035868226|8.106112169|0.754198383|76.34126108|-23.15117315|0.4604765839999999|2710.355028|535.942162|2294.468358|-14.94294208|0.245801617|7.545963801|13.98635088|0.853487672|-791.9759303|30.69639722|-328.1450742|662.0530478999999|11.76167282|1.0|0.0|4.85|0.0|17.0|2.19|69.2|1.0|128.72|0.0|1.0|5.0|-4.16|4.0|-6.55|0.0|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.04908|3.8751|3.7604|-1272.270833|683.24|319.95|-1272.00109|0.0002|-0.20467|0.03416928|-1272.061111|8.7738|8.0458|8.0458
7a_a8|0|0|3.1730222510000003|0.0|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|1|0.041123188|0.000736369|0.004607684|10.94671402|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|0.764224152|0.033708575|0.831914523|0.681200974|0.718410375|-0.102174163|0.238462711|-59.83546383|20.79408196|0.281589625|165.38046830000002|-0.042647654|12.2125771|0.733884399|75.4573633|-25.04740346|0.477611327|2715.360649|421.9297638000001|1702.719465|-14.71059634|0.266115601|7.699041907000001|14.73814865|0.914283468|-632.5556427|34.12990316|-274.7254012|488.0169522|15.62189947|0.0|1.0|3.34|3.06|23.0|3.49|92.93|1.0|105.83|0.0|1.0|3.0|-4.86|5.0|-6.33|1.0|-4.64|1.36e-05|0.00522|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|605.72|270.66|-1291.10235|0.1575|-0.20505|0.0269461|-1291.156661|12.8748|4.6068|4.6068
12q_a36|0|0|3.453150038|0.0|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|2|0.042804233|0.0005016269999999|-0.0651906459999999|10.9598352|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.441747876|0.828371596|-0.017640538|0.8839272779999999|0.8065052890000001|0.82911927|-0.07607684|0.324924033|-68.5549152|12.00048565|0.17088073|110.4712541|-0.038175515|7.758093617|0.768692389|80.15866795|-24.67976947|0.486620426|2786.514757|536.0103834|2380.245597|-15.95501778|0.231307611|7.546533709|14.69971555|0.947876484|-797.7508892000001|32.10617123|-347.4093916|629.5017194000001|11.60375275|1.0|0.0|4.74|0.0|17.0|2.54|69.2|1.0|128.76|0.0|1.0|5.0|-4.44|4.0|-6.49|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.05602|5.2375|3.8653|-1692.544456|683.51|236.72|-1692.3116350000005|0.3419|-0.2126199999999999|0.03415678|-1692.370918|6.4226|8.2218|8.2218
9_a1|0|0|3.358585365|0.0|1.432397289|0.0|0.020428974|-0.00614716|4.727387819|1|0.037578348|-0.00314411|-0.079063236|10.94877277|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.483335578|0.737794643|-0.053460262|0.7964939409999999|0.572272366|0.755276458|-0.080888063|0.166794384|-49.42275468|6.495805626|0.244723542|141.093898|-0.031896718|3.745117974|0.7816897429999999|57.60218193|-18.38986221|0.452572261|2387.143654|435.4501351|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|13.91191974|0.826725116|-455.910309|23.52578164|-324.81308110000003|472.9447227|8.17942725|1.0|1.0|2.78|2.66|23.0|5.57|58.64|2.0|102.84|0.0|1.0|4.0|-4.68|4.0|-5.81|1.0|-4.79|2.07e-05|0.00739|0.0057799999999999|3.76|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|3343.0|-1187.226314|600.6|370.88|-1187.011122|0.5409|-0.21015|0.03294951|-1187.065335|6.4447|5.2218|5.2218
12s_a30|0|0|0.0|0.0|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|2|0.04625323|-0.002544958|-0.035768573|10.31162892|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.446807335|0.83236194|0.006789196|0.889479916|0.591758164|0.706713791|-0.090733404|0.404041243|-67.11451776|12.51292194|0.2932862089999999|189.9114627|-0.040189672|8.102485674|0.790481833|78.38074776|-26.02399668|0.467381416|2977.11642|457.6180044|2368.4646620000003|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|-825.7139305|32.92168852|-376.1910929|616.2856203|11.26623|1.0|0.0|4.63|0.0|17.0|3.74|81.65|2.0|127.19|0.0|1.0|5.0|-5.49|6.0|-6.06|0.0|-5.17|3.24e-06|0.00141|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|3.5348|-1774.236634|677.35|245.81|-1774.01033|0.1576|-0.20495|0.03401064|-1774.072418|3.9579|8129.0|8129.0
3d_a32|1|1|3.503398526|0.0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|0|0.041161616|0.000655875|-0.113314811|10.31100276|3|0.002004382|-0.1131110759999999|-0.076494363|-0.539652902|0.8444218509999999|-0.069007775|0.90169022|0.77923808|0.892845502|-0.06869526|0.2214902789999999|-50.45435743|7.807299836|0.107154498|58.01666174|-0.02867299|4.22710649|0.720540286|59.15151032|-15.52441767|0.427813496|2213.978384|483.4133562|1855.167124|-8.405385739|0.2794597139999999|6.15119195|10.75032687|0.747681906|-327.8100438|21.54552351|-238.8142619|421.3548777|8.697152881000001|1.0|1.0|3.34|3.11|19.0|5.07|110.94|1.0|97.86|0.0|1.0|4.0|-6.55|3.0|-5.18|1.0|-5.13|2.81e-07|9.58e-05|0.00251|4.5|0.0|5.13e-08|1.75e-05|-0.05482|3.5105|3.5105|-1672.758552|569.29|353.18|-1672.585902|0.5031|-0.19671|0.02457348|-1672.638515|5.1728|8.0915|8.0915
12e_a30|0|0|0.0|0.0|0.604984231|0.0|-0.0026669809999999|-0.0077937519999999|5.351858133|2|0.041767677|0.0043261129999999|0.005418617|10.31162844|1|0.0053380919999999|-0.018475151|-0.089279071|-0.417089226|0.8246767140000001|0.002248768|0.876441789|0.7933543279999999|0.816703705|-0.07914783|0.407218612|-65.04681137|16.08914569|0.183296295|121.5880081|-0.035153347|10.6725953|0.7071208529999999|80.10232244|-23.31866823|0.46715936|2920.484542|541.7533217|2392.685958|-15.46823639|0.292879147|8.069355055|15.14403079|0.8767337279999999|-819.8165288|32.97692061|-274.7836441|704.0353382000001|15.05551106|1.0|1.0|4.72|0.0|17.0|2.63|90.88|2.0|133.77|0.0|1.0|6.0|-5.44|5.0|-6.19|0.0|-4.93|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05044|5.0412|3.4747|-1690.3021629999998|709.98|245.94|-1690.030824|151.0|-0.19804|0.03344515|-1690.092998|6.1598|7.9431|7.9431
11d_a5|0|0|2.9590700880000003|0.0|1.388848584|0.0|-0.245058546|-0.003373937|4.59511985|2|0.0228184279999999|0.008307337|-0.138265707|10.94877952|1|0.008809179|-0.202307745|-0.12451554|-0.22897714|0.783891527|-0.018747485|0.831190148|0.755793189|0.87090286|-0.063028408|0.359644732|-53.84338206|8.151092424|0.12909714|82.02685783|-0.029333375|5.179111638|0.712305422|65.35645739|-18.63809379|0.49396568|2540.78984|553.3617954|900.3825317|-11.84243331|0.287694578|8.920296087|17.62784804|0.976150552|-615.8065323|26.16587381|-269.7929124|631.9206508|11.51307533|1.0|1.0|3.13|3.37|23.0|4.14|66.93|1.0|114.29|0.0|1.0|7.0|-4.14|5.0|-6.47|1.0|-4.29|7.2e-05|0.0278|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|4107.0|-1239.127458|682.09|280.66|-1238.855022|0.2068|-0.20529|0.03371838|-1238.914819|3.7008|7.8239|7.8239
5_a4|0|0|0.0|0.0|1.343864516|2.166832955|-0.196773454|-0.001215982|5.4161004020000005|2|0.035994832|0.011630756|-0.050389825|10.92992834|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.164263889|0.767615203|-0.165454845|0.820886786|0.650346601|0.943148502|-0.050732198|0.431132276|-36.64215945|4.324106888|0.056851498|30.54859623|-0.025201292|2.323516519|0.807351587|41.76764149|-13.54166762|0.413773331|2282.291204|506.7916175|1896.178084|-7.276482574|0.192648413|5.758733969|9.823391314|0.7058248159999999|-334.71819839999995|16.77294978|-330.3047347|518.5792364|5.125482045|1.0|1.0|3.27|3.08|21.0|4.67|43.6|1.0|104.89|0.0|1.0|3.0|-4.57|3.0|-5.57|1.0|-4.84|2.72e-05|0.00925|0.0049299999999999|3.95|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|4.0239|-1069.27374|595.55|255.2|-1069.051141|67.0|-0.21857|0.02251645|-1069.102899|3.1619|7.1487|7.1487
4c_a49|0|0|0.0|0.0|1.343847672|2.102052126|-0.048954892|-0.0057600559999999|5.4161004020000005|2|0.03583878|0.001379959|-0.102999091|10.92777281|1|0.00202792|-0.163476035|-0.001005604|-0.412652341|0.7796063109999999|-0.052237757|0.826523164|0.752601535|0.76159824|-0.087753156|0.407675441|-55.59622798|7.782541015|0.23840176|153.60017230000005|-0.029809452|5.014223225|0.724053828|66.77901229|-19.20596967|0.473304159|2719.702873|490.6910965|1683.872161|-12.37423857|0.275946172|8.474369008|16.089682800000002|0.898629005|-680.5831211|26.5256103|-288.71184960000005|707.2397315000001|11.182784300000002|1.0|1.0|3.49|2.97|21.0|3.19|98.72|1.0|120.43|0.0|1.0|7.0|-3.5|5.0|-7.53|1.0|-3.58|0.000314|0.13|109.0|1.81|0.0|1.07e-08|4.4e-06|-0.0623299999999999|5.74|3.8067|-1332.647233|705.55|216.0|-1332.336755|0.0821|-0.22158|0.03969431|-1332.398001|4.9358|6.5935|6.5935
8c_a12|0|0|0.0|0.0|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|3|0.038787879|-0.004211843|-0.036504737|10.95472932|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.606245231|0.782864175|-0.10899871|0.8425863029999999|0.845077891|0.840397446|-0.067004282|0.239216075|-52.04233846|10.00357546|0.159602554|81.4415307|-0.038245644|5.104595615|0.764449832|61.66383178|-19.51587692|0.472503372|2190.852814|428.8355831|1245.6132289999998|-9.958505349|0.235550168|5.670223821|10.74930819|0.8957467170000001|-398.3402139|25.52931025|-269.8853937|390.0159026|9.621493319|0.0|1.0|3.91|2.24|18.0|1.59|63.06|0.0|98.07|0.0|1.0|3.0|-3.47|5.0|-6.44|1.0|-3.72|0.000339|107.0|0.0598|2.5|0.0|7.24e-08|2.28e-05|-0.06706|4.3598|3.8341|-1022.77302|551.66|284.38|-1022.613451|0.1355|-0.2227699999999999|0.02263772|-1022.663298|2.4806|7.3979|7.3979
13b_a6|0|0|3.423777636|0.0|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|1|0.042739018|-0.00460563|-0.104663349|10.95129557|1|-0.00194781|0.100281317|-0.10896749|-0.490758329|0.7788169070000001|-0.029988734|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.093125205|0.202093555|-74.04643339|21.00828557|0.2242827939999999|147.0772097|-0.0406496879999999|13.77653618|0.757233678|87.39962829999999|-26.65671602|0.408780634|2821.72831|508.6895893|2587.000662|-17.48058934|0.2427663219999999|9.087172635|15.37022155|0.69141956|-874.0294667999999|35.20276076|-337.3706117|627.4287311|13.35319491|1.0|1.0|3.56|2.85|23.0|4.32|95.85|2.0|116.79|0.0|1.0|5.0|-5.51|5.0|-6.1|1.0|-4.99|3.11e-06|0.0012699999999999|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.0903970000002|694.33|255.67|-1349.837661|0.2461|-0.20156|0.02920955|-1349.898848|13.5746|6.7595|6.7595
8j_a46|0|0|0.0|0.214753401|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|2|0.043903904|0.011852046|-0.174853546|10.96391738|1|0.0108603019999999|-0.204674804|-0.084266433|-0.229679821|0.789844634|-0.223292257|0.837678812|0.6109926379999999|0.934648421|-0.054707287|0.308052557|-37.04976799|4.658562801|0.065351579|35.10521457|-0.02566383|2.5024620580000003|0.822112519|41.80044861|-13.78596018|0.427798746|2121.846387|502.0694817|1888.679875|-7.405468973|0.177887481|5.617748211|9.817783823|0.747636856|-318.43516580000005|16.76894569|-346.061389|453.1959065|4.750680627|1.0|1.0|3.23|3.25|17.0|4.55|43.6|1.0|96.94|0.0|1.0|2.0|-4.59|3.0|-5.55|1.0|-4.83|2.59e-05|0.00878|0.00497|3.97|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|4.4107|-1414.53151|576.48|249.79|-1414.349865|0.1427|-0.22599|0.02408052|-1414.402087|6.4463|5.9108|5.9108
12g_a30|0|0|0.0|0.0|0.6049842529999999|0.0|0.096186205|-0.010447128|5.351858133|2|0.039951691|0.001371944|0.007330206|10.31162838|1|0.0026474159999999|-0.067792064|-0.084317059|-0.539112991|0.826316772|-0.0430471959999999|0.886776351|0.770326886|0.783662781|-0.086195758|0.487608738|-70.11305057|18.59520651|0.216337219|146.623137|-0.040568357|12.60295167|0.7743107290000001|83.29752441|-27.49531395|0.459011202|3058.2873170000003|531.1295763|2482.668258|-18.63502363|0.225689271|8.694447089|16.07139949|0.8484671109999999|-950.3862054|35.50940589|-371.8296813|683.7405759|13.18447384|1.0|0.0|4.67|0.0|17.0|2.48|114.67|2.0|133.52|0.0|1.0|6.0|-6.0|6.0|-6.22|0.0|-5.01|1.01e-06|0.000444|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.5592|-1743.214798|717.55|244.53|-1742.965961|0.1613|-0.2083699999999999|0.04012224|-1743.029147|5.3027|8.0334|8.0334
4d_a49|0|0|0.0|0.0|1.343847746|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|2|0.036555556|0.000607064|-0.053327669|10.92777282|1|0.001356445|-0.151004418|0.000511959|-0.417231241|0.783870915|-0.008564167|0.834151595|0.749565191|0.752634646|-0.089942837|0.410804214|-52.95392476|8.392883773|0.2473653539999999|152.3727245|-0.0281044679999999|5.16986937|0.654728051|66.51766234|-17.31186002|0.470013152|2658.242991|463.6097566000001|1640.195062|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|-554.5177292999999|26.44129877|-190.6195379|641.1445234|13.56373757|0.0|1.0|3.38|2.68|21.0|2.8|98.72|1.0|115.63|0.0|1.0|6.0|-3.13|5.0|-7.7|1.0|-3.35|0.000743|296.0|0.18|1.45|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|3.8047|-1293.333712|668.09|215.82|-1293.049085|0.0879|-0.2219699999999999|0.0395418|-1293.107454|5.5765|7.7447|7.7447
12j_a36|0|0|3.502198129|0.0|0.6293514410000001|0.0|-0.084183025|-0.007086381|5.351858133|2|0.039061728|0.00285431|0.039869055|10.33556498|1|0.003710345|0.161289379|-0.07550872|-0.436310965|0.820041835|-0.1241793309999999|0.87043328|0.855081905|0.852586292|-0.069970795|0.362692602|-69.66341599|11.99396966|0.147413708|97.35760604|-0.037113558|7.921272637|0.7758129420000001|80.59149538|-24.51120192|0.457280037|2881.20453|563.0803357000001|2536.987511|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|-874.1588982999999|31.59421634|-364.314663|725.9470896|10.92807939|1.0|1.0|4.86|0.0|17.0|2.61|94.5|1.0|135.47|0.0|1.0|6.0|-4.85|4.0|-6.64|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.7807|-1670.448063|694.28|238.1|-1670.184251|98.0|-0.20593|0.02793415|-1670.245584|8.5953|8.0|8.0
14a_a25|0|0|0.0|0.0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|2|0.038167849|0.006085806|-0.046802062|10.93106303|1|0.006158124|0.085350921|-0.0469914379999999|-0.365062041|0.7385460309999999|-0.085643386|0.792935475|0.653818362|0.850426305|-0.069657015|0.326595394|-55.27820709|8.449104086|0.149573695|98.18816423|-0.033365179|5.546443318|0.8067529940000001|63.96772039|-21.90268583|0.492236681|2844.993903|558.2652611000001|2142.5112510000004|-14.37809314|0.193247006|7.39139255|14.55676745|0.969421506|-762.0389362000001|27.14918443|-402.7381076|712.1606951|8.689513304|1.0|1.0|3.43|3.06|27.0|4.92|72.7|2.0|126.26|0.0|1.0|6.0|-5.39|4.0|-5.91|1.0|-5.29|4.03e-06|0.0016899999999999|0.00215|4.16|0.0|2.58e-10|1.08e-07|-0.05083|5.3631|3.9479|-1352.298438|689.55|231.18|-1352.024616|0.1756|-0.2143|0.03250632|-1352.086073|4.1656|6684.0|6684.0
19a_a38|0|0|3.3685352889999995|0.0|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|2|0.043848238|-0.002526241|-0.122385526|10.96083376|1|-0.000673716|0.116434494|-0.101303149|-0.4342819429999999|0.819222745|0.031696119|0.8741648479999999|0.698414933|0.747152898|-0.08593151|0.298938581|-64.73159672|13.23456869|0.252847102|151.1278869|-0.038988111|7.910363161|0.744796537|77.20795279999999|-23.30337482|0.465829126|2774.129458|446.57675660000007|2304.055966|-13.92853534|0.255203463|6.923156054|12.96056449|0.872060139|-696.4267669|31.28824271|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|4.83|2.56|17.0|2.55|81.23|1.0|125.69|0.0|1.0|5.0|-4.14|4.0|-6.77|1.0|-4.17|7.209999999999999e-05|29.0|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.6504|-1332.186327|628.65|316.19|-1331.94466|0.0721|-0.20379|0.03338983|-1332.002093|6.0223|8.0106|8.0106
27b_a34|0|0|0.0|0.0|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|5.351858133|1|0.042739018|-0.001438963|-0.029622037|10.95430634|1|0.001228116|-0.175834895|-0.194619338|-0.463926296|0.7722228729999999|0.00102838|0.8299950709999999|0.770240631|0.783431788|-0.08757938|0.3307451819999999|-72.21552354|20.42417736|0.2165682119999999|142.58786569999998|-0.037292511|13.44721755|0.712312759|87.24055613|-24.553278|0.4072752529999999|2835.31543|515.8091561000001|2431.595232|-16.16580511|0.287687241|9.124440695|15.39406063|0.687123753|-808.2902556|34.46979951|-279.5721769|627.4287311|15.02503259|1.0|1.0|3.54|3.66|23.0|4.11|84.99|2.0|116.33|0.0|1.0|5.0|-5.23|5.0|-6.14|1.0|-4.96|5.92e-06|0.00243|0.00449|3.75|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.0935|-1350.055377|691.97|257.4|-1349.811401|0.0252|-0.20649|0.03640275|-1349.873325|15.2147|6.1871|6.1871
13_a47|1|1|2.920663104|0.0|1.417757826|0.0|-0.174238791|-0.0049262279999999|4.59511985|2|0.036632997|-0.00105415|0.003874205|10.9452934|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.316563793|0.794037882|0.030290722|0.8582665429999999|0.626280497|0.781675563|-0.081148294|0.244975411|-45.39284663|9.13564442|0.2183244369999999|112.453046|-0.032468557|4.705524762|0.688261242|57.38622954|-16.72368034|0.472007922|2190.316257|402.6200617|669.2729199|-8.613918003|0.311738758|7.038683428|13.33103985|0.8939678120000001|-327.3288841|24.29844849|-193.936606|359.12161539999994|11.99338291|1.0|1.0|2.9|1.75|21.0|4.63|66.49|0.0|91.59|0.0|1.0|3.0|-4.24|4.0|-6.0|1.0|-4.27|5.79e-05|0.0185|0.0173|3.17|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|4.0302|-1067.820961|542.62|307.63|-1067.665127|0.3382|-0.22065|0.03639189|-1067.71601|4.8308|7.8|7.8
12ba_a36|0|0|3.389685532|0.0|1.297043659|0.0|-0.090865777|-0.0075620109999999|5.351858133|2|0.040566449|-0.002123045|0.003750685|10.9478512|1|-0.000621302|0.159880159|-0.091676619|-0.410941182|0.8256014690000001|0.041478447|0.890675195|0.796093405|0.849738126|-0.083210415|0.330220757|-73.03464847|16.57882744|0.150261874|101.229662|-0.037526591|11.16896162|0.7068957840000001|89.06670390000001|-25.28122447|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|14.59456478|0.969665341|-885.6465508|35.76372225|-278.7665262|688.1986357999999|16.03205543|1.0|0.0|4.8|0.0|17.0|1.63|116.78|1.0|133.18|0.0|1.0|5.0|-4.77|6.0|-7.04|0.0|-4.25|1.6800000000000002e-05|0.0072599999999999|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|3.0114|-1417.454721|687.23|236.13|-1417.187763|0.0009|-0.21033|0.02839417|-1417.249741|4.5448|7.6778|7.6778
3a_a12|0|0|0.0|0.0|1.28383802|0.0|0.13714555|-0.007671441|0.0|2|0.032544803|-0.0025830939999999|-0.062973953|10.95455336|0|-0.001011111|-0.205054123|-0.072889493|-0.5274624179999999|0.7038021990000001|-0.021522321|0.759068438|0.8847197109999999|0.871985494|-0.07121814|0.241900756|-44.430225|4.615711776|0.128014506|62.63745781|-0.034924502|2.258466332|0.781050096|52.21461165|-17.08854808|0.462077145|2045.857684|426.6622302|1050.730179|-8.361421244|0.2189499039999999|5.924949067000001|11.01449587|0.859002624|-326.0954285|21.87893986|-275.0354486|381.0058252|7.784386645|1.0|1.0|3.84|2.74|18.0|2.49|37.28|0.0|97.52|0.0|1.0|3.0|-3.6|3.0|-5.88|1.0|-4.06|0.00025|0.0745|0.0263|3.15|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.7304|-951.3711872|528.84|292.86|-951.217594|128.0|-0.22157|0.023184956|-951.264072|1.9332|6.7122|6.7122
47l_a18|0|0|0.0|0.0|1.251176792|0.0|0.0340353029999999|-0.006400878|4.844187086|0|0.035308642|-0.00046896|-0.010426981|10.94702063|0|0.000787517|-0.008768679|-0.103458566|-0.4925232479999999|0.7435044540000001|0.00676294|0.781148177|0.733228144|0.803473313|-0.08034939|0.2820044969999999|-59.6654726|6.543729374|0.196526687|139.7861865|-0.031456589|4.654446622|0.796109347|68.83398609|-22.37455223|0.4897655489999999|2852.093627|571.4972966|1427.032023|-15.91464944|0.203890653|9.423637134|18.46922943|0.959883341|-1018.537564|28.10487315|-421.235376|931.8364349|9.168513486|1.0|1.0|4.17|0.0|18.0|3.19|85.29|3.0|139.63|0.0|1.0|9.0|-5.26|3.0|-6.39|0.0|-4.84|5.44e-06|0.00247|0.0066099999999999|3.78|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|3.2026|-1455.5758039999998|764.74|387.13|-1455.165122|0.5019|-0.18344|0.02606651|-1455.233431|3.3864|7.4949|7.4949
3c_a32|1|1|3.452148526|0.0|0.6094207970000001|0.0|0.025890116|-0.006923974|5.733341277|0|0.043817204|-0.00017094|-0.113334836|10.31100278|3|0.00124359|-0.097512832|-0.0779821129999999|-0.5427297289999999|0.839409251|-0.003205869|0.901864778|0.774363061|0.888766719|-0.0679200029999999|0.216289509|-48.52416391|7.772301225|0.1112332809999999|57.18235134|-0.0288417079999999|3.995552912|0.693952122|57.94025396|-14.82682786|0.423167668|2152.627425|456.8935699|1393.156794|-7.622115192000001|0.306047878|5.605165488|9.717148607|0.733606015|-274.3961469|21.36577928|-199.4122311|370.5811396|9.416090047|1.0|1.0|3.22|2.95|19.0|4.68|110.94|1.0|93.05|0.0|1.0|3.0|-6.18|3.0|-5.35|1.0|-4.91|6.65e-07|0.000217|0.00399|4.14|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.5169|-1633.443791|544.22|352.54|-1633.297494|0.5017|-0.1970599999999999|0.02415856|-1633.348356|5.0659|8.0458|8.0458
12o_a30|0|0|0.0|0.0|0.604984133|0.0|0.036331447|-0.0068750669999999|5.351858133|2|0.040899471|0.00372838|0.019094532|10.31162888|1|0.003603419|-0.157974241|-0.051371057|-0.465857798|0.815003426|-0.054392357|0.870930234|0.7463962120000001|0.844344883|-0.076908942|0.402022325|-62.74209511|9.948252054|0.1556551169999999|100.1600333|-0.037808155|6.401442327000001|0.8131344979999999|71.87393121|-24.32856749|0.46964626|2860.371518|543.3140456|2476.50603|-15.65480256|0.186865502|7.400912529|13.95467208|0.885533983|-767.0853252|29.91948755|-402.9878652|652.8825454|9.131836103|1.0|0.0|4.63|0.0|17.0|3.27|81.65|2.0|132.29|0.0|1.0|5.0|-5.93|4.0|-5.75|1.0|-5.44|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|3.4817|-2035.37262|687.92|238.73|-2035.139147|149.0|-0.19873|0.03392126|-2035.199757|6.8632|7.8097|7.8097
12m_a36|0|0|3.40403699|0.0|1.297043522|0.0|0.013543656|-0.011502861|5.351858133|2|0.03912037|-0.006653538|-0.025127218|10.95440733|1|-0.004569485|0.245908938|-0.052743904|-0.52644768|0.825587924|-0.075712087|0.8792981679999999|0.849217847|0.711961428|-0.10031651|0.4493096629999999|-81.19927925|15.24099981|0.288038572|193.174369|-0.04260035|10.22144534|0.7471181240000001|96.11918789|-28.57011677|0.465323422|2925.315028|477.48014630000006|2637.948424|-19.16067782|0.252881876|7.312794835|13.67704354|0.8702895190000001|-1034.676602|38.24042793|-331.4617713|689.2886595|14.91990864|0.0|0.0|4.83|0.0|17.0|0.98|112.29|1.0|131.85|0.0|1.0|6.0|-4.1|5.0|-7.39|0.0|-3.8|7.96e-05|0.0338|0.0676|2.11|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.8658|-1401.654499|692.4|320.72|-1401.385923|0.4718|-0.20993|0.03861003|-1401.446557|9.1003|7.5229|7.5229
