molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12ae_a36|0|0|3.412870974|0.0|0.299253957|0.0|0.069118289|-0.009867085|5.351858133|2|0.041555556|-0.006862238|-0.083959343|10.31810353|1|-0.001160331|0.151620635|-0.15024383|-0.513686975|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|0.7162413209999999|-0.085851235|0.439268891|-78.71102033|17.78605328|0.2837586789999999|211.4077529|-0.036430555|13.25108213|0.6849975640000001|97.76153993|-27.14173115|0.465246185|3486.122819|533.6188092|2634.745208|-20.22131065|0.315002436|8.676756505|16.22570287|0.870019385|-1172.836017|39.62310606|-275.6561988|805.2286932|19.05051961|0.0|0.0|5.03|0.0|17.0|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|-8.03|0.0|-3.72|0.0001409999999999|0.0668|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.203168|754.15|236.84|-1875.897072|0.3366|-0.21149|0.0508577|-1875.963244|8.9297|7.8239|7.8239
12a_a36|0|0|3.4715209280000003|0.0|1.297044783|0.0|-0.0632801509999999|-0.007471648|5.351858133|2|0.040166667|0.002039107|-0.070252245|10.96083376|1|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|0.7934042040000001|-0.012112722|0.846614758|0.855821486|0.820684627|-0.076154312|0.436020272|-64.36949846|12.03249549|0.179315373|110.1075804|-0.037738352|7.388485123|0.755315434|76.09903547|-23.17301945|0.470444928|2647.835699|503.9367075|2258.5909920000004|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|-711.4630111|30.67992313|-313.5499672|598.1535763999999|11.72953701|1.0|0.0|4.75|0.0|17.0|1.88|69.2|1.0|123.75|0.0|1.0|5.0|-3.79|4.0|-6.72|0.0|-4.0|0.000164|0.0625|0.0384|2.68|0.0|2.56e-07|9.78e-05|-0.04946|3.8343|3.6682|-1232.951968|653.94|323.35|-1232.707754|0.0012|-0.20139|0.03544528|-1232.764108|8.5603|7.8861|7.8861
13j_a6|0|0|3.409065702|0.0|1.430640326|0.0|0.0353600779999999|-0.015004989|5.351858133|1|0.041728395|-0.011017781|-0.0951246069999999|10.95129557|1|-0.007703306|0.121750719|-0.045418125|-0.562698347|0.783333463|-0.063948098|0.8353837409999999|0.830577798|0.6229641429999999|-0.120219472|0.205764388|-86.54032868|20.78979124|0.377035857|251.937353|-0.046428683|13.89184843|0.7841668409999999|99.85109065|-31.02389141|0.433600896|2907.3053210000003|416.2679342|2634.320708|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|-1098.707398|39.56287079|-379.7635712|673.8038326000001|13.31076198|1.0|1.0|3.56|2.26|23.0|3.54|115.15|1.0|120.17|0.0|1.0|6.0|-5.03|5.0|-6.81|1.0|-4.48|9.32e-06|0.00398|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|3.5599|-1426.5532050000002|712.52|339.64|-1426.272674|0.0259|-0.19491|0.03242949|-1426.335207|10.9731|6.5817|6.5817
37_a18|0|0|0.0|0.0|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|1|0.036746032|0.002300582|-0.034593342|10.94702064|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0.725028151|0.020848396|0.761336899|0.699483099|0.831783747|-0.068500679|0.385121249|-54.7389628|6.653112344|0.168216253|123.0060763|-0.0286221589999999|4.865006968|0.7648766029999999|65.15554136|-20.92960342|0.488368082|3055.795406|608.2316837999999|1571.7484060000002|-15.30451633|0.2351233969999999|9.460456975|18.49074823|0.954530133|-1040.70711|27.36337253|-387.3755475|1056.535856|10.41657856|0.0|1.0|4.31|0.0|18.0|3.3|76.5|2.0|151.14|0.0|1.0|7.0|-5.68|3.0|-6.14|0.0|-5.47|2.08e-06|0.000999|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|3.2127|-1532.997117|794.5|385.91|-1532.553949|499.0|-0.18119|0.02274574|-1532.622404|3.0375|7.4559|7.4559
8_a4|0|0|0.0|0.0|1.304250488|2.126514848|-0.208165266|-0.001277205|5.4161004020000005|2|0.038726287|0.010647563|-0.011835327|10.9295757|1|0.009595591|-0.1193184819999999|-0.048133994|-0.150276481|0.813333185|-0.07377839|0.879500982|0.576540652|0.925132446|-0.05397993|0.546157592|-33.90618946|5.362918401|0.074867554|38.69916707|-0.024598141|2.772101712|0.7261541020000001|41.57817329|-12.71482105|0.428884426|2297.5526170000003|478.2025467|1737.932042|-6.572312789|0.273845898|5.695730546|9.972991122|0.750959081|-262.8925116|17.50981094|-233.7988862|434.9654405|7.671983829|1.0|1.0|2.99|3.19|21.0|4.76|43.6|1.0|100.13|0.0|1.0|2.0|-4.35|3.0|-5.76|1.0|-4.84|4.49e-05|0.0156|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.9863|-1450.239105|561.6|231.56|-1450.071352|0.0642|-0.22685|0.0252645|-1450.121028|5.7488|7.2676|7.2676
1_a1 (SKF-104365)|0|0|0.0|0.0|0.626769342|2.196347317|0.011230812|-0.006055958|5.4161004020000005|1|0.0409444439999999|0.000663414|-0.10236005|10.33812228|1|0.002250781|-0.221214316|-0.123703409|-0.505981356|0.7926983559999999|-0.015406451|0.857919181|0.551667506|0.8131557509999999|-0.067997692|0.2405471019999999|-37.55389489|6.18316314|0.186844249|86.42113499|-0.029524467|2.859900586|0.709744919|46.32985169|-13.65596178|0.416807085|1997.193006|376.1092109|1551.362941|-6.316296726|0.290255081|5.2735884010000005|9.042613965|0.71469847|-208.4377919|19.24066156|-194.0267797|297.2783688|8.775956802|1.0|1.0|2.97|2.68|17.0|4.28|56.01|0.0|81.72|0.0|1.0|2.0|-3.8|3.0|-6.01|1.0|-4.02|0.000159|0.0472|0.0287|2.96|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.8901|-1279.084677|491.18|318.72|-1278.971649|0.2178|-0.19624|0.02377006|-1279.017667|6.9338|5.7959|5.7959
17f_a50|1|1|0.0|0.0|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|1|0.03135101|0.012475826|-0.028989535|10.94501702|2|0.0129274519999999|-0.275290802|-0.247590736|-0.204651539|0.7851209440000001|-0.132153434|0.8314734309999999|0.7241275009999999|0.911458734|-0.047333916|0.333180181|-46.03121141|10.09339793|0.088541266|54.44410182|-0.026836447|6.206439227000001|0.721122105|55.9791334|-16.50175503|0.472769049|2582.272632|560.4567739|1929.981543|-10.14694362|0.278877895|7.200480876|13.65716648|0.896702|-537.7880119|22.88344084|-271.9363523|652.6793116|9.947921993|1.0|1.0|3.81|2.97|20.0|3.83|51.77|1.0|116.81|0.0|1.0|6.0|-3.58|4.0|-6.64|1.0|-4.12|0.000266|102.0|0.0291|2.83|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|4.0664|-1219.2481369999998|653.63|304.9|-1218.966516|0.1708|-0.20148|0.0276719|-1219.02507|8.312999999999999|6.4001|6.4001
7_a47|0|0|0.0|0.0|1.304326965|0.0|0.00763426|-0.008206422|0.0|2|0.04030303|-0.0091074509999999|-0.085507035|10.93671034|0|-0.00794321|-0.262805289|-0.021071408|-0.46105149|0.817389583|-0.04402021|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|0.427432212|-54.113260200000006|5.027768049|0.152677268|86.09912617|-0.036250645|2.8353037860000003|0.816979353|61.47335819|-20.44278719|0.405265781|2491.885862|477.8297898|1968.695833|-11.52827882|0.1830206469999999|6.485224033|10.90440708|0.681423344|-518.7725468|25.02240371|-357.5076454|526.6144628999999|7.36009799|1.0|1.0|2.96|3.14|22.0|6.52|58.04|2.0|111.28|0.0|1.0|4.0|-6.47|4.0|-4.8|1.0|-6.06|3.41e-07|0.000134|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|3.7203|-1647.996662|604.84|333.26|-1647.7863539999998|0.2144|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6|7.6
10_a3|0|0|0.0|0.0|0.605017375|0.0|0.190318474|-0.010609861|4.727387819|3|0.034166667|-0.008037672|0.018484177|10.31162304|1|-0.005959152|0.033279122|-0.0495219879999999|-0.616256033|0.743072638|-0.140523767|0.8136572320000001|0.834020779|0.747406318|-0.1007256719999999|0.518341632|-45.8148076|6.768239856|0.252593682|116.9745968|-0.0359752729999999|3.134330682|0.7066293240000001|56.68388955|-16.65993003|0.41220272|2098.79955|346.1193167|1361.86525|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|-254.5987025|23.57661855|-191.3775649|311.6695405|10.86908195|0.0|1.0|3.02|1.78|21.0|3.41|105.82|0.0|88.28|0.0|1.0|2.0|-4.3|4.0|-6.44|1.0|-3.84|5.07e-05|0.0155|0.0443|2.43|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|3.4217|-1288.190838|498.67|230.67|-1288.050987|0.0463|-0.21249|0.04080931|-1288.097561|9.3381|5.1|5.1
16e_a32|1|1|3.343660084|0.0|0.609420752|0.0|0.180914799|-0.0154404319999999|5.733341277|0|0.040982906|-0.0048042729999999|-0.070351839|10.31100268|3|-0.002310082|-0.079817994|-0.123297852|-0.698621582|0.86370575|0.096017785|0.91471624|0.7619492790000001|0.7903051590000001|-0.087117996|0.504569498|-75.36830928|15.50894749|0.209694841|134.6906051|-0.037448344|9.961663868|0.702226562|90.34923861|-24.05371573|0.458956284|2710.157931|507.6266039|3376.1299740000004|-15.45011555|0.297773438|6.573687662|12.15001203|0.848279482|-726.1554308999999|34.2534974|-259.78720209999994|573.3529948|14.98092934|1.0|1.0|3.64|3.36|19.0|4.6|149.27|3.0|111.95|1.0|1.0|8.0|-6.59|5.0|-6.15|1.0|-4.75|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|3.6214|-1955.993572|677.82|342.37|-1955.766505|0.2858|-0.2005|0.02792775|-1955.827194|3.9389|8.1367|8.1367
5d_a40|0|0|0.0|0.0|0.6049133329999999|1.601200869|-0.071479892|-0.005662681|6.167516491000001|0|0.044526749|0.007200253|0.2078052269999999|10.31198333|2|0.006642869|-0.259985037|-0.0038660009999999|-0.399968083|0.8092726020000001|0.145024458|0.877722972|0.483934049|0.754010052|-0.086193996|0.049855551|-43.26473143|10.10860823|0.245989948|112.88660690000002|-0.0377110779999999|4.638915105|0.8111805740000001|49.97858532|-17.30589257|0.479931934|1974.583878|346.0207917|511.3769101|-7.94180214|0.188819426|6.288958592999999|12.09256826|0.922825231|-238.2540642|21.3342049|-285.606135|243.4287716|6.713853887999999|1.0|0.0|3.02|2.56|14.0|3.64|75.5|0.0|74.11|0.0|2.0|3.0|-4.23|4.0|-5.94|1.0|-3.82|5.9e-05|17.0|0.0436|2.98|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|3.7374|-1276.833831|473.48|331.74|-1276.751174|0.4493|-0.2164699999999999|0.01667985|-1276.797751|9.2439|7.7212|7.7212
47a_a18|0|0|0.0|0.0|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|0|0.033641026|-0.005483379|-0.025401815|10.35082811|0|-0.000633273|0.066507683|-0.232940071|-0.369841706|0.766261502|-0.008965701|0.7991211029999999|0.792293789|0.778790861|-0.082855697|0.371382587|-81.42570819|11.58086543|0.2212091389999999|181.3725215|-0.036234741|9.49531639|0.7936193709999999|93.5899242|-29.70938001|0.483193636|3612.105567|638.5417107999999|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|0.934960691|-1802.576619|37.435301|-481.4854016|1225.939287|12.16421601|1.0|1.0|4.97|0.0|18.0|3.35|123.06|3.0|158.24|1.0|1.0|12.0|-6.74|5.0|-6.49|0.0|-5.58|1.8100000000000002e-07|9.9e-05|0.00143|4.44|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|3.1947|-2098.807018|874.47|388.09|2098.280307|0.6094|-0.18291|0.0339441|-2098.359766|3.0133|9.0|9.0
14n_a23|1|1|0.0|0.0|1.197963531|3.3716621960000004|0.009802461|-0.0068536419999999|5.351858133|2|0.045165485|0.010561248|-0.049694913|10.3132176|2|0.010508236|0.144230149|-0.110069159|-0.404569286|0.802854174|0.219354173|0.861597051|0.71381683|0.89327435|-0.058928845|0.209387766|-55.70499288|18.26553926|0.10672565|72.12361433|-0.032325501|12.34358104|0.6868205409999999|72.09248208|-21.84509525|0.469606631|3014.591033|603.6615822000001|2195.877777|-14.76259199|0.313179459|8.662092555|16.33144958|0.885393105|-752.8921912999999|31.80611809|-252.5011125|683.7405759|16.3874892|0.0|1.0|3.53|3.66|26.0|4.03|114.25|2.0|126.78|0.0|1.0|6.0|-5.63|5.0|-6.47|0.0|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.06951|3.4217|3.4217|-1744.450916|710.48|362.35|-1744.1828670000002|0.4229|-0.2077099999999999|0.02300614|-1744.244532|7.2975|9.2441|9.2441
4R4l_a46|0|0|0.0|0.171853072|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|1|0.049498645|0.0066560469999999|-0.060895366|10.94631401|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0.896653672|-0.090505744|0.208818132|-45.96797819|3.844966512|0.103346328|56.0891211|-0.02989332|2.086777505|0.8782984840000001|49.44228224|-16.223992300000003|0.4568839389999999|2165.83681|486.6405745|1766.0974600000002|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|-449.0673625|18.4720714|-410.6276419|579.2365607|3.474304058|1.0|1.0|3.92|3.24|17.0|5.02|50.94|1.0|105.77|0.0|1.0|3.0|-5.28|3.0|-5.23|1.0|-5.11|5.25e-06|0.00182|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.6497|4.1152|-1092.75416|584.44|266.65|-1092.4898449999998|0.0851|-0.19602|0.02589231|-1092.544322|2.3035|6.8633|6.8633
14g_a23|1|1|0.0|-4.794439428|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|2|0.0422736629999999|-0.002390707|-0.031968899|10.3132174|2|-0.0004039459999999|0.179219801|-0.0962526|-0.648987099|0.796412133|0.010202051|0.854683662|0.575188253|0.907334473|-0.072819606|0.297855753|-68.52397802|13.05300369|0.092665527|65.94601775|-0.041536002|9.289253982|0.780315815|83.15907597|-29.55936307|0.461846955|3400.464046|645.7104105000001|2531.8503170000004|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|-1072.841648|37.88128151|-398.9771038|676.4530574|14.63509796|0.0|1.0|3.61|3.79|26.0|6.18|114.25|2.0|126.97|0.0|1.0|7.0|-6.89|8.0|-5.94|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|3.7042|-2042.1835260000005|730.13|334.71|-2041.934312|0.3478|-0.23201|0.0221162|-2042.000034|10245.0|8.0|8.0
3n_a32|1|1|3.616639267|0.0|0.609420754|0.0|-0.0376583329999999|-0.00615216|5.733341277|1|0.035643275|0.000609539|-0.1006122119999999|10.3110027|3|0.002379137|-0.100681119|-0.086764744|-0.435658951|0.816774665|-0.018016496|0.868826775|0.762657782|0.840041782|-0.074507943|0.287402381|-53.32184118|10.86481886|0.159958218|91.96452611|-0.027401986|6.246493173999999|0.648933114|65.41881458|-15.75418035|0.456693072|2526.071154|482.963897|2426.73803|-9.057526067|0.351066886|6.369579712999999|11.72372261|0.840580248|-398.5311469|24.27704797|-171.25176130000003|522.1674161999999|12.0969734|1.0|1.0|3.51|3.29|19.0|5.01|120.17|2.0|106.44|0.0|1.0|3.0|-5.96|4.0|-5.98|1.0|-4.91|1.11e-06|0.000424|0.0047|3.74|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|3.5459|-1825.378576|614.67|349.65|-1825.163542|0.2839|-0.20256|0.02901944|-1825.218291|6.2667|7.6778|7.6778
5_a15|0|0|0.0|0.0|1.419941043|0.0|-0.222657379|-0.008878343|0.0|2|0.035982906|0.000420839|-0.0156037999999999|10.95880662|0|0.003194793|0.1093187759999999|-0.187421793|-0.340979744|0.704479781|0.092692253|0.74438723|0.7950674740000001|0.8740541479999999|-0.06128567|0.743577162|-73.61131563|24.25353664|0.125945852|93.65193084|-0.0273088679999999|18.03465935|0.5089899720000001|100.6631306|-20.30656983|0.486150431|2940.77098|649.9369163|2179.757502|-15.09973885|0.491010028|7.795174584|15.1701491|0.946094849|-875.7848531999999|39.89581513|-13.36968593|779.0599798999999|27.05181494|1.0|1.0|3.79|3.68|24.0|6.01|74.73|3.0|127.97|0.0|1.0|8.0|-6.16|6.0|-5.55|1.0|-5.66|6.86e-07|0.000304|0.000967|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|3.6257|-1470.816175|737.16|286.35|-1470.487858|0.0199|-0.18553|0.03640044|-1470.55517|6.35|7.8861|7.8861
11f_a5|0|0|2.967866825|0.0|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|3|0.021060606|0.00722997|-0.178881726|10.94877949|1|0.008309782|-0.1323098|-0.128153787|-0.230681941|0.756843253|-0.008110526|0.800575032|0.750555185|0.847356138|-0.068361657|0.368815548|-51.92819555|15.41338844|0.152643862|106.23633909999998|-0.022252743|10.72733576|0.5109475960000001|73.05195434|-15.48735657|0.463183664|2853.401015|589.7388387999999|1125.122028|-10.77881574|0.489052404|9.683662007|18.03905985|0.8628345190000001|-614.3924972|30.31104695|-15.23851001|753.9168511|21.12375879|0.0|1.0|3.35|2.87|23.0|3.53|76.16|1.0|126.79|0.0|1.0|7.0|-3.95|6.0|-6.99|0.0|-4.26|0.000112|0.0477|0.0234|2.7|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|4.1356|-1391.7602960000002|729.96|278.47|-1391.444853|0.1834|-0.20772|0.03804804|-1391.50739|2.9697|7.9208|7.9208
12k_a36|0|0|3.483171769|0.0|1.297043952|0.0|-0.076124222|-0.0071232019999999|5.351858133|2|0.039061728|0.002782748|0.003690005|10.94908765|1|0.003724542|0.163804836|-0.095253274|-0.4373676689999999|0.811903388|-0.09344781|0.8647233590000001|0.856135378|0.8427704640000001|-0.075717305|0.367754573|-67.14870046|11.90012613|0.157229536|103.5614526|-0.037758075|7.838185977999999|0.7806817009999999|78.24529096|-24.86988906|0.478908312|2792.202559|555.1026569|2294.707886|-16.38090333|0.219318299|7.241602627000001|13.89698356|0.919048073|-884.5687799000001|31.85663123|-369.7499256|698.847203|11.0965905|1.0|0.0|4.89|0.0|17.0|2.42|69.2|1.0|133.84|0.0|1.0|6.0|-4.58|4.0|-6.34|0.0|-4.55|2.6e-05|0.0106|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.0497|5053.0|3.6631|-1310.3453949999998|697.92|245.37|-1310.072976|0.0908|-0.20023|0.03274587|-1310.134752|7.3988|7.8539|7.8539
17_a20|0|0|3.445659565|0.0|1.4012598180000002|0.0|-0.064380628|-0.005457467|4.727387819|3|0.0388043479999999|-0.000495713|0.038629586|10.94884838|1|0.000922796|0.1134578219999999|-0.116922879|-0.456415963|0.7494736590000001|-0.131511077|0.812578598|0.71987165|0.912053544|-0.063665681|0.3874475579999999|-53.38406095|9.857999796|0.0879464559999999|57.67438055|-0.0315649079999999|6.4647747870000005|0.75430388|64.39681425|-20.699942|0.455285305|2761.976599|598.1153253|2210.790304|-13.57480888|0.24569612|8.198616089|15.05121151|0.83582343|-665.1656349|27.44244402|-333.5397332|637.7803874|11.012753300000002|0.0|1.0|3.5|2.83|27.0|4.85|91.14|2.0|119.48|0.0|0.0|4.0|-5.36|5.0|-6.09|1.0|-5.08|4.4e-06|0.0017699999999999|0.00336|3.75|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.949041|673.68|365.45|-1291.692325|0.2977|-0.21089|0.03030655|-1291.752049|5.3075|5.6478|5.6478
36_a18|0|0|0.0|0.0|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|1|0.036625514|-0.000451777|-0.0077246719999999|10.94702093|0|0.000825855|-0.079553246|-0.079721028|-0.493920601|0.741135729|-0.010091893|0.780206307|0.721836103|0.804293867|-0.07777765|0.3847791889999999|-56.82615305|6.722004572|0.195706133|139.3536816|-0.031922305|4.786442152|0.812056067|65.59412783|-22.73046122|0.4751830729999999|2979.013751|572.70209|1547.485543|-16.1853561|0.187943933|9.560644525|18.21710397|0.905426346|-1052.048147|27.99124609|-444.4026478999999|975.4099618|8.767974776|1.0|1.0|4.19|0.0|18.0|2.96|85.29|2.0|146.24|0.0|1.0|7.0|-5.68|3.0|-6.18|1.0|-5.28|2.09e-06|0.000975|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|3.1908|-1493.686737|769.73|388.57|-1493.266344|0.4674|-0.18124|0.02564498|-1493.333297|2.7547|7.4949|7.4949
13g_a6|0|0|3.457632039|0.0|1.424099171|0.0|-0.0961994219999999|-0.006574579|4.727387819|2|0.043020833|-0.002407131|0.073394284|10.95053423|1|-0.000644109|0.061423911|-0.12414699|-0.46487852|0.774238891|0.095969451|0.832753533|0.789769968|0.871972049|-0.074216821|0.2141642839999999|-64.02222283|12.28038897|0.128027951|89.14285747|-0.0323525729999999|8.550546653|0.7357333540000001|76.50577593|-22.52633766|0.444443571|2929.039254|607.1336751|3916.754765|-15.68456028|0.264266646|7.968172425|14.34268783|0.7999971709999999|-846.9662551000001|30.61752948|-328.2712049|744.1359788|12.48355309|1.0|1.0|3.61|2.34|27.0|4.79|103.17|2.0|128.63|0.0|0.0|6.0|-5.56|5.0|-6.31|1.0|-5.06|2.77e-06|0.0012|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.2472|-1386.611265|739.55|207.09|-1386.3020800000002|0.0105|-0.20806|0.03802398|-1386.364067|13.3225|6.9245|6.9245
13_a15|0|0|0.0|0.0|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|3|0.029206349|0.001806571|-0.031047852|10.95980212|0|0.003766915|-0.010882979|-0.173728081|-0.357554652|0.729838386|0.008210506|0.7784213259999999|0.796300317|0.8854875790000001|-0.068526782|0.708462114|-61.86632281|10.21906987|0.114512421|72.25096855|-0.033811561|6.447664726|0.755283433|72.41636305|-21.33321476|0.482317225|3028.485145|558.6934137000001|3581.589629|-13.46007201|0.244716567|5.21465994|10.07307988|0.931684902|-780.6841766|28.24531009|-322.1392954|830.7967967000001|10.55004024|1.0|0.0|4.13|4.19|24.0|6.69|59.51|2.0|138.24|0.0|1.0|6.0|-6.32|4.0|-5.26|0.0|-6.1|4.77e-07|0.000214|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|2.5721|-1450.756042|674.36|314.52|-1450.399387|0.0003|-0.15229|0.02844037|-1450.462642|6.0429|8.2218|8.2218
3_a20 (SB-525334)|0|0|3.502142227|-0.08980269|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|2|0.0526353279999999|0.001924142|-0.175513234|10.95053359|1|0.0033523629999999|0.002992397|-0.169090412|-0.500412918|0.7186587|0.087932573|0.76423988|0.7835436240000001|0.8756647679999999|-0.061128029|0.246005838|-51.80299691|6.965173618|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.784910502|58.45718743|-16.53287135|0.457398769|2243.481559|494.6267525|1782.992456|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|-438.9205046|21.06338405|-321.8682802|520.6749407|6.654190521|1.0|1.0|3.37|2.82|21.0|4.69|67.35|1.0|104.59|0.0|1.0|3.0|-4.85|4.0|-5.74|1.0|-4.73|1.42e-05|0.00489|0.00647|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.585811|605.71|248.86|-1086.329436|0.1171|-0.20131|0.02096048|-1086.383308|4.8164|6.7905|6.7905
IN1233_a59|0|0|3.463603867|0.0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|2|0.0396875|-0.005614194|-0.011236836|10.93301779|1|-0.004071701|0.268927191|0.001996439|-0.597167441|0.74801464|-0.107446431|0.80310139|0.778639593|0.7613246490000001|-0.092761756|0.356444983|-63.36348363|7.208329477|0.238675351|158.8351574|-0.035929742|4.79704394|0.810795898|72.32484741|-23.91074854|0.483639625|2809.840422|506.6510632|1822.396842|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|0.936631949|-843.3505049|29.49046561|-413.6607749|712.1606951|8.961363774|1.0|1.0|3.48|2.76|27.0|4.69|97.55|2.0|125.07|0.0|0.0|5.0|-5.59|4.0|-6.13|1.0|-5.16|2.54e-06|0.00107|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|3.5355|-1352.351584|703.47|237.54|-1352.073755|0.2011|-0.20289|0.02473496|-1352.135303|7.6059|7.4685|7.4685
18_a47|1|1|2.969619451|0.0|1.414391819|0.0|-0.141396999|-0.004337918|4.59511985|3|0.037919622|0.0008454789999999|0.018164141|10.93838451|1|0.0015586929999999|-0.056674151|-0.02470455|-0.322800033|0.792196273|-0.059779939|0.851462739|0.630969651|0.777824025|-0.078937385|0.454324931|-52.88049505|9.234746417|0.222175975|139.1786571|-0.0303894239999999|5.784962137000001|0.7327484470000001|63.72933669|-19.03697822|0.432077184|2800.3745940000003|487.2556678|2184.962887|-11.9254166|0.267251553|7.018342267|12.35791568|0.7608026529999999|-596.2708299|25.98023687|-291.6032324|628.5247532999999|10.84884165|1.0|1.0|3.47|2.5|27.0|6.0|79.38|2.0|119.78|0.0|0.0|4.0|-5.5|5.0|-5.87|1.0|-5.37|3.13e-06|0.00129|0.00176|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|4.2222|-1354.221126|652.12|290.58|-1353.979194|0.0516|-0.22313|0.04031146|-1354.037606|5.3433|8.6|8.6
