molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50
4r_a46|0|0|0.0|-0.03033057|7.832410927000001|1|1.13129629|2.051582577|-0.074041799|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|1|-0.237647432|-0.055572881|-0.246070691|2|0.7794598220000001|-0.077483502|-0.070397185|0.8549242340000001|-0.079297367|0.261414008|0.011446215|-42.06465252|-43.14814202|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|0.0|0.7146312779999999|-1.220098292|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|0.285368722|5.81085807|0.839885604|4775.760774|19.26963463|0.015225417|-227.7097083|905.6728276|8.076584289|0.0|0.0|1.0|0.35|17.0|-6.25|3.56|3.43|63.83|0.0|0.0|0.0|1.0|3.0|25.0|-6.83|334.41|0.0|1.0|0.0|0.00081|0.0|0.000188|-0.03073|4.5209|2.3|4.5209|-1069.447946|986.04|0.1404|274.25|467.85|-1069.231407|2.6630000000000003|0.02826942|5.8499
12e_a31|0|0|3.483599061|0.0|7.765993078999999|1|0.610134116|0.0|-0.044316064|0.0113193469999999|0.0|-0.70267073|-0.002475146|-0.107630327|10.3116965|2|2|0.01824365|-0.08867626|-0.543945776|0|0.7968154940000001|-0.039273975|-0.028502695|0.82100963|-0.0939597569999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|0.2784732339999999|202.5115275|-0.036652129|-58.15044546|595.9853231000001|0.725120432|-2.089171358|-49.6906263|95.1187282|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|0.274879568|10.24381236|0.904247004|6557.418968999999|36.75829484|0.020841203|-327.4245209|2095.222806|15.15615632|1.0|1.0|1.0|0.24|22.0|-9.31|6.69|5.4|117.37|3.0|0.0|0.0|1.0|9.0|33.0|-5.93|460.55|0.0|0.0|1.0|2.16e-07|0.0|2.27e-07|-0.03445|5.3264|6.33|3.8391|-1809.899887|1308.13|0.3831|232.77|640.03|-1809.581226|2.6024|0.04614662|6.7696
47j_a18|0|0|0.0|0.0|7.03438793|1|1.251176464|0.0|-0.068902246|-0.048528478|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0|0|-0.073551529|-0.218974385|-0.48833504|0|0.783538352|-0.002262399|0.005740124|0.77844379|-0.073041469|0.476575952|0.015967126|-56.816779|-73.69868165|0.19348155|150.5035248|-0.033837212|-57.32800549|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|3172.831382|627.366638|-1842.467041|0.235574938|9.597380968|0.928170101|7316.123159000001|34.43235841|0.016220875|-411.3767328|2410.265089|12.6177344|1.0|0.0|1.0|0.28|18.0|-8.79|2.43|2.82|97.76|3.0|2.0|1.0|1.0|11.0|37.0|-6.46|499.6|0.0|0.0|0.0|1.49e-06|1.0|8.159999999999999e-07|-0.04423|3.1054|8.09|3.1054|-1625.445572|1459.55|0.5439|399.25|776.31|-1624.9784550000002|4.1619|0.03246539|7.4559
1o_a5|0|0|2.923171926|0.0|6.605297921|0|1.427566509|0.0|0.033105871|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|1|1|-0.05876042|0.038275248|-0.231165601|2|0.670787375|-0.003561205|-0.016408975|0.85693939|-0.079346457|0.447318682|0.01325562|-42.63505279|-39.1638643|0.11569628|62.16682117|-0.028770932|-21.04383087|1.01402588|0.699913551|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|0.300086449|7.522366517000001|0.8888980340000001|4572.818263|22.08761368|0.020380352|-214.8381946|839.3293197999999|10.95092849|1.0|1.0|1.0|0.0|23.0|-8.11|4.48|4.07|78.25|0.0|0.0|0.0|1.0|3.0|25.0|-6.3|323.35|0.0|0.0|1.0|8.329999999999999e-05|0.0|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|938.37|0.3966|275.45|443.88|-1043.422345|4.7435|0.04126499|7.4559
17a_a10|0|0|0.0|0.0|7.535296702|2|1.3438501040000002|2.118111229|0.021150127|-0.082914437|1.863045777|-0.2946568739999999|0.009206558|-0.093735748|10.92970797|1|1|-0.132166258|-0.225935253|-0.275154041|2|0.7019075779999999|0.029106767|0.054069767|0.8044827790000001|-0.055423599|0.463842217|0.020088947|-39.18491085|-58.46202420000001|0.146175016|103.34686|-0.023625536|-41.33310046|87.61514901|0.564726042|-1.488408763|-27.70403316|76.48633670000001|-16.70343549|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|0.4352739579999999|8.621193279|0.967815851|7078.918870999999|29.57794442|0.0254938|-91.52361858|1863.410498|18.02431251|0.0|1.0|1.0|0.33|21.0|-7.32|3.31|2.5|76.38|1.0|0.0|0.0|1.0|6.0|35.0|-7.43|468.55|0.0|1.0|0.0|0.00021|0.0|2.22e-05|-0.04641|5.5285|3.95|3.9887|-1524.557372|1326.24|0.2142|224.26|603.73|-1524.187115|4.1012|0.03725238|7.3098
16_a47|1|1|2.890539668|0.0|6.605297921|0|1.417579067|0.0|-0.1246612469999999|-0.08282926|1.491023983|-0.23280014|-0.005688938|0.001426202|10.95023129|1|1|-0.236994128|-0.02006804|-0.3379683979999999|2|0.591929006|-0.113476605|0.081171071|0.87782381|-0.093207587|0.421094692|0.0186711289999999|-48.30620628|-48.19609034|0.308139547|159.6978638|-0.034261359|-24.97833451|0.0|0.697929921|-1.301931629|-25.03540372|60.36423869|-17.75645434|57.9827944|0.473257697|2315.178558|358.566882|-674.7452647999999|0.302070079|6.855429069|0.898461533|4952.972679|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|0.0|1.0|0.06|21.0|-8.17|4.47|5.19|66.49|0.0|0.0|0.0|1.0|3.0|25.0|-6.04|337.33|0.0|0.0|1.0|4.56e-05|0.0|2.3e-06|-0.05717|4.4393|2.95|4.0806|-1167.046301|894.43|0.3182|279.29|395.28|-1166.901251|2.3795|0.03384512|9.0
27_a47|1|1|0.0|0.0|6.842683282|1|1.216250059|2.041063341|0.006768957|-0.067535989|1.807806182|-0.207000956|0.001861676|0.0427469459999999|10.95005714|1|1|-0.137440913|-0.077485193|-0.280944221|2|0.6636125860000001|0.0436226579999999|0.023325573|0.8517043879999999|-0.0630454209999999|0.337815064|0.016506051|-40.35526807|-50.87821306|0.153530114|98.27436776|-0.028494622|-32.56705871|3.180329084|0.700732763|-1.510214943|-25.8313393|63.02085767|-18.2393594|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|0.299267237|7.083168776|0.906398657|6433.288104|26.02898047|0.018969968|-256.9774086|1379.535965|12.14264461|1.0|0.0|1.0|0.26|21.0|-8.82|4.18|5.07|67.66|2.0|0.0|0.0|1.0|5.0|31.0|-6.34|436.91|0.0|0.0|1.0|1.5399999999999998e-05|0.0|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|1165.54|0.4007|251.19|517.82|-1777.830739|4.0365|0.02633483|5.6
19e_a38|0|0|3.376977671|0.0|7.412764017000001|2|1.297043576|0.0|-0.10490608|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|1|1|0.045449529|-0.091460175|-0.436305701|1|0.723755855|0.04818471|-0.064035403|0.89459881|-0.083623427|0.552393659|0.02118651|-56.34606212|-68.82539051|0.223437407|150.553721|-0.03783113|-46.37503972|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|0.250809026|6.596408983|0.871249918|6531.762734|34.02454948|0.020114756|-335.8133169|1837.325672|13.55346651|1.0|1.0|1.0|0.12|17.0|-7.28|4.03|3.09|81.23|2.0|0.0|0.0|1.0|6.0|32.0|-6.39|427.48|0.0|0.0|1.0|1.15e-05|0.0|2.25e-05|-0.05139|5.2322|4.08|3.8587|-1409.582478|1183.12|0.3948|236.96|532.67|-1409.315831|5.8426|0.03483011|8.0083
12f_a31|0|0|3.4780522210000004|0.0|7.765993078999999|1|0.6101347579999999|0.0|-0.033056721|0.043286807|0.0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|2|0.068054139|-0.130400541|-0.551471017|0|0.805862937|-0.021938988|-0.029803241|0.8530975000000001|-0.097676974|0.262896936|0.027617942|-68.14417693|-82.48950216|0.299007775|208.6022728|-0.0337826789999999|-57.54866283|569.7325277000001|0.686882955|-1.891830012|-47.54067074|97.53070764|-23.56842919|87.41178754|0.482666192|2710.311963|489.0460499|-1319.832035|0.313117045|9.859605078|0.932987917|5845.744358|34.31214739|0.021559868|-260.7571603|1921.480254|15.04120547|1.0|1.0|1.0|0.41|16.0|-8.02|6.43|4.48|117.37|3.0|0.0|0.0|1.0|10.0|30.0|-6.19|426.53|0.0|0.0|1.0|1.05e-06|0.0|4.06e-06|-0.03317|3.8305|5.39|3.8305|-1696.785527|1258.6|0.2664|323.68|665.22|-1696.466804|1.8803|0.04363832|6.8861
19_a4|0|0|0.0|0.0|7.535296702|1|0.29641517|1.943606348|-0.3929802189999999|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|1|1|-0.086166959|-0.0255403279999999|-0.245630631|1|0.55269662|0.152550043|-0.190513834|0.834377354|-0.070677568|0.285282038|0.013022539|-38.9063534|-41.82665583|0.1792349369999999|98.66465411|-0.028945757|-23.02459887|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|-669.2264932|0.235119747|5.9448291|0.85352261|5232.561157|20.83197214|0.0143733|-291.6208078|874.9428297000001|7.912166787999999|1.0|1.0|1.0|0.16|17.0|-6.09|2.97|4.32|73.23|1.0|0.0|0.0|1.0|3.0|25.0|-6.58|351.42|0.0|1.0|1.0|0.000156|0.0|0.0002839999999999|-0.05294|4.1858|6.67|4.1858|-1446.939719|983.4|0.3806|296.2|500.34|-1446.760398|5.8295|0.02985188|4.71
12af_a36|0|0|3.448611715|0.0|7.412764017000001|2|1.29704271|0.0|-0.081537769|0.091263447|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|1|1|0.154914099|-0.126068378|-0.505160213|1|0.859938421|-0.062279009|0.002492952|0.8631180940000001|-0.082549457|0.154396546|0.021921402|-57.32748365|-73.23838519|0.244724481|169.9519197|-0.035153522|-50.86129548|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|524.5103537|-1391.529319|0.329759081|8.59579222|0.8141152220000001|6499.41155|36.42391023|0.0259433429999999|-236.4517911|2076.162883|18.01667275|0.0|0.0|0.0|0.17|17.0|-6.93|2.38|1.65|98.3|1.0|0.0|0.0|1.0|7.0|33.0|-7.66|438.48|0.0|0.0|0.0|0.000292|0.0|5.18e-05|-0.05882|5.2352|4.5|3.2299|-1440.982935|1246.55|427.0|236.83|589.48|-1440.675702|6.9003|0.02886569|7.8239
8c_a31|0|0|3.435435563|0.0|7.765993078999999|1|0.610137334|0.0|-0.104377029|-0.106461724|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|2|-0.178276512|-0.053983462|-0.513257014|0|0.922486359|0.006000201|-0.1759864119999999|0.896193695|-0.1170607269999999|0.280934088|0.029669107|-64.57121646|-70.64275621|0.3739272389999999|206.2599245|-0.039640027|-38.96685783|477.2277896000001|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|2251.08563|345.3445134|-918.3558307|0.27691747|6.820988495|0.90508624|4835.748065|30.23944586|0.021986076|-246.1066271|1270.056726|12.12761708|1.0|1.0|1.0|0.29|16.0|-6.13|4.89|3.13|114.29|0.0|0.0|0.0|1.0|5.0|24.0|-6.7|342.42|0.0|0.0|1.0|3.79e-05|0.0|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.166503|981.89|0.2597|322.11|475.72|-1425.968408|3.3453|0.03744829|6.0915
4p_a46|0|0|0.0|0.122217892|7.825245291|1|1.134636977|2.102855253|-0.038295755|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|1|1|-0.251219946|0.066453878|-0.369670745|0|0.7471162309999999|-0.078703563|-0.1623103719999999|0.7911509609999999|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|0.094033511|53.32991189|-0.029978645|-26.78464688|0.0|0.87420565|-1.498932241|-32.07534663|51.05047787|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|-850.1003902999998|0.12579435|5.828038618|0.734640605|5167.091582|19.44852199|0.006740305|-424.4519674|972.4260993|3.822678404|1.0|1.0|0.0|0.3|17.0|-7.05|4.85|5.25|61.84|2.0|0.0|0.0|1.0|2.0|27.0|-5.09|357.45|0.0|1.0|1.0|1.59e-06|0.0|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.65844|1058.54|0.2363|226.26|537.47|-1129.3914619999998|3.6961|0.03979459|6.4672
18d_a25|0|0|0.0|0.0|6.842683282|0|1.193723212|1.918453956|0.024310576|-0.031867489|2.029297802|-0.180590503|0.006452854|-0.070413428|10.31285314|1|1|-0.055336237|-0.035684977|-0.292727912|2|0.722349659|-0.03671629|0.029728702|0.838260077|-0.061527513|0.278576218|0.011158458|-46.31109519|-57.45144813|0.062186295|46.80695276|-0.0281209329999999|-43.24308488|0.389087507|0.75793699|-1.602893201|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|-1206.480411|0.24206301|9.479218984|0.911437354|6876.316137000001|27.92623037|0.014219928|-388.2927768|1591.795131|10.70318668|1.0|1.0|1.0|0.11|27.0|-10.23|6.33|5.98|111.51|2.0|1.0|0.0|0.0|7.0|35.0|-6.21|474.58|1.0|0.0|1.0|5.47e-07|0.0|2.81e-08|-0.07287|5.6512|4.56|3.6392|-1806.848384|1358.25|0.3986|219.39|664.72|-1806.514606|3.2353|0.03560672|6.6345
12k_a30|0|0|0.0|0.0|7.412764017000001|2|0.604984231|0.0|-0.029595542|-0.13882907|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|1|-0.240110949|-0.089279071|-0.4186541|1|0.838579475|0.001281277|-0.067714819|0.883029843|-0.079026221|0.340031035|0.024177669|-52.35426525|-65.04897323|0.184916442|122.5057244|-0.035199567|-43.09444587|0.0|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-1235.930491|0.291863802|8.416930701|0.893775698|6393.133321|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|14.9823028|1.0|1.0|1.0|0.17|17.0|-6.74|3.89|2.63|90.88|2.0|0.0|0.0|1.0|6.0|31.0|-6.19|428.51|0.0|0.0|0.0|3.59e-06|0.0|7.87e-05|-0.05055|5.1958|3.58|3.4715|-1690.302721|1200.31|0.2257|238.62|564.62|-1690.031103|4.9516|0.03357755|7.6144
12e_a36|0|0|3.490984269|0.0|7.412764017000001|2|1.29704412|0.0|-0.043085717|0.144415507|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|1|0.244642918|-0.104118159|-0.43688276|1|0.90414347|-0.010494913|-0.144846626|0.847602953|-0.07049439|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|0.161913613|102.9838531|-0.036203518|-40.85494129999999|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-1220.428718|0.238923581|6.767371321000001|0.875194483|5929.071389|30.25577504|0.017716522|-332.11111980000004|1603.556077|11.26845175|1.0|0.0|0.0|0.17|17.0|-6.97|3.24|2.19|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.55|395.46|0.0|1.0|0.0|6.929999999999999e-05|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|1142.19|0.4537|323.18|507.03|-1271.999945|6.5974|0.03037051|7.8539
6b_a40|0|0|0.0|0.0|8.421342866|2|0.604892326|1.710647518|-0.069975812|-0.137534783|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|2|2|-0.248560671|-0.018582337|-0.630957955|0|0.691778838|0.003163118|-0.307881994|0.90571269|-0.107699967|0.417254814|0.014588568|-72.13527644|-79.36130196|0.246568426|165.1465831|-0.049599889|-53.15460718|34.43877986|0.878140798|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|-1428.503435|0.1218592019999999|6.976123351|0.793750992|8482.600495|37.83107469|0.011838681|-506.5422338|1626.736212|7.929311055|1.0|1.0|1.0|0.21|14.0|-5.21|5.67|4.38|173.43|2.0|2.0|1.0|2.0|5.0|31.0|-5.85|511.42|1.0|0.0|1.0|3.86e-09|1.0|0.00318|-0.09533|3.1026|8.98|3.1026|-3290.775349|1183.07|0.4962|399.62|552.01|-3290.583786|8193.0|0.03026498|7.5229
16g_a32|1|1|3.363965155|0.0|7.765993078999999|0|0.609420729|0.0|-0.0429252429999999|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|10.31100263|3|3|-0.085591073|-0.117577419|-0.696926204|0|0.79965447|-0.026098259|0.008494733|0.8821580379999999|-0.078387439|0.542303725|0.023959586|-57.77542509|-77.75914881|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-1.79350976|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|-1321.90553|0.313667656|9.3963701|0.65902387|6372.261243999999|36.34043182|0.02276861|-274.67233460000006|1926.042887|16.78159325|1.0|1.0|1.0|0.33|19.0|-8.16|6.81|5.38|149.27|3.0|0.0|1.0|1.0|10.0|30.0|-5.69|441.57|1.0|0.0|1.0|3.08e-08|0.0|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.621991|1245.25|0.2879|342.86|639.49|-2034.342619|3.7346|0.02895494|7.9586
12bi_a36|0|0|3.466222049|0.0|7.412764017000001|2|1.297042566|0.0|-0.043740597|0.03474497|0.0|-0.559678363|0.000482522|-0.067142264|10.95958518|1|1|0.056936052|-0.176729938|-0.37220074|1|0.884226781|0.0997949019999999|0.071329141|0.858971809|-0.082914301|0.382000949|0.034602166|-57.89562053|-75.1419557|0.214998882|150.12481100000002|-0.027831043|-52.46851415|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|0.461975362|3044.149713|548.1337538|-1127.129336|0.500339677|8.454426643|0.85865094|6572.410403|38.89295091|0.037590587|0.474365004|2255.791153|26.24794923|1.0|0.0|1.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|0.0|0.0|7.75e-05|0.0|7.11e-05|-0.0510199999999999|3.8855|2.68|3.6851|-1461.997992|1256.37|0.4214|319.1|603.92|-1461.69263|7.0514|0.0318395999999999|7.8539
3_a20 (SB-525334)|0|0|3.502142227|-0.08980269|6.880384082000001|0|1.183765089|0.0|-0.053897691|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|10.95053359|1|1|0.002992397|-0.169090412|-0.500412918|2|0.818922083|0.087932573|-0.17447922|0.76423988|-0.061128029|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|0.1243352319999999|70.23182172|-0.029269046|-29.26136697|0.0|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|0.215089498|5.943823875|0.8429740729999999|4905.195832|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|0.24|21.0|-8.39|5.2|4.69|67.35|1.0|0.0|0.0|1.0|3.0|26.0|-5.74|343.42|0.0|1.0|1.0|1.42e-05|0.0|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|-1086.585811|1030.31|367.0|248.86|498.74|-1086.329436|3.7291|0.02096048|6.7905
1j_a5|0|0|2.9426852410000004|0.0|6.605297921|0|1.427567371|0.0|-0.010620031|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|1|1|-0.190920568|-0.010807075|-0.2470489089999999|2|0.74740095|-0.084090414|-0.0614852279999999|0.848473695|-0.073803258|0.35883584|0.019690225|-39.64241895|-40.01980349|0.152836128|82.09385267|-0.027258236|-21.49609451|1.471030887|0.616489567|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|0.383510433|7.328149934|0.883543443|4618.562904|23.74961767|0.026739895|-125.1415813|973.7343247|14.36297201|1.0|1.0|1.0|0.05|23.0|-8.14|4.5|4.21|63.69|0.0|0.0|0.0|1.0|4.0|25.0|-6.15|328.37|0.0|1.0|1.0|9.27e-05|0.0|2.36e-06|-0.03832|4.4331|2.61|4.1205|-1065.849941|959.39|0.5115|279.68|445.81|-1065.671975|2.2503|0.03246499|7.6198
16j_a32|1|1|3.359912013|-0.082980188|7.765993078999999|0|0.609420735|0.0|-0.086195934|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|10.31100263|3|3|-0.11512706|-0.117577419|-0.704356423|0|0.79965447|0.168000908|0.032797932|0.839271289|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|0.174011588|124.4493461|-0.034287782|-54.6758122|45.81893652|0.699790508|-1.817252458|-39.13396528|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|0.3002094919999999|7.357962381|0.7944808170000001|6507.757122|35.04175088|0.021655546|-285.7717513|1857.212797|15.48758085|1.0|1.0|1.0|0.33|19.0|-7.77|6.49|5.24|149.27|3.0|0.0|1.0|1.0|8.0|30.0|-5.73|441.57|1.0|0.0|0.0|3.56e-08|0.0|7.5e-06|-0.05016|3629.0|5.5|3629.0|-2034.621888|1225.27|0.2907|341.65|631.34|-2034.344833|3.4656|0.0283671|8.0315
7c_a10|0|0|0.0|0.0|7.535296702|1|1.343178184|2.1219657030000003|0.012145872|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|1|-0.176560297|-0.12177839|-0.215874011|2|0.725146704|-0.087063341|-0.105104647|0.84177174|-0.05074318|0.487148112|0.027436939|-29.66615908|-51.2378943|0.093723511|54.79389751|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-1.139333798|-17.34382833|67.01436709|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|0.47369361|6.703148323|0.8781281320000001|6034.895823|24.81565867|0.0269852389999999|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|0.26|21.0|-7.78|4.59|4.43|62.06|1.0|0.0|0.0|1.0|4.0|29.0|-6.2|386.45|0.0|1.0|1.0|3.59e-05|0.0|6.4e-06|-0.04004|5.4267|2.76|3.8357|-1259.011598|1102.43|0.4049|228.47|488.89|-1258.744382|3.9465|0.02659395|5.4191
3d_a12|0|0|0.0|0.0|0.0|1|1.28383852|0.0|-0.053022041|-0.166233441|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|0|0|-0.282667477|-0.1394967999999999|-0.532019854|2|0.91670178|-0.097468573|-0.108208213|0.82682708|-0.066850425|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|0.145275317|74.63869204|-0.035063929|-25.2986621|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|0.22571647|5.786006004|0.89539167|4509.417998|23.26659057|0.01611886|-281.8395348|953.9302134|8.281452338|1.0|1.0|1.0|0.11|18.0|-7.51|3.37|2.19|50.17|0.0|0.0|0.0|1.0|3.0|24.0|-6.22|313.36|0.0|1.0|1.0|0.000302|0.0|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.727999|918.3|0.3336|294.4|411.35|-1006.556654|2.2068|0.02399772|7.6021
14i_a23|1|1|0.0|0.0|7.423568444|0|1.197963212|3.2692375460000003|-0.130330047|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|2|2|0.075401108|-0.017918675|-0.569707595|2|0.77007911|0.158023239|-0.04255066|0.864206467|-0.0889593869999999|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|0.222047267|151.83084580000002|-0.039760909|-45.14777443|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|0.221904316|8.107659819|0.915894552|7030.347905|34.94120504|0.019276934|-380.3109456|1782.001457|13.18112713|0.0|1.0|0.0|0.04|26.0|-6.96|2.57|3.12|148.11|1.0|1.0|1.0|1.0|6.0|33.0|-7.33|454.51|1.0|0.0|0.0|6.11e-06|0.0|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.64228|1224.02|0.3639|335.72|580.74|-1798.371346|5.9563|0.03394466|8.4622
8f_a12|1|1|0.0|0.0|6.580639137|1|0.609895166|0.0|-0.062406088|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|1|1|-0.023769395|-0.070713228|-0.560548116|1|0.902669729|-0.13747286|-0.042014638|0.80546986|-0.072634742|0.285353468|0.013287637|-41.27611074|-56.220383|0.130176823|73.97552223|-0.03822396|-31.9483307|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|0.460344828|2541.921472|494.2940092|-955.746511|0.161876566|7.016225129|0.853035146|5481.952981|25.9168408|0.012030968|-384.290491|1140.340995|6.836832748|1.0|1.0|1.0|0.1|21.0|-8.42|4.99|3.41|78.41|2.0|0.0|0.0|1.0|3.0|27.0|-5.47|369.44|0.0|1.0|1.0|1.99e-06|0.0|1.4e-06|-0.06179|4.1744|4.19|3.6536|-1481.146454|1020.81|312.0|297.01|441.97|-1480.955408|0.9092|0.03056355|6.1898
