molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50
12k_a36|0|0|3.483171769|0.0|7.412764017000001|2|1.297043952|0.0|-0.063399056|0.096315593|0.0|-0.413145744|0.002782748|0.003690005|10.94908765|1|1|0.163804836|-0.095253274|-0.4373676689999999|1|0.90500247|-0.09344781|-0.102077284|0.8647233590000001|-0.075717305|0.367754573|0.018067063|-49.87227128|-67.14870046|0.157229536|103.5614526|-0.037758075|-44.22843899|0.0|0.7806817009999999|-2.038936068|-32.84907515|78.24529096|-24.86988906|61.7723974|0.478908312|2792.202559|555.1026569|-1342.974009|0.219318299|7.241602627000001|0.919048073|6027.033337|31.85663123|0.016847116|-369.7499256|1720.258086|11.0965905|1.0|0.0|0.0|0.12|17.0|-7.01|3.62|2.42|69.2|1.0|0.0|0.0|1.0|6.0|31.0|-6.34|407.47|0.0|1.0|0.0|2.6e-05|0.0|3.94e-05|-0.0497|5053.0|3.83|3.6631|-1310.3453949999998|1186.08|0.3116|245.37|530.51|-1310.072976|5.7818|0.03274587|7.8539
19_a20|0|0|3.423603867|0.0|6.842683282|0|1.4009239059999998|0.0|-0.130949446|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|10.94899558|1|1|0.175308615|-0.049177437|-0.5838248970000001|3|0.811128636|-0.143992458|-0.105118869|0.8193003000000001|-0.091725453|0.25624423|0.013643765|-60.26825633|-65.49811346|0.245547466|161.33709|-0.038340404|-43.03556944|88.19441661|0.796070588|-1.993700989|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|-1309.962269|0.203929412|7.950138729|0.935398401|6325.747732|31.64490997|0.0159602|-389.0666676|1645.535318|10.48665779|1.0|1.0|1.0|0.08|27.0|-9.63|4.97|4.08|110.44|1.0|0.0|0.0|1.0|5.0|32.0|-6.8|420.47|0.0|0.0|1.0|1.29e-05|0.0|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.413151|1190.68|0.2998|368.83|519.34|-1368.129074|4.2507|0.03487615|5585.0
12b_a30|0|0|0.0|0.0|7.412764017000001|2|0.604984682|0.0|-0.06631353|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|1|1|-0.165287712|-0.0541804029999999|-0.468842459|1|0.669561738|-0.009146339|-0.1240820219999999|0.880943609|-0.08354129|0.383979687|0.017341789|-53.05077947|-62.96700664|0.235262423|149.39744040000002|-0.038448551|-39.98560202|0.0|0.798520682|-1.883979001|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|0.201479318|7.393647884|0.878381889|6275.380072|30.57626261|0.01584525|-379.1359902|1498.236868|10.06212472|1.0|1.0|0.0|0.14|17.0|-6.9|4.25|3.18|81.65|2.0|0.0|0.0|1.0|5.0|30.0|-6.02|416.47|0.0|0.0|0.0|4.12e-06|0.0|5.260000000000001e-05|-0.05351|5.0567|4.07|3.5207|-1675.0107779999998|1130.68|0.2079|245.19|516.78|-1674.7778119999998|3.7327|0.03351603|8.1543
8b_a32|1|1|3.419952523|0.0|7.765993078999999|0|0.609420757|0.0|-0.057200812|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.024375676|10.31100269|3|3|-0.014634534|-0.0852122769999999|-0.577864293|0|0.788133615|0.060636167|-0.1152380009999999|0.8966299409999999|-0.0850068559999999|0.253018806|0.016711528|-53.36442734|-68.4085006|0.211781902|132.9495116|-0.03079624|-42.94454179|68.21751748|0.669149204|-1.4166270230000002|-33.50038167|81.73293254|-19.33283713|63.85535908|0.458155153|2573.703546|494.8166492|-889.3105078|0.330850796|8.10555784|0.845546757|5619.400983|28.89166873|0.021225152|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|0.26|19.0|-7.65|6.49|4.19|140.04|1.0|0.0|1.0|1.0|7.0|27.0|-6.44|397.52|1.0|0.0|1.0|1.47e-06|0.0|8.86e-06|-0.05404|3.5442|4.22|3.5442|-1880.77142|1114.24|0.2943|349.82|558.16|-1880.539698|846.0|0.03602276|7.9208
12ag_a36|0|0|3.408828027|0.0|7.412764017000001|2|1.297044434|0.0|-0.084341564|0.063109409|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|1|1|0.135431487|-0.101303149|-0.445549431|1|0.724208473|0.124298337|-0.0861053359999999|0.8910146309999999|-0.082492792|0.26896187|0.020136392|-52.02834065|-68.21579593|0.253169906|159.6746787|-0.038937089|-43.02381535|0.0|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|2773.9654530000003|471.0269757|-1227.884327|0.2411026289999999|7.849377942|0.927847116|5906.879919|32.35969377|0.019328689|-326.5740008|1617.984688|12.1906363|1.0|0.0|0.0|0.14|17.0|-6.86|3.13|2.44|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.76|399.42|0.0|1.0|0.0|0.000129|0.0|5.58e-05|-0.05486|3.8893|3.41|3.7117|-1332.185403|1112.68|0.4286|318.79|507.72|-1331.9454449999998|5.4459|0.03415856|7.7696
14aa_a23|1|1|0.0|0.0|7.423568444|0|1.19796312|3.4143268310000003|-0.026892547|0.031136154|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|2|0.055934795|-0.074579388|-0.4506138879999999|2|0.725358161|0.055269665|-0.070471939|0.8072028240000001|-0.052155763|0.204831806|0.018016316|-35.51947393|-51.83122853|0.075891958|51.68445972|-0.03159178|-35.2984572|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|0.203340553|8.000512184|0.972590939|6651.23042|27.00633206|0.013786041|-404.0660854|1431.335599|9.388663605|0.0|1.0|1.0|0.12|26.0|-8.16|4.4|4.63|105.02|2.0|1.0|0.0|1.0|5.0|32.0|-5.92|439.54|0.0|0.0|0.0|5.9e-07|0.0|3.07e-06|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5626|1231.11|0.4157|345.03|588.45|-1708.276011|5.8286|0.02033777|8451.0
17b_a6|0|0|3.375166525|0.0|7.412764017000001|1|1.425925343|0.0|-0.0265090529999999|0.139594234|0.0|-0.6869226490000001|-0.00460563|-0.0385646|10.949638|1|1|0.231025646|-0.10896749|-0.563310199|1|0.850080948|0.002947625|-0.138423611|0.8370824240000001|-0.095450984|0.318652397|0.03122461|-62.63196368|-71.65078895|0.246050902|161.4509401|-0.041494349|-47.0150166|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|84.71888279|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|-1361.36499|0.229332826|8.974770742|0.834464855|5985.963521|35.32951798|0.019915748|-355.2067434|1766.4758989999998|13.06809384|1.0|1.0|1.0|0.12|23.0|-9.01|4.98|4.32|95.85|2.0|0.0|0.0|1.0|5.0|31.0|-5.89|409.44|0.0|0.0|1.0|1.56e-06|0.0|4e-07|-0.05736|3.5444|4.04|2.9964|-1350.102764|1168.62|0.3949|349.8|575.2|-1349.830814|5.3385|0.02458322|6.8153
13b_a30|0|0|0.0|0.0|7.412764017000001|2|0.604984129|0.0|-0.118776867|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|1|1|-0.062905093|0.003429114|-0.564815317|1|0.841060094|-0.045844862|-0.0771674659999999|0.892104517|-0.109962789|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|0.305898198|206.54056530000005|-0.042850934|-51.76819834|105.341977|0.800290866|-2.271099499|-50.13056864|88.26741491|-28.93268471|86.77473353|0.454574838|3002.926824|468.6532296|-1533.432289|0.1997091339999999|8.804739699999999|0.8334321|6627.406474|36.15271139|0.017174033|-405.5090587|1916.093704|11.59580043|1.0|0.0|0.0|0.13|17.0|-6.19|3.04|1.72|124.74|1.0|0.0|0.0|1.0|6.0|32.0|-7.05|441.51|0.0|0.0|0.0|9.68e-06|0.0|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.492044|1210.94|0.2783|245.51|544.04|-1744.2179010000002|3.8495|0.0455651|7.5901
8c_a12|0|0|0.0|0.0|0.0|1|1.283851303|0.0|-0.055163114|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|0|0|-0.1876771789999999|-0.210669119|-0.606245231|2|0.905486734|-0.10899871|-0.130288596|0.8425863029999999|-0.067004282|0.239216075|0.019604202|-34.19075142|-52.04233846|0.159602554|81.4415307|-0.038245644|-26.55601426|0.0|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|0.235550168|5.670223821|0.8957467170000001|4610.945152|25.52931025|0.018855428|-269.8853937|1021.17241|9.621493319|0.0|0.0|1.0|0.11|18.0|-7.14|2.81|1.59|63.06|0.0|0.0|0.0|1.0|3.0|24.0|-6.44|314.34|0.0|1.0|1.0|0.000339|0.0|2.28e-05|-0.06706|4.3598|2.76|3.8341|-1022.77302|909.19|466.0|284.38|402.43|-1022.613451|1.7305|0.02263772|7.3979
4c_a46|0|0|0.0|0.139403726|7.825245291|1|1.134637091|2.137504882|-0.048990529|-0.111750026|0.0|-0.300069396|0.010177371|-0.051150771|10.94298307|1|1|-0.165951544|-0.056422062|-0.421467037|1|0.649753668|0.072412685|-0.0976963169999999|0.761921603|-0.063644365|0.305199509|0.013924723|-40.22007179|-55.2981278|0.109222605|69.02325225|-0.029688832|-34.9456654|53.13410852|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|2455.604167|562.9269925|-1050.664428|0.159246215|7.172412106|0.8211086059999999|5571.088357|22.31552819|0.008510983|-430.6788754|1249.669579|5.378517586|1.0|1.0|1.0|0.38|17.0|-7.62|5.11|5.24|57.01|2.0|0.0|0.0|1.0|5.0|29.0|-5.39|389.49|0.0|1.0|0.0|2.8e-06|0.0|9.32e-06|-0.04381|5.4579|6.38|4.1026|-1245.4159619999998|1176.07|0.2296|227.16|617.56|-1245.114575|4.1039|0.02299741|5.6972
1b_a5|0|0|2.881451247|0.0|6.605297921|0|1.4258024619999998|0.0|-0.061874543|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|1|1|-0.220946861|0.019611905|-0.231956531|2|0.567806811|0.122747292|-0.054153474|0.827319059|-0.07823203|0.341795323|0.010803163|-39.38248661|-38.87394276|0.191171377|96.23685048|-0.031306145|-19.56938257|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|48.55415504|-15.75970652|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|0.267518749|6.11909445|0.90275317|4577.125071|21.51550842|0.019229427|-234.0649914|796.0738116|9.680212283|1.0|0.0|1.0|0.0|23.0|-8.3|4.88|4.76|54.46|0.0|0.0|0.0|1.0|3.0|24.0|-5.99|316.33|0.0|1.0|1.0|0.000106|0.0|1.58e-06|-0.04135|4789.0|3.1|4.6481|-1050.538976|892.61|0.3101|258.89|388.58|-1050.413506|2891.0|0.03246637|7.2291
3_a47|0|0|0.0|0.0|0.0|0|1.304465159|0.0|-0.130414103|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0|0|-0.021029826|-0.015388793|-0.457330633|2|0.900251233|0.104873188|0.022804181|0.780628097|-0.083129079|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|0.145272519|76.18000386|-0.036461577|-26.06896797|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|-19.12022366|48.10703|0.403777634|2243.894237|448.2137648|-745.6887227000001|0.2150305089999999|6.46319354|0.67722658|5022.029588|24.35791949|0.016230658|-298.8724505|949.95886|8.511255722000001|1.0|0.0|1.0|0.0|22.0|-8.42|4.32|5.4|58.04|1.0|0.0|0.0|1.0|3.0|25.0|-5.16|347.8|0.0|1.0|1.0|2.86e-06|0.0|1.33e-06|-0.05717|5.6998|4.12|3.7284|-1470.137664|941.44|0.2342|217.52|402.58|-1469.969304|4.0226|0.03619487|6.5
3_a3|0|0|0.0|0.0|7.285506549|0|0.605000514|0.0|-0.114647585|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|2|2|-0.030486489|0.041786524|-0.599804962|1|0.913546349|-0.082619043|0.123113049|0.885339037|-0.107269779|0.583866845|0.012617742|-48.91675544|-45.05306124|0.246193521|112.2682304|-0.035057023|-20.54492513|75.88125246|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|-495.58367360000005|0.299996173|5.025797436|0.709760196|4677.617255|22.83783244|0.023287455|-182.4099648|707.9728057|10.6194566|1.0|1.0|1.0|0.0|20.0|-6.15|5.0|4.07|121.17|0.0|0.0|0.0|1.0|2.0|21.0|-5.88|310.4|0.0|0.0|1.0|3.32e-06|0.0|0.000218|-0.0637|5.8458|1.92|3.3475|-1592.904586|817.21|0.2383|212.09|316.65|-1592.792349|2.1507|0.03099295|5.93
14e_a23|1|1|0.0|-4.45581912|7.423568444|0|1.197957573|3.052208981|-0.272389934|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|2|0.072830644|-0.07256543|-0.5232404310000001|2|0.560094237|0.133270225|-0.014216155|0.8510270329999999|-0.073376247|0.267882223|0.018022127|-51.07141556|-62.2612068|0.074607942|51.92870134|-0.03935934|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|0.203474128|8.020794334|0.981902808|7663.17288|34.39302091|0.017954325|-412.7765217|1719.6510460000002|12.49658915|0.0|1.0|1.0|0.09|26.0|-8.23|4.42|6.19|105.02|2.0|1.0|0.0|1.0|6.0|34.0|-6.06|479.48|1.0|0.0|0.0|4.1200000000000004e-07|0.0|2.85e-06|-0.08122|3.7033|4.2|3.7033|-1966.96594|1209.58|0.3178|334.8|571.39|-1966.720803|3.7696|0.02250947|8.5214
12g_a31|0|0|3.42813681|0.0|7.765993078999999|1|0.6101363000000001|0.0|-0.1044685569999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|2|2|0.074878295|-0.0497478109999999|-0.57758443|0|0.837044054|-0.076150332|-0.1386819869999999|0.8639814490000001|-0.1284353869999999|0.325789284|0.030961426|-78.87508829|-80.52794936|0.41728907|256.26669530000004|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|-1127.391291|0.311351131|8.098256552|0.887664343|5398.678971|34.8320455|0.02515117|-231.70711040000003|1637.106139|15.44590447|1.0|1.0|1.0|0.32|16.0|-6.45|5.19|3.44|131.36|1.0|0.0|0.0|1.0|7.0|27.0|-6.86|384.45|0.0|0.0|1.0|1.19e-05|0.0|0.000136|-0.03324|3.8349|4.17|3.8349|-1578.846191|1090.41|265.0|323.3|542.78|-1578.605452|1.6279|0.04532186|6.9586
14s_a23|1|1|0.0|0.0|7.423568444|0|1.197958333|3.336763335|-0.022580082|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|0.0909774219999999|-0.071484865|-0.457212212|2|0.722187957|0.096014944|-0.1050445769999999|0.846632079|-0.055037441|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|0.07236376|46.42188642|-0.034255504|-33.12848261|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|-21.9751589|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|0.2251838339999999|7.548546899|0.890072438|6938.271179|28.36177131|0.017330177|-352.5931977|1333.003252|11.11743642|0.0|1.0|1.0|0.05|26.0|-7.99|4.0|4.67|105.02|2.0|1.0|0.0|1.0|5.0|31.0|-6.03|445.93|0.0|0.0|0.0|7.49e-07|0.0|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.521231|1164.32|0.3669|336.66|528.82|-2089.2914530000003|4.7032|0.02112956|8.5482
7c_a8|0|0|3.17138259|0.0|7.05012252|0|1.400027586|1.4416758790000002|-0.025233184|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|1|1|0.079425146|-0.047874|-0.328286221|1|0.718994164|0.0092411059999999|-0.196826366|0.795846675|-0.080277893|0.292274414|0.0306012339999999|-50.34151168|-56.2991566|0.151076042|94.73836511|-0.03366688|-35.30467154|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|0.373097855|7.700542366|0.971698707|6013.168519|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|20.10370648|0.0|1.0|1.0|0.09|23.0|-7.76|4.22|3.78|92.93|1.0|0.0|0.0|1.0|5.0|30.0|-6.34|398.41|0.0|0.0|0.0|1e-05|0.0|6.91e-06|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|1116.53|275.0|269.17|579.97|-1331.567632|12.0073|0.02732536|4.7307
7b_a10|0|0|0.0|0.0|7.535296702|2|1.186434511|0.0|0.037541178|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0|0|-0.0982988509999999|-0.051052176|-0.1874708719999999|2|0.624866343|-0.108464916|0.065705128|0.8200487120000001|-0.0590666679999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|0.07558334|39.29815915|-0.027444463|-19.47494818|56.22969776|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|2290.380138|480.6333417|-599.3081212000001|0.218954161|4.854451707|0.8069307729999999|5212.568172|18.26940272|0.012428175|-292.2491701|767.3149142000001|6.46179973|1.0|1.0|0.0|0.25|16.0|-6.99|4.34|3.03|41.38|1.0|1.0|0.0|1.0|2.0|25.0|-5.09|346.81|0.0|1.0|1.0|5.29e-06|0.0|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.09312|951.55|0.1488|205.85|400.65|-1450.075119|4.2068|0.02946054|4.7033
46_a18|0|0|0.0|0.0|7.03438793|2|1.251088279|0.0|-0.018808538|-0.046124025|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|0|0|-0.069691797|-0.1483628609999999|-0.448177615|0|0.7100921609999999|-0.015124585|-0.090469229|0.76616843|-0.069742249|0.30524999|0.008975181|-49.54738918|-54.33831169|0.173455401|123.2289237|-0.029244604|-38.60388092|58.66827342|0.782232748|-1.988633091|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|0.217767252|8.980343774|0.8342358790000001|7150.333139|26.56039822|0.013181412|-401.0164861|1806.107079|9.36454702|0.0|0.0|1.0|0.3|18.0|-8.82|3.68|3.3|76.5|2.0|1.0|0.0|1.0|7.0|36.0|-6.14|480.6|0.0|1.0|0.0|2.08e-06|0.0|7.27e-07|-0.04995|3225.0|8.11|3225.0|-1532.992457|1380.79|0.4249|384.45|635.89|-1532.493789|2656.0|0.0239301|6.7305
21_a12|0|0|0.0|0.0|6.605297921|1|0.609915045|0.0|-0.058516436|-0.213225401|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.388196876|-0.116098308|-0.522951134|2|0.923855679|-0.061915124|-0.099516604|0.89838263|-0.068775342|0.192026642|0.012230115|-34.60932333|-50.37198585|0.15172224|76.35009799|-0.036878492|-25.34833425|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|0.473492395|2185.835701|426.8727514|-705.2078018999999|0.229181643|5.891343219|0.8993077970000001|4652.242111|24.07584081|0.017360942|-272.5639702|914.8819508|8.736422872|1.0|1.0|1.0|0.12|17.0|-6.78|4.01|2.25|78.41|0.0|0.0|0.0|1.0|3.0|23.0|-6.45|319.38|0.0|0.0|1.0|0.00015|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|-1327.479547|893.17|0.3665|264.64|397.31|-1327.347724|2327.0|0.02758166|7.6576
13_a10|0|0|0.0|0.0|7.535296702|1|1.343837907|2.091672336|-0.055497169|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|1|1|-0.154121136|-0.017015286|-0.345108701|2|0.761923976|0.00746881|-0.002671425|0.84680169|-0.094726989|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|0.181972309|91.99711608|-0.030119651|-21.04167667|0.0|0.7144943490000001|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|0.285505651|5.069505473|0.816739845|4941.066161|21.31179541|0.018979132|-216.8776303|873.7836118999999|9.595006108|1.0|0.0|1.0|0.15|21.0|-6.6|3.52|3.81|63.83|0.0|0.0|0.0|1.0|2.0|25.0|-6.34|328.37|0.0|1.0|1.0|0.000176|0.0|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|-1065.874094|926.41|0.3905|212.63|376.77|-1065.68351|3.6904|0.0346535|6.7959
17_a47|1|1|3.011740664|0.0|6.605297921|0|1.4168589319999998|0.0|-0.019259259|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|0.075303828|10.9385382|1|1|-0.180898239|-0.0184347939999999|-0.3004189439999999|3|0.8007970640000001|-0.034891905|-0.010871607|0.814790949|-0.07185129|0.522140199|0.01291694|-43.82821253|-50.62550618|0.147717593|90.10552332|-0.02987808|-30.88080199|0.0|0.7457517659999999|-1.493904005|-26.73455447|60.33408274|-18.22518223|51.70735256|0.46147021|2672.497352|519.8795281|-911.2591113|0.2542482339999999|7.055517075|0.8569074879999999|5854.9736840000005|24.43867122|0.0159160889999999|-299.80980739999995|1221.9335609999998|9.708576558|1.0|0.0|1.0|0.08|27.0|-10.1|5.12|5.44|79.38|2.0|0.0|0.0|0.0|4.0|30.0|-5.83|392.46|0.0|0.0|1.0|3.98e-06|0.0|3.12e-08|-0.04873|4.2784|3.07|4.2784|-1254.985125|1127.7|0.4308|289.79|477.67|-1254.737546|3.4454|0.04130125|8.3
16e_a32|1|1|3.343660084|0.0|7.765993078999999|0|0.609420752|0.0|-0.06951854|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|3|3|-0.079817994|-0.123297852|-0.698621582|0|0.804503712|0.096017785|-0.022651598|0.91471624|-0.087117996|0.504569498|0.024145309|-55.957388|-75.36830928|0.209694841|134.6906051|-0.037448344|-48.41036206|39.27920316|0.702226562|-1.760072163|-35.94239328|90.34923861|-24.05371573|71.46633549|0.458956284|2710.157931|507.6266039|-1130.524639|0.297773438|6.573687662|0.848279482|6142.277629|34.2534974|0.023323257|-259.78720209999994|1609.914378|14.98092934|1.0|1.0|1.0|0.26|19.0|-7.38|6.03|4.6|149.27|3.0|0.0|1.0|1.0|8.0|28.0|-6.15|413.52|1.0|0.0|1.0|2.58e-07|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|3.6214|-1955.993572|1130.95|0.2858|342.37|552.79|-1955.766505|3.2372|0.02792775|8.1367
12aa_a30|0|0|0.0|0.0|7.412764017000001|2|0.604983643|0.0|-0.028524865|-0.014017531|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|1|1|-0.023695642|-0.12254489|-0.394520145|1|0.8397577820000001|0.024991407|-0.012535889|0.855880335|-0.078042288|0.418522684|0.030906491|-54.50378741|-70.79444906|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|0.0|0.630759573|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|0.369240427|8.65813938|0.872457337|6944.511023|37.41227352|0.029670025|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|0.21|17.0|-6.83|3.94|2.63|100.11|2.0|0.0|0.0|1.0|7.0|33.0|-6.39|458.54|0.0|0.0|0.0|2.47e-06|0.0|6.720000000000001e-05|-0.04966|5.1925|3.34|3.4642|-1804.818818|1275.73|0.1667|238.78|605.07|-1804.516348|5.8962|0.03443621|8.1135
34_a20|0|0|0.0|0.0|6.842683282|0|1.416932073|1.877209467|-0.104520106|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|1|1|0.327535029|0.0346782989999999|-0.4478820739999999|2|0.7071284179999999|-0.101401966|-0.090732503|0.80310139|-0.0851907119999999|0.408491116|0.0130295999999999|-57.31821177|-57.49912174|0.203342854|136.81360859999998|-0.032248904|-38.68669181|80.66541842|0.776414086|-1.709191893|-38.56497154|67.53437417|-21.69778179|66.0848174|0.462785432|2825.042137|536.0086996|-1149.982435|0.223585914|7.940146766|0.8614536140000001|6211.26199|27.94614651|0.01491516|-371.9551262|1481.145765|10.03525243|1.0|1.0|1.0|0.08|27.0|-9.18|4.5|4.62|86.69|2.0|0.0|0.0|1.0|5.0|32.0|-6.28|419.48|0.0|0.0|1.0|7.27e-06|0.0|2.780000000000001e-07|-0.05181|5.4132|4.97|3.8699|-1352.31921|1205.64|0.4388|229.04|544.93|-1352.041015|3.8519|0.03558836|7.2147
12bb_a36|0|0|3.3296932480000003|0.0|7.412764017000001|2|1.29704416|0.0|-0.117921811|0.096309833|0.0|-0.444923056|-0.006877664|-0.018516159|10.96022185|1|1|0.2463876689999999|-0.098027247|-0.421445726|1|0.653741315|0.0534307559999999|-0.045186455|0.892249657|-0.090660196|0.314702945|0.022069757|-58.19935506|-73.39466247|0.311151789|199.7440352|-0.038872447|-47.11573753|0.0|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2902.055617|442.2064275|-1247.709262|0.280705922|7.854524291000001|0.926384521|6285.088971|34.69260487|0.022984922|-281.5518699|1734.6302440000002|14.75518126|1.0|0.0|0.0|0.14|17.0|-7.12|3.55|3.0|69.2|1.0|0.0|0.0|1.0|5.0|31.0|-6.8|417.41|0.0|1.0|0.0|0.000102|0.0|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|-1431.4091|1120.72|0.4172|236.69|515.92|-1431.178978|6251.0|0.03421884|8.0
