molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|MATS8i|AATSC1pe|n6aHRing|BIC2|MATS8d|nFaHRing|PBF|FPSA3|PNSA3|PNSA5|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
4S4k_a46|0|0|0.173180233|1|7.825245291|1|1.134637098|-0.050636784|-0.0049602|1|-0.104665424|0.0|-0.1149361969999999|0.006050983|1|0.7477594870000001|-0.141706595|0|0.199356973|0.007749296|-47.49082053|-45.61628327|0.1082655419999999|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|-1.46291223|-25.17446332|49.42345536|-16.15576699|0.461984953|2105.538282|472.7005375|1729.18312|-8.564028983|0.132090036|5.523352655|0.858684076|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|3.8|-6.61|1.0|100.96|1.0|2.0|-4.82|25.0|-5.46|333.43|1.0|3.79|-4.83|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.02074|4.52|4.0774|-1053.441953|-1053.415665|566.82|997.07|304.07|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|0.0654|2.2655|-0.1947|2.5693|6.7055|6.7055
9g_a24|1|0|0.0|1|7.273092596000001|0|1.427608366|-0.318471716|-0.00106361|2|-0.162313932|0.0|0.070915465|0.013119312|2|0.7931626959999999|-0.045107345|0|0.383340003|0.01876163|-32.080056199999994|-32.49188065|0.132863247|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|-10.53790724|0.427531635|2123.257348|429.0504306|1196.910121|-5.214049137|0.518073552|6.124370267000001|0.746821416|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|2.8|-6.43|0.0|87.53|1.0|3.0|-2.49|23.0|-7.17|302.33|1.0|1.93|-3.09|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.03585|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|0.1023|2.9691|-0.21391|4.4131|7.1675|7.1675
6b_a31|1|0|0.0|0|7.773594467000001|1|0.610136262|0.052690797|-0.016070861|0|0.11647286|0.0|-0.032090772|-0.008439437|0|0.78240875|-0.084489161|0|0.146652651|0.032992761|-73.70779766|-78.37648097|0.372146926|-0.045675611|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|383.0600707|2063.736075|-17.0020813|0.254079586|7.513612533|0.925676135|-765.0936586|37.35947255|0.024142162|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|-7.33|1.0|109.69|1.0|4.0|-5.63|29.0|-6.5|404.44|0.0|3.3|-4.66|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|-0.05835|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|5.9085|-0.1918|8.8379|7.2676|7.2676
8_a10|0|0|0.0|1|7.535296702|1|1.3430438530000002|-0.075368755|-0.00560152|2|-0.000315856|1.546251312|-0.15615298|0.009056935|2|0.809386132|-0.167376069|1|0.597912185|0.015758182|-32.63117642|-47.16908772|0.125156018|-0.029917593|-25.80127401|4.714910465|9.35593124|0.722649449|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|0.431797417|2612.274447|478.5356341|1899.542278|-8.951462413|0.277350551|6.112185271|0.7599356820000001|-438.6216583|22.64553798|0.017582236|-243.5764486|1109.631361|9.617402178|0.0|0.0|1.0|1.0|1.0|0.0|3.42|-7.6|1.0|111.36|1.0|4.0|-4.52|29.0|-6.25|384.43|1.0|3.55|-4.62|0.0117|0.00926|3.37|0.0|0.0|2.49e-08|-0.0623299999999999|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|336.55|0.1596|264.0|416.69|0.41583|0.68815|-1257.59269|0.0916|1.2052|-0.21789|1.5482|6279.0|6279.0
9s_a24|1|0|0.0|0|6.605297921|1|1.4275963180000002|-0.222173285|-0.003599664|4|-0.050919714|0.0|-0.060407836|0.007695726|3|0.773544454|0.0256742079999999|0|0.483170382|0.016792118|-30.93968263|-39.48555839|0.116650168|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|-0.953816666|-19.21235005|61.19761205|-12.08741583|0.47085169|2747.809842|548.5261887|969.5210193|-7.505819207999999|0.554839231|9.124394347|0.889829339|-367.7851412|27.15292246|0.03496522|68.10609672|1330.4932|21.71205366|0.0|1.0|1.0|1.0|1.0|1.0|3.43|-8.11|1.0|115.67|1.0|4.0|-3.36|30.0|-7.2|393.44|0.0|2.63|-4.06|171.0|0.0343|2.11|0.0|0.0|7.73e-09|-0.03597|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|403.51|521.4|0.69475|0.6907300000000001|-1270.738032|0.0839|4.6141|-0.14462|7.0312|7.4949|7.4949
14l_a23|0|1|0.0|2|7.423568444|0|1.1979636809999998|0.060717916|-0.005344736|2|0.042748013|0.758109562|-0.060692376|0.01180744|2|0.778602826|-0.1010279259999999|1|0.215920645|0.018669073|-35.3275485|-51.59307331|0.078732333|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|0.492922575|2879.181064|607.777253|2176.038061|-14.29549842|0.210373806|8.006380163|0.972085426|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|9.953660282|0.0|0.0|1.0|1.0|1.0|1.0|3.51|-7.78|2.0|125.25|1.0|5.0|-5.85|31.0|-6.1|425.51|0.0|3.78|-5.25|0.000608|0.0023899999999999|3.94|0.0|0.0|1.65e-08|-0.07191|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|6.0563|-0.2183|8.2422|8.1798|8.1798
12g_a30|0|0|0.0|0|7.412764017000001|2|0.6049842529999999|0.096186205|-0.010447128|2|-0.037395048|0.0|0.007330206|0.0026474159999999|1|0.826316772|-0.0885760969999999|0|0.487608738|0.027436565|-58.41940906|-70.11305057|0.216337219|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|-27.49531395|0.459011202|3058.2873170000003|531.1295763|2482.668258|-18.63502363|0.225689271|8.694447089|0.8484671109999999|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|13.18447384|1.0|0.0|1.0|1.0|0.0|1.0|4.67|-6.42|2.0|133.52|1.0|6.0|-6.0|32.0|-6.22|439.49|0.0|2.36|-5.01|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|-0.0576|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|577.31|0.26238|0.68366|-1742.965961|0.1613|3875.0|-0.2083699999999999|5.3027|8.0334|8.0334
8_a1 (SB-202620)|1|0|0.0|0|6.86171134|0|1.4323973840000002|0.106916453|-0.013785521|1|-0.0443137679999999|0.0|-0.1402198369999999|-0.0106277489999999|1|0.743088715|0.063001656|0|0.174628594|0.015526845|-66.76765693|-59.72618401|0.351032497|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|0.4564697679999999|2431.842132|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|0.839824062|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|11.1459518|1.0|1.0|0.0|1.0|0.0|2.0|2.74|-8.02|2.0|99.61|1.0|4.0|-4.94|27.0|-5.94|359.35|0.0|3.7|-4.7|0.0041|0.00713|3.6|0.0|0.0|9.53e-09|-0.0736899999999999|5.32|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|3.4563|-0.2105199999999999|5.5005|6.3979|6.3979
5g_a40|0|0|0.0|1|8.149890544|0|0.604913142|0.0094595959999999|-0.016033575|0|-0.0602779129999999|0.64025463|0.122088541|-0.012008571|0|0.818555255|-0.1312278909999999|1|0.245639795|0.024937196|-72.93994279|-68.05025116|0.32227256|-0.049288357|-32.29667648|5.616992201|0.0|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|0.488538966|2054.810452|321.64971460000004|593.8133184|-11.10198254|0.254650681|6.193485364|0.955183157|-355.2634413|31.38430965|0.025660198|-232.8857705|1004.297909|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|3.13|-2.89|0.0|78.2|3.0|3.0|-4.24|21.0|-6.6|301.32|0.0|2.01|-3.37|0.0174|128.0|2.17|0.0|0.0|0.0013|-0.0540299999999999|4.02|3.48|-1328.055803|-1328.015099|489.04|800.98|356.27|261.0|356.27|367.19|0.6563|0.6563|-1327.9345529999998|261.0|4.9132|-0.19908|6.7957|6.9101|6.9101
15_a15|0|0|0.0|0|0.0|1|1.435688991|-0.132759299|-0.006378587|3|-0.063032481|0.0|0.000676845|0.003766915|2|0.724319314|0.003774415|0|0.7028760070000001|0.020649569|-41.11675625|-60.51136736|0.102793952|-0.031405332|-40.20430373|9.115534766|4.306196778|0.702544178|-1.821509261|-27.31834743|73.99578515|-20.86598874|0.435723718|3027.719888|596.1118717|2868.890383|-13.86355301|0.297455822|6.673906339|0.772181523|-804.0860746000001|29.700607300000005|0.0202953539999999|-269.1443943|1722.635223|13.48441779|1.0|1.0|1.0|0.0|0.0|1.0|4.04|-8.9|2.0|138.24|1.0|6.0|-6.32|34.0|-5.26|448.52|0.0|4.64|-6.1|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|-0.03786|5.04|2582.0|-1450.7538470000002|-1450.725355|700.82|1265.55|480.19|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|0.0066|1.6365|-0.1475|2.9566|6.9626|6.9626
22_a20|0|0|0.0|1|6.842683282|0|1.4170330269999998|-0.238401323|-0.00147607|2|0.09301076|2.041494094|-0.066832578|0.008780074|2|0.7478675859999999|-0.067650395|1|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|0.053484974|-0.027118811|-28.7463017|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|0.477376285|2738.108259|616.3298149|2396.806062|-11.49852068|0.22936173|7.408914181|0.913422548|-574.9260339|22.91425458|0.01345209|-352.4559681|1145.712729|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|3.36|-9.69|2.0|121.62|1.0|4.0|-5.6|31.0|-5.58|401.46|0.0|4.24|-5.53|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|-0.0568|4.07|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|0.0015|4.8308|-0.21856|6141.0|6.6364|6.6364
3_a27|0|0|0.0|2|6.605297921|0|1.402697639|0.124551908|-0.00648099|2|-0.172132163|1.177265999|0.042659548|0.00955169|2|0.810053853|0.038685745|1|0.397733752|0.019234305|-31.82136336|-44.61323499|0.137884078|-0.032307734|-23.10213938|5.157668895|57.97805043|0.733853752|-1.292309364|-16.47810502|54.32114618|-16.72996312|0.44566003|2294.213272|446.4308003|1043.697725|-8.663302268999999|0.266146248|6.457886343999999|0.803947133|-346.53209080000005|22.79740761|0.018747239|-242.1936891|911.8963045|9.707911187|1.0|0.0|1.0|0.0|1.0|0.0|3.03|-5.89|0.0|97.71|2.0|3.0|-3.7|25.0|-6.41|329.36|1.0|2.74|-3.99|0.0658|0.0339|2.67|0.0|0.0|1.29e-06|-0.05512|4.92|3962.0|-1081.905135|-1081.88481|547.92|931.06|312.93|0.2305|225.24|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|2.7811|-0.21969|4.1551|8.3979|8.3979
13b_a30|0|0|0.0|0|7.412764017000001|2|0.604984129|0.112353041|-0.011016128|2|-0.035340334|0.0|0.042845487|-0.002215642|1|0.836520136|-0.0771674659999999|0|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|0.305898198|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|88.26741491|-28.93268471|0.454574838|3002.926824|468.6532296|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|0.8334321|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|11.59580043|1.0|0.0|0.0|1.0|0.0|2.0|4.76|-6.19|1.0|135.37|1.0|6.0|-5.01|32.0|-7.05|441.51|0.0|1.91|-4.3|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|-0.05434|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|245.51|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|3.8495|-0.20313|5.3762|7.5901|7.5901
EW7203_a60|0|0|0.0|0|7.412764017000001|2|0.604984431|0.025672274|-0.00698487|2|-0.092774356|0.0|0.03824498|0.0036417359999999|1|0.822401103|-0.089945913|0|0.345488097|0.020156795|-49.19385637|-62.23028092|0.113924842|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|-31.81402579|73.82739839|-23.64750675|0.497298165|2913.880231|573.0312689|1660.077477|-15.29301513|0.233162923|8.310125852|0.989250745|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|4.75|-6.7|2.0|133.97|1.0|5.0|-5.74|31.0|-6.35|425.51|0.0|3.09|-4.82|0.000768|0.0065|3.59|0.0|0.0|2e-07|-0.06188|3.64|3.5192|-1668.025575|-1667.993536|678.83|1166.44|352.3|0.2385|247.15|546.85|0.40883|0.69857|-1667.78681|0.0448|1.7676|-0.20654|2.5159|8.0334|8.0334
15_a10|0|0|0.0|1|7.535296702|1|1.277647202|-0.166303336|-0.0027892409999999|2|-0.0729795729999999|1.981569297|-0.055918786|0.009514122|2|0.808676284|-0.105662909|1|0.710970489|0.018614889|-35.30133759|-44.18725043|0.084473199|-0.025240716|-26.33385303|6.61142847|108.7226878|0.646412648|-1.186313662|-21.03820054|56.66229609|-15.04246823|0.434181679|2549.580207|545.6177511|2288.954984|-8.964715924|0.353587352|6.35937164|0.767351752|-421.3416484|23.27068984|0.020932674|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|1.0|1.0|0.0|3.29|-8.3|2.0|111.21|1.0|5.0|-4.48|28.0|-6.07|390.87|1.0|3.83|-4.81|13.0|0.0061|3.68|0.0|0.0|5.01e-09|-0.05243|3.12|3.7997|-1604.08794|-1604.057542|641.98|1086.19|326.3|0.4553|214.05|484.05|0.41458|0.68543|-1603.851644|0.1647|4.5192|-0.20983|6.1563|7.4815|7.4815
12x_a36|1|0|0.0|0|7.412764017000001|2|0.629399587|-0.058295476|-0.007008724|2|0.021670322|0.0|-0.054184069|0.003710345|1|0.828393514|-0.041914045|0|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|0.163597165|-0.036722107|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|0.458792701|2884.428214|562.6051882|2391.802689|-16.61514211|0.223146459|8.770758009|0.847720832|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|1.0|1.0|2.0|4.87|-7.05|1.0|135.47|1.0|6.0|-4.85|31.0|-6.64|427.52|0.0|2.33|-4.51|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|-0.05311|3.37|3.7364|-1670.452834|-1670.419519|719.63|1209.23|331.83|0.3901|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|0.0199|5.6653|-0.2048199999999999|7.2812|8.1549|8.1549
14_a15|0|0|0.0|0|0.0|0|1.43568901|-0.058775738|-0.006678826|2|-0.033982971|0.0|-0.053931584|0.0034254209999999|2|0.719993769|-0.028227917|0|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|0.112910954|-0.032888795|-37.68282812|6.026520371|2.923143027|0.770309725|-1.743106111|-26.20964538|68.59458198|-21.0782518|0.406717767|2612.691478|568.5306056|2731.841165|-13.50893838|0.229690275|6.040010666000001|0.685538423|-715.9737342999999|27.36334635|0.015286995|-346.4801021|1450.257357|9.797353271|1.0|1.0|0.0|1.0|1.0|1.0|3.56|-9.82|2.0|119.95|1.0|6.0|-6.22|30.0|-4.97|397.47|0.0|4.7|-5.83|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|-0.0338199999999999|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|342.41|0.3131|278.5|584.18|0.65079|0.7055899999999999|-1280.809256|0.0054|3.3596|-0.18379|5.0894|7.5229|7.5229
3c_a49|0|0|0.0|1|7.535296702|1|1.343850149|0.034009672|-0.004876919|2|-0.04696024|1.879769411|-0.05815918|0.006470561|2|0.802792677|0.0211518929999999|1|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|0.637222556|-1.186174159|-23.47658531|54.85343388|-14.4326528|0.4791465279999999|2521.794855|455.3990518|1667.1178220000002|-8.253567879|0.362777444|6.567311051|0.919925763|-387.9176903|22.64931248|0.021783913|-156.9462939|1064.517686|12.45751629|0.0|1.0|1.0|1.0|1.0|1.0|3.18|-7.54|1.0|109.43|1.0|4.0|-3.45|28.0|-6.93|369.42|1.0|2.86|-3.86|0.13|0.0505|2.29|0.0|0.0|2.89e-08|-0.0606|3.99|3842.0|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|0.0729|3.6122|-0.21913|3.7789|7.0605|7.0605
5b_a49|0|0|0.0|1|7.853604813|2|1.343848745|0.1108916119999999|-0.007610481|2|-0.072128552|1.926253727|-0.0695402359999999|0.006696215|2|0.7843021|0.099724518|1|0.615864196|0.020319986|-41.03213895|-44.96093486|0.203066756|-0.026008|-26.42668087|7.020013952999999|69.07083505|0.608694741|-1.300400018|-24.11745318|59.85065205|-15.28671785|0.475192312|2764.188493|468.4133145|1956.050085|-8.985071494|0.3913052589999999|6.270195553|0.905459892|-449.2535747|25.1139312|0.025332565|-127.7749783|1255.69656|14.88971719|0.0|1.0|1.0|1.0|1.0|1.0|3.34|-7.24|1.0|122.26|1.0|3.0|-3.3|30.0|-7.24|396.44|1.0|2.58|-3.93|0.1969999999999999|0.0468|2.08|0.0|0.0|5.79e-08|-0.04453|3.92|3.9209|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|240.03|451.32|0.39241|0.65269|-1291.873941|0.0747|4.3767|-0.20701|6.1996|7.5528|7.5528
4_a47|0|0|0.0|0|0.0|0|1.304464196|0.004633887|-0.008204735|2|-0.158636969|1.42341819|0.0687047279999999|-0.006506051|2|0.783871003|0.019305509|1|0.444849947|0.007772995|-42.46254967|-50.35610033|0.1257991219999999|-0.03525955|-27.39669054|2.300808176|0.0|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|0.402148382|2306.463316|475.6168721|1528.797085|-10.43683449|0.193395607|6.468023748999999|0.67265584|-438.3470487|23.78275706|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|0.0|1.0|1.0|2.0|2.75|-8.79|2.0|106.52|1.0|3.0|-5.92|26.0|-4.99|361.82|0.0|4.32|-5.64|0.0004379999999999|0.0008359999999999|4.96|0.0|0.0|1.61e-09|-0.05606|4.44|3.73|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|0.2221|4.2607|-0.21076|5.4892|7.5|7.5
19_a15|0|0|0.0|0|0.0|0|0.300209223|0.156105985|-0.009832375|1|0.037722611|0.0|-0.04003124|-0.00534669|1|0.722297906|-0.048611111|0|0.355677322|0.00527267|-54.70558911|-64.78818183|0.308930877|-0.042351319|-37.44217335|1.761006946|15.76831619|0.922135562|-1.905809364|-31.61527447|68.10965742|-24.47553536|0.405429114|2625.952212|399.3803987|1857.369806|-14.14482104|0.077864438|6.10227122|0.681885245|-636.516947|26.54223128|0.005747326|-487.9183964|1194.400408|3.321475588|1.0|1.0|1.0|0.0|1.0|2.0|2.99|-7.14|1.0|101.22|1.0|5.0|-5.12|26.0|-6.22|369.44|0.0|2.88|-4.39|0.00279|0.0152|3.29|0.0|0.0|7.28e-08|-0.0372399999999999|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|0.4895|297.03|519.04|0.68945|0.68945|-1523.196562|0.4895|6.7515|-0.20742|9326.0|7.1427|7.1427
11_a3|0|0|0.0|0|6.823286122000001|0|0.605020608|0.119431379|-0.01008647|3|-0.101436441|1.710245969|0.044912659|-0.005959152|3|0.724492061|-0.04179402|1|0.175996916|0.014376713|-45.19136777|-47.02715152|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|0.4680759679999999|2097.896727|367.9098016|1105.41974|-8.76293931|0.2475152639999999|5.475372235|0.8799677029999999|-289.1769972|24.61956593|0.021256639|-238.8563772|812.4456757999999|10.0546353|0.0|1.0|1.0|1.0|1.0|1.0|3.19|-6.51|0.0|88.28|1.0|2.0|-4.08|22.0|-6.59|305.36|0.0|2.46|-3.71|0.0256|0.0601|2.22|0.0|0.0|3.06e-07|-69.0|2.12|3.2232|-1288.195105|-1288.165162|508.58|834.82|384.66|0.4441|384.66|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|3.3694|-0.20018|4.4522|7.3979|7.3979
3d_a12|0|0|0.0|0|0.0|1|1.28383852|0.092417272|-0.008186708|3|-0.166233441|0.0|-0.002185753|-0.000643935|2|0.7697403429999999|-0.108208213|0|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|0.145275317|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|0.472404561|2148.979792|439.1353855|1205.356874|-9.255608086|0.22571647|5.786006004|0.89539167|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|8.281452338|1.0|1.0|1.0|0.0|1.0|1.0|3.98|-7.51|0.0|100.28|1.0|3.0|-3.52|24.0|-6.22|313.36|1.0|2.67|-3.91|0.0945|0.0385|2.81|0.0|0.0|3.08e-08|-0.06842|3.1|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|411.35|0.53114|0.6572100000000001|-1006.556654|0.1583|2.2068|-0.22229|3.0037|7.6021|7.6021
LY580276_a4|0|0|0.0|1|7.535296702|1|1.344599701|-0.156842923|-0.001543874|1|0.0295482979999999|0.0|-0.172607392|0.009622161|1|0.7921620090000001|0.019144144|0|0.243350596|0.008729943|-27.6229776|-34.22831819|0.131473004|-0.028035586|-16.49563923|2.027582675|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|0.437093506|1948.220005|418.5688558|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|0.7764939829999999|-247.4345884|15.93586849|0.008312438|-335.2755182|605.5630025|4.0060099860000005|1.0|1.0|0.0|1.0|1.0|0.0|3.01|-6.56|0.0|84.74|1.0|2.0|-3.67|22.0|-5.71|293.34|1.0|3.69|-4.21|0.0624|0.0181|3.35|0.0|0.0|2.75e-07|-0.0225|3.64|4.4918|-959.4958788|-959.4723321|519.23|865.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|0.1842|2.5355|-0.2099599999999999|3.2891|6757.0|6757.0
17_a20|1|0|0.0|0|6.842683282|0|1.4012598180000002|-0.064380628|-0.005457467|3|0.065447136|1.652760156|0.038629586|0.000922796|3|0.7494736590000001|-0.127696675|1|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|0.0879464559999999|-0.0315649079999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|0.455285305|2761.976599|598.1153253|2210.790304|-13.57480888|0.24569612|8.198616089|0.83582343|-665.1656349|27.44244402|0.016793117|-333.5397332|1344.679757|11.012753300000002|0.0|1.0|1.0|1.0|1.0|1.0|3.5|-10.14|2.0|119.48|0.0|4.0|-5.36|31.0|-6.09|402.45|0.0|3.74|-5.08|0.0017699999999999|0.00336|3.75|0.0|0.0|7.19e-11|-0.0706799999999999|4.11|3.3926|-1291.949041|-1291.918735|673.68|1157.26|365.45|0.2977|365.45|543.09|0.69839|0.69839|-1291.692325|0.2977|3.9703|-0.21089|5.3075|5.6478|5.6478
12c_a30|0|0|0.0|0|7.412764017000001|2|0.604984133|0.045997203|-0.006900253|2|-0.0983590219999999|0.0|0.019094532|0.003603419|1|0.824373792|-0.1240820219999999|0|0.39541773|0.01588025|-50.12643041|-62.99109515|0.156067288|-0.037411484|-41.12547305|6.768942632999999|0.0|0.8061287690000001|-1.833162702|-32.72642202|72.5855533|-24.42511853|0.452966315|2860.640481|550.9847369|2456.062146|-15.946612|0.193871231|7.652098812999999|0.828040991|-781.3839879|30.29927658|0.014695647|-399.7292126|1484.664552|9.594458155|1.0|0.0|1.0|1.0|0.0|1.0|4.62|-7.22|2.0|132.29|1.0|5.0|-5.93|30.0|-5.75|432.93|0.0|3.11|-5.44|0.0005139999999999|0.00156|4.49|0.0|0.0|6.03e-08|-0.0542299999999999|4.45|3.5286|-2035.373591|-2035.339256|695.96|1168.62|351.37|0.2155|245.12|541.39|0.32037|0.68457|-2035.141497|0.1568|3.7377|-0.2038599999999999|4.7893|7.9914|7.9914
