molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|MATS8i|AATSC1pe|n6aHRing|BIC2|MATS8d|nFaHRing|PBF|FPSA3|PNSA3|PNSA5|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
47s_a18|0|0|0.0|0|7.03438793|1|1.251176205|0.026229332|-0.0054038509999999|0|-0.026883417|0.0|0.0134295589999999|0.003686393|0|0.712629555|-0.0540701129999999|0|0.306379663|0.008446541|-53.18668656|-61.36410696|0.15456221|-0.030108416|-46.45326408|4.840414512|51.05656345|0.820470855|-2.107589125|-40.26287221|69.29837549|-22.79238258|0.4740142|2992.734821|640.0051571|1529.863965|-17.25406952|0.179529145|9.811856136|0.901192009|-1207.784866|27.77963709|0.010481057|-485.1995077|1944.574596|7.934268528|1.0|1.0|0.0|1.0|1.0|2.0|4.41|-9.42|3.0|149.34|1.0|10.0|-5.95|36.0|-5.96|482.62|1.0|3.19|-5.45|0.000539|0.0017|4.62|0.0|0.0|3.8199999999999997e-10|-0.0491399999999999|8.41|3218.0|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|2.3134|-0.18109|2.9991|6.2104|6.2104
12c_a31|1|0|0.0|0|7.765993078999999|1|0.6101358029999999|0.046986783|-0.013026643|0|-0.030192572|0.0|-0.094991098|-0.000813398|0|0.842823186|-0.098452311|0|0.343619017|0.030543026|-66.41224264|-82.33748068|0.334536497|-0.036326291|-52.25551342|12.30215386|553.8695417|0.6817087|-1.816314565|-42.14855504|97.28775086|-23.05449459|0.448512808|2592.4503010000003|422.3366652|1894.297124|-14.63154376|0.3182913|8.091269314|0.813278739|-731.5771879|33.81868912|0.023556702|-230.6429907|1690.934456|14.95027019|1.0|1.0|1.0|1.0|1.0|2.0|3.69|-7.24|2.0|108.16|1.0|8.0|-5.23|28.0|-6.53|398.48|0.0|3.32|-4.16|0.00233|0.0277|3.1|0.0|0.0|5.79e-08|-0.0338399999999999|4.6|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|0.2625|323.48|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|0.2625|1.6786|-0.19288|2.2908|6.4202|6.4202
18d_a25|0|0|0.0|1|6.842683282|0|1.193723212|-0.0881447869999999|-0.0029605|2|-0.031867489|2.029297802|-0.070413428|0.0062422|2|0.780221059|0.029728702|1|0.278576218|0.011158458|-46.31109519|-57.45144813|0.062186295|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|0.75793699|-1.602893201|-34.85786147|68.15463481|-21.166323|0.476833495|3113.122552|705.8822532|2625.142499|-15.93166285|0.24206301|9.479218984|0.911437354|-908.1047824|27.92623037|0.014219928|-388.2927768|1591.795131|10.70318668|1.0|1.0|1.0|1.0|1.0|1.0|3.66|-10.23|2.0|143.37|0.0|7.0|-6.26|35.0|-6.21|474.58|0.0|4.5|-5.54|0.00026|0.0013599999999999|4.21|0.0|0.0|5.92e-11|-0.07287|4.56|3.6392|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|219.39|664.72|0.41694|0.6823899999999999|-1806.514606|0.0389|3.2353|-0.2201|4.3658|6.6345|6.6345
5b_a50|0|1|0.0|2|7.927685046000001|1|1.397278957|-0.253064589|-0.00141071|1|-0.052494624|2.473508677|-0.137595558|0.012290091|1|0.791163321|-0.1866330389999999|1|0.271653991|0.012204641|-20.90908698|-31.07327358|0.041393519|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|-10.87564575|0.4462435279999999|2183.545404|486.9950914|1452.442728|-5.525088972000001|0.411250953|5.543302677000001|0.8058479690000001|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|11.68741316|1.0|1.0|0.0|1.0|1.0|0.0|3.37|-5.86|0.0|96.89|2.0|2.0|-3.48|24.0|-6.03|312.37|1.0|3.11|-4.19|105.0|0.0202|3.06|0.0|0.0|1.37e-06|-0.0256899999999999|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|411.9|0.4270899999999999|0.66968|-990.43875|0.1094|4.4181|-0.19252|6.1284|4.9126|4.9126
38_a18|0|0|0.0|0|7.03438793|2|1.251175383|0.059724697|-0.00575311|1|-0.066676644|0.0|-0.020056674|0.001602741|0|0.719168079|-0.007310849|0|0.423402315|0.00838904|-61.25359673|-65.45657441|0.1689295469999999|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|-2.385427574|-48.74349112|71.15832778|-25.65190078|0.4666657999999999|3162.36475|661.3370874|1855.157022|-20.41289434|0.119072105|10.98254153|0.874996952|-1510.554181|29.11918324|0.007165119|-606.2584549|2154.819559|5.701753365|1.0|1.0|0.0|1.0|1.0|3.0|4.53|-10.33|3.0|160.66|0.0|10.0|-6.98|38.0|-5.55|508.65|0.0|3.64|-6.11|5.36e-05|0.000399|5.43|0.0|1.0|4.68e-11|-0.0483699999999999|8.95|3.2241|-1611.630281|-1611.60375|861.93|1515.64|384.55|0.5147|384.55|734.93|0.69235|0.69235|-1611.133158|0.5147|1.9877|-0.18066|2.7244|7041.0|7041.0
14p_a23|0|1|0.0|2|7.423568444|0|1.197963748|0.044380583|-0.005975594|2|0.041987653|0.733042138|-0.060144819|0.009266617|2|0.799506006|-0.090287278|1|0.223758613|0.0221104079999999|-42.52653933|-54.50240143|0.076544251|-0.033660197|-36.77082544|10.06403753|84.65359899|0.751638299|-1.615689464|-28.69113861|67.36602512|-22.70933393|0.464933687|3010.721939|623.0226425|2170.5738260000003|-15.32117727|0.248361701|9.014073839|0.868927227|-735.4165088|30.21311441|0.0190667019999999|-339.5427625|1450.229492|12.86362369|0.0|0.0|1.0|1.0|1.0|1.0|3.48|-7.47|1.0|125.0|1.0|5.0|-5.68|32.0|-6.62|436.49|0.0|3.25|-4.9|0.0009109999999999|0.00554|3.3|0.0|0.0|3.39e-08|-0.09046|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|7.4033|-0.2382|9986.0|8.5302|8.5302
7g_a8|1|0|0.0|1|7.535296702|1|1.39137419|-0.092384028|-0.01002363|0|-0.030968098|0.0|-0.027838247|0.0002620309999999|0|0.7363841520000001|-0.044866536|0|0.306360885|0.031841955|-64.55562181|-67.26263865|0.300623857|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|78.41805331|-27.51653399|0.470618047|2802.2242920000003|419.1502102|2079.55195|-16.4912131|0.193261535|7.588498875|0.8889952590000001|-725.6133762000001|34.10836993|0.018613449|-367.6690814|1500.768277|11.15541466|1.0|0.0|1.0|1.0|0.0|1.0|3.29|-7.91|2.0|108.0|1.0|3.0|-5.78|30.0|-5.63|399.37|0.0|4.14|-5.44|0.000667|0.00143|4.38|0.0|0.0|1.23e-08|-0.06621|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|327.36|0.5165|327.36|507.78|0.62073|0.62073|-1374.291597|0.5165|10.1546|-0.22129|12.9547|4.6772|4.6772
16h_a32|1|1|0.0|0|7.765993078999999|0|0.609420754|0.217139852|-0.015656019|0|-0.069213021|2.075726759|0.061727488|-0.002310082|0|0.832040698|-0.03617945|1|0.44308098|0.02096013|-51.56009529|-77.17316899|0.200808492|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|90.15529448|-24.62973479|0.459750275|2709.44587|507.7688359|3282.554439|-15.6485794|0.2640948939999999|6.710057805|0.850995852|-735.4832318|33.46862873|0.020432929|-299.7661014|1573.02555|12.98212548|1.0|0.0|1.0|1.0|1.0|2.0|3.61|-7.0|2.0|111.95|1.0|7.0|-6.48|28.0|-6.22|413.52|0.0|3.74|-4.75|0.000136|0.0073599999999999|3.66|0.0|0.0|9.89e-08|-0.05028|4.54|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|0.2914|342.67|556.05|0.70219|0.70219|-1955.772465|0.2914|3516.0|-0.2|4.2275|8.0655|8.0655
12z_a30|0|0|0.0|0|7.412764017000001|2|0.604983642|-0.1155022219999999|-0.008819424|2|0.034848862|0.0|0.018796341|0.005111479|1|0.809127478|-0.077335468|0|0.315493739|0.030875938|-49.68145417|-74.96232552|0.167079923|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|95.20867045|-23.67231332|0.48740649|3112.622632|579.3226647000001|2435.831516|-16.464854199999998|0.3691601439999999|8.071510779|0.950863559|-938.4966892|37.52507564|0.029109145|-182.00664430000003|2138.929312|20.24634493|1.0|0.0|1.0|1.0|1.0|1.0|4.86|-6.83|2.0|140.26|1.0|7.0|-5.61|33.0|-6.39|458.54|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|-0.04679|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|257.96|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|7.0446|-0.19279|7.2113|7.3615|7.3615
17_a3|0|0|0.0|0|6.823286122000001|0|0.605019885|0.188373421|-0.009450704|2|-0.015463451|1.709081227|-0.041723219|-0.006696449|2|0.767641592|-0.085686119|1|0.225087454|0.010321361|-50.20132919|-48.88298017|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|0.4383349039999999|2196.728425|408.6362608|1667.279771|-10.24205849|0.159937821|6.2477303310000005|0.780420408|-348.2299886|23.96047156|0.012803096|-346.0738521|814.6560331000001|6.514715538|1.0|1.0|1.0|1.0|1.0|1.0|3.13|-7.48|1.0|95.5|1.0|2.0|-5.53|23.0|-5.61|338.81|0.0|3.71|-4.93|1.0|0.00399|3.88|0.0|0.0|3.28e-08|-0.0720399999999999|3.57|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|386.22|393.58|0.69481|0.69481|-1731.6147670000005|0.4062|3.8077|-0.20359|4.8815|7.6383|7.6383
13b_a5|1|0|0.0|0|7.153833802|1|1.338814635|-0.142746146|-0.004573365|2|-0.006314305|0.0|-0.104404004|0.0066003869999999|2|0.765309977|-0.0330907489999999|0|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|0.168442764|-0.02636836|-31.23446039|5.806729729|46.77748445|0.654076389|-1.344786367|-29.05440446|62.24204745|-17.04942469|0.455921715|2661.597781|537.6736515|1177.571784|-11.0239272|0.345923611|8.427551282000001|0.837970799|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1329.387016|13.93534415|0.0|1.0|1.0|1.0|1.0|1.0|2.97|-8.36|1.0|119.8|1.0|5.0|-4.24|30.0|-6.58|395.46|1.0|3.26|-4.43|0.0225|0.0148|3.01|0.0|0.0|4.36e-09|-0.05177|4.66|4.1793|-1276.066049|-1276.030896|672.43|1138.73|296.66|0.5528|265.31|503.93|0.32779|0.57482|-1275.806761|0.3064|3.5881|-0.22451|4.7964|6.9586|6.9586
14a_a3|0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.111575338|-0.009312773|3|-0.143740653|1.772745969|-0.039177314|-0.004161699|3|0.7574238740000001|-0.287221775|1|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|0.209105063|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|-18.09776067|0.481997259|2160.698862|389.0288018|1186.412113|-8.902004327|0.239123122|5.308770254|0.930491715|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|9.307045698|0.0|1.0|1.0|1.0|1.0|1.0|3.27|-6.89|0.0|93.25|1.0|2.0|-4.45|23.0|-6.42|319.38|0.0|2.76|-3.99|0.0113|0.0327|2.58|0.0|0.0|1.28e-07|-0.06736|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|0.4524|383.1|373.85|0.69708|0.69708|-1327.354384|0.4524|3.5358|-0.19946|4.6689|7.5229|7.5229
47c_a18|0|0|0.0|0|7.03438793|1|1.251176227|0.02368001|-0.007068829|0|0.047739847|0.0|-0.058748345|0.002674691|0|0.758269842|0.050944273|0|0.246894346|0.015864085|-57.54296759|-75.57063623|0.1871383589999999|-0.0321917939999999|-60.75445536|10.25333491|103.416376|0.7489981509999999|-2.350000928|-46.26124419|88.76073429|-25.88035487|0.489290189|3228.879782|653.4941186000001|2027.892739|-20.80632033|0.251001849|9.566965871|0.958059115|-1518.861384|34.55329606|0.016406766|-400.3604527|2522.390613|13.19009806|1.0|1.0|0.0|1.0|1.0|3.0|4.61|-9.18|3.0|154.77|1.0|12.0|-5.73|38.0|-6.61|513.63|0.0|2.42|-5.09|0.000947|0.00417|3.98|1.0|1.0|6.67e-10|-0.0449|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|3.3075|-0.17331|3.8573|8.5229|8.5229
14aa_a23|0|1|0.0|2|7.423568444|0|1.19796312|0.066582026|-0.005050361|2|0.031136154|0.758549568|-0.029037128|0.012103325|2|0.75434493|-0.070471939|1|0.204831806|0.018016316|-35.51947393|-51.83122853|0.075891958|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|0.4930525229999999|2941.302235|629.3423691|2263.821505|-14.65218978|0.203340553|8.000512184|0.972590939|-776.5660584|27.00633206|0.013786041|-404.0660854|1431.335599|9.388663605|0.0|0.0|1.0|1.0|1.0|1.0|3.63|-8.16|2.0|130.22|1.0|5.0|-6.23|32.0|-5.92|439.54|0.0|4.1|-5.55|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|4.1|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|5.8286|-0.21573|8.3532|8451.0|8451.0
18c_a22|0|0|0.0|1|6.842683282|0|1.194229067|-0.191807441|-0.003749104|2|-0.044828537|1.642882533|0.009519672|0.005597023|2|0.7669483559999999|0.010828071|1|0.5003904610000001|0.019843706|-40.094865000000006|-52.84635017|0.068926461|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|-27.73804808|67.73280290000001|-19.94201893|0.4777430589999999|3090.601885|644.1264387|2574.178324|-13.79609783|0.317309976|7.332936064|0.914766316|-731.1931848999999|29.21094233|0.0215181079999999|-252.7737494|1548.179944|14.88645273|1.0|1.0|1.0|1.0|1.0|1.0|3.56|-9.46|1.0|136.36|1.0|6.0|-5.8|34.0|-6.63|461.54|0.0|3.72|-5.1|0.000739|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|-0.07207|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|333.1|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|0.0817|1.2938|-0.22365|1.0733|7585.0|7585.0
13c_a5|1|0|0.0|0|6.605297921|1|1.377702625|-0.2071929139999999|-0.005082338|3|-0.010689086|0.0|-0.098760742|0.006110714|2|0.770478689|-0.033833834|0|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|0.19980328|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|-1.302049531|-33.60884086|70.46156718|-16.50965711|0.46617977|2793.480751|527.6071331999999|1235.709541|-10.8855893|0.448671765|8.492261628|0.873289814|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1557.152554|19.96143955|0.0|1.0|1.0|1.0|1.0|1.0|3.13|-8.09|1.0|120.88|1.0|5.0|-3.55|31.0|-7.28|411.46|0.0|2.68|-3.96|0.1169999999999999|0.0446|2.15|0.0|0.0|8.170000000000001e-09|-0.05615|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|0.1666|2.3276|-0.22939|2.9732|6.9101|6.9101
4f_a49|0|0|0.0|1|7.535296702|1|1.343848013|0.010266272|-0.008903208|2|-0.087861524|1.5830545580000002|-0.064058097|0.001714014|2|0.7927086309999999|0.114367229|1|0.480786546|0.016591015|-55.88123394|-48.83888562|0.262938196|-0.033471819|-26.51573683|4.89045046|59.72286429999999|0.718306291|-1.439288231|-30.33918719|60.18871783|-18.1726086|0.437355335|2458.261097|400.1675422|1629.651745|-9.866320682|0.2816937089999999|6.302023735|0.7773206840000001|-424.2517893|25.29924744|0.020905063|-237.0468572|1087.86764|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|3.07|-6.54|1.0|102.08|1.0|3.0|-3.99|27.0|-6.6|356.38|0.0|2.85|-4.09|0.0365|0.0289|2.64|0.0|0.0|2.92e-07|-0.06954|4.07|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|268.08|411.94|0.39584|0.68474|-1179.029099|0.0579999999999999|1.7833|-0.22471|1.8254|7.3979|7.3979
12s_a36|1|0|0.0|0|7.412764017000001|2|1.297044029|-0.057853364|-0.007059109|2|0.037454164|0.0|0.0056370119999999|0.003962098|1|0.8060798779999999|-0.086791463|0|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|0.169662191|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|-1.901015959|-30.06529118|76.34126108|-23.15117315|0.4604765839999999|2710.355028|535.942162|2294.468358|-14.94294208|0.245801617|7.545963801|0.853487672|-791.9759303|30.69639722|0.018222417|-328.1450742|1626.909053|11.76167282|1.0|0.0|0.0|1.0|0.0|2.0|4.85|-6.97|1.0|128.72|1.0|5.0|-4.16|30.0|-6.55|395.46|1.0|2.14|-4.3|0.0274|0.02|3.04|0.0|0.0|1.08e-07|-0.04908|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|0.0002|6.6068|-0.20467|8.7738|8.0458|8.0458
2_a1|0|0|0.0|1|7.535296702|1|1.348828131|-0.049975995|-0.004621682|1|-0.1056298369999999|0.0|-0.0619710709999999|0.003205156|1|0.795932678|0.1766333219999999|0|0.220315042|0.011282631|-28.32386891|-35.17029414|0.191789935|-0.026492726|-16.00805425|2.337413146|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|0.39830426|1884.85038|367.8635872|1378.496713|-5.488475744|0.305595997|5.2823820260000005|0.6619695520000001|-192.096651|17.36508791|0.017741989|-176.9692239|607.7780769999999|8.075415099999999|1.0|1.0|0.0|1.0|1.0|0.0|2.91|-6.18|0.0|79.77|1.0|2.0|-3.06|21.0|-6.04|279.31|1.0|3.21|-3.78|243.0|0.0466|2.76|0.0|0.0|6.64e-07|-0.02966|3.31|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|3.5853|-0.19826|5.2754|5.2366|5.2366
12ak_a36|1|0|0.0|0|7.412764017000001|2|1.270373882|-0.052930979|-0.006465433|2|0.12041792|0.0|-0.116440196|0.005035022|1|0.815627016|-0.0265703679999999|0|0.537460657|0.019931266|-49.87483724|-66.15829243|0.151294857|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|-35.95881638|79.17567486|-23.5478668|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|7.98672125|0.735576751|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|5.05|-7.38|2.0|138.33|1.0|6.0|-4.95|32.0|-6.19|423.51|1.0|2.66|-4.86|0.0047799999999999|0.00589|3.8|0.0|0.0|4.2e-08|-0.04929|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|0.0001|6.3682|-0.20204|8.5394|7.3372|7.3372
3_a47|0|0|0.0|0|0.0|0|1.304465159|0.013076203|-0.008740449|2|-0.013350303|1.416887578|0.103847816|-0.007967014|2|0.720319618|0.022804181|1|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|0.145272519|-0.036461577|-26.06896797|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|-19.12022366|0.403777634|2243.894237|448.2137648|1280.146703|-10.02652614|0.2150305089999999|6.46319354|0.67722658|-391.0345195|24.35791949|0.016230658|-298.8724505|949.95886|8.511255722000001|1.0|1.0|0.0|1.0|1.0|2.0|2.59|-8.42|1.0|101.55|1.0|3.0|-5.54|25.0|-5.16|347.8|1.0|4.02|-5.35|0.000995|0.00156|4.6|0.0|0.0|3.829999999999999e-09|-0.05717|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|332.54|0.2342|217.52|402.58|0.52977|0.69138|-1469.969304|0.2182|4.0226|-0.2119|5.3274|6.5|6.5
12a_a40|0|0|0.0|1|7.515889085|0|0.604990853|0.021610099|-0.00431394|0|0.17758258|0.8332127109999999|0.100414476|0.007890601|0|0.718281767|-0.375724138|1|0.000279043|0.011766311|-32.81611621|-38.17175304|0.059120235|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|-17.23885621|0.476055146|2185.594734|479.8867095|600.1247016|-8.792513441|0.14863036|7.563170499|0.908597808|-272.5679167|20.24838026|0.010759845|-358.4254366|627.699788|5.487955617999999|1.0|0.0|1.0|0.0|0.0|0.0|3.2|-7.21|1.0|91.76|1.0|2.0|-6.41|22.0|-4.56|346.23|1.0|4.78|-5.95|0.000134|0.00039|5.43|0.0|1.0|6.15e-08|-0.08015|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|0.3701|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|-0.2091|3.8054|5.7501|5.7501
17b_a50|0|1|0.0|2|7.934155233999999|1|1.348984601|-0.145258626|-0.002181823|1|0.035558152|2.206759705|-0.152660972|0.012686493|1|0.7621727979999999|-0.257646121|1|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|0.068150817|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|0.4835366239999999|2765.537065|648.4900322000001|1948.148592|-12.98417734|0.1966134769999999|8.324966952|0.936245718|-805.0189948|23.22374317|0.010169967|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|1.0|1.0|0.0|4.17|-7.54|3.0|131.39|1.0|8.0|-4.75|32.0|-6.09|426.56|1.0|3.87|-4.91|0.00763|0.0052|3.96|0.0|0.0|2.87e-08|-0.0318|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|0.1758|6.3333|-0.19879|8.4096|6.9136|6.9136
12u_a30|0|0|0.0|0|7.412764017000001|2|0.604983445|0.028039604|-0.006935447|2|-0.091507428|0.0|0.028815747|0.001805829|1|0.83236194|-0.105767484|0|0.477056017|0.015562896|-51.83732031|-65.55148142|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|-25.41792137|0.443167712|3001.03926|568.9563615000001|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|0.7958728709999999|-834.2224549|31.36222814|0.014495402|-415.8966522|1536.749179|9.709034401|1.0|0.0|1.0|1.0|0.0|1.0|4.63|-7.8|2.0|137.3|1.0|5.0|-6.58|31.0|-5.52|467.37|0.0|3.59|-6.04|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|-0.0528299999999999|5.08|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|354.21|559.16|0.6847|0.6847|-2494.736802|0.1502|5.3020000000000005|-0.20146|7.0553|7.4647|7.4647
1a_a18 (SB-431542)|1|0|0.0|0|7.423568444|1|1.430935835|0.043282217|-0.015636898|1|0.1008839219999999|0.0|-0.029658865|-0.008385698|1|0.7462411859999999|-0.083341531|0|0.210046675|0.033020439|-74.98172333|-72.69619778|0.405958714|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|0.472443977|2678.82389|352.3666367|1890.195809|-16.29019397|0.2468003389999999|7.52384981|0.895533283|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|3.25|-7.69|1.0|106.85|1.0|4.0|-4.52|29.0|-6.73|384.39|0.0|2.85|-4.25|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|-0.05971|4.57|3295.0|-1292.588031|-1292.553086|620.23|1048.7|376.27|0.5767|324.5|464.08|0.55409|0.69868|-1292.358966|0.3347|5.9926|-193.0|8.8609|6.9031|6.9031
16b_a23|0|1|0.0|2|7.423568444|1|1.197960988|0.031073244|-0.005139233|3|0.054655144|0.754232958|-0.068280331|0.011266252|2|0.7740962779999999|-0.09063701|1|0.2256448969999999|0.018614978|-37.52431601|-58.69232154|0.071420236|-0.031407956|-43.49333918|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|72.31582904|-23.2745413|0.4870072789999999|3370.826124|688.1144512|2256.698672|-17.24735864|0.261023|9.472884487|0.949345397|-1000.346801|31.49562341|0.018384316|-354.1828792|1826.746158|13.6235075|1.0|0.0|1.0|1.0|0.0|1.0|4.19|-7.33|2.0|146.03|1.0|6.0|-6.19|36.0|-6.3|489.57|0.0|2.9|-5.67|0.000314|0.00106|4.21|0.0|0.0|4.6200000000000003e-08|-0.07352|4.24|1.6041|-1877.655481|-1877.615701|772.84|1340.35|772.92|0.3456|772.92|607.92|0.95419|0.95419|-1877.270284|0.3456|9.2317|-0.21093|14.8849|7.0191|7.0191
