molecula|NaaNH|n9FaHRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|SIC2|nFaHRing|RASA|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
47l_a18|0|0|0.0|1|1.251176792|0.0|0.0340353029999999|-0.0603838109999999|0.035308642|-0.0057783619999999|-0.428858819|-0.00046896|10.94702063|-0.056270425|0|0|-0.008768679|-0.156998637|-0.4925232479999999|0.7452092359999999|0.7435044540000001|0.781148177|0|0.803473313|0.009199889|-57.15119372|-59.6654726|6.543729374|11.54768766|0.196526687|139.7861865|-0.031456589|-42.43906517|51.44279524|-2.0132216990000003|68.83398609|63.6949231|2852.093627|571.4972966|1427.032023|-15.91464944|9.423637134|18.46922943|0.959883341|145.02405359999997|28.10487315|0.012890098|-421.235376|931.8364349|9.168513486|1.0|1.0|0.0|1.0|1.0|3.0|0.25|18.0|-9.37|3.19|2.94|3.0|1.0|139.63|1.0|9.0|-5.26|3.0|-6.39|454.56|0.0|2.72|-4.84|5.44e-06|0.0066099999999999|0.0|-0.0520399999999999|7.71|3.2026|-1455.5758039999998|764.74|1334.6|387.13|667.5|0.69291|0.5019|-0.18344|3.3864|7.4949|7.4949
12n_a30|0|0|0.0|2|0.604984682|0.0|0.0304762079999999|-0.064217094|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|10.31162898|-0.087019298|1|1|-0.254279374|-0.120380857|-0.464204099|0.669561738|0.815003426|0.870930234|0|0.7781502140000001|0.017064818|-52.4873066|-66.48079820000001|10.77573511|85.87072848|0.221849786|140.0890685|-0.038674741|-41.97990569|0.0|-1.895062322|76.16725916|63.2630417|2848.910641|491.3700419|2349.172094|-15.42118984|7.385790169|13.93957316|0.887350282|126.6686716|30.54968688|0.0153398069999999|-378.1217671|618.6004214|9.686460958|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-6.9|3.18|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|5.0|-6.02|416.47|0.0|2.92|-5.01|4.12e-06|0.00405|0.0|-0.05076|4.07|3.4859|-1675.011418|669.57|1131.65|238.43|506.94|0.27009|0.1489|-0.19876|6.32|7983.0|7983.0
12ab_a36|1|0|3.458948649|2|1.297042596|0.0|-0.064515677|0.000258844|0.039951691|0.035377607|-0.408023082|0.000939229|10.9540584|-0.029080933|1|1|0.0618552579999999|-0.169341326|-0.4186639029999999|0.86559137|0.831136366|0.888163057|0|0.8410557559999999|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|109.6369437|-0.033434841|-45.21303385|15.55386871|-1.805481415|82.3666474|71.2577056|2902.39241|580.1454645|2390.849902|-15.90828969|7.821826146|15.18764075|0.941700118|221.4026852|33.96451406|0.024384271|-246.9770378|708.5476357999999|16.81984117|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.05|1.95|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|5.0|-7.21|420.47|0.0|1.8|-3.91|0.0001199999999999|0.0515|0.0|-0.0523799999999999|3.23|3.8845|-1364.509957|712.73|1201.64|319.17|564.58|0.69294|0.4451|-0.2093699999999999|5.3228|7.9586|7.9586
7e_a8|1|0|3.038052327|0|1.394799915|1.3496955309999998|-0.150447714|-0.052939815|0.043758865|-0.03633378|-0.289324602|0.0024398329999999|10.94332434|-0.0446343779999999|1|1|-0.075638618|0.07125309|-0.341022848|0.5897105770000001|0.732001738|0.790500031|0|0.8291560379999999|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|102.177831|-0.037446454|-31.72369068|63.5628736|-1.6850904519999998|64.23177694|64.40615805|2605.914474|495.8990914|2032.501296|-13.39444718|7.70387217|14.654025199999998|0.902163597|133.9683023|28.86058693|0.018708212|-330.14031780000005|519.5762494|11.18895001|1.0|0.0|1.0|0.0|0.0|1.0|0.04|23.0|-8.29|4.94|3.54|2.0|0.0|108.43|1.0|4.0|-5.75|4.0|-5.43|385.39|0.0|4.31|-5.41|1.78e-06|0.00149|0.0|-0.0697|6.32|3.2363|-1300.495519|622.23|1060.05|325.06|544.55|0.6998300000000001|0.1522|-0.2054699999999999|11.4436|4.4547|4.4547
12ba_a36|1|0|3.389685532|2|1.297043659|0.0|-0.090865777|0.026411489|0.040566449|0.087201747|-0.423472625|-0.002123045|10.9478512|-0.011949092|1|1|0.159880159|-0.168084618|-0.410941182|0.844641715|0.8256014690000001|0.890675195|0|0.849738126|0.0246090489999999|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|16.1479891|-1.951382748|89.06670390000001|72.63670824|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|7.409667253999999|14.59456478|0.969665341|197.4608731|35.76372225|0.023797439|-278.7665262|688.1986357999999|16.03205543|1.0|0.0|1.0|1.0|0.0|2.0|0.12|17.0|-6.72|1.63|0.74|1.0|0.0|133.18|1.0|5.0|-4.77|6.0|-7.04|431.45|0.0|1.57|-4.25|1.6800000000000002e-05|0.0244|0.0|-0.08446|2.79|3.0114|-1417.454721|687.23|1187.56|236.13|547.82|0.3989999999999999|0.0009|-0.21033|4.5448|7.6778|7.6778
11a_a50|0|1|0.0|1|1.397733996|4.088412042|-0.156121881|-0.014702942|0.038040936|-0.04339705|-0.134056065|0.011959339|10.94500606|-0.129547471|2|2|-0.0739260509999999|-0.277408878|-0.267331063|0.701976536|0.792574879|0.8535780190000001|1|0.917127112|0.01848869|-25.48858279|-37.63057389|9.774322692|7.53108119|0.0828728879999999|43.81199235|-0.025421565|-19.89396594|67.28055926|-1.067705728|48.67321197|35.26290548|2286.226222|484.8529701000001|1550.320581|-7.104987834|5.965221997|11.123941699999998|0.864799282|182.7270002|20.53832944|0.020887781|-163.21096210000002|439.9973344|11.04263807|0.0|0.0|1.0|1.0|1.0|0.0|0.15|20.0|-5.87|3.73|2.25|0.0|0.0|99.65|2.0|2.0|-3.58|3.0|-6.24|327.38|1.0|2.95|-4.16|0.000263|0.0228|0.0|-0.03284|3.05|4.0636|-1045.978598|574.01|963.2|305.11|437.9|0.65485|0.1761|-0.2005299999999999|7.5619|7.2291|7.2291
12t_a36|1|0|3.500121488|2|1.297042607|0.0|-0.058770337|-0.034194893|0.041767677|0.035510516|-0.404180985|0.003676818|10.95395385|-0.0288761339999999|1|1|0.059266516|-0.169994208|-0.436022708|0.902377067|0.829598864|0.878510663|0|0.8337556420000001|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|-0.035934112|-44.63604995|0.417511887|-2.012310282|77.32343502|60.71345614|2771.211293|555.3275093999999|2320.375227|-15.94144641|7.960344391|15.36435856|0.930112292|144.422087|30.56063281|0.01547607|-377.2113003|729.1873176|10.30792105|1.0|0.0|0.0|1.0|0.0|2.0|0.21|17.0|-7.36|2.45|2.45|1.0|0.0|133.52|1.0|6.0|-4.61|4.0|-6.33|409.49|1.0|2.4|-4.57|2.48e-05|0.0109|0.0|-0.05302|3.87|3.6694|-1311.585049|713.6|1208.04|319.18|562.72|0.69297|0.0155|-0.2039|7.9104|8.0969|8.0969
4p_a46|0|0|0.0|1|1.134636977|2.102855253|-0.060700883|-0.038295755|0.046533816|-0.164311513|-0.233901882|0.005152176|10.93681929|-0.120823841|1|1|-0.251219946|0.101602982|-0.369670745|0.7471162309999999|0.747019097|0.7911509609999999|0|0.905966489|0.007398064|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|-26.78464688|0.0|-1.498932241|51.05047787|60.7522985|2257.769185|513.8073925|2219.4587530000003|-9.642472876|5.828038618|10.10955243|0.734640605|71.34266847|19.44852199|0.006740305|-424.4519674|585.8536976|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|0.3|17.0|-7.05|5.25|3.2|2.0|0.0|107.89|1.0|2.0|-5.8|3.0|-5.09|357.45|1.0|4.25|-5.4|1.59e-06|0.00144|0.0|-0.0393|4.89|3.9958|-1129.65844|598.19|1058.54|226.26|537.47|0.43709|0.0763|-0.20749|5.3996|6.4672|6.4672
4i_a46|0|0|0.0|1|1.1346370959999998|2.184105962|-0.167244168|-0.018872727|0.049498645|-0.088884176|-0.127450387|0.012211602|10.94638684|-0.125773054|1|1|-0.133434195|-0.091288438|-0.22302552|0.7204791309999999|0.749522825|0.786754478|0|0.940780437|0.015663081|-33.08099617|-42.48203383|8.847405392999999|67.51603424|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|70.55661087|-1.278543436|49.04951810000001|41.92840157|2200.19132|531.4066842|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|0.685288314|133.40134070000002|18.53900079|0.011626803|-298.0546045|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|1.0|0.0|0.36|17.0|-7.3|5.07|3.06|1.0|0.0|105.43|1.0|3.0|-4.94|3.0|-5.31|347.45|1.0|4.16|-5.04|1.16e-05|0.00317|0.0|-0.01646|4.46|4.4232|-1092.730494|611.74|1058.5|229.66|546.24|0.41877|0.1421|-0.20084|3.8696|6.2132|6.2132
1c_a5|1|0|2.955525321|0|1.424607938|0.0|-0.268536978|-0.006491037|0.0248765429999999|-0.080321049|-0.085301064|0.008031558|10.9433337|-0.058823529|1|1|-0.133677441|0.0578378779999999|-0.20172074|0.71274658|0.7595197290000001|0.821309592|0|0.88631419|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|0.0|-1.12554131|43.86175561|39.09545876|2105.8969850000003|453.4753671|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|126.3615674|19.11862892|0.0153811389999999|-258.918642|409.0289917|7.869633359|1.0|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.41|4.51|2.13|0.0|0.0|95.45|1.0|3.0|-4.25|3.0|-5.77|312.37|1.0|3.43|-4.45|5.5700000000000005e-05|0.0111|0.0|-0.03965|3.17|4.5088|-990.6223073|556.84|929.31|254.15|410.52|0.4444899999999999|0.1076|-0.22684|2.6801|5.4|5.4
12bi_a36|1|0|3.466222049|2|1.297042566|0.0|-0.088734077|-0.043740597|0.043854875|0.03474497|-0.559678363|0.000482522|10.95958518|0.041834838|1|1|0.056936052|-0.289604649|-0.37220074|0.884226781|0.812921349|0.858971809|0|0.7850011179999999|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|150.12481100000002|-0.027831043|-52.46851415|0.0|-1.614200516|101.3899049|82.05687954|3044.149713|548.1337538|2660.0547690000003|-13.56944331|8.454426643|15.71382803|0.85865094|349.3664649|38.89295091|0.037590587|0.474365004|766.4854363|26.24794923|1.0|0.0|0.0|1.0|1.0|2.0|0.21|17.0|-6.79|1.9|1.42|1.0|0.0|136.74|1.0|7.0|-4.11|6.0|-7.13|441.49|0.0|1.75|-4.15|7.75e-05|0.0315|0.0|-0.0510199999999999|2.68|3.6851|-1461.997992|742.94|1256.37|319.1|603.92|0.68181|0.0252|-0.2018|8.8903|7.8539|7.8539
13f_a6|1|0|3.440154557|0|1.429020649|0.0|-0.088329567|-0.008507023|45.0|0.04505613|-0.381170169|-0.003356527|10.95053349|-0.049928822|1|1|0.079490516|-0.223618825|-0.466314952|0.841211811|0.77199166|0.834167942|1|0.863222493|0.018554018|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|0.0|-1.672913351|75.61173794|61.72438096|2869.925064|579.7398537|3253.287533|-14.79531062|9.050440345|15.13042752|0.6717890999999999|187.5697972|30.56694343|0.0196449239999999|-296.4599736|676.2770877|13.19352214|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|4.53|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|5.0|-6.52|417.47|0.0|3.19|-4.78|7.74e-06|0.00688|0.0|-0.07786|3.36|3139.0|-1347.301285|711.29|1202.78|256.1|568.41|0.49643|0.0048|-0.2059099999999999|13.9612|7.3768|7.3768
1f_a5|1|0|2.824395738|0|1.218960329|0.0|-0.139907335|-0.31059482|0.029105691|-0.118028278|-0.277594656|-0.0012491689999999|10.94527671|-0.000625|1|1|-0.389011185|0.004923698|-0.401165734|0.525406088|0.771487328|0.834250802|0|0.888073448|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|62.42799372|-0.035639589|-26.08772825|0.21377016|-1.425583552|57.83835135|55.67318607|2482.949545|495.3305784|979.2285994|-11.0872845|7.117418022000001|13.35549635|0.8764524309999999|135.2439659|26.24118632|0.01983997|-287.2706403|403.396385|11.06591332|1.0|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.88|6.37|2.73|2.0|0.0|95.49|1.0|4.0|-4.79|6.0|-5.73|366.34|0.0|4.23|-4.97|1.6100000000000002e-05|0.00396|0.0|-0.05346|3.58|4.5758|-1288.353339|577.11|958.06|261.1|442.04|0.47267|0.0228|-0.2357|4.9879|6.6198|6.6198
9g_a40|0|0|0.0|0|0.604992427|1.849105962|-0.058811055|-0.0220464379999999|0.043730159|0.07954859|-0.225327061|0.011921308|10.31197177|-0.145879501|2|2|0.133954053|-0.062672355|-0.383703998|0.694156166|0.764275277|0.821935848|1|0.90454157|0.021367335|-33.47455057|-41.63731423|11.25704374|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|64.08637519|-1.185495647|51.16627179|44.73159432|2169.234651|476.5434822|349.4421673|-8.658932892000001|8.180261533|15.62271835|0.909806709|136.8503571|22.20330888|0.018087202|-253.1335385|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|0.06|22.0|-6.43|2.93|0.64|0.0|0.0|87.53|1.0|3.0|-2.49|4.0|-7.17|302.33|1.0|1.93|-3.09|0.00323|247.0|0.0|-0.0624|3.83|3.0778|-1332.487689|559.04|923.42|402.84|469.6|0.70233|0.3563|-0.19005|5063.0|5.45|5.45
4_a3|0|0|0.0|0|0.60501714|0.0|0.2122551539999999|-0.161259999|0.035345345|-0.08769805|-0.325334256|-0.008407895|10.31162267|0.0248526079999999|1|1|-0.208888686|0.127253753|-0.607238634|0.640351067|0.721302096|0.785381728|1|0.74053397|0.008006786|-52.4583525|-46.9200748|3.806447632|235.6982345|0.25946603|123.350856|-0.039478171|-22.30593113|77.51574252|-1.381735991|51.71950126|56.26480013|2142.972568|352.05186289999995|1548.626215|-8.922372453|5.05182773|8.648209506|0.711897153|63.23984222|21.6476858|0.0100954959999999|-348.9230345|347.9532383|4.799426464|1.0|1.0|0.0|1.0|1.0|1.0|0.0|21.0|-7.53|5.17|3.07|1.0|0.0|92.65|1.0|2.0|-5.69|3.0|-5.21|321.37|0.0|4.09|-5.09|2.02e-06|0.00264|0.0|-0.0584299999999999|3.53|3.4771|-1355.332318|504.29|858.45|208.93|338.33|0.3809|119.0|-0.20826|3.1409|5.9|5.9
1d_a5|1|0|2.79978458|0|1.217311475|0.0|-0.133500214|-0.308010841|0.030074074|-0.118028278|-0.2688711589999999|-0.0012491689999999|10.94437658|-0.010183824|1|1|-0.389011185|0.004923698|-0.38633065|0.525406088|0.7595197290000001|0.821309592|0|0.8965037640000001|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|0.0|-1.465632167|56.83734591|52.05055075|2481.822293|484.3911442|1172.890724|-10.69678217|6.116537519|11.5640749|0.89062437|123.9992274|25.69414151|0.018980039|-292.3128788|403.396385|10.25512997|1.0|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.88|6.37|2.73|2.0|0.0|95.49|1.0|4.0|-4.79|6.0|-5.73|366.34|0.0|4.15|-4.97|1.6100000000000002e-05|0.00396|0.0|-0.04528|3.58|4.6112|-1288.340378|567.04|951.63|254.46|414.59|0.41781|0.0982|-0.23519|5.3765|5.03|5.03
4g_a49|0|0|0.0|2|1.343847279|4.107873566|-0.087219006|-0.008414823|0.036761229|-0.085731041|-0.328081947|0.007953069|10.92777048|0.08591712|2|2|-0.146265064|-0.066023903|-0.311927917|0.651833607|0.7559263270000001|0.81242269|2|0.8601878270000001|0.018944337|-61.24875669|-66.44036383|18.87757641|151.0705543|0.139812173|139.3194688|-0.0250032489999999|-66.20622488|74.95505057|-2.000259924|90.11923831|80.12633309|4706.348867000001|857.1564845|4747.967275999999|-24.82733433|9.28937554|18.19125978|0.958286615|371.3295653|39.71443299|0.023762615|-253.8168226|1714.878736|23.67887448|0.0|0.0|0.0|1.0|0.0|1.0|0.1|42.0|-13.67|7.56|2.87|2.0|0.0|198.32|0.0|7.0|-7.47|7.0|-6.6|663.73|0.0|5.23|-7.43|3.3700000000000004e-08|2.47e-05|0.0|-0.06458|6.35|3.6269|-2147.721319|985.89|1766.47|287.56|662.84|0.33449|0.0265|-0.21545|4.5147|6.9747|6.9747
13b_a6|1|0|3.423777636|1|1.430640379|0.0|-0.0411179|-0.0265090529999999|0.042739018|0.060593678|-0.6051312529999999|-0.00460563|10.95129557|-0.064811009|1|1|0.100281317|-0.180339002|-0.490758329|0.850080948|0.7788169070000001|0.8370824240000001|0|0.7757172059999999|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|554.4007331|-2.032484418|87.39962829999999|82.07670290000002|2821.72831|508.6895893|2587.000662|-17.48058934|9.087172635|15.37022155|0.69141956|159.1980937|35.20276076|0.0203627189999999|-337.3706117|627.4287311|13.35319491|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.32|1.29|2.0|0.0|116.79|1.0|5.0|-5.51|5.0|-6.1|409.44|0.0|3.45|-4.99|3.11e-06|0.00417|0.0|-0.0525799999999999|4.04|3.6322|-1350.0903970000002|694.33|1167.21|255.67|574.07|0.58026|0.2461|-0.20156|13.5746|6.7595|6.7595
9b_a31|1|0|3.338934004|1|0.610136326|0.0|0.010411229|-0.070525429|0.03995614|-0.045938305|-0.706953442|-0.0050444109999999|10.31169871|-0.091236608|2|2|-0.075191042|-0.2345186269999999|-0.554573699|0.811212624|0.852813666|0.899394425|0|0.669120552|0.034595809|-63.73317225|-80.40427495|21.21368453|152.8702381|0.330879448|202.8908225|-0.039058603|-49.30281875|552.0968813|-1.835754351|95.78862992|84.94685678|2534.356888|410.2957125|1711.969694|-14.68594601|8.097516252|15.2652837|0.88518099|190.5935925|34.75199071|0.025089192|-231.99935|524.0230338|15.38435497|1.0|1.0|1.0|1.0|1.0|2.0|0.32|16.0|-6.84|3.5|0.86|1.0|0.0|103.36|1.0|7.0|-4.76|5.0|-6.77|384.45|0.0|3.0|-3.86|1.76e-05|0.0527|0.0|-0.0422899999999999|4.69|3.8435|-1578.839267|663.06|1091.21|224.94|562.68|0.41622|0.2627|-0.2013599999999999|6.8028|7.2007|7.2007
10_a15|0|0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.0435725659999999|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|10.95972828|0.010152859|0|0|-0.132759909|-0.184255041|-0.391156537|0.8310685940000001|0.713794823|0.7585998270000001|0|0.933136945|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|-0.036384844|-34.36276159|0.0|-1.928396745|65.80736417|36.83936823|2605.82709|542.9602292000001|2305.991259|-12.31872585|5.555044294|10.08767698|0.815948972|98.81668286|25.50202895|0.0116026369999999|-384.2321709|673.7288405|6.751174337|1.0|1.0|1.0|1.0|1.0|1.0|0.12|24.0|-9.82|6.3|2.87|2.0|0.0|119.95|1.0|6.0|-6.22|4.0|-4.97|397.47|0.0|4.69|-5.83|5.99e-07|0.000584|0.0|-0.03581|5.16|3.6448|-1281.088565|631.2|1136.48|277.48|487.16|0.66799|0.0042|-0.18958|3.1460000000000004|8.1549|8.1549
4c_a46|0|0|0.0|1|1.134637091|2.137504882|-0.068543882|-0.048990529|0.0440307329999999|-0.111750026|-0.300069396|0.010177371|10.94298307|-0.068256579|1|1|-0.165951544|-0.083788154|-0.421467037|0.649753668|0.726862617|0.761921603|0|0.890777395|0.013924723|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|53.13410852|-1.662574604|60.67664538|49.01980408|2455.604167|562.9269925|2487.942529|-11.85656505|7.172412106|13.06174141|0.8211086059999999|100.6356847|22.31552819|0.008510983|-430.6788754|696.2528933|5.378517586|1.0|0.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.62|5.24|3.4|2.0|0.0|115.03|1.0|5.0|-5.55|4.0|-5.39|389.49|1.0|4.44|-5.28|2.8e-06|0.00207|0.0|-0.04381|6.38|4.1026|-1245.4159619999998|683.75|1176.07|227.16|617.56|0.42391|0.2083|-0.21466|5.4491|5.6972|5.6972
1_a6 (SB-431542)|1|0|3.3674017380000003|1|1.430935835|0.0|0.043282217|-0.175408303|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|-0.0492229479999999|1|1|0.164429684|-0.033765606|-0.567791164|0.838928085|0.7462411859999999|0.805877431|0|0.5940412860000001|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|87.15852628|94.56841061|2678.823231|352.3666367|1890.228713|-16.29019397|7.523839331|14.26172029|0.895537592|146.3942108|36.46179023|0.02438148|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|0.05|23.0|-7.69|3.63|1.54|1.0|0.0|106.85|1.0|4.0|-4.52|5.0|-6.73|384.39|0.0|2.85|-4.25|3.03e-05|0.0218|0.0|-0.05971|4.57|3295.0|-1292.588032|619.92|1049.69|324.5|464.07|0.55256|0.3346|-193.0|8.8611|5.8119|5.8119
14_a47|1|1|2.871076328|0|1.417758105|0.0|-0.126490693|-0.136491228|0.036632997|0.017068634|-0.2306964|-0.008212621|10.95058279|0.0295267039999999|1|1|0.05124606|-0.061837113|-0.33240126|0.5975877820000001|0.777675668|0.8467634620000001|1|0.681598464|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|160.57883|-0.034963476|-23.9422834|0.0|-1.223721666|61.62381153|57.32194098|2254.664317|343.7492333|670.2518865000001|-8.892848121|6.909385453|13.15643085|0.904139078|169.0962983|26.52746264|0.028057496|-166.1354667|310.8026328|14.15018248|1.0|1.0|0.0|1.0|1.0|2.0|0.0|21.0|-7.79|4.88|2.49|0.0|0.0|86.58|1.0|3.0|-3.97|5.0|-6.21|323.3|1.0|3.16|-4.13|0.000108|0.0241|0.0|-0.06057|2.64|3.9671|-1127.737484|519.55|849.76|312.53|375.43|0.68345|0.2452|-0.22434|3665.0|8.1|8.1
27c_a34|0|0|0.0|1|1.4335249819999998|1.996958431|0.02583752|-0.1450543259999999|0.041728395|-0.08157574|-0.80008116|-0.008017781|10.95447877|-0.014364543|1|1|-0.132026575|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|0.8353837409999999|0|0.631065353|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|176.7076265|0.368934647|248.17931940000005|-0.042782312|-57.00328784|119.8660257|-2.26746252|100.1948155|97.35782216|2921.328444|424.51250080000005|2477.818875|-19.35960719|8.808655321|15.31184469|0.738272657|176.1124482|38.98592708|0.022975949|-320.4669239|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-7.67|3.34|1.71|1.0|0.0|119.71|1.0|6.0|-4.75|5.0|-6.85|427.46|0.0|2.83|-4.45|1.7800000000000002e-05|0.0151|0.0|-0.03792|5.23|3.9186|-1426.521813|709.72|1203.69|289.89|558.04|0.68683|0.0093|-0.19682|9.6148|6.0969|6.0969
12an_a36|1|0|3.489959714|2|0.6294007110000001|0.0|-0.05423417|-0.046532211|0.042739018|0.0966393909999999|-0.407702102|0.00285431|10.33556631|-0.031635802|1|1|0.170355752|-0.133106642|-0.434819796|0.906423012|0.8344566859999999|0.885733922|0|0.836440154|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|-48.0034364|0.0|-1.997765039|81.70091433|61.37296195|2881.978785|565.1654879|2399.367452|-16.89009799|8.773001855|15.82907093|0.8042935809999999|146.2760938|31.9040205|0.015771136|-383.1273396|725.9470896|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|0.17|17.0|-7.05|2.61|2.51|1.0|0.0|135.47|1.0|6.0|-4.85|4.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|0.0132|0.0|-0.05561|3.37|3.7872|-1670.452238|718.98|1215.98|239.49|571.76|0.44822|0.0644|-0.21035|6.2182|7.3979|7.3979
12z_a36|1|0|3.435113772|2|1.297044126|0.0|-0.065211069|-0.010732275|0.041767677|0.037307819|-0.421948174|-0.000143196|10.95429182|-0.030529442|1|1|0.066366917|-0.175397741|-0.433580807|0.8707354620000001|0.826316772|0.886776351|0|0.834790405|0.023371488|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|109.572766|-0.036238222|-45.16471514|15.59091678|-1.848149347|83.07227002|69.61568586|2841.692299|553.6621150000001|2451.657399|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|190.5590792|33.72393432|0.0225782039999999|-282.1167226|642.3830552000001|14.97465267|1.0|0.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.66|1.76|1.38|1.0|0.0|128.47|1.0|5.0|-3.99|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000101|0.0458|0.0|-0.05642|2.98|3.8969|-1325.195958|686.33|1153.7|318.16|539.36|0.69397|0.4423|-0.2139199999999999|6.5892|8301.0|8301.0
