molecula|NaaNH|n9FaHRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|SIC2|nFaHRing|RASA|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
2_a47|0|0|0.0|0|1.381899691|0.0|-0.002024001|-0.13117284|0.027058824|-0.004557357|-0.3581612489999999|-0.007479445|10.93671092|-0.013580367|0|0|-0.007299676|-0.0274111779999999|-0.444853768|0.916092248|0.671819147|0.728066943|1|0.847324011|0.008511123|-41.57671973|-47.65477123|4.240150185|99.5619537|0.152675989|76.06154148|-0.036790752|-23.74109633|0.958043241|-1.4348393119999998|55.81329383|45.81686991|2105.761386|422.1277419|1242.745585|-9.131190896|5.308758149|9.369924133|0.764993595|107.1215986|23.34938746|0.016376351|-283.9460863|392.6099255|8.158522603|1.0|1.0|0.0|1.0|1.0|2.0|0.0|22.0|-7.82|4.75|2.39|1.0|0.0|96.54|1.0|3.0|-5.46|3.0|-5.0|313.35|1.0|3.58|-5.11|3.46e-06|0.00243|0.0|-0.05285|3.49|3.7181|-1010.540464|536.13|902.07|333.46|371.19|0.69102|0.2143|-0.20731|3.1004|6.2|6.2
11c_a31|1|0|3.336985072|1|0.6101368770000001|0.0|0.069254998|-0.141329185|0.037731481|-0.031640011|-0.847114804|-0.011679927|10.31169916|-0.085216451|2|2|-0.0512371409999999|-0.16065803|-0.572548808|0.825336018|0.839810365|0.8906705429999999|0|0.564143263|0.034256743|-80.82023592|-82.24513417|20.06220362|264.7428792|0.435856737|255.2562173|-0.042457317|-48.16624372|70.98337779|-1.825664624|99.31985763|100.8824395|2470.585429|330.3862551|1770.045716|-14.56188764|7.259183801|13.95917988|0.922968238|189.6959033|36.77740577|0.029155542|-206.2506659|449.7512005|17.07472346|1.0|0.0|1.0|1.0|1.0|2.0|0.28|16.0|-5.84|3.64|1.03|1.0|0.0|97.32|2.0|6.0|-5.11|6.0|-6.56|371.41|0.0|3.04|-3.98|7.68e-06|39.0|0.0|-0.03532|4.47|3.8551|-1559.3980869999998|622.22|1022.77|321.61|512.9|0.7005899999999999|0.2627|-0.19526|7.5091|6.8861|6.8861
14l_a23|0|1|0.0|0|1.1979636809999998|3.402752757|0.060717916|-0.026530366|0.046283951|0.042748013|-0.288615723|0.01269616|10.313217800000002|-0.061788679|2|2|0.07815878|-0.136106024|-0.448622017|0.725800261|0.778602826|0.836852328|1|0.921267667|0.018669073|-35.3275485|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|81.90812552|-1.642298442|61.54673359|47.64388017|2879.181064|607.777253|2176.038061|-14.29549842|8.006380163|15.78926563|0.972085426|138.7874759|27.44221375|0.01508774|-382.1434717|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.78|4.33|3.24|2.0|1.0|125.25|1.0|5.0|-5.85|4.0|-6.1|425.51|0.0|3.78|-5.25|1.43e-06|0.0023899999999999|0.0|-0.07191|3.79|3.6274|-1669.2363289999998|694.65|1185.79|341.8|560.51|0.67242|0.4239|-0.2183|8.2422|8.1798|8.1798
24_a47|0|1|0.0|0|1.304328602|1.225600378|0.0453435129999999|-0.1160443999999999|0.039520202|0.0251322929999999|-0.484848181|-0.0060410169999999|10.95005721|0.071506228|1|1|0.056234624|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|0.875198713|1|0.7839491009999999|0.021522987|-42.71324947|-51.21152885|12.11301576|41.72753688|0.216050899|121.5922303|-0.032498249|-28.82156035|47.170683|-1.364926459|69.27912772|54.82626523|2642.775318|441.2021442|1239.381181|-10.29341441|7.024694045|13.48797266|0.920079732|218.5873217|29.90471672|0.032103375|-125.6197312|457.1122177|18.06759887|0.0|1.0|1.0|0.0|1.0|2.0|0.05|21.0|-7.63|4.64|2.86|1.0|0.0|104.73|1.0|5.0|-4.61|5.0|-6.48|396.81|0.0|3.31|-4.52|2.46e-05|0.0121|0.0|-0.06517|4.46|3.9675|-1696.105723|578.94|1002.04|312.5|450.98|0.6835|0.2618|-0.2285|3.6008|8.5|8.5
4r_a46|0|0|0.0|1|1.13129629|2.051582577|-0.173617329|-0.074041799|0.044728682|-0.15196733|-0.141309389|0.006236535|10.96363493|-0.048758575|1|1|-0.237647432|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|0.8549242340000001|0|0.8478197820000001|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|0.0|-1.220098292|51.22472631|48.13649426|2137.47734|449.7405899|1451.6122289999998|-7.304896049|5.81085807|10.69131411|0.839885604|151.3787482|19.26963463|0.015225417|-227.7097083|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|1.0|0.35|17.0|-6.25|3.43|1.52|0.0|0.0|97.9|1.0|3.0|-3.09|4.0|-6.83|334.41|1.0|2.7|-3.55|0.00081|0.0933|0.0|-0.03073|2.3|4.5209|-1069.447946|571.75|986.04|274.25|467.85|0.69085|0.1404|-0.2207199999999999|3.5979|5.8499|5.8499
12a_a32|1|1|3.442930603|0|0.609420757|0.0|0.087371302|-0.057200812|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|10.31100269|-0.074344282|3|3|-0.024155151|-0.1534110109999999|-0.583507277|0.788133615|0.845443342|0.8966299409999999|1|0.788702323|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|-42.44899997|62.28768050000001|-1.4189685719999998|81.41372467|63.52154605|2572.916338|491.8493928|3030.946307|-11.99645651|7.083688576|13.03685125|0.840404348|207.2244662|28.81034388|0.021399091|-209.1696096|557.1050635|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|1.1|1.0|0.0|110.47|1.0|7.0|-6.01|4.0|-6.32|397.52|0.0|3.6|-4.5|9.78e-07|0.0126|0.0|-0.05222|4.63|3576.0|-1880.771042|667.68|1114.3|346.71|548.66|0.7025600000000001|0.2908|-0.20049|4.2371|7.6021|7.6021
1_a15|0|0|0.0|0|1.419940974|0.0|-0.22215316|-0.043374667|0.0381893|0.06459652|-0.541427319|0.001244652|10.95880609|-0.000905902|0|0|0.096086011|-0.270248221|-0.34192045|0.836466114|0.705825714|0.74357498|0|0.875723465|0.026214985|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|-46.71058649|63.14412039|-1.899685524|90.40184737|60.96303497|3000.975833|566.1848585|2855.495631|-13.01770443|6.580146251|11.7078005|0.77926144|254.7811976|33.22939752|0.0280791829999999|-136.9714493|851.7423982|18.15414234|1.0|1.0|1.0|1.0|1.0|1.0|0.19|24.0|-10.02|6.32|2.2|3.0|0.0|132.94|0.0|8.0|-6.55|6.0|-5.38|457.52|0.0|4.68|-5.97|2.830000000000001e-07|0.000495|0.0|-0.04142|4.68|3.2188|-1510.136281|697.35|1271.06|282.85|598.34|0.64662|0.0061|-0.17792|2.3261|7.3565|7.3565
8c_a31|1|0|3.435435563|1|0.610137334|0.0|-0.012583838|-0.104377029|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|10.31169969|-0.1029580369999999|2|2|-0.178276512|-0.09039853|-0.513257014|0.922486359|0.847752299|0.896193695|0|0.626072761|0.029669107|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|206.2599245|-0.039640027|-38.96685783|477.2277896000001|-1.66488115|82.77037329|80.93682766|2251.08563|345.3445134|1678.6836239999998|-12.06117028|6.820988495|12.99457133|0.90508624|152.7489054|30.23944586|0.021986076|-246.1066271|423.1367008|12.12761708|1.0|1.0|1.0|1.0|1.0|2.0|0.29|16.0|-6.13|3.13|0.85|0.0|0.0|93.45|1.0|5.0|-4.42|5.0|-6.7|342.42|0.0|2.83|-3.63|3.79e-05|0.0811|0.0|-0.03222|1.83|3.8492|-1426.166503|595.67|981.89|322.11|475.72|0.7005|0.2597|-0.19207|5.1815|6.0915|6.0915
19g_a38|1|0|3.229090845|2|1.297044182|0.0|-0.077355838|-0.117921811|0.042419753|-0.037579797|-0.458841138|-0.006877664|10.96052467|-0.046735135|1|1|-0.096139701|-0.250781298|-0.438254637|0.653741315|0.836170906|0.892249657|0|0.7200062690000001|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|0.279993731|177.181631|-0.038842708|-45.74791999|18.41027014|-1.942135378|86.78105144|69.14572278|2897.384301|455.6240763999999|2506.378649|-15.5542928|6.327835378|11.62016299|0.836356715|177.2223055|34.14148263|0.0228937029999999|-278.3610963|593.6088758|14.48726605|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.11|2.78|1.0|0.0|125.65|1.0|5.0|-4.25|5.0|-6.81|419.43|0.0|2.97|-4.33|5.68e-05|0.0196|0.0|-0.05479|3.66|3.6887|-1431.419426|638.82|1104.29|234.97|475.84|0.3937|0.0962|-0.20748|6.1765|7.3778|7.3778
A8301_a51|0|0|0.0|0|1.197963627|1.700610355|0.0245770529999999|-0.028789626|0.039058957|0.078523314|-0.242873103|0.00740124|10.31321735|-0.1227504419999999|1|1|0.135886548|-0.0618359079999999|-0.4354420879999999|0.7595189840000001|0.6959300979999999|0.750630149|1|0.934739895|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|-0.032775831|-32.90818536|78.46116212|-1.6387915469999998|56.90163721|41.20144811|2799.106729|607.0025787000001|2461.663545|-13.82143785|6.890532887999999|13.24988678|0.922911768|94.18649643|24.89475504|0.009586697|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|0.04|27.0|-9.38|5.52|3.35|2.0|1.0|129.04|1.0|5.0|-6.6|3.0|-5.31|421.52|0.0|4.58|-5.93|2.5e-07|0.000495|0.0|||||||||||||7.9208|7.9208
47i_a18|0|0|0.0|1|1.251177255|0.0|0.053794607|-0.066917145|0.037484277|-0.037689885|-0.440488042|-0.000919158|10.94702091|-0.040514277|0|0|-0.057689282|-0.162274487|-0.499939719|0.742536498|0.744472118|0.7842882870000001|0|0.8030751740000001|0.009745543|-54.34379065|-62.41153158|6.787641686000001|72.81110823|0.196924826|137.1555392|-0.035256027|-43.46880696|82.81385171|-2.150617629|68.954317|61.13143233|2795.907966|559.3312455|1333.332089|-17.10248143|9.573882864|18.67881257|0.951017454|96.90318745|28.52393145|0.009393984|-502.6804099|855.7438937000001|6.542785417999999|1.0|1.0|0.0|1.0|1.0|3.0|0.22|18.0|-8.98|2.8|2.74|3.0|1.0|134.83|1.0|8.0|-5.18|3.0|-6.36|440.54|0.0|2.5|-4.78|6.58e-06|0.00735|0.0|-0.05062|7.37|3.2321|-1416.260696|744.95|1297.7|383.61|664.78|0.69175|0.5085|-0.18299|3.5235|7.7212|7.7212
7a_a8|1|0|3.1730222510000003|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.0407248439999999|0.041123188|-0.017706371|-0.482688615|0.000736369|10.94671402|-0.019054799|1|1|-0.02923588|-0.032195997|-0.412963751|0.7168594159999999|0.764224152|0.831914523|0|0.718410375|0.035405618|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|-0.042647654|-35.14198015|71.85980901|-1.833849114|75.4573633|80.80201312|2715.360649|421.9297638000001|1702.719465|-14.71059634|7.699041907000001|14.73814865|0.914283468|156.2924154|34.12990316|0.0265990589999999|-274.7254012|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|1.0|0.05|23.0|-7.27|3.49|2.01|1.0|0.0|105.83|1.0|3.0|-4.86|5.0|-6.33|382.37|0.0|3.15|-4.64|1.36e-05|0.00874|0.0|-0.07616|5.2|3.0704|-1291.313963|605.72|1031.61|270.66|494.48|0.61257|0.1575|-0.20505|12.8748|4.6068|4.6068
12k_a30|0|0|0.0|2|0.604984231|0.0|-0.001755273|-0.029595542|0.042739018|-0.13882907|-0.44562817|0.0043261129999999|10.31162844|-0.038714845|1|1|-0.240110949|-0.154412059|-0.4186541|0.838579475|0.830875659|0.883029843|0|0.815083558|0.024177669|-52.35426525|-65.04897323|16.01752015|106.8195439|0.184916442|122.5057244|-0.035199567|-43.09444587|0.0|-1.865577056|80.03127603|68.37178540000001|2920.279667|539.9866061|2277.687222|-15.44895229|8.416930701|15.93977881|0.893775698|193.3575303|32.93073182|0.0226150579999999|-275.77726980000006|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|1.0|1.0|0.17|17.0|-6.74|2.63|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|5.0|-6.19|428.51|0.0|2.57|-4.93|3.59e-06|0.0050799999999999|0.0|-0.05055|3.58|3.4715|-1690.302721|710.82|1200.31|238.62|564.62|0.39318|0.1512|-0.19798|5.0736|7.6144|7.6144
8_a47|0|0|0.0|1|1.24688044|0.0|0.003732288|-0.099564745|0.0363475179999999|-0.087101663|-0.391797226|-0.008756|10.93671024|-0.14203855|0|0|-0.177626636|-0.003223628|-0.4497577479999999|0.686795267|0.7847248109999999|0.842571655|1|0.8497568740000001|0.008687692|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|-0.035797309|-30.83488674|0.0|-1.646676195|60.62152862|49.14108595|2621.772106|493.3419136|2217.264922|-12.06582525|6.492934319|11.08581716|0.707366287|104.6752861|25.35407034|0.012935553|-371.2177396|559.4973856|7.509972037000001|1.0|1.0|0.0|1.0|1.0|2.0|0.13|22.0|-9.25|6.77|3.9|2.0|0.0|113.97|1.0|4.0|-6.59|4.0|-4.79|405.85|0.0|5.03|-6.19|2.56e-07|0.000263|0.0|-0.05495|4.91|3.6696|-1686.068471|621.06|1071.62|337.87|433.38|0.6877800000000001|0.2249|-0.2085199999999999|4.6281|7.3|7.3
4_a47|0|0|0.0|0|1.304464196|0.0|0.004633887|-0.121159855|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|10.93671044|0.011775922|0|0|-0.247195952|-0.027355932|-0.462831711|0.893350891|0.783871003|0.84420422|1|0.874200878|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|68.44214684|-0.03525955|-27.39669054|0.0|-1.48090111|57.78603076|46.69151766|2306.463316|475.6168721|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|105.2186243|23.78275706|0.013656479|-333.62177030000004|471.7712484|7.429930428|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.79|5.71|3.1|2.0|0.0|106.52|1.0|3.0|-5.92|3.0|-4.99|361.82|0.0|4.32|-5.64|1.21e-06|0.0008359999999999|0.0|-0.05606|4.44|3.73|-1509.453558|576.9|988.42|214.85|432.89|0.45947|0.2221|-0.21076|5.4892|7.5|7.5
AKLKII_a46|1|0|2.917217813|0|1.4316666480000002|0.0|-0.206312209|-0.030657|0.0386379929999999|-0.008897473|-0.129865138|0.006821053|10.96959256|0.036226415|1|1|-0.015805561|-0.066245471|-0.270506095|0.718266758|0.758995484|0.8264237520000001|1|0.837641394|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|-20.09682339|0.0|-1.161800612|49.76981906|38.98582025|2000.353437|397.2168972|792.7439217|-7.464534402999999|5.83938898|11.22955511|0.92307023|108.05343229999998|20.38625028|0.015584114|-258.10190780000005|314.0966684|7.390123534|1.0|1.0|0.0|1.0|1.0|1.0|0.06|21.0|-7.21|3.39|1.18|0.0|0.0|85.32|1.0|2.0|-3.24|4.0|-6.5|287.32|1.0|2.45|-3.58|0.000578|0.0764|0.0|||||||||||||6.7423|6.7423
7_a27|0|0|0.0|0|1.40247849|3.330197625|0.112935885|-0.050197188|0.049625|-0.133453335|-0.288487667|0.010291744|10.93773474|-0.056500475|1|1|-0.220626658|-0.323631281|-0.500327496|0.6413629129999999|0.801251575|0.8546689820000001|1|0.85111414|0.015099075|-34.09779211|-47.44936449|8.475438874|10.66993367|0.14888586|83.57286704|-0.0300556429999999|-26.6343589|60.73467304|-1.352503929|55.55559276|42.57323098|2334.058688|477.7488532|1497.873267|-9.469994277|6.446345598|12.087978|0.875167537|132.7162621|22.09489892|0.014441323|-295.8891961|479.0078184|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|0.2|21.0|-6.61|3.05|2.88|0.0|0.0|102.36|1.0|3.0|-4.06|4.0|-6.26|345.4|1.0|3.14|-4.28|8.66e-05|18.0|0.0|-0.04887|5.37|4.1205|-1122.455548|606.74|1016.96|300.9|505.5|0.61278|0.4179|-0.2162099999999999|6.3813|9.0|9.0
12m_a30|0|0|0.0|2|0.6049842529999999|0.0|0.096631895|0.024086432|0.040839506|-0.1305457069999999|-0.57615692|0.001371944|10.31162838|-0.0547272029999999|1|1|-0.236661357|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|0.893689741|0|0.783260049|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|0.216739951|147.06395700000002|-0.0405332439999999|-47.58675592|237.0982213|-2.067195455|83.3641853|76.52074257|3058.3084710000003|531.4632661|2370.879718|-18.66147291|9.025816604|16.40342255|0.8173893040000001|153.52847759999997|35.54574762|0.019500715|-371.4702679|683.7405759|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|2.48|2.06|2.0|1.0|133.52|1.0|6.0|-6.0|6.0|-6.22|439.49|0.0|2.36|-5.01|1.01e-06|0.00427|0.0|-57.0|3.88|3.5496|-1743.215323|714.92|1204.39|244.95|578.87|0.33392|0.1615|-0.20742|5.1279|7.5114|7.5114
13a_a5|1|0|2.931642415|0|1.393002748|0.0|-0.154076582|-0.033436214|0.023989899|-0.007871499|-0.328417593|0.002355511|10.94530369|-0.025324157|1|1|-0.012798693|-0.0569177229999999|-0.367284642|0.746303189|0.8045357209999999|0.857293078|0|0.7667501609999999|0.016739606|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|39.93934134|-1.426736914|72.13276165|68.09484712|2657.14588|493.6342317|1314.232685|-11.59515363|8.571729592999999|15.89940424|0.854865353|258.29825730000005|30.07803494|0.02811638|-127.2041084|620.5697596|18.10134317|1.0|1.0|1.0|1.0|1.0|2.0|0.13|23.0|-8.9|3.58|0.95|2.0|0.0|114.18|1.0|8.0|-3.77|5.0|-7.18|399.45|0.0|2.71|-3.74|0.000169|0.0734|0.0|-0.05534|3.81|4.2107|-1313.167422|688.18|1160.81|267.87|567.51|0.41806|0.1992|-0.22898|4.1671|7041.0|7041.0
12a_a40|0|0|0.0|0|0.604990853|1.784989449|0.021610099|-0.012791297|0.036587302|0.17758258|-0.14667395|0.01039129|10.31197265|-0.226763788|2|2|0.298197213|0.031326603|-0.4764003679999999|0.58630452|0.718281767|0.7867243829999999|1|0.940879765|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|49.24750281|-1.047769006|43.65970865|38.81741016|2185.594734|479.8867095|600.1247016|-8.792513441|7.563170499|14.43505064|0.908597808|75.8074911|20.24838026|0.010759845|-358.4254366|323.26151960000004|5.487955617999999|1.0|0.0|1.0|0.0|0.0|0.0|0.0|20.0|-7.21|5.43|4.34|1.0|0.0|91.76|1.0|2.0|-6.41|2.0|-4.56|346.23|1.0|4.78|-5.95|3.86e-07|0.00039|0.0|-0.08015|5.01|3.0966|-2097.826771|530.55|875.15|400.39|429.21|0.6998800000000001|0.3701|-0.2091|3.8054|5.7501|5.7501
5b_a50|0|1|0.0|1|1.397278957|4.190114953|-0.253064589|-0.003549558|0.034845679|-0.052494624|-0.062071259|0.012641727|10.9325725|-0.113846154|2|2|-0.0873662269999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.855527513|1|0.958606481|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|0.041393519|21.02890062|-0.02140774|-15.78596849|60.5565203|-0.8563096170000001|42.76068675|27.10933752|2183.545404|486.9950914|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|0.8058479690000001|208.925351|18.47246431|0.023005632|-90.17329003|409.0289917|11.68741316|1.0|1.0|0.0|1.0|1.0|0.0|0.1|20.0|-5.86|4.02|2.4|0.0|0.0|96.89|2.0|2.0|-3.48|2.0|-6.03|312.37|1.0|3.11|-4.19|0.000335|0.0202|0.0|-0.0256899999999999|2.81|4.0222|-990.6114185|547.35|922.49|220.09|411.9|0.4270899999999999|0.1094|-0.19252|6.1284|4.9126|4.9126
4S4k_a46|0|0|0.0|1|1.134637098|2.145043462|-0.050636784|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|10.94631314|-0.1032662209999999|1|1|-0.158788415|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|0.787615341|0|0.891734458|0.007749296|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|0.0|-1.46291223|49.42345536|51.59865384|2105.538282|472.7005375|1729.18312|-8.564028983|5.523352655|10.26616763|0.858684076|70.01975807|18.61456563|0.007182108|-390.0516264|519.5743695|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.77|2.84|1.0|0.0|100.96|1.0|2.0|-4.82|3.0|-5.46|333.43|1.0|3.79|-4.83|1.5e-05|0.0049299999999999|0.0|-0.02074|4.52|4.0774|-1053.441953|566.82|997.07|234.58|487.43|0.5716|0.0654|-0.1947|2.5693|6.7055|6.7055
12l_a30|0|0|0.0|2|0.60498366|0.0|0.157020295|-0.274237737|0.044036281|-0.102468864|-0.876151158|-0.00695299|10.31162828|-0.02588969|1|1|-0.300262845|-0.226973911|-0.640870513|0.613786308|0.830875659|0.883029843|0|0.834279405|0.0154211289999999|-63.31694493|-76.82494797|10.78883933|103.5499036|0.165720595|115.9404641|-0.045581702|-53.74781658|1.697908189|-2.415830189|88.64610824|74.10578426|3306.001879|583.6736326|2394.793539|-22.31041443|9.258542907|17.23248653|0.861252543|124.6606826|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|11.82116027|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.78|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|8.0|-5.66|482.48|0.0|3.42|-5.92|1.99e-07|0.000579|0.0|-0.0545299999999999|5.52|3.5245|-1988.033039|729.17|1223.54|245.74|574.72|0.39486|0.1574|-0.20397|2.9851|7.2154|7.2154
17_a20|1|0|3.445659565|0|1.4012598180000002|0.0|-0.064380628|0.00038506|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|10.94884838|-0.072863159|1|1|0.1134578219999999|-0.202695123|-0.456415963|0.760575852|0.7494736590000001|0.812578598|1|0.912053544|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|-35.00871763|10.50834496|-1.5466805119999998|64.39681425|51.60929807|2761.976599|598.1153253|2210.790304|-13.57480888|8.198616089|15.05121151|0.83582343|161.12498630000002|27.44244402|0.016793117|-333.5397332|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-10.14|4.85|1.45|2.0|0.0|119.48|0.0|4.0|-5.36|5.0|-6.09|402.45|0.0|3.74|-5.08|4.4e-06|0.00336|0.0|-0.0706799999999999|4.11|3.3926|-1291.949041|673.68|1157.26|365.45|543.09|0.69839|0.2977|-0.21089|5.3075|5.6478|5.6478
12n_a36|1|0|3.400581499|2|0.299253841|0.0|0.039596635|-0.350034917|0.0438779959999999|0.027627601|-0.619926573|-0.006862238|10.31810354|-0.000273044|1|1|0.048110172|-0.261631709|-0.5181211520000001|0.8183043390000001|0.81793955|0.869718963|0|0.720111143|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|0.279888857|189.4391835|-0.039955874|-53.08197085|26.74179417|-2.317440678|92.79755725|74.70951411|3482.18259|487.397992|3465.537153|-18.30412788|6.863551112000001|12.58209967|0.833176363|174.79221719999998|36.45914091|0.021232665|-327.25274110000004|805.2286932|14.3710571|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.87|2.15|0.84|1.0|0.0|142.02|1.0|7.0|-3.85|6.0|-8.03|474.54|0.0|1.18|-3.72|0.0001409999999999|0.0897|0.0|-0.05056|6.24|3.6382|-1876.201464|714.14|1256.83|231.43|566.87|0.32172|0.0155|-0.19984|14.3562|7.8239|7.8239
2_a1|0|0|0.0|1|1.348828131|2.233384354|-0.049975995|-0.014296455|0.0409444439999999|-0.1056298369999999|-0.175623923|0.001576763|10.9520472|0.101798469|1|1|-0.237981258|-0.326716897|-0.422863867|0.571324013|0.795932678|0.8571146190000001|0|0.808210065|0.011282631|-28.32386891|-35.17029414|5.135384136|6.281701359|0.191789935|87.29479691|-0.026492726|-16.00805425|84.54541681|-0.927245426|43.24570924|33.45925305|1884.85038|367.8635872|1378.496713|-5.488475744|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|17.36508791|0.017741989|-176.9692239|299.6692382|8.075415099999999|1.0|1.0|0.0|1.0|1.0|0.0|0.18|17.0|-6.18|4.12|2.49|0.0|0.0|79.77|1.0|2.0|-3.06|3.0|-6.04|279.31|1.0|3.21|-3.78|0.000871|0.0466|0.0|-0.02966|3.31|4.0877|-920.2093796|489.42|807.98|303.31|355.79|0.7007899999999999|0.2991|-0.19826|5.2754|5.2366|5.2366
19a_a22|0|0|0.0|0|1.422917238|1.572240489|-0.000989685|-0.144269652|0.0389622639999999|-0.020553065|-0.548716971|-0.002607064|10.9464374|0.016501913|1|1|-0.03516233|-0.0611158559999999|-0.496053375|0.72808001|0.777600172|0.834033833|1|0.744354735|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|190.7541925|-0.035138299|-52.17015658|106.645364|-1.967744721|89.23486638|85.79797858|3167.140147|555.4133255|2607.322873|-19.56380872|8.648671382|15.30120355|0.76919701|235.2620007|38.29242013|0.025888799|-275.6435167|781.8210659|19.31738094|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-8.76|3.41|0.98|1.0|0.0|132.15|1.0|7.0|-4.38|6.0|-7.67|463.49|0.0|2.36|-4.11|4.16e-05|0.0356|0.0|-0.06398|5.69|3.5809|-1537.071348|740.07|1277.14|246.01|567.03|0.34556|0.0623|-0.21478|6.5658|7.3188|7.3188
