molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
1a_a18 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.083341531|0.795744863|0.5940412860000001|-0.126408788|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|2678.82389|352.3666367|0.895533283|5748.422847|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1640.78056|1.0|1.0|1.0|1.0|2.35|0.05|-7.69|1.54|1.0|0.0|106.85|1.0|-4.52|29.0|-6.73|384.39|0.0|1.0|3.03e-05|2.7|0.0|7.81e-06|3.8208|-1292.588031|620.23|1048.7|376.27|324.5|0.69868|-1292.358966|0.3347|-0.13329|-193.0|0.03494548|8.8609|125.0|6.9031|6.9031
13b_a6|0.0|0|0|3.423777636|0.0|1.430640379|-0.0411179|-0.011206134|5.351858133|1|0.042739018|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|1|0.100281317|-0.10896749|-0.180339002|-0.490758329|1|0.7788169070000001|-0.11338525|0.8013954109999999|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|0.757233678|-2.032484418|-40.04664055|-26.65671602|2821.72831|508.6895893|0.69141956|6000.952027|159.1980937|-874.0294667999999|0.0203627189999999|-337.3706117|1760.1380379999998|1.0|1.0|1.0|1.0|2.85|0.12|-9.01|1.29|2.0|0.0|116.79|1.0|-5.51|31.0|-6.1|409.44|0.0|1.0|3.11e-06|3.8|0.0|4e-07|4.8494|-1350.0903970000002|694.33|1167.21|341.35|255.67|0.7006600000000001|-1349.837661|0.2461|-0.14898|-0.20156|0.02920955|13.5746|174.0|6.7595|6.7595
12ac_a36|0.0|0|0|3.4419617660000004|0.0|1.297043188|-0.050997272|-0.007639626|5.351858133|2|0.042560386|0.03586247|0.0|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|1|1|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.811459853|-0.020272679|0.770400825|0.779673368|-0.080202334|0.4712820929999999|0.021508835|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|-0.036062573|0.7316461470000001|-1.98344149|-38.66245764|-25.03847816|2902.588755|541.3322795|0.801074136|6378.288017|186.3198219|-956.1407834|0.020208014|-321.66684580000003|1882.216294|0.0|0.0|1.0|0.0|0.0|0.17|-6.89|1.59|1.0|0.0|133.95|1.0|-3.81|32.0|-7.21|423.47|0.0|0.0|0.000154|2.36|0.0|5.4600000000000006e-05|3.8843|-1385.606133|711.77|1200.61|321.25|319.2|0.56357|-1385.3211789999998|0.0249|-0.15675|-0.20949|0.03998989|5.4387|13.0|7.8861|7.8861
17a_a22|0.0|0|0|0.0|0.0|1.2689202|-0.0422459529999999|-0.005149751|4.727387819|2|0.043274232|-0.054347074|1.67348685|-0.314134834|0.00220634|-0.094996254|-0.005724389|1|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|-0.010355535|0.7994946709999999|0.8594770140000001|-0.072161482|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|96.01444244|-0.030843667|0.710958975|-1.758088991|-33.68866751|-21.07439877|2910.035347|587.2505892999999|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|0.01931764|-288.28178110000005|1689.6062539999998|1.0|0.0|1.0|1.0|-3.24|0.15|-9.13|2.01|2.0|1.0|128.29|1.0|-4.75|33.0|-6.39|435.5|1.0|0.0|1.7899999999999998e-05|3.62|0.0|3.23e-07|4.8502|-1408.300966|731.19|1253.39|887.46|255.63|0.71303|-1407.8711|0.0085|-0.06214|-0.21338|0.02170866|2268.0|82.0|7.0862|7.0862
12am_a36|0.0|0|0|3.340519946|-4.723487246|1.240140551|0.088482802|-0.015884751|5.351858133|2|0.044036281|0.122824831|0.0|-0.921315581|-0.011700732|-0.050505733|-0.037654321|1|1|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.05754717|0.624142499|0.814986544|-0.091472759|0.305015372|0.017590648|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|0.788334835|-2.480134939|-43.65752487|-31.72964526|3230.6292780000003|563.0333297999999|0.940085891|7238.033439|146.228847|-1183.702712|0.020179019|-398.3921535|2173.44302|0.0|1.0|1.0|0.0|0.0|0.17|-7.14|2.04|2.0|0.0|130.43|1.0|-5.2|34.0|-6.4|465.43|0.0|0.0|6.26e-06|3.86|1.0|3.37e-05|5.2317|-1645.205296|714.21|1206.77|321.15|236.99|0.6805100000000001|-1644.952145|0.2987|-0.15658|-0.21356|0.03550681|8.0872|0.06|7.2218|7.2218
10_a3|0.0|0|0|0.0|0.0|0.605017375|0.190318474|-0.010609861|4.727387819|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|0.043342516|1|1|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.743072638|0.078405316|0.834020779|0.747406318|-0.1007256719999999|0.518341632|0.014615264|-46.64544572|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|-0.0359752729999999|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|2098.79955|346.1193167|0.701266803|4600.496436|135.8581743|-254.5987025|0.023470578|-191.3775649|778.0284121000001|1.0|0.0|1.0|1.0|1.78|0.0|-6.51|1.2|0.0|0.0|88.28|1.0|-4.3|22.0|-6.44|305.36|0.0|1.0|5.07e-05|2.43|0.0|9.35e-05|5375.0|-1288.190838|498.67|830.63|362.35|230.67|0.68995|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|9.3381|7943.0|5.1|5.1
12x_a36|0.0|0|0|3.494913155|0.0|0.629399587|-0.058295476|-0.007008724|5.351858133|2|0.041767677|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|-0.023932402|1|1|0.038200407|-0.07550872|-0.133106642|-0.4331246039999999|1|0.828393514|-0.041914045|0.855081905|0.836402835|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|0.163597165|110.0434027|-0.036722107|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|2884.428214|562.6051882|0.847720832|6193.10485|150.09915149999998|-897.2176739|0.016274369|-372.4502879|1717.000548|0.0|1.0|1.0|1.0|0.0|0.17|-7.05|2.51|1.0|0.0|135.47|1.0|-4.85|31.0|-6.64|427.52|0.0|0.0|1.4300000000000002e-05|3.19|0.0|3.83e-05|3.8776|-1670.452834|719.63|1209.23|331.83|319.74|0.68112|-1670.182026|0.0199|-0.1517099999999999|-0.2048199999999999|0.03331471|7.2812|7.0|8.1549|8.1549
4o_a46|0.0|0|0|0.0|0.160026534|1.13463699|-0.24479566|-0.000627744|5.587248657999999|1|0.043320988|-0.2363624889999999|0.0|-0.032014955|0.010870588|-0.203025042|-0.06855792|1|1|-0.376106593|-0.018058762|-0.028735607|-0.096073163|1|0.7699448320000001|-0.09492635|0.6418406720000001|0.950732618|-0.0648126359999999|0.372146122|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|0.049267382|27.01882145|-0.021901697|0.7510206490000001|-1.051281434|-19.49276784|-12.01115223|2195.436986|521.3931342|0.855222204|4966.476822|136.5432529|-316.1788552|0.0108913189999999|-275.3254498|767.6690487000001|0.0|1.0|1.0|1.0|3.12|0.32|-7.26|2.72|1.0|0.0|103.66|1.0|-4.91|26.0|-5.51|342.44|1.0|1.0|1.23e-05|4.06|0.0|1.88e-05|4.3255|-1070.456878|581.59|1022.29|286.64|286.64|0.6843|-1070.223416|0.1598|-0.18282|-0.22909|0.02815574|4.8244|162.0|6.7905|6.7905
19_a34|0.0|0|0|0.0|0.0|1.438829424|-0.068004837|-0.013066507|5.351858133|1|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.00802652|-0.143343425|-0.014196676|1|1|-0.29861864|-0.255220734|-0.401414514|-0.469568766|1|0.8022000659999999|-0.0235903339999999|0.818710955|0.6399024520000001|-0.112877411|0.308793959|0.039589023|-56.30608209|-62.64265252|19.74799697|131.5318459|0.360097548|179.6256831|-0.039656969|0.662289492|-1.506964829|-28.08688512|-19.78189027|2127.363207|319.1993829|0.877434994|4496.516479|168.4584665|-374.9727034|0.029554695|-161.90813300000002|1135.020017|1.0|0.0|1.0|1.0|2.77|0.18|-5.03|1.08|0.0|0.0|83.95|2.0|-2.73|23.0|-7.01|309.32|1.0|1.0|0.00186|1.66|0.0|0.00291|4.1721|-1046.606458|538.96|882.87|297.18|297.18|0.6897300000000001|-1046.458335|0.2189|-0.1735|-0.20251|0.03168624|5.0441|0.99|6.0044|6.0044
4m_a46|0.0|0|0|0.0|0.16407746|1.134637002|-0.245599013|-0.000686578|5.587248657999999|1|0.041865079|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|1|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|0.747676221|0.011235955|0.626578283|0.948973877|-0.067320375|0.373463876|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|26.89046601|-0.0224155999999999|0.733236381|-1.008702005|-18.69640205|-11.81288911|2133.331634|500.1036387|0.8622201970000001|4750.325312|140.5828543|-280.1395315|0.012232753|-245.828396|724.9776792|0.0|1.0|1.0|1.0|2.9|0.29|-6.88|2.5|1.0|0.0|98.69|1.0|-4.52|25.0|-5.68|328.41|1.0|1.0|2.99e-05|3.69|0.0|4.31e-05|6.0419|-1031.138426|558.63|975.72|285.18|205.21|0.68505|-1030.929791|0.1557|-0.18308|-0.23116|0.02920209|5.2326|1288.0|5.8901|5.8901
7h_a8|0.0|0|0|2.99743835|0.0|1.391840221|-0.118981425|-0.00534208|4.844187086|0|0.04737037|-0.016074683|0.0|-0.23505152|0.00112124|-0.0873792009999999|0.0260356679999999|1|1|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.7051689170000001|0.041366689|0.507325475|0.771011027|-0.093181899|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|70.28953528|0.228988973|131.9948047|-0.041038456|0.892830345|-1.6825766830000002|-30.96107949|-23.65556243|2534.324886|444.4294792|0.768693264|5657.402114|61.77519141|-559.0612661|0.00878112|-452.8739011|1086.29603|0.0|1.0|0.0|0.0|3.2|0.0|-8.46|4.27|2.0|0.0|101.89|1.0|-5.68|28.0|-5.27|373.35|0.0|1.0|2.09e-06|4.66|0.0|1.31e-06|3.9282|-1285.182226|593.53|999.62|315.62|315.62|0.6963199999999999|-1285.017252|0.3885|-0.16076|-0.22875|0.03092828|9.1188|10.5|4.9788|4.9788
11_a3|0.0|0|0|0.0|0.0|0.605020608|0.119431379|-0.01008647|4.727387819|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|-0.023103765|1|1|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.724492061|-0.04179402|0.834020779|0.777803048|-0.0955396769999999|0.175996916|0.014376713|-45.19136777|-47.02715152|6.800350988|253.1353625|0.222196952|105.101718|-0.0391657429999999|0.752484736|-1.292469516|-21.37603754|-18.52584757|2097.896727|367.9098016|0.8799677029999999|4487.967272999999|117.0775712|-289.1769972|0.021256639|-238.8563772|812.4456757999999|1.0|1.0|1.0|1.0|2.07|0.0|-6.51|0.8|0.0|0.0|88.28|1.0|-4.08|22.0|-6.59|305.36|0.0|1.0|8.37e-05|2.22|0.0|9.35e-05|3.2232|-1288.195105|508.58|834.82|384.66|384.66|0.6966600000000001|-1288.058926|0.4441|-0.13118|-0.20018|0.02994326|4.4522|0.04|7.3979|7.3979
41_a47|0.0|1|1|0.0|0.0|1.420292383|-0.225923786|-0.004083905|4.727387819|3|0.042537538|-0.080388467|1.601942802|-0.187859623|0.003530307|0.024881402|0.075316535|1|1|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.8417952740000001|0.123676975|0.609110565|0.823168463|-0.061101947|0.245948366|0.018348892|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|99.86584673|-0.02929561|0.653147815|-1.259711209|-19.48810377|-16.54473457|2374.594252|464.8854878|0.8084689140000001|5042.636398|195.8852341|-401.77742|0.023067788|-172.98086630000003|1089.222944|1.0|1.0|1.0|1.0|3.18|0.16|-7.47|1.75|0.0|0.0|99.09|1.0|-3.57|26.0|-6.66|348.38|1.0|1.0|0.000267|2.49|0.0|1.17e-05|4.0167|-1162.492089|603.1|995.43|333.8|308.67|0.68638|-1162.288187|0.2504|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0|8.0
7f_a10|0.0|0|0|0.0|-4.8022906380000006|1.240141822|0.103083789|-0.011104817|5.4161004020000005|2|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|-0.0971900919999999|1|1|-0.309622111|-0.058093287|-0.172751862|-0.5846516820000001|2|0.796084921|-0.137271684|0.5209683970000001|0.931773786|-0.064238302|0.7359022890000001|0.00797443|-35.78096407|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|0.8217865520000001|-1.713529756|-19.93012491|-20.30728086|2803.359424|519.0013298|0.6738319429999999|7070.755931000001|99.26552746|-531.6277179|0.012813716|-358.4725202|1161.423484|0.0|1.0|1.0|1.0|2.97|0.23|-8.13|2.64|2.0|0.0|106.77|1.0|-5.54|30.0|-5.47|410.39|0.0|0.0|2.9e-06|4.7|0.0|3.03e-06|5.7757|-1442.216293|597.28|1034.38|341.96|214.67|0.6833600000000001|-1442.001311|0.0191|-0.15627|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508|6.8508
1o_a5|0.0|0|0|2.923171926|0.0|1.427566509|-0.266637757|-0.002633927|4.59511985|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|1|1|-0.05876042|0.038275248|0.06759341|-0.231165601|2|0.78144982|-0.016408975|0.650008224|0.88430372|-0.079346457|0.447318682|0.01325562|-42.63505279|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|0.699913551|-1.093295425|-22.90899675|-15.45942012|2238.291862|475.1609233|0.8888980340000001|4572.818263|161.2447749|-315.657463|0.020380352|-214.8381946|839.3293197999999|1.0|1.0|1.0|1.0|2.2|0.0|-8.11|1.23|0.0|0.0|95.2|1.0|-4.08|25.0|-6.3|323.35|0.0|1.0|8.329999999999999e-05|2.78|0.0|2.54e-06|4.5011|-1043.577386|561.04|938.37|297.38|275.45|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|-0.23973|0.04126499|5.4919|35.0|7.4559|7.4559
12x_a30|0.0|0|0|0.0|0.0|0.604984021|0.044575215|-0.006008579|5.351858133|2|0.043383838|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|1|1|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.782514704|-0.1759406839999999|0.803183654|0.848844277|-0.071909912|0.398925866|0.014757946|-47.48669555|-60.57208434|9.745611551|74.51844582|0.151155723|99.81775209|-0.035022402|0.824674971|-1.926232129|-31.35848986|-23.12752311|2845.417984|560.5459455|0.815160907|6359.545311|115.7782842|-839.9917174000001|0.012044556|-428.8071293|1542.442557|0.0|1.0|1.0|0.0|0.0|0.21|-7.38|3.25|2.0|0.0|137.21|1.0|-6.04|31.0|-5.64|426.54|0.0|0.0|9.14e-07|4.6|0.0|1.76e-05|3.4831|-1654.40976|703.75|1211.79|355.95|355.95|0.68589|-1654.1207|0.1517|-0.14783|-0.19876|0.03136007|4.8197|22.0|7.6556|7.6556
3l_a32|0.0|1|1|3.672194822|0.0|0.609420748|-0.003342759|-0.0054004|5.733341277|0|0.035643275|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|-0.09393062|-0.107818594|3|3|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0|0.751853889|-0.184582641|0.776480242|0.8855584879999999|-0.069304303|0.270668623|0.012244965|-40.30321333|-51.41835077|7.120934925|61.72183119|0.114441512|66.55229892|-0.028831823|0.788236719|-1.326263838|-23.43792428|-16.76685351|2453.759435|514.9875423000001|0.8302637909999999|5429.531532999999|123.148785|-448.5272931|0.011493763|-335.2422712|978.4817724|0.0|1.0|1.0|1.0|3.54|0.35|-7.5|2.64|2.0|0.0|110.16|1.0|-7.6|26.0|-4.71|380.53|0.0|1.0|2.52e-08|5.51|0.0|1.2e-05|3.5319|-1789.475625|629.26|1062.47|351.04|351.04|0.70282|-1789.242839|0.2876|-0.14664|-0.19962|0.02547484|5.7721|12.0|7.9208|7.9208
18_a3|0.0|0|0|2.897754472|0.0|1.43179288|-0.256375952|-0.003487792|4.59511985|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|-0.025890816|1|1|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.714658751|-0.051083228|0.6858831809999999|0.8419576209999999|-0.069839069|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|0.682492203|-1.016105994|-13.82537222|-14.12792012|1938.093995|374.610053|0.935646099|3928.183499|141.2679329|-201.1487809|0.02363555|-162.3915791|662.4155441|1.0|0.0|1.0|1.0|1.81|0.0|-6.83|0.93|0.0|0.0|80.35|1.0|-2.82|21.0|-6.7|273.29|1.0|1.0|0.0015|1.79|0.0|4.07e-05|3.9765|-889.9619321|482.41|784.04|311.79|311.79|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|-0.2218|0.02173162|3.3664|0.03|7.5229|7.5229
18b_a30|0.0|0|0|0.0|0.0|0.604987149|0.036563014|-0.006947027|5.351858133|2|0.041767677|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|1|-0.072825879|-0.049287858|-0.090115975|-0.45633339|1|0.822401103|-0.089945913|0.760234689|0.869340364|-0.078751666|0.413791511|0.019880184|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|86.42600053|-0.036237883|0.759715688|-1.811894154|-34.45606603|-23.96987622|2915.383182|575.0330633|0.7388650920000001|6387.715069|158.9382363|-792.7545943|0.0184861069999999|-343.5825913|1577.555697|0.0|1.0|1.0|0.0|0.0|0.13|-6.7|2.17|2.0|0.0|131.99|1.0|-5.49|31.0|-6.33|423.49|0.0|0.0|3.23e-06|3.59|0.0|8.47e-05|3.5256|-1668.034279|697.37|1178.08|351.66|351.66|0.67715|-1667.788575|0.3576|-0.14385|-0.2052699999999999|0.03910602|6.5037|25.0|7.6003|7.6003
15c_a22|0.0|0|0|0.0|0.0|1.42291727|-0.134137693|-0.005236206|4.727387819|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|1|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|2|0.773044788|0.010828071|0.639264982|0.8665852140000001|-0.067475429|0.615901609|0.024561528|-48.58045253|-57.66130245|17.68362419|36.22825261|0.133414786|96.05497587|-0.0302219629999999|0.661775114|-1.60176404|-34.97658951|-21.75898206|3079.491787|623.9175171|0.859281634|6882.442370999999|243.5126145|-830.2910335|0.0248073129999999|-232.9472639|1742.625289|1.0|1.0|1.0|1.0|2.85|0.08|-9.28|1.08|1.0|0.0|128.77|1.0|-4.86|34.0|-6.96|445.48|0.0|0.0|1.39e-05|2.9|0.0|2.35e-07|5.7361|-1460.602657|715.42|1241.07|337.46|216.15|0.69113|-1460.324493|0.0694|-0.15408|-0.22807|0.03150096|9.0393|737.0|6.1325|6.1325
17_a20|0.0|0|0|3.445659565|0.0|1.4012598180000002|-0.064380628|-0.005457467|4.727387819|3|0.0388043479999999|0.065447136|1.652760156|-0.28924577|-0.000495713|0.038629586|-0.072863159|1|1|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.7494736590000001|-0.127696675|0.71987165|0.912053544|-0.063665681|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|0.75430388|-1.5466805119999998|-27.38007162|-20.699942|2761.976599|598.1153253|0.83582343|6012.640572|161.12498630000002|-665.1656349|0.016793117|-333.5397332|1344.679757|1.0|1.0|1.0|1.0|2.83|0.08|-10.14|1.45|2.0|0.0|119.48|0.0|-5.36|31.0|-6.09|402.45|0.0|1.0|4.4e-06|3.75|0.0|2.9e-08|3.3926|-1291.949041|673.68|1157.26|365.45|365.45|0.69839|-1291.692325|0.2977|-0.14021|-0.21089|0.03030655|5.3075|2.25|5.6478|5.6478
3t_a32|0.0|1|1|3.4477303|0.0|0.609420752|0.028840888|-0.006089333|5.733341277|0|0.03995614|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|3|0.049606573|-0.070331512|-0.122301673|-0.496165036|0|0.822076702|-0.146047869|0.687253845|0.828676243|-0.080203824|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|0.171323757|108.2086749|-0.026967947|0.684474482|-1.267493496|-31.99514268|-17.03304802|2530.60497|523.3947687|0.929482453|5525.861115|199.2870037|-505.632194|0.017184783|-233.0294362|1169.58817|1.0|1.0|1.0|1.0|3.41|0.3|-8.01|1.74|2.0|0.0|112.48|1.0|-6.48|27.0|-5.81|396.53|0.0|1.0|3.28e-07|4.09|0.0|3.91e-06|3.5487|-1864.708995|677.16|1129.24|349.38|349.38|0.70286|-1864.472646|0.2906|-0.14739|-0.20246|0.03020622|2.7003|9.0|8.0458|8.0458
13h_a6|0.0|0|0|3.464247528|0.0|1.424099498|-0.094781725|-0.006619944|4.727387819|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|-0.090944829|1|1|0.105918119|-0.12414699|-0.215607882|-0.468842137|2|0.780222427|-0.164411111|0.789769968|0.867910741|-0.074151997|0.300800177|0.017441348|-51.85624128|-64.32173453|12.1971464|77.20799814|0.132089259|92.37313621|-0.032362302|0.736918588|-1.747564296|-36.26429338|-22.63172141|2926.745635|606.9504647000001|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|0.017825256|-331.36552|1658.40973|1.0|1.0|1.0|1.0|3.03|0.12|-10.57|1.13|2.0|0.0|128.63|0.0|-5.56|33.0|-6.31|431.49|0.0|1.0|2.77e-06|3.7|0.0|1.15e-08|4.8701|-1386.613707|738.61|1253.92|365.52|254.58|0.69001|-1386.302668|0.2121|-0.14097|-0.2153199999999999|0.04469058|10.0322|47.0|7.3279|7.3279
19d_a38|0.0|0|0|3.314284769|0.0|1.297043205|0.013465335|-0.0120676969999999|5.351858133|2|0.04572104|0.019858574|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|-0.024688524|1|1|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|0.853092207|-0.039361255|0.730686013|0.63167949|-0.116424545|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|158.6487879|0.36832051|236.7675313|-0.04393982|0.7494816990000001|-2.372750256|-48.11018574|-28.24584108|3055.168373|406.0626253|0.916264002|6934.7619620000005|161.0407189|-980.493036|0.022660131|-320.7487188|2035.106956|0.0|0.0|1.0|0.0|2.38|0.13|-6.41|1.65|1.0|0.0|133.79|1.0|-3.87|33.0|-7.84|444.46|0.0|0.0|0.000134|1.65|0.0|0.000175|5.3771|-1500.898316|679.08|1171.77|338.89|230.58|0.6957800000000001|-1500.621723|0.0699|-0.15054|-0.20145|0.04735828|10.6621|11.0|7.9586|7.9586
21_a4|0.0|0|0|0.0|0.0|1.399863887|-0.164057585|-0.003068098|5.4161004020000005|1|0.042924837|0.019346682|0.0|-0.131928225|0.012362563|-0.2897937889999999|-0.104638158|1|1|0.030586117|-0.063064908|-0.099702401|-0.228430899|1|0.777866961|-0.174578783|0.674434042|0.932146735|-0.0571545999999999|0.239652988|0.020173071|-28.99048719|-38.7880598|10.23237244|63.37635587|0.067853265|34.4171635|-0.028676424|0.7231676229999999|-1.147056976|-14.70482428|-14.54552243|2045.488184|472.812128|0.670120767|4277.396118|140.4174905|-295.1166014|0.017563978|-226.3943104|804.5450027|1.0|1.0|1.0|1.0|2.92|0.16|-5.94|2.32|0.0|0.0|91.59|2.0|-3.88|23.0|-5.76|303.36|1.0|1.0|0.000133|3.36|0.0|0.000352|5.1623|-973.5683008|549.71|916.76|308.08|240.17|0.66476|-973.400097|0.1457|-0.16632|-0.19588|0.020181098|2.9409|121.0|6.9172|6.9172
12ab_a30|0.0|0|0|0.0|0.0|0.604983638|-0.026189286|-0.008528077|5.351858133|2|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|0.038312857|0.01563558|1|1|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.809127478|0.026596859|0.794193541|0.7997534890000001|-0.082740301|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|-0.031859359|0.603952976|-1.815983471|-40.9825333|-22.42218278|3118.431712|562.8556061|0.856003642|6918.884105|278.7324985|-899.4843201|0.030534507|-146.321375|2116.165447|0.0|1.0|1.0|1.0|0.0|0.21|-6.83|2.2|2.0|0.0|140.26|1.0|-5.61|33.0|-6.39|458.54|0.0|0.0|2.47e-06|3.81|0.0|6.720000000000001e-05|4.8018|-1804.824495|753.75|1275.19|355.06|258.2|0.68324|-1804.523449|0.1511|-0.14772|-0.19672|0.03368522|7.4968|17.0|7.7825|7.7825
