molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
IN1166_a11|0.0|0|0|3.433539068|0.0|1.429020445|-0.089778965|-0.006882528|4.727387819|2|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.765593573|-0.067328767|0.790249345|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|0.694302821|-1.6137695069999998|-35.26269962|-21.84820685|2865.055175|596.0640225999999|0.8639230290000001|6310.825439|211.0745642|-769.3614916|0.021531291|-268.3203251|1604.859603|1.0|1.0|1.0|1.0|2.79|0.08|-10.18|0.92|1.0|0.0|123.82|0.0|-5.11|32.0|-6.52|417.47|0.0|1.0|7.74e-06|3.27|0.0|2.75e-08|4.9857|-1347.298558|704.48|1198.36|377.7|248.68|0.6998300000000001|-1347.012407|0.1239|-0.13823|-0.21098|0.04189898|4.3481|12.0|7.9318|7.9318
13g_a6|0.0|0|0|3.457632039|0.0|1.424099171|-0.0961994219999999|-0.006574579|4.727387819|2|0.043020833|0.03536788|1.648997541|-0.381325604|-0.002407131|0.073394284|-0.080022038|1|1|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.774238891|-0.144664763|0.789769968|0.871972049|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|89.14285747|-0.0323525729999999|0.7357333540000001|-1.747038966|-35.98038956|-22.52633766|2929.039254|607.1336751|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|0.017929016|-328.2712049|1653.346592|1.0|1.0|1.0|1.0|2.34|0.12|-10.57|1.13|2.0|0.0|128.63|0.0|-5.56|33.0|-6.31|431.49|0.0|1.0|2.77e-06|3.7|0.0|1.15e-08|5.9869|-1386.611265|739.55|1253.71|381.82|207.09|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|-0.20806|0.03802398|13.3225|119.0|6.9245|6.9245
5_a27|0.0|0|0|0.0|0.0|1.4026035369999998|0.126882432|-0.0063562359999999|4.727387819|2|0.048947368|-0.149034787|1.271687295|-0.286030638|0.00991794|-0.125237927|-0.013448351|1|1|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.760083119|-0.020087122|0.614205449|0.8531787759999999|-0.055979434|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|0.741481472|-1.276178645|-15.54640123|-16.01263727|2273.906133|449.6149323|0.7827415529999999|4943.51602|136.2361487|-354.41560810000004|0.016479312|-254.5156507|907.0095354|0.0|1.0|0.0|1.0|3.11|0.16|-6.22|2.66|0.0|0.0|97.55|1.0|-3.61|25.0|-6.49|331.37|1.0|1.0|0.000248|2.58|0.0|0.0002|4.0989|-1083.143246|566.68|955.22|302.48|302.48|0.64548|-1082.967639|0.2448|-0.16952|-0.21506|0.01903872|3.5632|3.0|8.5229|8.5229
5f_a40|0.0|0|0|0.0|0.0|0.60491326|-0.004886759|-0.008387329|6.167516491000001|0|0.042936508|-0.085493191|0.769837491|-0.293556526|0.000663516|0.166865076|0.062183277|2|2|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.811339477|0.095322868|0.680674762|0.7414714309999999|-0.113521559|0.0528268609999999|0.020236763|-52.44868801|-50.68028366|9.349692674|222.1847349|0.258528569|119.4441339|-0.041135239|0.814393685|-1.316327637|-24.23209217|-19.00510637|1932.388838|342.5710869|0.938359946|3963.475837|85.75294257|-280.9807494|0.015000038|-290.5093357|746.7683199|0.0|0.0|1.0|1.0|2.05|0.21|-3.69|1.29|0.0|2.0|78.56|3.0|-3.97|20.0|-6.47|284.34|0.0|1.0|0.000108|2.2|0.0|0.0587|3.8036|-1232.983157|487.57|793.54|405.03|325.97|0.69727|-1232.851443|0.0415|-0.13057|-0.19284|0.02389588|7.6183|112.0|6.9508|6.9508
LY364947_a10|0.0|0|0|2.949609552|0.0|1.390175303|-0.278922508|-0.00235945|4.59511985|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|1|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.711607778|-0.012096774|0.681525895|0.8431045490000001|-0.076999385|0.449473391|0.009678082|-34.01613475|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|0.7234846559999999|-0.978948758|-15.02735938|-13.10520229|1896.845282|372.4595738|0.948237326|3903.496845|122.1566022|-191.05366730000003|0.018707677|-197.4583104|597.7620559999999|1.0|0.0|1.0|1.0|1.88|0.0|-7.2|1.74|0.0|0.0|82.56|1.0|-3.54|21.0|-6.02|272.3|1.0|1.0|0.00029|2.74|0.0|1.7199999999999998e-05||||||||||||||59.0|7.2291|7.2291
9b_a31|0.0|0|0|3.338934004|0.0|0.610136326|0.010411229|-0.0141390689999999|5.733341277|0|0.03995614|-0.045938305|0.0|-0.706953442|-0.0050444109999999|0.014628521|-0.091236608|2|2|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0|0.852813666|-0.154083843|0.77051712|0.669120552|-0.103937658|0.241728566|0.034595809|-63.73317225|-80.40427495|21.21368453|152.8702381|0.330879448|202.8908225|-0.039058603|0.689175183|-1.835754351|-39.08032306|-23.95020956|2534.356888|410.2957125|0.88518099|5524.468603|190.5935925|-690.2394625|0.025089192|-231.99935|1633.343563|1.0|1.0|1.0|1.0|2.76|0.32|-6.84|0.86|1.0|0.0|103.36|1.0|-4.76|27.0|-6.77|384.45|0.0|1.0|1.76e-05|2.64|0.0|5.520000000000001e-05|5.5119|-1578.839267|663.06|1091.21|322.58|224.94|0.70102|-1578.604164|0.2627|-0.15907|-0.2013599999999999|0.03769117|6.8028|63.0|7.2007|7.2007
1_a6 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.083341531|0.795744863|0.5940412860000001|-0.126408788|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|2678.823231|352.3666367|0.895537592|5748.417262|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1640.78056|1.0|1.0|1.0|1.0|2.35|0.05|-7.69|1.54|1.0|0.0|106.85|1.0|-4.52|29.0|-6.73|384.39|0.0|1.0|3.03e-05|2.7|0.0|7.81e-06|3.8208|-1292.588032|619.92|1049.69|376.28|324.5|0.69868|-1292.358966|0.3346|-0.13329|-193.0|0.03494577|8.8611|1542.0|5.8119|5.8119
17g_a50|0.0|1|1|0.0|0.0|1.320916184|-0.185924266|-0.002050512|5.82008293|2|0.029160757|-0.05611228|2.236579664|-0.13328325|0.012079|-0.022378911|-0.1155555559999999|2|2|-0.090386911|-0.200725906|-0.323333765|-0.213708251|1|0.738521694|-0.2126789369999999|0.7276268779999999|0.920663175|-0.048170917|0.442201795|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|0.079336825|52.94662161|-0.025918901|0.749948388|-1.555134042|-21.45417373|-17.29736764|2821.3922|614.4183967|0.879688945|6102.424958|166.8756987|-692.6194843|0.013645282|-333.6136209|1383.884645|1.0|1.0|1.0|1.0|3.66|0.35|-6.96|2.71|2.0|0.0|133.03|1.0|-4.46|32.0|-6.28|424.54|1.0|0.0|3.4899999999999995e-05|3.68|0.0|4.6500000000000005e-05|4.0458|-1335.976491|725.92|1259.05|306.45|306.45|0.6623600000000001|-1335.631756|0.1795|-0.16699|-0.19929|0.02957267|9.1706|246.0|6.6091|6.6091
8g_a8|0.0|0|0|3.073183107|0.0|1.39137364|-0.000475415|-0.014340328|5.4161004020000005|0|0.0438779959999999|0.000966222|0.0|-0.731356723|-0.009140059|-0.025002199|-0.03728368|1|1|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.734188081|-0.0571942009999999|0.656457444|0.533935495|-0.136742629|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|-0.052430233|0.8330608209999999|-2.464220973|-51.33906829|-32.12579035|2889.141422|327.1604688|0.920192814|6581.432140999999|102.2893227|-925.1746152|0.017636126|-408.1554248|1812.487286|0.0|1.0|1.0|0.0|2.96|0.04|-7.4|3.01|2.0|0.0|111.38|1.0|-5.3|31.0|-6.34|417.39|0.0|0.0|5.01e-06|3.53|0.0|1.67e-05|3.7495|-1450.9549470000002|635.27|1083.78|330.67|330.67|0.69221|-1450.728709|0.3904|-0.15542|-0.21391|0.04147516|7.5762|4.2|5.3768|5.3768
12g_a31|0.0|0|0|3.42813681|0.0|0.6101363000000001|0.0716209459999999|-0.01500347|5.733341277|0|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|-0.082116813|2|2|0.074878295|-0.0497478109999999|-0.081426376|-0.57758443|0|0.819234772|-0.1386819869999999|0.7983388929999999|0.58271093|-0.1284353869999999|0.325789284|0.030961426|-78.87508829|-80.52794936|19.01411466|152.7424573|0.41728907|256.26669530000004|-0.039059048|0.6886488690000001|-1.835775276|-48.43898314|-23.98704875|2514.363249|357.8560168|0.887664343|5398.678971|191.2078009|-692.3565973|0.02515117|-231.70711040000003|1637.106139|1.0|1.0|1.0|1.0|2.51|0.32|-6.45|0.86|1.0|0.0|103.26|1.0|-4.92|27.0|-6.86|384.45|0.0|1.0|1.19e-05|2.52|0.0|0.000136|3.8349|-1578.846191|664.44|1090.41|323.3|323.3|0.70068|-1578.605452|265.0|-0.15917|-0.19241|0.04532186|2.4038|0.11|6.9586|6.9586
12p_a30|0.0|0|0|0.0|0.0|0.604984421|0.038440292|-0.0063403159999999|5.351858133|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|1|1|-0.109773594|-0.053644471|-0.09353607|-0.456474815|1|0.7867133140000001|-0.2210072669999999|0.7991060659999999|0.843381594|-0.074356395|0.371591982|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|100.1386407|-0.0364888379999999|0.8199554720000001|-1.897419563|-30.39737673|-23.33022469|2783.628159|539.2411292|0.886732486|6166.812731|115.116829|-775.6774321|0.0130197619999999|-409.146112|1479.558007|0.0|1.0|1.0|0.0|0.0|0.17|-7.01|3.04|2.0|0.0|132.24|1.0|-5.66|30.0|-5.81|412.51|0.0|1.0|2.21e-06|4.23|0.0|4.02e-05|5.1922|-1615.094336|685.08|1167.16|354.69|238.79|0.68561|-1614.830085|0.1527|-0.14823|-0.19992|0.03198743|4.6103|17.0|7.7721|7.7721
10_a15|0.0|0|0|0.0|0.0|1.4356889780000002|-0.137104477|-0.006872984|0.0|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|0.010152859|0|0|-0.132759909|-0.120626133|-0.184255041|-0.391156537|2|0.713794823|0.018211609|0.7933685340000001|0.933136945|-0.052826735|0.640780603|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|-0.036384844|0.8301726490000001|-1.928396745|-17.88541558|-21.17108692|2605.82709|542.9602292000001|0.815948972|6204.37804|98.81668286|-652.8924702|0.0116026369999999|-384.2321709|1351.607534|1.0|1.0|1.0|1.0|3.64|0.12|-9.82|2.87|2.0|0.0|119.95|1.0|-6.22|30.0|-4.97|397.47|0.0|1.0|5.99e-07|5.29|0.0|5.99e-08|4.4682|-1281.088565|631.2|1136.48|340.17|277.48|0.70313|-1280.804272|0.0042|-0.15377|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
7f_a8|0.0|0|0|2.961566988|0.0|1.394802504|-0.139912829|-0.005338193|4.844187086|0|0.044814815|0.034392285|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|1|1|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.7051689170000001|0.041366689|0.507325475|0.770229267|-0.091890536|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|130.7330978|-0.040738044|0.880922225|-1.670259798|-29.74763659|-23.17880348|2534.956113|438.23883319999993|0.822794279|5662.145174|67.75191165|-540.7116315000001|0.010262531|-433.4681077|1078.790971|0.0|1.0|0.0|0.0|3.23|0.0|-8.46|4.27|2.0|0.0|101.89|1.0|-5.68|28.0|-5.27|373.35|0.0|1.0|2.09e-06|4.66|0.0|1.31e-06|3.8187|-1285.196168|584.99|991.61|356.17|324.68|0.6987399999999999|-1285.017838|0.1502|-0.14506|-0.21998|0.02809022|11.6137|35.65|4.4479|4.4479
19c_a38|0.0|0|0|3.332128134|0.0|1.297043851|-0.085545751|-0.008177185|5.351858133|2|0.04508642|0.02192428|0.0|-0.449745181|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|1|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.846765471|-0.071918235|0.6885713729999999|0.7591916240000001|-0.0918007669999999|0.396635872|0.024315945|-57.79749770000001|-68.18641054|15.30924906|139.1570837|0.240808376|151.612258|-0.038224114|0.7187071909999999|-1.949429829|-36.38913762|-24.06579196|2967.98627|477.9848537|0.914989047|6618.350708|177.10114030000005|-772.7394084|0.023120664|-275.39483110000003|1707.726604|0.0|1.0|1.0|1.0|3.0|0.13|-6.92|1.76|1.0|0.0|130.41|1.0|-4.35|32.0|-7.13|426.45|0.0|0.0|4.46e-05|2.5|0.0|5.14e-05|5.8832|-1424.42734|652.09|1138.6|323.53|210.74|0.6279899999999999|-1424.1880119999998|0.1417|-0.15612|-0.21303|0.03740877|3.2846|9.0|8.0348|8.0348
12a_a30|0.0|0|0|0.0|0.0|0.604984824|0.033691224|-0.006711725|5.351858133|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|-0.094932667|1|1|-0.171649606|-0.053309522|-0.094526372|-0.454270252|1|0.7885597609999999|-0.171895425|0.7961424690000001|0.836214716|-0.07699057|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|101.5505506|-0.037665934|0.805190202|-1.845630786|-29.59731695|-23.35372432|2722.217443|518.4718832|0.88607758|5936.682602000001|120.786445|-709.5118166|0.014884556|-378.4495438|1421.195251|0.0|1.0|1.0|0.0|0.0|0.14|-6.64|2.82|2.0|0.0|127.28|1.0|-5.28|29.0|-5.98|398.48|0.0|0.0|5.23e-06|3.87|0.0|9.21e-05|5045.0|-1575.7783980000002|668.81|1122.01|355.41|245.76|0.68599|-1575.538241|0.1511|-0.1481|-0.19994|0.03289568|4.7368|11.0|7.9469|7.9469
16d_a32|0.0|1|1|3.311658163|0.0|0.609420775|0.170838661|-0.017249763|5.733341277|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|3|3|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|0.8575664540000001|-0.0847953219999999|0.7689748270000001|0.7554930740000001|-0.091212351|0.41654798|0.032003415|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|0.615749698|-1.493933474|-31.07481011|-21.26791022|2588.214866|440.9688416|0.79521327|5768.495166|224.2805611|-508.962859|0.0332953229999999|-135.1223777|1416.134383|0.0|1.0|1.0|1.0|3.01|0.18|-6.59|0.65|1.0|0.0|102.33|1.0|-5.65|26.0|-6.62|385.46|0.0|1.0|2.22e-06|2.86|0.0|9.84e-05|3.6271|-1877.360551|621.59|1023.44|341.83|341.83|0.70217|-1877.185022|0.2915|-0.15009|-0.20077|0.02818209|3.8853|8.0|8.1135|8.1135
SB431542_a8|0.0|0|0|3.172627551|0.0|1.401734117|-0.007805495|-0.014434378|5.4161004020000005|1|0.041909722|0.096884952|0.0|-0.721718925|-0.0075336219999999|-0.029382296|-0.0453332859999999|1|1|0.156874293|0.055198015|0.089375589|-0.494976661|1|0.762577159|-0.072891515|0.7318727540000001|0.5653298489999999|-0.128342313|0.274152231|0.034730361|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|0.7608280590000001|-2.242727845|-45.98111161|-29.18257067|2801.428659|338.38158389999995|0.908729075|6203.505123|143.157805|-803.5005528|0.025179219|-312.2404091|1764.391093|0.0|1.0|1.0|0.0|2.75|0.05|-6.76|1.9|1.0|0.0|109.21|1.0|-4.4|30.0|-7.04|400.39|0.0|0.0|3.99e-05|2.4|0.0|6.96e-05||||||||||||||79.08|4.1019|4.1019
14a_a10|0.0|0|0|0.0|0.0|1.3438495730000002|-0.2090476269999999|-0.002047597|5.4161004020000005|3|0.035660377|0.027446544|2.070512208|-0.147427016|0.011509975|-0.045759336|-0.00421565|1|1|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.7348225290000001|-0.007680215|0.740051323|0.911549451|-0.044416218|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|0.088450549|64.18371923|-0.018970051|0.542015878|-1.270993412|-23.38784787|-13.76552695|3075.550631|661.4615097|0.8833450959999999|6754.660977|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|1701.592784|1.0|1.0|1.0|1.0|4.4|0.39|-8.18|1.94|1.0|0.0|146.76|1.0|-4.21|35.0|-6.82|468.59|1.0|0.0|6.159999999999999e-05|3.29|0.0|3.07e-06|5.5808|-1489.655581|800.01|1380.89|326.1|222.16|0.7047100000000001|-1489.42155|0.0005|0.2422099999999999|0.19621|-0.14757681|4.8004|74.0|7.1308|7.1308
12a_a50|0.0|1|1|0.0|0.0|1.397770359|-0.199881787|-0.002936355|5.82008293|1|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|0.014596049|-0.122912558|2|2|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.795582575|-0.2018898489999999|0.660148928|0.904119689|-0.05075501|0.29507467|0.021013336|-25.57033815|-33.44733598|10.58650394|7.457998037999999|0.095880311|48.30443297|-0.02383238|0.575218972|-0.929462803|-12.88231829|-12.00673599|2223.666558|455.4948605000001|0.885635975|4665.239724|214.004382|-235.9104193|0.027455156|-75.79052945|814.0599092|1.0|0.0|1.0|1.0|2.21|0.11|-5.49|2.02|0.0|0.0|94.69|2.0|-3.16|24.0|-6.44|313.36|1.0|1.0|0.000685|2.5|0.0|0.00101|4.0783|-1006.659456|545.54|908.22|304.01|304.01|0.65267|-1006.498352|0.1807|-0.16806|-0.20172|0.02648238|7.9123|75.0|7.1249|7.1249
9_a47|0.0|0|0|0.0|0.0|1.3818994059999998|0.00410268|-0.008501246|0.0|2|0.037492877|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|0.045804989|0|0|-0.091848897|-0.021556658|-0.045757939|-0.4477815529999999|2|0.792070785|0.075092937|0.689770023|0.805149969|-0.084368438|0.492394184|0.009540986|-44.13640712|-50.70744657|4.991260197|107.3271659|0.194850031|101.9336202|-0.036925422|0.790651977|-1.550867715|-23.08946904|-19.3171225|2292.652212|421.2052248|0.93384951|5212.504394|109.5180831|-424.4325604|0.015793737|-304.1026787|1026.1394|1.0|0.0|1.0|1.0|2.78|0.05|-8.47|2.99|1.0|0.0|101.46|1.0|-5.37|26.0|-5.26|345.37|0.0|1.0|4.29e-06|4.43|0.0|1.17e-06|5.7429|-1149.090086|566.1|959.59|333.44|215.89|0.69084|-1148.896866|0.2208|-0.1545099999999999|-0.20488|0.03463008|3.4815|25.0|7.6|7.6
16_a31|0.0|0|0|3.096824452|0.0|0.61013894|0.152128735|-0.020181753|5.733341277|0|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|0.06214876|2|2|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.8318419909999999|0.0980869569999999|0.8944757390000001|0.546450126|-0.142079397|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|0.4535498739999999|213.694252|-0.050105055|0.73080436|-1.653466811|-31.54036284|-23.60746376|2071.962924|257.4650715|0.747554032|4387.049328|126.8340354|-367.0549296|0.027684692|-217.4912527|1066.012118|1.0|0.0|1.0|1.0|1.93|0.14|-4.94|0.78|0.0|0.0|80.57|2.0|-4.36|21.0|-6.48|300.34|0.0|1.0|4.38e-05|2.32|0.0|0.00347|3.6596|-1308.242314|503.18|818.1|338.79|338.79|0.70108|-1308.113026|0.2534|-0.15231|-0.1842|0.03948619|5.5943|0.09|7.0458|7.0458
17d_a50|0.0|1|1|0.0|0.0|1.338814635|-0.152030219|-0.002166617|6.042632834|1|0.031990741|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|-0.125540541|2|2|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.748516466|-0.2177003589999999|0.7276268779999999|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|0.75405703|-1.535398758|-21.24595322|-17.74731987|2824.70142|644.9008302|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|0.013178555|-352.3903892|1412.14676|1.0|1.0|1.0|1.0|3.68|0.35|-7.07|2.71|2.0|0.0|133.19|1.0|-4.5|32.0|-6.25|424.54|1.0|0.0|3.17e-05|3.72|0.0|3.63e-05|4.0506|-1335.989008|727.15|1263.22|306.09|306.09|0.66103|-1335.649722|0.1819|-0.16716|-0.19967|0.02625058|7.9942|74.0|7.1308|7.1308
17_a12|0.0|0|0|0.0|0.0|0.610029543|0.132275232|-0.00864055|4.727387819|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|1|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|2|0.8198617429999999|-0.11976662|0.859088647|0.858119365|-0.069570363|0.318309599|0.011226177|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|73.93273708|-0.035198739|0.786701219|-1.443148294|-18.89085387|-18.34174978|2246.161353|447.1583691000001|0.8728564259999999|4866.339908|111.1480977|-391.8666299|0.015049295|-298.7949107|955.9051425|1.0|1.0|0.0|1.0|2.97|0.17|-7.16|2.47|0.0|0.0|103.12|1.0|-4.51|24.0|-6.07|333.41|1.0|1.0|3.1e-05|3.19|0.0|2.32e-05|4.4014|-1366.804178|560.09|933.62|328.67|281.69|0.62783|-1366.638303|148.0|-0.15459|-0.21781|0.02800938|2.9806|16.0|7.7959|7.7959
4r_a46|0.0|0|0|0.0|-0.03033057|1.13129629|-0.173617329|-0.002826188|5.587248657999999|2|0.044728682|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|-0.048758575|1|1|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.810646641|-0.070397185|0.76719475|0.8478197820000001|-0.079297367|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|2137.47734|449.7405899|0.839885604|4775.760774|151.3787482|-343.3301143|0.015225417|-227.7097083|905.6728276|1.0|0.0|1.0|1.0|2.89|0.35|-6.25|1.52|0.0|0.0|97.9|1.0|-3.09|25.0|-6.83|334.41|1.0|0.0|0.00081|2.12|0.0|0.000188|4.5209|-1069.447946|571.75|986.04|274.25|274.25|0.69085|-1069.231407|0.1404|-0.18999|-0.2207199999999999|0.02826942|3.5979|1413.0|5.8499|5.8499
6_a1|0.0|0|0|0.0|0.0|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|1|0.039635417|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|1|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.798346291|-0.095907969|0.741035199|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|0.576759436|-0.929068634|-13.35477777|-11.51080589|1956.144556|424.3707604|0.7295841470000001|4061.042516|204.5077752|-216.916644|0.025250885|-74.17956941|778.3512535|1.0|0.0|1.0|1.0|2.54|0.22|-6.02|1.75|0.0|0.0|86.31|1.0|-3.12|22.0|-6.21|291.35|1.0|1.0|0.0007599999999999|2.63|0.0|0.000277|4.0635|-935.5024827|527.41|875.29|305.12|305.12|0.69818|-935.330989|0.3399|-0.16784|-0.1899799999999999|0.027384499|8.0033|5.1|5.2924|5.2924
9d_a40|0.0|0|0|0.0|0.0|0.604992329|0.007834411|-0.003961493|5.4161004020000005|0|0.045555556|0.153818743|0.89023715|-0.146575228|0.011823978|0.15723868|-0.137738587|2|2|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.223631751|0.55759121|0.941627612|-0.060319196|0.002088915|0.010749826|-31.08478865|-36.92750973|5.539796446|108.1468558|0.058372388|30.08152399|-0.031613312|0.8664205709999999|-1.074852592|-16.01918037|-16.29154841|2109.570685|485.2567189|0.87714454|4401.742338|68.83858806|-285.4523697|0.0087217999999999|-377.6610668|639.3115126|0.0|1.0|0.0|0.0|3.63|0.06|-7.0|4.07|1.0|0.0|91.71|1.0|-6.13|22.0|-4.62|325.82|1.0|1.0|7.37e-07|5.16|0.0|3.3e-05|4.6073|-1677.551678|542.19|892.69|370.51|269.1|0.69986|-1677.429981|0.4025|-0.13875|-0.20781|0.01113991|7.9502|107.0|6.9706|6.9706
