molecula|SddssS|n9FaRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|RASA|PNSA3|RNCS|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
15b_a50|0.0|1|0.0|2|1|1.353059441|4.112770601|-0.0045393|-0.05484142|1|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.8259784720000001|0.000882622|-0.216393362|0.8209134840000001|-47.20879251|274.85729960000003|102.3838797|6.564219549|0.0|-26.98929785|-16.04745006|58.69070955|2441.264256|469.3167805|-738.1827030000001|-9.174337796|0.3609826579999999|6.89125222|13.22671714|5205.2135960000005|206.3740238|0.024313507|1155.184146|510.3677388|1.0|1.0|1.0|1.0|1.0|2.11|0.19|20.0|-5.72|2.71|3.26|68.76|1.0|0.0|105.46|0.0|2.0|-6.98|-3.6|0.2339999999999999|0.000249|0.0891|2.11|0.0|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|-1160.4989460000002|-1160.463663|1035.3|305.67|0.1796|475.99|0.65917|-1160.275856|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
14y_a23|0.0|1|0.0|2|0|1.197960595|3.3149940630000003|-0.005875443|-0.022719307|2|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|2|0.802520527|0.137426346|-0.049318182|0.925252932|-39.9727336|39.66769923|51.68445972|8.990852582999999|82.29531392|-27.63946733|-23.71943531|52.97547894|3096.562257|639.7735629|-1114.8134599999998|-16.40099384|0.21677451|8.213390641|16.00209862|7320.809595999999|149.890474|0.016527|1423.362076|665.6233736|0.0|1.0|0.0|1.0|1.0|3.49|0.05|26.0|-8.57|4.64|5.32|105.02|2.0|1.0|130.3|0.0|1.0|-5.8|-6.13|8.18e-05|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|-2549.104894|-2549.091817|1217.48|340.49|444.0|585.2|0.61338|-2548.8917260000003|-0.14942|4.8799|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225|8.4225
6_a3|0.0|0|0.0|0|0|0.605016564|0.0|-0.008934536|-0.106234254|2|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|2|0.790667152|-0.155862559|0.055002252|0.783322023|-52.01903278|236.2008316|108.118071|2.7192240510000003|77.06094911|-25.95647951|-18.8247694|57.46859326|2196.107822|390.8623623|-640.0421597|-9.393191593|0.19718501|5.498222293|8.982311462|4992.54948|98.39146166|0.0150025189999999|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|2.65|0.0|21.0|-7.48|4.96|4.66|92.93|1.0|0.0|95.5|0.0|1.0|-5.68|-4.87|0.00124|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.3963|-1731.735113|-1731.7043199999998|884.88|365.05|0.1997|366.93|0.3369|-1731.602363|-0.1465|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
12az_a36|0.0|0|0.0|0|2|1.297042831|0.0|-0.009570959|-0.040156368|2|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|0.129156742|-0.176729938|-0.289604649|-0.387734368|1|0.812921349|-0.061924322|-0.021825174|0.819163613|-50.28669997|60.11023222|126.71905359999998|17.0740303|8.104966044|-35.23783652|-23.45695404|74.65245915|3039.528467|574.0196415|-1360.503334|-16.43719536|0.416134994|8.449849817|15.73229538|6700.839465|291.60189260000004|0.034594361|2330.167624|766.4854363|1.0|0.0|1.0|1.0|2.0|0.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|0.0|1.0|-7.13|-4.15|0.0342|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.6095|-1461.990465|-1461.962459|1252.18|343.5|0.4383|576.54|0.69385|-1461.686269|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
21_a4|0.0|0|0.0|1|1|1.399863887|2.026698554|-0.003068098|-0.014982235|1|0.0|-0.131928225|0.012362563|-0.2897937889999999|10.94593332|-0.104638158|1|0.030586117|-0.063064908|-0.099702401|-0.228430899|1|0.777866961|0.090847781|-0.174578783|0.932146735|-28.99048719|63.37635587|34.4171635|5.190159022|66.03320922|-14.70482428|-14.54552243|39.22285963|2045.488184|472.812128|-581.8208971|-7.377915035|0.276832377|5.961506745|9.956436217|4277.396118|140.4174905|0.017563978|804.5450027|387.240586|1.0|1.0|1.0|1.0|0.0|2.92|0.16|17.0|-5.94|3.7|3.85|39.94|0.0|0.0|91.59|0.0|2.0|-5.76|-4.19|0.0403|6.51e-05|0.0197|3.36|0.0|0.0|1.16e-06|0.000352|-0.02956|4.0245|-973.5683008|-973.5481197|916.76|308.08|0.2016|446.0|0.5260600000000001|-973.400097|-0.16632|2.0282|-0.19588|0.020181098|-973.449892|2.9409|121.0|6.9172|6.9172
19e_a38|0.0|0|0.0|0|2|1.297043576|0.0|-0.007550899|-0.10490608|2|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.839953955|0.04818471|-0.064035403|0.776562593|-56.34606212|118.734325|150.553721|9.619015829|16.39385667|-37.96637911|-25.49088538|70.62168376|2920.436229|523.2534216|-1376.50781|-17.17594064|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|0.020114756|1837.325672|696.3887025|1.0|1.0|1.0|1.0|3.0|3.08|0.12|17.0|-7.28|4.03|3.09|81.23|2.0|0.0|135.78|0.0|1.0|-6.39|-4.72|0.0049|1.89e-05|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.05139|3.8587|-1409.582478|-1409.547647|1183.12|321.31|0.3948|532.67|0.41961|-1409.315831|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083|8.0083
AKLKII_a46|0.0|0|0.0|0|0|1.4316666480000002|0.0|-0.003417504|-0.030657|3|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.064690027|0.837641394|-34.061229|160.85204040000002|76.99187522|2.335284369|0.0|-16.15213359|-15.74102977|38.98582025|2000.353437|397.2168972|-550.9360419|-7.464534402999999|0.2278604669999999|5.83938898|11.22955511|4110.764451|108.05343229999998|0.015584114|713.5187596|314.0966684|1.0|0.0|1.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.9|3.39|67.35|0.0|0.0|85.32|0.0|1.0|-6.5|-3.58|166.0|0.000266|0.0764|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||||181.0|6.7423|6.7423
10_a47|0.0|0|0.0|0|0|1.381868067|0.0|-0.008013899|-0.166367455|2|1.329777427|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|0.754096463|-0.138304661|0.011239977|0.841070966|-40.80144983|103.41137940000002|84.97451737|2.720890925|0.0|-21.81529334|-18.9212254|45.89037038|2355.515804|449.6950454|-851.455143|-10.11660331|0.198117368|6.277122171|10.66897998|5482.319019|105.9273263|0.014051737|1061.820157|498.0016816|1.0|0.0|1.0|1.0|2.0|2.97|0.09|22.0|-8.85|5.12|5.92|58.04|2.0|0.0|106.43|0.0|1.0|-5.08|-5.5|0.000638|3.18e-06|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|3.7236|-1188.405988|-1188.3744|997.16|332.97|231.0|426.55|0.53909|-1188.1907199999998|-0.15445|1.9281|-0.20309|0.03158831|-1188.244739|2.8795|13.0|7.9|7.9
12b_a40|0.0|0|0.0|1|0|0.604989475|1.713497417|-0.004650218|-0.011794908|0|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.7137941109999999|0.026452642|-0.227384615|0.955647156|-37.05091872|80.72126798|25.26281742|3.518538455|48.17000329|-21.10373336|-19.27231874|43.22826564|2462.878448|544.3244990000001|-597.4418808999999|-10.97726831|0.143170283|8.132984007000001|16.09989085|5933.385347|81.54797734|0.010309671|697.2702616|370.3261123|0.0|1.0|1.0|0.0|0.0|3.87|0.0|20.0|-8.39|6.58|6.74|58.43|2.0|0.0|101.78|0.0|1.0|-4.09|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|1.7e-06|-0.08279|3407.0|-3016.999329|-3016.9868100000003|960.94|363.91|306.0|490.5|0.69476|-3016.927883|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|0.04|7.3979|7.3979
14q_a23|0.0|1|0.0|2|0|1.19796338|3.292130907|-0.0101981219999999|-0.130330047|2|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.121109106|-0.017918675|-0.033435987|-0.573130981|2|0.808928963|0.067394607|-0.089657283|0.773194598|-61.51997721|350.836102|155.7136729|10.17264683|97.13675614|-42.23665548|-27.24379301|76.3369885|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|8.732265278|16.53853737|6982.066379000001|152.86702240000002|0.01932289|1787.418422|693.3423458|0.0|1.0|1.0|0.0|2.0|2.66|0.04|26.0|-6.96|2.57|3.12|148.11|1.0|1.0|128.38|1.0|1.0|-7.33|-4.39|0.00278|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08159|3.6431|-1798.645459|-1798.6108739999995|1222.17|340.33|0.4943|554.59|0.5949|-1798.3704079999998|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069|7.8069
28_a34|0.0|0|0.0|1|1|1.454781307|1.767685185|-0.016942875|-0.206909349|1|0.0|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|-0.0500053959999999|1|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|1|0.798057295|0.092890802|-0.078146961|0.545935562|-66.89539627|144.3404619|232.4555747|9.876233397|88.32197602|-34.24669822|-24.6708914|86.18702382|2252.098123|279.4884473|-937.4938731|-12.63011537|0.270129894|5.613534285|10.28760365|4803.256974|138.2913845|0.0271102189999999|1284.466737|344.69029950000004|0.0|1.0|1.0|1.0|1.0|2.55|0.12|17.0|-4.78|1.99|2.07|92.26|0.0|0.0|85.92|0.0|2.0|-7.04|-3.25|172.0|0.000565|182.0|1.72|0.0|0.0|1.66e-05|0.00535|-0.03896|4.2857|-1100.797628|-1100.760824|896.02|289.3|0.2043|417.28|0.69263|-1100.6525880000002|-0.17802|6.4596|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
7s_a46|0.0|0|0.218897825|1|1|1.160371307|2.117265684|-0.005351046|-0.076841616|1|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|-0.020953253|1|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.770312275|-0.036284605|-0.030371026|0.858788462|-48.61321955|166.3052939|70.97315818|2.240932895|0.0|-24.43308641|-15.894055599999998|53.07188519|1982.695462|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|5.565371272|9.829721631|4245.390306|90.5248694|0.01122216|814.1975221|409.9543818|0.0|0.0|1.0|1.0|1.0|2.33|0.26|17.0|-6.08|3.65|3.9|50.94|0.0|0.0|91.19|0.0|1.0|-5.81|-4.24|0.0262|5.76e-05|0.0176|3.32|0.0|0.0|8.39e-07|0.000256|-0.02024|4293.0|-974.8067569|-974.7707066|916.7|288.81|0.4164|446.63|0.44692|-974.615216|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|3.6655|1985.0|5.7022|5.7022
8c_a12|0.0|0|0.0|0|1|1.283851303|0.0|-0.0104125509999999|-0.055163114|3|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.782864175|-0.10899871|-0.130288596|0.840397446|-34.19075142|83.24714315|81.4415307|5.104595615|0.0|-17.44675795|-19.51587692|44.19432689|2190.852814|428.8355831|-780.6350769|-9.958505349|0.235550168|5.670223821|10.74930819|4610.945152|120.19586|0.018855428|1021.17241|390.0159026|0.0|0.0|0.0|1.0|1.0|2.24|0.11|18.0|-7.14|2.81|1.59|63.06|0.0|0.0|98.07|0.0|1.0|-6.44|-3.72|107.0|0.0001899999999999|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|3.8341|-1022.77302|-1022.750382|909.19|323.37|466.0|402.43|0.53657|-1022.613451|-0.15571|1.7305|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
15_a15|0.0|0|0.0|0|1|1.435688991|0.0|-0.006378587|-0.031457366|3|0.0|-0.395472407|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.724319314|0.007958332|0.003774415|0.8972060479999999|-41.11675625|142.8140301|68.29723829999999|9.115534766|4.306196778|-27.31834743|-20.86598874|54.83651811|3027.719888|596.1118717|-1210.227347|-13.86355301|0.297455822|6.673906339|11.8273735|7039.747576999999|197.6323578|0.0202953539999999|1722.635223|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.34|0.07|24.0|-8.9|4.33|6.69|59.51|2.0|0.0|138.24|0.0|1.0|-5.26|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03786|2582.0|-1450.7538470000002|-1450.725355|1265.55|480.19|0.4459|573.46|0.67524|-1450.398033|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|2.9566|109.0|6.9626|6.9626
21c _a23|0.0|1|0.0|2|0|1.197962776|3.311482916|-0.009944003|-0.135572353|2|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|-0.039311241|2|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.782543953|0.149511954|-0.060079444|0.790596437|-59.46209153|323.3651097|148.8448086|7.09164338|94.32302529|-42.26586935|-28.58195193|69.43902929|3161.1237530000003|561.9588018|-1543.4254039999998|-20.31615463|0.165442725|8.945789862|16.83467928|7227.157398|117.597286|0.013451712|1849.394223|762.0576580000001|0.0|1.0|1.0|1.0|2.0|3.11|0.08|26.0|-7.33|3.1|3.42|148.11|1.0|1.0|133.35|1.0|1.0|-7.13|-4.72|0.0011|1.92e-05|9.0|2.86|0.0|0.0|4.69e-08|2.2e-05|-0.07892|3.6649|-1837.964768|-1837.932192|1275.12|338.3|0.3329999999999999|587.02|0.5885699999999999|-1837.67081|-0.15089|6.0226|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
9g_a40|0.0|0|0.0|1|0|0.604992427|1.849105962|-0.0054957819999999|-0.0220464379999999|0|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.764275277|-0.384131901|-0.242405063|0.90454157|-33.47455057|65.74631496|50.29077056|5.930596229|64.08637519|-17.63553984|-16.43578193|44.73159432|2169.234651|476.5434822|-624.5597134|-8.658932892000001|0.259759794|8.180261533|15.62271835|4435.743087|136.8503571|0.018087202|843.7257374|384.6422631|0.0|0.0|1.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.91|2.93|72.28|0.0|0.0|87.53|0.0|1.0|-7.17|-3.09|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|-1332.487689|-1332.476347|923.42|402.84|0.3563|469.6|0.70233|-1332.31775|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
11e_a5|0.0|0|0.0|0|1|1.338814635|0.0|-0.003208975|0.038643235|2|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|1|-0.127225457|-0.0924814769999999|-0.147721258|-0.234433859|2|0.775794895|-0.048843135|-0.02059071|0.876758791|-41.64560703|62.84782002|81.64179149|5.290414418|0.0|-27.58835281|-18.69519243|49.63167715|2721.416353|580.8135016|-1046.930776|-12.38472918|0.27836484|9.387474824|18.17739133|5675.693973|184.4042616|0.016933845|1450.77573|735.3048881|0.0|1.0|1.0|1.0|1.0|3.43|0.24|23.0|-8.95|5.03|4.29|66.93|2.0|0.0|125.71|0.0|1.0|-6.28|-4.72|0.00919|1.9e-05|0.00782|3.56|0.0|0.0|1.13e-09|4.64e-07|-0.03808|4.1036|-1316.547103|-1316.512503|1220.1|302.14|0.5347|571.06|0.66478|-1316.239803|-0.16751|2.3124|-0.20559|0.03460011|-1316.301553|2.8694|0.04|7.3979|7.3979
36_a18|0.0|0|0.0|0|2|1.25117638|0.0|-0.006407141|-0.020339784|1|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|-0.079553246|-0.079721028|-0.12139648|-0.493920601|0|0.741135729|-0.010091893|0.0059061|0.804293867|-55.38202488|110.8288932|139.3536816|4.786442152|83.34177364|-39.43509046|-22.73046122|62.10402945|2979.013751|572.70209|-1477.479979|-16.1853561|0.187943933|9.560644525|18.21710397|6799.65027|133.8265619|0.0123136069999999|1819.430996|975.4099618|1.0|0.0|1.0|1.0|3.0|0.0|0.28|18.0|-9.16|3.73|2.96|85.29|2.0|1.0|146.24|0.0|1.0|-6.18|-5.28|0.000975|5.19e-06|0.00242|4.18|0.0|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|-1493.686737|-1493.661092|1350.57|388.57|0.4674|636.33|0.69372|-1493.266344|-0.13133|1.9944|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
20a_a10|0.0|0|0.0|1|1|1.343837243|2.113798134|-0.0034618129999999|0.049376168|2|1.896409603|-0.197323337|0.008214031|-0.010695558|10.9296614|0.011011878|1|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.755429696|0.036092601|0.019448804|0.913681336|-43.19189039|66.52185003|56.1599532|5.764636687|47.01787447|-28.10115947|-18.22250274|52.05222074|2998.608651|594.4519837|-947.5701424|-11.8557778|0.266548108|8.419180593|15.37476788|6729.996773999999|173.41938059999998|0.016540298|1291.932235|719.5272609|1.0|1.0|1.0|1.0|0.0|3.63|0.11|27.0|-9.44|5.06|5.77|76.62|2.0|0.0|126.35|0.0|1.0|-5.82|-5.59|0.000888|2.56e-06|0.0011|4.36|0.0|0.0|3.61e-10|1.55e-07|-0.06611|3.8312|-1389.164302|-1389.1321289999998|1200.92|323.62|0.2738|524.02|0.50193|-1388.897416|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|-1388.957848|3.2116|1.2|5.9208|5.9208
14_a47|0.0|1|0.0|0|0|1.417758105|0.0|-0.006070958|-0.136491228|2|1.484493371|-0.2306964|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|0.05124606|-0.020596219|-0.061837113|-0.33240126|2|0.777675668|-0.085385518|0.050943962|0.681598464|-47.18187618|64.60629385|160.57883|5.113919242|0.0|-23.79514424|-17.63306222|57.32194098|2254.664317|343.7492333|-617.1571777|-8.892848121|0.335290281|6.909385453|13.15643085|4695.98899|169.0962983|0.028057496|928.4611922|310.8026328|1.0|0.0|1.0|1.0|2.0|1.53|0.0|21.0|-7.79|3.97|4.88|66.49|0.0|0.0|86.58|0.0|1.0|-6.21|-4.13|0.0349|7.46e-05|0.0241|2.91|0.0|0.0|1.63e-08|5.27e-06|-0.06057|3.9671|-1127.737484|-1127.700693|849.76|312.53|0.2452|375.43|0.68345|-1127.610422|-0.16377|2.2485|-0.22434|0.03679054|-1127.6593779999998|3665.0|8.0|8.1|8.1
8_a15|0.0|0|0.0|0|0|1.419941362|0.0|-0.009853404|-0.044406425|1|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|0.7059441040000001|0.0937475619999999|-0.025923166|0.853896482|-41.7821007|104.8781037|85.31489861|11.47934212|55.99586988|-24.39801408|-16.91650111|61.44071008|2393.276181|498.6196971|-828.9085544|-9.878130237|0.480572589|6.093505548|9.984825987|5306.2234530000005|280.62296039999995|0.035495625|1595.8121130000002|532.0914339999999|1.0|1.0|0.0|1.0|1.0|3.76|0.19|18.0|-7.57|3.9|4.95|61.84|2.0|0.0|104.74|0.0|1.0|-5.52|-4.81|0.00206|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.7426|-1223.704913|-1223.687714|1050.15|331.28|251.0|538.51|0.5128|-1223.463981|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|1.4589|108.0|6.9666|6.9666
3c_a32|0.0|1|0.0|0|0|0.6094207970000001|0.0|-0.006923974|-0.048337951|0|2.224112182|-0.270034997|-0.00017094|-0.113334836|10.31100278|-0.01180891|3|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|0.839409251|-0.003205869|-0.019130435|0.888766719|-34.91603827|59.72163595|57.18235134|3.995552912|0.0|-17.94949454|-14.82682786|42.68833949|2152.627425|456.8935699|-533.7658031000001|-7.622115192000001|0.306047878|5.605165488|9.717148607|4598.027604999999|157.331845|0.018316536|769.1680542|370.5811396|1.0|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|6.61|4.68|110.94|1.0|0.0|93.05|0.0|1.0|-5.35|-4.91|0.000217|1.22e-05|0.00399|4.14|0.0|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|-1633.443791|-1633.419633|903.81|352.54|0.5017|425.74|0.7034600000000001|-1633.297494|-0.14219|3123.0|-0.1970599999999999|0.02415856|-1633.348356|5.0659|9.0|8.0458|8.0458
12u_a30|0.0|0|0.0|0|2|0.604983445|0.0|-0.006935447|-0.027452346|2|0.0|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.83236194|-0.055829439|-0.105767484|0.84944095|-51.83732031|78.15130994|100.8445957|6.982033926000001|0.0|-34.72068676|-25.41792137|62.26136323|3001.03926|568.9563615000001|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|7133.515802|126.9521524|0.014495402|1536.749179|685.6665849999999|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|2.0|0.0|137.3|0.0|1.0|-5.52|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|-2494.962309|-2494.927579|1202.06|354.21|0.1502|559.16|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
47o_a18|0.0|0|0.0|0|1|1.251177005|0.0|-0.006476544|-0.055408687|0|0.0|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0|0.7435044540000001|0.001673737|-0.066242713|0.806872998|-56.13142962|77.37089184|140.2610102|4.585021184|82.54478365|-40.76618466|-25.08909125|62.44459815|2857.120021|586.0020642999999|-1605.70184|-18.22128055|0.127246923|9.808930716|19.35260972|6462.6049570000005|92.41474142|0.008265369|1839.812293|931.8364349|1.0|0.0|1.0|1.0|3.0|0.0|0.25|18.0|-9.37|3.69|3.0|85.29|3.0|1.0|139.63|0.0|1.0|-6.12|-5.08|0.000996|8.38e-06|0.00381|4.16|0.0|0.0|4.26e-10|1.93e-07|-0.0502|3.22|-1455.574672|-1455.547304|1352.29|385.04|0.5065|706.49|0.69248|-1455.162559|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279|7.3279
6_a27|0.0|0|0.0|1|0|1.404458667|1.7996617540000002|-0.007874167|-0.072298665|2|1.221528093|-0.330715016|0.00526746|0.075248207|10.93737136|0.081320966|1|-0.406859288|-0.1044763|-0.179319226|-0.541168953|2|0.787663648|-0.1322552659999999|0.1272522519999999|0.785047616|-38.92545695|125.8234721|106.4156743|5.03713293|61.10118428|-19.27068071|-17.14169035|49.10012093|2196.1151210000003|388.6505938|-668.5259238|-8.486272674|0.2251796019999999|5.010042219|9.500048379|4761.820508|111.4788253|0.01635203|862.8140479|373.9912084|0.0|0.0|0.0|0.0|1.0|2.49|0.11|21.0|-6.67|3.48|2.79|76.46|0.0|0.0|92.65|0.0|1.0|-6.55|-3.82|0.0768|0.000153|0.0485|2.37|0.0|0.0|2.16e-07|6.86e-05|-0.04793|4.1391|-1043.831559|-1043.806618|896.68|299.55|0.1915|401.49|0.3366099999999999|-1043.678244|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
3t_a32|0.0|1|0.0|0|0|0.609420752|0.0|-0.006089333|-0.0338714389999999|0|2.141978747|-0.304466646|9.83e-05|0.012069208|10.31100267|-0.086478322|3|0.049606573|-0.070331512|-0.122301673|-0.496165036|0|0.822076702|0.0466380209999999|-0.146047869|0.828676243|-50.65701113|97.01046154|108.2086749|5.681818647999999|0.0|-31.99514268|-17.03304802|59.65287508|2530.60497|523.3947687|-800.5532571|-10.75813179|0.315525518|8.107111779|15.64252992|5525.861115|199.2870037|0.017184783|1169.58817|582.0730423|1.0|1.0|1.0|1.0|1.0|3.41|0.3|19.0|-8.01|7.65|5.42|128.01|2.0|0.0|112.48|0.0|1.0|-5.81|-4.93|0.00013|1.16e-05|0.00462|4.09|0.0|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|-1864.708995|-1864.678788|1129.24|349.38|0.2906|575.45|0.70286|-1864.472646|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
