molecula|SddssS|n9FaRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|RASA|PNSA3|RNCS|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
34_a20|0.0|0|0.0|1|0|1.416932073|1.877209467|-0.0057643419999999|-0.104520106|2|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|2|0.74801464|-0.101401966|-0.090732503|0.7966571459999999|-57.31821177|297.5548445|136.81360859999998|5.898367836|80.66541842|-38.56497154|-21.69778179|66.0848174|2825.042137|536.0086996|-1149.982435|-14.59875162|0.223585914|7.940146766|14.7802149|6211.26199|150.43359099999998|0.01491516|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|2.92|0.08|27.0|-9.18|4.5|4.62|86.69|2.0|0.0|125.0|0.0|1.0|-6.28|-5.02|0.00305|9.51e-06|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05181|3.8699|-1352.31921|-1352.2836220000002|1205.64|320.38|0.4388|544.93|0.38519|-1352.041015|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
8_a27|0.0|0|0.0|1|0|1.406757715|1.7626247169999998|-0.008444078|-0.077396262|2|1.21499748|-0.329319041|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.8000360390000001|0.141900468|0.11158995|0.776384028|-37.50265703|122.0597403|106.5457267|4.960882344|61.18801154|-17.86879446|-17.09606174|47.91445451|2132.9321670000004|369.9216992|-615.4582227000001|-8.145716531|0.248298166|5.016799703|9.642697094|4522.989286999999|118.305988|0.019394143|818.753121|326.3351007|0.0|0.0|0.0|0.0|1.0|2.28|0.06|21.0|-6.28|2.98|2.48|76.46|0.0|0.0|87.68|0.0|1.0|-6.73|-3.52|178.0|0.000299|0.0907|2.0|0.0|0.0|5.2e-07|0.000158|-0.05015|4.1276|-1004.515654|-1004.489001|848.58|300.38|0.2336|374.88|0.64893|-1004.385302|-0.16958|3.0415|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218|8.2218
12at_a36|0.0|0|0.0|0|2|1.297042863|0.0|-0.010886502|-0.073048351|2|0.0|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|0.091520225|-0.136151085|-0.227404687|-0.48127276|1|0.8384626709999999|-0.08859337|-0.063825255|0.751856692|-58.66704838|95.16663336|171.8311073|14.1532755|80.75773169|-40.6250081|-25.99374995|79.10595873|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|8.837213274|17.44496351|6537.399158|225.4381077|0.027424543|2158.30208|735.3783268|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.62|2.7|1.67|95.5|1.0|0.0|135.03|0.0|1.0|-7.18|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|0.0|2.42e-07|0.000106|-0.05703|3.8408|-1460.833958|-1460.797444|1238.61|322.81|0.4765|589.75|0.42968|-1460.549244|-0.15607|6.4676|-0.2131|0.03651452|-1460.61293|8.9532|78.0|7.1079|7.1079
5_a27|0.0|0|0.0|2|0|1.4026035369999998|3.2927747860000003|-0.0063562359999999|-0.068518519|2|1.271687295|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.760083119|0.180356685|-0.020087122|0.8531787759999999|-29.50048722|10.48961936|77.37301579999999|4.709432444|56.35994804|-15.54640123|-16.01263727|38.43699603|2273.906133|449.6149323|-672.5307653|-8.438466859|0.258518528|6.160679036|10.98289851|4943.51602|136.2361487|0.016479312|907.0095354|424.8821143|0.0|1.0|0.0|1.0|0.0|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|0.0|0.0|97.55|0.0|1.0|-6.49|-4.01|0.0821|9.78e-05|0.0324|2.58|0.0|0.0|6.04e-07|0.0002|-0.04554|4.0989|-1083.143246|-1083.124207|955.22|302.48|0.2448|463.87|0.64548|-1082.967639|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|3.0|8.5229|8.5229
8b_a12|0.0|0|0.0|0|1|1.283836078|0.0|-0.012630509|-0.1676879319999999|2|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0.047425677|0.003898807|0.006468729|-0.659952678|1|0.7407532059999999|-0.010950243|-0.183648492|0.740926309|-60.97837482|319.0086845|149.9096134|3.769098814|76.80174559999999|-35.28434152|-26.39069094|67.49212879999999|2388.888334|428.7273481000001|-1213.971783|-15.27062922|0.111063646|6.373278096|12.27845608|5217.318476|64.26553043|0.009361504|1365.645333|510.3677388|0.0|1.0|1.0|1.0|2.0|2.57|0.1|18.0|-7.45|3.11|1.9|80.37|1.0|0.0|110.58|0.0|1.0|-6.51|-4.01|28.0|9.74e-05|0.0346|2.76|0.0|0.0|3.56e-08|1.26e-05|-0.0589|3.7446|-1159.405202|-1159.365835|1020.47|331.1|0.3179|460.08|0.53425|-1159.188228|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58|6.58
11c_a5|0.0|0|0.0|0|0|1.427567332|0.0|-0.004590583|-0.050049777|2|0.0|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.8020105409999999|0.030085871|-0.044126759|0.80472351|-47.99592739|31.61751609|118.7750305|6.604499968|4.089828494|-29.19305715|-19.63310772|58.854300300000006|2497.685314|489.4652669|-903.1229552|-11.94164728|0.292960365|8.88462927|16.09582374|5202.741647999999|178.1902995|0.021214793|1277.330026|523.8031619|1.0|1.0|1.0|1.0|1.0|2.14|0.09|23.0|-8.47|4.79|4.17|80.76|1.0|0.0|106.79|0.0|1.0|-6.59|-4.1|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.2087|-1218.492067|-1218.454079|1071.71|294.59|0.5327|512.32|0.60118|-1218.278135|-0.1713299999999999|2.5278|-0.21448|0.03798847|-1218.336116|3.3827|25.0|7.6021|7.6021
47t_a18|0.0|0|0.0|0|1|1.25117758|0.0|-0.0128248239999999|-0.161517185|0|0.0|-0.756664598|-0.006573438|-0.011641394|10.94702032|-0.04785474|0|0.027313444|-0.068787175|-0.104274108|-0.600890268|0|0.750103977|0.005590928|-0.074774521|0.67203319|-79.78154029|280.622476|219.5070758|6.301435212|78.43695402|-53.39751484|-27.16032544|89.19655162|2872.533415|449.789539|-1520.978225|-18.17831387|0.195468477|8.780037801|17.48280476|6603.597038|130.8263901|0.016238994|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|0.0|0.15|18.0|-7.51|2.6|2.93|110.56|2.0|1.0|129.21|0.0|1.0|-6.46|-4.77|0.00117|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|-1470.873743|-1470.836067|1218.95|397.84|0.5502|601.36|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|9.6938|782.0|6.1068|6.1068
4_a3|0.0|0|0.0|0|0|0.60501714|0.0|-0.008561428|-0.161259999|1|1.882124381|-0.325334256|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.721302096|-0.028924747|0.041477445|0.74053397|-52.4583525|235.6982345|123.350856|1.809595554|77.51574252|-24.93884341|-18.76802992|56.26480013|2142.972568|352.05186289999995|-656.8810472|-8.922372453|0.133023729|5.05182773|8.648209506|4885.093366|63.23984222|0.0100954959999999|757.6690029|347.9532383|1.0|0.0|1.0|1.0|1.0|2.6|0.0|21.0|-7.53|5.3|5.17|80.04|1.0|0.0|92.65|0.0|1.0|-5.21|-5.09|0.00065|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|3.4771|-1355.332318|-1355.303098|858.45|356.58|0.1776|338.33|0.3809|-1355.192416|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
16_a3|0.0|0|0.0|0|0|0.605020428|0.0|-0.010031024|-0.186717242|2|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|-0.018884246|1|0.069124437|0.0032314229999999|0.008045619|-0.614173961|2|0.767641592|-0.142670655|-0.031683873|0.6974791290000001|-53.7971544|248.6415425|149.4199775|2.977102266|82.16042286|-26.57128935|-20.36587865|59.82469895|2184.788331|344.4962834|-692.4398741|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|4733.033232|84.12292796|0.0143895839999999|834.5848652000001|328.71459869999995|1.0|1.0|1.0|1.0|1.0|2.59|0.0|21.0|-7.16|4.74|4.57|92.93|0.0|0.0|90.44|0.0|1.0|-5.89|-4.49|0.0033799999999999|3.2200000000000003e-05|0.0104|3.35|0.0|0.0|6.97e-08|2.25e-05|-0.07095|3.2208|-1371.388717|-1371.360243|856.09|384.94|0.3866|368.22|0.6944100000000001|-1371.250459|-0.13195|2.8688|-0.2029|0.02847445|-1371.297964|3613.0|42.0|7.3768|7.3768
1d_a5|0.0|0|-4.455320158|0|0|1.217311475|0.0|-0.006252818|-0.308010841|2|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.7595197290000001|-0.058872605|-0.015804188|0.8965037640000001|-47.76176205|204.4506579|55.92018945|2.317281143|0.0|-25.80622135|-19.79744178|52.05055075|2481.822293|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|11.5640749|5717.438103|123.9992274|0.018980039|1027.76566|403.396385|1.0|0.0|1.0|1.0|1.0|2.19|0.05|23.0|-8.88|5.48|6.37|54.46|2.0|0.0|95.49|0.0|1.0|-5.73|-4.97|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.6112|-1288.340378|-1288.306458|951.63|268.88|0.2805|414.59|0.41781|-1288.201219|-0.18991|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
23_a10|0.0|0|0.0|1|1|1.34383709|2.140123457|-0.00264793|0.012558932|2|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|1|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.754150918|-0.149057824|-0.043248272|0.915208645|-35.17017083|72.17779806|60.05816353|4.824237957|53.00900704|-24.91121732|-19.02262196|41.98112956|3103.831885|648.2471057|-1179.402562|-13.47382337|0.238800348|8.755988318|17.02048484|7034.375112000001|169.14354509999998|0.013394095|1549.399766|930.6293092|1.0|1.0|1.0|1.0|0.0|4.13|0.21|27.0|-9.84|5.11|5.81|56.07|2.0|0.0|139.11|0.0|1.0|-5.93|-5.7|0.00193|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|6.66e-08|-53.0|3.8034|-1470.1960279999998|-1470.166163|1336.11|325.98|0.2089|606.18|0.67647|-1469.838069|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
3j_a32|0.0|1|0.0|0|1|0.609420782|0.0|-0.006580847|-0.017889768|0|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|0.824282683|-0.020129489|-0.084553991|0.865101945|-37.33051857|47.55031019|71.64373163|3.885056172|0.0|-19.82606536|-16.36574867|44.64569478|2282.569698|459.4516326|-605.5327007000001|-8.691773249|0.251226|5.900829539|10.69497519|4866.613493|133.42496409999998|0.015301673|808.6988876|398.2788055|1.0|1.0|1.0|1.0|1.0|3.0|0.24|19.0|-6.69|6.68|4.93|110.94|1.0|0.0|95.74|0.0|1.0|-5.6|-4.8|0.0004089999999999|1.58e-05|0.00533|3.89|0.0|0.0|2.03e-07|6.86e-05|-0.05361|3.4982|-1671.507439|-1671.479105|934.19|354.42|0.3005|405.19|0.7028|-1671.351322|-0.14498|3.6238|-0.19859|0.02833407|-1671.402462|5.9266|8.0|8.0969|8.0969
13c_a6|0.0|0|0.0|0|1|1.424213869|0.0|-0.010619065|-0.0122495089999999|1|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.780680481|0.085414885|-0.167542194|0.786809832|-63.73961873|157.60887419999997|145.12291069999998|14.15496611|567.1031411|-43.38886312|-27.1440571|84.53371376|2880.850692|535.5975578|-1438.635026|-18.47751526|0.2279674589999999|8.038175951|15.07660437|6204.855629|155.1821156|0.018354398|1863.438327|692.8471883999999|1.0|1.0|1.0|1.0|2.0|2.53|0.16|23.0|-9.4|5.38|4.57|95.85|2.0|0.0|121.6|0.0|1.0|-5.88|-5.27|0.000471|5.42e-06|0.00229|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05015|3.6519|-1389.39897|-1389.371325|1217.77|339.5|0.5471|596.15|0.48478|-1389.122252|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367|7.1367
17c_a50|0.0|1|0.0|2|2|1.347835869|4.349159921|-0.002676029|0.024219848|2|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|-0.120904775|2|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|0.774994313|-0.139943634|-0.212611846|0.89719894|-35.70979598|133.46240020000002|70.72462009999998|10.25908547|94.15397246|-24.567468100000003|-14.96042594|50.6217864|2951.495914|617.2509739|-912.5859825|-10.29240792|0.430249571|8.310163601000001|16.45688922|6438.380804|296.00120400000003|0.0232952879999999|1601.729346|849.1345426000001|0.0|1.0|1.0|1.0|0.0|3.61|0.35|20.0|-6.79|3.59|3.53|61.0|1.0|0.0|134.28|0.0|1.0|-6.96|-4.43|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.0432|-1411.187392|-1411.157813|1289.05|306.65|0.1814|596.23|0.63122|-1410.838844|-0.16697|6.3989|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
8b_a8|0.0|0|0.0|1|1|1.395658149|1.42474537|-0.013834266|-0.182065125|1|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|-0.03443232|1|0.031896755|0.049587543|0.079250224|-0.5058761820000001|1|0.778853499|0.097555876|-0.0527918259999999|0.558354653|-79.74587194|172.84152849999998|270.5854753|12.1771918|89.09854311|-48.85837649|-29.07602182|99.62129245|2863.095568|342.0904577|-1424.7250689999998|-17.8141788|0.218545278|7.507665421|14.53652808|6471.7604200000005|133.8974321|0.022425382|1823.170337|589.263087|0.0|1.0|1.0|0.0|2.0|2.93|0.09|23.0|-7.13|3.65|3.03|112.23|1.0|0.0|114.18|0.0|1.0|-6.87|-4.43|7.0|3.69e-05|0.0153|2.76|0.0|0.0|7.33e-08|3.04e-05|-0.06114|3.2992|-1407.0843|-1407.052256|1098.17|375.8|0.2618|488.56|0.57234|-1406.829227|-0.13807|5.8389|-0.19921|0.03204403|-1406.887058|7.4497|5.08|5.2941|5.2941
6c_a31|0.0|0|0.0|0|1|0.6101347220000001|0.0|-0.015192833|-0.151732713|0|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.790900932|-0.078059285|-0.172780048|0.641197273|-76.54198229|163.6316745|227.1490414|12.71919216|105.7632176|-48.45681657|-28.32375523|96.63311186|2837.949799|405.9259734|-1359.540251|-17.93106176|0.234676081|8.102804662|14.63492011|6283.091868|148.5675636|0.0212421629999999|1776.424619|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.13|0.14|22.0|-7.72|5.58|4.26|131.36|2.0|0.0|114.5|0.0|1.0|-6.27|-4.94|0.000343|1.15e-05|0.0048|3.64|0.0|0.0|1.89e-08|7.9e-06|-0.0581799999999999|3.2974|-1691.984862|-1691.948653|1125.85|376.01|0.5028|524.56|0.7014699999999999|-1691.734564|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
3b_a32|0.0|1|0.0|0|0|0.609420808|0.0|-0.007388108|-0.064476472|0|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|-0.078754696|-0.0791178979999999|-0.151445075|-0.536470812|0|0.800396027|0.094335058|0.167519182|0.8407393809999999|-35.8437493|74.63320519|78.12568166|3.522270202|0.0|-17.58323784|-16.40987746|43.023961|2092.213643|412.4267349|-541.5259561|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|0.0154889019999999|708.6845618|323.0421997|1.0|1.0|1.0|1.0|1.0|2.57|0.13|19.0|-6.5|6.25|4.43|110.94|1.0|0.0|88.24|0.0|1.0|-5.57|-4.65|0.0005809999999999|2.23e-05|0.00697|3.71|0.0|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|-1594.121087|-1594.095192|857.0|348.81|0.2905|396.83|0.70257|-1594.0008779999998|-0.1474099999999999|3.5719|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
12g_a40|0.0|0|0.0|1|0|0.604990688|1.687211672|-0.01011728|-0.129331216|0|0.726175674|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|0.280045216|0.063401514|0.106286677|-0.512657141|0|0.769016155|0.020185301|-0.326139923|0.8702014570000001|-49.94706785|130.7472028|68.1355805|3.501413627|0.0|-26.21888031|-22.85591194|56.61727428|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|7.692740528|14.39849078|5211.675486|77.67373972|0.013442698|858.4065454|335.7078145|1.0|1.0|0.0|0.0|1.0|3.2|0.0|20.0|-6.63|4.83|5.14|78.66|2.0|0.0|93.78|0.0|1.0|-4.91|-5.79|0.000124|1.62e-06|0.000586|5.07|0.0|0.0|2.37e-07|8.57e-05|-0.07424|3.1577|-2173.044757|-2173.0224510000003|896.63|392.64|0.3539|429.31|0.67055|-2172.9382|-0.13191|1.9175|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403|6.1403
8h_a8|0.0|0|0.0|1|0|1.3918396709999998|1.241306689|-0.010324979|-0.249095464|0|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|0.007079485|1|0.021094825|0.09830823|0.254819201|-0.53822084|0|0.6971223040000001|0.111824921|0.010682683|0.602405134|-72.14530885|316.4918269|233.7669182|3.871662077|53.78973456|-42.41801879|-28.69532281|78.73029948|2623.688756|354.18563860000006|-1262.594204|-16.87148841|0.081684095|7.453557203|13.58738632|5956.417906000001|48.02637252|0.00764059|1374.901814|485.8626377000001|0.0|0.0|0.0|0.0|2.0|2.73|0.0|23.0|-7.95|4.69|4.72|80.88|2.0|0.0|105.27|0.0|1.0|-5.98|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|1.13e-08|4.43e-06|-0.06344|3.7327|-1361.651799|-1361.618499|1029.51|332.16|0.3011|480.09|0.56196|-1361.455676|-0.15475|3.4779|-0.21819|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359|4.9359
8b_a50|0.0|1|0.0|1|1|1.398299046|2.021915391|-0.0045301379999999|-0.009597908|1|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|-0.170496134|-0.065440141|-0.116174481|-0.332085641|1|0.809463375|-0.027207307|-0.031953774|0.845349082|-34.79187329|131.417573|74.08248511|4.93661461|0.0|-16.66636363|-14.54338619|45.09730487|2143.807599|404.9478761|-523.561903|-6.966723542|0.328290204|5.292277178|9.26652151|4446.001554|157.2609748|0.024280552|779.4465792000001|339.5806858|1.0|0.0|1.0|1.0|1.0|1.69|0.06|20.0|-5.94|3.14|3.41|59.39|0.0|0.0|89.78|0.0|2.0|-6.32|-3.81|108.0|0.000154|46.0|2.55|0.0|0.0|1.16e-06|0.000347|-0.02903|4.1804|-967.3527447|-967.3160428|857.53|296.58|0.1717|353.17|0.5533|-967.212701|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675|7.1675
9i_a40|0.0|0|0.0|1|0|0.604992808|1.841293462|-0.0071562119999999|-0.105556952|0|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.333430103|0.105172175|0.187399127|-0.542471361|0|0.762774506|-0.154977678|-0.28972973|0.830980762|-46.80087537|213.7117392|85.16517222|2.795536563|62.68854553|-23.58195819|-18.57750214|52.34891159|2056.370683|418.7133986|-668.7900768999999|-9.360805225|0.140977546|7.700852478|14.74203307|4201.058793|71.03556427|0.010372658|778.5478408|351.4600612|1.0|1.0|1.0|1.0|1.0|2.9|0.06|20.0|-6.03|3.84|4.02|84.45|1.0|1.0|91.11|0.0|1.0|-5.44|-4.71|0.00147|1.97e-05|0.00603|3.85|0.0|0.0|9.31e-07|0.000285|-0.05989|2.8936|-1273.334714|-1273.31399|883.84|428.48|0.5012|417.75|0.56118|-1273.167389|-0.11967|2.0895|-0.17956|0.02072395|-1273.217301|2.7887|1.25|5.9031|5.9031
12af_a36|0.0|0|0.0|0|2|1.29704271|0.0|-0.00989889|-0.081537769|2|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|0.154914099|-0.126068378|-0.213993335|-0.505160213|1|0.813346624|-0.062279009|0.002492952|0.755275519|-57.32748365|89.56100543|169.9519197|10.57220682|127.6527374|-39.81177462|-24.41279506|72.55107063|3013.98446|524.5103537|-1391.529319|-16.95376516|0.329759081|8.59579222|15.59375751|6499.41155|229.0052411|0.0259433429999999|2076.162883|757.7532208|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.93|2.38|1.65|98.3|1.0|0.0|138.06|0.0|1.0|-7.66|-3.64|128.0|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|3.2299|-1440.982935|-1440.954069|1246.55|383.86|427.0|589.48|0.50179|-1440.675702|-0.13364|6.9003|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
14x_a23|0.0|1|0.0|2|0|1.197963189|3.101221922|-0.0065692219999999|-0.111315218|2|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|0.802520527|-0.035031888|-0.035965909|0.7768288609999999|-46.97594633|42.44114495|147.90081730000003|9.704599953|87.28077098|-31.13207597|-22.56979253|61.61945314|3071.48868|514.8229467|-1060.780249|-14.95753786|0.277788677|7.777802167999999|14.62325432|6989.569075|184.0971574|0.0219879679999999|1468.794817|597.2903597999999|0.0|1.0|1.0|0.0|1.0|3.42|0.05|26.0|-7.93|4.2|5.14|105.02|2.0|1.0|120.2|0.0|1.0|-6.35|-5.27|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.08216|3.6941|-1828.393372|-1828.371718|1149.42|335.63|0.3184|537.48|0.6757|-1828.168422|-0.15259|5.7933|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
4c_a46|0.0|0|0.139403726|1|1|1.134637091|2.137504882|-0.005085922|-0.048990529|1|0.0|-0.300069396|0.010177371|-0.051150771|10.94298307|-0.068256579|1|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|0.726862617|0.072412685|-0.0976963169999999|0.890777395|-40.22007179|35.22734468|69.02325225|5.56099297|53.13410852|-25.41708422|-18.76186479|49.01980408|2455.604167|562.9269925|-1050.664428|-11.85656505|0.159246215|7.172412106|13.06174141|5571.088357|100.6356847|0.008510983|1249.669579|696.2528933|1.0|1.0|1.0|1.0|0.0|3.8|0.38|17.0|-7.62|5.11|5.24|57.01|2.0|0.0|115.03|0.0|1.0|-5.39|-5.28|0.00109|5.3e-06|0.00207|4.63|0.0|0.0|2.39e-08|9.32e-06|-0.04381|4.1026|-1245.4159619999998|-1245.392965|1176.07|302.21|0.2296|617.56|0.42391|-1245.114575|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972|5.6972
16c_a32|0.0|1|0.0|0|0|0.6094207629999999|0.0|-0.01639019|-0.087497559|0|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.8607827790000001|0.0482801729999999|-0.061904762|0.773043206|-53.00702241|102.2022233|135.41296|9.181311842|37.0285246|-31.62645048|-22.77882371|68.39521789|2649.168528|461.2334662|-1002.268243|-13.59090376|0.3153632939999999|6.313526111|11.77670717|5979.891916|188.1603823|0.02579269|1463.941729|513.9156315|1.0|1.0|1.0|1.0|2.0|3.08|0.22|19.0|-6.99|5.64|4.21|149.27|1.0|0.0|107.14|1.0|1.0|-6.44|-4.41|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|-1916.6792|-1916.651132|1069.28|341.89|0.2955|508.43|0.70198|-1916.478107|-0.14997|4.0551|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468|8.3468
