molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
14b_a23|0|1|0|1.197963628|3.2475997860000003|5.351858133|0.043538647|0.0519489729999999|0.007671236|-0.0644978|10.31321824|-0.047410593|2|0.0075222369999999|0.121308009|-0.17267308|2|0.793551289|-0.077808321|0.857184548|1|0.8462596590000001|-0.063267638|0.228282196|0.020454632|-41.01458464|13.26014776|40.76245006|0.153740341|-0.03508139|-34.64639496|8.596171261|84.36242964|-1.64882535|64.97993029|-22.74225338|0.225640295|0.821406493|6622.129837|29.36910744|0.01779446|1380.34805|599.5697147999999|11.53563485|1.0|1.0|1.0|3.42|3.44|0.05|26.0|-7.67|4.58|3.4|1.0|120.24|5.0|-5.58|31.0|-6.31|0.0|0.0|0.0|-5.11|2.66e-06|0.00114|0.00332|0.0|2.14e-08|9.18e-06|-0.07803|3706.0|3.72|3706.0|-1729.161608|-1729.139722|673.05|334.55|0.58097|0.3603|6.8752|-0.2286699999999999|8.3536|8.3536
15a_a10|0|0|1|1.34383719|2.141907675|5.4161004020000005|0.033912037|-0.125297206|0.011418154|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|2|0.77630271|-0.1074837719999999|0.820233357|1|0.915137224|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|10.10411407|42.41151044|0.084862776|-0.025155581|-31.83957238|6.503087289|122.7715002|-1.3835569680000002|60.98047923|-16.19032994|0.323526799|0.68815941|5929.563906|23.93343877|0.017883602|1316.339132|697.5493042|11.51002664|1.0|1.0|0.0|3.5|3.58|0.29|21.0|-7.79|4.05|1.93|0.0|118.92|6.0|-3.97|30.0|-6.52|0.0|1.0|1.0|-4.4|0.000108|0.0432|0.0157|0.0|1.63e-08|6.51e-06|-0.04742|5.7646|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|329.41|0.68863|0.1583|4.7512|-0.20335|7.6198|7.6198
7_a27|0|0|0|1.40247849|3.330197625|4.727387819|0.049625|-0.133453335|0.010291744|-0.096754293|10.93773474|-0.056500475|1|0.010596392|-0.220626658|-0.323631281|2|0.801251575|-0.08694032|0.8546689820000001|1|0.85111414|-0.060745542|0.358145768|0.015099075|-34.09779211|8.475438874|10.66993367|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|-1.352503929|55.55559276|-16.87088515|0.236435287|0.875167537|5082.120742|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|0.0|1.0|0.0|3.24|3.41|0.2|21.0|-6.61|3.05|2.88|0.0|102.36|3.0|-4.06|26.0|-6.26|0.0|1.0|1.0|-4.28|8.66e-05|0.0299|18.0|0.0|2.43e-07|8.4e-05|-0.04887|4.1205|5.37|4.1205|-1122.455548|-1122.433757|606.74|300.9|0.61278|0.4179|4.2487|-0.2162099999999999|9.0|9.0
14l_a23|0|1|0|1.1979636809999998|3.402752757|5.351858133|0.046283951|0.042748013|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|0.01180744|0.07815878|-0.136106024|2|0.778602826|-0.1010279259999999|0.836852328|1|0.921267667|-0.053549434|0.215920645|0.018669073|-35.3275485|12.31633167|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|-1.642298442|61.54673359|-21.66909079|0.210373806|0.972085426|6444.7098240000005|27.44221375|0.01508774|1372.110688|666.0036144999999|9.953660282|1.0|1.0|1.0|3.51|3.52|0.09|26.0|-7.78|4.33|3.24|1.0|125.25|5.0|-5.85|31.0|-6.1|0.0|0.0|0.0|-5.25|1.43e-06|0.000608|0.0023899999999999|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|341.8|0.67242|0.4239|6.0563|-0.2183|8.1798|8.1798
4g_a46|0|0|1|1.134637064|2.156712018|5.587248657999999|0.046415344|-0.093447672|0.011488768|-0.055084605|10.96333695|-0.138341481|1|0.010608122|-0.144064904|-0.121452903|2|0.74106323|-0.193115055|0.7796270059999999|0|0.946829733|-0.056893316|0.318162858|0.00801562|-32.64186634|4.598866947|7.38470955|0.053170267|-0.024339048|-23.0928866|2.638545451|72.82863401|-1.192613373|44.72726697|-13.96424081|0.1731389069999999|0.8131148579999999|5176.321714|16.88825479|0.007803902|827.5244845|568.1534007|4.477396402|1.0|1.0|0.0|3.9|3.61|0.38|17.0|-7.8|5.37|3.06|1.0|106.55|3.0|-5.38|26.0|-5.18|0.0|1.0|1.0|-5.38|4.22e-06|0.00155|0.00153|0.0|1.57e-08|5.75e-06|-0.03985|4.4163|4.65|4.4163|-1493.154666|-1493.132001|615.33|280.74|0.6983199999999999|0.1294|3.5526|-0.22587|5.5615|5.5615
18_a47|1|1|0|1.414391819|0.0|4.59511985|0.037919622|-0.026357805|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|0.0015586929999999|-0.056674151|-0.053119347|3|0.792196273|-0.027351545|0.851462739|1|0.777824025|-0.078937385|0.454324931|0.014741763|-49.44908758|9.234746417|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|5.784962137000001|3.684585007|-1.5194711930000002|63.72933669|-19.03697822|0.267251553|0.7608026529999999|6261.441874|25.98023687|0.017318402|1299.011844|628.5247532999999|10.84884165|1.0|1.0|2.0|3.47|2.5|0.08|27.0|-10.36|6.0|2.63|0.0|119.78|4.0|-5.5|31.0|-5.87|1.0|0.0|1.0|-5.37|3.13e-06|0.00129|0.00176|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|4.2222|-1354.221126|-1354.180815|652.12|293.65|0.63359|0.0516|3.4464|-0.22313|8.6|8.6
12q_a36|1|0|2|1.29701394|0.0|5.351858133|0.042804233|0.068040097|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.177407665|1|0.828371596|-0.074349074|0.8839272779999999|0|0.82911927|-0.07607684|0.324924033|0.018562763|-49.18227989|12.00048565|82.68142965|0.17088073|-0.038175515|-44.31949385|7.758093617|0.0|-1.908775752|80.15866795|-24.67976947|0.231307611|0.947876484|6040.52496|32.10617123|0.017949083|1605.308562|629.5017194000001|11.60375275|1.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.18|2.54|2.51|0.0|128.76|5.0|-4.44|30.0|-6.49|0.0|1.0|1.0|-4.59|3.64e-05|0.0151|0.0106|0.0|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|3.8653|-1692.544456|-1692.5102989999998|683.51|320.77|0.6863199999999999|0.3419|4.6718|-0.2126199999999999|8.2218|8.2218
14a_a10|0|0|2|1.3438495730000002|2.156210368|5.4161004020000005|0.035660377|0.027446544|0.011509975|-0.045759336|10.92970798|-0.00421565|1|0.012272222|0.042968756|-0.344811314|2|0.7348225290000001|-0.007680215|0.770129205|1|0.911549451|-0.044416218|0.43555903|0.0135610389999999|-32.23041637|9.840503082|67.52851799|0.088450549|-0.018970051|-37.18086445|7.140714112|134.15514270000003|-1.270993412|67.14248252|-13.76552695|0.457984122|0.8833450959999999|6754.660977|25.39690722|0.0219172279999999|1701.592784|1003.968547|15.9041322|1.0|1.0|0.0|3.98|4.4|0.39|21.0|-8.18|3.36|1.94|0.0|146.76|7.0|-4.21|35.0|-6.82|0.0|1.0|0.0|-4.8|6.159999999999999e-05|0.0288|0.00743|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|326.1|0.7047100000000001|0.0005|3.1205|0.19621|7.1308|7.1308
8a_a31|1|0|1|0.610138387|0.0|5.733341277|0.043817204|-0.1480271209999999|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.094359203|0|0.837862749|-0.030149254|0.895174844|0|0.594139864|-0.122293189|0.272259026|0.0375544779999999|-60.46233433|18.56711239|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|9.179668678|465.4559302|-1.501053781|82.32407724|-20.61467025|0.333562641|0.822471411|4538.505909|30.93264504|0.030052065|1113.575221|324.7430642|14.85788369|1.0|1.0|2.0|3.34|2.05|0.2|16.0|-5.33|2.54|0.36|0.0|83.83|3.0|-3.57|22.0|-7.11|0.0|0.0|1.0|-3.11|0.000269|0.0846|243.0|0.0|4.62e-06|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.541429|-1347.507102|538.75|325.45|0.7027100000000001|0.2604|3.7141|-0.18869|6.1024|6.1024
14q_a23|0|1|0|1.19796338|3.292130907|5.351858133|0.044138322|0.064903564|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.002496501|0.121109106|-0.033435987|2|0.808928963|-0.089657283|0.871119857|1|0.773194598|-0.08960718|0.227948491|0.02158178|-61.51997721|14.81701129|350.836102|0.226805402|-0.039682061|-45.42467289|10.17264683|97.13675614|-2.023785094|79.42966327|-27.24379301|0.222659101|0.893957277|6982.066379000001|35.04742005|0.01932289|1787.418422|693.3423458|13.26616596|1.0|0.0|2.0|3.52|2.66|0.04|26.0|-6.96|3.12|2.28|1.0|128.38|6.0|-5.21|33.0|-7.33|1.0|0.0|0.0|-4.39|6.11e-06|0.00278|0.0183|0.0|1.11e-07|5.03e-05|-0.08159|3.6431|4.19|3.6431|-1798.645459|-1798.6108739999995|714.22|340.33|0.5949|0.4943|8375.0|-0.23013|7.8069|7.8069
9b_a31|1|0|1|0.610136326|0.0|5.733341277|0.03995614|-0.045938305|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.001981487|-0.075191042|-0.2345186269999999|0|0.852813666|-0.154083843|0.899394425|0|0.669120552|-0.103937658|0.241728566|0.034595809|-63.73317225|21.21368453|152.8702381|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|-1.835754351|95.78862992|-23.95020956|0.310824817|0.88518099|5524.468603|34.75199071|0.025089192|1633.343563|524.0230338|15.38435497|1.0|1.0|2.0|3.58|2.76|0.32|16.0|-6.84|3.5|0.86|0.0|103.36|7.0|-4.76|27.0|-6.77|0.0|0.0|1.0|-3.86|1.76e-05|0.00675|0.0527|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|3.8435|-1578.839267|-1578.801576|663.06|322.58|0.70102|0.2627|5.2851|-0.2013599999999999|7.2007|7.2007
SB431542_a8|1|0|1|1.401734117|1.4114120369999998|5.4161004020000005|0.041909722|0.096884952|-0.0075336219999999|-0.029382296|10.94951956|-0.0453332859999999|1|-0.005306541|0.156874293|0.089375589|1|0.762577159|-0.072891515|0.8220300859999999|0|0.5653298489999999|-0.128342313|0.274152231|0.034730361|-76.82006387|20.78806656|170.1252996|0.434670151|-0.048754953|-44.6389196|12.44282236|89.26670319|-2.242727845|89.64885355|-29.18257067|0.239171941|0.908729075|6203.505123|38.35632812|0.025179219|1764.391093|529.053307|15.07117296|1.0|0.0|2.0|3.35|2.75|0.05|23.0|-6.76|2.72|1.9|0.0|109.21|4.0|-4.4|30.0|-7.04|0.0|0.0|0.0|-4.14|3.99e-05|16.0|0.0292|0.0|1.74e-07|6.96e-05|||||||||||||4.1019|4.1019
8k_a46|0|0|1|0.300205953|2.105349622|5.533389489|0.038616352|-0.061030265|-0.002099764|-0.114070359|10.31928125|-0.038125|1|0.002202734|-0.1017929319999999|-0.050069565|2|0.786206898|-0.051289238|0.8341090329999999|0|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.98124174|6.774333772|104.0919365|0.261823161|-0.033099828|-44.45419269|4.860695117|19.34993627|-1.985989657|70.036452|-23.74966689|0.173430886|0.975803904|7352.280688|28.73282642|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|1.0|1.0|2.0|3.94|2.82|0.24|23.0|-8.66|5.37|1.86|0.0|132.47|5.0|-5.74|34.0|-6.75|0.0|0.0|0.0|-5.13|1.82e-06|0.000866|0.00355|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|-1845.257085|742.04|302.15|0.5577300000000001|0.1166|3.4118|-0.20954|6.8327|6.8327
8b_a12|0|0|1|1.283836078|0.0|0.0|0.03977208|0.028584223|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|1|0.7407532059999999|-0.183648492|0.792160599|0|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|6.513753986|319.0086845|0.259073691|-0.045608374|-39.02494133|3.769098814|76.80174559999999|-2.097985204|72.85978933|-26.39069094|0.111063646|0.926552694|5217.318476|29.68794201|0.009361504|1365.645333|510.3677388|5.416912474|1.0|1.0|2.0|4.11|2.57|0.1|18.0|-7.45|1.9|2.23|0.0|110.58|4.0|-4.1|27.0|-6.51|0.0|0.0|0.0|-4.01|7.890000000000001e-05|28.0|0.0346|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|5.11|3.7446|-1159.405202|-1159.365835|611.93|331.1|0.57773|127.0|4.2554|-0.21184|6.58|6.58
2_a27|0|0|0|1.402655014|3.250529415|4.59511985|0.0427777779999999|-0.196529806|0.009338889|0.11675125|10.93783218|0.017751479|1|0.00988756|-0.337316432|-0.361571905|2|0.796022385|0.027777778|0.8585302370000001|1|0.8468699609999999|-0.058444848|0.408120957|0.019809599|-29.42169804|9.972342226|9.194894069|0.153130039|-0.029261411|-20.65736087|5.020172886|53.58106492|-1.141195033|52.43208086|-14.73047548|0.331537817|0.7934621359999999|4774.521748|22.03636323|0.022639983|859.4181658|373.9912084|11.39718489|0.0|1.0|0.0|2.9|3.06|0.11|21.0|-5.84|2.49|2.42|0.0|92.58|2.0|-3.19|24.0|-6.69|0.0|1.0|1.0|-3.7|0.000644|204.0|0.0638|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|-1043.821085|-1043.7984|538.57|297.87|0.55857|0.3217|4.7049|-0.21702|7.8861|7.8861
17a_a25|0|0|0|1.373200859|1.826085128|4.727387819|0.043274232|-0.017081614|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.02776212|-0.07654898|2|0.748718056|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.06234901|0.348821736|0.012665055|-44.46905084|9.033070252|93.75234138|0.125413071|-0.0297670279999999|-40.379488|6.442637379|80.30332825|-1.666953566|67.57985355|-21.2306737|0.244019498|0.882500365|6250.571217000001|28.08362601|0.015373381|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|5.31|2.67|0.0|131.06|7.0|-5.12|33.0|-6.18|0.0|0.0|1.0|-5.13|7.5e-06|0.00325|0.00323|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|315.11|0.6722|0.1735|3.4677|-0.21559|7.6021|7.6021
7l_a46|0|0|1|1.160371354|2.1525548|5.533389489|0.04006734|-0.203375108|0.013150047|-0.074511843|10.9642261|0.050638298|1|0.0125870169999999|-0.331246137|-0.143129469|2|0.7746144629999999|0.076724694|0.825629852|0|0.907148114|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|5.5935102720000005|8.13531199|0.092851886|-0.022013621|-14.63933792|2.698568452|51.39110437|-0.880544835|38.22273917|-10.620390400000002|0.32532919|0.863142947|4046.614178|15.74158869|0.016330867|629.6635476|375.721552|7.878766604|1.0|1.0|0.0|3.04|2.64|0.28|17.0|-6.29|3.59|1.89|0.0|86.96|2.0|-3.18|22.0|-6.22|0.0|1.0|1.0|-3.72|0.000668|0.1939999999999999|0.0548|0.0|5.19e-07|0.000151|-0.03324|4.5464|2.42|4.5464|-915.6081232|-915.5830363|517.29|272.71|0.68834|0.2024|3.3119|-0.2231699999999999|5.7122|5.7122
14m_a23|0|1|0|1.197955072|3.1160758160000004|5.351858133|0.0431917209999999|0.028217372|0.001027627|-0.034213923|10.3132176|-0.050626415|2|0.001951778|0.0879380709999999|-0.226146643|2|0.798384929|-0.072906704|0.8581143859999999|1|0.9258118|-0.072795329|0.268552591|0.017992415|-50.63012925|12.51396625|47.23604193|0.0741882|-0.039285786|-43.19105542|8.703631619|0.0|-1.964289314|74.61692699|-27.32379205|0.204166091|0.911438824|7588.823133|34.33353583|0.017997351|1716.6767920000002|658.8108151|12.51739962|1.0|1.0|1.0|3.51|3.17|0.09|26.0|-8.23|6.19|3.82|1.0|125.29|6.0|-6.38|34.0|-6.06|1.0|0.0|0.0|-5.79|4.1200000000000004e-07|0.000198|0.000773|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|337.15|0.65552|0.3335|6.1522|-0.23555|8.5171|8.5171
12g_a36|1|0|2|1.2678464|0.0|5.351858133|0.03912037|0.078990142|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|0.005035022|0.130052038|-0.163978382|1|0.8026482070000001|-0.088251318|0.847239339|0|0.854238488|-0.069292341|0.374686587|0.017738779|-47.63457647|12.19441007|24.29006276|0.1457615119999999|-0.034549379|-45.87193951|8.382969151000001|5.097410387|-2.038413337|77.14470618|-23.75074918|0.2202546819999999|0.898522257|6223.658545|30.45962398|0.015152386|1797.1178149999998|799.5563855|10.41641087|1.0|1.0|2.0|5.06|0.0|0.24|17.0|-7.38|3.01|2.66|0.0|138.33|6.0|-4.95|32.0|-6.19|0.0|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|0.00589|0.0|4.2e-08|1.7800000000000002e-05|-0.0505199999999999|5.2092|4.21|3714.0|-1350.887005|-1350.861445|724.32|333.83|0.70097|45.0|5.912000000000001|-0.20288|7.8539|7.8539
12v_a30|0|0|2|0.604983445|0.0|5.351858133|0.04625323|-0.099831334|0.002431329|0.020607357|10.31162873|-0.04950715|1|0.001805829|-0.173424818|-0.0857954809999999|1|0.83236194|-0.080971844|0.889479916|0|0.8501212029999999|-0.077138874|0.404950755|0.015823709|-52.18846092|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|7.242869835|0.0|-1.845664126|75.73440678|-25.48342433|0.193930933|0.917675298|6952.110426|31.6144427|0.014801518|1549.107692|685.6665849999999|10.01399667|1.0|0.0|1.0|4.62|0.0|0.14|17.0|-7.8|3.92|3.79|0.0|137.3|5.0|-6.58|31.0|-5.52|0.0|0.0|1.0|-6.04|2.64e-07|0.000123|0.0004269999999999|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|-2494.92869|715.58|349.18|0.68405|0.1601|2.9171|-0.20681|7.6596|7.6596
3b_a12|0|0|1|1.283824445|0.0|0.0|0.0375|-0.1215705419999999|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|-0.003019113|-0.19952566|-0.116772665|1|0.768772928|-0.007397776|0.82914101|0|0.903204699|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|5.401901357000001|41.13468455|0.096795301|-0.034016616|-24.04018959|2.816328871|0.0|-1.326648015|54.77629766|-17.73486237|0.2311778089999999|0.64134753|4665.346939|23.06757345|0.0166212889999999|899.6353646|406.0361621|8.665655511|0.0|1.0|1.0|3.82|2.98|0.05|18.0|-8.1|3.14|3.99|0.0|102.53|3.0|-4.26|24.0|-5.65|0.0|1.0|1.0|-4.64|5.539999999999999e-05|0.0184|0.00759|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.96|3.7741|-1410.971864|-1410.947421|548.05|328.51|0.6654800000000001|0.2418|5.9551|-0.2232|7.3098|7.3098
12b_a40|0|0|0|0.604989475|1.713497417|5.4161004020000005|0.04020202|0.1744506639999999|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|0.279216571|0.038336814|0|0.7137941109999999|-0.227384615|0.7818091140000001|1|0.955647156|-0.065048707|0.2160572999999999|0.010845303|-37.05091872|6.17734692|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|-1.048903063|48.54667776|-19.27231874|0.143170283|0.979579799|5933.385347|22.49258909|0.010309671|697.2702616|370.3261123|5.872257692000001|1.0|0.0|0.0|3.26|3.87|0.0|20.0|-8.39|6.74|5.07|0.0|101.78|2.0|-7.71|24.0|-4.09|1.0|0.0|1.0|-7.11|1.95e-08|8.09e-06|3.2500000000000004e-05|0.0|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|3407.0|-3016.999329|-3016.9868100000003|576.38|363.91|0.69476|306.0|4.5528|-0.22546|7.3979|7.3979
19_a34|0|0|1|1.438829424|1.898101852|5.351858133|0.044107744|-0.189862762|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.29861864|-0.401414514|1|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0|0.6399024520000001|-0.112877411|0.308793959|0.039589023|-56.30608209|19.74799697|131.5318459|0.360097548|-0.039656969|-31.24772528|9.850795895|470.4453529|-1.506964829|77.38527508|-19.78189027|0.3377105079999999|0.877434994|4496.516479|29.86894781|0.029554695|1135.020017|337.9440349|14.74262256|1.0|1.0|1.0|3.07|2.77|0.18|17.0|-5.03|2.31|1.08|0.0|83.95|3.0|-2.73|23.0|-7.01|0.0|1.0|1.0|-3.15|0.00186|574.0|218.0|0.0|9.42e-06|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|297.18|0.6897300000000001|0.2189|3.4272|-0.20251|6.0044|6.0044
12m_a36|1|0|2|1.297043522|0.0|5.351858133|0.03912037|0.14264424|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|-0.004569485|0.245908938|-0.090926893|1|0.825587924|-0.064035403|0.8792981679999999|0|0.711961428|-0.10031651|0.4493096629999999|0.022725561|-67.27772044|15.24099981|42.78660249|0.288038572|-0.04260035|-54.45666327|10.22144534|107.233999|-2.300418875|96.11918789|-28.57011677|0.252881876|0.8702895190000001|6434.374756|38.24042793|0.0222467879999999|2064.983108|689.2886595|14.91990864|1.0|0.0|3.0|4.83|0.0|0.13|17.0|-6.14|0.98|1.28|0.0|131.85|6.0|-4.1|32.0|-7.39|0.0|0.0|0.0|-3.8|7.96e-05|0.0338|0.0676|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|320.72|0.69382|0.4718|6.5789|-0.20993|7.5229|7.5229
17_a12|0|0|1|0.610029543|0.0|4.727387819|0.035816993|-0.210594127|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.202276514|2|0.8198617429999999|-0.11976662|0.87653892|0|0.858119365|-0.069570363|0.318309599|0.011226177|-36.25249721|5.849860887999999|69.36398419|0.141880635|-0.035198739|-26.12444199|3.048310481|0.0|-1.443148294|57.97616997|-18.34174978|0.213298781|0.8728564259999999|4866.339908|23.31475957|0.015049295|955.9051425|431.5987143|7.842053909|0.0|1.0|1.0|4.13|2.97|0.17|17.0|-7.16|2.56|2.47|0.0|103.12|3.0|-4.51|24.0|-6.07|0.0|1.0|1.0|-4.24|3.1e-05|0.0103|0.0191|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|328.67|0.62783|148.0|2128.0|-0.21781|7.7959|7.7959
12g_a31|1|0|1|0.6101363000000001|0.0|5.733341277|0.0388738739999999|0.045747231|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|0.074878295|-0.081426376|0|0.819234772|-0.1386819869999999|0.8639814490000001|0|0.58271093|-0.1284353869999999|0.325789284|0.030961426|-78.87508829|19.01411466|152.7424573|0.41728907|-0.039059048|-49.45404266|11.67699967|548.1594997999999|-1.835775276|95.97385383|-23.98704875|0.311351131|0.887664343|5398.678971|34.8320455|0.02515117|1637.106139|524.0230338|15.44590447|1.0|1.0|2.0|3.61|2.51|0.32|16.0|-6.45|3.44|0.86|0.0|103.26|7.0|-4.92|27.0|-6.86|0.0|0.0|1.0|-3.79|1.19e-05|0.00457|0.0627|0.0|3.55e-07|0.000136|-0.03324|3.8349|4.17|3.8349|-1578.846191|-1578.800869|664.44|323.3|0.70068|265.0|1.6279|-0.19241|6.9586|6.9586
10_a4|0|0|1|1.343863662|2.146166934|5.4161004020000005|0.038699764|0.00941601|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|0.014917047|-0.132895939|2|0.810105167|-0.150288496|0.861225169|1|0.921653019|-0.051015897|0.43000216|0.014582852|-29.52653193|8.440134933|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|64.26218096|-1.350352423|54.09964719|-15.63090193|0.255470315|0.945033425|5598.949417|20.99433004|0.014040792|1049.716502|594.7358385|8.126406226|1.0|1.0|0.0|3.46|3.38|0.26|21.0|-8.07|4.81|2.53|0.0|111.38|4.0|-4.66|28.0|-5.83|0.0|1.0|1.0|-4.85|2.21e-05|0.00818|0.00519|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|3.6465|-1183.812875|-1183.790554|619.99|340.01|0.7038399999999999|0.0176|1.4517|-0.2025|7.0555|7.0555
38_a18|0|0|2|1.251175383|0.0|4.844187086|0.035478927|-0.066676644|0.000520558|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.11123356|0|0.719168079|-0.007310849|0.751875124|0|0.8310704529999999|-0.076974444|0.423402315|0.00838904|-61.25359673|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|-2.385427574|71.15832778|-25.65190078|0.119072105|0.874996952|7261.130718|29.11918324|0.007165119|2154.819559|1228.492038|5.701753365|1.0|1.0|3.0|4.53|0.0|0.34|18.0|-10.33|4.13|3.7|1.0|160.66|10.0|-6.98|38.0|-5.55|0.0|0.0|1.0|-6.11|1.05e-07|5.36e-05|0.000399|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|861.93|384.55|0.69235|0.5147|1.9877|-0.18066|7041.0|7041.0
