molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1s|MATS7i|SaaaC|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
12h_a30|0|0|0|0.0|0.0|0|2|2|0.604984682|-0.06631353|-0.074988669|0.0|0.001698966|1|0.002064369|-0.166613751|-0.0541804029999999|-0.4708582289999999|1|-0.1240820219999999|0.64876559|0|0.763568404|-0.09907575|0.017389133|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|7.038974807000001|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|485.8069155|-1197.668733|2268.811589|0.202025127|15.1759206|0.881277172|6252.192213|-761.9955851|30.63031164|0.015886049|618.6004214|1.0|1.0|0.0|0.14|17.0|4.25|3.18|3.2|2.0|0.0|127.24|0.0|1.0|-5.39|416.47|0.0|2.92|-5.01|4.12e-06|0.00171|3.97|0.0|5.260000000000001e-05|-0.05347|5.0289|3.5101|-1675.011389|-1674.977665|672.54|353.22|0.1878|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|3.4138|9.0|8065.0
8g_a8|1|0|0|3.073183107|0.0|1|1|1|1.39137364|-0.222784884|0.000966222|0.0|-0.025002199|1|-0.007047583|0.001970629|0.0794962979999999|-0.508072694|0|-0.0571942009999999|0.656457444|0|0.533935495|-0.129695841|0.031118325|-83.78686741|19.06725815|171.26571059999998|285.5736014|-0.052430233|11.68315869|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|327.1604688|-1509.912147|2148.49832|0.166939179|14.28792131|0.920192814|6581.432140999999|-925.1746152|38.56355928|0.017636126|551.1746801|1.0|1.0|0.0|0.04|23.0|4.11|3.89|3.01|2.0|0.0|111.38|0.0|1.0|-5.3|417.39|0.0|3.5|-4.94|5.01e-06|0.00209|3.53|0.0|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|-1450.913472|635.27|330.67|0.3904|0.69221|0.69221|-1450.728709|0.3904|-0.15542|6.0697|-0.21391|7.5762|4.2|5.3768
1l_a5|1|0|0|2.964063799|0.0|0|0|0|1.270375394|-0.0052651969999999|-0.111303801|0.0|-0.019865028|1|0.007613233|-0.179824092|0.0271820189999999|-0.21108114|2|-0.091849662|0.71872376|0|0.890289002|-0.067755283|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|61.974288|-0.026512937|2.506287665|0.769406114|-1.219595099|-21.91725365|45.64819758|-14.9768065|43.23617395|0.47265823|502.9124512|-688.9330988|903.1631908|0.230593886|14.03493287|0.896303416|4665.793689|-389.1691717|19.46541135|0.013054186|518.5792364|0.0|1.0|1.0|0.14|23.0|5.56|5.32|2.57|1.0|0.0|105.07|0.0|1.0|-5.04|340.42|1.0|4.06|-4.98|9.06e-06|0.00308|4.19|0.0|5.02e-07|-0.04149|4.6403|4.3664|-1069.261615|-1069.229786|609.85|283.95|0.4921|0.45892|0.57392|-1069.047151|187.0|-0.1779|2.1987|-0.21939|3.3694|32.0|7.4949
8h_a8|1|0|0|2.975382653|0.0|1|0|0|1.3918396709999998|-0.249095464|0.008138299|0.0|-0.085125857|1|-0.007036544|0.021094825|0.09830823|-0.53822084|0|0.010682683|0.56916135|0|0.602405134|-0.11302328|0.0111998669999999|-72.14530885|6.58499063|316.4918269|233.7669182|-0.048805507|3.871662077|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|0.451435543|354.18563860000006|-1262.594204|2019.780061|0.081684095|13.58738632|0.822939833|5956.417906000001|-742.3454901|31.2477685|0.00764059|485.8626377000001|0.0|0.0|0.0|0.0|23.0|4.69|4.72|4.11|2.0|0.0|105.27|0.0|1.0|-5.21|391.37|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|3.82|0.0|4.43e-06|-0.06344|4801.0|3.7327|-1361.651799|-1361.618499|608.39|332.16|0.3011|0.56196|0.69844|-1361.455676|272.0|-0.15475|3.4779|-0.21819|4.4356|11.59|4.9359
4_a3|0|0|0|0.0|0.0|0|0|0|0.60501714|-0.161259999|-0.08769805|1.882124381|0.057349653|1|-0.007022144|-0.208888686|0.053425134|-0.607238634|1|0.041477445|0.628171026|1|0.74053397|-0.098695428|0.008006786|-52.4583525|3.806447632|235.6982345|123.350856|-0.039478171|1.809595554|0.866976271|-1.381735991|-24.93884341|51.71950126|-18.76802992|56.26480013|0.415852758|352.05186289999995|-656.8810472|1548.626215|0.133023729|8.648209506|0.711897153|4885.093366|-312.2830359|21.6476858|0.0100954959999999|347.9532383|0.0|1.0|1.0|0.0|21.0|5.3|5.17|3.07|1.0|0.0|92.65|0.0|1.0|-5.69|321.37|1.0|4.09|-5.09|2.02e-06|0.00065|4.3|0.0|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.332318|-1355.303098|504.29|356.58|0.1776|0.3809|0.6896|-1355.192416|119.0|-0.14983|2.3542|-0.20826|3.1409|1259.0|5.9
12t_a30|0|0|0|0.0|0.0|0|2|2|0.60498454|-0.097216874|-0.0596036729999999|0.0|-0.0682882559999999|1|-0.001131023|-0.158448053|-0.0546637159999999|-0.464720444|1|-0.080971844|0.591758164|0|0.696413582|-0.1011561919999999|0.018862708|-58.89093185|12.26965165|88.42093081|197.4742794|-0.037159417|7.981057356|0.745705883|-1.82081145|-38.30686627|78.8278828|-24.17113783|71.1605835|0.445760296|452.99711|-1184.385754|2479.787504|0.254294117|14.358001500000002|0.804273481|6617.834146|-770.409047|32.41376848|0.020029588|616.2856203|1.0|1.0|0.0|0.14|17.0|4.67|3.74|3.58|2.0|0.0|127.19|0.0|1.0|-5.49|434.46|0.0|3.21|-5.17|3.24e-06|0.00141|4.07|0.0|3e-05|-0.05542|5.0693|3.5457|-1774.2421780000002|-1774.208418|677.85|349.67|0.2094|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|-0.15029|2.6784|-0.20571|3.2145|9.0|8.0496
4c_a46|0|0|0|0.0|0.139403726|1|1|1|1.134637091|-0.048990529|-0.111750026|0.0|-0.051150771|1|0.010040825|-0.165951544|-0.056422062|-0.421467037|1|-0.0976963169999999|0.65145414|0|0.890777395|-0.087503927|0.013924723|-40.22007179|8.799732282999999|35.22734468|69.02325225|-0.029688832|5.56099297|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|562.9269925|-1050.664428|2487.942529|0.159246215|13.06174141|0.8211086059999999|5571.088357|-663.9676426|22.31552819|0.008510983|696.2528933|1.0|1.0|1.0|0.38|17.0|5.11|5.24|3.4|2.0|0.0|115.03|0.0|1.0|-5.55|389.49|0.0|4.44|-5.28|2.8e-06|0.00109|4.63|0.0|9.32e-06|-0.04381|5.4579|4.1026|-1245.4159619999998|-1245.392965|683.75|302.21|0.2296|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|5.4491|2008.0|5.6972
18d_a25|0|0|0|0.0|0.0|1|0|0|1.193723212|0.024310576|-0.031867489|2.029297802|-0.070413428|1|0.0062422|-0.055336237|-0.035684977|-0.292727912|2|0.029728702|0.696372329|1|0.937813705|-0.076328248|0.011158458|-46.31109519|8.39885106|70.58850837|46.80695276|-0.0281209329999999|6.3217245360000005|0.75793699|-1.602893201|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|705.8822532|-1206.480411|2625.142499|0.24206301|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|0.014219928|883.4030667999999|1.0|1.0|1.0|0.11|27.0|6.33|5.98|2.4|2.0|1.0|143.37|0.0|0.0|-6.26|474.58|1.0|4.5|-5.54|5.47e-07|0.00026|4.21|0.0|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|-1806.812778|792.79|340.69|0.3986|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|4.3658|232.0|6.6345
14x_a23|0|1|1|0.0|0.0|2|0|0|1.197963189|-0.111315218|0.05740118|0.6753138120000001|-0.075184011|2|0.003906274|0.160327487|-0.073958723|-0.443633823|2|-0.035965909|0.558482531|1|0.7768288609999999|-0.084244058|0.022095943|-46.97594633|14.64350681|42.44114495|147.90081730000003|-0.034056109|9.704599953|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|514.8229467|-1060.780249|2382.851643|0.277788677|14.62325432|0.880126802|6989.569075|-703.0042792|31.25095356|0.0219879679999999|597.2903597999999|1.0|1.0|0.0|0.05|26.0|4.2|5.14|3.78|2.0|1.0|120.2|0.0|1.0|-5.68|447.46|0.0|4.06|-5.27|2.09e-06|0.0009369999999999|3.78|0.0|5.23e-06|-0.08216|4.0641|3.6941|-1828.393372|-1828.371718|675.21|335.63|0.3184|0.6757|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|8.1916|3.0|8.4949
4c_a49|0|0|0|0.0|0.0|1|1|1|1.343847672|-0.044371138|-0.099764463|1.78683516|-0.102999091|1|0.00202792|-0.163476035|-0.001005604|-0.412652341|2|0.010868461|0.752601535|1|0.76159824|-0.086290519|0.012079228|-56.5385923|7.782541015|82.02101639|153.60017230000005|-0.029809452|5.014223225|0.724053828|-1.639519861|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|490.6910965|-1056.328332|1683.872161|0.275946172|16.089682800000002|0.898629005|6046.668361|-680.5831211|26.5256103|0.0173567219999999|707.2397315000001|1.0|1.0|1.0|0.25|21.0|3.55|3.19|1.47|1.0|0.0|120.43|0.0|1.0|-3.5|412.49|1.0|2.6|-3.58|0.000314|0.13|1.81|0.0|4.4e-06|-0.0623299999999999|5.74|3.8067|-1332.647233|-1332.607539|705.55|325.7|0.2411|0.4164199999999999|0.67789|-1332.336755|0.0821|-0.15925|3.4931|-0.22158|4.9358|255.0|6.5935
2_a1|0|0|0|0.0|0.0|1|1|1|1.348828131|-0.014296455|-0.1056298369999999|0.0|-0.0619710709999999|1|0.003205156|-0.237981258|-0.145015842|-0.422863867|1|0.1766333219999999|0.5574897879999999|0|0.808210065|-0.077270452|0.011282631|-28.32386891|5.135384136|6.281701359|87.29479691|-0.026492726|2.337413146|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|0.39830426|367.8635872|-422.0435297|1378.496713|0.305595997|8.779158091000001|0.6619695520000001|3920.383175|-192.096651|17.36508791|0.017741989|299.6692382|0.0|1.0|1.0|0.18|17.0|4.0|4.12|2.49|0.0|0.0|79.77|0.0|1.0|-3.06|279.31|1.0|3.21|-3.78|0.000871|243.0|2.76|0.0|0.000185|-0.02966|4.0877|4.0877|-920.2093796|-920.184721|489.42|303.31|0.2991|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|5.2754|5.8|5.2366
18c_a25|0|0|0|0.0|0.0|1|0|0|1.193723817|-0.008080236|0.007241543|2.069766482|-0.038865826|1|0.007488918|0.01222181|-0.038006869|-0.282103688|2|0.0114970419999999|0.7357918440000001|1|0.94801724|-0.0719340379999999|0.009585904|-31.96445203|6.300016824|26.54367263|34.1639413|-0.026975264|4.140476673999999|0.7479204509999999|-1.510614788|-21.00757374|56.83666555|-17.72859578|38.26446885|0.484730247|623.0528232|-992.8013635|2095.730631|0.2520795489999999|14.65844196|0.940731034|6736.25597|-652.4856999|23.70385212|0.014546814|831.3429628|1.0|1.0|1.0|0.11|27.0|6.29|6.11|3.08|2.0|1.0|138.65|0.0|0.0|-6.05|449.57|1.0|4.77|-5.6|8.86e-07|0.000398|4.49|0.0|3.0499999999999995e-08|-0.0622|5.4858|3.3396|-1714.597797|-1714.5777670000002|698.86|371.26|0.3558|0.31993|0.70516|-1714.280779|0.0041|-0.13312|6.1775|-0.19532|7.9283|88.0|7.0555
18b_a25|0|0|0|0.0|0.0|1|0|0|1.194228955|0.0131826839999999|-0.018632104|2.003993644|0.014055398|1|0.00598031|-0.032776381|-0.034703635|-0.303383008|2|0.001715854|0.6915652390000001|1|0.936253893|-0.078644297|0.01278627|-44.30110081|8.972372556|80.36582704|44.73187305|-0.0305838929999999|6.296086869|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|-21.46130777|53.27347337|0.493622561|656.9874135|-1158.910619|2327.4502850000003|0.215220531|17.09119768|0.974811521|6973.180791|-813.229933|27.34692815|0.013724883|809.2903831|1.0|1.0|1.0|0.07|27.0|5.93|5.59|2.2|2.0|1.0|138.56|0.0|1.0|-6.54|460.55|1.0|4.35|-5.71|2.87e-07|0.000132|4.48|0.0|6.690000000000001e-08|-0.07066|5.5437|3.6826|-1767.52411|-1767.494087|728.12|336.67|0.2658|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|2.8141|-0.22145|2752.0|51.0|7.2924
7s_a46|0|0|0|0.0|0.218897825|1|1|1|1.160371307|-0.076841616|-0.210750635|0.0|-0.005405515|1|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|1|-0.030371026|0.768056188|0|0.858788462|-0.083011849|0.008871171|-48.61321955|4.458665639|166.3052939|70.97315818|-0.031623562|2.240932895|0.8198874559999999|-1.3281895890000002|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|431.6285339|-667.5503351|1619.4591|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|-335.5119279|19.38565529|0.01122216|409.9543818|0.0|1.0|1.0|0.26|17.0|3.65|3.9|2.39|0.0|0.0|91.19|0.0|1.0|-4.07|305.37|1.0|3.12|-4.24|8.590000000000001e-05|0.0262|3.32|0.0|0.000256|-0.02024|5.2972|4293.0|-974.8067569|-974.7707066|539.99|288.81|0.4164|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|3.6655|1985.0|5.7022
18c_a30|0|0|0|0.0|0.0|0|2|2|0.604986846|-0.118776867|0.011887112|0.0|0.0119521719999999|1|-0.002215642|0.0211588229999999|0.003429114|-0.562807327|1|-0.058608635|0.802578397|0|0.717052026|-0.1115683|0.019360263|-71.31647561|13.07260474|384.391404|191.0545887|-0.042101245|8.826997739|0.7859920029999999|-2.2313660090000003|-48.15493021|87.76550537|-28.4279687|84.38908035|0.448899917|484.1740985|-1506.682341|3094.729399|0.214007997|13.8741593|0.81455244|6685.737642|-1017.355139|36.16826708|0.018410634|713.7769663|0.0|1.0|0.0|0.13|17.0|3.04|1.72|2.06|1.0|0.0|135.37|0.0|1.0|-5.01|441.51|0.0|1.91|-4.3|9.68e-06|0.00427|2.74|0.0|0.000288|-0.05575|3.4848|3.4848|-1744.500825|-1744.455795|711.56|355.78|0.3879|0.69123|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-198.0|8.64|12.0|7.9208
4a_a46|0|0|0|0.0|0.210988875|1|1|1|1.13463711|-0.008364558|-0.137420119|0.0|-0.11172225|1|0.0120924389999999|-0.216904465|-0.082000707|-0.143806973|2|-0.06611606|0.683616517|0|0.923958017|-0.067863141|0.00935578|-28.50561609|4.858713991|6.579492736000001|39.49069232|-0.022129285|2.523263761|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|0.4289963579999999|479.8368017|-528.6479264|1427.844961|0.2573736219999999|9.831485239|0.751302315|4481.754309|-274.5414028|15.47527339|0.011380391|480.9500663|0.0|1.0|1.0|0.35|17.0|4.18|4.46|2.35|0.0|0.0|96.74|0.0|1.0|-3.93|318.42|1.0|3.43|-4.31|0.000117|0.0372|3.34|0.0|4.86e-05|-0.02921|4.5454|4.5454|-994.237445|-994.2146342|560.87|272.77|0.1694|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|3.7138|181.0|6.7423
13_a47|1|1|1|2.920663104|0.0|0|0|0|1.417757826|-0.0777650159999999|-0.047120094|1.5940801480000002|0.003874205|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.316563793|2|0.065869272|0.626280497|1|0.781675563|-0.088128939|0.017736598|-41.79730418|9.13564442|63.12660940000001|112.453046|-0.032468557|4.705524762|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|402.6200617|-635.4998528|669.2729199|0.311738758|13.33103985|0.8939678120000001|4542.479565|-327.3288841|24.29844849|0.023284817|359.12161539999994|0.0|1.0|1.0|0.06|21.0|4.06|4.63|2.34|0.0|0.0|91.59|0.0|1.0|-4.24|319.34|1.0|3.19|-4.27|5.79e-05|0.0185|3.17|0.0|4.04e-06|-0.05465|4.0302|4.0302|-1067.820961|-1067.78457|542.62|307.63|0.3382|0.67466|0.67466|-1067.665127|0.3382|-166.0|3.5455|-0.22065|4.8308|16.0|7.8
11b_a31|1|0|0|3.248213341|0.0|0|1|1|0.610137403|-0.172248605|-0.078907688|0.0|-0.1488994619999999|2|-0.010716217|-0.129901143|-0.101934423|-0.564706551|0|-0.074254978|0.7943850720000001|0|0.545458754|-0.148709304|0.037758271|-80.0942166|21.02499452|286.7721447|253.1028809|-0.044612791|11.70737909|0.669723835|-1.784511651|-44.59898223|100.3071755|-24.84180719|101.1192111|0.473305522|303.7286124|-993.6722875|1756.711832|0.330276165|12.96936635|0.8986339170000001|5202.545866|-553.3080237|37.09261324|0.0314298879999999|397.3137532|1.0|1.0|1.0|0.24|16.0|4.67|3.25|0.79|1.0|0.0|92.51|0.0|2.0|-4.74|357.38|1.0|2.69|-3.75|1.82e-05|0.00649|2.46|0.0|0.00128|-0.03574|3.8437|3.8437|-1520.085181|-1520.0430279999998|589.56|322.57|0.2634|0.70073|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|4.7518|0.53|6.2757
2_a27|0|0|0|0.0|0.0|2|0|0|1.402655014|-0.0609613559999999|-0.196529806|1.267636369|0.11675125|1|0.00988756|-0.337316432|-0.21066171|-0.475677812|2|0.027777778|0.60904903|1|0.8468699609999999|-0.081513931|0.019809599|-29.42169804|9.972342226|9.194894069|77.08713259|-0.029261411|5.020172886|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|0.331537817|9.527176544|0.7934621359999999|4774.521748|-289.2030522|22.03636323|0.022639983|373.9912084|1.0|0.0|1.0|0.11|21.0|2.43|2.49|2.42|0.0|0.0|92.58|0.0|2.0|-3.19|317.34|1.0|2.52|-3.7|0.000644|204.0|2.18|0.0|0.0004599999999999|-0.04933|4.1624|4.1624|-1043.821085|-1043.7984|538.57|297.87|0.3217|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|6.8854|13.0|7.8861
21_a12|0|0|0|0.0|0.0|0|1|1|0.609915045|-0.058516436|-0.213225401|0.0|-0.01367083|1|-0.001825446|-0.388196876|-0.116098308|-0.522951134|2|-0.099516604|0.859899236|0|0.84827776|-0.100098765|0.012230115|-34.60932333|6.154473157000001|75.46830038|76.35009799|-0.036878492|3.097071518|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|0.473492395|426.8727514|-705.2078018999999|1080.052791|0.229181643|11.18947411|0.8993077970000001|4652.242111|-354.8766794|24.07584081|0.017360942|380.2468615|1.0|0.0|1.0|0.12|17.0|4.01|2.25|1.82|0.0|0.0|98.16|0.0|1.0|-3.82|319.38|1.0|2.68|-3.76|0.00015|48.0|2.53|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|-1327.451966|539.67|310.18|0.3665|0.59386|0.57644|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|3.2551|22.0|7.6576
11d_a31|1|0|0|3.39688681|0.0|0|1|1|0.610136352|-0.116385886|0.016799834|0.0|-0.092360393|2|-0.006496772|0.026806221|-0.096447723|-0.574318121|0|-0.13169885|0.78396996|0|0.585212816|-0.134048091|0.034417775|-82.05480081|21.07078977|296.2476128|253.9354598|-0.040797245|12.89967697|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|358.2711594|-1148.911798|2039.207676|0.318229459|15.21323794|0.929231204|5420.356537|-703.3714074|36.63453013|0.027374162|505.4234462|1.0|1.0|1.0|0.32|16.0|5.43|4.03|1.26|1.0|0.0|102.13|0.0|1.0|-5.48|385.44|1.0|3.34|-4.2|3.33e-06|0.00128|3.17|0.0|0.000225|-0.03404|3.8009|3.8009|-1598.7152199999998|-1598.671315|650.64|326.2|0.2642|703.0|703.0|-1598.4848980000002|0.2642|-0.15822|3.1919|-0.19226|4.6622|0.03|7.5229
9o_a24|1|0|0|2.9340792330000003|0.0|0|1|1|1.294229152|-0.044044637|-0.087807028|0.0|-0.097596429|1|0.002019902|-0.145366976|0.00177843|-0.38043264|2|-0.000453155|0.7086274779999999|0|0.770273808|-0.08834189|0.018492771|-51.29122728|10.7072496|32.50178358|133.0106596|-0.032911684|6.1994599720000005|0.668046377|-1.678495905|-29.69744072|66.24061038|-19.05574986|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|0.331953623|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|0.026064002|663.2688909|1.0|1.0|1.0|0.04|23.0|3.75|4.36|1.23|1.0|0.0|120.73|0.0|1.0|-4.49|421.45|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|2.88|0.0|5.23e-06|-0.04527|5.8802|4.2643|-1388.147972|-1388.094657|611.03|290.75|0.1409|0.41688|0.65292|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|5.9089|446.0|6.3507
6_a4|0|0|0|0.0|0.0|1|1|1|1.271761557|0.010164572|0.042096749|2.186806868|0.0032928379999999|1|0.01098094|0.0671397079999999|-0.046166422|-0.1738111839999999|2|-0.340860215|0.664247086|1|0.945545838|-0.0670158929999999|0.0077624059999999|-29.18838891|4.324187697|14.1731579|30.33467048|-0.024618083|2.408866521|0.814470803|-1.206286076|-16.25991695|42.27020924|-13.71394596|33.5125766|0.423084148|526.7333132|-671.9833521|1968.0178670000005|0.1855291969999999|9.981741408|0.733355042|5256.215815|-374.340411|16.83786074|0.008863911|578.2065561000001|1.0|1.0|1.0|0.26|21.0|5.1|5.23|3.09|2.0|0.0|109.7|0.0|1.0|-4.91|354.45|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|4.28|0.0|3.67e-06|-0.04867|4.8714|4.0354|-1108.585859|-1108.563418|613.83|307.24|0.1235|0.60542|0.5877|-1108.338577|0.0772|-0.16959|2.8026|-0.2182599999999999|3.2192|1.3|5.8861
11_a27|1|0|0|2.680511093|0.0|0|1|2|1.1606177359999998|-0.003527607|-0.080272515|1.3706083080000002|-0.0864111069999999|0|0.005111147|-0.1299181459999999|-0.041662169|-0.488734846|2|-0.043616687|0.7146215429999999|1|0.7645505|-0.094820973|0.016171515|-42.27430065|8.553922917000001|143.3238715|124.5410133|-0.034296948|4.524597532|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|-18.14137056|50.82822357|0.4528656239999999|404.4089873|-852.6444161000001|1646.903525|0.1911041289999999|9.562117063|0.82770457|5186.240841|-451.0062644|22.42732497|0.012694323|504.209846|0.0|1.0|0.0|0.35|16.0|2.72|1.67|3.06|0.0|0.0|106.33|0.0|1.0|-3.68|345.4|0.0|2.04|-4.02|0.000207|0.0716|2.73|0.0|0.000283|-0.05985|3.3426|2.4836|-1122.456105|-1122.433411|571.4|499.21|0.3492|0.6125|0.59222|-1122.190727|0.0793|-0.1022|3.1278|-0.16205|4.2894|5.0|8301.0
21b_a23|0|1|1|0.0|0.0|2|0|0|1.197963051|-0.008526338|0.057405955|0.745297595|-0.103470358|2|0.009872313|0.107996329|-0.069382957|-0.481470603|2|-0.078097375|0.668547062|1|0.930728719|-0.083105261|0.014481931|-41.81114831|10.15224639|41.6766724|48.56114386|-0.034219814|7.117014296|0.812334718|-1.745210489|-29.31080756|67.68046598|-23.98906534|51.9633947|0.458461834|652.4673795|-1223.442332|2531.041828|0.187665282|16.20152864|0.846591917|6919.229053|-857.6679716|29.53101081|0.013439264|712.6737861|1.0|1.0|1.0|0.08|26.0|3.92|4.2|2.6|2.0|1.0|129.97|0.0|1.0|-6.1|450.52|0.0|3.57|-5.22|8.02e-07|0.000361|3.7|0.0|6.45e-06|-0.08401|4.0023|3.6237|-1761.498874|-1761.4722969999998|735.65|342.15|0.2607|0.57848|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|13.2567|85.0|7.0691
12ab_a36|1|0|0|3.458948649|0.0|0|2|2|1.297042596|0.000258844|0.035377607|0.0|-0.032623802|1|0.002112069|0.0618552579999999|-0.096853381|-0.4186639029999999|1|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.095025338|0.024102201|-54.63243106|16.62527454|116.6804416|109.6369437|-0.033434841|11.46782191|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|580.1454645|-1245.389318|2390.849902|0.320974676|15.18764075|0.941700118|6314.697413|-859.0476432|33.96451406|0.024384271|708.5476357999999|0.0|1.0|0.0|0.17|17.0|3.14|1.95|1.59|1.0|0.0|133.27|0.0|1.0|-3.92|420.47|0.0|1.8|-3.91|0.0001199999999999|0.0503|2.33|0.0|3.76e-05|-0.0523799999999999|3.8845|3.8845|-1364.509957|-1364.468283|712.73|319.17|0.4451|0.69294|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|5.3228|11.0|7.9586
