molecula|NaaNH|n9FaRing|SaaNH|nAHRing|nARing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4f_a49|0|0|0.0|1|1|2.066693174|0.010266272|2|0.038839506|-0.087861524|-0.418450768|0.0705130559999999|1|-0.14414265|-0.025995042|-0.46436755|2|0.7927086309999999|0.670594896|1|-0.102926696|-0.089955514|0.480786546|-55.88123394|193.615884|0.262938196|142.7551002|-0.033471819|-26.51573683|4.89045046|0.718306291|-1.439288231|-30.33918719|64.88887164|0.437355335|400.1675422|-781.4221699|-9.866320682|6.302023735|11.20071713|5422.650822|-424.2517893|0.020905063|-237.0468572|1087.86764|467.1194103|1.0|1.0|1.0|3.07|0.14|21.0|-6.54|3.42|3.8|80.9|1.0|0.0|0.0|1.0|27.0|5.0|356.38|0.0|0.0|-4.09|0.0365|8.120000000000001e-05|0.0289|2.64|0.000104|-0.06954|4.6249|3.7098|-1179.23587|-1179.201105|575.01|0.2368|411.94|-1179.029099|0.0579999999999999|1.7833|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979
2_a49|0|0|0.0|1|1|2.12788659|-0.084499704|2|0.038726287|-0.100166139|-0.189189114|0.005918367|1|-0.170631119|0.055400364|-0.320124905|2|0.79056501|0.7701578720000001|1|-0.08647612|-0.079176085|0.41397907|-44.066695|226.4450566|0.18651986|95.04720801|-0.028277173|-20.55997527|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|49.7010488|0.454163307|414.5350312|-605.2008985|-7.34284831|5.667936413|10.38394173|4874.364109|-308.399629|0.017498253|-219.534132|845.9544764000001|439.9973344|1.0|0.0|1.0|3.09|0.15|21.0|-6.82|3.28|3.7|69.62|0.0|1.0|0.0|1.0|25.0|3.0|327.38|0.0|1.0|-3.89|0.0955|0.000129|0.0421|2.43|4.94e-05|-0.04372|5.4614|3743.0|-1046.018455|-1045.981819|553.52|0.2988|371.96|-1045.810794|0.0572|4.8986|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291
3m_a32|1|1|3.575728458|0|1|0.0|0.013867955|0|0.03962963|-0.0370712179999999|-0.3082152019999999|-0.078038283|3|-0.065422345|-0.086806406|-0.49476131|0|0.817967125|0.6672533589999999|1|-0.084626325|-0.09390309|0.317009723|-50.60363458|92.61088121|0.201976727|120.7751424|-0.027127559|-33.57626169|4.801577352|0.674468222|-1.220740175|-30.25923462|58.63348955|0.4687361229999999|477.1904954|-729.9606772999999|-9.699808932|7.0752395770000005|13.31775015|5724.714257|-436.4914018999999|0.018412178|-208.6520032|1082.275864|554.9424306|0.0|1.0|1.0|3.51|0.3|19.0|-7.38|7.02|5.35|128.01|2.0|0.0|0.0|1.0|27.0|4.0|394.51|0.0|0.0|-4.86|0.000449|1.39e-05|0.00547|3.57|1.65e-05|-0.05731|3.5749|3.5749|-1863.502681|-1863.46877|641.52|0.2952|484.34|-1863.279862|0.2952|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383
12a_a40|0|0|0.0|0|0|1.784989449|0.021610099|0|0.036587302|0.17758258|-0.14667395|-0.226763788|2|0.298197213|0.031326603|-0.4764003679999999|0|0.718281767|0.525051106|1|-0.064340227|-0.074840643|0.000279043|-32.81611621|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|3.060902482|0.85136964|-1.047769006|-16.73754566|38.81741016|0.476055146|479.8867095|-534.4045424999999|-8.792513441|7.563170499|14.43505064|4873.458436|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|0.0|1.0|0.0|3.2|0.0|20.0|-7.21|5.33|5.43|58.43|1.0|0.0|0.0|1.0|22.0|2.0|346.23|0.0|1.0|-5.95|0.000134|1.13e-06|0.00039|5.43|2.13e-05|-0.08015|3.0966|3.0966|-2097.826771|-2097.8163050000003|530.55|0.3701|429.21|-2097.7296100000003|0.3701|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501
12q_a30|0|0|0.0|2|2|0.0|0.144208934|2|0.0438779959999999|-0.016509571|-0.873376576|-0.021542639|1|-0.0483777279999999|-0.226973911|-0.636798458|1|0.816138015|0.593245722|0|-0.087348134|-0.115589613|0.596557166|-59.52322773|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.820640722|-2.427381881|-40.56199584|69.60189582|0.473741611|576.3319634|-1654.134991|-21.2680622|7.346842839|13.96052394|7990.060758|-1127.2072970000002|0.016579022|-437.0000797|2015.662819|696.6414817000001|0.0|1.0|1.0|4.73|0.17|17.0|-7.18|4.43|4.78|90.88|2.0|0.0|0.0|1.0|34.0|8.0|482.48|0.0|0.0|-5.92|9.63e-05|1.2e-06|0.000579|5.05|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|-1987.999444|713.16|0.1817|537.96|-1987.781386|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449
19a_a22|0|0|0.0|0|0|1.572240489|-0.000989685|2|0.0389622639999999|-0.020553065|-0.548716971|0.016501913|1|-0.03516233|-0.0611158559999999|-0.496053375|2|0.777600172|0.699744887|1|-0.090145161|-0.09370213|0.51561501|-67.26339083|373.8201781|0.255645265|190.7541925|-0.035138299|-52.17015658|13.82990734|0.684706189|-1.967744721|-50.18975739|85.79797858|0.4347718229999999|555.4133255|-1468.267194|-19.56380872|8.648671382|15.30120355|7095.27723|-1095.573288|0.025888799|-275.6435167|2144.375527|781.8210659|1.0|1.0|1.0|3.61|0.08|27.0|-8.76|3.08|3.41|128.68|1.0|0.0|0.0|1.0|35.0|6.0|463.49|0.0|0.0|-4.11|0.0193|7.69e-05|0.0356|2.05|8e-07|-0.06398|5.0397|3.5809|-1537.071348|-1537.0241640000002|740.07|0.2218|567.03|-1536.756515|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|6.5658|48.0|7.3188
16_a47|1|1|2.890539668|0|0|0.0|-0.134455235|2|0.042285714|-0.08282926|-0.23280014|0.0506476009999999|1|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.812131575|0.57616624|1|-0.093207587|-0.092995116|0.421094692|-48.30620628|63.13219447|0.308139547|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|0.697929921|-1.301931629|-25.03540372|57.9827944|0.473257697|358.566882|-674.7452647999999|-9.202544293|6.855429069|13.01476838|4952.972679|-349.69668310000003|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|1.0|0.0|1.0|2.93|0.06|21.0|-8.17|4.47|5.19|66.49|0.0|0.0|0.0|1.0|25.0|5.0|337.33|0.0|0.0|-4.42|0.0154|3.84e-05|13.0|3.27|2.3e-06|-0.05717|4.4393|4.0806|-1167.046301|-1167.0124560000002|534.69|0.3182|395.28|-1166.901251|0.0909|2.3795|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0
7_a3|0|0|0.0|0|0|0.0|0.198126776|2|0.03757716|-0.047419994|-0.327648836|0.030246987|1|-0.084462575|0.036673175|-0.592753801|2|0.790667152|0.773152968|1|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|230.9407974|0.217705402|107.7330046|-0.036877402|-23.61864737|2.377557323|0.7992146109999999|-1.253831681|-25.32764885|55.98630667|0.3987206729999999|387.1238241|-620.4671695000001|-9.030659289|5.198046584|8.644978051|5055.700186|-307.0424158|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|1.0|3.02|0.0|21.0|-7.48|4.96|4.66|92.93|1.0|0.0|0.0|1.0|23.0|3.0|338.81|0.0|0.0|-4.87|0.00124|1.34e-05|0.00455|3.79|1.11e-05|-0.0640299999999999|5.8849|3.4435|-1731.7341420000002|-1731.703107|522.73|0.1926|362.61|-1731.602893|0.1262|3.1299|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901
12b_a30|0|0|0.0|2|2|0.0|0.047132642|2|0.042804233|-0.074391852|-0.3897233479999999|-0.072247675|1|-0.165287712|-0.120380857|-0.468842459|1|0.824373792|0.64876559|0|-0.08354129|-0.09915679|0.383979687|-53.05077947|86.84905288|0.235262423|149.39744040000002|-0.038448551|-39.98560202|6.99318589|0.798520682|-1.883979001|-33.68855323|64.06324295|0.4676268939999999|485.6272203|-1196.373126|-15.50462119|7.393647884|13.88809428|6275.380072|-759.7264385|0.01584525|-379.1359902|1498.236868|618.6004214|0.0|1.0|1.0|4.63|0.14|17.0|-6.9|4.25|3.18|81.65|2.0|0.0|0.0|1.0|30.0|5.0|416.47|0.0|0.0|-5.01|0.00171|9.71e-06|0.00405|3.97|5.260000000000001e-05|-0.05351|5.0567|3.5207|-1675.0107779999998|-1674.977262|673.18|0.2079|516.78|-1674.7778119999998|0.1525|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543
1c_a5|1|0|2.955525321|0|0|0.0|-0.268536978|2|0.0248765429999999|-0.080321049|-0.085301064|-0.058823529|1|-0.133677441|0.0578378779999999|-0.20172074|2|0.7595197290000001|0.6977404359999999|0|-0.068062282|-0.070346332|0.436308619|-34.82350689|160.5407184|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|0.753027268|-1.12554131|-17.81716094|39.09545876|0.476413155|453.4753671|-575.8739559999999|-7.366029352999999|6.063350238|11.580409800000002|4387.398857|-294.64117410000006|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|1.0|0.0|1.0|2.78|0.05|23.0|-8.41|4.99|4.51|54.46|0.0|0.0|0.0|1.0|24.0|3.0|312.37|0.0|1.0|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.43|1.21e-06|-0.03965|4.8783|4.5088|-990.6223073|-990.5931502|556.84|271.0|410.52|-990.467026|0.1076|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4
13p_a6|1|0|3.449535594|0|0|0.0|0.024837222|2|0.042959184|0.072850973|-0.634109842|-0.072853186|1|0.123575608|-0.116250572|-0.573014008|2|0.784414352|0.8244206940000001|1|-0.099405155|-0.107371897|0.196002517|-70.52421289|80.30786544|0.273479442|194.0233618|-0.03767435|-54.04422654|8.708451561|0.76005742|-2.14743793|-50.03427239|82.79893305|0.412828992|515.4389679999999|-1523.526317|-18.9628865|8.760340755|14.91957306|6590.216479|-1080.8845310000002|0.018322293|-369.0018868|2004.488446|794.5462391|1.0|1.0|1.0|3.64|0.12|27.0|-10.06|4.58|4.01|122.47|1.0|0.0|0.0|0.0|34.0|5.0|449.51|0.0|0.0|-4.55|0.00365|2.79e-05|0.0125|2.86|3.92e-08|-0.0746|4.7973|2.9837|-1463.08132|-1463.0432449999998|752.82|0.4132|573.39|-1462.740542|0.0029|9.0546|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362
1g_a5|1|0|2.942391606|0|0|0.0|-0.203595168|2|0.027447447|-0.011534568|-0.172437603|-0.0353243789999999|1|-0.019057802|-0.0178558139999999|-0.242737126|2|0.7778380309999999|0.717355058|0|-0.070108797|-0.074361785|0.39389953|-37.59983870000001|74.51397212|0.134079034|71.90752413|-0.027205531|-21.388323|5.8729303|0.61393343|-1.11542677|-20.16505667|48.55052611|0.4713154089999999|464.3994751|-598.211184|-7.824996219|7.312498266|13.83149499|4639.260975|-320.82484500000004|0.02697793|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|2.79|0.05|23.0|-8.14|4.5|4.21|63.69|0.0|0.0|0.0|1.0|25.0|4.0|328.37|0.0|1.0|-4.2|0.0304|6.29e-05|0.0206|3.03|2.36e-06|-0.0393|4.7822|4.1733|-1065.846194|-1065.818889|572.15|0.1769|448.93|-1065.675316|0.0504|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393
11b_a5|1|0|2.943854668|0|0|0.0|-0.2023158669999999|2|0.023988604|-0.067519041|-0.1833048739999999|-0.0536971829999999|1|-0.108457009|-0.017658026|-0.252164213|2|0.805760343|0.682032125|0|-0.07633373|-0.080664777|0.378154801|-45.82509318|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|5.900883275|0.66824472|-1.290636432|-27.50997723|55.65456427|0.456131351|524.5231302|-774.8021092|-10.5712171|8.936258446|16.43091298|5107.577902|-465.13355250000006|0.0228838029999999|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|2.99|0.1|23.0|-9.15|5.38|4.82|63.69|2.0|1.0|0.0|1.0|27.0|4.0|376.84|0.0|1.0|-4.69|0.00853|2.04e-05|0.00767|3.62|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|635.55|0.5806|511.28|-1564.56504|0.2013|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212
8_a4|0|0|0.0|1|1|2.126514848|-0.208165266|2|0.038726287|-0.072752231|-0.056197036|0.05775266|1|-0.1193184819999999|-0.078942941|-0.150276481|2|0.813333185|0.576540652|1|-0.05397993|-0.065595042|0.546157592|-27.90231822|11.02158946|0.074867554|38.69916707|-0.024598141|-17.52616744|2.772101712|0.7261541020000001|-0.983925625|-14.42275611|33.26523662|0.428884426|478.2025467|-508.5928419|-6.572312789|5.695730546|9.972991122|5162.482272|-262.8925116|0.0148422489999999|-233.7988862|700.3924376|434.9654405|1.0|1.0|1.0|2.99|0.15|21.0|-7.78|4.63|4.76|43.6|1.0|0.0|0.0|1.0|25.0|3.0|346.81|0.0|1.0|-4.84|0.0156|1.46e-05|0.00506|3.74|5.72e-06|-0.05864|5.3544|3.9863|-1450.239105|-1450.21384|561.6|0.1687|391.01|-1450.071352|0.0642|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|54.0|7.2676
15a_a50|0|1|0.0|1|1|4.126145086|-0.113976703|1|0.035694444|-0.0446629609999999|-0.234757789|-0.125205943|2|-0.072976638|-0.209259615|-0.325638639|1|0.821868651|0.76745052|1|-0.0783960279999999|-0.084501726|0.4349386739999999|-46.91098865|275.287923|0.162210104|97.06405493|-0.029316925|-30.25705388|6.450390922|0.705410595|-1.436529349|-28.07082095|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|-10.49734522|8.095541483|14.65582885|5401.219537|-514.369916|0.018747341|-245.8291419|1218.577214|569.5267957000001|1.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|3.57|68.76|1.0|0.0|0.0|1.0|28.0|4.0|371.44|0.0|1.0|-3.92|0.0933|0.0001189999999999|0.0444|2.51|0.0003|-0.03255|4.0408|4.0408|-1199.818129|-1199.784983|644.4|0.1767|519.38|-1199.572081|0.1767|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872
1_a15|0|0|0.0|0|0|0.0|-0.22215316|2|0.0381893|0.06459652|-0.541427319|-0.000905902|0|0.096086011|-0.270248221|-0.34192045|2|0.705825714|0.795437721|0|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|121.3844816|0.124276535|80.34898605|-0.031142386|-46.71058649|10.95802135|0.605927517|-1.899685524|-28.45664402|60.96303497|0.437969049|566.1848585|-1228.210985|-13.01770443|6.580146251|11.7078005|7284.337537|-794.0799704|0.0280791829999999|-136.9714493|2026.993248|851.7423982|1.0|1.0|1.0|3.91|0.19|24.0|-10.02|5.46|6.32|74.73|3.0|0.0|0.0|0.0|34.0|6.0|457.52|1.0|0.0|-5.97|0.00013|1.08e-06|0.000495|5.23|4.36e-08|-0.04142|4.3834|3.2188|-1510.136281|-1510.117336|697.35|0.2464|598.34|-1509.785098|0.0061|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565
4d_a49|0|0|0.0|1|1|2.097463308|-0.06085453|2|0.036555556|-0.090862681|-0.343596561|0.013451218|1|-0.151004418|0.000850823|-0.417231241|2|0.783870915|0.749565191|1|-0.089942837|-0.085966608|0.410804214|-55.40321178|85.21839288|0.2473653539999999|152.3727245|-0.0281044679999999|-32.61868996|5.16986937|0.654728051|-1.461432343|-34.12740785|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|-10.66380249|7.998287218|15.09148245|5915.214567|-554.5177292999999|0.022019681|-190.6195379|1374.947536|641.1445234|1.0|1.0|1.0|3.38|0.22|21.0|-7.58|3.16|2.8|98.72|1.0|0.0|0.0|1.0|30.0|5.0|398.46|0.0|0.0|-3.35|296.0|0.0004509999999999|0.18|1.45|1.05e-05|-0.06309|5.7447|3.8047|-1293.333712|-1293.29417|668.09|0.2549|495.7|-1293.049085|0.0879|4.3005|-0.2219699999999999|0.0395418|-1293.107454|5.5765|18.0|7.7447
13l_a6|1|0|3.433158672|1|1|0.0|0.03093879|1|0.0408037829999999|0.090187973|-0.858070925|-0.086595185|1|0.144180269|-0.073210645|-0.564860904|1|0.7908110340000001|0.827754203|0|-0.118071236|-0.126521431|0.210844002|-82.24617981|182.8275745|0.3569010139999999|248.6104661|-0.0451862259999999|-61.3913735|14.56282911|0.793671137|-2.53042863|-57.29112645|103.1523329|0.4257335779999999|447.9705372|-1762.648513|-21.92549054|8.810095892|15.34147837|6462.086665999999|-1227.82747|0.018273048|-409.1314702|2220.880201|741.5222707|1.0|1.0|1.0|3.64|0.16|23.0|-8.89|4.55|3.8|115.15|1.0|0.0|0.0|1.0|33.0|5.0|441.48|0.0|0.0|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|5.7e-07|-0.04885|3.6675|3.5499|-1465.865882|-1465.834958|735.52|0.3115|578.91|-1465.560303|0.0165|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145
7f_a8|1|0|2.961566988|0|0|1.2793830309999998|-0.139912829|0|0.044814815|0.034392285|-0.234880498|0.0260356679999999|1|0.09329746|0.141285105|-0.381574707|0|0.7051689170000001|0.507325475|0|-0.091890536|-0.08790841|0.3155671539999999|-52.28313554|53.09327646|0.229770733|130.7330978|-0.040738044|-28.45850692|4.471132824|0.880922225|-1.670259798|-29.74763659|60.14140162|0.4513917389999999|438.23883319999993|-950.3309426|-13.18808857|7.704280774|14.04331892|5662.145174|-540.7116315000001|0.010262531|-433.4681077|1078.790971|446.5544107|0.0|1.0|0.0|3.14|0.0|23.0|-8.46|5.52|5.49|61.58|2.0|0.0|0.0|1.0|28.0|4.0|373.35|0.0|0.0|-5.5|0.00078|3.16e-06|0.00118|4.66|1.31e-06|-0.07492|3.8187|3.4810000000000003|-1285.196168|-1285.168078|584.99|0.3536|495.55|-1285.017838|0.1502|8.7098|-0.21998|0.02809022|-1285.071664|11.6137|35.65|4.4479
8c_a12|0|0|0.0|1|1|0.0|0.1948786139999999|3|0.038787879|-0.106633503|-0.447739674|-0.07003012|0|-0.1876771789999999|-0.370782022|-0.606245231|2|0.782864175|0.845077891|0|-0.067004282|-0.101988384|0.239216075|-34.19075142|83.24714315|0.159602554|81.4415307|-0.038245644|-26.55601426|5.104595615|0.764449832|-1.529825767|-17.44675795|44.19432689|0.472503372|428.8355831|-780.6350769|-9.958505349|5.670223821|10.74930819|4610.945152|-398.3402139|0.018855428|-269.8853937|1021.17241|390.0159026|1.0|0.0|0.0|3.91|0.11|18.0|-7.14|2.81|1.59|63.06|0.0|0.0|0.0|1.0|24.0|5.0|314.34|0.0|1.0|-3.72|107.0|0.0001899999999999|0.0598|2.5|2.28e-05|-0.06706|4.3598|3.8341|-1022.77302|-1022.750382|551.66|466.0|402.43|-1022.613451|0.1355|1.7305|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979
27b_a34|0|0|0.0|1|1|2.013418486|-0.056026127|1|0.042739018|-0.106245942|-0.549928192|-0.027175221|1|-0.175834895|-0.322091086|-0.463926296|1|0.7722228729999999|0.770240631|0|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|150.83624440000003|0.2165682119999999|142.58786569999998|-0.037292511|-47.54648562|13.44721755|0.712312759|-1.864625537|-37.9644911|78.08618045|0.4072752529999999|515.8091561000001|-1227.6639|-16.16580511|9.124440695|15.39406063|6032.666081|-808.2902556|0.022820627|-279.5721769|1723.489976|627.4287311|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|3.94|4.11|84.99|2.0|0.0|0.0|1.0|31.0|5.0|409.44|0.0|0.0|-4.96|0.00243|1.1e-05|0.00449|3.75|2.67e-06|-0.04121|4.8168|4.0935|-1350.055377|-1350.018975|691.97|0.3621|577.39|-1349.811401|0.0252|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871
12f_a36|1|0|3.50900085|2|2|0.0|-0.066269699|2|0.039061728|0.10938259|-0.40641518|-0.06756661|1|0.182557897|-0.169994208|-0.438198895|1|0.821599443|0.857993338|0|-0.071035495|-0.100276611|0.3416917479999999|-46.86832019|43.53853176|0.156443092|103.2191714|-0.035813075|-43.65234724|7.769727312|0.7803018709999999|-2.00553221|-30.92312428|58.64442871|0.464240353|556.5681681|-1323.224761|-15.59012402|7.416874811|13.84366076|6000.985822|-873.0469447999999|0.015685228|-369.879252|1695.785708|729.1873176|0.0|0.0|1.0|4.94|0.21|17.0|-7.36|3.62|2.45|69.2|1.0|0.0|0.0|1.0|31.0|4.0|409.49|0.0|1.0|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|1.7899999999999998e-05|-0.05035|5.2106|3.6545|-1311.57896|-1311.550167|699.88|0.4374|545.55|-1311.285102|0.0231|5.9228|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586
3_a20 (SB-525334)|1|0|3.502142227|0|0|0.0|-0.048050965|2|0.0526353279999999|0.001821898|-0.274640708|-0.119584218|1|0.002992397|-0.277724429|-0.500412918|2|0.7186587|0.7835436240000001|1|-0.061128029|-0.0917096759999999|0.246005838|-34.52869143|43.70154849|0.1243352319999999|70.23182172|-0.029269046|-29.26136697|3.934338039|0.784910502|-1.375645142|-19.50382741|41.49386505|0.457398769|494.6267525|-777.0449536|-9.33873414|5.943823875|10.9543133|4905.195832|-438.9205046|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|3.37|0.24|21.0|-8.39|5.2|4.69|67.35|1.0|0.0|0.0|1.0|26.0|4.0|343.42|0.0|1.0|-4.73|0.00489|1.88e-05|0.00647|3.74|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.585811|-1086.56485|605.71|367.0|498.74|-1086.329436|0.1171|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905
31_a47|0|1|0.0|0|0|1.441825189|-0.075563891|2|0.042906977|-0.086842911|-0.417294247|0.001073537|1|-0.188419195|-0.076351692|-0.441642572|2|0.856640117|0.6463892179999999|1|-0.10715233|-0.1056956209999999|0.486720182|-66.4670426|355.5321928|0.303979962|188.5600536|-0.037580665|-40.66927863|8.234748813|0.70664003|-1.691129939|-41.22978713|79.74238158|0.4741051329999999|431.7441681|-1049.01504|-14.46018796|8.214180216|15.6194341|6019.5391740000005|-650.7084581|0.024209265|-256.3593656|1484.511202|513.2159236|1.0|1.0|1.0|3.18|0.1|21.0|-7.62|3.23|4.24|98.72|1.0|0.0|0.0|1.0|29.0|5.0|410.83|0.0|0.0|-4.39|0.0105|4.03e-05|0.0166|2.86|9.95e-06|-0.0532|3.9744|3.6369|-1735.435432|-1735.400941|642.11|0.3264|508.69|-1735.225703|83.0|6.4248|-0.20463|0.03449081|-1735.284957|8.6244|16.0|7.8
9a_a40|0|0|0.0|0|0|1.865740741|-0.028285975|0|0.0397333329999999|0.168990628|-0.136162501|-0.1720337089999999|2|0.291102625|0.016958188|-0.449508498|0|0.690568477|0.61091688|1|-0.060029933|-0.072887601|0.002467659|-29.02567082|109.9916614|0.062399815|30.17155594|-0.032156295|-17.0405052|2.579562688|0.868476591|-1.093314022|-14.03449109|34.36063715|0.493941591|453.3484005|-528.6391483|-7.51786994|6.749223592000001|13.33684703|3991.317015|-255.607578|0.008714375|-356.33157|608.6970611|323.79254|0.0|1.0|0.0|3.26|0.06|20.0|-6.4|4.58|4.43|58.43|1.0|0.0|0.0|1.0|21.0|2.0|291.37|0.0|1.0|-5.08|0.000944|8.33e-06|0.00243|4.54|0.000117|-0.06495|4.7066|3.3192|-1217.955997|-1217.9449|515.96|0.4746|411.01|-1217.825264|0.3483|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696
11_a1|1|0|3.3361517380000003|1|1|0.0|0.033732316|1|0.035620155|0.08043435|-0.867849442|-0.044235537|1|0.126722854|-0.117419838|-0.563650254|1|0.747358374|0.7846345840000001|0|-0.131972845|-0.126108875|0.2027328789999999|-77.81495049|274.39137789999995|0.404475497|238.4902806|-0.048723884|-43.84323456|12.15946748|0.751878145|-2.143850877|-45.88191258|98.43720241|0.47723847|351.1382199|-1264.075578|-16.93943154|7.43666407|14.2257294|5798.645137|-745.3349875|0.02620284|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|3.25|0.05|23.0|-7.47|4.28|4.23|97.33|1.0|0.0|0.0|1.0|29.0|6.0|385.37|0.0|0.0|-4.66|0.00327|2.17e-05|0.00838|3.35|1.29e-05|-0.06546|3.7383|3.1924|-1312.462371|-1312.4282380000002|614.86|0.5573|471.76|-1312.241032|0.3201|5.0526|-0.19462|0.03413353|-1312.2963630000002|7.1743|0.17|6.7696
12z_a36|1|0|3.435113772|2|2|0.0|-0.065211069|2|0.041767677|0.037307819|-0.421948174|-0.030529442|1|0.066366917|-0.175397741|-0.433580807|1|0.826316772|0.8212311840000001|0|-0.081592361|-0.102674964|0.492335362|-54.11489962|114.3931487|0.165209595|109.572766|-0.036238222|-45.16471514|10.28066212|0.712682362|-1.848149347|-35.89088901|69.61568586|0.4577848329999999|553.6621150000001|-1225.757112|-15.940487699999998|8.016303367999999|14.78435842|6146.834385|-812.9648725|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|0.0|0.0|1.0|4.76|0.13|17.0|-6.66|2.75|1.76|92.99|1.0|0.0|0.0|1.0|31.0|5.0|406.44|0.0|0.0|-3.95|0.0412|0.000113|0.0458|2.4|8.97e-05|-0.05642|3.8969|3.8969|-1325.195958|-1325.157504|686.33|0.4423|539.36|-1324.951498|0.4423|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0
