molecula|NaaNH|n9FaRing|SaaNH|nAHRing|nARing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
15_a10|0|0|0.0|1|1|2.124460476|-0.166303336|2|0.0353864729999999|-0.0729795729999999|-0.142251304|-0.05940848|1|-0.1157120169999999|-0.136323668|-0.208590561|2|0.808676284|0.635064845|1|-0.059234364|-0.074144604|0.710970489|-35.30133759|33.67392858|0.084473199|50.34268476|-0.025240716|-26.33385303|6.61142847|0.646412648|-1.186313662|-21.03820054|46.39507481|0.434181679|545.6177511|-706.9960069|-8.964715924|6.35937164|11.23924661|5769.347123|-421.3416484|0.020932674|-174.5122907|1093.722422|563.875765|1.0|1.0|1.0|3.29|0.23|21.0|-8.3|4.91|4.72|52.83|2.0|1.0|0.0|1.0|28.0|4.0|390.87|0.0|1.0|-4.81|13.0|1.56e-05|0.0061|3.68|1.96e-06|-0.05243|5.7922|3.7997|-1604.08794|-1604.057542|641.98|0.4553|484.05|-1603.851644|0.1647|4.5192|-0.20983|0.03039798|-1603.907391|6.1563|33.0|7.4815
9n_a24|1|0|2.961528903|0|0|0.0|-0.2452954769999999|2|0.024179894|-0.141205159|-0.182811885|-0.03088354|1|-0.22754075|-0.200646773|-0.225226606|2|0.7584388259999999|0.755793189|0|-0.052106597|-0.0777274979999999|0.331008994|-35.21502941|48.691073|0.095443402|64.50319929|-0.026905672|-35.50139138|8.042526681|0.652126509|-1.399094961|-23.79925701|47.11530904|0.4331595789999999|611.3234977000001|-945.545726|-12.28894317|8.232847909|14.52410167|5356.5828|-639.0250449|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|3.17|0.17|23.0|-8.64|4.41|4.14|66.93|1.0|0.0|0.0|1.0|29.0|5.0|385.46|0.0|1.0|-4.29|0.0278|5.14e-05|0.0198|3.07|8.909999999999999e-07|-0.03818|4.9139|4.1028|-1239.1274939999998|-1239.095611|686.19|0.2522|587.05|-1238.856882|0.0334|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|19.0|7.7212
9h_a40|0|0|0.0|0|0|1.7679629630000002|0.014753178|0|0.039444444|0.157606277|-0.343593366|-185.0|2|0.270048551|0.08305063|-0.503000695|0|0.740778143|0.7528137909999999|1|-0.09201708|-0.095803029|0.219852623|-46.04148264|132.6583116|0.135689851|67.89350333|-0.041058441|-23.98506758|3.102034287|0.863884935|-1.437045429|-23.03722449|52.2411122|0.482124665|432.46450360000006|-719.0371868|-10.27931468|6.922257828999999|13.366649|4322.734135|-359.7760137|0.011321157|-364.1454816|832.3298135|336.23227030000004|1.0|1.0|0.0|3.3|0.11|20.0|-6.51|4.59|4.44|67.66|1.0|0.0|0.0|1.0|23.0|3.0|321.4|0.0|1.0|-5.12|0.000716|7.6e-06|0.00244|4.51|9.93e-05|-0.05991|4.2372|3.3675|-1293.174246|-1293.151333|526.38|0.3851|410.18|-1293.033723|0.2721|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|3.98|5.4001
4e_a46|0|0|0.0|1|1|2.12386814|0.1369980459999999|2|0.041636905|-0.08224348|-0.4017151029999999|-0.05803828|1|-0.135489528|-0.049530834|-0.514537262|2|0.77019676|0.69063113|0|-0.0835371459999999|-0.084780904|0.68427144|-63.39469142|105.0139519|0.246284959|186.9007941|-0.030951758|-48.825259|6.145520557|0.7951078540000001|-1.949960781|-48.10898007|71.49283399|0.4753010039999999|571.9794684|-1479.78675|-17.82509456|7.906917146|15.06943449|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|0.0|0.0|1.0|4.5|0.27|23.0|-8.81|3.05|5.93|124.17|2.0|0.0|0.0|1.0|35.0|6.0|488.6|1.0|0.0|-5.41|0.000405|3.92e-06|0.00191|3.78|7.64e-07|-0.03893|4.2446|4.1773|-1884.613031|-1884.564974|757.1|0.4814|655.69|-1884.255802|0.3109|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125
4h_a46|0|0|0.0|1|1|2.134072222|0.128214845|2|0.040890805|-0.057256598|-0.404500343|-0.09922757|1|-0.0932537609999999|-0.0488847059999999|-0.516344924|2|0.7543177040000001|0.6947264059999999|0|-0.083155747|-0.083997524|0.659584488|-65.24476749|105.2773797|0.232755725|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|0.805506105|-2.015940586|-51.19164773|73.14480467|0.4866209529999999|601.9869510999999|-1581.72562|-18.803584|8.138240742999999|15.85230406|7808.347937|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|0.0|0.0|1.0|4.63|0.3|23.0|-9.2|3.46|6.18|124.17|2.0|0.0|0.0|1.0|36.0|6.0|502.63|1.0|0.0|-5.69|0.000149|2.06e-06|0.00104|4.21|3.210000000000001e-07|-0.0389199999999999|4.2444|4.18|-1923.926093|-1923.878801|792.61|0.5451|682.14|-1923.543349|291.0|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402
3b_a32|1|1|3.3653429710000005|0|0|0.0|0.046791596|0|0.042528736|-0.0411430079999999|-0.265971895|0.10614163|3|-0.078754696|-0.151445075|-0.536470812|0|0.800396027|0.7725667079999999|1|-0.073068133|-0.100355499|0.2719741|-35.8437493|74.63320519|0.159260619|78.12568166|-0.033451833|-24.14971513|3.522270202|0.764128338|-1.103910485|-17.58323784|43.023961|0.460751087|412.4267349|-541.5259561|-8.049905042|5.765940603|10.69254007|4448.251276|-265.6468664|0.0154889019999999|-259.1375886|708.6845618|323.0421997|1.0|1.0|1.0|3.11|0.13|19.0|-6.5|6.25|4.43|110.94|1.0|0.0|0.0|1.0|21.0|3.0|312.41|0.0|0.0|-4.65|0.0005809999999999|2.23e-05|0.00697|3.71|9.97e-05|-0.05396|3.5545|3.5545|-1594.121087|-1594.095192|524.46|0.2905|396.83|-1594.0008779999998|0.2905|3.5719|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366
3a_a12|0|0|0.0|1|1|0.0|0.13714555|2|0.032544803|-0.1231529169999999|-0.322200517|-0.0161799839999999|0|-0.205054123|-0.1213636769999999|-0.5274624179999999|1|0.7038021990000001|0.8847197109999999|0|-0.07121814|-0.090803706|0.241900756|-34.84701355|71.11710277|0.128014506|62.63745781|-0.034924502|-21.73969523|2.258466332|0.781050096|-1.362055589|-17.05063286|39.46272532|0.462077145|426.6622302|-666.453375|-8.361421244|5.924949067000001|11.01449587|4230.717811|-326.0954285|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|1.0|0.0|3.84|0.05|18.0|-7.5|3.43|2.49|37.28|0.0|0.0|0.0|1.0|23.0|3.0|298.34|0.0|1.0|-4.06|0.0745|8.8e-05|0.0263|3.15|9.33e-06|-0.06829|4.2336|3.7304|-951.3711872|-951.3480023|528.84|0.3201|383.08|-951.217594|128.0|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122
15_a31|1|0|3.155574452|1|1|0.0|0.1893807519999999|0|0.038809524|-0.0302581979999999|-0.775463115|-0.074455342|2|-0.052339921|-0.272545088|-0.6215974160000001|0|0.8022000659999999|0.782925607|0|-0.116196194|-0.131697567|0.287991212|-61.76522754|141.1489667|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|10.88541717|0.641533577|-1.58037081|-32.83191294|82.24348203|0.466164359|301.452236|-840.0616157|-11.75113151|6.148947296|11.51842782|5087.628096|-446.5429972|0.03396368|-150.46712390000002|1309.458532|363.593507|1.0|1.0|1.0|3.31|0.19|16.0|-5.66|4.12|3.0|117.37|0.0|0.0|0.0|2.0|24.0|5.0|342.37|0.0|0.0|-3.57|18.0|0.000272|0.0931|2.18|0.000749|-0.04192|4569.0|4569.0|-1460.900291|-1460.861851|556.68|348.0|452.98|-1460.736142|348.0|5.5793|-0.19394|0.03843988|-1460.790873|7.5831|1.1|5.9586
12at_a36|1|0|3.4361495580000003|2|2|0.0|-0.04229234|2|0.039952719|0.054794728|-0.653190113|-0.037590959|1|0.091520225|-0.227404687|-0.48127276|1|0.8384626709999999|0.7767870459999999|0|-0.084721769|-0.110637955|0.301423347|-58.66704838|95.16663336|0.248143308|171.8311073|-0.037537878|-53.05210062|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|79.10595873|0.49342323|520.6361161|-1455.649997|-17.99981985|8.837213274|17.44496351|6537.399158|-1007.989912|0.027424543|-241.591008|2158.30208|735.3783268|0.0|0.0|1.0|4.9|0.17|17.0|-6.62|2.7|1.67|95.5|1.0|0.0|0.0|1.0|33.0|6.0|439.47|0.0|0.0|-4.08|0.0289|8.36e-05|0.0367|2.53|0.000106|-0.05703|4.7133|3.8408|-1460.833958|-1460.797444|733.29|0.4765|589.75|-1460.549244|0.2076|6.4676|-0.2131|0.03651452|-1460.61293|8.9532|78.0|7.1079
6b_a31|1|0|3.404988662|1|1|0.0|0.052690797|0|0.037803618|0.11647286|-0.787472195|-0.053655833|2|0.1978523089999999|-0.004825446|-0.57983695|0|0.78240875|0.795570315|0|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|159.79549319999998|0.372146926|227.0509355|-0.045675611|-47.81835367|12.28107483|0.7459204140000001|-2.055402513|-44.96993859|93.83704414|0.4807018779999999|383.0600707|-1254.023695|-17.0020813|7.513612533|14.46878435|6099.567787|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|3.55|0.1|22.0|-7.33|5.19|4.0|131.36|1.0|0.0|0.0|1.0|29.0|5.0|404.44|0.0|0.0|-4.66|0.000947|2.18e-05|0.00883|3.2|1.89e-05|-0.05835|3.2949|3.2949|-1652.671944|-1652.635711|637.06|0.4967|492.36|-1652.44739|0.4967|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676
22_a4|0|0|0.0|1|1|1.987636054|-0.043165663|1|0.044357639|0.004808337|-0.257448045|-0.023072107|1|0.00771584|0.034720243|-0.3877007|1|0.7797803109999999|0.755510052|0|-0.09491995|-0.089955967|0.242642229|-45.61565825|162.9809584|0.138796849|66.70156956|-0.036468635|-20.77508795|2.47167963|0.8444670409999999|-1.349339509|-21.92150631|50.75888571|0.4359219589999999|413.8681986|-648.451775|-8.422332951|5.495481464|9.742413394|4074.564287|-311.62631919999995|0.011296354|-331.080892|767.88287|338.71903330000004|1.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|3.54|50.94|0.0|0.0|0.0|2.0|22.0|3.0|289.33|0.0|1.0|-3.98|0.0497|0.000104|0.0301|3.03|0.0016699999999999|-0.03046|4.468999999999999|4.0537|-934.2706743999998|-934.240411|519.39|0.1675|400.29|-934.12356|0.1293|3.5548|-198.0|0.030263407|-934.171365|5.4110000000000005|47.0|7.3279
12e_a30|0|0|0.0|2|2|0.0|-0.0026669809999999|2|0.041767677|-0.010682095|-0.444243861|-0.055954785|1|-0.018475151|-0.154412059|-0.417089226|1|0.8246767140000001|0.7933543279999999|0|-0.07914783|-0.098059338|0.407218612|-52.50202674|106.2790684|0.183296295|121.5880081|-0.035153347|-43.14823836|10.6725953|0.7071208529999999|-1.863127413|-34.82676424|68.59117243|0.46715936|541.7533217|-1235.889416|-15.46823639|8.069355055|15.14403079|6421.289402|-819.8165288|0.022696477|-274.7836441|1747.776792|704.0353382000001|0.0|1.0|1.0|4.72|0.17|17.0|-6.74|3.89|2.63|90.88|2.0|0.0|0.0|1.0|31.0|5.0|428.51|0.0|0.0|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|7.87e-05|-0.05044|5.0412|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|0.2055|562.76|-1690.030824|151.0|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431
47k_a18|0|0|0.0|1|1|0.0|0.029145635|0|0.033777778|-0.017736343|-0.5135996820000001|-0.008576013|0|-0.026672956|-0.421027889|-0.451417954|0|0.721697829|0.737517943|0|-0.065324278|-0.088346874|0.3533268229999999|-51.59195677|20.66242736|0.169064596|133.5242222|-0.030255779|-55.10689702|9.406543039|0.7153044209999999|-2.208671853|-40.74641317|63.50225571|0.467246896|656.2580564|-1744.369889|-18.87222501|9.777177947|18.35217454|7575.637462000001|-1377.672426|0.018313855|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|4.66|0.3|18.0|-8.44|2.39|3.17|88.97|3.0|2.0|1.0|1.0|38.0|4.0|513.63|0.0|0.0|-5.33|0.000742|4.65e-06|0.0023899999999999|4.26|1.85e-06|-0.04359|3.0948|3.0948|-1664.756029|-1664.728002|842.29|0.5920000000000001|793.48|-1664.2657390000002|0.5920000000000001|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376
4_a27|0|0|0.0|0|0|3.294369174|0.082486268|2|0.0456410259999999|-0.273119343|-0.278154179|-0.01660383|1|-0.459570857|-0.341622797|-0.480852615|2|0.7853766809999999|0.614205449|1|-0.057748369|-0.078787867|0.3485918529999999|-29.89961815|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|0.682485674|-1.181818|-15.48073439|40.33074472|0.444169714|441.4418013|-611.8944548999999|-7.543156957000001|6.01592535|10.82331334|4988.6278600000005|-316.8125922|0.020363697|-188.9664429|896.5674718|424.8821143|0.0|1.0|0.0|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|0.0|0.0|0.0|1.0|25.0|4.0|331.37|0.0|1.0|-3.99|0.0882|0.000102|0.0339|2.55|0.0002|-0.0449899999999999|5.5485|4.1288|-1083.138303|-1083.119531|555.75|0.2002|445.65|-1082.963712|0.1741|2.7371|-0.21533|0.01877181|-1083.01571|3.9202|4.0|8.3979
12ak_a36|1|0|3.501132553|2|2|0.0|-0.052930979|2|0.041728395|0.12041792|-0.407322296|-0.015708652|1|0.198260132|-0.163978382|-0.439326642|1|0.815627016|0.860667615|0|-0.069176342|-0.091761476|0.537460657|-49.87483724|113.186508|0.151294857|109.0807368|-0.032660864|-47.69888026|10.36054668|0.737439195|-1.926990997|-35.95881638|64.24490364|0.423822657|611.9003905000001|-1389.324141|-16.97756755|7.98672125|13.86156772|6240.396899|-1001.676485|0.018055095|-342.3783571000001|1883.984673|799.5563855|0.0|1.0|1.0|5.05|0.24|17.0|-7.38|3.85|3.01|69.2|2.0|0.0|0.0|1.0|32.0|4.0|423.51|0.0|1.0|-4.86|0.0047799999999999|1.39e-05|0.00589|3.8|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|-1350.865407|730.3|0.4514|584.05|-1350.57563|0.0001|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372
17_a3|0|0|0.0|0|0|0.0|0.188373421|2|0.047430556|-0.015463451|-0.349676046|-0.0510707059999999|1|-0.027542873|0.036673175|-0.633373061|2|0.767641592|0.773152968|1|-0.098658557|-0.096067661|0.225087454|-50.20132919|234.4907116|0.1969243769999999|100.2028184|-0.039557272|-24.87357062|2.672377884|0.840062179|-1.344947254|-25.54439812|55.45324083|0.4383349039999999|408.6362608|-684.3617224|-10.24205849|6.2477303310000005|11.12358659|4839.543958|-348.2299886|0.012803096|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|3.13|0.0|21.0|-7.48|4.96|4.66|92.93|1.0|0.0|0.0|1.0|23.0|3.0|338.81|0.0|0.0|-4.93|1.0|1.18e-05|0.00399|3.88|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.75233|-1731.72355|537.32|0.4062|393.58|-1731.6147670000005|0.4062|3.8077|-0.20359|0.02878063|-1731.663157|4.8815|23.0|7.6383
17a_a10|0|0|0.0|2|2|2.118111229|-0.218519541|3|0.036545455|-0.082914437|-0.2946568739999999|0.031632653|1|-0.132166258|-0.360142554|-0.275154041|2|0.76281504|0.673253555|1|-0.055423599|-0.082689376|0.463842217|-39.18491085|51.96456548|0.146175016|103.34686|-0.023625536|-41.33310046|10.04165819|0.564726042|-1.488408763|-27.70403316|53.38795048|0.4918223679999999|603.6608262999999|-1052.3164359999998|-11.80945728|8.621193279|16.96492079|7078.918870999999|-743.9958084|0.0254938|-91.52361858|1863.410498|911.2106544|1.0|1.0|1.0|3.8|0.33|21.0|-7.32|3.31|2.5|76.38|1.0|0.0|0.0|1.0|35.0|6.0|468.55|0.0|1.0|-4.32|0.0986|4.74e-05|0.0222|2.43|2.22e-05|-0.04641|5.5285|3.9887|-1524.557372|-1524.52012|767.6|0.2142|603.73|-1524.187115|0.0867|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098
7g_a8|1|0|3.095238804|1|1|1.336155045|-0.092384028|0|0.0448526079999999|-0.030968098|-0.481134236|-0.027717137|1|-0.065174707|0.046246982|-0.418049442|0|0.7363841520000001|0.606087461|0|-0.107714754|-0.1122315669999999|0.306360885|-64.55562181|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|0.806738465|-2.020168201|-38.68948451|83.63914665|0.470618047|419.1502102|-1210.7274960000002|-16.4912131|7.588498875|14.3346384|6293.364606|-725.6133762000001|0.018613449|-367.6690814|1500.768277|509.2753308|0.0|1.0|1.0|3.29|0.04|23.0|-7.91|4.94|4.66|80.04|2.0|0.0|0.0|1.0|30.0|5.0|399.37|0.0|0.0|-5.44|0.000667|3.59e-06|0.00143|4.38|4.92e-06|-0.06621|3.7874|3.7874|-1374.493069|-1374.4533210000002|620.67|0.5165|507.78|-1374.291597|0.5165|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772
1_a6 (SB-431542)|1|0|3.3674017380000003|1|1|0.0|0.043282217|1|0.035620155|0.1008839219999999|-0.766207981|-0.0492229479999999|1|0.164429684|-0.033765606|-0.567791164|1|0.7462411859999999|0.795744863|0|-0.126408788|-0.122555709|0.210050443|-74.98172333|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|0.7531996609999999|-2.083447046|-44.47680367|94.56841061|0.472445176|352.3666367|-1235.8353619999998|-16.29019397|7.523839331|14.26172029|5748.417262|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|3.25|0.05|23.0|-7.69|4.04|3.63|103.12|1.0|0.0|0.0|1.0|29.0|5.0|384.39|0.0|0.0|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|7.81e-06|-0.05971|3.8208|3295.0|-1292.588032|-1292.553086|619.92|0.5765|464.07|-1292.358966|0.3346|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119
12w_a36|1|0|3.3131307480000003|2|2|0.0|0.081390556|2|0.041555556|0.041058884|-0.917874106|-0.010726574|1|0.115646674|-0.3344729369999999|-0.604676196|1|0.828393514|0.624142499|0|-0.086826396|-0.111267166|0.532980165|-62.34080876|112.947763|0.171636756|123.23411609999998|-0.041210062|-57.35989379|10.87965823|0.70536279|-2.225343322|-44.76031023|77.49366829|0.4672300679999999|594.7596206000001|-1597.782567|-21.24440511|8.365472166|15.701847400000002|7418.252264|-1147.197876|0.0273396629999999|-294.8983941|2265.1925920000003|672.4630346|0.0|1.0|1.0|4.82|0.17|17.0|-7.14|3.31|4.04|78.43|2.0|0.0|0.0|1.0|34.0|8.0|465.43|0.0|0.0|-5.07|0.00291|8.6e-06|4.0|3.86|3.37e-05|-0.05326|3.8881|3.8881|-1645.202839|-1645.169951|712.88|0.4508|552.55|-1644.953222|0.4508|5043.0|-0.21034|0.0328886|-1645.017691|7.0746|23.0|7.6383
12bh_a36|1|0|3.50075137|2|2|0.0|-0.052761366|2|0.044197531|0.001012669|-0.401249012|-0.035747988|1|0.0016901289999999|-0.169994208|-0.43574839|1|0.78699829|0.857993338|0|-0.070687668|-0.09959401|0.317612728|-47.04367494|83.08294358|0.166508047|110.81353529999998|-0.035569289|-44.11115058|7.807212275|0.783294222|-1.991880197|-31.30825225|58.77476595|0.482052584|554.7010591|-1325.625342|-15.75398235|7.545637217999999|14.56834609|5957.443236|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|729.1873176|0.0|0.0|1.0|4.95|0.21|17.0|-7.34|3.76|2.5|69.2|1.0|0.0|0.0|1.0|31.0|4.0|409.49|0.0|1.0|-4.6|0.0117|2.5e-05|0.0102|3.41|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|-1311.558898|715.94|0.4386|575.23|-1311.293683|11.0|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539
4R4l_a46|0|0|0.0|1|1|2.155247543|-0.058870177|1|0.049498645|-0.067419714|-0.255755434|-0.161358058|1|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.726535412|0.7936534740000001|0|-0.090505744|-0.084697739|0.208818132|-49.12015477|177.33836430000002|0.103346328|56.0891211|-0.02989332|-24.94818681|2.086777505|0.8782984840000001|-1.524559305|-26.65896664|52.96512128|0.4568839389999999|486.6405745|-827.4236073|-8.805242402000001|5.669819400000001|10.43942503|4923.057044|-449.0673625|0.006401537|-410.6276419|942.0756413|579.2365607|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|4.64|5.02|50.94|1.0|0.0|0.0|1.0|26.0|3.0|347.45|0.0|1.0|-5.11|0.00182|7.78e-06|0.0027|4.49|3.47e-05|-0.0212699999999999|4.6497|4.1152|-1092.75416|-1092.728268|584.44|0.1678|498.78|-1092.4898449999998|0.0851|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633
15b_a10|0|0|0.0|1|1|2.145379897|-0.197213588|2|0.033219955|-0.111812184|-0.149607679|-0.058911857|1|-0.175869992|-0.27395395|-0.195505087|2|0.791078367|0.7199249390000001|1|-0.046334564|-0.07358373|0.697099355|-31.76194123|43.96642219|0.078081026|53.52386591|-0.024105015|-34.57687319|7.505718446|0.670236374|-1.398090862|-21.77253505|42.7113409|0.414077981|631.9674549|-958.3791518|-11.32690674|6.6940006620000005|11.42472965|6105.426726|-656.9605906|0.017637846|-233.3911134|1429.912176|766.4127559|1.0|1.0|1.0|3.61|0.32|21.0|-8.18|4.34|4.44|56.07|1.0|0.0|0.0|1.0|31.0|5.0|413.51|0.0|1.0|-4.64|0.0185|2.28e-05|0.00943|3.49|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|-1317.736865|721.17|0.3575|587.53|-1317.429772|0.1595|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706
32_a47|0|1|0.0|1|1|1.998170616|-0.1746026239999999|3|0.035568182|-0.013510009|-0.2037028839999999|-0.044598914|1|-0.0274939029999999|-0.157688306|-0.2749014|2|0.810444864|0.634406338|1|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|28.55112477|0.148372218|106.9180086|-0.026060474|-37.74862456|10.01980854|0.64116122|-1.381205148|-29.9621436|55.48373932|0.44289006|613.6886524|-995.3056298|-13.53252578|8.656942728999999|15.53902041|6235.398576|-717.2238666000001|0.022735861|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|3.35|0.26|21.0|-8.82|4.18|5.07|67.66|2.0|0.0|0.0|1.0|31.0|5.0|436.91|0.0|0.0|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|6.55e-07|-0.05682|4.9046|3.6829|-1778.127634|-1778.0970140000002|692.49|0.2969|548.86|-1777.843462|0.2839|4.8234|-0.20778|0.03062031|-1777.90286|6.3139|0.1|7.0
6d_a40|0|0|0.0|1|2|1.695192271|0.12627602|0|0.039160494|-0.104206961|-0.722057579|-0.205140551|2|-0.249967637|-0.0603134|-0.624951805|0|0.8361555479999999|0.604211552|1|-0.115007564|-0.119563634|0.372705643|-73.59650182|192.5638526|0.336329628|215.22657540000003|-0.050049893|-48.96216855|7.108696385|0.86005241|-2.15214542|-47.09642482|84.70509846|0.428134701|424.7009165|-1377.2170210000002|-20.49579149|6.908972922999999|12.08146906|7436.576348|-881.3190339|0.01400787|-460.8148719|1601.317552|555.2010623|0.0|1.0|0.0|3.98|0.21|14.0|-4.31|4.8|3.63|173.43|2.0|2.0|1.0|2.0|30.0|6.0|460.52|1.0|0.0|-5.15|2.85e-05|7.1e-06|0.00327|3.87|0.0226|-0.09462|2.9559|2.9559|-2470.82949|-2470.793925|656.5|0.3518|511.88|-2470.62267|0.3518|7.8884|-214.0|0.03556489|-2470.684323|10.9021|1.0|8.9208
24_a47|0|1|0.0|0|0|1.225600378|0.0453435129999999|2|0.039520202|0.0251322929999999|-0.484848181|0.071506228|1|0.056234624|-0.2494728939999999|-0.540463145|2|0.812650394|0.627160379|1|-0.075894947|-0.090995097|0.214985826|-42.71324947|41.72753688|0.216050899|121.5922303|-0.032498249|-28.82156035|6.81713713|0.611603578|-1.364926459|-24.03877652|54.82626523|0.479188295|441.2021442|-768.1729327|-10.29341441|7.024694045|13.48797266|6022.202634|-432.3234052|0.032103375|-125.6197312|1255.998102|457.1122177|1.0|1.0|0.0|3.14|0.05|21.0|-7.63|2.78|4.64|84.73|1.0|0.0|0.0|1.0|28.0|5.0|396.81|0.0|0.0|-4.52|0.00975|3.05e-05|0.0121|3.16|9.22e-06|-0.06517|3.9675|3.9675|-1696.105723|-1696.071577|578.94|0.2618|450.98|-1695.93106|0.2618|2.6517|-0.2285|0.03414611|-1695.98597|3.6008|3.0|8.5
17d_a50|0|1|0.0|2|2|4.380250483|-0.152030219|1|0.031990741|0.006071856|-0.140830095|-0.125540541|2|0.009780681|-0.323333765|-0.2294807539999999|1|0.748516466|0.7276268779999999|1|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|7.31681784|0.75405703|-1.535398758|-21.24595322|41.18485076|0.445708152|644.9008302|-1064.839192|-12.30823045|6.996105516|12.62170017|6281.764548|-738.4938272999999|0.013178555|-352.3903892|1412.14676|829.3813984|1.0|1.0|1.0|4.07|0.35|20.0|-7.07|4.0|4.29|51.77|2.0|0.0|0.0|1.0|32.0|4.0|424.54|0.0|1.0|-4.88|0.0135|1.31e-05|0.00557|3.72|3.63e-05|-0.03251|4.0506|4.0506|-1335.989008|-1335.962757|727.15|0.1819|579.45|-1335.649722|0.1819|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308
