molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
5f_a40|0.0|0|0.0|1|8.149890544|1|0.60491326|1.656591081|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|0.769837491|0.166865076|10.31198329|2|2|0.000706205|0.100535344|0.7039183109999999|0.811339477|0.095322868|875.0|0.680674762|1|0.7414714309999999|0.0528268609999999|0.020236763|-52.44868801|9.349692674|119.4441339|-23.41506245|4.319700326|63.48466425|0.814393685|-24.23209217|57.61052946|-19.00510637|61.79838068|1932.388838|342.5710869|-608.163404|599.1117195|-8.780648419|0.938359946|85.75294257|-280.9807494|23.33651|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|1.0|1.0|3.08|2.05|14.0|2.68|1.29|0.0|0.0|3.0|3.0|20.0|284.34|-3.31|0.000108|0.0307|0.14|2.2|0.0|0.000207|0.0587|3.8036|3.0611|-1232.959261|487.57|405.03|325.97|361.03|0.56507|0.69727|-1232.851443|0.0415|5.5961|-0.19284|0.02389588|-1232.898044|7.6183|6.9508|6.9508
14s_a23|0.0|1|0.0|2|7.423568444|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|-0.044305947|10.31321812|2|2|0.009263715|-0.071484865|0.722187957|0.7837821840000001|-0.1050445769999999|0.846632079|0.659570836|1|0.92763624|0.2387634619999999|0.019970955|-35.30692476|12.81151517|46.42188642|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-22.64965286|62.75905983|-21.9751589|48.11843993|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|-14.09722664|0.890072438|144.457092|-662.5696522999999|28.36177131|-352.5931977|1333.003252|633.3278634|0.0|0.0|0.0|1.0|1.0|3.45|3.66|26.0|4.67|3.51|2.0|0.0|1.0|5.0|31.0|445.93|-5.55|7.49e-07|0.000334|0.00126|4.21|0.0|1.02e-08|4.55e-06|3.6828|3.6828|-2089.500101|668.66|336.66|336.66|528.82|0.60323|0.60323|-2089.2914530000003|0.3669|4.7032|-0.22933|0.02112956|-2089.352478|6.4428|8.5482|8.5482
19d_a38|0.0|0|0.0|0|7.412764017000001|2|1.297043205|0.0|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|2|0.04572104|0.019858574|0.0|-0.0555594909999999|10.95446448|1|1|-0.00835812|-0.060668296|0.7581164340000001|0.853092207|-0.039361255|0.908591797|0.730686013|0|0.63167949|0.3509455999999999|0.024158903|-74.84120843|15.53007152|236.7675313|-51.60489663|9.98319831|115.6739235|0.7494816990000001|-48.11018574|94.84426896|-28.24584108|90.37127996|3055.168373|406.0626253|-1525.275418|2995.494247|-18.15727844|0.916264002|161.0407189|-980.493036|37.68716585|-320.7487188|2035.106956|686.8472757999999|0.0|0.0|1.0|0.0|4.0|4.91|2.38|17.0|1.65|1.65|1.0|0.0|1.0|6.0|33.0|444.46|-3.62|0.000134|0.0594|107.0|1.65|0.0|3.94e-07|0.000175|5.3771|3.6586|-1500.850957|679.08|338.89|230.58|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|7.9586|7.9586
8e_a12|0.0|1|0.0|1|6.803505258|1|1.283834633|1.873617728|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|2.197856963|-0.087658302|10.94458094|1|1|0.005744805|-0.079913108|0.83954453|0.761892879|-0.051240735|0.815412281|0.797199175|1|0.939627917|0.001151979|0.0155147339999999|-29.79080011|8.884082475|34.57040021|-28.78776717|5.0872236|0.0|0.7112578709999999|-17.05887601|61.4656313|-17.80522313|38.67488258|2548.979738|538.051884|-854.6507103|2112.908299|-10.19566754|0.830990262|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|4.11|3.01|21.0|2.68|3.05|2.0|0.0|1.0|3.0|28.0|366.42|-4.69|4.25e-05|0.0156|0.00744|3.53|0.0|1.19e-08|4.34e-06|5.247999999999999|3.3044|-1177.593205|612.59|375.21|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|0.2252|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|6.2306|6.2306
12a_a40|0.0|0|0.0|1|7.515889085|0|0.604990853|1.784989449|0.021610099|-0.00431394|5.4161004020000005|-0.012791297|0|0.036587302|0.17758258|0.8332127109999999|0.100414476|10.31197265|2|2|0.007890601|0.018655637|0.58630452|0.718281767|-0.375724138|0.7867243829999999|0.525051106|1|0.940879765|0.000279043|0.011766311|-32.81611621|6.001293955|30.15370934|-19.46913691|3.060902482|49.24750281|0.85136964|-16.73754566|43.65970865|-17.23885621|38.81741016|2185.594734|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.908597808|75.8074911|-272.5679167|20.24838026|-358.4254366|627.699788|323.26151960000004|1.0|0.0|0.0|0.0|0.0|3.2|3.39|20.0|5.43|4.34|1.0|0.0|1.0|2.0|22.0|346.23|-5.95|3.86e-07|0.000134|0.00039|5.43|1.0|6.15e-08|2.13e-05|3.0966|3.0966|-2097.8163050000003|530.55|400.39|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|5.7501|5.7501
46_a18|0.0|0|0.0|0|7.03438793|2|1.251088279|0.0|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.03531746|-0.046124025|0.0|-0.0669031009999999|10.94680484|0|0|0.003512954|-0.1483628609999999|0.7100921609999999|0.729629263|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|0.30524999|0.008975181|-49.54738918|6.376289807000001|123.2289237|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-35.20023815|63.70285871|-20.77641329|55.92367899|3052.94234|587.2068577|-1412.796104|1848.661552|-14.76030741|0.8342358790000001|154.7096476|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|0.0|1.0|1.0|1.0|2.0|4.27|0.0|18.0|3.3|3.33|2.0|0.0|1.0|7.0|36.0|480.6|-5.47|2.08e-06|0.000999|0.00161|4.36|0.0|1.51e-09|7.27e-07|3225.0|3225.0|-1532.968527|765.33|384.45|384.45|635.89|0.69181|0.69181|-1532.493789|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|3.2533|6.7305|6.7305
1e_a5|0.0|0|0.0|0|6.605297921|0|1.427503886|0.0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.0|-0.1197834419999999|10.94440038|1|1|0.007357977|0.034752304|0.71274658|0.771487328|-0.075239398|0.834250802|0.6977404359999999|0|0.8805795|0.373935381|0.008587563|-35.30075748|4.461204261000001|62.03846573|-18.81719677|2.317577542|0.0|0.7473936259999999|-18.33860051|44.38364879|-14.48881117|39.76196174|2107.092939|457.4574833|-579.5524467|827.4861275000001|-7.526878708|0.932665879|131.2279879|-301.0751483|19.38578369|-257.0399733|775.4313476|409.0289917|1.0|1.0|1.0|1.0|1.0|2.83|2.17|23.0|4.51|2.13|0.0|0.0|1.0|3.0|24.0|312.37|-4.45|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|3.87e-09|1.21e-06|4746.0|4.4292|-990.6006645|560.58|279.92|261.24|427.87|0.56258|0.51802|-990.471803|0.1355|1916.0|-0.22291|0.0313740589999999|-990.522307|3.0386|6719.0|6719.0
AKLKII_a46|0.0|0|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|0.156485495|10.96959256|1|1|0.006731579|-0.037291767|0.718266758|0.758995484|0.064690027|0.8264237520000001|0.687139108|1|0.837641394|0.271156366|0.010384859|-34.061229|4.924591245|76.99187522|-20.09682339|2.335284369|0.0|0.7721395329999999|-16.15213359|49.76981906|-15.74102977|38.98582025|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.92307023|108.05343229999998|-261.2587041|20.38625028|-258.10190780000005|713.5187596|314.0966684|1.0|1.0|1.0|1.0|1.0|2.81|1.6|21.0|3.39|1.18|0.0|0.0|1.0|2.0|22.0|287.32|-3.58|0.000578|166.0|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||||6.7423|6.7423
6f_a40|0.0|0|0.0|1|8.421342866|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.122783873|0.737582436|0.075227997|10.30179966|2|2|-0.008368734|0.048543494|0.7710013309999999|0.836826225|-0.268802228|0.896373207|0.742681934|1|0.655786513|0.363785804|0.015998475|-86.21963207|10.2782635|221.1408856|-53.89282175|6.6032981820000005|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|96.49789556|3021.330686|421.31181889999993|-1509.948957|3072.581297|-21.5571287|0.69723213|88.13890599|-970.0707913999998|38.88975659|-466.1748926|1750.039046|593.503189|1.0|0.0|0.0|1.0|2.0|4.05|2.53|14.0|2.66|1.1|1.0|1.0|3.0|5.0|30.0|457.55|-4.64|1.13e-07|5.18e-05|0.0105|3.09|0.0|0.0002109999999999|0.0967|3.5741|2.57|-2426.924155|668.95|482.43|346.89|507.64|0.66642|0.69911|-2426.725129|0.0158|6.2384|-203.0|0.04845403|-2426.787111|8.7269|7.3768|7.3768
12aj_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|2|0.043848238|0.064171987|0.0|-0.103202936|10.95354213|1|1|0.003962098|-0.104118159|0.90414347|0.812278823|-0.072770961|0.8632656809999999|0.856274847|0|0.8269863129999999|0.251263868|0.018305468|-46.79363201|11.73352271|110.89910559999998|-42.23511741|7.521007149|0.0|0.77492734|-29.99399664|76.5855549|-23.62130319|58.52715472|2710.647462|530.0854761|-1251.929069|2275.825451|-15.14089115|0.905958957|144.26810480000003|-802.4672307|30.48195872|-352.4483722|1615.543812|662.0530478999999|1.0|0.0|1.0|0.0|2.0|4.84|0.0|17.0|2.19|2.24|1.0|0.0|1.0|5.0|30.0|395.46|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|5.2301|3.6017|-1272.241135|682.84|344.24|237.06|539.55|0.4112|0.70423|-1271.9998859999998|0.0082|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|7.7696|7.7696
12a_a50|0.0|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|1|0.034845679|-0.111689174|2.112397566|0.014596049|10.94501645|2|2|0.011790103|-0.168032508|0.699597776|0.795582575|-0.2018898489999999|0.862192416|0.660148928|1|0.904119689|0.29507467|0.021013336|-25.57033815|10.58650394|48.30443297|-16.85074424|5.333473207|69.83817338|0.575218972|-12.88231829|47.2792242|-12.00673599|36.15684209|2223.666558|455.4948605000001|-468.2627037|1462.827156|-6.048985111|0.885635975|214.004382|-235.9104193|20.873331|-75.79052945|814.0599092|388.171611|1.0|1.0|1.0|1.0|0.0|3.3|2.21|20.0|3.42|2.02|0.0|0.0|2.0|2.0|24.0|313.36|-3.84|0.000685|215.0|45.0|2.5|0.0|3.22e-06|0.00101|4.0783|4.0783|-1006.632973|545.54|304.01|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|5.7662|-0.20172|0.02648238|-1006.546706|7.9123|7.1249|7.1249
12au_a36|-3.3109381210000004|0|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.023640632|10.31810353|1|1|-0.001160331|-0.15024383|0.8183043390000001|0.825565083|-0.058671909|0.877827228|0.750657639|0|0.698996981|0.284342092|0.021569487|-64.86748076|15.51748637|216.5471227|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-46.66686194|95.91776213|-27.36414058|80.38496714|3484.987058|502.8713191000001|-1587.1201529999998|2384.109036|-19.68626738|0.97188557|204.2726719|-1141.803508|38.21494522|-310.873098|2216.466823|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|17.0|2.15|0.84|1.0|0.0|1.0|7.0|34.0|474.54|-3.72|0.0001409999999999|0.0668|0.0897|1.64|0.0|1.36e-07|6.45e-05|5.1307|3.7105|-1876.156196|752.27|334.15|241.65|618.65|0.58518|0.70395|-1875.89525|0.0158|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|7.3279|7.3279
8k_a46|-3.737070812|0|0.1337610719999999|1|7.727094485|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.114070359|10.31928125|1|1|0.002202734|-0.030019362|0.73768327|0.786206898|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|0.400181795|0.009441365|-61.98124174|6.774333772|187.86239430000003|-44.45419269|4.860695117|19.34993627|0.8265691140000001|-44.4725532|70.036452|-23.74966689|68.75557551|3351.548891|529.6539372999999|-1424.980013|2328.360804|-17.04077386|0.975803904|124.4394929|-1022.446432|28.73282642|-468.6373459|1723.969585|865.6610153999999|1.0|0.0|1.0|1.0|2.0|3.94|2.82|23.0|5.37|1.86|1.0|0.0|1.0|5.0|34.0|474.58|-5.13|1.82e-06|0.000866|0.00355|3.45|0.0|2.17e-09|1.03e-06|5.0379|4.1034|-1845.257085|742.04|302.15|246.1|642.39|0.41618|0.5577300000000001|-1844.970617|0.1166|3.4118|-0.20954|0.04718819|-1845.037411|3.8107|6.8327|6.8327
17a_a25|0.0|0|0.0|1|6.842683282|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|2.008884939|-0.0688716509999999|10.93106298|1|1|0.006423059|-0.047099434|0.6741827509999999|0.748718056|0.0114970419999999|0.8005589320000001|0.659740852|1|0.874586929|0.348821736|0.012665055|-44.46905084|9.033070252|89.44809639|-40.379488|6.442637379|80.30332825|0.755980502|-31.71656603|67.57985355|-21.2306737|53.50212109|2907.309477|623.7797651000001|-1188.917727|2432.071525|-15.142307999999998|0.882500365|174.0415044|-847.969248|28.08362601|-365.1448527|1572.683056|781.7487682|1.0|1.0|1.0|1.0|1.0|3.48|3.47|27.0|5.31|2.67|2.0|0.0|1.0|7.0|33.0|433.5|-5.13|7.5e-06|0.00325|0.00323|3.9|0.0|1.05e-10|4.54e-08|5.2683|3.9347|-1391.588873|747.06|315.11|235.34|598.67|0.35172|0.6722|-1391.321455|0.1735|3.4677|-0.21559|0.0362293|-1391.385492|5.1401|7.6021|7.6021
7_a1|0.0|0|0.0|1|7.860570786|2|1.348826331|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|1|0.035718954|-0.048878707|0.0|-0.07233584|10.9513015|1|1|0.004950534|-0.245732751|0.7795049279999999|0.801577133|-0.042175602|0.862051935|0.729621031|0|0.710959153|0.289201649|0.035937867|-40.16416679|17.31482297|139.2595474|-22.81733634|8.342261787|404.7836105|0.603382856|-19.35104936|61.72628137|-14.95535873|57.47898976|2150.215999|342.53930230000003|-568.3036318|1466.924404|-7.205474633|0.827584457|191.0896839|-273.8080361|24.78585294|-99.61948195|941.8624118|351.4191817|0.0|1.0|1.0|1.0|0.0|3.09|2.83|17.0|3.29|1.6|0.0|0.0|2.0|2.0|23.0|305.33|-3.71|0.000696|213.0|0.0595|2.48|0.0|2.29e-06|0.000698|4.0504|4.0504|-1009.48087|515.2|306.1|306.1|365.53|0.69902|0.69902|-1009.350293|0.2961|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|6.3372|6.3372
8a_a50|0.0|1|0.0|1|7.860570786|1|1.39826105|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|1|0.03904321|-0.0224366579999999|1.99158738|-0.150515325|10.94501357|2|2|0.007801731|-0.065546446|0.75162266|0.804535572|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|0.278028663|0.018809422|-34.88425666|9.480859015|70.12485884|-20.91041439|4.778811898|0.0|0.751415713|-17.58335405|50.06249379|-15.95574341|44.36511568|2206.356773|433.9235497|-622.2739931|1503.563342|-8.042467074|0.858162757|125.2985144|-313.6562159|21.23424244|-253.4513797|828.1354551|388.171611|1.0|1.0|1.0|1.0|1.0|3.34|2.01|20.0|3.71|2.02|0.0|0.0|1.0|2.0|24.0|313.36|-4.13|0.000138|0.0433|0.0234|2.95|0.0|4.82e-07|0.000151|5.622000000000001|4.1738|-1006.637067|548.47|297.06|220.53|396.63|0.3462199999999999|0.60625|-1006.508913|0.1217|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|7.3279|7.3279
13_a12|0.0|0|0.0|0|0.0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|0.0|-0.083760082|10.96083169|0|0|0.002279068|-0.169387652|0.845823047|0.6809340620000001|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|0.122164874|0.008188151|-28.51381164|4.01385817|48.98899535|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|32.52766981|1812.788134|441.2142447|-634.6992622|664.9830294|-8.408963103|0.874625469|57.35761558|-311.13163480000003|19.42716439|-375.4880089|718.8050825|327.9594923|1.0|1.0|0.0|1.0|1.0|2.7|2.64|18.0|3.9|2.42|1.0|0.0|1.0|3.0|21.0|276.34|-4.2|5.520000000000001e-05|0.0152|0.0174|3.51|0.0|7.26e-08|2.01e-05|4.5363|3.9329|-876.3370809|532.86|315.25|273.31|437.91|0.6622399999999999|0.64974|-876.209109|0.0155|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|7.0315|7.0315
12a_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|-0.031249617|10.31100269|3|3|-0.001662219|-0.0852122769999999|0.788133615|0.845443342|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|0.288267255|0.016535497|-53.20970382|10.31184223|131.7691491|-42.44899997|6.430656017|62.28768050000001|0.667706375|-33.18255791|81.41372467|-19.23685026|63.52154605|2572.916338|491.8493928|-884.8951120999999|3030.946307|-11.99645651|0.840404348|207.2244662|-551.8369996|28.81034388|-209.1696096|1325.275819|557.1050635|1.0|1.0|1.0|1.0|2.0|3.45|2.85|19.0|4.19|1.1|1.0|1.0|1.0|7.0|27.0|397.52|-4.5|9.78e-07|0.000389|0.0126|3.39|0.0|2.23e-08|8.86e-06|3576.0|3576.0|-1880.734215|667.68|346.71|346.71|548.66|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|7.6021|7.6021
12b_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.0|-0.037209579|10.31162898|1|1|0.002064369|-0.0541804029999999|0.669561738|0.824373792|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|0.383979687|0.017341789|-53.05077947|11.01246349|149.39744040000002|-39.98560202|6.99318589|0.0|0.798520682|-33.68855323|73.02913136|-24.41577808|64.06324295|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|0.878381889|127.9443353|-759.7264385|30.57626261|-379.1359902|1498.236868|618.6004214|1.0|0.0|1.0|0.0|1.0|4.63|0.0|17.0|3.18|3.2|2.0|0.0|1.0|5.0|30.0|416.47|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0567|3.5207|-1674.977262|673.18|352.16|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|8.1543|8.1543
6e_a40|0.0|0|0.0|1|8.421342866|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|0.103594243|10.30179954|2|2|-0.002992481|-0.020200684|0.685858263|0.8361555479999999|-0.289988439|0.8988141140000001|0.648802794|1|0.74620476|0.376602018|0.015875595|-70.52033811|10.43262695|166.7812216|-50.27304895|6.85578763|35.33106374|0.866991176|-46.34235117|84.95203628|-32.02400144|80.95296505|3075.060648|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.791830204|87.40658058|-904.9148811|36.93694043|-482.3355765|1588.2884390000002|587.7345677999999|1.0|0.0|0.0|1.0|1.0|3.98|3.16|14.0|3.72|2.12|2.0|1.0|2.0|5.0|30.0|476.98|-5.58|1.74e-08|8.31e-06|0.00124|4.4|0.0|2.35e-05|0.0112|2.9549|2.9549|-2831.156883|671.95|419.59|419.59|537.07|0.67187|0.67187|-2830.986514|0.3625|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|7.7447|7.7447
12c_a36|0.0|0|0.0|0|7.412764017000001|2|1.29696741|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.085843909|0.0|-0.0621599059999999|10.95982545|1|1|0.0010871589999999|-0.103922055|0.8941919290000001|0.819222745|-0.097861598|0.8741648479999999|0.8065052890000001|0|0.840733512|0.462597812|0.019582215|-47.12722334|12.5779546|102.2992907|-43.57746274|8.079011794|6.546878962999999|0.75500974|-30.27053327|80.22754474|-24.42396797|59.70517794|2785.47514|540.0159387|-1221.198398|2365.641348|-15.68788659|0.899732176|157.3609748|-784.3943293|32.34920911|-327.5932797|1617.460455|629.5017194000001|1.0|0.0|1.0|0.0|2.0|4.74|0.0|17.0|2.54|2.51|1.0|0.0|1.0|5.0|30.0|415.88|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|3.8436|3.8436|-1692.511019|672.74|322.58|322.58|509.61|0.68913|0.68913|-1692.312906|0.3927|4.9812|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|8.0458|8.0458
2_a33|0.0|1|0.0|0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|-0.049900189|2.112255684|0.070526947|10.31100266|3|3|-0.000810928|-0.083752249|0.787714775|0.833090592|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|0.411881091|0.018451635|-49.13901703|11.27469555|110.28338390000002|-38.84811555|6.889294995|44.34034244|0.702597735|-30.02592687|75.44970552|-19.46234551|60.41371259|2632.195388|500.7570617|-953.6549298|3245.244678|-11.89228027|0.8867875909999999|181.7248125|-582.7217333|27.70055258|-247.5908207|1357.327077|618.9134881|1.0|0.0|1.0|1.0|2.0|3.57|3.51|19.0|4.63|1.33|2.0|1.0|1.0|7.0|28.0|411.54|-4.78|4.44e-07|0.000183|0.0069|3.72|0.0|2.13e-08|8.78e-06|3.6281|3.6281|-1920.049452|655.74|341.74|341.74|525.38|0.70205|0.70205|-1919.830424|0.2911|4.2519|-0.19979|0.02972182|-1919.890628|5539.0|8.2596|8.2596
9h_a24|0.0|0|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.0|-0.209618231|10.96661419|2|2|0.012380829|-0.02551563|0.687815726|0.78742035|-0.004960317|0.859720539|0.656172477|0|0.883775278|0.4016070679999999|0.018457687|-28.52000725|8.724425117000001|54.93613103|-15.35662744|4.123788393|1.773520599|0.572371258|-13.48059881|47.51520531|-12.42226332|37.24443236|2062.34011|417.7355164|-422.3569529|768.1954692|-5.871651668999999|0.914204295|202.1279819|-199.6361567|21.70315707|-68.41568372|737.9073405|295.8603625|1.0|0.0|1.0|1.0|1.0|2.84|1.96|22.0|2.72|1.07|0.0|0.0|1.0|3.0|22.0|288.31|-3.24|0.00147|423.0|166.0|1.7|0.0|8.95e-07|0.000258|5.1739|4.3437|-945.2337612|506.68|285.43|239.63|363.48|0.54606|0.61928|-945.153352|0.0073|5.6654|-0.22593|0.0305020989999999|-945.200628|7.7741|7.1135|7.1135
5a_a40|0.0|0|0.0|1|8.149890544|1|0.604913477|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|0.808197279|0.180125135|10.31198338|2|2|0.010425818|0.004130836|0.538671739|0.756882266|-0.0395444479999999|0.820901326|0.5263598389999999|1|0.8531783270000001|0.04987082|0.020641204|-34.5789643|9.135164355|64.97877226|-17.82228195|4.042943749|52.43850484|0.8224652720000001|-15.30358975|46.06507254|-16.10801287|43.71412865|1847.672595|377.5905776|-483.24038600000006|508.8362301|-7.128912782|0.956899016|78.57142892|-213.8673835|19.58503709|-285.426492|587.5511127|244.8873477|1.0|0.0|0.0|1.0|0.0|3.04|2.49|14.0|3.08|1.85|0.0|0.0|2.0|3.0|19.0|269.32|-3.67|7.49e-05|0.0202|0.0574|2.88|0.0|8.950000000000001e-05|0.0241|3.7921|3.7921|-1177.5835470000002|466.79|326.96|326.96|353.51|0.69499|0.69499|-1177.51016|0.4461|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|7.0915|7.0915
