molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
15_a3|0.0|0|0.0|0|6.823286122000001|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|-0.182934001|1.809035179|0.126641951|10.33806279|0|0|-0.004459728|-0.022386155|0.968837995|0.813015336|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|0.451058529|0.007901554|-47.26593592|4.04445331|113.1667185|-28.19600959|2.070175472|0.0|0.850327497|-24.19332693|60.30684851|-19.28005913|51.31038923|2116.88728|398.6887321|-771.2023653|1433.713715|-9.868603355|0.85723565|76.61068671|-394.7441342|22.67368656|-358.6340772|906.9474625|402.781061|1.0|1.0|1.0|1.0|1.0|4.12|0.0|16.0|1.56|0.96|0.0|0.0|2.0|2.0|23.0|321.4|-3.02|0.0017|547.0|306.0|1.28|0.0|1.66e-06|0.000535|6.0077|3.7072|-1328.665275|553.81|334.44|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|0.0173|1.9539|-0.22079|0.0228507|-1328.581677|2.3271|7.6021|7.6021
11_a27|0.0|0|0.0|0|7.535296702|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|-0.0864111069999999|10.93910312|0|0|0.005111147|-0.041662169|0.734834532|0.814843016|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|0.349764196|0.016171515|-42.27430065|8.553922917000001|124.5410133|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-22.36099135|56.8702158|-18.14137056|50.82822357|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|0.82770457|101.0845293|-451.0062644|22.42732497|-326.780942|1054.084273|504.209846|1.0|0.0|1.0|0.0|1.0|3.95|0.0|16.0|1.67|3.06|0.0|0.0|1.0|2.0|26.0|345.4|-4.02|0.000207|0.0716|0.0326|2.73|0.0|8.2e-07|0.000283|3.3426|2.4836|-1122.433411|571.4|499.21|370.92|415.32|0.6125|0.59222|-1122.190727|0.0793|3.1278|-0.16205|0.0226944|-1122.242519|4.2894|8301.0|8301.0
12s_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|0.037454164|0.0|0.0056370119999999|10.95352614|1|1|0.003962098|-0.104118159|0.90414347|0.8060798779999999|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|0.4314309979999999|0.019457471|-46.58030248|12.55883918|109.5085883|-41.6829437|8.106112169|10.23927133|0.754198383|-30.06529118|76.34126108|-23.15117315|59.13914165|2710.355028|535.942162|-1227.012177|2294.468358|-14.94294208|0.853487672|158.6528381|-791.9759303|30.69639722|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|1.0|0.0|2.0|4.85|0.0|17.0|2.19|2.24|1.0|0.0|1.0|5.0|30.0|395.46|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|3.8751|3.7604|-1272.236664|683.24|329.71|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|0.0002|6.6068|-0.20467|0.03416928|-1272.061111|8.7738|8.0458|8.0458
12q_a36|0.0|0|0.0|0|7.412764017000001|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|0.0|-0.0651906459999999|10.9598352|1|1|0.0010871589999999|-0.103922055|0.8941919290000001|0.828371596|-0.074349074|0.8839272779999999|0.8065052890000001|0|0.82911927|0.324924033|0.018562763|-49.18227989|12.00048565|110.4712541|-44.31949385|7.758093617|0.0|0.768692389|-31.79544084|80.15866795|-24.67976947|61.18276554|2786.514757|536.0103834|-1233.988474|2380.245597|-15.95501778|0.947876484|149.536123|-797.7508892000001|32.10617123|-347.4093916|1605.308562|629.5017194000001|1.0|0.0|1.0|0.0|2.0|4.74|0.0|17.0|2.54|2.51|1.0|0.0|1.0|5.0|30.0|415.88|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2375|3.8653|-1692.5102989999998|683.51|320.77|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.4226|8.2218|8.2218
IN1233_a59|0.0|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.011236836|10.93301779|1|1|-0.004071701|0.001996439|0.809917509|0.74801464|-0.090732503|0.80310139|0.778639593|1|0.7613246490000001|0.356444983|0.010831674|-61.73167061|7.208329477|158.8351574|-42.16752524|4.79704394|83.1557517|0.810795898|-41.08157616|72.32484741|-23.91074854|68.94000009|2809.840422|506.6510632|-1267.269673|1822.396842|-15.91227368|0.936631949|125.91272279999998|-843.3505049|29.49046561|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|2.0|3.48|2.76|27.0|4.69|2.06|2.0|0.0|0.0|5.0|32.0|419.48|-5.16|2.54e-06|0.00107|0.0029|3.85|0.0|9.93e-11|4.17e-08|5.2194|3.5355|-1352.326849|703.47|350.69|237.54|531.14|0.51285|0.6953699999999999|-1352.073755|0.2011|5.4004|-0.20289|0.02473496|-1352.135303|7.6059|7.4685|7.4685
3_a27|0.0|0|0.0|2|6.605297921|0|1.402697639|3.127072625|0.124551908|-0.00648099|4.59511985|-0.096132106|2|0.040512821|-0.172132163|1.177265999|0.042659548|10.93782973|1|1|0.00955169|-0.1984716939999999|0.640545265|0.810053853|0.038685745|0.8759548629999999|0.610158103|1|0.862115922|0.397733752|0.019234305|-31.82136336|9.960129259|71.40072181|-23.10213938|5.157668895|57.97805043|0.733853752|-16.47810502|54.32114618|-16.72996312|41.78149261|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|0.803947133|137.8189165|-346.53209080000005|22.79740761|-242.1936891|911.8963045|401.7540197|1.0|0.0|0.0|1.0|0.0|3.03|3.11|21.0|2.94|2.18|0.0|0.0|2.0|3.0|25.0|329.36|-3.99|0.0002|0.0658|0.0339|2.67|0.0|1.29e-06|0.000423|5.5045|3962.0|-1081.88481|547.92|312.93|225.24|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|2.7811|-0.21969|0.02032437|-1081.794829|4.1551|8.3979|8.3979
8_a1 (SB-202620)|0.0|0|0.0|0|6.86171134|0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|-0.226277123|1|0.037578348|-0.0443137679999999|0.0|-0.1402198369999999|10.94957568|1|1|-0.0106277489999999|-0.019835038|0.674381582|0.743088715|0.063001656|0.805476065|0.658433571|0|0.648967503|0.174628594|0.015526845|-66.76765693|8.809217494|199.1596945|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-37.88089785|70.8721358|-23.30777912|75.57687443|2431.842132|368.1943149|-955.6189441|1736.664204|-13.22376193|0.839824062|128.0860757|-542.1742393|30.104091200000003|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|1.0|0.0|2.0|2.74|2.21|23.0|5.06|2.78|2.0|0.0|1.0|4.0|27.0|359.35|-4.7|1.14e-05|0.0041|0.00713|3.6|0.0|9.53e-09|3.42e-06|3.4052|3.4052|-1223.117248|586.27|364.11|364.11|460.4|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|3.4563|-0.2105199999999999|0.16177304|-1223.014114|5.5005|6.3979|6.3979
47u_a18|0.0|0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|0.035393939|0.008108241|0.0|0.031337464|10.94702032|0|0|0.00082284|-0.126628013|0.664796402|0.7517870059999999|-0.053126304|0.7960273840000001|0.646724968|0|0.741066474|0.33777918|0.02068926|-62.99873374|14.42377665|180.5187465|-44.84707106|10.0557163|77.59162925|0.721837463|-43.92035521|79.06741651|-23.98671253|77.42251040000001|2965.254516|516.6437614|-1415.216039|1415.590236|-16.72263667|0.937307962|193.9244919|-986.6355633|33.23007431|-309.31352410000005|1960.574384|818.9389171|0.0|0.0|1.0|0.0|2.0|3.98|0.0|18.0|3.02|2.95|3.0|0.0|1.0|8.0|34.0|455.51|-4.98|2.05e-06|0.000932|0.00472|3.9|0.0|6.34e-09|2.89e-06|3.1186|3.1186|-1510.153552|738.53|397.57|397.57|646.45|0.69143|0.69143|-1509.771642|0.5849|4.4624|-0.19109|0.02892505|-1509.839543|5.8058|5.7055|5.7055
7d_a10|0.0|0|0.0|1|7.535296702|1|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|1.591760572|-0.071185424|10.929819300000002|1|1|0.008513576|-0.041520889|0.531023495|0.809056885|-0.051603612|0.869684772|0.525816226|1|0.841052067|0.421731106|0.010495008|-31.47566249|5.567989142999999|84.32774259|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-16.69900016|45.08492005|-13.12185056|37.04365163|2348.343588|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.938419104|143.4649092|-299.34991010000005|17.98535187|-243.607074|773.3701306|460.1866123|1.0|1.0|1.0|1.0|0.0|3.21|3.21|21.0|4.97|3.04|1.0|0.0|1.0|2.0|26.0|344.38|-4.72|5.98e-05|0.0206|0.00654|3.62|0.0|1.46e-08|5.04e-06|5.8433|3.8856|-1129.175857|574.87|319.09|212.18|417.68|0.32059|0.68393|-1129.003694|0.0941|3.0178|-0.21965|0.02250617|-1129.0552810000002|3.4695|6.0325|6.0325
21b_a23|0.0|1|0.0|2|7.525639975|0|1.197963051|3.351726269|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|0.745297595|-0.103470358|10.31321725|2|2|0.009872313|-0.069382957|0.7038407329999999|0.7717839409999999|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|0.224930782|0.014481931|-41.81114831|10.15224639|48.56114386|-40.84133198|7.117014296|86.65837165|0.812334718|-29.31080756|67.68046598|-23.98906534|51.9633947|3074.083057|652.4673795|-1223.442332|2531.041828|-16.81701905|0.846591917|131.5587155|-857.6679716|29.53101081|-437.9110924|1506.081551|712.6737861|0.0|0.0|1.0|1.0|1.0|3.59|3.42|26.0|4.2|2.6|2.0|0.0|1.0|5.0|33.0|450.52|-5.22|8.02e-07|0.000361|0.00273|3.7|0.0|1.43e-08|6.45e-06|4.0023|3.6237|-1761.4722969999998|735.65|342.15|309.79|611.6|0.57848|0.70139|-1761.230923|0.2333|9.5312|-0.23434|0.02657688|-1761.294175|13.2567|7.0691|7.0691
19_a15|-3.694652026|0|0.0|0|0.0|0|0.300209223|0.0|0.156105985|-0.009832375|0.0|-0.558905888|1|0.040555556|0.037722611|0.0|-0.04003124|10.31928434|0|0|-0.00534669|-0.0283109839999999|0.7981860159999999|0.722297906|-0.048611111|0.770451673|0.7358168620000001|0|0.691069123|0.355677322|0.00527267|-54.70558911|3.04716388|178.5363184|-37.44217335|1.761006946|15.76831619|0.922135562|-31.61527447|68.10965742|-24.47553536|57.75275299|2625.952212|399.3803987|-1101.399091|1857.369806|-14.14482104|0.681885245|44.99916039|-636.516947|26.54223128|-487.9183964|1194.400408|490.1808545|1.0|1.0|0.0|1.0|2.0|2.99|2.17|18.0|4.96|1.64|1.0|0.0|1.0|5.0|26.0|369.44|-4.39|7.56e-06|0.00279|0.0152|3.29|0.0|7.28e-08|2.69e-05|4.1742|4.1742|-1523.361214|601.23|297.03|297.03|519.04|0.68945|0.68945|-1523.196562|0.4895|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|7.1427|7.1427
3a_a49|0.0|0|0.0|1|7.535296702|1|1.343850114|2.09865947|-0.05210989|-0.006374689|5.4161004020000005|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.060613765|10.92976559|1|1|0.000521532|0.002357097|0.775818577|0.8145214209999999|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|0.526915193|0.016205613|-55.30832478|9.491036042|158.77029040000002|-30.35026007|5.558553447|59.40691577|0.689774813|-32.39206742|64.2037853|-17.97906469|64.79936082|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|0.903506738|181.6875706|-515.9544212000001|26.06512204|-222.2883651|1277.19098|578.2841135|0.0|1.0|1.0|1.0|2.0|3.25|2.11|21.0|2.81|1.04|1.0|0.0|1.0|5.0|29.0|384.43|-3.3|0.000878|0.3379999999999999|193.0|1.38|0.0|6.52e-08|2.51e-05|5.1647|3874.0|-1253.973708|635.89|320.04|240.06|449.68|0.53794|0.66614|-1253.756918|0.0793|3801.0|-0.2171|0.03833529|-1253.8126619999998|4.2593|7.1938|7.1938
1i_a5|0.0|0|-4.358943904|0|6.605297921|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|-0.31059482|2|0.0253888889999999|0.018196138|0.0|-0.174016111|10.94550053|1|1|-0.000700145|0.001493879|0.525406088|0.780175595|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|0.4729402929999999|0.008291428|-50.81756452|4.621144795|62.64191946|-26.09853285|2.575548983|0.213644964|0.759459597|-28.32266298|57.78921354|-19.90145306|55.43870932|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|0.8858245220000001|134.0627959|-443.6750585|26.20475553|-289.21443910000005|1048.190221|403.396385|1.0|1.0|1.0|1.0|1.0|2.83|2.04|23.0|6.37|2.73|2.0|0.0|1.0|4.0|27.0|366.34|-4.97|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.7243|4.3799|-1288.322373|569.42|283.08|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|0.0207|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|7.6198|7.6198
14_a47|0.0|1|0.0|0|6.605297921|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.01670074|10.95058279|1|1|-0.006335783|-0.020596219|0.5975877820000001|0.777675668|0.050943962|0.8467634620000001|0.579833096|1|0.681598464|0.2662137639999999|0.020106089|-47.18187618|10.1400648|160.57883|-23.9422834|5.113919242|0.0|0.664709719|-23.79514424|61.62381153|-17.63306222|57.32194098|2254.664317|343.7492333|-617.1571777|670.2518865000001|-8.892848121|0.904139078|169.0962983|-311.2496842|26.52746264|-166.1354667|928.4611922|310.8026328|1.0|1.0|1.0|1.0|2.0|2.78|1.53|21.0|4.88|2.49|0.0|0.0|1.0|3.0|24.0|323.3|-4.13|0.000108|0.0349|0.0241|2.91|0.0|1.63e-08|5.27e-06|3.9671|3.9671|-1127.700693|519.55|312.53|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|2.2485|-0.22434|0.03679054|-1127.6593779999998|3665.0|8.1|8.1
3a_a12|0.0|0|0.0|0|0.0|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.1231529169999999|0.0|-0.062973953|10.95455336|0|0|-0.001011111|-0.072889493|0.943290857|0.7038021990000001|-0.032466697|0.759068438|0.8847197109999999|0|0.871985494|0.241900756|0.009433302|-34.84701355|4.615711776|62.63745781|-21.73969523|2.258466332|0.0|0.781050096|-17.05063286|52.21461165|-17.08854808|39.46272532|2045.857684|426.6622302|-666.453375|1050.730179|-8.361421244|0.859002624|107.1321197|-326.0954285|21.87893986|-275.0354486|853.2786545|381.0058252|1.0|1.0|0.0|1.0|1.0|3.84|2.74|18.0|2.49|3.09|0.0|0.0|1.0|3.0|23.0|298.34|-4.06|0.00025|0.0745|0.0263|3.15|0.0|3.13e-08|9.33e-06|4.2336|3.7304|-951.3480023|528.84|332.36|292.86|383.08|-0.34688|0.66895|-951.217594|128.0|1.3824|-0.22157|0.023184956|-951.264072|1.9332|6.7122|6.7122
17_a47|0.0|1|0.0|0|6.605297921|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|4.59511985|-0.019259259|3|0.031802469|-0.105849578|1.699575434|0.075303828|10.9385382|1|1|0.004477366|-0.0184347939999999|0.8007970640000001|0.75807704|-0.010871607|0.814790949|0.7666613659999999|1|0.852282407|0.522140199|0.01291694|-43.82821253|7.87914003|90.10552332|-30.88080199|4.806157636|0.0|0.7457517659999999|-26.73455447|60.33408274|-18.22518223|51.70735256|2672.497352|519.8795281|-911.2591113|1573.836082|-11.11708872|0.8569074879999999|155.087622|-555.8544359|24.43867122|-299.80980739999995|1221.9335609999998|630.8611986000001|1.0|1.0|1.0|1.0|2.0|3.44|2.39|27.0|5.44|2.26|2.0|0.0|0.0|4.0|30.0|392.46|-5.21|3.98e-06|0.00156|0.0024|4.03|0.0|7.96e-11|3.12e-08|4.2784|4.2784|-1254.943823|656.78|289.79|289.79|477.67|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|8.3|8.3
13l_a6|0.0|0|0.0|0|7.412764017000001|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|1|0.0408037829999999|0.090187973|0.0|-0.037558466|10.95129637|1|1|-0.006280295|-0.045794891|0.8694295409999999|0.7908110340000001|-0.1470289659999999|0.84018367|0.827754203|0|0.643098986|0.210844002|0.030012523|-82.24617981|20.90615311|248.6104661|-61.3913735|14.56282911|118.3485042|0.793671137|-57.29112645|100.8610837|-31.47586631|103.1523329|2967.923804|447.9705372|-1762.648513|3127.831037|-21.92549054|0.7413520309999999|143.7247666|-1227.82747|39.65857501|-409.1314702|2220.880201|741.5222707|1.0|1.0|1.0|1.0|3.0|3.64|2.22|23.0|3.8|1.39|1.0|0.0|1.0|7.0|33.0|441.48|-4.77|3.26e-06|0.00144|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|3.6675|3.5499|-1465.834958|735.52|349.26|338.07|578.91|0.7002|0.70515|-1465.560303|0.0165|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|6.4145|6.4145
2_a3|0.0|0|0.0|0|6.823286122000001|0|0.605017347|0.0|0.176032668|-0.008422099|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|0.09933632|10.31162302|1|1|-0.0045709459999999|0.017902469|0.899733837|0.769486995|0.065162907|0.8401405609999999|0.841871246|1|0.750206578|0.4551292289999999|0.011938463|-49.07072207|5.601853871|117.2099151|-20.68016573|2.628543258|74.89956423|0.727984269|-23.02532673|53.05538527|-15.55510657|54.67257594|2056.399995|352.0174726|-528.8736235|1314.679398|-7.298882022000001|0.845708123|127.637231|-248.1619888|21.36736636|-213.9529255|726.4904564|330.4083896|1.0|1.0|1.0|1.0|1.0|2.97|2.22|21.0|4.01|1.6|0.0|0.0|1.0|2.0|22.0|304.37|-4.27|1.7800000000000002e-05|0.0054|0.0162|3.13|0.0|1.3e-07|3.9500000000000005e-05|5.4397|3.3354|-1272.114086|503.34|371.73|227.92|340.69|0.37284|0.69543|-1272.001389|0.0962|4.0121|-0.21028|0.02925101|-1272.04778|5.4999|5.4|5.4
4h_a46|-3.74433321|0|0.090767245|1|7.825245291|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|5.587248657999999|-0.346835467|2|0.040890805|-0.057256598|0.0|-0.021951549|10.31928028|1|1|0.003087227|-0.030014575|0.739180305|0.7543177040000001|-0.134568896|0.7955809979999999|0.6947264059999999|0|0.767244275|0.659584488|0.010068754|-65.24476749|7.900037181|182.6222935|-51.70985599|6.198442205|19.09455432|0.805506105|-51.19164773|74.99848132|-23.9655397|73.14480467|3472.1185880000003|601.9869510999999|-1581.72562|3180.526173|-18.803584|0.947878486|152.6017078|-1241.036544|29.75215152|-479.405829|1963642.0|1021.999374|1.0|0.0|1.0|1.0|2.0|4.63|2.99|23.0|6.18|2.27|2.0|0.0|1.0|6.0|36.0|502.63|-5.69|2.97e-07|0.000149|0.00104|4.21|1.0|6.38e-10|3.210000000000001e-07|4.2444|4.18|-1923.878801|792.61|296.62|292.11|682.14|0.55428|0.54445|-1923.543349|291.0|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|6.6402|6.6402
11g_a5|0.0|0|0.0|1|7.139660336|0|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.0|-0.137618073|10.94877951|2|2|0.006964153|-0.137739838|0.777565622|0.814159231|-0.01453517|0.8737292720000001|0.73551511|0|0.837943738|0.396049407|0.023215707|-44.19305139|15.25675|106.4990972|-32.96383785|10.02633335|0.0|0.543581314|-29.04250676|71.21847290000001|-16.72000506|59.4498014|2823.738452|550.6745046|-852.7202582999998|935.4227938|-10.98794595|0.944734523|299.94631180000005|-560.3852433999999|30.75897687|-57.28097817|1568.70782|648.1198739|1.0|1.0|1.0|1.0|1.0|3.17|2.34|28.0|4.48|1.06|1.0|0.0|1.0|7.0|31.0|408.46|-4.31|7.65e-05|0.0312|0.0199|2.75|0.0|9.229999999999999e-10|3.770000000000001e-07|4.5106|4.2083|-1330.144218|693.48|294.62|274.87|542.13|0.56924|0.63081|-1329.927772|0.2403|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|7.5229|7.5229
36_a18|0.0|0|0.0|0|7.03438793|2|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.036625514|-0.05224259|0.0|-0.0077246719999999|10.94702093|0|0|0.000825855|-0.079721028|0.7343989059999999|0.741135729|0.0059061|0.780206307|0.721836103|0|0.804293867|0.3847791889999999|0.009440278|-55.38202488|6.722004572|139.3536816|-40.46339026|4.786442152|83.34177364|0.812056067|-39.43509046|65.59412783|-22.73046122|62.10402945|2979.013751|572.70209|-1477.479979|1547.485543|-16.1853561|0.905426346|133.8265619|-1052.048147|27.99124609|-444.4026478999999|1819.430996|975.4099618|1.0|1.0|1.0|1.0|3.0|4.19|0.0|18.0|2.96|3.13|2.0|0.0|1.0|7.0|35.0|466.57|-5.28|2.09e-06|0.000975|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|3.1908|3.1908|-1493.661092|769.73|388.57|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|1.9944|-0.18124|0.02564498|-1493.333297|2.7547|7.4949|7.4949
17b_a6|0.0|0|0.0|0|7.412764017000001|1|1.425925343|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.042739018|0.139594234|0.0|-0.0385646|10.949638|1|1|-0.00194781|-0.10896749|0.850080948|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.753949098|0.318652397|0.03122461|-62.63196368|20.48861696|161.4509401|-47.0150166|13.44399246|557.7093661|0.7706671740000001|-41.0971443|84.71888279|-27.2272998|83.12058064|2816.0632920000003|494.7179214|-1361.36499|2207.972178|-17.86570631|0.834464855|150.48105900000002|-893.2853154999999|35.32951798|-355.2067434|1766.4758989999998|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|2.89|23.0|4.32|1.7|2.0|0.0|1.0|5.0|31.0|409.44|-5.17|1.56e-06|0.000637|0.00274|4.09|0.0|9.77e-10|4e-07|3.5444|2.9964|-1350.078181|690.98|413.78|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|5.3385|-0.18281|0.02458322|-1349.892156|7.3188|6.8153|6.8153
12af_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704271|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|-0.074383486|10.96037047|1|1|-0.000472698|-0.126068378|0.859938421|0.813346624|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|0.154396546|0.021921402|-57.32748365|15.22358698|169.9519197|-50.86129548|10.57220682|127.6527374|0.6702409189999999|-39.81177462|91.25505794|-24.41279506|72.55107063|3013.98446|524.5103537|-1391.529319|3082.869129|-16.95376516|0.8141152220000001|229.0052411|-966.3646141|36.42391023|-236.4517911|2076.162883|757.7532208|0.0|0.0|1.0|0.0|3.0|4.98|0.0|17.0|1.65|1.49|1.0|0.0|1.0|7.0|33.0|438.48|-3.64|0.000292|128.0|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.2352|3.2299|-1440.954069|737.4|383.86|236.83|589.48|0.50179|0.70508|-1440.675702|0.0035|6.9003|-0.19246|0.02886569|-1440.740243|9.4631|7.8239|7.8239
7f_a8|0.0|0|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|-0.073219554|0|0.044814815|0.034392285|0.0|-0.087673259|10.94343485|1|1|0.00084936|0.052081992|0.515235986|0.7051689170000001|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|0.3155671539999999|0.0138113419999999|-52.28313554|7.858266077000001|130.7330978|-28.45850692|4.471132824|55.49953831|0.880922225|-29.74763659|55.85651025|-23.17880348|60.14140162|2534.956113|438.23883319999993|-950.3309426|1854.738581|-13.18808857|0.822794279|67.75191165|-540.7116315000001|26.31197491|-433.4681077|1078.790971|446.5544107|1.0|0.0|0.0|0.0|1.0|3.14|3.23|23.0|5.49|4.27|2.0|0.0|1.0|3.0|28.0|373.35|-5.5|2.09e-06|0.00078|0.00118|4.66|1.0|3.5e-09|1.31e-06|3.8187|3.4810000000000003|-1285.168078|584.99|356.17|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|8.7098|-0.21998|0.02809022|-1285.071664|11.6137|4.4479|4.4479
