molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14a_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.6050202020000001|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|-0.363198151|-0.039177314|10.3116301|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.164994144|-0.287221775|0.8255789570000001|1|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|256.5548327|0.209105063|-0.036792719|-22.89086827|83.70773843|-22.1944701|-18.09776067|52.02624107|2160.698862|389.0288018|-651.519384|1186.412113|5.308770254|10.24853699|0.930491715|117.6209094|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|9.307045698|0.0|1.0|1.0|1.0|1.0|1.0|0.06|-6.89|3.71|105.82|1.04|0.0|0.0|93.25|0.0|-4.45|23.0|-6.42|319.38|0.0|0.0|-3.99|0.0113|0.0327|0.0|0.0|1.28e-07|-0.06736|3.2363|2.44|3.2363|-1327.485188|383.1|0.4524|383.1|373.85|-1327.354384|-0.1321|3.5358|-0.19946|0.02860456|0.03|7.5229|7.5229
27_a47|0|1|1|0.0|0.0|1|6.842683282|1|1.216250059|-0.160399235|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|-0.207000956|0.0427469459999999|10.95005714|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.0436226579999999|0.023325573|0.634406338|1|-0.079484997|0.016506051|-40.35526807|-50.87821306|20.73428323|0.153530114|-0.028494622|-32.56705871|3.180329084|-25.8313393|-18.2393594|50.9207639|2804.020752|541.8239522999999|-966.6860481|2181.236691|7.083168776|13.50334344|0.906398657|191.5604557|26.02898047|0.018969968|-256.9774086|1379.535965|12.14264461|1.0|1.0|0.0|1.0|1.0|2.0|0.26|-8.82|5.07|67.66|3.11|2.0|0.0|125.17|0.0|-4.81|31.0|-6.34|436.91|0.0|0.0|-5.05|0.00674|0.0038799999999999|0.0|0.0|1.5e-09|-0.05814|4.9358|2.97|3.8125|-1778.078632|325.21|0.4007|251.19|517.82|-1777.830739|-0.1578|4.0365|-0.21594|0.02633483|2512.0|5.6|5.6
21_a34|0|0|0|0.0|0.0|1|8.002694162000001|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.036880342|-0.125881566|-0.7020096440000001|-0.004734657|10.94874873|1|0.00130996|-0.254686357|-0.407759867|1|0.702772307|0.116926272|-0.015568862|0.660871869|0|-0.117789944|0.034163186|-63.96857813|-79.03896823|168.9671187|0.323609157|-0.041572921|-53.03643341|77.34839362|-42.9239565|-27.89610644|86.89263143|3115.110331|453.8692584|-1422.701428|2429.6035|7.253455092999999|13.65523159|0.882583047|182.341897|38.30514214|0.023973624|-306.332473|1953.562249|16.08669155|0.0|0.0|1.0|1.0|1.0|0.0|0.12|-7.68|3.23|86.55|1.72|1.0|1.0|122.59|0.0|-4.5|33.0|-6.83|438.43|0.0|0.0|-4.71|0.0138|0.0085|0.0|0.0|2.07e-08|-0.07534|4.3011|7.78|3091.0|-1483.305698|401.11|0.2174|288.26|530.93|-1483.057743|-0.13338|5.3432|-0.20872|0.03023936|3.36|5.4737|5.4737
12j_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.04148877|-0.006336585|5.351858133|-0.033312179|2|0.043848238|-0.02473642|-0.354848778|0.0074730759999999|10.31162861|1|0.005965451|-0.053644471|-0.09353607|1|0.8414737059999999|0.0060012969999999|-0.130412856|0.7991060659999999|0|-0.094132698|0.015613498|-47.76354083|-60.832977500000005|88.51817261|0.157800959|-0.036204884|-39.31313154|0.0|-30.8670468|-23.39729904|57.85371764|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|8.067697897|15.41574553|0.91079856|120.550211|28.76265258|0.01349128|-405.1466163|1495.657934|8.71869951|1.0|0.0|1.0|1.0|0.0|1.0|0.17|-7.01|2.93|81.65|3.04|2.0|0.0|132.24|0.0|-5.66|30.0|-5.81|412.51|0.0|0.0|-5.15|0.0009119999999999|0.00291|0.0|0.0|9.75e-08|-0.05106|5.1971|4.14|3.4788|-1615.064152|356.4|0.2163|238.56|549.64|-1614.831741|-0.14772|4.6727|-0.1987799999999999|0.03201935|9.0|8058.0|8058.0
14g_a23|0|1|1|0.0|-4.794439428|2|7.423568444|0|1.197957711|0.180361525|-0.014609495|5.351858133|-0.301504331|2|0.0422736629999999|0.058422864|-0.803522236|-0.031968899|10.3132174|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.010202051|-0.044895912|0.575188253|1|-0.096288005|0.018341721|-51.82254036|-68.52397802|95.64648102|0.092665527|-0.041536002|-48.76552945|1.5679977319999998|-36.87984398|-29.55936307|64.87554405|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|8.788027188|16.32997765|0.8582074559999999|156.3396622|37.88128151|0.020564836|-398.9771038|1931.945357|14.63509796|0.0|0.0|1.0|0.0|1.0|1.0|0.09|-7.95|6.18|114.25|3.04|2.0|1.0|126.97|0.0|-6.89|35.0|-5.94|495.48|1.0|0.0|-6.0|6.38e-05|0.0004969999999999|0.0|0.0|1.12e-08|-0.08011|3.7042|5.17|3.7042|-2042.161409|334.71|0.3478|334.71|583.38|-2041.934312|-0.1519|7.2913|-0.23201|0.0221162|0.01|8.0|8.0
12w_a36|1|0|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|1.24014105|0.081390556|-0.015825416|5.351858133|-0.297354748|2|0.041555556|0.041058884|-0.917874106|-0.041402825|10.96020797|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|-0.098657593|-0.016393443|0.624142499|0|-0.111267166|0.021104445|-62.34080876|-79.88912835|112.947763|0.171636756|-0.041210062|-57.35989379|0.780959767|-44.76031023|-29.58856606|77.49366829|3230.870697|594.7596206000001|-1597.782567|2602.5207|8.365472166|15.701847400000002|0.8769828040000001|211.5476713|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|19.62970663|1.0|0.0|1.0|1.0|0.0|2.0|0.17|-7.14|4.04|78.43|2.04|2.0|0.0|130.43|0.0|-5.2|34.0|-6.4|465.43|0.0|0.0|-5.07|0.00291|4.0|0.0|0.0|7.24e-08|-0.05326|3.8881|4.86|3.8881|-1645.169951|318.88|0.4508|318.88|552.55|-1644.953222|-0.15708|5043.0|-0.21034|0.0328886|23.0|7.6383|7.6383
1g_a5|1|0|0|2.942391606|0.0|0|6.605297921|0|1.4275159730000002|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|0.027447447|-0.011534568|-0.172437603|-0.132678208|10.94875199|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|0.030722968|-0.067172264|0.717355058|0|-0.074361785|0.020418692|-37.59983870000001|-39.8807456|74.51397212|0.134079034|-0.027205531|-21.388323|0.589719781|-20.16505667|-14.59051668|48.55052611|2243.103668|464.3994751|-598.211184|832.7655896000001|7.312498266|13.83149499|0.891486942|207.0502037|23.76563316|0.02697793|-122.2065919|974.3909596|14.46845291|1.0|1.0|1.0|1.0|1.0|1.0|0.05|-8.14|4.21|63.69|1.57|0.0|0.0|96.98|0.0|-4.03|25.0|-6.15|328.37|0.0|1.0|-4.2|0.0304|0.0206|0.0|0.0|7.190000000000001e-09|-0.0393|4.7822|2.61|4.1733|-1065.818889|297.09|0.1769|259.26|448.93|-1065.675316|-0.17042|3.4883|-0.20972|0.02730461|115.0|6.9393|6.9393
33_a20|0|0|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|-0.188733405|-0.00145476|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|-0.078557022|-0.061975089|10.93244905|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|-0.0854333469999999|-0.10978034|0.607038752|1|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|64.93395624|-25.26187502|-17.37608867|46.92331405|2737.8873550000003|621.611679|-868.8044333999999|2274.654579|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|22.88265911|0.013564844|-339.6262863|1144.132956|8.881565237|1.0|0.0|1.0|1.0|1.0|0.0|0.08|-9.69|5.39|67.39|2.61|2.0|0.0|121.62|0.0|-5.6|31.0|-5.58|401.46|0.0|0.0|-5.53|0.000997|0.0012|0.0|0.0|2.04e-10|-0.0582899999999999|5443.0|4.07|3.8867|-1275.823229|318.99|0.6157|227.79|563.98|-1275.602977|-0.15959|3.5714|-0.21788|0.02957286|34.0|7.4685|7.4685
9g_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.604992427|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.139758613|10.31197177|2|0.0115573539999999|-0.037217966|-0.062672355|0|0.694156166|-0.384131901|-0.242405063|0.665414608|1|-0.079033043|0.021367335|-33.47455057|-41.63731423|65.74631496|0.09545843|-0.031197254|-21.93596333|64.08637519|-17.63553984|-16.43578193|44.73159432|2169.234651|476.5434822|-624.5597134|349.4421673|8.180261533|15.62271835|0.909806709|136.8503571|22.20330888|0.018087202|-253.1335385|843.7257374|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|0.06|-6.43|2.93|72.28|0.64|0.0|0.0|87.53|0.0|-2.49|23.0|-7.17|302.33|0.0|1.0|-3.09|977.0|247.0|0.0|0.0|3.720000000000001e-07|-0.0624|3.0778|3.83|3.0778|-1332.476347|402.84|0.3563|402.84|469.6|-1332.31775|-0.12765|3.4787|-0.19005|0.01134289|3548.0|5.45|5.45
13_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.343837907|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|-0.259721373|-0.002128014|10.9296146|1|0.003791547|-0.017015286|-0.02811323|2|0.761923976|0.00746881|-0.002671425|0.736686715|1|-0.082327045|0.0122005|-47.88975806|-41.62089688|174.7319717|0.181972309|-0.030119651|-21.04167667|0.0|-24.21093442|-15.22715739|54.05778885|2261.82488|413.5584641|-624.3134531000001|1630.880014|5.069505473|9.209972585|0.816739845|144.338975|21.31179541|0.018979132|-216.8776303|873.7836118999999|9.595006108|1.0|1.0|0.0|1.0|1.0|1.0|0.15|-6.6|3.81|63.83|1.88|0.0|0.0|97.14|0.0|-3.76|25.0|-6.34|328.37|0.0|1.0|-4.1|0.0576|0.0258|0.0|0.0|2.49e-07|-0.05022|5.8308|2.48|3.8419|-1065.839441|322.72|0.3905|212.63|376.77|-1065.68351|-0.15937|3.6904|-0.20959|0.0346535|0.16|6.7959|6.7959
galu_a46|0|0|0|0.0|0.0|1|7.535296702|1|1.343828866|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|2|0.039550827|-0.090581301|-0.327651527|-0.094815394|10.92740177|1|0.003107816|0.028964355|0.0481706809999999|2|0.702976795|0.044184467|-0.173285585|0.6848692759999999|1|-0.089050651|0.01235603|-50.93538037|-49.84028137|261.2602893|0.236203592|-0.03220981|-27.89483984|68.43088526|-28.50774993|-18.02733582|57.85086047|2501.785113|427.4851161|-847.2847833999999|1755.2047|6.445819025|12.12170938|0.880553787|121.3297832|23.01702105|0.013967104|-317.0250717|1081.799989|7.817173532999999|0.0|1.0|1.0|1.0|1.0|1.0|0.18|-7.13|3.51|86.69|1.84|1.0|0.0|108.18|0.0|-3.85|28.0|-6.86|369.42|0.0|0.0|-3.99|52.0|0.0375|0.0|0.0|7.45e-08|||||||||||||||51.0|7.2924|7.2924
47s_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251176205|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|0|0.035632184|-0.026883417|-0.394481152|0.0134295589999999|10.94702059|0|0.003686393|-0.168728915|-0.252119673|0|0.724028067|0.0109557919999999|-0.0540701129999999|0.716761234|0|-0.08106112|0.008446541|-53.18668656|-61.36410696|10.92659868|0.15456221|-0.030108416|-46.45326408|51.05656345|-40.26287221|-22.79238258|59.58080589|2992.734821|640.0051571|-1595.466781|1529.863965|9.811856136|18.65422248|0.901192009|135.90542109999998|27.77963709|0.010481057|-485.1995077|1944.574596|7.934268528|1.0|1.0|0.0|1.0|1.0|2.0|0.3|-9.42|3.93|76.5|3.33|3.0|1.0|149.34|0.0|-5.95|36.0|-5.96|482.62|0.0|1.0|-5.45|0.000539|0.0017|0.0|0.0|3.8199999999999997e-10|-0.0491399999999999|3218.0|8.41|3218.0|-1534.174077|385.29|0.5203|385.29|736.36|-1533.737579|-0.13195|2.3134|-0.18109|0.02195039|616.0|6.2104|6.2104
9_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|2|0.03590535|-0.048732912|-0.285441469|-0.1189611519999999|10.92721632|1|0.007847998|-0.1475423119999999|-0.239634564|2|0.7141481129999999|-0.000865755|-0.169389445|0.692424727|1|-0.084348428|0.013842683|-40.90513782|-59.80726117|86.66800495|0.130554786|-0.028592687|-42.40634438|59.95939417|-29.00379197|-20.27364785|50.72029356|2904.874289|616.4802143999999|-1196.145223|2284.568215|8.765421221|16.02210901|0.827876677|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|11.26962754|1.0|1.0|1.0|1.0|1.0|1.0|0.23|-7.93|3.68|75.94|1.81|1.0|0.0|130.71|0.0|-4.23|33.0|-6.87|438.52|0.0|1.0|-4.44|0.0259|16.0|0.0|0.0|1.17e-08|-0.06118|5.5668|4.51|3.7309|-1410.005954|332.32|0.4138|222.72|631.5|-1409.69933|-0.15045|2.9927|-0.21163|0.03583924|193.0|6.7144|6.7144
5_a15|0|0|0|0.0|0.0|0|0.0|0|1.419941043|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.035982906|0.0729170329999999|-0.54157893|-0.0156037999999999|10.95880662|0|0.003194793|-0.187421793|-0.28098676|2|0.8384601770000001|0.092692253|0.020920163|0.7950674740000001|0|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|64.12413387|-33.88634094|-20.30656983|69.82487767|2940.77098|649.9369163|-1177.78105|2179.757502|7.795174584|15.1701491|0.946094849|365.1095806|39.89581513|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|0.15|-9.65|6.01|74.73|2.0|3.0|0.0|127.97|0.0|-6.16|33.0|-5.55|443.49|1.0|0.0|-5.66|0.000304|0.000967|0.0|0.0|2.25e-10|-0.03714|4.3299|4.36|3.6257|-1470.779775|341.96|291.0|286.35|629.67|-1470.487858|-0.14839|4.3576|-0.18553|0.03640044|13.0|7.8861|7.8861
12aq_a36|1|0|0|3.427017327|0.0|0|7.412764017000001|2|1.297043497|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|2|0.041728395|0.076517478|-0.674732412|-0.1031859869999999|10.95447882|1|-0.004569485|-0.052743904|-0.090926893|1|0.892815402|-0.0606936879999999|-0.047695595|0.849217847|0|-0.122078233|0.021389734|-73.0277723|-81.56528598|86.6958382|0.318529388|-0.042953452|-54.49698711|112.415579|-48.79273723|-28.69889692|87.31909781|2932.54604|455.31741460000006|-1549.740434|2906.024504|8.596645087999999|14.98931431|0.743623723|159.03272990000002|37.66374367|0.020701483|-350.0740123|2033.842158|13.83147784|0.0|0.0|0.0|1.0|0.0|3.0|0.13|-6.14|0.98|112.29|1.28|1.0|0.0|131.85|0.0|-3.52|32.0|-7.79|424.46|0.0|0.0|-3.45|129.0|152.0|0.0|0.0|7.19e-07|-0.06059|3.9049|3.88|3.3759|-1401.637414|367.26|0.4988|317.51|534.96|-1401.391057|-0.13908|6.7649|-0.19967|0.03228003|55.0|7.2596|7.2596
12w_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|-0.372029919|0.028815747|10.31162873|1|0.001805829|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.032835151|-0.080971844|0.711738503|0|-0.096032733|0.015446225|-52.53307388|-65.85056003|82.06520565|0.147783603|-0.037237182|-45.15435649|0.0|-36.02242934|-25.53389062|63.12469722|2999.810425|584.3729039|-1251.160641|2783.769563|8.063690539|14.70077638|0.8230829059999999|131.7949495|31.60926388|0.014471302|-422.1196298|1548.85393|9.923109661|1.0|0.0|1.0|1.0|0.0|1.0|0.14|-7.8|3.92|81.65|3.79|2.0|0.0|137.3|0.0|-6.58|31.0|-5.52|467.37|0.0|0.0|-6.04|0.000123|0.0004269999999999|0.0|0.0|1.58e-08|-0.05682|5.0632|5.08|3.5585|-2494.932002|348.42|0.2639|244.87|577.06|-2494.743475|-0.15073|2.4229|-0.20755|0.0345723|15.0|7821.0|7821.0
16a_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.325756911|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|-0.152205915|0.014886502|10.92947902|1|0.011558506|-0.162508526|-0.254024476|2|0.748039584|-0.068377262|-0.008879187|0.72613292|1|-0.076950669|0.013872737|-36.408063|-53.28817038|77.68598956|0.083851314|-0.026063936|-36.90194151|99.81657855|-25.21250404|-18.049219|46.01490333|2862.681038|634.4309626|-1119.0515779999998|1823.310808|8.531706024|15.88633689|0.862035195|189.0108247|24.82496066|0.014796066|-314.4761648|1539.147561|10.24624348|1.0|1.0|1.0|1.0|1.0|0.0|0.3|-8.5|5.19|56.07|2.47|3.0|0.0|133.66|0.0|-5.22|33.0|-5.91|439.55|0.0|1.0|-5.17|0.00264|0.00297|0.0|0.0|3.18e-09|-0.04647|5.6019|3.46|3.8718|-1395.13019|320.22|0.3843|221.33|629.65|-1394.797092|-0.1605|3.8323|-0.20697|0.02819643|47.0|7.3279|7.3279
13a_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984129|0.113424769|-0.011002918|5.351858133|-0.118776867|2|0.042560386|-0.036541822|-0.627166322|0.0317047379999999|10.31162842|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.019603815|-0.058608635|0.802578397|0|-0.113507021|0.01856512|-74.02777574|-76.60916637|381.9643801|0.303605444|-0.042832838|-51.70573895|102.6479456|-49.96348386|-28.90911938|86.55791128|3002.811441|470.0167988|-1532.183327|2520.165025|8.066980235|15.1104742|0.873126469|135.07860209999998|36.14261279|0.017212819|-404.771677|1915.558478|11.6174288|1.0|0.0|0.0|1.0|0.0|2.0|0.13|-6.19|1.72|124.74|2.06|1.0|0.0|135.37|0.0|-5.01|32.0|-7.05|441.51|0.0|0.0|-4.3|0.00427|0.0221|0.0|0.0|6.520000000000001e-07|-0.0555|5.0535|4.54|3.5288|-1744.4457100000002|351.35|0.1788|245.34|541.59|-1744.217986|-0.14953|0.7158|-0.20503|0.04590378|14.0|7.8665|7.8665
12o_a36|1|0|0|3.444418304|0.0|0|7.412764017000001|2|1.297042837|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.040770975|0.03842353|-0.613501857|-0.059733192|10.96036596|1|-0.000472698|-0.126068378|-0.213993335|1|0.859938421|0.141570244|-0.01854899|0.817582774|0|-0.10624773|0.023402195|-59.0895896|-76.51720886|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|112.1259723|-42.554984000000005|-25.50573629|75.94332024|3009.981519|546.7667677000001|-1453.826968|2778.220342|7.322888607|13.80895167|0.885724665|240.2059039|38.27030489|0.026586303|-239.7655413|2181.407379|19.1468529|0.0|0.0|0.0|1.0|0.0|3.0|0.17|-6.93|1.65|98.3|1.49|1.0|0.0|138.06|0.0|-3.54|33.0|-7.66|438.48|0.0|0.0|-3.64|128.0|0.0997|0.0|0.0|1.1800000000000001e-07|-0.05456|5.1927|4.5|3.8726|-1440.926241|320.16|0.4075|238.77|560.88|-1440.671057|-0.15695|4.9237|-0.21151|0.04371335|0.04|7.3979|7.3979
12d_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.041181359|-0.006335328|5.351858133|-0.033312179|2|0.042804233|-0.092984185|-0.354778373|0.036688757|10.31162861|1|0.005965451|-0.053644471|-0.09353607|1|0.8414737059999999|-0.0430927579999999|-0.130412856|0.7991060659999999|0|-0.094239701|0.015567102|-47.69710881|-60.88281322|85.1932288|0.156990075|-0.036246039|-39.33285959|0.0|-30.81433963|-23.41646662|57.75411196|2784.836855|544.6198897999999|-1217.656264|2323.480646|7.557073995|13.92427286|0.84254817|119.91237920000002|28.75340957|0.013424098|-406.2173266|1495.177298|8.672532296|1.0|0.0|1.0|1.0|0.0|1.0|0.17|-7.01|2.93|81.65|3.04|2.0|0.0|132.24|0.0|-5.66|30.0|-5.81|412.51|0.0|0.0|-5.15|0.0009119999999999|0.00291|0.0|0.0|9.75e-08|-0.05119|3.4821|4.14|3.4821|-1615.063947|356.06|149.0|356.06|545.94|-1614.831682|-0.1479099999999999|4434.0|-0.1991|0.03187624|11.0|7.9508|7.9508
47d_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251175994|-0.017398129|-0.006087337|4.844187086|-0.041876322|0|0.032916667|0.069914568|-0.480899596|-0.07722825|10.94702255|0|0.005144085|-0.272202025|-0.406388629|0|0.7640994990000001|-0.002494715|0.027971797|0.741366815|0|-0.087315963|0.015270278|-52.14267013|-71.20388424|64.92967228|0.163000873|-0.028722356|-58.06490563|58.93717545|-42.52098397|-23.42233034|64.59518279|3304.705347|682.5509007|-1780.097106|1947.023498|9.940531282|19.16475647|0.927940864|246.1558296|33.54943497|0.018506261|-323.1621908|2549.757058|15.0913716|1.0|1.0|0.0|1.0|1.0|2.0|0.32|-8.83|3.21|88.97|2.6|3.0|2.0|159.67|1.0|-5.74|39.0|-6.57|527.66|0.0|0.0|-5.28|0.000968|0.00276|1.0|1.0|1.4800000000000003e-09|-0.04561|3.1079|8.08|3.1079|-1704.0327519999998|398.94|0.5820000000000001|398.94|817.06|-1703.545539|-0.12844|3.7605|-0.17405|0.02826074|8.0|8.0969|8.0969
11_a27|1|0|0|2.680511093|0.0|0|7.535296702|1|1.1606177359999998|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|-0.344117757|-0.0864111069999999|10.93910312|0|0.005111147|-0.041662169|-0.067428705|2|0.734834532|-0.0357410779999999|-0.043616687|0.7146215429999999|1|-0.094820973|0.016171515|-42.27430065|-50.15555389|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|72.60399149|-22.36099135|-18.14137056|50.82822357|2339.465471|404.4089873|-852.6444161000001|1646.903525|5.231762955|9.562117063|0.82770457|101.0845293|22.42732497|0.012694323|-326.780942|1054.084273|6.714661907000001|1.0|0.0|0.0|1.0|0.0|1.0|0.35|-6.09|1.67|61.88|3.06|0.0|0.0|106.33|0.0|-3.68|26.0|-6.47|345.4|0.0|1.0|-4.02|0.0716|0.0326|0.0|0.0|8.2e-07|-0.05985|3.3426|4.54|2.4836|-1122.433411|499.21|0.3492|370.92|415.32|-1122.190727|-0.1022|3.1278|-0.16205|0.0226944|5.0|8301.0|8301.0
1j_a5|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|2|0.025987654|-0.115553003|-0.175183967|-0.07622096|10.9487794|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|-0.084090414|-0.0614852279999999|0.717355058|0|-0.074505844|0.019690225|-39.64241895|-40.01980349|73.73338699|0.152836128|-0.027258236|-21.49609451|1.471030887|-21.29338752|-14.64139152|50.21875634|2242.805131|455.0425806|-600.2970524|847.5275797|7.328149934|13.80288876|0.883543443|205.997426|23.74961767|0.026739895|-125.1415813|973.7343247|14.36297201|1.0|1.0|1.0|1.0|1.0|1.0|0.05|-8.14|4.21|63.69|1.57|0.0|0.0|96.98|0.0|-4.03|25.0|-6.15|328.37|0.0|1.0|-4.2|0.0304|0.0206|0.0|0.0|7.190000000000001e-09|-0.03832|4.4331|2.61|4.1205|-1065.817476|300.89|0.5115|279.68|445.81|-1065.671975|-0.16813|2.2503|-0.20645|0.03246499|24.0|7.6198|7.6198
18_a34|0|0|0|0.0|0.0|1|7.423568444|1|1.4547811819999998|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.100548575|-0.677741618|-0.141332289|10.9595763|1|0.002183342|-0.3102088839999999|-0.478810922|1|0.759292258|0.0468829359999999|-0.224951558|0.713979177|0|-0.129784908|0.040845819|-49.86847383|-71.65163761|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|54.26737825|-27.53138148|-23.32844015|72.41862911|2424.18137|380.8328339|-1003.122927|1774.550004|6.282442545|11.23989749|0.789096743|167.9151283|33.52510165|0.027385869|-216.2496321|1441.579371|15.11918774|1.0|1.0|1.0|0.0|1.0|0.0|0.21|-5.65|3.15|75.47|1.49|1.0|0.0|93.91|0.0|-4.32|26.0|-6.26|351.36|0.0|1.0|-4.11|0.0167|0.0275|0.0|0.0|2.22e-06|-0.03925|4.4335|5.07|4.1234|-1199.259634|300.68|0.3525|279.66|483.87|-1199.101028|-0.17549|5.0935|-0.21474|0.02902032|2.43|5.6144|5.6144
