molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12av_a36|1|0|0|3.4520047430000003|0.0|0|7.412764017000001|2|1.297042752|0.049150854|-0.009925128|5.351858133|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.021036176|10.96037173|1|-0.000472698|-0.126068378|-0.213993335|1|0.859938421|-0.018133027|-0.067408377|0.817582774|0|-0.105593135|0.021666882|-57.31621925|-73.55299094|99.2415672|0.247552267|-0.035197712|-51.2347934|124.9387725|-39.92474833|-24.51766365|72.40871507|3011.024457|524.1323793|-1397.506828|2354.591519|8.975655204|17.64042914|0.965363947|228.5327731|36.48912989|0.025779468|-239.5042702|2079.880404|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|0.17|-6.93|1.65|98.3|1.49|1.0|0.0|138.06|0.0|-3.54|33.0|-7.66|438.48|0.0|0.0|-3.64|128.0|0.0997|0.0|0.0|1.1800000000000001e-07|-0.05307|4.8408|4.5|3.4402|-1440.945099|360.39|0.6698|256.12|588.31|-1440.67411|-0.14122|4.7666|-0.19429|0.04308001|39.0|7.4089|7.4089
12a_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|0.033691224|-0.006711725|5.351858133|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|0.009586623|10.31162903|1|0.005458948|-0.053309522|-0.094526372|1|0.8421237309999999|-0.031179517|-0.171895425|0.7961424690000001|0|-0.097138462|0.016292604|-47.73588073|-60.22802588|85.47365107|0.163785284|-0.037665934|-37.34272719|0.0|-29.59731695|-23.35372432|57.83766054|2722.217443|518.4718832|-1144.332492|2256.680391|7.362386058999999|13.88603128|0.88607758|120.786445|29.00398472|0.014884556|-378.4495438|1421.195251|9.228758655|1.0|0.0|1.0|1.0|0.0|1.0|0.14|-6.64|2.62|81.65|2.82|2.0|0.0|127.28|0.0|-5.28|29.0|-5.98|398.48|0.0|0.0|-4.85|0.00208|0.0056|0.0|0.0|2.3100000000000002e-07|-0.05184|5045.0|3.82|3.4885|-1575.745502|355.41|0.1866|245.76|507.17|-1575.538241|-0.1481|4.1875|-0.19994|0.03289568|11.0|7.9469|7.9469
14e_a23|0|1|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.044241453|0.023369734|-0.4787294729999999|0.021081733|10.3132176|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.133270225|-0.014216155|0.5415996160000001|1|-0.089453046|0.018022127|-51.07141556|-62.2612068|48.244071000000005|0.074607942|-0.03935934|-43.33511299|0.5612316039999999|-35.54678231|-27.39493099|63.61519626|3255.313968|644.0923882999999|-1369.74655|2428.874279|8.020794334|15.89643482|0.981902808|141.6222839|34.39302091|0.017954325|-412.7765217|1719.6510460000002|12.49658915|0.0|0.0|1.0|1.0|1.0|1.0|0.09|-8.23|6.19|105.02|3.82|2.0|1.0|125.29|0.0|-6.38|34.0|-6.06|479.48|1.0|0.0|-5.79|0.000198|0.000773|0.0|0.0|5.94e-09|-0.08122|3.7033|4.2|3.7033|-1966.943431|334.8|0.3178|334.8|571.39|-1966.720803|-153.0|3.7696|-0.2342199999999999|0.02250947|3.0|8.5214|8.5214
19a_a38|1|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|-0.431265985|-0.122385526|10.96083376|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.031696119|-0.133130383|0.698414933|0|-0.108300308|0.022142322|-51.36166266|-64.73159672|137.2318698|0.252847102|-0.038988111|-38.69037594|0.0|-30.69910427|-23.30337482|64.59623135|2774.129458|446.57675660000007|-1165.168741|2304.055966|6.923156054|12.96056449|0.872060139|152.5362948|31.28824271|0.020873781|-292.6320538|1564.412135|12.47635608|1.0|1.0|1.0|1.0|1.0|3.0|0.14|-6.86|2.55|81.23|2.4|1.0|0.0|125.69|0.0|-4.14|30.0|-6.77|401.44|0.0|0.0|-4.17|29.0|0.0272|0.0|0.0|1.4e-07|-0.05271|3.9212|3.41|3.6504|-1332.1529369999998|339.65|0.2668|316.19|466.55|-1331.94466|-0.15108|4.7986|-0.20379|0.03338983|0.01|8.0106|8.0106
12ar_a36|1|0|0|3.46014932|0.0|0|7.412764017000001|2|1.297042582|-0.064363806|-0.007046017|5.351858133|0.000258844|2|0.040839506|0.083451772|-0.40866901|-0.1073795209999999|10.95407427|1|0.002112069|-0.096853381|-0.169341326|1|0.86559137|-0.017348015|-0.064014394|0.8196353679999999|0|-0.098732471|0.022389124|-54.80317647|-66.9989409|86.85924228|0.163457134|-0.0347392029999999|-45.46486105|0.0|-37.18892821|-23.57370143|69.99622854|2902.67985|567.6702443|-1272.979877|2404.999137|8.770514183|16.68371115|0.902250063|199.7830951|33.4098581|0.0223636779999999|-279.0245523|1804.132337|15.17578458|1.0|0.0|0.0|1.0|0.0|2.0|0.17|-7.05|1.95|92.99|1.59|1.0|0.0|133.27|0.0|-3.92|32.0|-7.21|420.47|0.0|0.0|-3.91|0.0503|0.0515|0.0|0.0|8.95e-08|-0.0566|5225.0|3.23|3.8489|-1364.467971|322.13|0.5586|237.29|580.53|-1364.235126|-0.15631|6.4688|-0.21291|0.04327285|25.0|7.6021|7.6021
12ay_a36|1|0|0|3.50559949|0.0|0|7.412764017000001|2|1.2970434|-0.05976542|-0.006733838|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|-0.404030255|0.012286423|10.9463292|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|-0.109624825|-0.111814717|0.857993338|0|-0.098945129|0.018016934|-48.12939044|-64.13591431|126.7858133|0.170593592|-0.035337546|-41.57269314|8.677627506|-31.1973159|-22.90568368|59.80790901|2766.899844|537.618563|-1282.718286|3238.138932|6.466730436000001|11.82248632|0.828201506|143.79285900000002|29.43551742|0.015670425|-360.6110621|1648.388976|10.15751916|1.0|0.0|0.0|1.0|0.0|2.0|0.21|-7.34|2.5|69.2|2.45|1.0|0.0|133.68|0.0|-4.54|31.0|-6.38|409.49|0.0|1.0|-4.6|0.0117|0.0102|0.0|0.0|4.55e-08|-0.0526|3.9348|3.79|3.6561|-1311.547668|339.12|0.2939|315.09|532.22|-1311.282556|-0.15056|6.2579|-0.2031599999999999|0.02880431|18.0|7.7447|7.7447
7b_a8|1|0|0|3.213855584|0.0|1|7.535296702|1|1.395658671|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|1|0.040873016|-0.024156447|-0.4829936279999999|-0.052309137|10.9465091|1|0.003191529|-0.021509048|-0.035044152|1|0.710658316|0.048462902|-0.040994467|0.677544268|0|-0.1000685009999999|0.033167971|-60.75943432|-59.93853201|145.0783004|0.277652387|-0.041332642|-35.90168309|75.93423425|-36.39338307|-24.75721974|80.62622045|2776.185773|432.6681725|-1138.832108|1780.952171|7.698000901|14.76972982|0.918644854|147.3863936|32.83731114|0.022982731|-304.2022276|1510.516312|13.76608164|0.0|0.0|1.0|1.0|1.0|1.0|0.09|-7.65|3.8|92.93|2.23|2.0|0.0|110.8|0.0|-5.25|30.0|-6.15|396.4|0.0|0.0|-4.94|0.00224|0.00454|0.0|0.0|2.25e-08|-0.06833|4.5945|5.51|3.26|-1330.595067|380.32|0.2517|269.85|506.21|-1330.392289|-0.13639|9.9463|-0.20472|0.0273745|13.53|4.8687|4.8687
14x_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963189|0.0944818319999999|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|0.05740118|-0.335030301|-0.075184011|10.31321817|2|0.003906274|-0.073958723|-0.206574435|2|0.5788469970000001|-0.035031888|-0.035965909|0.558482531|1|-0.084244058|0.022095943|-46.97594633|-55.83053941|42.44114495|0.223171139|-0.034056109|-37.00022522|87.28077098|-31.13207597|-22.56979253|61.61945314|3071.48868|514.8229467|-1060.780249|2382.851643|7.777802167999999|14.62325432|0.880126802|184.0971574|31.25095356|0.0219879679999999|-294.5294492|1468.794817|14.57194888|0.0|0.0|1.0|1.0|0.0|1.0|0.05|-7.93|5.14|105.02|3.78|2.0|1.0|120.2|0.0|-5.68|32.0|-6.35|447.46|0.0|0.0|-5.27|0.0009369999999999|0.00242|0.0|0.0|1.17e-08|-0.08216|4.0641|3.97|3.6941|-1828.371718|335.63|0.3184|305.07|537.48|-1828.168422|-0.15259|5.7933|-0.23475|0.02165405|3.0|8.4949|8.4949
4o_a46|0|0|0|0.0|0.160026534|1|7.825245291|1|1.13463699|-0.24479566|-0.000627744|5.587248657999999|0.042766097|1|0.043320988|-0.2363624889999999|-0.032014955|-0.203025042|10.93828256|1|0.010144781|-0.018058762|-0.028735607|1|0.626333846|-0.121466731|-0.09492635|0.6418406720000001|0|-0.06570509|0.00972341|-35.54402423|-36.03345669|5.821925821000001|0.049267382|-0.021901697|-19.76117845|31.19780621|-19.49276784|-12.01115223|40.87645867|2195.436986|521.3931342|-576.535307|1705.3950960000002|5.527567399|10.25486577|0.855222204|136.5432529|15.99310518|0.0108913189999999|-275.3254498|767.6690487000001|5.972929428|1.0|0.0|1.0|1.0|1.0|0.0|0.32|-7.26|4.94|54.5|2.72|1.0|0.0|103.66|0.0|-4.91|26.0|-5.51|342.44|0.0|1.0|-4.87|0.00422|0.0045899999999999|0.0|0.0|5.5e-08|-0.04627|4.3255|3.76|4.3255|-1070.428722|286.64|0.1598|286.64|501.08|-1070.223416|-0.18282|3.4494|-0.22909|0.02815574|162.0|6.7905|6.7905
13b_a6|1|0|0|3.423777636|0.0|0|7.412764017000001|1|1.430640379|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|-0.6051312529999999|-0.104663349|10.95129557|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|-0.029988734|-0.11338525|0.8013954109999999|0|-0.112915801|0.032036214|-61.06841733|-74.04643339|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|554.4007331|-40.04664055|-26.65671602|82.07670290000002|2821.72831|508.6895893|-1332.835801|2587.000662|9.087172635|15.37022155|0.69141956|159.1980937|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|13.35319491|1.0|1.0|1.0|1.0|1.0|2.0|0.12|-9.01|4.32|95.85|1.29|2.0|0.0|116.79|0.0|-5.51|31.0|-6.1|409.44|0.0|0.0|-4.99|0.0012699999999999|0.00417|0.0|0.0|9.77e-10|-0.0525799999999999|4.8494|4.04|3.6322|-1350.061187|341.35|0.7846|255.67|574.07|-1349.837661|-0.14898|10.8032|-0.20156|0.02920955|174.0|6.7595|6.7595
4d_a46|0|0|0|0.0|0.173086735|1|7.825245291|1|1.134637067|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|-0.131948546|-0.085744171|-0.111025108|10.96333164|1|0.010756749|-0.0814707009999999|-0.1271933999999999|2|0.6535171|-0.213089038|-0.103199079|0.623144956|0|-0.070772596|0.008652238|-30.95621863|-38.85529917|8.241078584|0.063942042|-0.024616555|-21.33218735|74.62074724|-16.99546444|-13.51488667|35.70643728|2181.291783|513.9109507000001|-621.6847867|2233.65548|5.757075209|10.30138878|0.7893441379999999|102.4310631|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|4.753094337|1.0|0.0|1.0|1.0|1.0|0.0|0.35|-7.41|5.11|43.6|2.84|2.0|1.0|101.75|0.0|-4.93|25.0|-5.4|352.86|0.0|1.0|-5.11|0.00416|0.00275|0.0|0.0|3.88e-08|-0.0396399999999999|4.4265|4.18|4.4265|-1453.817782|280.09|0.1313|280.09|503.76|-1453.635434|-0.18639|3.5318|-0.22603|0.02292966|517.0|6.2865|6.2865
4b_a46|0|0|0|0.0|0.206072846|1|7.825245291|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|2|0.047736111|-0.082722572|-0.058945144|-0.135121207|10.96200942|1|0.011806162|-0.079238184|-0.123416853|2|0.6901151990000001|-0.263387881|-0.153841155|0.69830739|0|-0.070236212|0.007568202|-28.58477842|-38.30877966|7.986637869|0.064754938|-0.0229342729999999|-20.89467173|56.7922535|-15.59093155|-12.50898928|32.7126858|2105.172229|510.1086157|-612.9404746|1750.333702|5.76401157|10.09436488|0.751274223|103.3759991|15.43427855|0.007963679|-338.6757579|756.2796491|4.343611349|1.0|0.0|0.0|1.0|1.0|0.0|0.38|-7.2|4.77|43.6|2.58|1.0|0.0|101.7|0.0|-4.35|25.0|-5.67|332.44|0.0|1.0|-4.63|0.0149|0.00782|0.0|0.0|6.38e-08|-0.02729|4.5515|3.98|4.5515|-1033.535029|272.4|0.1784|272.4|508.79|-1033.3243619999998|-0.19082|3127.0|-0.21811|0.02176759|548.0|6.2612|6.2612
12e_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.604990524|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|-0.556620974|0.130516751|10.31197242|2|-0.014780739|0.103406816|0.172778196|0|0.889386453|0.047011204|-0.279310345|0.8096582170000001|1|-0.122830115|0.015096495|-71.78145688|-66.68049019|206.0119599|0.220121216|-0.048387621|-36.19867792|0.0|-38.96782748|-26.26807189|79.97685498|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|8.014314957|15.75963228|0.966435355|113.5576846|33.21629575|0.021118537|-315.75223450000004|1096.13776|11.46456937|1.0|0.0|1.0|0.0|0.0|2.0|0.0|-6.04|4.84|98.89|2.93|2.0|0.0|95.8|0.0|-6.53|24.0|-5.26|378.23|0.0|0.0|-5.64|0.000113|0.00086|0.0|0.0|9.14e-07|-0.07296|4.3236|4.66|3.0253|-2248.244231|409.82|0.4494|286.76|445.12|-2248.154966|-0.12616|2.5946|-0.19912|0.03272669|1.17|5.9318|5.9318
2_a4|0|0|0|0.0|0.0|0|6.605297921|1|1.189716144|-0.072708147|-0.00708265|4.59511985|-0.103346554|1|0.037777778|0.08246129|-0.269140683|0.090707854|10.95268469|0|-0.0016168089999999|0.147657684|0.228655117|1|0.930871261|0.11821091|0.1355918559999999|0.912872667|0|-0.105102755|0.006330673|-49.45826819|-44.27948986|166.102249|0.257481153|-0.0379537729999999|-18.65482233|0.0|-20.83662681|-15.98981578|52.12536246|1623.668791|312.82106489999995|-575.6333682|910.3327882|4.710383035|7.800989232999999|0.656126301|66.09827364|18.96532986|0.011054731|-289.1005902|682.7518749|4.657326379|0.0|1.0|0.0|1.0|0.0|2.0|0.27|-4.83|0.83|45.15|1.63|0.0|0.0|79.59|0.0|-2.18|19.0|-6.69|253.3|0.0|1.0|-2.77|1.67|434.0|0.0|0.0|1.4800000000000002e-05|-0.01612|5.8961|2.46|3.2230000000000003|-819.8996124|384.69|0.1315|210.28|333.36|-819.771754|-0.14614|1.7717|-0.16226|0.033037353|31.0|7.5086|7.5086
47p_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.25117677|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|-0.3775970529999999|-0.015960677|10.94701988|0|0.003537135|-0.1736074389999999|-0.261349889|0|0.72025564|0.030970815|-0.082977829|0.710266593|0|-0.082580968|0.007989903|-51.14496913|-61.12351185|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|48.48855261|-37.85569728|-22.80728054|57.05881288|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|9.923659881|19.41290064|0.956223901|134.3699001|27.86610962|0.01090303|-471.4248324|1867.029344|8.070036862|1.0|1.0|0.0|1.0|1.0|2.0|0.28|-9.03|3.34|76.5|3.13|3.0|1.0|144.53|0.0|-5.67|35.0|-6.07|468.59|0.0|1.0|-5.27|0.000998|0.0025|0.0|0.0|9.35e-10|-0.05628|3.2036|7.98|3.2036|-1493.731375|387.01|595.0|387.01|732.84|-1493.338659|-0.13118|3.6452|-0.18746|0.02843634|64.0|7.1938|7.1938
16j_a32|1|1|1|3.359912013|-0.082980188|0|7.765993078999999|0|0.609420735|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|-0.778815477|-0.135618491|10.31100263|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.168000908|0.032797932|0.762429418|1|-0.106897203|0.023266265|-54.71915795|-76.45058155|34.66998636|0.174011588|-0.034287782|-54.6758122|45.81893652|-39.13396528|-24.52188465|71.35869023|2830.682695|590.7291534|-1299.659886|3448.428146|7.357962381|13.20372234|0.7944808170000001|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|15.48758085|1.0|0.0|1.0|1.0|1.0|2.0|0.33|-7.77|5.24|149.27|1.57|3.0|0.0|121.3|1.0|-7.45|30.0|-5.73|441.57|1.0|0.0|-5.41|1.57e-05|0.00172|0.0|0.0|1.7e-08|-0.05016|3629.0|5.5|3629.0|-2034.593521|341.65|0.2907|341.65|631.34|-2034.344833|-0.15012|3.4656|-0.2002799999999999|0.0283671|9.0|8.0315|8.0315
8b_a50|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|-0.115740384|-0.0045301379999999|5.777652323|-0.009597908|1|0.035718954|-0.096039086|-0.1812055289999999|-0.009441452|10.945024|2|0.007057361|-0.065440141|-0.116174481|1|0.753629415|-0.027207307|-0.031953774|0.71043578|1|-0.078068703|0.021513107|-34.79187329|-37.39727879|131.417573|0.154650918|-0.030360051|-17.91443197|0.0|-16.66636363|-14.54338619|45.09730487|2143.807599|404.9478761|-523.561903|1401.458274|5.292277178|9.26652151|0.75095166|157.2609748|21.65129387|0.024280552|-164.5084115|779.4465792000001|11.63112165|1.0|1.0|0.0|1.0|1.0|1.0|0.06|-5.94|3.41|59.39|1.79|0.0|0.0|89.78|0.0|-3.44|23.0|-6.32|299.33|0.0|1.0|-3.81|108.0|46.0|0.0|0.0|1.16e-06|-0.02903|4.5256|2.11|4.1804|-967.3160428|296.58|0.1717|273.96|353.17|-967.212701|-0.1724099999999999|3.8213|-0.20144|0.036701907|68.0|7.1675|7.1675
GW6604_a52|1|0|0|2.944144148|0.0|0|6.605297921|0|1.427583999|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|-0.085995143|-0.118272803|10.94914378|1|0.0070554269999999|0.039867344|0.067497086|2|0.709088617|0.074868979|-0.057466653|0.689009112|0|-0.072069252|0.009021088|-35.51891876|-35.62691523|157.2481263|0.12653545|-0.029217264|-17.61190876|0.2386028039999999|-17.55852148|-14.44334401|39.97842884|2044.612273|431.7909048|-534.4037285|799.8313017999999|6.2973559020000005|11.6571716|0.851121611|130.8549791|19.64292268|0.01768964|-232.6328342|726.7881391|8.744745933999999|1.0|1.0|0.0|1.0|1.0|1.0|0.0|-8.03|4.2|54.46|1.91|0.0|0.0|90.49|0.0|-3.87|23.0|-5.95|298.34|0.0|1.0|-4.16|0.0402|0.0207|0.0|0.0|9.31e-09|||||||||||||||107.0|6.9706|6.9706
17a_a6|1|0|0|3.3685510360000004|0.0|0|7.412764017000001|1|1.424257628|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|-0.686067347|0.078798543|10.94948984|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.08716369|-0.106323149|0.8013954109999999|0|-0.109388399|0.031147305|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|554.1936506|-41.34573382|-27.26767299|83.46070738|2816.084228|494.010135|-1363.383649|2217.333474|8.337470517|16.13665395|0.935437602|149.60699319999998|35.323795000000004|0.019808023|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|1.0|1.0|2.0|0.12|-9.01|4.32|95.85|1.7|2.0|0.0|116.79|0.0|-5.81|31.0|-5.89|409.44|0.0|0.0|-5.17|0.000637|0.00274|0.0|0.0|9.77e-10|-0.05753|3.5421|4.04|2.9753|-1350.078838|416.71|0.3933|350.03|574.02|-1349.830672|-0.12425|4.1627|-0.18178|0.02379552|24.0|7.6198|7.6198
14ac_a23|0|1|1|0.0|-9.994971573|2|7.423568444|0|1.1979507740000002|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|-0.66443411|0.0518788009999999|10.3132169|2|-0.004445662|-0.069765112|-0.287952039|2|0.5562570379999999|0.1374474|0.054652466|0.537271445|1|-0.097100967|0.016832361|-66.72452104|-73.32014595|57.45545019|0.068856366|-0.043970249|-55.36344264|0.327656318|-50.3831402|-33.20157553|79.43449928|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|8.122941134|15.90074614|0.95751094|145.1421706|41.10214358|0.019122137|-464.8074813999999|2178.41361|14.43896921|1.0|0.0|1.0|1.0|1.0|1.0|0.12|-9.03|8.36|105.02|4.6|2.0|1.0|130.29|0.0|-7.31|38.0|-5.84|547.48|1.0|0.0|-6.65|2.69e-05|0.000123|0.0|2.0|9.25e-10|-0.08813|4.0014|4.93|3.6325|-2303.9786940000004|341.32|0.3209|309.85|627.76|-2303.749331|-0.15055|6.3004|-0.23868|0.02262555|4.0|8.3851|8.3851
22_a20|0|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|-0.238401323|-0.00147607|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|-0.079707783|-0.066832578|10.93106272|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|-0.044184455|-0.067650395|0.607038752|1|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|9.022387025|0.053484974|-0.027118811|-28.7463017|54.71081293|-25.39523478|-17.65860151|47.00134116|2738.108259|616.3298149|-882.9300756000001|2396.806062|7.408914181|14.17638345|0.913422548|149.350479|22.91425458|0.01345209|-352.4559681|1145.712729|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|0.08|-9.69|5.39|67.39|2.61|2.0|0.0|121.62|0.0|-5.6|31.0|-5.58|401.46|0.0|0.0|-5.53|0.000997|0.0012|0.0|0.0|2.04e-10|-0.0568|5.5591|4.07|3.9732|-1275.816275|312.05|0.2636|223.03|563.43|-1275.598059|-0.16176|4.8308|-0.21856|0.03226475|231.0|6.6364|6.6364
EW7203_a60|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984431|0.025672274|-0.00698487|5.351858133|0.0075638519999999|2|0.041767677|-0.092774356|-0.377182982|0.03824498|10.31162855|1|0.0036417359999999|-0.049287858|-0.090115975|1|0.80330079|0.002441966|-0.089945913|0.760234689|0|-0.096226348|0.020156795|-49.19385637|-62.23028092|80.48638339|0.113924842|-0.036566012|-40.24477665|0.0|-31.81402579|-23.64750675|62.22940284|2913.880231|573.0312689|-1182.375337|1660.077477|8.310125852|16.53092404|0.989250745|150.7881632|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|0.13|-6.7|2.6|117.47|2.17|2.0|0.0|133.97|0.0|-5.74|31.0|-6.35|425.51|0.0|0.0|-4.82|0.000768|0.0065|0.0|0.0|2e-07|-0.06188|5.0166|3.64|3.5192|-1667.993536|352.3|0.2385|247.15|546.85|-1667.78681|-0.1446599999999999|1.7676|-0.20654|0.03203878|9.0|8.0334|8.0334
4R4k_a46|0|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|-0.1149361969999999|10.94631314|1|0.006050983|0.008544799|0.012963356|1|0.78837943|-0.003017362|-0.141706595|0.784722915|0|-0.085931818|0.007883196|-47.73036108|-45.72566346|173.3171354|0.109374836|-0.030434186|-24.33134018|0.0|-25.39807111|-16.19450581|51.92513282|2105.035168|473.9155694|-777.3362788|1767.850427|5.522208638|10.33328154|0.871222588|70.94107067|18.68565706|0.007248925|-390.2334878|896.9115391|3.857266463|1.0|1.0|0.0|1.0|1.0|1.0|0.33|-6.61|4.77|50.94|2.84|1.0|0.0|100.96|0.0|-4.82|25.0|-5.46|333.43|0.0|1.0|-4.83|5.0|0.0049299999999999|0.0|0.0|2.48e-07|-0.02045|5.2965|4.52|4.1392|-1053.413412|299.53|0.2896|234.09|490.83|-1053.202129|-0.17484|1.8559|-0.19529|0.0257622|97.0|7.0132|7.0132
17_a12|0|0|0|0.0|0.0|0|6.823286122000001|1|0.610029543|0.132275232|-0.00864055|4.727387819|-0.058347964|3|0.035816993|-0.210594127|-0.38018419|-0.072956553|10.31157659|1|-0.000651751|-0.113649923|-0.202276514|2|0.918713011|-0.043392747|-0.11976662|0.859088647|0|-0.096209886|0.011226177|-36.25249721|-50.13411606|69.36398419|0.141880635|-0.035198739|-26.12444199|0.0|-18.89085387|-18.34174978|42.10235809|2246.161353|447.1583691000001|-752.0117408|1470.257187|5.669161963|10.61752641|0.8728564259999999|111.1480977|23.31475957|0.015049295|-298.7949107|955.9051425|7.842053909|1.0|1.0|1.0|0.0|1.0|1.0|0.17|-7.16|2.56|78.41|2.47|0.0|0.0|103.12|0.0|-4.51|24.0|-6.07|333.41|0.0|1.0|-4.24|0.0103|0.0191|0.0|0.0|6.97e-08|-0.06322|4.4014|2.87|3.7723|-1366.776169|328.67|0.2213|281.69|419.49|-1366.638303|-0.15459|2128.0|-0.21781|0.02800938|16.0|7.7959|7.7959
