molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
47i_a18|0.0|0|0|0.0|0.0|0|1.251177255|0.053794607|-0.006882626|4.844187086|0.037484277|-0.037689885|-0.440488042|-0.000919158|0.073977454|10.94702091|-0.040514277|0|-0.057689282|-0.162274487|0|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0|-0.0780255879999999|-0.089609068|0.279553995|-62.41153158|137.1555392|-0.035256027|4.727502734|82.81385171|-2.150617629|68.954317|61.13143233|0.487446923|-1497.876758|1333.332089|-17.10248143|0.139131409|9.573882864|0.951017454|6353.6617320000005|28.52393145|-502.6804099|1739.959818|855.7438937000001|1.0|0.0|1.0|1.0|3.0|4.05|0.0|0.22|3.28|2.8|85.29|2.74|3.0|1.0|134.83|1.0|-5.18|3.0|-6.36|0.0|1.0|2.5|6.58e-06|0.0029|1.67e-05|0.00735|1.04e-09|-0.05062|-1416.260696|-1416.233978|744.95|383.61|0.5085|383.61|664.78|0.69175|0.69175|-0.13237|2.7749|-0.18299|0.02671774|3.5235|7.7212
2_a4|0.0|0|0|0.0|0.0|0|1.189716144|-0.072708147|-0.00708265|4.59511985|0.037777778|0.08246129|-0.269140683|-0.001386521|0.090707854|10.95268469|0.076479666|0|0.127695325|0.228655117|1|0.11821091|0.1355918559999999|0.847373823|0.912872667|0|-0.117395215|-0.105102755|0.442778552|-44.27948986|108.4760726|-0.0379537729999999|1.123639184|0.0|-1.366335816|48.93681624|52.12536246|0.3961813179999999|-575.6333682|910.3327882|-6.736463618999999|0.156892292|4.710383035|0.656126301|3396.86527|18.96532986|-289.1005902|682.7518749|284.26458360000004|1.0|0.0|1.0|0.0|2.0|3.33|0.0|0.27|2.12|0.83|45.15|1.63|0.0|0.0|79.59|2.0|-2.18|4.0|-6.69|1.0|0.0|1.24|0.0066|1.67|0.00171|434.0|1.4800000000000002e-05|-0.01612|-819.9326497000001|-819.8996124|458.73|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-0.14614|1.7717|-0.16226|0.033037353|3.0946|7.5086
14r_a23|0.0|0|1|0.0|0.0|2|1.197963203|-0.009140243|-0.006323791|5.351858133|0.045277778|0.014148395|-0.322513347|0.007671236|-0.079935667|10.31321824|-0.064006338|2|0.033038452|-0.17267308|2|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|-0.062618931|-0.085881409|0.375360556|-55.30494931|86.14846171|-0.03654528|7.956082857|55.62948521|-1.717628177|66.31173073|52.67940305|0.4661909429999999|-1106.098986|2306.754114|-15.15517566|0.211777163|7.555307147000001|0.873329024|6744.848704999999|29.85706563|-371.2130393|1403.282085|599.5697147999999|0.0|1.0|1.0|0.0|1.0|3.47|3.06|0.05|3.78|4.58|105.02|3.4|2.0|1.0|120.24|1.0|-5.58|5.0|-6.31|0.0|0.0|3.7|2.66e-06|0.00114|7.73e-06|0.00332|2.14e-08|-0.06842|-1729.1556449999998|-1729.1326809999998|678.08|389.92|0.2346|208.71|513.71|0.30482|0.68115|-0.15536|6.2620000000000005|-0.22378|0.02296354|8.8722|8.2684
13_a15|0.0|0|0|0.0|0.0|0|1.4356889940000002|-0.139434143|-0.006348913|0.0|0.029206349|-0.006938727|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|-0.010882979|-0.272482143|2|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|0.708462114|-61.86632281|72.25096855|-0.033811561|6.447664726|0.0|-1.961070565|72.41636305|53.45565817|0.482317225|-1237.326456|3581.589629|-13.46007201|0.244716567|5.21465994|0.931684902|7196.400881999999|28.24531009|-322.1392954|1638.227985|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.13|4.19|0.07|4.33|6.69|59.51|2.52|2.0|0.0|138.24|1.0|-6.32|4.0|-5.26|0.0|0.0|4.61|4.77e-07|0.000214|7.970000000000001e-07|0.000357|1.27e-09|-0.03946|-1450.756042|-1450.727602|674.36|482.03|208.0|314.52|549.33|0.63827|0.70626|-0.11283|3.5479|-0.15229|0.02844037|6.0429|8.2218
12k_a36|0.0|1|0|3.483171769|0.0|0|1.297043952|-0.076124222|-0.0071232019999999|5.351858133|0.039061728|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|-0.058284869|1|0.163804836|-0.1619981409999999|1|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|0|-0.075717305|-0.101946803|0.367754573|-67.14870046|103.5614526|-0.037758075|7.838185977999999|0.0|-2.038936068|78.24529096|61.7723974|0.478908312|-1342.974009|2294.707886|-16.38090333|0.219318299|7.241602627000001|0.919048073|6027.033337|31.85663123|-369.7499256|1720.258086|698.847203|0.0|0.0|1.0|0.0|2.0|4.89|0.0|0.12|3.62|2.42|69.2|2.38|1.0|0.0|133.84|1.0|-4.58|4.0|-6.34|1.0|0.0|2.37|2.6e-05|0.0106|2.82e-05|0.0115|9.66e-08|-0.0497|-1310.3453949999998|-1310.312649|697.92|338.46|0.3116|245.37|530.51|0.5249199999999999|0.70031|-0.15053|5.7818|-0.20023|0.03274587|7.3988|7.8539
5a_a49|0.0|0|0|0.0|0.0|1|1.343848751|0.079751437|-0.009147269|5.777652323|0.034466231|-0.072902329|-0.493952547|0.007647515|-0.046327135|10.92976459|0.076610236|1|-0.1205081119999999|-0.26176436|2|0.001251171|0.127914587|0.855876084|0.632463498|1|-0.072109357|-0.0787216|0.6254267029999999|-46.04810561|116.9370825|-0.027311576|9.77851757|54.35929907|-1.338267206|61.89135559|58.89715956|0.490453006|-782.8177953|1887.422375|-9.345067946|0.393071247|6.0732145310000005|0.962527525|6294.404170000001|26.32248561|-125.09569170000002|1289.801795|592.5885712|0.0|1.0|1.0|1.0|0.0|3.37|2.93|0.22|3.3|3.68|73.14|2.07|1.0|0.0|116.62|1.0|-3.84|5.0|-6.84|1.0|1.0|2.93|0.000146|0.0578|5.09e-05|0.0202|1.1900000000000001e-07|-0.05062|-1311.995327|-1311.960542|625.06|316.13|795.0|236.42|443.78|0.31953|0.66225|-0.16176|5.6104|-0.21238|0.03478454|7.0102|7.3665
8f_a8|0.0|1|0|2.939511291|0.0|1|1.394802091|0.024051247|-0.01032134|4.844187086|0.043758865|0.0587545909999999|-0.485102985|-0.007796225|-0.08540947|10.94343488|0.007079485|1|0.152294451|0.254819201|0|-0.016217844|0.010682683|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|0.308621017|-62.06002501|235.1097364|-0.048375351|4.613060521|67.99102163|-2.128515439|67.4402386|79.13157981|0.456995667|-1241.2005|1892.066521|-16.44956443|0.09422952|7.504290616|0.8416059290000001|5948.547713|31.14376424|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|0.0|2.0|3.14|2.85|0.0|4.69|4.72|80.88|4.11|2.0|0.0|105.27|1.0|-5.21|4.0|-5.98|0.0|0.0|4.04|6.11e-06|0.0023899999999999|1.01e-05|0.00395|1.13e-08|-0.0675299999999999|-1361.658484|-1361.626748|602.63|355.5|0.3188|263.65|477.92|0.55661|0.69925|-0.14532|5.8283|-0.21285|0.03173623|7.8014|4.6428
13f_a6|0.0|1|0|3.440154557|0.0|0|1.429020649|-0.088329567|-0.006930367|4.727387819|45.0|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|0.079490516|-0.223618825|2|-0.028317736|-0.088948538|0.834167942|0.790249345|1|-0.073352505|-0.092939631|0.176745407|-62.41821579999999|91.85971442|-0.032802223|8.368715213|0.0|-1.672913351|75.61173794|61.72438096|0.401838426|-1123.527884|3253.287533|-14.79531062|0.279288145|9.050440345|0.6717890999999999|6128.208571|30.56694343|-296.4599736|1558.914115|676.2770877|1.0|1.0|1.0|1.0|2.0|3.56|2.21|0.08|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|-5.11|5.0|-6.52|0.0|1.0|3.19|7.74e-06|0.00323|1.65e-05|0.00688|6.59e-11|-0.07786|-1347.301285|-1347.266914|711.29|394.98|901.0|256.1|568.41|0.49643|0.70541|-0.12805|10.8469|-0.2059099999999999|0.03437105|13.9612|7.3768
3l_a32|0.0|1|1|3.672194822|0.0|0|0.609420748|-0.003342759|-0.0054004|5.733341277|0.035643275|-0.039331295|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|-0.068876714|-0.087213805|0|-0.136589369|-0.184582641|0.7973741999999999|0.776480242|1|-0.069304303|-0.088417589|0.270668623|-51.41835077|66.55229892|-0.028831823|4.141107366|0.0|-1.326263838|58.10243176|47.42414825|0.453630671|-771.2752615|2415.340446|-9.750593329|0.211763281|6.414825717|0.8302637909999999|5429.531532999999|21.27134288|-335.2422712|978.4817724|565.7000781|0.0|1.0|1.0|1.0|1.0|3.58|3.54|0.35|7.34|6.17|110.94|2.64|2.0|0.0|110.16|1.0|-7.6|3.0|-4.71|0.0|1.0|5.04|2.52e-08|9.59e-06|9.7e-07|0.0003689999999999|3.16e-08|-0.0529799999999999|-1789.475625|-1789.4501510000002|629.26|351.04|0.2876|351.04|468.81|0.70282|0.70282|-0.14664|3.3955|-0.19962|0.02547484|5.7721|7.9208
14y_a23|0.0|0|1|0.0|0.0|2|1.197960595|0.0600764409999999|-0.005875443|5.351858133|0.046678487|0.041892637|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.07646106|-0.125978901|2|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|-0.057809342|-0.080613242|0.2271539169999999|-55.74067298|51.68445972|-0.034303507|8.990852582999999|82.29531392|-1.612264842|67.16839951|52.97547894|0.486730407|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|8.213390641|0.948293868|7320.809595999999|30.28429949|-391.6770747|1423.362076|665.6233736|0.0|1.0|0.0|1.0|1.0|3.41|3.49|0.05|4.64|5.32|105.02|3.99|2.0|1.0|130.3|1.0|-6.77|4.0|-5.8|0.0|0.0|4.45|1.7e-07|8.18e-05|7.37e-07|0.000354|2.6899999999999996e-09|-0.08374|-2549.104894|-2549.091817|713.1|340.49|444.0|340.49|585.2|0.61338|0.61338|-0.14942|4.8799|-0.2331599999999999|0.01307741|6.5205|8.4225
13b_a30|0.0|0|0|0.0|0.0|0|0.604984129|0.112353041|-0.011016128|5.351858133|0.041728395|-0.035340334|-0.627919307|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|1|-0.062905093|0.006103754|1|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|-0.109962789|-0.113554975|0.3529073379999999|-76.67161447|206.54056530000005|-0.042850934|8.459192992|105.341977|-2.271099499|88.26741491|86.77473353|0.454574838|-1533.432289|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|0.8334321|6627.406474|36.15271139|-405.5090587|1916.093704|713.7769663|0.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|3.04|1.72|124.74|2.06|1.0|0.0|135.37|1.0|-5.01|5.0|-7.05|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0221|6.520000000000001e-07|-0.05434|-1744.492044|-1744.446479|721.48|353.68|0.2783|245.51|544.04|0.32563|0.6862699999999999|-0.14879|3.8495|-0.20313|0.0455651|5.3762|7.5901
17a_a22|0.0|0|0|0.0|0.0|1|1.2689202|-0.0422459529999999|-0.005149751|4.727387819|0.043274232|-0.054347074|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|-0.089641194|-0.126659773|2|0.155547571|-0.010355535|0.805071997|0.7994946709999999|1|-0.072161482|-0.08790445|0.345497724|-60.0620365|96.01444244|-0.030843667|6.55749888|0.0|-1.758088991|73.26110471|58.9027164|0.485943988|-1201.24073|1934.881271|-14.39939974|0.289041025|8.549622191000001|0.945313306|6343.687177000001|29.64221498|-288.28178110000005|1689.6062539999998|784.2697099|1.0|0.0|1.0|1.0|1.0|4.02|-3.24|0.15|3.93|4.93|68.52|2.01|2.0|1.0|128.29|1.0|-4.75|5.0|-6.39|1.0|0.0|2.25|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|7.41e-10|-0.15124|-1408.300966|-1408.279257|731.19|887.46|185.0|255.63|577.52|0.46268|0.71303|-0.06214|3.0156|-0.21338|0.02170866|2268.0|7.0862
9b_a31|0.0|1|0|3.338934004|0.0|0|0.610136326|0.010411229|-0.0141390689999999|5.733341277|0.03995614|-0.045938305|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.075191042|-0.2345186269999999|0|0.01752821|-0.154083843|0.899394425|0.77051712|0|-0.103937658|-0.131125311|0.241728566|-80.40427495|202.8908225|-0.039058603|13.00794571|552.0968813|-1.835754351|95.78862992|84.94685678|0.469546953|-1125.659849|1711.969694|-14.68594601|0.310824817|8.097516252|0.88518099|5524.468603|34.75199071|-231.99935|1633.343563|524.0230338|1.0|1.0|1.0|1.0|2.0|3.58|2.76|0.32|5.26|3.5|117.37|0.86|1.0|0.0|103.36|1.0|-4.76|5.0|-6.77|0.0|1.0|3.0|1.76e-05|0.00675|0.000137|0.0527|1.44e-07|-0.0422899999999999|-1578.839267|-1578.801576|663.06|322.58|0.2732|224.94|562.68|0.41622|0.70102|-0.15907|5.2851|-0.2013599999999999|0.03769117|6.8028|7.2007
7_a4|0.0|0|0|0.0|0.0|1|1.343865525|-0.237954652|-0.001729561|5.4161004020000005|0.037694444|-0.07290303|-0.076100699|0.008409909|-0.125778587|10.92992954|0.04206117|1|-0.162314698|-0.094000778|2|0.022270259|0.0707653759999999|0.87010589|0.518356619|1|-0.0650223009999999|-0.071288428|0.470973822|-35.88407105|87.67070691|-0.026733161|3.726212114|79.08210981|-1.06932642|44.34066533|40.13253521|0.437317462|-538.2610657|1915.566579|-6.773539148999999|0.282008333|5.512905888|0.7772010559999999|5022.496714|18.74189807|-219.4585767|749.6759227000001|407.1471338|1.0|0.0|1.0|1.0|0.0|3.05|2.7|0.15|4.42|4.67|43.6|2.82|0.0|0.0|95.07|1.0|-3.81|4.0|-6.03|1.0|1.0|3.56|0.000156|0.0514|3.92e-05|13.0|3.49e-08|-0.05217|-1089.870249|-1089.847072|538.92|307.05|0.0697|307.05|365.73|0.59702|0.59702|-0.16975|3.9832|-0.2219199999999999|0.02317758|4926.0|6821.0
3t_a32|0.0|1|1|3.4477303|0.0|0|0.609420752|0.028840888|-0.006089333|5.733341277|0.03995614|0.028527045|-0.304466646|9.83e-05|0.012069208|10.31100267|-0.086478322|3|0.049606573|-0.122301673|0|0.0466380209999999|-0.146047869|0.870628579|0.687253845|1|-0.080203824|-0.0974995|0.217914628|-61.58101978|108.2086749|-0.026967947|5.681818647999999|0.0|-1.267493496|72.43498782|59.65287508|0.481726305|-800.5532571|2241.507646|-10.75813179|0.315525518|8.107111779|0.929482453|5525.861115|24.88485469|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|1.0|3.58|3.41|0.3|7.65|5.42|128.01|1.74|2.0|0.0|112.48|1.0|-6.48|4.0|-5.81|0.0|1.0|4.46|3.28e-07|0.00013|1.16e-05|0.00462|9.86e-09|-0.05507|-1864.708995|-1864.678788|677.16|349.38|0.2906|349.38|575.45|0.70286|0.70286|-0.14739|1.2641|-0.20246|0.03020622|2.7003|8.0458
3a_a49|0.0|0|0|0.0|0.0|1|1.343850114|-0.05210989|-0.006374689|5.4161004020000005|0.0355787039999999|-0.044367345|-0.337858497|-0.000349523|-0.060613765|10.92976559|0.00497674|1|-0.074886415|0.003978478|2|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|-0.094437035|-0.088484274|0.526915193|-51.82200998|158.77029040000002|-0.030698626|5.558553447|59.40691577|-1.504232653|64.2037853|64.79936082|0.474653816|-880.9741697000001|1793.526571|-10.52968207|0.310225187|6.566343333|0.903506738|5792.106924000001|26.06512204|-222.2883651|1277.19098|578.2841135|1.0|0.0|1.0|1.0|2.0|3.25|2.11|0.18|2.77|2.81|98.72|1.04|1.0|0.0|112.14|1.0|-3.06|5.0|-7.67|0.0|1.0|2.02|0.000878|0.3379999999999999|0.000503|193.0|6.52e-08|-0.05732|-1254.012043|-1253.973708|635.89|320.04|0.3467|240.06|449.68|0.53794|0.66614|-0.15978|3801.0|-0.2171|0.03833529|4.2593|7.1938
7d_a10|0.0|0|0|0.0|0.0|1|1.34384996|-0.117302383|-0.00179944|5.4161004020000005|0.041369509|-0.042667459|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|-0.09209689|-0.089622042|2|0.0658971929999999|-0.051603612|0.869684772|0.525816226|1|-0.059327943|-0.070901708|0.421731106|-37.61597161|84.32774259|-0.024733154|2.9540236560000004|89.87999909999999|-1.063525614|45.08492005|37.04365163|0.484115691|-564.2395741|1597.531619|-6.961625817000001|0.270414577|6.100927672|0.938419104|5174.981962|17.98535187|-243.607074|773.3701306|460.1866123|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|4.92|4.97|43.6|3.04|1.0|0.0|100.04|1.0|-4.22|4.0|-5.83|1.0|1.0|3.95|5.98e-05|0.0206|1.9e-05|0.00654|1.46e-08|-0.05634|-1129.198363|-1129.175857|574.87|319.09|0.2593|212.18|417.68|0.32059|0.68393|-0.1633099999999999|3.0178|-0.21965|0.02250617|3.4695|6.0325
18_a34|0.0|0|0|0.0|0.0|1|1.4547811819999998|-0.063113846|-0.014733513|5.351858133|0.040527066|-0.100548575|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|-0.155197864|-0.478810922|1|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|-0.090328365|-0.129784908|0.295523326|-71.65163761|171.24705480000003|-0.0422555509999999|12.44948722|54.26737825|-1.816988713|86.77082535|72.41862911|0.441058733|-1003.122927|1774.550004|-12.87916264|0.304150055|6.282442545|0.789096743|5296.289007|33.52510165|-216.2496321|1441.579371|428.6241319|1.0|1.0|0.0|1.0|0.0|3.28|3.61|0.21|3.13|3.15|75.47|1.49|1.0|0.0|93.91|2.0|-4.32|6.0|-6.26|1.0|1.0|2.89|4.77e-05|0.0167|7.829999999999999e-05|0.0275|2.22e-06|-0.03925|-1199.288654|-1199.259634|592.04|300.68|0.3525|279.66|483.87|0.56101|0.60488|-0.17549|5.0935|-0.21474|0.02902032|6.7806|5.6144
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|0|1.430935835|0.043282217|-0.015636898|5.351858133|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|0.164429684|-0.033765606|1|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.126408788|-0.122555709|0.210050443|-72.69619778|240.8019609|-0.0462988229999999|11.61820782|105.3125675|-2.083447046|87.15852628|94.56841061|0.472445176|-1235.8353619999998|1890.228713|-16.29019397|0.2468003389999999|7.523839331|0.895537592|5748.417262|36.46179023|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|4.04|3.63|103.12|1.54|1.0|0.0|106.85|1.0|-4.52|5.0|-6.73|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.03e-08|-0.05971|-1292.588032|-1292.553086|619.92|376.28|0.5765|324.5|464.07|0.55256|0.69868|-0.13329|6.0113|-193.0|0.03494577|8.8611|5.8119
20_a47|0.0|0|1|0.0|0.0|1|1.408721455|0.055662511|-0.011237762|4.727387819|0.039520202|0.031814023|-0.505699304|-0.009220816|-0.052370531|10.95058273|0.071506228|1|0.087325054|-0.297094867|2|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|-0.083811055|-0.092005493|0.213977589|-50.14789824|169.6050003|-0.032859105|7.00733184|49.00609086|-1.38008239|69.09296541|58.53772498|0.4642647929999999|-752.2184736|1219.306754|-9.761884958|0.404765791|7.022502229|0.86659377|5896.060936|30.08893541|-103.815441|1263.735287|428.5826478|1.0|1.0|1.0|1.0|2.0|3.19|2.96|0.05|2.56|4.54|84.73|2.75|1.0|0.0|99.68|1.0|-4.06|6.0|-6.75|0.0|1.0|3.09|8.72e-05|0.0332|8.32e-05|0.0316|4.89e-08|-0.06357|-1335.742176|-1335.708279|557.84|311.45|0.2807|311.45|426.08|0.68219|0.68219|-0.16377|3.1747|-0.22734|0.03389691|4.3277|8.6
17b_a50|0.0|0|1|0.0|0.0|2|1.348984601|-0.145258626|-0.002181823|5.82008293|0.032052154|0.035558152|-0.144000296|0.012409091|-0.152660972|10.94500663|-0.15040528|2|0.05636897|-0.357011777|1|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|-0.047785496|-0.07555585|0.4220781729999999|-52.58062823|47.42733742|-0.02681014|6.247196459|86.9549829|-1.662228695|59.65808461|42.23167946|0.4835366239999999|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|0.936245718|6059.076348|23.22374317|-422.2639022|1439.872076|862.3868512|1.0|1.0|1.0|1.0|0.0|4.17|3.57|0.35|4.18|4.92|51.77|2.71|3.0|0.0|131.39|1.0|-4.75|4.0|-6.09|1.0|0.0|3.87|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|2.87e-08|-0.0318|-1337.1910779999998|-1337.164673|752.09|306.75|0.1817|292.09|647.75|0.6269899999999999|0.66195|-0.16699|6.3333|-0.19879|0.02640483|8.4096|6.9136
9g_a24|0.0|1|0|2.931798469|0.0|1|1.427608366|-0.318471716|-0.00106361|5.283203728999999|0.0279797979999999|-0.162313932|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|-0.292600863|-0.049325609|2|0.13372961|-0.045107345|0.859302479|0.657503038|0|-0.064835725|-0.065668047|0.383340003|-32.49188065|65.73938109|-0.021297745|4.593165278|0.0|-0.788016565|49.25777584|41.36311977|0.427531635|-389.9025677|1196.910121|-5.214049137|0.518073552|6.124370267000001|0.746821416|4355.725609|21.8662148|17.88521849|809.0499476|341.3207334|1.0|0.0|1.0|1.0|1.0|2.8|1.78|0.06|2.91|2.93|72.28|0.64|0.0|0.0|87.53|1.0|-2.49|4.0|-7.17|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|247.0|3.720000000000001e-07|-0.03585|-984.5891383|-984.5565078|524.03|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-0.17806|2.9691|-0.21391|0.032630457|4.4131|7.1675
11c_a31|0.0|1|0|3.336985072|0.0|0|0.6101368770000001|0.069254998|-0.0184155389999999|5.733341277|0.037731481|-0.031640011|-0.847114804|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.0512371409999999|-0.16065803|0|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|-0.138002689|-0.14043574|0.3608415239999999|-82.24513417|255.2562173|-0.042457317|11.74927853|70.98337779|-1.825664624|99.31985763|100.8824395|0.47997061|-1069.186744|1770.045716|-14.56188764|0.323910768|7.259183801|0.922968238|5329.481371|36.77740577|-206.2506659|1581.428448|449.7512005|0.0|1.0|1.0|1.0|2.0|3.51|2.66|0.28|5.04|3.64|125.57|1.03|1.0|0.0|97.32|2.0|-5.11|6.0|-6.56|0.0|1.0|3.04|7.68e-06|0.00285|0.000105|39.0|1.45e-06|-0.03532|-1559.3980869999998|-1559.353434|622.22|321.61|0.2627|321.61|512.9|0.7005899999999999|0.7005899999999999|-0.15994|5289.0|-0.19526|0.04465349|7.5091|6.8861
4a_a46|0.0|0|0|0.0|0.210988875|1|1.13463711|-0.214093513|-0.001042349|5.587248657999999|0.0473245609999999|-0.137420119|-0.051075084|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|-0.216904465|-0.129430244|2|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0|-0.05488948|-0.067863141|0.264863483|-35.24319509|39.49069232|-0.022129285|2.523263761|55.05332552|-1.017947119|41.15334508|33.36433008|0.4289963579999999|-528.6479264|1427.844961|-5.968291366|0.2573736219999999|5.613813876|0.751302315|4481.754309|15.47527339|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|1.0|0.0|3.76|2.8|0.35|4.18|4.46|43.6|2.35|0.0|0.0|96.74|1.0|-3.93|3.0|-5.87|1.0|1.0|3.43|0.000117|0.0372|4.89e-05|0.0156|1.53e-07|-0.02921|-994.237445|-994.2146342|560.87|272.77|0.1694|272.77|467.4|0.6893600000000001|0.6893600000000001|-0.19067|3.1825|-0.21988|0.022810825|3.7138|6.7423
12h_a40|0.0|0|0|0.0|0.0|1|0.60499064|0.104392974|-0.008044548|5.4161004020000005|0.041915709|0.208938531|-0.289603712|-0.000134504|0.189869851|10.31197256|-0.21893421|2|0.367928263|0.224167029|0|0.116873629|-0.335801908|0.845904643|0.6948809659999999|1|-0.0954337969999999|-0.091448888|0.006997021|-48.34705035|84.86252967|-0.038796498|3.274152035|59.68939644|-1.280284432|54.9311782|56.64687411|0.4958138139999999|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|0.983394285|5087.343024|24.30173133|-363.7398044|801.957134|350.9435025|0.0|1.0|1.0|1.0|1.0|3.19|3.0|0.0|4.59|5.02|84.45|3.76|2.0|1.0|96.16|1.0|-6.25|2.0|-5.13|0.0|1.0|4.22|5.58e-07|0.0002009999999999|2.61e-06|0.000942|1.44e-07|-0.07512|-2153.207198|-2153.186757|548.82|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|-0.1092|2.5573|-0.18432|0.02044063|3.5425|6.0846
