molecula|SddssS|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w MLOGP|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
19j_a38|0.0|3.235947106|0.0|0|2|2|1.29704352|0.0|-0.007976154|0.04391253|0.0|-0.438688445|-0.004442319|0.003554228|10.95429182|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.0250587|-57.80349365|-73.92901683|17.15233756|131.29876370000002|0.192823617|131.9851314|-0.038119963|11.74054073|29.18585028|0.714369845|-1.944118135|90.05233553|-26.09259418|74.95583121|2969.234865|-1330.722303|-17.86002424|0.285630155|12.69084117|195.5099392|-910.8612362|36.5253298|-293.4664598|1862.79182|640.025745|1.0|0.0|1.0|1.0|3.0|4.81|2.34|0.13|1.76|5.0|5.0|-7.13|426.45|0.0|0.0|-4.12|4.46e-05|19.0|0.0322|0.0|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|3.23|3.6886|-1424.426858|-1424.390074|686.26|1163.3|533.97|-1424.183388|-0.15182|-0.21629|0.03678378|8.0|8.1146|8.1146
6g_a40|0.0|0.0|0.0|1|1|2|0.604893315|1.628664494|-0.022381557|0.039863946|0.607999575|-1.09669629|-0.019683422|0.07194868|10.30179936|2|-0.018182514|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0|0.8316888240000001|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|1|0.605346707|-0.164941808|-0.156296046|0.017750905|-107.2113398|-101.5916383|11.53799852|328.78166810000005|0.3946532929999999|256.5226419|-0.059045173|7.499640603|47.36081569|0.824204189|-2.657032782|114.7475987|-38.37906336|118.7493383|3142.74733|-1727.0578510000005|-24.9461968|0.175795811|12.10032156|114.2663866|-1122.578856|46.56499428|-421.4621621|2095.424743|590.1686672000001|0.0|0.0|0.0|1.0|3.0|4.06|2.28|0.21|0.59|5.0|7.0|-7.02|474.53|0.0|0.0|-4.71|6.049999999999999e-08|2.87e-05|0.00917|1.0|0.0|0.0013599999999999|0.6459999999999999|-0.08622|7.38|2.8135|-2522.023752|-2521.990118|669.8|1144.59|514.77|-2521.8114530000003|-0.11857|-0.20479|0.03363483|47.0|7.3279|7.3279
7e_a8|0.0|3.038052327|0.0|1|0|0|1.394799915|1.3496955309999998|-0.006027596|0.043758865|0.0|-0.289324602|0.0024398329999999|-0.11032771|10.94332434|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.790500031|0.577394732|0|0.8291560379999999|-0.08608941|-0.0886889709999999|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|102.177831|-0.037446454|7.725998682999999|63.5628736|0.776001552|-1.6850904519999998|64.23177694|-22.39586026|64.40615805|2605.914474|-1007.813711|-13.39444718|0.223998448|14.654025199999998|133.9683023|-602.7501229|28.86058693|-330.14031780000005|1298.726412|519.5762494|1.0|0.0|0.0|0.0|1.0|3.2|3.38|0.04|3.54|4.0|4.0|-5.43|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|0.00149|0.0|0.0|5.07e-09|1.95e-06|-0.0697|6.32|3.2363|-1300.495519|-1300.467069|622.23|1060.05|544.55|-1300.271093|-0.13577|-0.2054699999999999|0.02845071|35.1|4.4547|4.4547
15_a47|0.0|2.9226792460000004|0.0|0|0|0|1.304329657|0.0|-0.00516949|0.042285714|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.644280611|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|1|0.791753677|-0.084413593|-0.0904066519999999|0.016669157|-45.1562696|-48.36220049|8.917011222000001|61.0548099|0.208246323|111.3994409|-0.033307714|4.770072524|0.0|0.711630105|-1.265693121|59.79410145|-17.81765281|54.07328082|2327.320914|-677.0708068|-9.531388265|0.288369895|13.37174753|154.260803|-362.1927541|25.03780079|-226.4191275|951.4364299|383.4213189|1.0|1.0|1.0|1.0|2.0|2.89|2.1|0.06|2.83|3.0|4.0|-5.76|353.78|0.0|1.0|-4.85|1.29e-05|0.00455|0.00499|0.0|0.0|3.22e-09|1.14e-06|-0.0591799999999999|3.33|4.0594|-1527.4104|-1527.376145|552.16|930.51|419.75|-1527.265523|-0.16762|-0.2268|0.03425526|16.0|7.8|7.8
7f_a8|0.0|2.961566988|0.0|1|0|0|1.394802504|1.2793830309999998|-0.005338193|0.044814815|0.0|-0.234880498|0.00112124|-0.087673259|10.94343485|1|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|-0.08790841|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|130.7330978|-0.040738044|4.471132824|55.49953831|0.880922225|-1.670259798|55.85651025|-23.17880348|60.14140162|2534.956113|-950.3309426|-13.18808857|0.119077775|14.04331892|67.75191165|-540.7116315000001|26.31197491|-433.4681077|1078.790971|446.5544107|1.0|0.0|0.0|0.0|1.0|3.14|3.23|0.0|4.27|3.0|4.0|-5.27|373.35|0.0|1.0|-5.5|2.09e-06|0.00078|0.00118|0.0|1.0|3.5e-09|1.31e-06|-0.07492|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|991.61|495.55|-1285.017838|-0.14506|-0.21998|0.02809022|35.65|4.4479|4.4479
10_a32|0.0|3.294952523|0.0|0|0|0|0.6094207629999999|0.0|-0.016404762|0.03995614|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|-0.690879647|0|0.809370315|0.8607827790000001|0.012125768|-0.079818594|0.915639476|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.02575778|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|146.8439966|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|91.10767604|-24.0541214|70.46302679|2649.882742|-1058.381342|-14.85891856|0.305365257|12.86809583|188.6328503|-653.7924168|34.62844557|-240.4628923|1523.651605|513.9156315|1.0|0.0|1.0|1.0|2.0|3.56|3.12|0.22|0.88|7.0|5.0|-6.44|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|0.0155|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|4.12|3.6441|-1916.668776|-1916.631761|654.7|1086.09|533.89|-1916.460049|-0.15088|-0.2052199999999999|0.03701539|7.0|8.1427|8.1427
47n_a18|0.0|0.0|0.0|0|1|1|1.251175627|0.0|-0.007614955|0.032169312|0.0|-0.609196374|0.000271488|-0.003276575|10.94702025|0|0.001705837|0.026244774|-0.172015161|-0.258092915|-0.529441732|0|0.722991132|0.696612213|-0.09714337|-0.083719099|0.726888951|0.711628292|0|0.792429396|-0.079299822|-0.091185806|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|61.29571241|0.207570604|171.2889916|-0.031974244|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|86.44740177|-26.38541222|74.19865731|3349.802294|-2031.676741|-21.77346199|0.216078071|20.17045476|178.30942439999998|-1676.556573|33.65821422|-468.58948260000005|2591.682495|1306.125688|1.0|1.0|1.0|1.0|3.0|4.69|0.0|0.31|2.72|13.0|4.0|-6.68|539.67|0.0|0.0|-5.24|9.48e-07|0.000511|0.00308|0.0|1.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.3283440000002|-1743.299948|879.92|1565.37|799.02|-1740.5852670000002|-0.13138|-0.18391|0.02839695|64.0|7.1938|7.1938
12f_a36|0.0|3.50900085|0.0|0|2|2|1.297042537|0.0|-0.006773586|0.039061728|0.0|-0.40641518|0.003676818|0.012286423|10.95389399|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|0.01784834|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-0.035813075|7.769727312|0.835268043|0.7803018709999999|-2.00553221|76.51015325|-23.629013600000004|58.64442871|2770.818472|-1323.224761|-15.59012402|0.219698129|13.84366076|144.9540437|-873.0469447999999|30.28188764|-369.879252|1695.785708|729.1873176|1.0|0.0|1.0|0.0|2.0|4.94|0.0|0.21|2.45|6.0|4.0|-6.33|409.49|1.0|0.0|-4.57|2.48e-05|0.0102|0.0109|0.0|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|3.87|3.6545|-1311.57896|-1311.550167|699.88|1195.77|545.55|-1311.285102|-0.15011|-0.20046|0.02879265|11.0|7.9586|7.9586
9_a3|0.0|0.0|0.0|0|0|0|0.605017128|0.0|-0.007847313|0.034166667|2.4071976040000003|-0.298197887|-0.004918099|0.065373003|10.31162238|1|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.007377805|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|72.17854599|-0.038196575|1.6312253680000002|72.50764604|0.886859678|-1.336880133|43.50933802|-17.96047462|48.21513485|2017.0704920000005|-628.6166118|-8.445224386|0.1131403219999999|8.532203772|53.19989715|-295.5828535|20.25176593|-363.8118546|708.8118076000001|349.6957191|1.0|1.0|1.0|1.0|1.0|3.1|2.44|0.0|2.42|2.0|2.0|-5.21|303.38|0.0|1.0|-4.9|2.96e-06|0.000899|0.00379|0.0|0.0|5.5e-08|1.67e-05|-0.03999|3.28|3.7356|-1256.087705|-1256.0634710000002|512.44|857.36|350.27|-1255.9558029999998|-0.15834|-0.19833|0.0242342|10965.0|4.96|4.96
13a_a5|0.0|2.931642415|0.0|0|0|0|1.393002748|0.0|-0.006081807|0.023989899|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.016739606|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-1.426736914|72.13276165|-18.01047283|68.09484712|2657.14588|-918.5341141|-11.59515363|0.401208461|15.89940424|258.29825730000005|-591.3528349999999|30.07803494|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|1.0|2.0|3.07|2.46|0.13|0.95|8.0|5.0|-7.18|399.45|0.0|1.0|-3.74|0.000169|0.0675|0.0734|0.0|0.0|1.26e-09|5.02e-07|-0.05534|3.81|4.2107|-1313.167422|-1313.126035|688.18|1160.81|567.51|-1312.907813|-0.17364|-0.22898|0.04138695|91.0|7041.0|7041.0
12g_a30|0.0|0.0|0.0|0|2|2|0.6049842529999999|0.0|-0.010447128|0.039951691|0.0|-0.574592016|0.001371944|0.007330206|10.31162838|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|-0.539112991|1|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|-0.10344931|0.027436565|-58.41940906|-70.11305057|18.59520651|133.2169768|0.216337219|146.623137|-0.040568357|12.60295167|237.7754135|0.7743107290000001|-2.068986201|83.29752441|-27.49531395|77.01461557|3058.2873170000003|-1402.261011|-18.63502363|0.225689271|16.07139949|152.961516|-950.3862054|35.50940589|-371.8296813|1810.9797|683.7405759|1.0|0.0|1.0|0.0|1.0|4.67|0.0|0.13|2.06|6.0|6.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|0.00427|0.0|0.0|3.7600000000000003e-07|0.000165|-0.0576|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|577.31|-1742.965961|-0.15077|-0.2083699999999999|0.04012224|9.0|8.0334|8.0334
4e_a46|-3.742323661|0.0|0.092094405|1|1|1|0.300205548|2.12386814|-0.005995748|0.041636905|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|2|0.738134189|0.77019676|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-1.949960781|73.87174786|-23.48867857|71.49283399|3411.457836|-1479.78675|-17.82509456|0.204892146|15.06943449|155.48860530000002|-1122.980957|29.54149986|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|1.0|1.0|2.0|4.5|2.68|0.27|2.06|5.0|6.0|-6.6|488.6|0.0|0.0|-5.41|8.29e-07|0.000405|0.00191|0.0|0.0|1.56e-09|7.64e-07|-0.03893|8.03|4.1773|-1884.613031|-1884.564974|757.1|1343.97|655.69|-1884.255802|-0.17112|-0.21005|0.04805633|154.0|6.8125|6.8125
8c_a32|0.0|3.46252244|0.0|0|0|0|0.609420757|0.0|-0.0093793719999999|0.036711712|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|-0.578242111|0|0.788133615|0.845443342|-0.024032462|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|0.016240436|-46.47597924|-58.93213925|9.818219446|126.6561213|0.198252488|119.85432240000002|-0.027548799|5.935643221|78.19443734|0.600684883|-1.267244762|74.36515033|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|-10.06868562|0.399315117|12.81496717|241.4075262|-463.1595384|27.72624296|-121.7388847|1275.407176|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|1.1|7.0|4.0|-6.45|397.52|0.0|1.0|-4.39|1.5e-06|0.000597|0.0164|0.0|0.0|2.23e-08|8.86e-06|-0.04161|4.28|3.5673|-1880.764533|-1880.733377|646.97|1090.0|516.78|-1880.537558|-0.14712|-0.18873|0.03115673|37.0|7.4318|7.4318
12s_a36|0.0|3.486136149|0.0|0|2|2|1.297044029|0.0|-0.007059109|0.042804233|0.0|-0.4023692|0.002951176|0.0056370119999999|10.95352614|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.019457471|-46.58030248|-64.57958827|12.55883918|110.6090028|0.169662191|109.5085883|-0.035868226|8.106112169|10.23927133|0.754198383|-1.901015959|76.34126108|-23.15117315|59.13914165|2710.355028|-1227.012177|-14.94294208|0.245801617|13.98635088|158.6528381|-791.9759303|30.69639722|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|2.24|5.0|4.0|-6.55|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|0.02|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04908|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|523.72|-1272.00109|-0.15559|-0.20467|0.03416928|9.0|8.0458|8.0458
3_a47|0.0|0.0|0.0|0|0|0|1.304465159|0.0|-0.008740449|0.03308642|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|0.022804181|0.780628097|0.815682427|1|0.854727481|-0.083129079|-0.0948001|0.008609292|-43.59237092|-49.71258151|4.514659074|98.29790989|0.145272519|76.18000386|-0.036461577|2.367459086|1.139378223|0.7849694909999999|-1.422001494|58.22383723|-19.12022366|48.10703|2243.894237|-745.6887227000001|-10.02652614|0.2150305089999999|10.84023999|112.7606591|-391.0345195|24.35791949|-298.8724505|949.95886|418.022895|1.0|1.0|1.0|1.0|2.0|2.59|2.89|0.0|2.88|3.0|3.0|-5.16|347.8|1.0|1.0|-5.35|2.86e-06|0.000995|0.00156|0.0|0.0|3.829999999999999e-09|1.33e-06|-0.05717|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|402.58|-1469.969304|-0.15473|-0.2119|0.03619487|316.0|6.5|6.5
18_a31|0.0|3.281949877|0.0|0|0|0|0.610137226|0.0|-0.013634202|0.0427124179999999|0.0|-0.640807491|-0.009923585|-0.001973566|10.31169929|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|-0.1647054359999999|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|0.014467496|-69.19879619|-75.99442464|8.49194438|238.9516432|0.27411287|160.8952371|-0.040279446|4.984491996|0.0|0.7774768320000001|-1.81257508|85.81723707|-23.64270989|77.69074057|2241.561812|-1063.9219449999998|-13.87749294|0.222523168|12.84812443|130.6137795|-624.4871824|30.40953623|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|1.0|1.0|3.0|3.41|2.85|0.28|0.75|7.0|4.0|-6.72|356.44|0.0|1.0|-3.62|2.42e-05|0.00862|86.0|0.0|0.0|2.9e-07|0.000104|-0.03702|4.81|3.9105|-1465.528656|-1465.4803960000002|630.26|1041.21|541.33|-1465.300904|-0.16212|-0.19914|0.04825999|0.13|6.8861|6.8861
15b_a50|0.0|0.0|0.0|2|1|1|1.353059441|4.112770601|-0.0045393|0.032843915|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.020083792|-47.20879251|-46.13641893|11.48191704|274.85729960000003|0.179086516|102.3838797|-0.028069672|6.564219549|0.0|0.639017342|-1.291204916|60.03646705|-16.04745006|58.69070955|2441.264256|-738.1827030000001|-9.174337796|0.3609826579999999|13.22671714|206.3740238|-422.0195386|25.11269883|-158.95261259999998|1155.184146|510.3677388|1.0|1.0|1.0|1.0|1.0|3.56|2.11|0.19|1.66|5.0|4.0|-6.98|357.41|1.0|1.0|-3.6|0.000654|0.2339999999999999|0.0891|0.0|0.0|1.92e-06|0.000687|-0.0333399999999999|2.08|4.0561|-1160.4989460000002|-1160.463663|613.37|1035.3|475.99|-1160.275856|-0.16737|-0.20071|0.03528279|79.0|7.1024|7.1024
23_a10|0.0|0.0|0.0|1|1|1|1.34383709|2.140123457|-0.00264793|0.036666667|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|0.706648116|1|0.915208645|-0.049653973|-0.072395864|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|0.084791355|60.05816353|-0.02685653|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|60.76548004|-19.02262196|41.98112956|3103.831885|-1179.402562|-13.47382337|0.238800348|17.02048484|169.14354509999998|-835.377049|24.9903188|-370.018179|1549.399766|930.6293092|1.0|1.0|1.0|1.0|0.0|3.8|4.13|0.21|2.99|6.0|5.0|-5.93|461.56|0.0|1.0|-5.7|4.19e-06|0.00193|0.000923|0.0|0.0|1.44e-10|6.66e-08|-53.0|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|606.18|-1469.838069|-0.15858|-0.21158|0.02986448|0.75|6.1249|6.1249
3h_a32|0.0|3.579396967|0.0|0|0|0|0.609420752|0.0|-0.005281944|0.037731481|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|75.87946135|-0.027590124|4.372100625|0.0|0.7734940029999999|-1.324325944|62.63332945|-17.27367301|51.95714963|2398.020434|-829.1363044|-10.81473143|0.226505997|13.71739929|141.8112711|-519.1071084|22.33200639|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|1.0|3.65|3.88|0.35|2.64|7.0|3.0|-4.29|382.55|0.0|1.0|-6.15|5.8700000000000014e-09|2.24e-06|0.000273|0.0|0.0|3.37e-09|1.29e-06|-0.05318|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|578.86|-1790.440663|-0.1474099999999999|-0.20059|0.02690554|7.0|8.1549|8.1549
12q_a30|0.0|0.0|-4.76444841|0|2|2|0.60498366|0.0|-0.015322396|0.0438779959999999|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.613786308|0.816138015|0.01661722|-0.032887649|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|0.014790072|-59.52322773|-78.7683329|10.07866809|82.72757145|0.154254173|105.1162273|-0.045799658|6.868090132000001|0.732186841|0.820640722|-2.427381881|90.06607753|-31.21009417|69.60189582|3305.289025|-1654.134991|-21.2680622|0.179359278|13.96052394|122.2240555|-1127.2072970000002|38.03137394|-437.0000797|2015.662819|696.6414817000001|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.17|2.82|7.0|8.0|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|0.000579|0.0|0.0|6.61e-08|3.19e-05|-0.05105|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|537.96|-1987.781386|-0.14792|-0.19897|0.03408298|36.0|7.4449|7.4449
A8301_a51|0.0|0.0|0.0|1|0|0|1.197963627|1.700610355|-0.00449765|0.039058957|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|-0.032775831|3.437697042|78.46116212|0.854959635|-1.6387915469999998|56.90163721|-21.28401067|41.20144811|2799.106729|-1064.200534|-13.82143785|0.145040365|13.24988678|94.18649643|-691.0718926|24.89475504|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|1.0|1.0|3.49|3.5|0.04|3.35|5.0|3.0|-5.31|421.52|0.0|1.0|-5.93|2.5e-07|0.000105|0.000495|0.0|0.0|4.12e-10|1.74e-07|||||||||||||12.0|7.9208|7.9208
14q_a23|0.0|0.0|0.0|2|0|0|1.19796338|3.292130907|-0.0101981219999999|0.044138322|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|2|0.77007911|0.808928963|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|0.02158178|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|155.7136729|-0.039682061|10.17264683|97.13675614|0.777340899|-2.023785094|79.42966327|-27.24379301|76.3369885|3097.399651|-1389.433443|-18.70427707|0.222659101|16.53853737|152.86702240000002|-953.9181308|35.04742005|-380.8178266000001|1787.418422|693.3423458|0.0|0.0|1.0|0.0|2.0|3.52|2.66|0.04|2.28|6.0|5.0|-7.33|454.51|0.0|0.0|-4.39|6.11e-06|0.00278|0.0183|0.0|0.0|1.11e-07|5.03e-05|-0.08159|4.19|3.6431|-1798.645459|-1798.6108739999995|714.22|1222.17|554.59|-1798.3704079999998|-0.14854|-0.23013|0.03458552|16.0|7.8069|7.8069
19k_a38|0.0|3.218103741|0.0|0|2|2|1.297042875|0.0|-0.011877064|0.0445691609999999|0.0|-0.6888696990000001|-0.011156837|0.016990252|10.95446448|1|-0.00835812|0.208892195|-0.060668296|-0.128079012|-0.51857087|1|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.908591797|0.730686013|0|0.658700057|-0.112748779|-0.126936513|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|157.4834779|0.341299943|216.567059|-0.044662847|9.369654226|116.0039747|0.75964689|-2.411793744|94.38036132|-28.3401789|86.30929885|3055.355167|-1530.369661|-17.9828603|0.24035311|12.89431427|152.51267140000002|-971.0744563|37.3070426|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|1.0|0.0|4.0|4.89|2.2|0.13|1.65|6.0|5.0|-7.84|444.46|0.0|0.0|-3.62|0.000134|0.0594|107.0|0.0|0.0|3.94e-07|0.000175|-0.05534|4.13|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|502.43|-1500.618667|-0.14568|-0.20102|0.04615409|11.0|7.9666|7.9666
8a_a31|0.0|3.28085223|0.0|0|1|1|0.610138387|0.0|-0.015034136|0.043817204|0.0|-0.586331322|-0.013230176|-0.135144546|10.31170053|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.883113019|0|0.594139864|-0.122293189|-0.136459435|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|200.6591816|-0.0416959379999999|9.179668678|465.4559302|0.666437359|-1.501053781|82.32407724|-20.61467025|79.02944672|2128.209198|-742.1281291|-10.19199103|0.333562641|10.63792161|164.9149565|-366.9116769|30.93264504|-164.57484340000002|1113.575221|324.7430642|0.0|1.0|1.0|1.0|2.0|3.34|2.05|0.2|0.36|3.0|5.0|-7.11|314.36|0.0|1.0|-3.11|0.000269|0.0846|243.0|0.0|0.0|4.62e-06|0.00145|-0.02993|1.53|3.8097|-1347.541429|-1347.507102|538.75|872.11|396.15|-1347.3959220000002|-0.1587599999999999|-0.18869|0.03432763|0.79|6.1024|6.1024
