molecula|SddssS|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w MLOGP|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
1f_a5|0.0|2.824395738|-4.398485453999999|0|0|0|1.218960329|0.0|-0.00645569|0.029105691|0.0|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.401165734|2|0.525406088|0.771487328|-0.060528915|-0.000969932|0.834250802|0.513260607|0|0.888073448|-0.091412569|-0.083857856|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|62.42799372|-0.035639589|2.614237829|0.21377016|0.757522389|-1.425583552|57.83835135|-19.87828616|55.67318607|2482.949545|-795.1314464|-11.0872845|0.242477611|13.35549635|135.2439659|-443.4913802|26.24118632|-287.2706403|1049.647453|403.396385|1.0|1.0|1.0|1.0|1.0|2.9|2.61|0.05|2.73|4.0|6.0|-5.73|366.34|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|0.00396|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|442.04|-1288.209882|-0.18224|-0.2357|0.03370206|0.24|6.6198|6.6198
3_a4|0.0|0.0|0.0|1|1|1|1.343866299|2.147369615|-0.001141383|0.033760684|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|5.133610255|12.23442244|0.080195284|38.95587796|-0.024645574|2.493716402|40.30885999|0.7196876640000001|-0.985822953|39.38579676|-11.97190059|30.67413075|2159.04913|-478.8760237|-5.815502811|0.280312336|8.486341272999999|136.1652785|-232.6201124|16.63485592|-213.4321476|665.3942366|409.0289917|1.0|1.0|1.0|1.0|0.0|2.99|2.86|0.15|2.44|2.0|3.0|-5.99|312.37|1.0|1.0|-4.26|0.000198|0.0617|0.0173|0.0|0.0|6.49e-08|2.03e-05|-0.04964|2.66|4.0639|-990.6395508|-990.6149055|535.44|905.23|350.36|-990.467184|-0.17005|-0.21969|0.024645265|104.0|6983.0|6983.0
8g_a12|0.0|2.897921027|0.0|0|1|1|1.28383574|0.0|-0.0084227909999999|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|78.53214058|-0.042752517|2.7111119089999995|0.0|0.90166696|-1.881110729|61.99654413|-23.58177591|47.30807670000001|2506.427441|-1037.59814|-13.00742505|0.09833304|12.83559677|54.23932676|-572.326702|26.15353224|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|1.0|2.0|4.07|2.51|0.1|2.89|3.0|5.0|-6.28|353.38|0.0|0.0|-4.34|4.15e-05|0.0146|0.0163|0.0|0.0|9.98e-09|3.53e-06|-0.06432|3.68|3731.0|-1154.321531|-1154.281986|590.93|989.66|418.41|-1154.121362|-0.1520099999999999|-0.21633|0.03954539|3715.0|5.43|5.43
8e_a12|0.0|0.0|0.0|1|1|1|1.283834633|1.873617728|-0.006350143|0.037430556|2.197856963|-0.330207456|0.005196034|-0.087658302|10.94458094|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-0.031094185|5.0872236|0.0|0.7112578709999999|-1.492520871|61.4656313|-17.80522313|38.67488258|2548.979738|-854.6507103|-10.19566754|0.2887421289999999|11.80358346|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|4.11|3.01|0.14|3.05|3.0|4.0|-6.03|366.42|1.0|1.0|-4.69|4.25e-05|0.0156|0.00744|0.0|0.0|1.19e-08|4.34e-06|-0.05739|3.45|3.3044|-1177.619013|-1177.593205|612.59|1048.44|481.04|-1177.380602|-0.13599|-0.19338|0.02580783|588.0|6.2306|6.2306
12t_a36|0.0|3.500121488|0.0|0|2|2|1.297042607|0.0|-0.00673635|0.041767677|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|1|0.0045625|0.059266516|-0.101854847|-0.169994208|-0.436022708|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0.857993338|0|0.8337556420000001|-0.0735262|-0.100615514|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|-0.035934112|7.820109571000001|0.417511887|0.78316808|-2.012310282|77.32343502|-23.93411213|60.71345614|2771.211293|-1340.3102789999998|-15.94144641|0.21683192|15.36435856|144.422087|-892.7209991000001|30.56063281|-377.2113003|1711.395437|729.1873176|1.0|0.0|1.0|0.0|2.0|4.94|0.0|0.21|2.45|6.0|4.0|-6.33|409.49|1.0|0.0|-4.57|2.48e-05|0.0102|0.0109|0.0|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.87|3.6694|-1311.585049|-1311.552739|713.6|1208.04|562.72|-1311.287803|-0.15088|-0.2039|0.03230976|8.0|8.0969|8.0969
9_a10|0.0|0.0|0.0|1|1|1|1.377786667|1.998759814|-0.004530817|0.03590535|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|10.92721632|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|-0.362724972|2|0.7141481129999999|0.791322552|-0.000865755|-0.169389445|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|-0.084348428|0.013842683|-40.90513782|-59.80726117|9.815155744|86.66800495|0.130554786|92.56988349|-0.028592687|6.959437141|59.95939417|0.73129178|-1.686968561|71.07688871|-20.27364785|50.72029356|2904.874289|-1196.145223|-14.37503199|0.26870822|16.02210901|190.5275895|-848.1268877|27.72306267|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|1.0|4.0|3.2|0.23|1.81|7.0|5.0|-6.87|438.52|1.0|0.0|-4.44|5.920000000000001e-05|0.0259|16.0|0.0|0.0|1.17e-08|5.14e-06|-0.06118|4.51|3.7309|-1410.041793|-1410.005954|740.24|1278.57|631.5|-1409.69933|-0.15045|-0.21163|0.03583924|193.0|6.7144|6.7144
7_a27|0.0|0.0|0.0|2|0|0|1.40247849|3.330197625|-0.00601016|0.049625|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|-0.500327496|2|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.015099075|-34.09779211|-47.44936449|8.475438874|10.66993367|0.14888586|83.57286704|-0.0300556429999999|4.757447929|60.73467304|0.763564713|-1.352503929|55.55559276|-16.87088515|42.57323098|2334.058688|-759.1898319000001|-9.469994277|0.236435287|12.087978|132.7162621|-426.1497425|22.09489892|-295.8891961|994.2704516|479.0078184|1.0|0.0|0.0|1.0|0.0|3.24|3.41|0.2|2.88|3.0|4.0|-6.26|345.4|1.0|1.0|-4.28|8.66e-05|0.0299|18.0|0.0|0.0|2.43e-07|8.4e-05|-0.04887|5.37|4.1205|-1122.455548|-1122.433757|606.74|1016.96|505.5|-1122.249324|-0.16734|-0.2162099999999999|0.02179141|1.0|9.0|9.0
16d_a32|0.0|3.311658163|0.0|0|0|0|0.609420775|0.0|-0.017249763|0.0421759259999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.091212351|-0.11491796|0.032003415|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|10.90312918|48.61700321|0.615749698|-1.493933474|86.50964771|-21.26791022|71.91900971|2588.214866|-871.9843187999999|-12.41372827|0.384250302|11.16880283|224.2805611|-508.962859|34.53986301|-135.1223777|1416.134383|457.7130665|1.0|0.0|1.0|1.0|2.0|3.35|3.01|0.18|0.65|6.0|5.0|-6.62|385.46|0.0|1.0|-4.18|2.22e-06|0.000856|0.0257|0.0|0.0|2.55e-07|9.84e-05|-0.05068|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|489.97|-1877.185022|-0.15009|-0.20077|0.02818209|8.0|8.1135|8.1135
12an_a36|0.0|3.489959714|0.0|0|2|2|0.6294007110000001|0.0|-0.0070293469999999|0.042739018|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0.855081905|0|0.836440154|-0.073519599|-0.105145528|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|7.903608682000001|0.0|0.783512615|-1.997765039|81.70091433|-24.99720254|61.37296195|2881.978785|-1349.848937|-16.89009799|0.216487385|15.82907093|146.2760938|-912.0652916|31.9040205|-383.1273396|1722.817107|725.9470896|1.0|0.0|1.0|1.0|2.0|4.85|0.0|0.17|2.51|6.0|4.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0132|0.0|0.0|8.95e-08|3.83e-05|-0.05561|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|571.76|-1670.182102|-0.15474|-0.21035|0.0345115999999999|0.04|7.3979|7.3979
12ah_a36|0.0|3.456839001|0.0|0|2|2|1.297013411|0.0|-0.007648622|0.043848238|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|-0.444563583|1|0.8941919290000001|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.0184777819999999|-49.0084977|-68.45222166|11.93961081|82.70705743|0.171594725|110.8777131|-0.038137281|7.714903458999999|0.0|0.768906425|-1.906864035|80.02464883|-24.6427998|60.9481085|2786.56479|-1232.13999|-15.92320089|0.231093575|15.54445187|149.3235124|-796.1600443|32.04915319|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|2.51|5.0|4.0|-6.49|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|0.0106|0.0|0.0|6.65e-08|2.77e-05|-0.05637|3.79|3.7792|-1692.545871|-1692.512868|682.21|1148.39|532.36|-1692.3109559999998|-0.15434|-0.2107099999999999|0.03300341|11.0|7.9586|7.9586
13g_a6|0.0|3.457632039|0.0|0|0|0|1.424099171|0.0|-0.006574579|0.043020833|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.832753533|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|89.14285747|-0.0323525729999999|8.550546653|0.0|0.7357333540000001|-1.747038966|76.50577593|-22.52633766|63.95581946|2929.039254|-1216.422234|-15.68456028|0.264266646|14.34268783|184.0026638|-846.9662551000001|30.61752948|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|1.13|6.0|5.0|-6.31|431.49|0.0|1.0|-5.06|2.77e-06|0.0012|0.0038|0.0|0.0|2.67e-11|1.15e-08|-0.07536|3.83|3.2472|-1386.611265|-1386.573241|739.55|1253.71|592.49|-1386.3020800000002|-0.1327|-0.20806|0.03802398|119.0|6.9245|6.9245
14u_a23|0.0|0.0|0.0|2|0|0|1.197962732|3.357982471|-0.007017844|0.043321995|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|2|0.010508236|0.091604179|-0.110069159|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.001778422|-0.094773814|0.845160857|0.71381683|1|0.909754912|-0.055259924|-0.086465795|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|60.27663131|-0.033908155|11.3374334|50.47632596|0.702868983|-1.729315897|73.50348823|-22.64798452|53.88349042|3015.478095|-1155.04721|-15.12707504|0.297131017|14.12094979|198.4601847|-771.4808267999999|32.2221994|-271.0010972|1643.332169|683.7405759|0.0|0.0|1.0|1.0|1.0|3.59|3.68|0.09|2.72|6.0|5.0|-6.47|441.51|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|3.23|3.1819|-1744.446261|-1744.422541|712.54|1214.4|549.0|-1744.1781010000002|-0.1543|-0.21613|0.0237199999999999|6.0|8.2449|8.2449
12a_a32|0.0|3.442930603|0.0|0|0|0|0.609420757|0.0|-0.009460484|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.1534110109999999|-0.583507277|0|0.788133615|0.845443342|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|81.41372467|-19.23685026|63.52154605|2572.916338|-884.8951120999999|-11.99645651|0.332293625|13.03685125|207.2244662|-551.8369996|28.81034388|-209.1696096|1325.275819|557.1050635|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|1.1|7.0|4.0|-6.32|397.52|0.0|1.0|-4.5|9.78e-07|0.000389|0.0126|0.0|0.0|2.23e-08|8.86e-06|-0.05222|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|548.66|-1880.539078|-0.14827|-0.20049|0.03682626|25.0|7.6021|7.6021
46_a18|0.0|0.0|0.0|0|2|2|1.251088279|0.0|-0.005378956|0.03531746|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.946462387|0.173455401|123.2289237|-0.029244604|4.5299444310000005|58.66827342|0.782232748|-1.988633091|63.70285871|-20.77641329|55.92367899|3052.94234|-1412.796104|-14.76030741|0.217767252|16.47206875|154.7096476|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|0.0|1.0|1.0|1.0|2.0|4.27|0.0|0.3|3.33|7.0|3.0|-6.14|480.6|1.0|0.0|-5.47|2.08e-06|0.000999|0.00161|0.0|0.0|1.51e-09|7.27e-07|-0.04995|8.11|3225.0|-1532.992457|-1532.968527|765.33|1380.79|635.89|-1532.493789|-0.13224|-0.18219|0.0239301|186.0|6.7305|6.7305
20a_a10|0.0|0.0|0.0|1|1|1|1.343837243|2.113798134|-0.0034618129999999|0.036415094|1.896409603|-0.197323337|0.008214031|-0.010695558|10.9296614|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.755429696|0.036092601|0.019448804|0.817646497|0.63495222|1|0.913681336|-0.066386563|-0.072821454|0.013618456|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|56.1599532|-0.028008251|5.764636687|47.01787447|0.733451892|-1.456429076|58.1398225|-18.22250274|52.05222074|2998.608651|-947.5701424|-11.8557778|0.266548108|15.37476788|173.41938059999998|-616.5004457|24.84485067|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|1.0|0.0|3.48|3.63|0.11|2.53|4.0|5.0|-5.82|429.47|0.0|1.0|-5.59|2.07e-06|0.000888|0.0011|0.0|0.0|3.61e-10|1.55e-07|-0.06611|3.98|3.8312|-1389.164302|-1389.1321289999998|696.63|1200.92|524.02|-1388.897416|-0.1613099999999999|-0.2274199999999999|0.03217287|1.2|5.9208|5.9208
12v_a30|0.0|0.0|0.0|0|2|2|0.604983445|0.0|-0.006974714|0.04625323|0.0|-0.369659818|0.002431329|0.020607357|10.31162873|1|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|101.4008026|-0.037666615|7.242869835|0.0|0.806069067|-1.845664126|75.73440678|-25.48342433|62.89402328|3001.758432|-1248.687792|-17.2408622|0.193930933|15.56114504|131.2043645|-844.8022477|31.6144427|-414.1432908000001|1549.107692|685.6665849999999|1.0|0.0|1.0|0.0|1.0|4.62|0.0|0.14|3.79|5.0|4.0|-5.52|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|-0.0563|5.08|3.5507|-2494.963646|-2494.92869|715.58|1209.1|573.82|-2494.739831|-0.1505099999999999|-0.20681|0.03495552|22.0|7.6596|7.6596
3a_a49|0.0|0.0|0.0|1|1|1|1.343850114|2.09865947|-0.006374689|0.0355787039999999|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|0.000521532|-0.074886415|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.016205613|-55.30832478|-51.82200998|9.491036042|107.4001347|0.27109473|158.77029040000002|-0.030698626|5.558553447|59.40691577|0.689774813|-1.504232653|64.2037853|-17.97906469|64.79936082|2599.121578|-880.9741697000001|-10.52968207|0.310225187|12.49907878|181.6875706|-515.9544212000001|26.06512204|-222.2883651|1277.19098|578.2841135|0.0|1.0|1.0|1.0|2.0|3.25|2.11|0.18|1.04|5.0|5.0|-7.67|384.43|0.0|1.0|-3.3|0.000878|0.3379999999999999|193.0|0.0|0.0|6.52e-08|2.51e-05|-0.05732|3.16|3874.0|-1254.012043|-1253.973708|635.89|1082.21|449.68|-1253.756918|-0.15978|-0.2171|0.03833529|64.0|7.1938|7.1938
27b_a34|0.0|0.0|0.0|1|1|1|1.4335271040000002|2.013418486|-0.010183855|0.042739018|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-0.109683855|0.031021066|-57.66200309|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|142.58786569999998|-0.037292511|13.44721755|540.9533124|0.712312759|-1.864625537|87.24055613|-24.553278|78.08618045|2835.31543|-1227.6639|-16.16580511|0.287687241|15.39406063|189.4124225|-808.2902556|34.46979951|-279.5721769|1723.489976|627.4287311|1.0|1.0|1.0|1.0|1.0|3.54|3.66|0.12|1.83|5.0|5.0|-6.14|409.44|0.0|1.0|-4.96|5.92e-06|0.00243|0.00449|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.33|4.0935|-1350.055377|-1350.018975|691.97|1174.68|577.39|-1349.811401|-0.1652799999999999|-0.20649|0.03640275|0.65|6.1871|6.1871
13_a47|0.0|2.920663104|0.0|0|0|0|1.417757826|0.0|-0.0049262279999999|0.036632997|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|10.9452934|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|0.2183244369999999|112.453046|-0.032468557|4.705524762|0.0|0.688261242|-1.23380515|57.38622954|-16.72368034|50.9329486|2190.316257|-635.4998528|-8.613918003|0.311738758|13.33103985|160.5682509|-327.3288841|24.29844849|-193.936606|923.3410426|359.12161539999994|1.0|1.0|1.0|1.0|2.0|2.9|1.75|0.06|2.34|3.0|4.0|-6.0|319.34|1.0|1.0|-4.27|5.79e-05|0.0185|0.0173|0.0|0.0|1.26e-08|4.04e-06|-0.05465|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|404.73|-1067.665127|-166.0|-0.22065|0.03639189|16.0|7.8|7.8
6_a3|0.0|0.0|0.0|0|0|0|0.605016564|0.0|-0.008934536|0.038650794|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-1.282699916|56.71997588|-18.8247694|57.46859326|2196.107822|-640.0421597|-9.393191593|0.19718501|8.982311462|98.39146166|-319.3685142|23.4484528|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|3.05|2.65|0.0|2.11|2.0|3.0|-5.68|338.81|0.0|1.0|-4.87|3.67e-06|0.00124|0.00455|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|366.93|-1731.602363|-0.1465|-0.21179|0.03079258|1778.0|5.7501|5.7501
4d_a46|0.0|0.0|0.173086735|1|1|1|1.134637067|2.146507937|-0.001749881|0.047736111|0.0|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|0.764741337|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0|0.936057958|-0.056384895|-0.070772596|0.008652238|-30.95621863|-38.85529917|4.750218646|8.241078584|0.063942042|35.10521457|-0.024616555|2.607946825|74.62074724|0.813427965|-1.132361533|43.60839351|-13.51488667|35.70643728|2181.291783|-621.6847867|-7.419891252999999|0.186572035|10.30138878|102.4310631|-341.3149976|16.6147308|-344.15403910000003|764.2776167999999|509.0572545|1.0|0.0|1.0|1.0|0.0|3.78|3.5|0.35|2.84|2.0|3.0|-5.4|352.86|1.0|1.0|-5.11|1.18e-05|0.00416|0.00275|0.0|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.18|4.4265|-1453.840712|-1453.817782|588.18|1009.78|503.76|-1453.635434|-0.18639|-0.22603|0.02292966|517.0|6.2865|6.2865
12aa_a30|0.0|0.0|0.0|0|2|2|0.604983643|0.0|-0.008848121|0.043854875|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|-0.012535889|0.855880335|0.794193541|0|0.8126513129999999|-0.078042288|-0.101368383|0.030906491|-54.50378741|-70.79444906|21.58471858|55.0567406|0.1873486869999999|130.84205079999998|-0.033789461|15.0745057|0.0|0.630759573|-1.925999268|91.51563481|-23.59814969|76.08850600000001|3115.249471|-1345.094532|-16.48066156|0.369240427|16.21199661|257.8730361|-939.3977091|37.41227352|-182.6418006|2132.499591|792.3440337000001|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|2.2|7.0|6.0|-6.39|458.54|0.0|0.0|-5.0|2.47e-06|0.00113|0.00456|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|605.07|-1804.516348|-0.1472099999999999|-0.19687|0.03443621|8.0|8.1135|8.1135
18a_a22|0.0|0.0|0.0|1|0|0|1.194229718|1.854982521|-0.003488994|0.038167849|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|10.31286146|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.01713283|-34.36220678|-51.6464295|11.62443251|29.59800426|0.073464296|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-1.5223960559999998|64.80092090000001|-19.86401135|45.98663929|2898.068989|-1032.92859|-13.47750813|0.289532802|13.72951861|196.4447473|-700.830423|27.95908297|-285.5992506|1453.872315|730.9420477000001|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|2.13|6.0|4.0|-6.28|436.53|0.0|1.0|-5.16|2.59e-06|0.00113|0.00305|0.0|0.0|3.95e-10|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|531.16|-1691.036502|-0.1408|-0.21148|0.01932946|13.0|7.8861|7.8861
