molecula|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
8d_a32|1|1|3.474433107|7.765993078999999|0|0.609420756|0.143684876|-0.010604502|5.733341277|0|0.0388738739999999|2.146260246|-0.006974711|-0.044765977|-0.0682721729999999|3|-0.005162219|0.113030335|0|0.825020753|-0.11492754|0.875986707|0.7107041559999999|-0.109968322|0.261692269|0.01593079|-68.88621406|-69.11005922|10.01177286|0.2892958439999999|181.8092016|89.20994250000001|-43.2918338|81.54594837|-21.03349629|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|0.2914328639999999|15.29958432|0.887243042|5523.492436|183.1522214|0.019788058|-262.14980440000005|557.1050635|12.43588915|1.0|2.0|3.5|2.84|0.26|-7.26|6.42|4.32|154.03|1.1|110.38|7.0|-6.08|-6.47|397.52|1.0|0.0|1.0|3.57|4.36e-05|0.0173|3.17|0.0|-0.0535|671.71|111.16|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-0.14765|1.0269|-0.20115|1873.0|8.0809|8.0809
12aa_a30|0|0|0.0|7.412764017000001|2|0.604983643|-0.101407312|-0.008848121|5.351858133|2|0.043854875|0.0|0.003529389|0.059360681|-0.007369513|1|0.005111479|-0.023695642|1|0.8397577820000001|-0.012535889|0.855880335|0.8126513129999999|-0.101368383|0.418522684|0.030906491|-54.50378741|-70.79444906|21.58471858|0.1873486869999999|130.84205079999998|0.0|-38.06478415|91.51563481|-23.59814969|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|0.369240427|16.21199661|0.872457337|6944.511023|257.8730361|0.029670025|-182.6418006|792.3440337000001|20.72118575|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|140.26|7.0|-5.61|-6.39|458.54|0.0|0.0|0.0|2.52|9.94e-06|0.00456|3.81|0.0|-0.04966|748.78|1275.73|0.1667|238.78|605.07|0.30341|0.68642|-0.1472099999999999|5.8962|-0.19687|6.4878|8.1135|8.1135
26_a47|1|1|0.0|6.86171134|0|1.304328272|0.11828578|-0.012090143|4.727387819|2|0.045681818|0.956774672|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.008325552|-0.24731748|2|0.6850994429999999|0.0120097289999999|0.910081385|0.7104381999999999|-0.101679756|0.549740398|0.020884606|-57.01987795|-59.08415114|12.13564316|0.2895618|168.2587945|60.07342336|-33.13315474|73.39007585|-22.50824805|0.474969855|2625.572598|412.8219782|-945.3464183|1341.904566|0.282360823|13.22794532|0.90465254|5994.406615|164.0744453|0.024619511|-252.9318822|457.1122177|14.3059247|1.0|2.0|3.13|2.66|0.05|-7.22|2.84|4.68|98.72|2.59|104.8|4.0|-4.86|-6.51|396.81|0.0|0.0|1.0|3.18|2.77e-05|11.0|3.12|0.0|-0.06279|592.84|1006.59|0.3197|258.5|443.78|0.50921|0.68707|-0.16642|3.6825|-0.22921|4.8242|7.9|7.9
20_a4|0|0|0.0|7.535296702|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|1|0.039635417|0.0|0.012265062|-0.1473674569999999|-0.059498265|1|0.012025268|-0.098992154|1|0.691307598|-0.105783279|0.8404413829999999|0.918147288|-0.072188305|0.210083785|0.022933651|-29.16642156|-34.74640079|11.03865532|0.081852712|39.3981702|68.49419443|-14.03867522|46.45917085|-13.14728679|0.421704107|1982.961908|441.9318823|-486.4496111|1379.418733|0.356414753|9.58599918|0.729218575|4085.683488|171.5531319|0.024334176|-138.2237887|338.71903330000004|11.71277006|1.0|0.0|3.23|3.06|0.11|-5.55|3.2|3.54|39.94|2.09|86.62|3.0|-3.46|-5.96|289.33|0.0|1.0|1.0|2.97|0.000134|0.0388|2.96|0.0|-0.03048|517.72|861.05|0.2364|239.45|402.27|0.5152|0.66028|-0.16699|4.0681|-0.19747|5.5779|6.1898|6.1898
14_a47|1|1|2.871076328|6.605297921|0|1.417758105|-0.126490693|-0.006070958|4.59511985|2|0.036632997|1.484493371|-0.008212621|-0.01670074|0.0295267039999999|1|-0.006335783|0.05124606|2|0.5975877820000001|0.050943962|0.8467634620000001|0.681598464|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|0.318401536|160.57883|0.0|-23.79514424|61.62381153|-17.63306222|0.474828277|2254.664317|343.7492333|-617.1571777|670.2518865000001|0.335290281|13.15643085|0.904139078|4695.98899|169.0962983|0.028057496|-166.1354667|310.8026328|14.15018248|1.0|2.0|2.78|1.53|0.0|-7.79|3.97|4.88|66.49|2.49|86.58|3.0|-3.97|-6.21|323.3|0.0|1.0|1.0|3.16|7.46e-05|0.0241|2.91|0.0|-0.06057|519.55|849.76|0.2452|312.53|375.43|0.68345|0.68345|-0.16377|2.2485|-0.22434|3665.0|8.1|8.1
12au_a36|0|0|3.422314661|7.412764017000001|2|0.2992539489999999|0.074839187|-0.009897048|5.351858133|2|0.044036281|0.0|-0.006862238|-0.023640632|-0.03802163|1|-0.001160331|0.1320241419999999|1|0.8183043390000001|-0.058671909|0.877827228|0.698996981|-0.110305773|0.284342092|0.021569487|-64.86748076|-79.35600767|15.51748637|0.301003019|216.5471227|26.04051569|-46.66686194|95.91776213|-27.36414058|0.492871181|3484.987058|502.8713191000001|-1587.1201529999998|2384.109036|0.283941389|17.67586495|0.97188557|7239.100414|204.2726719|0.023021031|-310.873098|805.2286932|16.56175445|0.0|3.0|5.0|0.0|0.17|-6.87|1.28|2.15|123.75|0.84|142.02|7.0|-3.85|-8.03|474.54|0.0|0.0|0.0|1.18|0.0001889999999999|0.0897|1.64|0.0|-0.0570899999999999|752.27|1283.4|809.0|241.65|618.65|0.58518|0.70395|-0.15162|6.1367|-0.2087099999999999|8.0814|7.3279|7.3279
12x_a36|0|0|3.494913155|7.412764017000001|2|0.629399587|-0.058295476|-0.007008724|5.351858133|2|0.041767677|0.0|0.00285431|-0.054184069|-0.023932402|1|0.003710345|0.038200407|1|0.906423012|-0.041914045|0.8792981679999999|0.836402835|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|0.163597165|110.0434027|0.8295471390000001|-33.36962015|81.1499815|-24.70107324|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|0.223146459|16.20591229|0.847720832|6193.10485|150.09915149999998|0.016274369|-372.4502879|725.9470896|10.94693123|1.0|2.0|4.87|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|135.47|6.0|-4.85|-6.64|427.52|0.0|0.0|0.0|2.33|3.09e-05|0.0132|3.19|0.0|-0.05311|719.63|1209.23|0.3901|319.74|569.01|0.6853600000000001|0.68112|-0.1517099999999999|5.6653|-0.2048199999999999|7.2812|8.1549|8.1549
15a_a22|0|0|0.0|6.842683282|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|0.038167849|1.614660505|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|2|0.6819423609999999|-0.027029438|0.794858486|0.86664032|-0.081705465|0.410151945|0.02126757|-41.92018177|-55.4621036|14.43653926|0.13335968|90.52525878|65.53409434|-28.45564196|70.12529157|-21.33157831|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|0.297264929|14.6895113|0.800725296|6322.278103000001|201.7850124|0.0216014629999999|-275.2352849|684.5377542|14.66318798|1.0|1.0|3.42|2.86|0.08|-9.21|3.87|4.31|85.59|1.73|124.05|6.0|-4.65|-6.61|420.47|0.0|0.0|1.0|3.19|2.1e-05|0.00881|3.18|0.0|-0.0600399999999999|696.57|1189.31|312.0|245.14|541.27|0.41078|0.69076|-0.15281|5.2588|-0.21285|6.8666|6.8447|6.8447
12b_a32|1|1|3.477905329|7.765993078999999|0|0.609420757|0.115940697|-0.009432679|5.733341277|0|0.0388738739999999|2.153718992|-0.003484915|-0.031446256|-0.053480599|3|-0.001662219|-0.079768013|0|0.788133615|-0.090027803|0.8887585240000001|0.782593|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|10.17310723|0.217407|135.83463989999998|65.29222164|-31.79562339|76.65746734|-17.22027667|0.430631506|2573.006963|488.9595947|-792.1327267000001|3148.185476|0.39579391|12.42841652|0.756331814|5653.268811|247.2897528|0.025166975|-130.2147289|557.1050635|15.72418067|1.0|2.0|3.47|2.9|0.26|-7.65|6.49|4.19|140.04|1.1|110.47|7.0|-5.9|-6.4|397.52|1.0|0.0|1.0|3.59|3.72e-05|0.0148|3.28|0.0|-0.05173|663.89|1109.93|0.2865|347.27|541.49|0.70258|0.70258|-0.14803|3208.0|-0.19976|4.1080000000000005|7585.0|7585.0
12al_a36|0|0|3.469383582|7.412764017000001|2|1.297043737|-0.06777947|-0.008463062|5.351858133|2|0.042739018|0.0|0.00127667|-0.074215038|-0.031635802|1|0.003077071|0.172830414|1|0.8913597320000001|-0.055405405|0.885733922|0.801179217|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|-69.69632923|17.71943397|0.198820783|130.8308989|0.0|-33.70669917|86.77628559|-23.23210974|0.456856406|2843.740855|527.2034213000001|-1254.533926|2244.88081|0.328915355|16.15533063|0.841133748|6049.668466|216.4375922|0.025956027|-225.1591357|679.7230552999999|17.07995636|0.0|2.0|4.81|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|130.24|6.0|-3.95|-6.93|411.46|0.0|0.0|0.0|1.81|8.499999999999999e-05|35.0|2.65|1.0|-0.04998|702.95|1181.84|0.4466|319.71|554.23|0.6945399999999999|0.70417|-0.14558|6.4473|-0.1955599999999999|8.1781|7.3188|7.3188
2_a3|0|0|0.0|6.823286122000001|0|0.605017347|0.176032668|-0.008422099|4.727387819|2|0.034166667|2.058239271|-0.006049098|0.09933632|0.036301827|1|-0.0045709459999999|-0.18746945|2|0.899733837|0.065162907|0.8401405609999999|0.750206578|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|5.601853871|0.249793422|117.2099151|74.89956423|-23.02532673|53.05538527|-15.55510657|0.458202525|2056.399995|352.0174726|-528.8736235|1314.679398|0.272015731|9.016533738|0.845708123|4446.904467|127.637231|0.019143348|-213.9529255|330.4083896|8.982583312000001|1.0|1.0|2.97|2.22|0.0|-6.89|4.34|4.01|92.93|1.6|90.49|2.0|-4.75|-5.93|304.37|0.0|0.0|1.0|3.06|5.33e-05|0.0162|3.13|0.0|-0.06423|503.34|841.85|0.1824|227.92|340.69|0.37284|0.69543|-0.14605|4.0121|-0.21028|5.4999|5.4|5.4
AKLKII_a46|0|0|2.917217813|6.605297921|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|3|0.0386379929999999|1.744747103|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|3|0.718266758|0.064690027|0.8264237520000001|0.837641394|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|0.162358606|76.99187522|0.0|-16.15213359|49.76981906|-15.74102977|0.47999819|2000.353437|397.2168972|-550.9360419|792.7439217|0.2278604669999999|11.22955511|0.92307023|4110.764451|108.05343229999998|0.015584114|-258.10190780000005|314.0966684|7.390123534|1.0|1.0|2.81|1.6|0.06|-7.21|3.9|3.39|67.35|1.18|85.32|2.0|-3.24|-6.5|287.32|0.0|1.0|1.0|2.45|0.000266|0.0764|2.19|0.0|||||||||||||6.7423|6.7423
14s_a23|1|1|0.0|7.423568444|0|1.197958333|0.020458621|-0.005854379|5.351858133|2|0.045277778|0.740898446|0.010682694|-0.044305947|-0.064006338|2|0.009263715|0.0909774219999999|2|0.722187957|-0.1050445769999999|0.846632079|0.92763624|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|0.07236376|46.42188642|82.55990607|-22.64965286|62.75905983|-21.9751589|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|0.2251838339999999|14.26730044|0.890072438|6938.271179|144.457092|0.017330177|-352.5931977|633.3278634|11.11743642|1.0|1.0|3.45|3.66|0.05|-7.99|4.0|4.67|105.02|3.51|125.29|5.0|-6.13|-6.03|445.93|0.0|0.0|0.0|4.01|2.83e-06|0.00126|4.21|0.0|-0.07783|668.66|1164.32|0.3669|336.66|528.82|0.60323|0.60323|-0.1515|4.7032|-0.22933|6.4428|8.5482|8.5482
47d_a18|0|0|0.0|7.03438793|1|1.251175994|-0.017398129|-0.006087337|4.844187086|0|0.032916667|0.0|0.003376831|-0.07722825|0.016324953|0|0.005144085|0.104380139|0|0.7640994990000001|0.027971797|0.773981237|0.836999127|-0.087315963|0.445704576|0.015270278|-52.14267013|-71.20388424|12.45251265|0.163000873|132.9229494|58.93717545|-42.52098397|86.29525584|-23.42233034|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|0.30185619|19.16475647|0.927940864|7780.945962999999|246.1558296|0.018506261|-323.1621908|1255.618298|15.0913716|1.0|2.0|4.73|0.0|0.32|-8.83|2.81|3.21|88.97|2.6|159.67|12.0|-5.74|-6.57|527.66|0.0|0.0|0.0|2.56|5.23e-06|0.00276|4.16|1.0|-0.04561|875.6|1544.09|0.5820000000000001|398.94|817.06|0.69905|0.69905|-0.12844|3.7605|-0.17405|4.2225|8.0969|8.0969
14c_a23|1|1|0.0|7.423568444|0|1.197962449|0.06596946|-0.005822256|5.351858133|2|0.043538647|0.743546646|0.010682694|-0.047853455|-0.047410593|2|0.009263715|0.077009731|2|0.722187957|-0.077808321|0.857184548|0.922935039|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|12.52192141|0.077064961|51.21382308|81.41541733|-25.07982076|64.05912299|-22.62557089|0.459622824|2955.304496|613.3401089|-1063.401832|2379.221378|0.2165924689999999|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|0.016385474|-376.6791777|633.3278634|10.88903141|1.0|1.0|3.4|3.6|0.05|-7.99|4.0|4.67|105.02|3.51|125.29|5.0|-6.13|-6.03|445.93|0.0|0.0|0.0|4.0|2.83e-06|0.00126|4.21|0.0|-0.0795299999999999|693.64|1177.63|356.0|334.81|549.86|0.56781|0.56781|-0.15143|7.2704|-0.23096|10.369000000000002|8.6253|8.6253
47k_a18|0|0|0.0|7.03438793|1|1.25117623|0.029145635|-0.0067578909999999|4.844187086|0|0.033777778|0.0|0.003047962|-0.02822032|-0.008576013|0|0.00493127|-0.026672956|0|0.762665453|-0.014398731|0.753132457|0.8309354040000001|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|-69.77479556|11.91029894|0.169064596|133.5242222|58.77865447|-40.74641317|84.23875372|-23.89547793|0.467246896|3245.964586|656.2580564|-1744.369889|2009.418849|0.284695579|18.35217454|0.877042091|7575.637462000001|224.8475227|0.018313855|-340.0872332|1167.054827|14.46395816|1.0|2.0|4.66|0.0|0.3|-8.44|2.39|3.17|88.97|2.82|154.86|11.0|-5.84|-6.41|513.63|0.0|0.0|0.0|2.53|4.65e-06|0.0023899999999999|4.26|1.0|-0.04359|842.29|1492.36|0.5920000000000001|400.63|793.48|0.69823|0.69823|-0.1277599999999999|4.1818|-0.17135|5.2253|7.5376|7.5376
30_a47|1|1|0.0|6.842683282|0|1.304327883|-0.069449687|-0.0092264759999999|4.727387819|2|0.038387534|1.192095911|-0.0098410169999999|-0.008774855|0.0467853809999999|1|-0.008325552|0.029343834|2|0.6850994429999999|0.074217097|0.913855507|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|192.6285289|76.90733636|-38.96726396|81.25550675|-22.9932445|0.4680850139999999|2626.927627|407.3992771|-965.7162688|1558.731067|0.320552431|12.94704346|0.879999675|5852.817155|192.3403721|0.028122734|-215.3470619|457.1122177|16.87442216|1.0|2.0|3.03|2.12|0.05|-7.24|2.71|3.93|98.72|1.78|104.25|5.0|-4.22|-6.95|396.81|0.0|0.0|1.0|2.61|7.94e-05|0.0315|2.5|0.0|-0.0564299999999999|615.85|1032.35|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|-0.1517|2.7493|-0.20813|3.6487|7.9|7.9
19k_a38|0|0|3.218103741|7.412764017000001|2|1.297042875|0.0100827|-0.011877064|5.351858133|2|0.0445691609999999|0.0|-0.011156837|0.016990252|-0.0184136539999999|1|-0.00835812|0.208892195|1|0.7581164340000001|-0.029357143|0.908591797|0.658700057|-0.126936513|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|0.341299943|216.567059|116.0039747|-45.3966925|94.38036132|-28.3401789|0.4769127179999999|3055.355167|417.968819|-1530.369661|2929.493496|0.24035311|12.89431427|0.911726848|7091.215492|152.51267140000002|0.021802691|-329.5105352|686.8472757999999|13.8345897|0.0|4.0|4.89|2.2|0.13|-6.41|2.34|1.65|124.32|1.65|133.79|6.0|-3.87|-7.84|444.46|0.0|0.0|0.0|1.9|0.0002399999999999|107.0|1.65|0.0|-0.05534|677.64|1172.22|0.2038|239.03|502.43|0.38269|0.70327|-0.14568|9.1508|-0.20102|12.5022|7.9666|7.9666
1j_a5|0|0|2.9426852410000004|6.605297921|0|1.427567371|-0.2031633169999999|-0.003981454|4.59511985|2|0.025987654|0.0|0.00683534|-0.07622096|-0.032333695|1|0.006957291|-0.190920568|2|0.74740095|-0.0614852279999999|0.848473695|0.847163872|-0.074505844|0.35883584|0.019690225|-39.64241895|-40.01980349|10.57633738|0.152836128|82.09385267|1.471030887|-21.29338752|54.3827755|-14.64139152|0.469085779|2242.805131|455.0425806|-600.2970524|847.5275797|0.383510433|13.80288876|0.883543443|4618.562904|205.997426|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|2.76|2.66|0.05|-8.14|4.5|4.21|63.69|1.57|96.98|4.0|-4.03|-6.15|328.37|0.0|1.0|1.0|3.19|6.29e-05|0.0206|3.03|0.0|-0.03832|572.47|959.39|0.5115|279.68|445.81|0.66182|0.6449|-0.16813|2.2503|-0.20645|3.0364|7.6198|7.6198
13k_a6|0|0|3.423411754|7.412764017000001|1|1.42421381|0.031525207|-0.014257799|5.351858133|1|0.04162037|0.0|-0.009326562|0.0809333929999999|-0.072504783|1|-0.006280295|0.08217847|1|0.8694295409999999|-0.123105035|0.84018367|0.641032542|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|0.3589674579999999|249.215618|113.5526088|-57.53822059|100.7779947|-31.53366823|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|0.202868306|14.58291125|0.7422570490000001|6492.211639|140.8427117|0.017981419|-412.5714301|741.5222707|12.48372364|1.0|3.0|3.68|2.8|0.16|-8.89|4.55|3.8|115.15|1.39|124.98|7.0|-5.49|-6.59|441.48|0.0|0.0|1.0|3.18|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|-0.04851|731.25|1246.69|0.3971|242.53|577.68|0.4547|0.70536|-0.14589|8.1639|-0.1944|10.5079|7.3372|7.3372
8_a4|0|0|0.0|7.535296702|1|1.304250488|-0.208165266|-0.001277205|5.4161004020000005|2|0.038726287|1.987684188|0.010647563|-0.011835327|0.05775266|1|0.009595591|-0.1193184819999999|2|0.619844116|0.097165358|0.879500982|0.925132446|-0.065595042|0.546157592|0.0103751219999999|-27.90231822|-33.90618946|5.362918401|0.074867554|38.69916707|37.17889653|-14.42275611|41.57817329|-12.71482105|0.428884426|2297.5526170000003|478.2025467|-508.5928419|1737.932042|0.273845898|9.972991122|0.750959081|5162.482272|141.55141369999998|0.0148422489999999|-233.7988862|434.9654405|7.671983829|1.0|0.0|2.99|3.19|0.15|-7.78|4.63|4.76|43.6|2.93|100.13|2.0|-4.35|-5.76|346.81|0.0|1.0|1.0|3.85|1.46e-05|0.00506|3.74|0.0|-0.05864|561.6|949.09|0.1687|231.56|391.01|0.30471|0.57675|-0.16821|4.5781|-0.22685|5.7488|7.2676|7.2676
19_a47|1|1|0.0|6.842683282|0|1.402889494|-0.038804671|-0.00973456|4.727387819|2|0.032764858|1.174354482|-0.013020816|-0.064557784|0.0604168609999999|1|-0.010153352|0.074201869|2|0.635684951|0.095841135|0.8873627890000001|0.639642891|-0.104459947|0.270767873|0.026805875|-58.28861174|-57.87554797|14.85167037|0.360357109|199.6541807|66.13355777|-32.2945343|76.13237258|-20.66983856|0.463378097|2612.978054|354.3911695|-868.1332196000001|1238.799875|0.362167395|13.17443625|0.8635094740000001|5846.960345|200.6571609|0.03295186|-152.7310283|428.5826478|18.25682461|1.0|2.0|3.13|1.72|0.05|-6.92|2.49|3.84|98.72|1.67|99.2|5.0|-3.67|-7.22|380.35|0.0|0.0|1.0|2.34|0.000217|0.0824|1.97|0.0|-0.05326|571.23|974.59|0.3243|322.68|412.31|0.68924|0.68924|-0.15845|5.1151|-0.2117099999999999|6.3247|7.3|7.3
1d_a5|0|0|2.79978458|6.605297921|0|1.217311475|-0.133500214|-0.006252818|4.59511985|2|0.030074074|0.0|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|-0.000700145|-0.389011185|2|0.525406088|-0.015804188|0.821309592|0.8965037640000001|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|0.1034962359999999|55.92018945|0.0|-25.80622135|56.83734591|-19.79744178|0.471074204|2481.822293|484.3911442|-791.897671|1172.890724|0.229495885|11.5640749|0.89062437|5717.438103|123.9992274|0.018980039|-292.3128788|403.396385|10.25512997|1.0|1.0|2.92|2.19|0.05|-8.88|5.48|6.37|54.46|2.73|95.49|4.0|-4.79|-5.73|366.34|1.0|0.0|1.0|4.15|1.0800000000000002e-05|0.00396|3.95|0.0|-0.04528|567.04|951.63|0.2805|254.46|414.59|0.41781|0.5764600000000001|-0.18991|3.7798|-0.23519|5.3765|5.03|5.03
6_a3|0|0|0.0|6.823286122000001|0|0.605016564|0.155665791|-0.008934536|4.727387819|2|0.038650794|2.000787282|-0.007540435|0.05584062|0.032782484|1|-0.006696449|-0.0445675709999999|2|0.881253042|0.055002252|0.8632654590000001|0.783322023|-0.098669224|0.556539611|0.010921391|-52.01903278|-49.23401228|5.449560482000001|0.216677977|108.118071|77.06094911|-25.95647951|56.71997588|-18.8247694|0.387883362|2196.107822|390.8623623|-640.0421597|1899.385061|0.19718501|8.982311462|0.633675574|4992.54948|98.39146166|0.0150025189999999|-302.19751|353.7528308|7.485963593999999|1.0|1.0|3.05|2.65|0.0|-7.48|4.96|4.66|92.93|2.11|95.5|2.0|-5.44|-5.68|338.81|0.0|0.0|1.0|3.63|1.34e-05|0.00455|3.79|0.0|-0.06529|524.88|884.88|0.1997|212.74|366.93|0.3369|0.69323|-0.1465|2.8131|-0.21179|3.7185|5.7501|5.7501
4d_a46|0|0|0.0|7.825245291|1|1.134637067|-0.1397563859999999|-0.001749881|5.587248657999999|2|0.047736111|0.0|0.0116902869999999|-0.111025108|-0.076521434|1|0.010756749|-0.206000242|2|0.6535171|-0.103199079|0.8075680409999999|0.936057958|-0.070772596|0.290035518|0.008652238|-30.95621863|-38.85529917|4.750218646|0.063942042|35.10521457|74.62074724|-16.99546444|43.60839351|-13.51488667|0.441136013|2181.291783|513.9109507000001|-621.6847867|2233.65548|0.186572035|10.30138878|0.7893441379999999|4993.774007|102.4310631|0.0086574759999999|-344.15403910000003|509.0572545|4.753094337|1.0|0.0|3.78|3.5|0.35|-7.41|4.81|5.11|43.6|2.84|101.75|2.0|-4.93|-5.4|352.86|0.0|1.0|1.0|4.11|7.8e-06|0.00275|4.3|0.0|-0.0396399999999999|588.18|1009.78|0.1313|280.09|503.76|0.69884|0.69884|-0.18639|3.5318|-0.22603|3.7104|6.2865|6.2865
12ab_a36|0|0|3.458948649|7.412764017000001|2|1.297042596|-0.064515677|-0.007034881|5.351858133|2|0.039951691|0.0|0.000939229|-0.032623802|-0.029080933|1|0.002112069|0.0618552579999999|1|0.86559137|-0.051707317|0.888163057|0.8410557559999999|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|0.158944244|109.6369437|15.55386871|-37.68448987|82.3666474|-23.06276515|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|0.320974676|15.18764075|0.941700118|6314.697413|221.4026852|0.024384271|-246.9770378|708.5476357999999|16.81984117|0.0|2.0|4.86|0.0|0.17|-7.05|3.14|1.95|92.99|1.59|133.27|6.0|-3.92|-7.21|420.47|0.0|0.0|0.0|1.8|0.000122|0.0515|2.33|0.0|-0.0523799999999999|712.73|1201.64|0.4451|319.17|564.58|0.69294|0.69294|-0.15699|3.6976|-0.2093699999999999|5.3228|7.9586|7.9586
13_a12|0|0|0.0|0.0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|2|0.037948718|0.0|0.000830398|-0.083760082|0.021322992|0|0.002279068|-0.362308767|2|0.845823047|0.039235452|0.7300173240000001|0.90006391|-0.092483398|0.122164874|0.008188151|-28.51381164|-45.33566159|4.01385817|0.09993609|48.98899535|66.2289548|-13.97756285|48.99243638|-17.15403411|0.466560112|1812.788134|441.2142447|-634.6992622|664.9830294|0.117007826|11.36787272|0.874625469|3647.657976|57.35761558|0.0074597119999999|-375.4880089|327.9594923|3.656774794|1.0|1.0|2.7|2.64|0.12|-7.14|3.63|3.9|50.7|2.42|84.74|3.0|-4.26|-5.49|276.34|0.0|1.0|1.0|3.22|6.3e-05|0.0174|3.51|0.0|-0.04445|532.86|867.79|0.6528|273.31|437.91|0.6622399999999999|0.64974|-0.16458|1.3023|-0.20903|1.5686|7.0315|7.0315
9a_a40|0|0|0.0|7.515889085|0|0.604993021|-0.028285975|-0.003680068|5.4161004020000005|0|0.0397333329999999|0.921628874|0.01310675|0.157704751|-0.1720337089999999|2|0.011966382|0.291102625|0|0.624889926|-0.2990540869999999|0.749764251|0.937600185|-0.072887601|0.002467659|0.011033601|-29.02567082|-35.24260989|5.334966331|0.062399815|30.17155594|51.49564873|-14.03449109|39.45618424|-15.54821024|0.493941591|1971.148912|453.3484005|-528.6391483|336.39741360000005|0.131523409|13.33684703|0.976056482|3991.317015|63.59419322|0.008714375|-356.33157|323.79254|4.213574358|1.0|0.0|3.26|3.28|0.06|-6.4|4.58|4.43|58.43|3.57|86.7|2.0|-5.49|-4.85|291.37|0.0|1.0|1.0|4.08|8.33e-06|0.00243|4.54|0.0|-0.06495|515.96|847.69|0.4746|263.42|411.01|0.47831|0.69958|-0.13808|3.8656|-0.20303|5.09|6.6696|6.6696
