molecula|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
12af_a36|0|0|3.448611715|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|5.351858133|2|0.039953704|0.0|-0.00233752|-0.074383486|0.00146554|1|-0.000472698|0.154914099|1|0.859938421|0.002492952|0.8631180940000001|0.755275519|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|-73.23838519|15.22358698|0.244724481|169.9519197|127.6527374|-39.81177462|91.25505794|-24.41279506|0.448767097|3013.98446|524.5103537|-1391.529319|3082.869129|0.329759081|15.59375751|0.8141152220000001|6499.41155|229.0052411|0.0259433429999999|-236.4517911|757.7532208|18.01667275|0.0|3.0|4.98|0.0|0.17|-6.93|2.38|1.65|98.3|1.49|138.06|7.0|-3.54|-7.66|438.48|0.0|0.0|0.0|1.47|0.000227|0.0997|1.85|0.0|-0.05882|737.4|1246.55|427.0|236.83|589.48|0.50179|0.70508|-0.13364|6.9003|-0.19246|9.4631|7.8239|7.8239
14r_a23|1|1|0.0|7.423568444|0|1.197963203|-0.009140243|-0.006323791|5.351858133|2|0.045277778|0.7087588690000001|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|0.033038452|2|0.616699629|-0.1050445769999999|0.846632079|0.8662226190000001|-0.085881409|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|0.133777381|86.14846171|55.62948521|-25.96781003|66.31173073|-23.53402098|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|0.211777163|14.15357616|0.873329024|6744.848704999999|136.37788909999998|0.017092103|-371.2130393|599.5697147999999|11.00678143|0.0|1.0|3.47|3.06|0.05|-7.67|3.78|4.58|105.02|3.4|120.24|5.0|-5.58|-6.31|429.47|0.0|0.0|0.0|3.7|7.73e-06|0.00332|3.68|0.0|-0.06842|678.08|1145.51|0.2346|208.71|513.71|0.30482|0.68115|-0.15536|6.2620000000000005|-0.22378|8.8722|8.2684|8.2684
11e_a5|0|0|2.971327032|7.139660336|1|1.338814635|-0.2114441819999999|-0.003208975|5.209486153|2|0.020943152|0.0|0.008268901|-0.16669151|-0.010236262|1|0.008721244|-0.127225457|2|0.77509232|-0.02059071|0.8215345|0.876758791|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|7.986070113999999|0.123241209|81.64179149|0.0|-27.58835281|63.5644542|-18.69519243|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|18.17739133|0.936345148|5675.693973|184.4042616|0.016933845|-293.6467698|735.3048881|11.21791539|1.0|1.0|3.22|3.43|0.24|-8.95|5.03|4.29|66.93|1.83|125.71|7.0|-4.65|-6.28|411.5|0.0|1.0|0.0|3.63|1.9e-05|0.00782|3.56|0.0|-0.03808|717.76|1220.1|0.5347|280.64|571.06|0.66478|0.6505|-0.16751|2.3124|-0.20559|2.8694|7.3979|7.3979
14k_a23|1|1|0.0|7.423568444|0|1.1979621459999998|0.070940371|-0.005866159|5.351858133|2|0.046283951|0.74561778|0.010682694|-0.055500851|-0.055708465|2|0.009263715|0.082632648|2|0.722187957|-0.091426449|0.864845456|0.922397728|-0.079899943|0.226547411|0.018829201|-37.43135588|-53.17069631|12.53019305|0.077602272|51.64167457|80.31548917|-24.9092952|64.04991522|-22.62582822|0.486654314|2955.4566170000003|613.8243395|-1063.413926|2174.886074|0.216437606|15.99703938|0.948005074|6715.186162999999|144.0318708|0.016348271|-377.4022725|633.3278634|10.87921891|1.0|1.0|3.39|3.56|0.05|-7.99|4.0|4.67|105.02|3.51|125.29|5.0|-6.13|-6.03|445.93|0.0|0.0|0.0|3.99|2.83e-06|0.00126|4.21|0.0|-0.07933|691.9|1179.17|0.4694|340.42|552.65|0.63765|0.63765|-0.14784|5.8718|-0.2271699999999999|8.3627|8.4123|8.4123
8f_a12|1|1|0.0|6.580639137|1|0.609895166|0.110310585|-0.008295703|4.59511985|2|0.038347953|2.177023629|-0.002596875|0.028505422|-0.024023866|1|-0.00094279|-0.023769395|1|0.902669729|-0.042014638|0.80546986|0.869823177|-0.098932601|0.285353468|0.013287637|-41.27611074|-56.220383|7.550959323|0.130176823|73.97552223|0.0|-23.45595611|63.05721575|-21.72151161|0.460344828|2541.921472|494.2940092|-955.746511|1448.568734|0.161876566|13.00131176|0.853035146|5481.952981|91.98952021|0.012030968|-384.290491|524.0516742|6.836832748|1.0|1.0|4.09|3.26|0.1|-8.42|4.99|3.41|78.41|3.1|115.66|3.0|-5.7|-5.47|369.44|0.0|1.0|1.0|3.82|5.72e-06|0.00211|4.34|0.0|-0.06179|606.97|1020.81|312.0|297.01|441.97|0.59107|0.65098|-0.15061|0.9092|-0.2124|1.4701|6.1898|6.1898
6b_a31|0|0|3.404988662|7.773594467000001|1|0.610136262|0.052690797|-0.016070861|5.733341277|0|0.037803618|0.0|-0.011483229|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|0|0.838789705|-0.084489161|0.841537966|0.627853074|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-78.37648097|20.12924648|0.372146926|227.0509355|101.4993391|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|383.0600707|-1254.023695|2063.736075|0.254079586|14.46878435|0.925676135|6099.567787|155.0167518|0.024142162|-300.0775025|536.6368656000001|14.72939894|1.0|2.0|3.55|2.73|0.1|-7.33|5.19|4.0|131.36|1.36|109.69|4.0|-5.63|-6.5|404.44|0.0|0.0|1.0|3.3|2.18e-05|0.00883|3.2|0.0|-0.05835|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-0.13345|5.9085|-0.1918|8.8379|7.2676|7.2676
14n_a23|1|1|0.0|7.423568444|0|1.197963531|0.009802461|-0.0068536419999999|5.351858133|2|0.045165485|0.747533142|0.010561248|-0.049694913|-0.059870135|2|0.010508236|0.144230149|2|0.756252127|-0.099694124|0.861597051|0.89327435|-0.082430028|0.209387766|0.027028617|-39.82324087|-55.70499288|18.26553926|0.10672565|72.12361433|97.39429807|-26.91195666|72.09248208|-21.84509525|0.469606631|3014.591033|603.6615822000001|-1114.099858|2195.877777|0.313179459|16.33144958|0.885393105|6740.54932|211.642042|0.0242495529999999|-252.5011125|683.7405759|16.3874892|1.0|1.0|3.53|3.66|0.09|-7.51|3.42|4.03|114.25|2.72|126.78|6.0|-5.63|-6.47|441.51|0.0|0.0|0.0|3.48|9.57e-06|0.0042299999999999|3.55|0.0|-0.06951|710.48|1209.95|0.4229|362.35|575.71|0.6955|0.6955|-0.1382|5.2196|-0.2077099999999999|7.2975|9.2441|9.2441
14j_a23|1|1|0.0|7.423568444|0|1.197963927|0.074424082|-0.006327927|5.351858133|2|0.046283951|0.722606603|0.007671236|-0.026319216|-0.055708465|2|0.0075222369999999|0.087218599|2|0.616699629|-0.091426449|0.864845456|0.8454521620000001|-0.082226482|0.226990358|0.020485263|-40.35191855|-53.34139172|13.28905737|0.154547838|100.2571987|83.17168000000001|-26.17681598|64.88069411|-22.69846456|0.497137467|2943.385528|548.455847|-1066.827834|2175.598042|0.226032829|15.57933561|0.988615047|6597.039681|146.63044480000002|0.017787992|-355.4521561|599.5697147999999|11.53930239|1.0|1.0|3.39|3.41|0.05|-7.67|3.78|4.58|105.02|3.4|120.24|5.0|-5.58|-6.31|429.47|0.0|0.0|0.0|3.77|7.73e-06|0.00332|3.68|0.0|-0.07581|670.6|1142.37|0.3886|338.1|528.18|0.65128|0.65128|-0.14816|5.8037|-0.2239699999999999|8.3233|8.3883|8.3883
16_a31|0|0|3.096824452|7.758333467000001|1|0.61013894|0.152128735|-0.020181753|5.733341277|0|0.042528736|0.0|-0.017017891|-0.00795845|0.06214876|2|-0.0125582419999999|-0.0897217219999999|0|0.951830892|0.0980869569999999|0.8948140790000001|0.546450126|-0.150315165|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|0.4535498739999999|213.694252|467.7901274|-31.54036284|83.86629191|-23.60746376|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|0.26919564|9.649327262|0.747554032|4387.049328|126.8340354|0.027684692|-217.4912527|280.39844320000003|13.04390063|1.0|2.0|3.2|1.93|0.14|-4.94|3.8|2.83|114.29|0.78|80.57|2.0|-4.36|-6.48|300.34|0.0|0.0|1.0|2.33|0.000254|0.0762|2.32|0.0|-0.0318899999999999|503.18|818.1|0.2534|338.79|369.73|0.70108|0.70108|-0.15231|3.7419|-0.1842|5.5943|7.0458|7.0458
8b_a32|1|1|3.419952523|7.765993078999999|0|0.609420757|0.113639567|-0.009362305|5.733341277|0|0.03995614|2.123714284|-0.003484915|-0.024375676|-0.0684566009999999|3|-0.001662219|-0.014634534|0|0.788133615|-0.1152380009999999|0.8966299409999999|0.788218098|-0.108971309|0.253018806|0.016711528|-53.36442734|-68.4085006|10.49093175|0.211781902|132.9495116|68.21751748|-33.50038167|81.73293254|-19.33283713|0.458155153|2573.703546|494.8166492|-889.3105078|2275.886421|0.330850796|14.95918599|0.845546757|5619.400983|207.6969342|0.021225152|-212.3722924|557.1050635|13.32443194|1.0|2.0|3.46|3.04|0.26|-7.65|6.49|4.19|140.04|1.1|110.47|7.0|-5.83|-6.44|397.52|1.0|0.0|1.0|3.61|4.06e-05|0.0161|3.22|0.0|-0.05404|671.54|1114.24|0.2943|349.82|558.16|0.70285|0.70285|-0.14717|846.0|-0.20121|1.2797|7.9208|7.9208
11c_a5|0|0|2.930680267|6.605297921|0|1.427567332|-0.2117133739999999|-0.004590583|4.59511985|2|0.027388889|0.0|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|2|0.679183645|-0.044126759|0.86113162|0.80472351|-0.0873419269999999|0.389427402|0.01785211|-47.99592739|-53.12487972|10.85837291|0.19527649|118.7750305|4.089828494|-29.19305715|66.02857181|-19.63310772|0.448016491|2497.685314|489.4652669|-903.1229552|926.234805|0.292960365|16.09582374|0.811648325|5202.741647999999|178.1902995|0.021214793|-251.8596984|523.8031619|12.90369209|1.0|1.0|2.96|2.14|0.09|-8.47|4.79|4.17|80.76|1.13|106.79|6.0|-4.13|-6.59|370.4|0.0|0.0|1.0|3.0|7.950000000000001e-05|0.0294|2.78|0.0|-0.04315|636.14|1071.71|0.5327|275.3|512.32|0.60118|0.6267699999999999|-0.1713299999999999|2.5278|-0.21448|3.3827|7.6021|7.6021
1a_a18 (SB-431542)|0|0|3.3674017380000003|7.423568444|1|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.0|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|0.164429684|1|0.838928085|-0.083341531|0.805877431|0.5940412860000001|-0.122555709|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|0.405958714|240.8019609|105.3125675|-44.47680367|87.15852628|-27.46300805|0.472443977|2678.82389|352.3666367|-1235.8353619999998|1890.195809|0.2468003389999999|14.26170773|0.895533283|5748.422847|146.3942108|0.02438148|-300.3801761|513.4628663999999|14.4623285|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|3.63|103.12|1.54|106.85|4.0|-4.52|-6.73|384.39|0.0|0.0|1.0|2.85|5.660000000000001e-05|0.0218|2.7|0.0|-0.05971|620.23|1048.7|0.5767|324.5|464.08|0.55409|0.69868|-0.13329|5.9926|-193.0|8.8609|6.9031|6.9031
1_a1 (SKF-104365)|0|0|0.0|7.535296702|1|0.626769342|0.011230812|-0.006055958|5.4161004020000005|1|0.0409444439999999|0.0|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|1|0.57031697|0.194988905|0.857919181|0.8131557509999999|-0.081192283|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|0.186844249|86.42113499|63.42504103|-14.547040099999998|46.32985169|-13.65596178|0.416807085|1997.193006|376.1092109|-450.6467387|1551.362941|0.290255081|9.042613965|0.71469847|4225.4765640000005|134.2517831|0.018973797|-194.0267797|297.2783688|8.775956802|1.0|0.0|2.97|2.68|0.12|-6.0|3.93|4.28|56.01|2.52|81.72|2.0|-3.8|-6.01|297.35|0.0|1.0|1.0|3.27|9.65e-05|0.0287|2.96|0.0|-0.03482|491.18|809.96|0.2178|318.72|358.09|0.70081|0.70081|-0.16142|4.5773|-0.19624|6.9338|5.7959|5.7959
47g_a18|0|0|0.0|7.03438793|1|1.251175676|-0.005500039|-0.005817448|4.844187086|0|0.031179487|0.0|0.0036509859999999|0.033759227|-0.008224928|0|0.00531392|-0.071877686|0|0.765824398|-0.014370598|0.780474694|0.834424154|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|11.37505183|0.165575846|140.5114492|47.07867403|-46.97287277|86.33162323|-24.79003275|0.4913566339999999|3367.0578530000003|708.1114197|-1958.412588|2268.439188|0.268129223|20.32265524|0.966014041|7870.887027|227.5405903|0.016259076|-393.5416883|1347.416568|13.79782369|1.0|2.0|4.87|0.0|0.34|-9.22|3.22|3.6|88.97|2.79|164.47|13.0|-6.11|-6.4|541.68|0.0|0.0|0.0|2.83|3.01e-06|0.00163|4.52|1.0|-0.04413|905.71|1604.37|0.5955|400.4|874.26|0.69828|0.69828|-0.12789|4966.0|-0.17202|5.9864|8.0458|8.0458
41_a18|0|0|0.0|7.03438793|2|1.251176562|0.115127295|-0.007587553|4.844187086|1|0.038034188|0.0|-0.0034878|0.022493846|0.0212700929999999|0|-0.002136837|-0.137860739|0|0.759941674|0.037097204|0.774395455|0.7349388459999999|-0.089139464|0.3888308139999999|0.009550224|-69.94639412|-61.10986894|6.547189171|0.2650611539999999|181.7135945|93.99687836|-47.95199341|65.83786886|-25.62671923|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|0.0967605159999999|17.13823195|0.950261611|6605.095612|66.33450764|0.006896617|-552.8844577000001|897.5188662|4.727999916|1.0|3.0|4.07|0.0|0.25|-8.38|3.26|2.7|99.28|2.94|141.34|6.0|-5.56|-6.38|452.55|0.0|0.0|1.0|2.53|9.49e-06|0.0042899999999999|3.78|0.0|-0.04956|736.59|1294.52|482.0|385.97|576.83|0.69308|0.69308|-0.1319|2.0934|-0.1814599999999999|2721.0|6433.0|6433.0
38_a18|0|0|0.0|7.03438793|2|1.251175383|0.059724697|-0.00575311|4.844187086|1|0.035478927|0.0|0.000520558|-0.020056674|-0.003893067|0|0.001602741|-0.0993372269999999|0|0.745084567|-0.007310849|0.751875124|0.8310704529999999|-0.082256123|0.423402315|0.00838904|-61.25359673|-65.45657441|6.675707878|0.1689295469999999|134.4282836|74.46052717|-48.74349112|71.15832778|-25.65190078|0.4666657999999999|3162.36475|661.3370874|-1898.240658|1855.157022|0.119072105|20.5922319|0.874996952|7261.130718|94.75345803|0.007165119|-606.2584549|1228.492038|5.701753365|1.0|3.0|4.53|0.0|0.34|-10.33|4.94|4.13|85.29|3.7|160.66|10.0|-6.98|-5.55|508.65|0.0|0.0|1.0|3.64|7.85e-07|0.000399|5.43|0.0|-0.0483699999999999|861.93|1515.64|0.5147|384.55|734.93|0.69235|0.69235|-0.13229|1.9877|-0.18066|2.7244|7041.0|7041.0
28_a47|1|1|0.0|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|2|0.038387534|1.121067445|-0.013020816|-0.00496711|0.0467853809999999|1|-0.010153352|0.06536499|2|0.635684951|0.074217097|0.896193695|0.605349345|-0.106779291|0.310094808|0.026080156|-67.33744077|-63.47150284|15.50250691|0.394650655|234.5873429|83.61576722|-40.02656804|82.27079846|-22.66839387|0.472690874|2616.1598940000003|359.8303775|-952.0725426|1337.037733|0.34774073|14.91533234|0.8964208090000001|5633.990508|206.7032519|0.031626405|-181.0112167|428.5826478|18.79929562|1.0|2.0|3.08|2.03|0.05|-6.92|2.49|3.84|98.72|1.67|99.2|5.0|-3.67|-7.22|380.35|0.0|0.0|1.0|2.4|0.000217|0.0824|1.97|0.0|-0.05471|599.88|995.5|0.2996|337.37|461.73|0.69002|0.69002|-0.15049|6.0847|-0.2052|8.17|7.6|7.6
10_a4|0|0|0.0|7.535296702|1|1.343863662|-0.180140166|-0.002959121|5.4161004020000005|2|0.038699764|2.149387791|0.01107733|-0.122141977|-0.090413559|1|0.011142889|0.014917047|2|0.6990620390000001|-0.150288496|0.861225169|0.921653019|-0.079432495|0.43000216|0.014582852|-29.52653193|-45.97324097|8.440134933|0.078346981|45.34497624|64.26218096|-17.08910641|54.09964719|-15.63090193|0.4858700179999999|2480.063587|533.4262268|-781.5450965|2064.276654|0.255470315|11.20225306|0.945033425|5598.949417|147.85886159999998|0.014040792|-283.0534799|594.7358385|8.126406226|1.0|0.0|3.46|3.38|0.26|-8.07|4.93|4.81|52.83|2.53|111.38|4.0|-4.66|-5.83|370.45|0.0|1.0|1.0|3.9|1.4e-05|0.00519|3.85|0.0|-0.04689|619.99|1083.65|0.1792|249.6|470.02|0.4662|0.7038399999999999|-0.15561|1.4517|-0.2025|2.2386|7.0555|7.0555
9b_a36|0|0|3.513187594|7.412764017000001|2|0.62670079|-0.053019801|-0.0058276019999999|5.351858133|2|0.040166667|0.0|0.005050384|-0.077361324|-0.06502499|1|0.005458948|0.146828453|1|0.8421237309999999|-0.1177413269999999|0.842671963|0.8453794609999999|-0.098301686|0.2602997|0.017007854|-46.58565720000001|-61.73294817|10.68084402|0.154620539|97.10089515|0.0|-29.25555061|71.70079424|-22.67740953|0.453252346|2715.020034|530.8939077|-1111.193067|2464.2160510000003|0.21757783|13.80758516|0.828997331|5838.085413000001|136.63774650000002|0.015872498|-354.7193098|620.9195447000001|9.967846072|0.0|1.0|4.73|0.0|0.14|-6.64|3.6|2.76|82.47|2.82|126.17|5.0|-4.6|-6.46|398.48|0.0|0.0|0.0|2.48|3.71e-05|0.0148|3.2|0.0|-0.05146|666.01|1127.85|0.5392|321.74|514.45|0.69763|0.69763|-0.15833|6.2846|-0.20979|8.4288|7.6778|7.6778
14ae_a23|1|1|0.0|7.423568444|0|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|2|0.042903564|0.7338690390000001|0.008996289|-0.0174992419999999|0.0289586779999999|2|0.009675528|0.047563299|2|0.7763406840000001|0.0469453379999999|0.8356326820000001|0.872362051|-0.087074783|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|0.127637949|91.4475768|110.5716332|-33.45249142|87.09501229|-19.28284095|0.479058976|3212.850883|625.0131414|-1060.556252|2575.36078|0.46959234|15.59484379|0.919603093|7308.981869|336.444465|0.034488074|-43.57178809|770.8206617000001|24.70935041|1.0|1.0|3.74|3.76|0.12|-7.6|3.48|4.03|123.48|2.42|133.27|7.0|-5.8|-6.68|471.53|0.0|0.0|0.0|3.44|8.22e-06|0.0038799999999999|3.52|0.0|-0.07122|751.57|1285.52|0.3205|344.06|627.57|0.58144|0.58144|-0.14537|7.0211|-0.21659|9.5944|8.6038|8.6038
18a_a25|0|0|0.0|6.842683282|0|1.194229606|-0.151473962|-0.0029953159999999|4.727387819|2|0.038167849|2.050257213|0.007643634|-0.018419483|-0.019985937|1|0.007325341|0.106305991|2|0.761417363|-0.035531959|0.792935475|0.931628386|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|0.068371614|45.33086513|0.0|-24.58404782|59.45091020000001|-20.53845469|0.493301255|2857.88027|617.676232|-1088.538099|2331.966135|0.182927961|14.59524518|0.973559258|6523.923911999999|121.2825364|0.011486699|-420.4420243|759.4953883|7.615762647|1.0|1.0|3.5|3.43|0.08|-9.78|5.89|5.72|87.72|2.88|133.85|6.0|-6.33|-5.58|435.54|0.0|0.0|1.0|4.53|1.71e-06|0.000744|4.76|0.0|-0.05591|694.17|1229.09|0.3234|225.57|556.26|0.2834|0.5274399999999999|-0.15732|3.1313|-0.21323|4.3839|7.0269|7.0269
14b_a50|1|1|0.0|7.934155233999999|2|1.267593742|-0.092558007|-0.003935732|5.82008293|2|0.030219907|2.115127752|0.010215823|0.037777505|-0.041169251|2|0.011249462|-0.106938404|1|0.74726683|-0.076752616|0.831689551|0.904076348|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|14.70317076|0.095923652|62.89861413|192.8987555|-21.65397937|64.58491917|-16.75898192|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|0.362718946|11.45638132|0.8030515570000001|6737.145102|237.8403928|0.021820402|-180.03459850000002|825.4425942|14.30797341|1.0|0.0|4.64|3.64|0.35|-6.86|3.72|4.81|66.99|2.32|128.39|7.0|-4.6|-6.5|441.52|0.0|1.0|0.0|3.6|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|-0.02486|718.64|1253.87|0.1637|234.67|533.25|0.55594|0.64303|-0.16874|5.3711|-0.1936|6.7927|5.1818|5.1818
12h_a30|0|0|0.0|7.412764017000001|2|0.604984682|0.046965756|-0.00737961|5.351858133|2|0.043848238|0.0|0.001139238|0.001698966|-0.072247675|1|0.002064369|-0.166613751|1|0.669561738|-0.1240820219999999|0.888213143|0.763568404|-0.09907575|0.353607682|0.017389133|-52.88851758|-63.03519645|11.06352871|0.236431596|150.42542849999998|0.0|-33.64938551|73.14241438|-24.44221903|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|0.202025127|15.1759206|0.881277172|6252.192213|128.5349203|0.015886049|-379.1625034|618.6004214|10.10721793|0.0|1.0|4.63|0.0|0.14|-6.9|4.25|3.18|81.65|3.2|127.24|5.0|-5.39|-6.02|416.47|0.0|0.0|0.0|2.92|9.71e-06|0.00405|3.97|0.0|-0.05347|672.54|1132.06|0.1878|246.54|518.06|-0.26697|0.68543|-0.14889|2.9684|-0.2023599999999999|3.4138|8065.0|8065.0
16_a20|0|0|3.485659565|6.842683282|0|1.401259527|-0.014660441|-0.004705049|4.727387819|2|0.0388043479999999|2.013871268|8.23e-05|-0.061975089|-0.062750442|1|0.001157852|0.211127741|2|0.7582110409999999|-0.10978034|0.809440795|0.915005572|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|0.084994428|55.92018945|3.46788153|-28.6288015|60.02453683|-19.44924762|0.464473378|2722.728332|602.0075202|-972.4623811|2161.751186|0.219891897|15.24926152|0.8673208|5896.394536|144.672972|0.013439632|-368.5817657|664.4562602999999|8.84230625|1.0|1.0|3.5|3.13|0.08|-10.52|6.38|5.46|78.25|2.2|121.69|4.0|-6.06|-5.42|401.46|0.0|0.0|1.0|4.37|2.17e-06|0.0008699999999999|4.69|0.0|-0.05909|686.59|1174.61|0.3431|207.2|554.41|0.32553|0.69524|-0.1481299999999999|4.7315|-0.20722|6.5609|7585.0|7585.0
33_a47|1|1|0.0|6.823286122000001|0|1.409403453|-0.229935275|-0.004263267|4.727387819|3|0.034691358|1.688794654|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.26447859|3|0.63155995|0.1186944519999999|0.8913954909999999|0.8197001309999999|-0.083739854|0.404334141|0.022346992|-32.1568697|-44.81989209|11.96072985|0.1802998689999999|96.50148984|0.0|-17.2112484|60.65229445|-14.56646493|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|0.42318652|12.94292541|0.854471925|4889.09585|226.5011607|0.029580684|-82.22540944|388.178924|15.83240237|1.0|1.0|3.08|2.76|0.11|-7.08|2.96|4.04|68.52|1.52|94.28|3.0|-3.26|-6.78|334.35|0.0|1.0|1.0|2.69|0.000192|0.0643|2.19|0.0|-0.05462|566.29|934.34|0.2566|296.13|423.52|0.67508|0.67508|-0.15985|4.5647|-0.21447|6.2284|8.4|8.4
6_a27|0|0|2.6137160880000003|6.823286122000001|0|1.404458667|0.1718757239999999|-0.007874167|4.727387819|2|0.042942943|1.221528093|0.00526746|0.075248207|0.081320966|1|0.0058042269999999|-0.406859288|2|0.678057835|0.1272522519999999|0.849515128|0.785047616|-0.090025109|0.344065059|0.020552125|-38.92545695|-44.56839492|10.17466399|0.214952384|106.4156743|61.10118428|-19.27068071|52.66373343|-17.14169035|0.47262982|2196.1151210000003|388.6505938|-668.5259238|1193.992326|0.2251796019999999|9.500048379|0.896201262|4761.820508|111.4788253|0.01635203|-272.1086175|373.9912084|8.095338503999999|0.0|1.0|3.0|2.49|0.11|-6.67|3.48|2.79|76.46|2.42|92.65|2.0|-3.62|-6.55|317.34|0.0|1.0|1.0|2.71|0.000153|0.0485|2.37|0.0|-0.04793|526.9|896.68|0.1915|223.61|401.49|0.3366099999999999|0.61083|-0.17007|2.7521|-218.0|4.0597|9.0|9.0
12v_a30|0|0|0.0|7.412764017000001|2|0.604983445|0.037440652|-0.006974714|5.351858133|2|0.04625323|0.0|0.002431329|0.020607357|-0.04950715|1|0.001805829|-0.173424818|1|0.8149999040000001|-0.080971844|0.889479916|0.8501212029999999|-0.0971402169999999|0.404950755|0.015823709|-52.18846092|-65.72041011|10.70556236|0.1498787969999999|101.4008026|0.0|-35.30820865|75.73440678|-25.48342433|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|0.193930933|15.56114504|0.917675298|6952.110426|131.2043645|0.014801518|-414.1432908000001|685.6665849999999|10.01399667|0.0|1.0|4.62|0.0|0.14|-7.8|5.11|3.92|81.65|3.79|137.3|5.0|-6.58|-5.52|467.37|0.0|0.0|1.0|3.59|9.14e-07|0.0004269999999999|5.12|0.0|-0.0563|715.58|1209.1|0.1601|349.18|573.82|0.68405|0.68405|-0.1505099999999999|2.9171|-0.20681|4105.0|7.6596|7.6596
6_a47|0|0|0.0|0.0|0|1.304328257|0.011739916|-0.008723045|0.0|2|0.042276423|1.291219116|-0.010708889|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.302730533|2|0.701994505|0.062425042|0.84654143|0.8419184120000001|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|5.323543706000001|0.158081588|85.6917678|0.0|-23.54237714|60.76103606|-19.96679614|0.4059072379999999|2431.668154|456.3812788|-838.6054381|1577.98246|0.205609194|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|0.0154005|-319.1626428|469.7495559|8.348196185|1.0|2.0|2.82|2.91|0.05|-9.06|5.24|6.27|58.04|3.48|106.47|3.0|-6.02|-5.02|379.81|1.0|0.0|1.0|4.59|1.63e-06|0.000619|5.06|0.0|-0.05354|576.56|990.85|0.2536|224.66|422.9|0.30468|0.69305|-0.1544|3.2606|-0.20794|4.2153|7.9|7.9
