molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4d_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343847746|2|-0.090862681|-0.343596561|0.000607064|-0.053327669|10.92777282|0.013451218|1|0.001356445|-0.151004418|0.000850823|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.749565191|0.752634646|-0.089942837|-0.085966608|0.410804214|-55.40321178|-52.95392476|8.392883773|0.2473653539999999|-32.61868996|5.16986937|57.16412513|0.654728051|-34.12740785|66.51766234|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|2.68|0.22|-7.58|3.16|1.0|0.0|115.63|0.0|1.0|6.0|-3.13|30.0|5.0|398.46|0.0|1.0|-3.35|0.000743|296.0|0.0004509999999999|0.18|1.45|0.0|0.0|5.7447|3.8047|-1293.333712|-1293.29417|1144.04|325.87|0.2549|215.82|0.40593|0.6782100000000001|-1293.049085|0.0879|-0.2219699999999999|-1293.107454|5.5765|7.7447|7.7447
12_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605020506|2|-0.120694579|-0.336455156|-0.006049098|-0.045382017|10.31163031|-0.069857022|1|-0.0045709459999999|-0.218774634|0.032450556|-0.604704476|2|0.899733837|0.718481325|-0.039834906|0.841871246|0.829399708|-0.092838926|-0.096133903|0.101891875|-44.07517037|-45.63945658|5.258353635|0.170600292|-21.667278|2.496397166|76.23910943|0.830418645|-20.92463497|52.16354015|49.333524|0.463780604|2056.502939|393.75653|-638.9523922000001|-8.921820355|0.169581355|5.6343192|10.50748861|0.864908294|80.50854774|-303.3418921|0.01374218|-313.7317211|769.4340634|330.4083896|1.0|1.0|1.0|2.17|0.0|-6.89|4.34|1.0|0.0|90.49|0.0|1.0|2.0|-5.68|22.0|3.0|304.37|0.0|1.0|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|4.03|0.0|0.0|3263.0|3263.0|-1272.152002|-1272.125792|847.25|379.97|0.5056|379.97|0.69784|0.69784|-1272.010995|0.5056|-0.19514|-1272.058487|3.1979|5.45|5.45
18_a10|0.0|0|0|0.0|1|7.78113851|2|2|1.243178376|2|-0.092424959|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|0.048377088|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|-36.52271591|-48.27152552|12.12013168|0.114447045|-30.63863373|7.692822451|123.3621791|0.641615544|-23.18149476|61.38857307|48.64284759|0.4670293179999999|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|227.471785|-551.4954071000001|0.020666062|-179.7708584|1354.218219|713.2632062000001|0.0|1.0|1.0|3.41|0.32|-7.88|4.65|1.0|0.0|119.81|0.0|1.0|5.0|-4.48|31.0|5.0|412.48|1.0|1.0|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|5.7687|3.7977|-1336.433782|-1336.404041|1181.5|326.47|0.2962|214.93|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.20692|-1336.185978|5.9029|6.8861|6.8861
18d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.6049874|2|-0.071608958|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|1|0.002064369|-0.159104532|-0.120380857|-0.4624430539999999|1|0.669561738|0.815003426|-0.001699165|0.64876559|0.803280262|-0.07812727|-0.103191184|0.346980269|-49.44608411|-65.3088221|11.29282624|0.196719738|-41.33339749|7.147133584|0.0|0.783284395|-31.29400567|75.80070349|60.73891035|0.443774287|2848.574353|508.389239|-1175.558798|-15.18369704|0.216715605|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|0.016577694|-358.5765637|1500.807121|618.6004214|1.0|0.0|1.0|0.0|0.14|-6.9|4.25|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|5.0125|3.4682|-1675.020297|-1674.987709|1129.46|357.49|0.3856|247.35|0.4325|0.69017|-1674.785879|0.3788|-0.19673|-1674.8453470000002|6.2946|7.6737|7.6737
14e_a25|0.0|0|0|0.0|1|6.842683282|0|0|1.4200152069999998|2|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|2|0.717460414|0.776960216|-0.144369439|0.6954126970000001|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|0.448918026|-73.99302943|-73.51338088|10.99497534|0.275949567|-53.79722636|8.046143033|97.78313402|0.806446896|-54.14823405|84.60373462|84.98800478|0.491527882|3126.080106|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|141.642515|-1183.53898|0.015154859|-448.516796|2005.4567600000005|811.3237836|1.0|1.0|1.0|2.72|0.07|-9.14|3.65|1.0|0.0|134.35|0.0|1.0|7.0|-5.14|35.0|5.0|462.5|0.0|0.0|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|0.0|5.8431|3.9613|-1521.012915|-1520.964156|1300.08|312.99|0.2409|212.19|0.31019|0.69958|-1520.701142|0.0007|-0.2116699999999999|-1520.767443|7.2625|7.1249|7.1249
6f_a40|0.0|0|0|0.0|1|8.421342866|1|2|0.604893424|0|-0.122783873|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|0.742681934|0.655786513|-0.134203859|-0.130571562|0.363785804|-86.21963207|-83.88605319|10.2782635|0.344213487|-53.89282175|6.6032981820000005|40.01876255|0.8628087240000001|-55.39203581|92.77827871|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|-21.5571287|0.137191276|6.993991456|11.87042702|0.69723213|88.13890599|-970.0707913999998|0.013841059|-466.1748926|1750.039046|593.503189|1.0|0.0|0.0|2.53|0.21|-3.67|3.66|1.0|3.0|124.54|1.0|3.0|5.0|-6.95|30.0|5.0|457.55|0.0|0.0|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|3.09|1.0|0.0|3.5741|2.57|-2426.972609|-2426.924155|1139.55|482.43|0.2362|346.89|0.66642|0.69911|-2426.725129|0.0158|-203.0|-2426.787111|8.7269|7.3768|7.3768
19_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.438829424|1|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.29861864|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|0.08178394|0.818710955|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|-56.30608209|-62.64265252|19.74799697|0.360097548|-31.24772528|9.850795895|470.4453529|0.662289492|-28.08688512|77.38527508|76.05407906|0.467358389|2127.363207|319.1993829|-751.7118302|-9.86770272|0.3377105079999999|5.495780422|10.31797048|0.877434994|168.4584665|-374.9727034|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|1.0|2.77|0.18|-5.03|2.69|0.0|0.0|83.95|0.0|2.0|3.0|-2.73|23.0|5.0|309.32|1.0|1.0|-3.15|0.00186|574.0|0.000704|218.0|1.66|0.0|0.0|4.1721|4.1721|-1046.606458|-1046.5747720000002|882.87|297.18|0.2189|297.18|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.20251|-1046.509891|5.0441|6.0044|6.0044
13m_a6|0.0|0|0|3.415695704|0|6.842683282|0|0|1.429020166|2|0.021526267|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|-0.00687003|0.037052986|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|0.156982046|0.82642394|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|-68.97140339|-75.05944278|12.95736535|0.2843875389999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|-48.09294654|89.65257305|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|183.8755989|-994.4232282|0.020928405|-329.5370141|1936.888972|724.3873672999999|1.0|1.0|1.0|2.18|0.08|-9.67|4.19|1.0|0.0|127.2|0.0|1.0|6.0|-4.64|33.0|5.0|435.48|0.0|1.0|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|0.0|3.9127|3.3359|-1423.762467|-1423.712909|1231.54|371.67|275.0|316.88|0.66475|0.64753|-1423.448957|0.1924|-0.20954|-1423.511471|6.5243|8.0|8.0
14u_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197962732|2|0.050530143|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|0.010508236|0.091604179|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.001778422|0.71381683|0.909754912|-0.055259924|-0.086465795|0.445665682|-36.90928915|-57.75236052|16.97420126|0.090245088|-38.57404134|11.3374334|50.47632596|0.702868983|-24.65250654|73.50348823|53.88349042|0.47648509|3015.478095|607.6448353|-1155.04721|-15.12707504|0.297131017|7.392527755|14.12094979|0.910165272|198.4601847|-771.4808267999999|0.023582305|-271.0010972|1643.332169|683.7405759|0.0|0.0|1.0|3.68|0.09|-7.51|3.42|2.0|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|441.51|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|4.0409|3.1819|-1744.446261|-1744.422541|1214.4|389.66|0.2253|306.82|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.21613|-1744.2405670000005|8.1549|8.2449|8.2449
47n_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251175627|0|0.017491759|-0.609196374|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0.001705837|0.026244774|-0.258092915|-0.529441732|0|0.722991132|0.696612213|-0.09714337|0.711628292|0.792429396|-0.079299822|-0.091185806|0.288989992|-65.43887366|-75.24728669|8.759783644|0.207570604|-62.09468789|7.228646444|47.476904100000006|0.783921929|-54.00070374|86.44740177|74.19865731|0.482565384|3349.802294|653.9193397999999|-2031.676741|-21.77346199|0.216078071|10.43689152|20.17045476|0.932611327|178.30942439999998|-1676.556573|0.01357247|-468.58948260000005|2591.682495|1306.125688|1.0|1.0|1.0|0.0|0.31|-9.76|3.67|3.0|1.0|162.18|1.0|1.0|13.0|-6.02|40.0|4.0|539.67|0.0|0.0|-5.24|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.0|3.2028|3.2028|-1743.3283440000002|-1743.299948|1565.37|387.11|0.5056|387.11|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.18391|-1740.663577|3.3568|7.1938|7.1938
1j_a5|0.0|0|0|2.9426852410000004|0|6.605297921|0|0|1.427567371|2|-0.115553003|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|0.006957291|-0.190920568|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|0.717355058|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|-40.01980349|10.57633738|0.152836128|-21.49609451|5.680936139|1.471030887|0.616489567|-21.29338752|54.3827755|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|0.883543443|205.997426|-322.4414176|0.026739895|-125.1415813|973.7343247|422.96706330000006|1.0|1.0|1.0|2.66|0.05|-8.14|4.5|0.0|0.0|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|328.37|1.0|1.0|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|0.0|4.4331|4.1205|-1065.849941|-1065.817476|959.39|300.89|0.5115|279.68|0.66182|0.6449|-1065.671975|0.1644|-0.20645|-1065.723417|3.0364|7.6198|7.6198
19_a3|0.0|0|0|2.917217813|0|6.605297921|0|0|1.4316666480000002|3|-0.008897473|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.687139108|0.853017902|-0.067674689|-0.087730634|0.225451546|-31.50932639|-40.8473715|5.419662458|0.146982098|-19.01853079|2.523394126|0.0|0.75798185|-14.67073822|48.55416845|36.92898885|0.476813896|2000.66399|397.1650228|-531.0158295|-7.064025721|0.24201815|5.342307798999999|10.21110415|0.911365749|112.6836188|-247.2409002|0.016552404|-240.2326308|700.5653624|314.0966684|1.0|1.0|1.0|1.6|0.06|-7.21|3.9|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|4.0|287.32|1.0|1.0|-3.58|0.000578|166.0|0.000266|0.0764|2.19|0.0|0.0|3945.0|3945.0|-929.2818523|-929.2608626|832.23|314.28|0.3006|314.28|0.67351|0.67351|-929.14689|0.3006|-0.2206|-929.193831|2.8758|7.6383|7.6383
3d_a49|0.0|0|0|0.0|1|7.535296702|1|1|0.406515615|2|-0.087308534|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.004253844|-0.149675594|-0.129666234|-0.202380888|2|0.914407252|0.808676284|0.01450704|0.846953747|0.733071652|-0.099295364|-0.094384452|0.464410121|-57.52001036|-54.67520803|5.561916586000001|0.266928348|-31.67236018|3.221917789|0.0|0.756622045|-33.32030276|65.59130031|63.08192694|0.486368221|2809.9605100000003|424.6551631|-984.1537446|-12.12984007|0.243377955|6.612715522999999|12.87442833|0.946920034|140.9844521|-570.1024832|0.018844179|-297.31302830000004|1300.720421|549.3593871|1.0|0.0|1.0|0.0|0.15|-6.15|0.72|1.0|0.0|111.41|0.0|1.0|4.0|-5.19|28.0|5.0|392.45|0.0|1.0|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|0.0142|2.98|0.0|0.0|5.1844|3.8907|-1594.595995|-1594.552258|1044.19|318.67|0.2899|239.15|0.3523699999999999|0.67215|-1594.380348|0.0931|-0.21913|-1594.435881|2.3278|5.6308|5.6308
3l_a32|0.0|1|1|3.672194822|0|7.773594467000001|0|1|0.609420748|0|-0.039331295|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.068876714|-0.087213805|-0.524711546|0|0.820540279|0.751853889|-0.136589369|0.776480242|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|-40.30321333|-51.41835077|7.120934925|0.114441512|-29.90181954|4.141107366|0.0|0.788236719|-23.43792428|58.10243176|47.42414825|0.453630671|2453.759435|514.9875423000001|-771.2752615|-9.750593329|0.211763281|6.414825717|11.74082324|0.8302637909999999|123.148785|-448.5272931|0.011493763|-335.2422712|978.4817724|565.7000781|1.0|0.0|1.0|3.54|0.35|-7.5|7.34|2.0|0.0|110.16|0.0|1.0|3.0|-7.6|26.0|3.0|380.53|0.0|1.0|-6.01|2.52e-08|9.59e-06|9.7e-07|0.0003689999999999|5.51|0.0|0.0|3.5319|3.5319|-1789.475625|-1789.4501510000002|1062.47|351.04|0.2876|351.04|0.70282|0.70282|-1789.242839|0.2876|-0.19962|-1789.298086|5.7721|7.9208|7.9208
14_a1|0.0|0|0|3.3674017380000003|0|7.423568444|1|1|1.430935835|1|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0.795744863|0.593170871|-0.12658238|-0.122581374|0.206941175|-74.96297518|-72.59355177|19.5711254|0.406829129|-42.99041175|11.59015807|104.2594419|0.753357398|-44.39360096|87.02320758|94.53410059|0.47517581|2678.985809|351.2799603|-1234.09038|-16.24082222|0.246642602|7.46120838|14.21658628|0.905399978|146.0634832|-730.8369997000001|0.0243658979999999|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|1.0|2.35|0.05|-7.69|4.04|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|384.39|0.0|1.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|3.8344|3.3061|-1292.588129|-1292.55322|1049.56|375.01|0.4442|323.35|0.6572600000000001|0.69894|-1292.359534|0.3497|-0.19322|-1292.415211|5.3099|7.0269|7.0269
12bd_a36|0.0|0|0|3.497517322|0|7.412764017000001|2|2|1.297043358|2|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|0.0045625|0.042808724|-0.169994208|-0.436345273|1|0.902377067|0.78699829|-0.011529973|0.857993338|0.832478093|-0.071083327|-0.099460046|0.279020022|-46.92083391|-65.65179884|11.7156452|0.167521907|-43.33557909|7.733288012999999|0.0|0.78244124|-30.9716039|75.7932235|58.63647911|0.475272043|2772.776922|549.5039111000001|-1313.035977|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|143.6066496|-866.7115819|0.015363883|-372.868829|1678.127264|729.1873176|1.0|0.0|1.0|0.0|0.21|-7.34|3.76|1.0|0.0|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|409.49|1.0|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|3.8786|3544.0|-1311.591775|-1311.560669|1200.23|349.84|0.4467|319.66|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.19826|-1311.352257|7.6908|7.7696|7.7696
12w_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604983445|2|-0.0999572419999999|-0.372029919|0.002431329|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.173643543|-0.0857954809999999|-0.477636454|1|0.8149999040000001|0.83236194|-0.032835151|0.711738503|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|10.59162334|0.147783603|-45.15435649|7.262777048999999|0.0|0.8077976990000001|-36.02242934|75.77366969|63.12469722|0.451478593|2999.810425|584.3729039|-1251.160641|-17.50883211|0.192202301|8.063690539|14.70077638|0.8230829059999999|131.7949495|-857.9327732|0.014471302|-422.1196298|1548.85393|685.6665849999999|1.0|0.0|1.0|0.0|0.14|-7.8|5.11|2.0|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|5.0632|3.5585|-2494.966575|-2494.932002|1211.28|348.42|0.2639|244.87|0.31353|0.68423|-2494.743475|0.1614|-0.20755|-2494.807027|3.0068|7821.0|7821.0
14s_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197958333|2|0.049317519|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|0.659570836|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|-35.30692476|-51.64162341|12.81151517|0.07236376|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-22.64965286|62.75905983|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|7.548546899|14.26730044|0.890072438|144.457092|-662.5696522999999|0.017330177|-352.5931977|1333.003252|633.3278634|0.0|0.0|0.0|3.66|0.05|-7.99|4.0|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|0.0|3.6828|3.6828|-2089.521231|-2089.500101|1164.32|336.66|0.3669|336.66|0.60323|0.60323|-2089.2914530000003|0.3669|-0.22933|-2089.352478|6.4428|8.5482|8.5482
12h_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984682|2|-0.074988669|-0.391119352|0.001139238|0.001698966|10.31162898|-0.072247675|1|0.002064369|-0.166613751|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.008644634|0.64876559|0.763568404|-0.083127678|-0.09907575|0.353607682|-52.88851758|-63.03519645|11.06352871|0.236431596|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-33.64938551|73.14241438|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|-15.55093031|0.202025127|8.066818026|15.1759206|0.881277172|128.5349203|-761.9955851|0.015886049|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|0.0|0.14|-6.9|4.25|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|5.0289|3.5101|-1675.011389|-1674.977665|1132.06|353.22|0.1878|246.54|-0.26697|0.68543|-1674.777786|155.0|-0.2023599999999999|-1674.838376|3.4138|8065.0|8065.0
17_a47|0.0|1|1|3.011740664|0|6.605297921|0|0|1.4168589319999998|3|-0.105849578|-0.2032813319999999|0.0042378929999999|0.075303828|10.9385382|-0.006331624|1|0.004477366|-0.180898239|-0.031505291|-0.3004189439999999|3|0.8007970640000001|0.75807704|-0.034891905|0.7666613659999999|0.852282407|-0.07185129|-0.082994667|0.522140199|-43.82821253|-50.62550618|7.87914003|0.147717593|-30.88080199|4.806157636|0.0|0.7457517659999999|-26.73455447|60.33408274|51.70735256|0.46147021|2672.497352|519.8795281|-911.2591113|-11.11708872|0.2542482339999999|7.055517075|13.10144249|0.8569074879999999|155.087622|-555.8544359|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|1.0|1.0|1.0|2.39|0.08|-10.1|5.12|2.0|0.0|119.83|0.0|0.0|4.0|-5.4|30.0|4.0|392.46|0.0|1.0|-5.21|3.98e-06|0.00156|6.11e-06|0.0024|4.03|0.0|0.0|4.2784|4.2784|-1254.985125|-1254.943823|1127.7|289.79|0.4308|289.79|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|-0.22479|-1254.795084|5.6949|8.3|8.3
18_a20|0.0|0|0|3.463603867|0|6.842683282|0|0|1.400923654|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|-0.597167441|2|0.809917509|0.7602869659999999|-0.107446431|0.778639593|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|-61.73239771|-63.36348363|7.195302872999999|0.23863824|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-41.07622672|72.31812218|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|125.81822920000002|-843.230756|0.013457694|-413.7552685|1562.772745|712.1606951|1.0|1.0|1.0|2.76|0.08|-10.0|5.54|2.0|0.0|125.07|0.0|0.0|5.0|-5.59|32.0|4.0|419.48|0.0|1.0|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|5.9778|3.5355|-1352.364724|-1352.32685|1204.88|350.69|0.2991|207.41|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.20289|-1352.135304|8.0505|7.4685|7.4685
12a_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990853|0|0.17758258|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|0.007890601|0.298197213|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|0.525051106|0.940879765|-0.064340227|-0.074840643|0.000279043|-32.81611621|-38.17175304|6.001293955|0.059120235|-19.46913691|3.060902482|49.24750281|0.85136964|-16.73754566|43.65970865|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|-8.792513441|0.14863036|7.563170499|14.43505064|0.908597808|75.8074911|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|0.0|3.39|0.0|-7.21|5.33|1.0|0.0|91.76|0.0|1.0|2.0|-6.41|22.0|2.0|346.23|1.0|1.0|-5.95|3.86e-07|0.000134|1.13e-06|0.00039|5.43|0.0|1.0|3.0966|3.0966|-2097.826771|-2097.8163050000003|875.15|400.39|0.3701|400.39|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.2091|-2097.779499|3.8054|5.7501|5.7501
12b_a50|0.0|1|1|0.0|2|7.927685046000001|1|1|1.397986833|1|-0.08032584|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|0.011790103|-0.139522815|-0.291865836|-0.246831987|1|0.699597776|0.804535572|0.009081884|0.660148928|0.925916085|-0.045602469|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|0.074083915|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-11.52561607|47.12729492|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|214.5713436|-234.0844297|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|1.0|2.45|0.11|-5.49|2.59|0.0|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|313.36|1.0|1.0|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|0.0|4.7089|3.9305|-1006.664619|-1006.641541|909.8|315.44|0.2425|263.3|0.6016199999999999|0.6581|-1006.501585|0.0777|-0.19425|-1006.550688|5.6617|5.3242|5.3242
