molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
14g_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197957711|2|0.058422864|-0.803522236|-0.002390707|-0.031968899|10.3132174|-0.030586527|2|-0.0004039459999999|0.179219801|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.010202051|0.575188253|0.907334473|-0.072819606|-0.096288005|0.297855753|-51.82254036|-68.52397802|13.05300369|0.092665527|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-36.87984398|83.15907597|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|0.020564836|-398.9771038|1931.945357|676.4530574|0.0|0.0|0.0|3.79|0.09|-7.95|3.97|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|495.48|0.0|0.0|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|0.0|3.7042|3.7042|-2042.1835260000005|-2042.161409|1233.48|334.71|0.3478|334.71|0.56658|0.56658|-2041.934312|0.3478|-0.23201|-2042.000034|10245.0|8.0|8.0
19i_a38|0.0|0|0|3.169368622|0|7.412764017000001|2|2|1.297043925|2|0.08414367|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|-0.004358975|0.215263198|-0.250781298|-0.430016467|1|0.653741315|0.836170906|-0.040954326|0.632625562|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|-51.15830416|-69.40536597|13.83587388|0.252841593|-42.53502816|8.479305267|10.71501217|0.7419238420000001|-31.35232957|82.98550237|64.99417804|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|-15.31261014|0.258076158|6.690507557999999|12.04523072|0.800346329|158.161786|-765.6305068|0.022159015|-296.5257022|1683.860952|593.6088758|1.0|1.0|1.0|2.88|0.14|-7.12|3.55|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|5.7041|3.6129|-1431.415351|-1431.384243|1101.03|343.17|0.2156|217.36|0.4342|0.69267|-1431.181148|0.1886|-0.2052|-1431.239177|8.6365|7.9031|7.9031
12c_a5|0.0|0|0|2.977832018|0|6.605297921|1|1|1.236775191|3|-0.086795626|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.05430631|0.782051277|0.841092921|-0.070873852|-0.066083881|0.450827114|-46.62294305|-43.47195613|10.77147171|0.158907079|-28.59715492|7.085796743|13.26856229|0.583585895|-30.6699685|59.40070647|57.39441476|0.4609383929999999|2697.345008|553.2961182|-825.9671665|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|273.9296719|-543.3459436|0.024214085|-109.9706106|1415.330929|735.3048881|0.0|1.0|1.0|2.78|0.24|-9.31|5.03|1.0|0.0|121.26|0.0|1.0|6.0|-4.09|31.0|5.0|411.5|0.0|0.0|-4.33|8.159999999999999e-05|0.0336|4.64e-05|0.0191|2.84|0.0|0.0|4.6671|4.0116|-1316.542713|-1316.5202869999998|1200.02|309.06|0.1513|265.66|0.52074|0.6893600000000001|-1316.244961|105.0|-0.21128|-1316.305277|3.5993|7.3279|7.3279
4f_a46|0.0|0|0|0.0|1|7.825245291|1|1|1.134637108|2|-0.099507167|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|0.011806162|-0.154986658|-0.123416853|-0.150189733|2|0.6901151990000001|0.74106323|-0.2076648489999999|0.69830739|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|-30.29079362|-36.60887321|4.738551282|0.065026794|-19.85993046|2.570614463|56.50645576|0.759842275|-16.43243843|42.21890747|35.0293449|0.424708366|2103.214727|507.213176|-585.7419712999999|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|3.16|0.38|-7.21|4.56|1.0|0.0|101.54|0.0|1.0|3.0|-4.38|25.0|3.0|332.44|1.0|1.0|-4.58|4.18e-05|0.0139|2.62e-05|0.00872|3.77|0.0|0.0|4548.0|4548.0|-1033.550809|-1033.528421|1020.33|272.61|0.1719|272.61|0.69208|0.69208|-1033.315821|0.1719|-0.2202599999999999|-1033.36869|3.7419|6.7375|6.7375
12t_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.60498454|2|-0.0596036729999999|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.001131023|-0.158448053|-0.145315868|-0.464720444|1|0.609043558|0.83236194|-0.003937967|0.591758164|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|-58.89093185|-65.79920855|12.26965165|0.303586418|-42.80050261|7.981057356|0.0|0.745705883|-38.30686627|78.8278828|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|-15.72263361|0.254294117|7.957774504|14.358001500000002|0.804273481|165.4110479|-770.409047|0.020029588|-319.6492937|1588.274656|616.2856203|1.0|0.0|1.0|0.0|0.14|-7.16|4.67|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|5.0693|3.5457|-1774.2421780000002|-1774.208418|1139.2|349.67|0.2094|244.58|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|-0.20571|-1774.077985|3.2145|8.0496|8.0496
12g_a31|0.0|0|0|3.42813681|0|7.765993078999999|1|1|0.6101363000000001|0|0.045747231|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0|0.837044054|0.819234772|-0.076150332|0.7983388929999999|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|-80.52794936|19.01411466|0.41728907|-49.45404266|11.67699967|548.1594997999999|0.6886488690000001|-48.43898314|95.97385383|97.88920296|0.470244801|2514.363249|357.8560168|-1127.391291|-14.73099143|0.311351131|8.098256552|15.28679013|0.887664343|191.2078009|-692.3565973|0.02515117|-231.70711040000003|1637.106139|524.0230338|1.0|1.0|1.0|2.51|0.32|-6.45|5.19|1.0|0.0|103.26|0.0|1.0|7.0|-4.92|27.0|5.0|384.45|0.0|1.0|-3.79|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|0.0|3.8349|3.8349|-1578.846191|-1578.800869|1090.41|323.3|265.0|323.3|0.70068|0.70068|-1578.605452|265.0|-0.19241|-1578.66792|2.4038|6.9586|6.9586
18c_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604986846|2|0.011887112|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|1|0.841060094|0.8303425640000001|0.034468997|0.802578397|0.717052026|-0.105618255|-0.1115683|0.42531141|-71.31647561|-75.33411705|13.07260474|0.282947974|-50.86775696|8.826997739|103.215593|0.7859920029999999|-48.15493021|87.76550537|84.38908035|0.448899917|3002.59061|484.1740985|-1506.682341|-19.19537998|0.214007997|7.646050338999999|13.8741593|0.81455244|144.5043388|-1017.355139|0.018410634|-386.2200097|1916.918155|713.7769663|1.0|0.0|1.0|0.0|0.13|-6.19|3.04|1.0|0.0|135.37|0.0|1.0|6.0|-5.01|32.0|5.0|441.51|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|3.4848|3.4848|-1744.500825|-1744.455795|1209.11|355.78|0.3879|355.78|0.69123|0.69123|-1744.2261030000002|0.3879|-198.0|-1744.28923|8.64|7.9208|7.9208
11_a33|0.0|1|1|3.221176304|0|7.686621335|0|0|0.609352951|0|0.055664124|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|3|-0.00103193|0.105574347|-0.232296883|-0.393892466|0|0.8389087140000001|0.85401347|0.003391835|0.781083337|0.857287241|-0.070841241|-0.104881435|0.229250542|-34.4118011|-50.94714637|16.37099833|0.142712759|-24.74805685|7.95236684|0.0|0.552878386|-16.71585694|68.11455221|50.78279943|0.4673066279999999|2220.315582|416.4353629|-509.4714637|-7.278840251|0.447121614|5.24049311|9.837729137|0.8772525659999999|217.193541|-247.4805685|0.035341374|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|2.31|0.13|-6.23|5.77|0.0|0.0|89.77|0.0|1.0|3.0|-5.48|22.0|4.0|328.41|0.0|1.0|-4.38|3.32e-06|0.00109|4.13e-05|0.0136|3.28|0.0|0.0|3.5049|3.5049|-1669.324638|-1669.304085|858.89|353.74|0.5408|353.74|0.70381|0.70381|-1669.202327|0.5408|-0.19938|-1669.251123|4.5998|8.3188|8.3188
15d_a10|0.0|0|0|0.0|1|7.535296702|2|2|1.343850133|3|-0.059217023|-0.184039927|0.010215823|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|2|0.74726683|0.745184875|0.02497303|0.71456262|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|-47.58559595|15.37766538|0.12390229|-32.06793721|10.36301002|141.0919598|0.471900166|-26.15336742|66.95020436|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|355.8865234|-513.0869954|0.028735133|37.87296065|1613.412305|825.4425942|0.0|1.0|1.0|4.01|0.35|-7.82|4.14|1.0|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|6.0|441.52|1.0|0.0|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|0.0|5.6004|3.8591|-1430.8144619999998|-1431.051425|1266.87|321.28|312.0|221.39|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.20918|-1430.795367|3.8163|7.1612|7.1612
15_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.277647202|2|-0.0729795729999999|-0.142251304|0.009882584|-0.055918786|10.92966702|-0.05940848|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|2|0.682616223|0.808676284|-0.079744227|0.635064845|0.915526801|-0.059234364|-0.074144604|0.710970489|-35.30133759|-44.18725043|11.09373722|0.084473199|-26.33385303|6.61142847|108.7226878|0.646412648|-21.03820054|56.66229609|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|210.7240726|-421.3416484|0.020932674|-174.5122907|1093.722422|563.875765|1.0|1.0|1.0|3.31|0.23|-8.3|4.91|2.0|1.0|111.21|0.0|1.0|5.0|-4.48|28.0|4.0|390.87|1.0|1.0|-4.81|3.32e-05|13.0|1.56e-05|0.0061|3.68|0.0|0.0|5.7922|3.7997|-1604.08794|-1604.057542|1086.19|326.3|0.4553|214.05|0.41458|0.68543|-1603.851644|0.1647|-0.20983|-1603.907391|6.1563|7.4815|7.4815
7l_a46|0.0|0|0|0.0|1|7.727094485|1|1|1.160371354|2|-0.203375108|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|0.0125870169999999|-0.331246137|-0.143129469|-0.1082221709999999|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.6539666829999999|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|-27.30136533|-30.34397256|5.5935102720000005|0.092851886|-14.63933792|2.698568452|51.39110437|0.67467081|-13.17144326|38.22273917|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|0.32532919|5.273701985|9.825660656|0.863142947|156.9538706|-204.9507309|0.016330867|-168.5385796|629.6635476|375.721552|1.0|1.0|1.0|2.64|0.28|-6.29|3.59|0.0|0.0|86.96|0.0|1.0|2.0|-3.18|22.0|3.0|290.36|1.0|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.0|4.5464|4.5464|-915.6081232|-915.5830363|879.87|272.71|0.2024|272.71|0.68834|0.68834|-915.446686|0.2024|-0.2231699999999999|-915.493986|3.9009|5.7122|5.7122
17_a12|0.0|0|0|0.0|0|6.823286122000001|1|1|0.610029543|3|-0.210594127|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.202276514|-0.559137213|2|0.918713011|0.8198617429999999|-0.043392747|0.859088647|0.858119365|-0.069570363|-0.096209886|0.318309599|-36.25249721|-50.13411606|5.849860887999999|0.141880635|-26.12444199|3.048310481|0.0|0.786701219|-18.89085387|57.97616997|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|-9.557722681|0.213298781|5.669161963|10.61752641|0.8728564259999999|111.1480977|-391.8666299|0.015049295|-298.7949107|955.9051425|431.5987143|1.0|1.0|0.0|2.97|0.17|-7.16|4.51|0.0|0.0|103.12|0.0|1.0|3.0|-4.51|24.0|4.0|333.41|1.0|1.0|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|3.19|0.0|0.0|4.4014|3.7723|-1366.804178|-1366.776169|933.62|328.67|0.2213|281.69|0.39539|0.62783|-1366.638303|148.0|-0.21781|-1366.689546|2.9806|7.7959|7.7959
12o_a36|0.0|0|0|3.444418304|0|7.412764017000001|2|2|1.297042837|2|0.03842353|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|0.065221584|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|0.817582774|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|-59.0895896|-76.51720886|16.85373064|0.2407887189999999|-55.10596064|12.13767506|112.1259723|0.666462845|-42.554984000000005|95.66406176|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|-18.36865355|0.333537155|7.322888607|13.80895167|0.885724665|240.2059039|-1047.013252|0.026586303|-239.7655413|2181.407379|757.7532208|0.0|0.0|1.0|0.0|0.17|-6.93|2.38|1.0|0.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|5.1927|3.8726|-1440.969954|-1440.926241|1240.51|320.16|0.4075|238.77|0.36719|0.67273|-1440.671057|0.2888|-0.21151|-1440.734965|6.6471|7.3979|7.3979
12b_a5|0.0|0|0|0.0|0|6.605297921|2|2|1.189701783|3|-0.021265946|-0.1214831359999999|0.0068803119999999|-0.119503073|10.94620104|-0.016614746|0|0.00751901|-0.033279992|-0.110182753|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.066588785|0.8121510009999999|0.827613693|-0.066227158|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|0.172386307|-27.27837078|6.584944956|0.0|0.530379611|-26.33991037|59.53145615|52.20772716|0.480419002|2602.046823|521.9354031|-735.3231872|-8.135654442|0.4696203889999999|8.398709622|16.16438947|0.924627734|296.16656780000005|-463.7323032|0.025810077|-38.31786425|1386.409228|727.8586176|0.0|1.0|1.0|0.0|0.33|-7.67|3.29|1.0|0.0|123.46|0.0|1.0|5.0|-2.3|30.0|6.0|397.47|1.0|0.0|-3.45|0.00503|2.0|0.000359|143.0|1.63|0.0|0.0|4.6156|1.4454|-1276.928859|-1276.8943800000002|1149.51|857.76|0.2345|268.62|0.42949|0.70615|-1276.940335|0.0001|-0.16607|-1276.9984029999998|8.2868|7.3768|7.3768
7e_a8|0.0|0|0|3.038052327|1|7.05012252|0|0|1.394799915|0|-0.03633378|-0.289324602|0.0024398329999999|-0.11032771|10.94332434|-0.0446343779999999|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|-0.023521398|0.577394732|0.8291560379999999|-0.08608941|-0.0886889709999999|0.286669793|-51.4880895|-53.04282692|12.91806855|0.170843962|-31.72369068|7.725998682999999|63.5628736|0.776001552|-30.79383811|64.23177694|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|-13.39444718|0.223998448|7.70387217|14.654025199999998|0.902163597|133.9683023|-602.7501229|0.018708212|-330.14031780000005|1298.726412|519.5762494|1.0|0.0|0.0|3.38|0.04|-8.29|5.16|2.0|0.0|108.43|0.0|1.0|4.0|-5.75|29.0|4.0|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|3.8142|3.2363|-1300.495519|-1300.467069|1060.05|383.1|0.3461|325.06|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.2054699999999999|-1300.327213|11.4436|4.4547|4.4547
8b_a50|0.0|1|1|3.1324050960000003|1|7.860570786|1|1|1.398299046|1|-0.096039086|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|0.007057361|-0.170496134|-0.116174481|-0.332085641|1|0.753629415|0.809463375|-0.027207307|0.71043578|0.845349082|-0.072629787|-0.078068703|0.267094693|-34.79187329|-37.39727879|10.30543157|0.154650918|-17.91443197|4.93661461|0.0|0.6717097959999999|-16.66636363|49.02840043|45.09730487|0.428882006|2143.807599|404.9478761|-523.561903|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|157.2609748|-250.8020475|0.024280552|-164.5084115|779.4465792000001|339.5806858|1.0|1.0|1.0|1.69|0.06|-5.94|3.14|0.0|0.0|89.78|0.0|2.0|2.0|-3.44|23.0|3.0|299.33|1.0|1.0|-3.81|0.000359|108.0|0.000154|46.0|2.55|0.0|0.0|4.5256|4.1804|-967.3527447|-967.3160428|857.53|296.58|0.1717|273.96|0.5533|0.59283|-967.212701|121.0|-0.20144|-967.258772|5.8205|7.1675|7.1675
14w_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197963556|2|0.045196333|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.206574435|-0.427696371|2|0.5788469970000001|0.802520527|0.059273664|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|-58.53311596|14.84036772|0.211928134|-38.70975831|9.814393755|90.15900589|0.743451788|-30.92760432|72.23920014|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|169.6632599|-735.4854078|0.020725002|-322.004381|1495.89956|597.2903597999999|0.0|0.0|1.0|3.35|0.05|-7.93|4.2|2.0|1.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|447.46|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|0.0|3.6632|3.6632|-1828.385903|-1828.363862|1150.31|338.46|0.3855|338.46|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.22824|-1828.222578|9.8981|8.6737|8.6737
9d_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604992329|0|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.010101686|0.259969752|0.019621984|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|0.55759121|0.941627612|-0.060319196|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|0.058372388|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|-553.912646|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|68.83858806|-285.4523697|0.0087217999999999|-377.6610668|639.3115126|346.9019309|1.0|0.0|0.0|3.63|0.06|-7.0|5.2|1.0|0.0|91.71|0.0|1.0|2.0|-6.13|22.0|2.0|325.82|1.0|1.0|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|0.0|4.6073|3.3464|-1677.551678|-1677.540538|892.69|370.51|0.4888|269.1|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.20781|-1677.48058|7.9502|6.9706|6.9706
41_a47|0.0|1|1|0.0|1|6.842683282|0|0|1.420292383|3|-0.080388467|-0.187859623|0.003530307|0.024881402|10.98214139|0.075316535|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.08640454|0.609110565|0.823168463|-0.061101947|-0.0899793719999999|0.245948366|-34.50740631|-50.81597048|10.36256127|0.1768315369999999|-28.69838714|5.852270304|0.0|0.653147815|-19.48810377|63.84353454|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|-9.34366093|0.346852185|7.168742909|12.96444871|0.8084689140000001|195.8852341|-401.77742|0.023067788|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|3.18|0.16|-7.47|3.34|0.0|0.0|99.09|0.0|1.0|4.0|-3.57|26.0|5.0|348.38|1.0|1.0|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|0.0|4.0167|3.7144|-1162.492089|-1162.462261|995.43|333.8|0.2849|308.67|0.6779|0.68638|-1162.288187|0.2504|-0.2026099999999999|-1162.342476|6.8546|8.0|8.0
11a_a5|0.0|0|0|2.9781886010000003|0|6.605297921|0|1|1.212363224|2|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|0.007955512|-0.081506|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|0.7410766209999999|0.89343434|-0.064565402|-0.071517578|0.369563711|-46.13206353|-51.09940261|8.474559367000001|0.10656566|-36.51058972|6.055083705|14.47576249|0.740865275|-32.96141947|61.4470419|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|-13.38721623|0.259134725|9.740948724|18.25640338|0.874191508|185.1520983|-803.2329738|0.014482324|-344.1971057|1517.39715|835.912531|0.0|1.0|1.0|3.68|0.3|-9.93|6.38|2.0|0.0|128.51|0.0|1.0|7.0|-7.25|32.0|4.0|424.54|0.0|1.0|-6.4|5.63e-08|2.39e-05|3.95e-07|0.000167|6.13|0.0|0.0|4.4033|4.0938|-1339.8362619999998|-1339.802852|1272.7|302.86|0.5473|281.57|0.6735|0.65363|-1339.493223|0.1838|-0.20429|-1339.555805|3.6525|7.0915|7.0915
12m_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.6049842529999999|2|-0.1305457069999999|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.152855196|-0.5409445629999999|1|0.817497287|0.832758813|-0.036924662|0.770326886|0.783260049|-0.085422479|-0.103359773|0.415971907|-57.96147772|-70.1324196|18.55926485|0.216739951|-47.58675592|12.59296644|237.0982213|0.773732767|-39.32844052|83.3641853|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|0.226267233|9.025816604|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|0.019500715|-371.4702679|1812.833129|683.7405759|1.0|0.0|1.0|0.0|0.13|-6.42|3.4|2.0|1.0|133.52|0.0|1.0|6.0|-6.0|32.0|6.0|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|0.0|5.0617|3.5496|-1743.215323|-1743.174906|1204.39|349.29|255.0|244.95|0.33392|0.68404|-1742.965888|0.1615|-0.20742|-1743.030004|5.1279|7.5114|7.5114
8a_a32|0.0|1|1|3.217128449|0|7.773594467000001|0|0|0.609420757|0|-0.0281981579999999|-0.497414715|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|-0.001662219|-0.050766252|-0.1534110109999999|-0.591393096|0|0.788133615|0.845443342|-0.184419911|0.7507116140000001|0.814553726|-0.083474428|-0.109412858|0.221908108|-52.34893512|-68.61558335|11.48993376|0.185446274|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|-32.82934751|79.73671389|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|-14.03170956|0.250915471|7.420041446|14.26997798|0.923166883|157.3554684|-645.4586397|0.017733503|-312.4144752|1373.988797|557.1050635|1.0|1.0|1.0|3.67|0.26|-7.65|6.49|2.0|0.0|110.69|1.0|1.0|7.0|-6.82|27.0|4.0|397.52|0.0|1.0|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|0.00406|4.17|0.0|0.0|3562.0|3562.0|-1880.767206|-1880.732222|1110.23|348.07|0.4315|348.07|0.70316|0.70316|-1880.536478|0.4315|-0.2061599999999999|-1880.595748|7.6703|7.3468|7.3468
2_a1|0.0|0|0|0.0|1|7.535296702|1|1|1.348828131|1|-0.1056298369999999|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|0.003205156|-0.237981258|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.5574897879999999|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|-28.32386891|-35.17029414|5.135384136|0.191789935|-16.00805425|2.337413146|84.54541681|0.6944040029999999|-12.89184641|43.24570924|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|-192.096651|0.017741989|-176.9692239|607.7780769999999|299.6692382|1.0|1.0|1.0|2.69|0.18|-6.18|4.0|0.0|0.0|79.77|0.0|1.0|2.0|-3.06|21.0|3.0|279.31|1.0|1.0|-3.78|0.000871|243.0|0.000167|0.0466|2.76|0.0|0.0|4.0877|4.0877|-920.2093796|-920.184721|807.98|303.31|0.2991|303.31|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.19826|-920.123726|5.2754|5.2366|5.2366
