molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18_a34|0.0|0|0|1|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.100548575|-0.677741618|10.9595763|-0.136990511|0.002183342|-0.155197864|-0.493450778|0.759292258|0.805756513|-0.224951558|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|-71.65163761|22.55015528|66.6880793|171.24705480000003|54.26737825|0.695849945|-27.53138148|86.77082535|72.41862911|0.441058733|380.8328339|-1003.122927|1774.550004|-12.87916264|6.282442545|11.23989749|0.789096743|5296.289007|167.9151283|33.52510165|0.027385869|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|1.0|3.61|0.21|3.13|3.15|75.47|1.49|0.0|93.91|0.0|2.0|-4.32|6.0|-6.26|351.36|0.0|-4.11|7.829999999999999e-05|0.0275|2.22e-06|0.000781|4.4335|5.07|4.1234|-1199.288654|-1199.259634|592.04|0.3525|279.66|483.87|0.60488|0.0303|5.0935|-1199.158044|6.7806|2.43|5.6144
12e_a31|0.0|1|0|1|1|0.610134116|0.0|0.052663358|-0.011519192|5.733341277|-0.044316064|0|0.037098765|0.0113193469999999|-0.70267073|10.3116965|-0.015755876|-0.000231353|0.01824365|-0.543945776|0.7968154940000001|0.7761616020000001|-0.028502695|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|202.5115275|595.9853231000001|0.725120432|-49.6906263|95.1187282|87.71292755|0.474858042|524.7092721|-1519.288866|1899.851187|-19.38348182|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|3.72|0.24|6.69|5.4|117.37|2.21|0.0|129.38|0.0|1.0|-6.66|5.0|-5.93|460.55|0.0|-5.42|3.83e-06|0.00176|4.93e-10|2.27e-07|5.3264|6.33|3.8391|-1809.899887|-1809.85374|781.61|0.3831|232.77|640.03|0.7006600000000001|0.2627|2.6024|-1809.650069|3.4818|0.17|6.7696
7_a47|0.0|0|0|0|0|1.304326965|0.0|0.00763426|-0.008206422|0.0|-0.143650735|2|0.04030303|-0.128433676|-0.3939082339999999|10.93671034|-0.0781924059999999|-0.00794321|-0.262805289|-0.46105149|0.6995252890000001|0.817389583|-0.124285418|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|86.09912617|0.0|0.816979353|-25.84337052|61.47335819|50.85512286|0.405265781|477.8297898|-919.9254234|1968.695833|-11.52827882|6.485224033|10.90440708|0.681423344|5958.904826|103.2106353|25.02240371|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|0.0|1.0|3.14|0.09|5.63|6.52|58.04|3.69|0.0|111.28|0.0|1.0|-6.47|4.0|-4.8|393.84|1.0|-6.06|8.75e-07|0.000345|3.52e-10|1.3900000000000001e-07|3.7203|5.08|3.7203|-1647.996662|-1647.963177|604.84|0.2144|333.26|455.81|0.69314|0.2144|3406.0|-1647.841533|4.4255|25.0|7.6
9h_a24|0.0|1|0|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|2|0.023854167|0.078066659|-0.105982525|10.96661419|-0.002471577|0.012380829|0.144624936|-0.207206943|0.687815726|0.78742035|-0.004960317|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-28.52000725|-32.48899638|8.724425117000001|167.2085719|54.93613103|1.773520599|0.572371258|-13.48059881|47.51520531|37.24443236|0.477589721|417.7355164|-422.3569529|768.1954692|-5.871651668999999|5.805547147|11.11300329|0.914204295|4170.098082|202.1279819|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|15.02620893|1.0|0.0|1.0|1.96|0.0|2.42|2.72|72.28|1.07|0.0|82.17|0.0|1.0|-2.83|4.0|-6.85|288.31|0.0|-3.24|0.000575|166.0|8.95e-07|0.000258|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|0.3844|239.63|363.48|0.61928|0.0073|5.6654|-945.200628|7.7741|77.0|7.1135
28_a34|0.0|0|0|1|1|1.454781307|1.767685185|0.000561166|-0.016942875|5.351858133|-0.206909349|1|0.04515873|-0.201047053|-0.6946578940000001|10.9595763|-0.0500053959999999|-0.007544188|-0.33032879|-0.5437894289999999|0.8318609690000001|0.798057295|-0.078146961|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-66.89539627|-72.11491331|19.29162755|144.3404619|232.4555747|88.32197602|0.7298701059999999|-34.24669822|85.99382787|86.18702382|0.454339954|279.4884473|-937.4938731|1689.357471|-12.63011537|5.613534285|10.28760365|0.832642882|4803.256974|138.2913845|33.80175623|0.0271102189999999|-235.3612529|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|2.55|0.12|1.99|2.07|92.26|0.88|0.0|85.92|0.0|2.0|-3.27|5.0|-7.04|322.32|0.0|-3.25|0.000565|182.0|1.66e-05|0.00535|4.2857|4.11|4.2857|-1100.797628|-1100.760824|544.24|0.2043|289.3|417.28|0.69263|0.2043|6.4596|-1100.704833|8.5886|3.82|5.4179
17b_a25|0.0|0|0|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|4.727387819|-0.002108117|2|0.042843137|-0.026412432|-0.266456625|10.93106294|0.016982601|0.005244553|-0.044260194|-0.366585181|0.653180996|0.780221059|0.029728702|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|87.61586206|0.724866184|-39.21569422|73.52844745|63.75929319|0.476276266|668.9067217|-1264.189524|2514.295488|-16.81707305|9.700133933|18.52147096|0.909403632|6674.061446|208.6205329|30.59704545|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|3.25|0.11|4.88|5.18|96.49|2.0|0.0|135.78|0.0|0.0|-5.32|5.0|-6.53|458.51|0.0|-5.07|8.59e-06|0.00394|9.08e-11|4.16e-08|5.4236|5.89|3961.0|-1483.873254|-1483.830524|781.08|0.4635|228.6|654.18|0.6594800000000001|0.1741|3.5074|-1483.630939|5.2142|101.0|6.9957
6_a15|0.0|0|0|0|0|1.419941278|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.042926829|0.106485923|-0.513693384|10.95880677|-0.009025163|0.003942615|0.153430865|-0.35221474|0.8511056929999999|0.691316481|-0.015484797|0.859308431|-0.07051817|-0.123000073|0.398681391|0.02948637|-41.14459066|-71.76572566|17.20414198|105.4415725|82.0880213|55.65697829|0.581974721|-24.00625743|88.94853813|58.34873264|0.3902945579999999|501.3728188|-932.9544335|1971.005637|-10.46812265|6.110075236|10.02135591|0.640136254|5589.043165|243.9013805|30.82854077|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|1.0|4.03|0.23|4.43|5.26|61.84|2.18|0.0|109.7|0.0|1.0|-5.66|5.0|-5.33|380.44|0.0|-5.14|7.32e-06|0.00278|1.13e-08|4.3e-06|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|0.2616|285.52|545.21|0.70554|0.0113|1.3789|-1262.820532|1.9421|35.0|7.4559
47u_a18|0.0|0|0|1|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|0.035393939|0.008108241|-0.633589579|10.94702032|-0.033209663|0.00082284|0.0121925089999999|-0.539738821|0.664796402|0.7517870059999999|-0.053126304|0.741066474|-0.090364489|-0.092271172|0.33777918|0.02068926|-62.99873374|-64.32800179|14.42377665|86.37253771|180.5187465|77.59162925|0.721837463|-43.92035521|79.06741651|77.42251040000001|0.483819806|516.6437614|-1415.216039|1415.590236|-16.72263667|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|1.0|0.0|0.0|0.19|3.15|3.02|99.56|2.95|1.0|133.53|0.0|1.0|-5.69|4.0|-6.31|455.51|0.0|-4.98|1.04e-05|0.00472|6.34e-09|2.89e-06|3.1186|9.34|3.1186|-1510.182477|-1510.153552|738.53|0.5849|397.57|646.45|0.69143|0.5849|4.4624|-1509.839543|5.8058|1.97|5.7055
12v_a36|0.0|1|0|2|2|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.073329354|-0.487854327|10.96020642|-0.023932402|0.003077071|0.123026459|-0.401336708|0.8913597320000001|0.828393514|-0.041914045|0.802291339|-0.078158778|-0.105200486|0.334379501|0.027145269|-51.4172081|-69.20675352|17.85767346|113.7463918|130.0637965|0.462992841|0.6276553979999999|-33.82511043|88.07013157|69.27488156|0.461799225|527.7920397|-1176.51481|2328.221818|-14.33290989|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|0.0|0.17|2.77|1.89|78.43|1.72|0.0|130.24|0.0|1.0|-3.95|5.0|-6.93|411.46|0.0|-4.07|8.499999999999999e-05|35.0|2.03e-07|8.340000000000001e-05|3.8847|2.65|3.7035|-1347.475543|-1347.442792|671.56|0.4247|319.16|502.83|0.7016100000000001|0.0223|6.1869|-1347.260743|7.9237|14.0|7.8539
16i_a32|0.0|1|1|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|-0.056414399|-0.7748511779999999|10.31100265|0.006037736|-0.001202032|-0.098841478|-0.700853898|0.801401734|0.836966894|0.009897928|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|-75.01027196|14.59730623|90.08098301|129.7354415|32.3175507|0.718964113|-36.62130242|88.80827938|70.6307405|0.455596751|523.8261846|-1200.164351|3450.514629|-15.6876273|6.848009314|12.57892808|0.836873682|6355.471589|183.6742715|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|3.16|0.3|6.25|4.85|149.27|1.34|0.0|116.75|1.0|1.0|-7.03|5.0|-5.93|427.54|1.0|-5.09|8.18e-06|0.0035|4.01e-08|1.7100000000000002e-05|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|0.2857|342.72|573.38|0.70222|0.2857|3353.0|-1995.11813|4.0568|6.0|8.2596
19k_a38|0.0|1|0|2|2|1.297042875|0.0|0.0100827|-0.011877064|5.351858133|-0.17467835|2|0.0445691609999999|0.098947776|-0.6888696990000001|10.95446448|-0.0184136539999999|-0.00835812|0.208892195|-0.51857087|0.7581164340000001|0.853092207|-0.029357143|0.658700057|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|157.4834779|216.567059|116.0039747|0.75964689|-45.3966925|94.38036132|86.30929885|0.4769127179999999|417.968819|-1530.369661|2929.493496|-17.9828603|6.744851799999999|12.89431427|0.911726848|7091.215492|152.51267140000002|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|0.0|0.0|2.2|0.13|2.34|1.65|124.32|1.65|0.0|133.79|0.0|1.0|-3.87|5.0|-7.84|444.46|0.0|-3.62|0.0002399999999999|107.0|3.94e-07|0.000175|5.1869|4.13|3.5378|-1500.8984380000002|-1500.852284|677.64|0.2038|239.03|502.43|0.70327|0.1156|9.1508|-1500.680373|12.5022|11.0|7.9666
12q_a36|0.0|1|0|2|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|-0.410984299|10.9598352|-0.0433009009999999|0.0010871589999999|0.1161527719999999|-0.441747876|0.8941919290000001|0.828371596|-0.074349074|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|-68.5549152|12.00048565|82.68142965|110.4712541|0.0|0.768692389|-31.79544084|80.15866795|61.18276554|0.486620426|536.0103834|-1233.988474|2380.245597|-15.95501778|7.546533709|14.69971555|0.947876484|6040.52496|149.536123|32.10617123|0.017949083|-347.4093916|1605.308562|629.5017194000001|11.60375275|1.0|0.0|0.0|0.0|0.14|3.35|2.54|69.2|2.51|0.0|128.76|0.0|1.0|-4.44|4.0|-6.49|415.88|0.0|-4.59|2.55e-05|0.0106|6.65e-08|2.77e-05|5.2375|3.79|3.8653|-1692.544456|-1692.5102989999998|683.51|0.4239|236.72|531.58|0.6863199999999999|0.3419|4.6718|-1692.370918|6.4226|6.0|8.2218
12a_a30|0.0|0|0|2|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|10.31162903|-0.094932667|0.005458948|-0.171649606|-0.454270252|0.8421237309999999|0.7885597609999999|-0.171895425|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|101.5505506|0.0|0.805190202|-29.59731695|69.45678454|57.83766054|0.469799116|518.4718832|-1144.332492|2256.680391|-14.47983299|7.362386058999999|13.88603128|0.88607758|5936.682602000001|120.786445|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|0.0|0.0|0.14|3.84|2.62|81.65|2.82|0.0|127.28|0.0|1.0|-5.28|4.0|-5.98|398.48|0.0|-4.85|1.4e-05|0.0056|2.3100000000000002e-07|9.21e-05|5045.0|3.82|3.4885|-1575.7783980000002|-1575.745502|668.81|0.1866|245.76|507.17|0.68599|0.1511|4.1875|-1575.597759|4.7368|11.0|7.9469
12u_a36|0.0|1|0|2|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|-0.407105926|10.95266014|-0.010669561|0.005035022|0.055588998|-0.438988314|0.901715152|0.8101678720000001|-0.018047007|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|12.27663887|86.1184622|109.8080843|5.944854912|0.77938748|-35.17050511|78.06218646|62.80959338|0.486156325|586.1833819|-1417.5607730000002|2455.7556010000003|-16.72220679|7.65672775|14.90088936|0.946117173|6127.402572|153.5444314|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|1.0|1.0|0.0|0.24|3.85|3.01|69.2|2.66|0.0|138.33|0.0|1.0|-4.95|4.0|-6.19|423.51|0.0|-4.86|1.39e-05|0.00589|4.2e-08|1.7800000000000002e-05|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|0.4267|319.16|590.18|0.70272|0.0176|5.8702|-1350.638138|7.8877|16.0|7.7959
12n_a36|-3.404662145|1|0|2|2|0.299253841|0.0|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|2|0.0438779959999999|0.027627601|-0.619926573|10.31810354|-0.000273044|-0.001160331|0.048110172|-0.5181211520000001|0.8183043390000001|0.81793955|-0.000421339|0.720111143|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|189.4391835|26.74179417|0.741751453|-40.89805687|92.79755725|74.70951411|0.454498749|487.397992|-1568.530003|3465.537153|-18.30412788|6.863551112000001|12.58209967|0.833176363|7657.057548000001|174.79221719999998|36.45914091|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|0.0|0.0|0.0|0.17|1.28|2.15|123.75|0.84|0.0|142.02|0.0|1.0|-3.85|6.0|-8.03|474.54|0.0|-3.72|0.0001889999999999|0.0897|1.36e-07|6.45e-05|5.3573|6.24|3.6382|-1876.201464|-1876.168847|714.14|0.3921|231.43|566.87|0.7046600000000001|0.0155|10.8395|-1875.961945|14.3562|15.0|7.8239
12d_a31|0.0|1|0|1|1|0.61013528|0.0|0.039097757|-0.012448252|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|-0.697102094|10.31169788|-0.032270224|0.000127275|-0.067477864|-0.550805937|0.8066174070000001|0.8343242820000001|-0.057226679|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|557.514503|0.6383648510000001|-47.23018217|99.79879739|87.64629597|0.389382761|500.3881827|-1223.404968|2434.226776|-16.37326657|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|36.15974873|0.02571268|-196.2893506|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|3.9|0.38|6.04|4.09|117.37|1.31|0.0|112.97|0.0|1.0|-5.61|5.0|-6.36|412.51|0.0|-4.39|4.06e-05|0.0167|2.3500000000000002e-08|9.69e-06|3.8477|5.0|3.8477|-1657.471849|-1657.428467|730.86|0.2566|322.23|626.33|0.7006600000000001|0.2566|2.4186|-1657.245177|3.3585|0.51|6.2924
6_a47|0.0|0|0|0|0|1.304328257|0.0|0.011739916|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|-0.392537045|10.93671042|0.0402365489999999|-0.0094242819999999|-0.302730533|-0.459934519|0.701994505|0.786041178|0.062425042|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|5.323543706000001|101.7290544|85.6917678|0.0|0.7943908059999999|-23.54237714|60.76103606|48.75381069|0.4059072379999999|456.3812788|-838.6054381|1577.98246|-10.82346202|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|25.13472712|0.0154005|-319.1626428|1055.658539|469.7495559|8.348196185|1.0|0.0|1.0|2.91|0.05|5.24|6.27|58.04|3.48|0.0|106.47|0.0|1.0|-6.02|4.0|-5.02|379.81|1.0|-5.79|1.63e-06|0.000619|8.71e-10|3.310000000000001e-07|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|0.2536|224.66|422.9|0.69305|0.2119|3.2606|-1608.554019|4.2153|13.0|7.9
9b_a31|0.0|1|0|1|1|0.610136326|0.0|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0|0.03995614|-0.045938305|-0.706953442|10.31169871|-0.091236608|-0.001981487|-0.075191042|-0.554573699|0.811212624|0.852813666|-0.154083843|0.669120552|-0.103937658|-0.131125311|0.241728566|0.034595809|-63.73317225|-80.40427495|21.21368453|152.8702381|202.8908225|552.0968813|0.689175183|-39.08032306|95.78862992|84.94685678|0.469546953|410.2957125|-1125.659849|1711.969694|-14.68594601|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|2.76|0.32|5.26|3.5|117.37|0.86|0.0|103.36|0.0|1.0|-4.76|5.0|-6.77|384.45|0.0|-3.86|0.000137|0.0527|1.44e-07|5.520000000000001e-05|5.5119|4.69|3.8435|-1578.839267|-1578.801576|663.06|0.2732|224.94|562.68|0.70102|0.2627|5.2851|-1578.665571|6.8028|63.0|7.2007
1f_a5|0.0|1|0|0|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|2|0.029105691|-0.118028278|-0.277594656|10.94527671|-0.000625|-0.000700145|-0.389011185|-0.401165734|0.525406088|0.771487328|-0.000969932|0.888073448|-0.091412569|-0.083857856|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|62.42799372|0.21377016|0.757522389|-28.43795894|57.83835135|55.67318607|0.4670794829999999|495.3305784|-795.1314464|979.2285994|-11.0872845|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|135.2439659|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|0.0|1.0|2.61|0.05|5.48|6.37|54.46|2.73|0.0|95.49|0.0|1.0|-4.79|6.0|-5.73|366.34|1.0|-4.97|1.0800000000000002e-05|0.00396|1.3300000000000002e-09|4.86e-07|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|0.6959|261.1|442.04|0.42446|0.0228|3.7852|-1288.263745|4.9879|0.24|6.6198
4f_a49|0.0|0|0|1|1|1.343848013|2.066693174|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|2|0.038839506|-0.087861524|-0.418450768|10.92775957|0.0705130559999999|0.001714014|-0.14414265|-0.46436755|0.69044503|0.7927086309999999|0.114367229|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|-48.83888562|9.007637695|193.615884|142.7551002|59.72286429999999|0.718306291|-30.33918719|60.18871783|64.88887164|0.437355335|400.1675422|-781.4221699|1629.651745|-9.866320682|6.302023735|11.20071713|0.7773206840000001|5422.650822|152.9378926|25.29924744|0.020905063|-237.0468572|1087.86764|467.1194103|11.34983222|0.0|1.0|0.0|2.35|0.14|3.42|3.8|80.9|2.03|0.0|102.08|0.0|1.0|-3.99|5.0|-6.6|356.38|0.0|-4.09|8.120000000000001e-05|0.0289|2.92e-07|0.000104|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|0.2368|268.08|411.94|0.68474|0.0579999999999999|1.7833|-1179.080799|1.8254|0.04|7.3979
20a_a10|0.0|0|0|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|-0.197323337|10.9296614|0.011011878|0.008297595|-0.058994157|-0.281099208|0.661219642|0.755429696|0.019448804|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|66.52185003|56.1599532|47.01787447|0.733451892|-28.10115947|58.1398225|52.05222074|0.452402751|594.4519837|-947.5701424|2021.669282|-11.8557778|8.419180593|15.37476788|0.826159649|6729.996773999999|173.41938059999998|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|3.63|0.11|5.06|5.77|76.62|2.53|0.0|126.35|0.0|1.0|-5.68|5.0|-5.82|429.47|0.0|-5.59|2.56e-06|0.0011|3.61e-10|1.55e-07|4.7841|3.98|3.8312|-1389.164302|-1389.1321289999998|696.63|0.2738|259.16|524.02|0.6864600000000001|107.0|2.9429|-1388.957848|3.2116|1.2|5.9208
14e_a23|0.0|0|1|0|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.044241453|0.023369734|-0.4787294729999999|10.3132176|-0.009871698|0.001951778|0.072830644|-0.5232404310000001|0.560094237|0.791790895|-0.014216155|0.925392058|-0.073376247|-0.089453046|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|48.244071000000005|51.92870134|0.5612316039999999|0.796525872|-35.54678231|74.75779594|63.61519626|0.49543439|644.0923882999999|-1369.74655|2428.874279|-19.06744972|8.020794334|15.89643482|0.981902808|7663.17288|141.6222839|34.39302091|0.017954325|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|3.62|0.09|4.42|6.19|105.02|3.82|1.0|125.29|0.0|1.0|-6.38|7.0|-6.06|479.48|1.0|-5.79|1.61e-06|0.000773|5.94e-09|2.85e-06|3.7033|4.2|3.7033|-1966.96594|-1966.943431|706.39|0.3178|334.8|571.39|0.63922|0.3178|3.7696|-1966.785007|5.5469|3.0|8.5214
12m_a36|0.0|1|0|2|2|1.297043522|0.0|0.013543656|-0.011502861|5.351858133|-0.133854569|2|0.03912037|0.14264424|-0.667165917|10.95440733|-0.038386106|-0.004569485|0.245908938|-0.52644768|0.892815402|0.825587924|-0.064035403|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|15.24099981|42.78660249|193.174369|107.233999|0.7471181240000001|-45.120107|96.11918789|82.51872026|0.465323422|477.48014630000006|-1542.786306|2637.948424|-19.16067782|7.312794835|13.67704354|0.8702895190000001|6434.374756|169.596372|38.24042793|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|0.0|0.0|0.0|0.13|1.92|0.98|112.29|1.28|0.0|131.85|0.0|1.0|-4.1|5.0|-7.39|424.46|0.0|-3.8|0.000159|0.0676|7.19e-07|0.000305|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|0.4718|320.72|505.51|0.69382|0.4718|6.5789|-1401.446557|9.1003|0.03|7.5229
17b_a6|0.0|1|0|1|1|1.425925343|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.042739018|0.139594234|-0.6869226490000001|10.949638|-0.0791229359999999|-0.00194781|0.231025646|-0.563310199|0.850080948|0.7788169070000001|-0.138423611|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|161.4509401|557.7093661|0.7706671740000001|-41.0971443|84.71888279|83.12058064|0.4548818979999999|494.7179214|-1361.36499|2207.972178|-17.86570631|8.974770742|16.46390151|0.834464855|5985.963521|150.48105900000002|35.32951798|0.019915748|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|2.89|0.12|4.98|4.32|95.85|1.7|0.0|116.79|0.0|1.0|-5.81|5.0|-5.89|409.44|0.0|-5.17|6.69e-06|0.00274|9.77e-10|4e-07|3.5444|4.04|2.9964|-1350.102764|-1350.078181|690.98|0.3949|349.8|575.2|0.7016100000000001|0.0033|5.3385|-1349.892156|7.3188|153.0|6.8153
