molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
8g_a12|1|1|1|2.897921027|0.0|6.580639137|1|1|1.28383574|0.0|-0.0084227909999999|4.59511985|-0.029907264|2|1.714060666|-0.40429396|0.005898773|-0.094550033|-0.040257632|1|1|0.005405355|0.068559367|0.122649613|0.7714487940000001|1|0.8576253690000001|-0.1045061519999999|0.274352085|-57.6443411|4.915102972|84.95000993|78.53214058|-31.79592789|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|0.463772637|-1037.59814|1356.883205|6.882798206|12.83559677|5327.736626|54.23932676|-572.326702|26.15353224|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|1.0|0.1|21.0|-8.0|2.07|78.85|1.0|0.0|3.0|5.0|-6.28|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|3.06|9.98e-09|3.53e-06|3.68|3731.0|-1154.321531|-1154.281986|332.31|0.3786|462.0|0.55027|-1154.121362|-0.1520099999999999|2.9986|0.03954539|4.2131|5.43|5.43
12q_a30|0|0|0|0.0|-4.76444841|7.412764017000001|2|2|0.60498366|0.0|-0.015322396|5.351858133|-0.27228842|2|0.0|-0.873376576|-0.00695299|0.004165554|-0.021542639|1|1|-0.004395528|-0.077457998|-0.226973911|0.593245722|0|0.845745827|-0.115589613|0.596557166|-78.7683329|10.07866809|82.72757145|105.1162273|-53.67653794|0.732186841|0.820640722|-2.427381881|-40.56199584|90.06607753|-31.21009417|0.473741611|-1654.134991|2844.418547|7.346842839|13.96052394|7990.060758|122.2240555|-1127.2072970000002|38.03137394|-437.0000797|2015.662819|696.6414817000001|11.29774462|1.0|0.0|1.0|1.0|0.17|17.0|-7.18|4.78|90.88|2.0|0.0|7.0|8.0|-5.66|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|6.61e-08|3.19e-05|5.52|3.4834|-1988.033527|-1987.999444|355.93|0.1817|0.34138|0.68516|-1987.781386|-0.14792|5.5755|0.03408298|6.821000000000001|7.4449|7.4449
8a_a32|1|1|1|3.217128449|0.0|7.773594467000001|0|0|0.609420757|0.0|-0.010151321|5.733341277|-0.056633919|0|2.059960334|-0.497414715|-0.003484915|-0.020716518|-0.128684642|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0.7507116140000001|1|0.814553726|-0.109412858|0.221908108|-68.61558335|11.48993376|73.64907732|116.298071|-43.03057598|66.81560596|0.7490845290000001|-1.641192863|-32.82934751|79.73671389|-22.37464674|0.480024324|-1029.23375|3312.822051|7.420041446|14.26997798|5659.295213|157.3554684|-645.4586397|29.86932167|-312.4144752|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|1.0|0.26|19.0|-7.65|4.65|140.04|2.0|0.0|7.0|4.0|-5.76|0.0|4.07|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|4.17|2.23e-08|8.86e-06|4.98|3562.0|-1880.767206|-1880.732222|348.07|0.4315|0.70316|0.70316|-1880.536478|-0.1445|4.8933|0.03498398|7.6703|7.3468|7.3468
12aw_a36|1|0|0|3.28940051|0.0|7.412764017000001|2|2|1.297044239|0.0|-0.008293935|5.351858133|-0.115864198|2|0.0|-0.4478724979999999|-0.006877664|-0.1066959869999999|-0.034663063|1|1|-0.004358975|-0.098027247|-0.250781298|0.632625562|0|0.706174871|-0.114701005|0.373775982|-73.52224315|14.76755422|54.50894809|188.3390873|-47.12705211|1.343623915|0.749052287|-2.06461809|-36.36860892|87.37742985|-26.46800754|0.47322369|-1323.400377|2380.579051|7.545677222999999|14.32425315|6370.06138|160.8550748|-848.2869380000001|35.33532702|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|0.0|1.0|0.14|17.0|-7.12|3.0|69.2|1.0|0.0|5.0|6.0|-6.8|1.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|7.599999999999999e-08|3.17e-05|3.66|3.8763|-1431.404673|-1431.373326|319.85|0.4088|0.38905|0.69109|-1431.180191|-0.15688|4.8181|0.03134789|6.5278|8.0458|8.0458
2_a20 (SB-505124)|1|0|0|3.485765306|-0.09011519|7.434257382|1|1|1.183764955|0.0|-0.010175551|5.351858133|-0.076310057|1|0.0|-0.498602014|0.001622309|-0.177905025|-0.137383329|1|1|0.003789399|-0.150708132|-0.229461916|0.790275077|0|0.7694360659999999|-0.117328885|0.214264156|-64.55966745|15.71798823|122.8758934|126.8667205|-35.52365346|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|0.475937029|-968.3950117|1709.9571620000002|5.952040367|11.3574908|4762.83693|92.48561162|-532.854802|25.30541763|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|0.3|17.0|-7.22|4.47|60.03|1.0|0.0|3.0|4.0|-5.31|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|4.27|6.070000000000002e-08|2.03e-05|4.57|3.6404|-1089.371784|-1089.358727|340.58|0.3267|0.69947|0.69947|-1089.147716|-0.14928|2.5584|0.01305739|3.9392|6.7721|6.7721
11_a47|0|0|0|0.0|0.0|0.0|0|0|1.381898438|0.0|-0.007767503|0.0|-0.156077888|3|1.311097861|-0.427212659|-0.007419345|0.081235787|0.046339015|0|0|-0.00580273|-0.038723054|-0.079543257|0.686454722|1|0.796863393|-0.096486559|0.572646116|-59.10798423|5.184267117|119.4035378|124.4421556|-36.20974614|1.882633323|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|-1123.0517|2201.328597|5.966142027|11.22841564|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|-387.9111844|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|0.0|1.0|0.04|28.0|-10.55|6.68|70.93|2.0|0.0|4.0|5.0|-5.28|0.0|4.69|-6.03|5.110000000000001e-07|0.000216|9.32e-07|5.06|2.81e-11|1.19e-08|4.84|3.7253|-1396.184699|-1396.145101|332.82|0.2321|0.6915399999999999|0.6915399999999999|-1395.922861|-0.1546|2.9142|0.03959805|4.6111|7.4|7.4
12am_a36|1|0|0|3.340519946|-4.723487246|7.412764017000001|2|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|2|0.0|-0.921315581|-0.011700732|-0.050505733|-0.037654321|1|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|0.624142499|0|0.814986544|-0.118101664|0.305015372|-81.59051640000001|12.15249658|128.69607109999998|127.81651770000002|-56.3667958|1.038361162|0.788334835|-2.480134939|-43.65752487|95.53118838|-31.72964526|0.484558903|-1713.4008440000002|2603.072527|8.772646622|17.01968794|7238.033439|146.228847|-1183.702712|40.24894481|-398.3921535|2173.44302|672.4630346|13.94067198|1.0|0.0|1.0|1.0|0.17|17.0|-7.14|4.04|78.43|2.0|0.0|7.0|8.0|-6.4|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|3.86|7.24e-08|3.37e-05|4.86|3.8606|-1645.205296|-1645.169789|321.15|0.4894|0.40752|0.6805100000000001|-1644.952145|-0.15658|5.9258|0.03550681|8.0872|7.2218|7.2218
3i_a32|1|1|1|2.417426304|-4.547725143|7.78113851|0|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|0|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|0.022524712|3|3|-0.0106761939999999|-0.054335108|-0.212967423|0.54844677|1|0.893827987|-0.1132851459999999|0.259644227|-59.72706743|8.064907632|60.99385995|55.97682661|-31.48976464|0.201037767|0.77072347|-1.472706897|-25.92886531|71.27609889|-23.52884474|0.422644726|-776.4518766|2141.3084710000003|5.826629089|10.09193014|5656.349227000001|120.8809386|-409.3669403|30.52825775|-285.465827|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|1.0|0.13|19.0|-6.96|6.29|110.94|2.0|0.0|3.0|6.0|-5.53|0.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|4.23|1.0900000000000001e-07|4.01e-05|3.38|3642.0|-1891.833327|-1891.811327|340.43|0.4765|0.70322|0.70322|-1891.738614|-0.1476|2494.0|0.02199999|3.8572|8.2366|8.2366
1k_a5|1|0|0|2.9020229360000003|0.0|6.605297921|0|0|1.427567903|0.0|-0.0030192829999999|4.59511985|-0.064652321|2|0.0|-0.120771321|0.003886035|-0.145151027|-0.011848312|1|1|0.003708988|0.019611905|0.045204303|0.558485747|0|0.7836926809999999|-0.074297856|0.425724957|-38.00629774|5.571869083999999|165.11680719999998|110.6497654|-19.44172742|0.498979532|0.724954458|-1.114467843|-20.67084672|47.83775802|-15.40795854|0.48165588|-570.0944662|824.0133397999999|6.710535795|12.9461019|4479.484358|140.69669409999997|-291.6259112|21.25369168|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|0.0|1.0|0.0|23.0|-8.3|4.76|54.46|0.0|0.0|3.0|4.0|-5.99|1.0|3.42|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|4.99e-09|1.58e-06|3.1|4.4063|-1050.548505|-1050.51717|281.38|0.6242|0.53086|0.5282|-1050.418953|-0.1798799999999999|1.5911|0.03133456|2.3036|7.3188|7.3188
18a_a22|0|0|0|0.0|0.0|6.842683282|0|0|1.194229718|1.854982521|-0.003488994|4.727387819|-0.018344659|2|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|1|0.007079018|-0.0835538409999999|-0.147724859|0.722009212|1|0.926535704|-0.076119803|0.573315195|-51.6464295|11.62443251|29.59800426|49.84469832|-35.04152115|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|0.487405342|-1032.92859|2213.859172|7.037677899|13.72951861|6630.646100999999|196.4447473|-700.830423|27.95908297|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|0.08|27.0|-9.4|5.11|100.61|2.0|1.0|6.0|4.0|-6.28|0.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|3.78|3.95e-10|1.73e-07|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|355.95|0.3174|0.35107|0.68577|-1691.036502|-0.1408|3851.0|0.01932946|5.3946|7.8861|7.8861
17_a12|0|0|0|0.0|0.0|6.823286122000001|1|1|0.610029543|0.0|-0.00864055|4.727387819|-0.058347964|3|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|1|-0.000651751|-0.113649923|-0.202276514|0.859088647|0|0.858119365|-0.096209886|0.318309599|-50.13411606|5.849860887999999|69.36398419|73.93273708|-26.12444199|0.0|0.786701219|-1.443148294|-18.89085387|57.97616997|-18.34174978|0.466056241|-752.0117408|1470.257187|5.669161963|10.61752641|4866.339908|111.1480977|-391.8666299|23.31475957|-298.7949107|955.9051425|431.5987143|7.842053909|1.0|1.0|1.0|0.0|0.17|17.0|-7.16|2.56|78.41|0.0|0.0|3.0|4.0|-6.07|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|3.19|6.97e-08|2.32e-05|2.87|3.7723|-1366.804178|-1366.776169|328.67|0.2213|0.39539|0.62783|-1366.638303|-0.15459|2128.0|0.02800938|2.9806|7.7959|7.7959
16_a47|1|1|1|2.890539668|0.0|6.605297921|0|0|1.417579067|0.0|-0.0056780519999999|4.59511985|-0.1246612469999999|2|1.491023983|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|1|-0.004153659|-0.02006804|-0.0574194159999999|0.57616624|1|0.691860453|-0.092995116|0.421094692|-48.19609034|9.676588112|63.13219447|159.6978638|-24.97833451|0.0|0.697929921|-1.301931629|-25.03540372|60.36423869|-17.75645434|0.473257697|-674.7452647999999|833.8646097|6.855429069|13.01476838|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|0.0|1.0|0.06|21.0|-8.17|5.19|66.49|0.0|0.0|3.0|5.0|-6.04|0.0|3.52|-4.42|4.56e-05|0.0154|3.84e-05|3.27|6.8099999999999994e-09|2.3e-06|2.95|4.0806|-1167.046301|-1167.0124560000002|303.84|0.3182|0.59209|0.6743899999999999|-1166.901251|-0.16851|2.3795|0.03384512|3.8601|9.0|9.0
19_a4|0|0|0|0.0|0.0|7.535296702|1|1|0.29641517|1.943606348|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|0.0|-0.105763614|0.006243904|-0.211341677|-0.136621315|1|1|0.009687676|-0.0255403279999999|-0.042058265|0.514505012|0|0.820765063|-0.0759826109999999|0.285282038|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-23.02459887|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|0.460486754|-669.2264932|1697.595595|5.9448291|11.01887515|5232.561157|129.4279389|-368.3935819|20.83197214|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|0.16|17.0|-6.09|4.32|73.23|1.0|0.0|3.0|4.0|-6.58|1.0|2.92|-3.97|0.000156|0.0547|0.000106|2.62|8.070000000000001e-07|0.0002839999999999|6.67|4.1858|-1446.939719|-1446.909868|296.2|0.3806|0.67535|0.67535|-1446.760398|-0.17004|5.8295|0.02985188|7.1079|4.71|4.71
4p_a46|0|0|0|0.0|0.122217892|7.825245291|1|1|1.134636977|2.102855253|-0.004413243|5.587248657999999|-0.038295755|0|0.0|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|1|0.004453195|0.066453878|0.101602982|0.751334374|0|0.905966489|-0.083274013|0.3352802039999999|-47.22779946|4.195717966|175.10295019999998|53.32991189|-26.78464688|0.0|0.87420565|-1.498932241|-32.07534663|51.05047787|-17.00200781|0.423511708|-850.1003902999998|2219.4587530000003|5.828038618|10.10955243|5167.091582|71.34266847|-482.1236438|19.44852199|-424.4519674|972.4260993|585.8536976|3.822678404|1.0|0.0|1.0|1.0|0.3|17.0|-7.05|5.25|61.84|2.0|0.0|2.0|3.0|-5.09|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|4.77|8.95e-08|3.2e-05|4.89|3.9958|-1129.65844|-1129.618646|310.28|0.2363|0.43709|0.70138|-1129.3914619999998|-0.16819|3.6961|0.03979459|5.3996|6.4672|6.4672
14i_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.197963212|3.2692375460000003|-0.010148243|5.351858133|-0.130330047|2|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|-0.026731172|2|2|0.002496501|-0.017918675|-0.033435987|0.7333675390000001|1|0.777952733|-0.096562208|0.266320368|-66.02703063|14.65077903|324.811841|151.83084580000002|-45.14777443|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|-27.18760085|0.478050606|-1386.567643|2447.1741030000003|8.107659819|15.53342127|7030.347905|151.7330992|-948.103263|34.94120504|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|1.0|1.0|0.04|26.0|-6.96|3.12|148.11|1.0|1.0|6.0|5.0|-7.33|0.0|2.61|-4.39|6.11e-06|0.00278|4.03e-05|2.46|1.11e-07|5.03e-05|4.64|3.6931|-1798.64228|-1798.608335|335.72|0.3639|0.55606|0.55606|-1798.371346|-0.1509599999999999|5.9563|0.03394466|8.3755|8.4622|8.4622
15_a15|0|0|0|0.0|0.0|0.0|1|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|3|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|0|0|0.003766915|-0.173728081|-0.272482143|0.796300317|0|0.8972060479999999|-0.091075463|0.7028760070000001|-60.51136736|13.71976186|142.8140301|68.29723829999999|-40.20430373|4.306196778|0.702544178|-1.821509261|-27.31834743|73.99578515|-20.86598874|0.435723718|-1210.227347|2868.890383|6.673906339|11.8273735|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|-269.1443943|1722.635223|830.7967967000001|13.48441779|1.0|1.0|1.0|0.0|0.07|24.0|-8.9|6.69|59.51|2.0|0.0|6.0|4.0|-5.26|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|1.27e-09|5.7e-07|5.04|2582.0|-1450.7538470000002|-1450.725355|480.19|0.4459|0.67524|0.70572|-1450.398033|-0.10964|1.6365|0.02849263|2.9566|6.9626|6.9626
15a_a22|0|0|0|0.0|0.0|6.842683282|0|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|1|0.005757758|-0.097476465|-0.165471815|0.655865336|1|0.86664032|-0.081705465|0.410151945|-55.4621036|14.43653926|96.58317516|90.52525878|-37.6479704|65.53409434|0.702735071|-1.634109304|-28.45564196|70.12529157|-21.33157831|0.444668211|-1109.242072|2169.226845|8.157552588|14.6895113|6322.278103000001|201.7850124|-752.9594081|30.3550786|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|0.08|27.0|-9.21|4.31|85.59|1.0|0.0|6.0|5.0|-6.61|0.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|3.18|6.1e-10|2.56e-07|4.98|3.6496|-1368.35331|-1368.321775|339.72|312.0|0.41078|0.69076|-1368.0755869999998|-0.15281|5.2588|0.03153544|6.8666|6.8447|6.8447
10_a1|1|0|0|3.261363142|0.0|6.86171134|0|0|1.435871163|0.0|-0.014135827|4.727387819|-0.23385288|1|0.0|-0.621976404|-0.012672753|-0.020225596|0.010430299|1|1|-0.0106277489999999|-0.019835038|-0.042643966|0.658433571|0|0.669963758|-0.10949971|0.126889306|-61.93104798|8.34295348|212.8090837|186.6625065|-35.02707638|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|-25.67872721|0.459673515|-1052.827816|1768.2330920000002|7.376231317999999|13.65143394|5192.858899|93.83214542|-595.4602985|30.78628757|-377.9175542|1262.237791|433.2550452|8.725415617000001|1.0|1.0|0.0|1.0|0.0|23.0|-8.02|5.06|78.87|2.0|0.0|4.0|5.0|-5.91|0.0|3.7|-4.73|1.04e-05|0.00372|1.87e-05|3.64|9.53e-09|3.42e-06|5.81|3.4067|-1223.159954|-1223.125689|363.94|0.6754|0.70345|0.70345|-1222.969096|-0.13576|5.3861|0.03426532|7807.0|5.8239|5.8239
12c_a31|1|0|0|3.387641566|0.0|7.765993078999999|1|1|0.6101358029999999|0.0|-0.013026643|5.733341277|-0.055520387|0|0.0|-0.690412101|-0.003618466|-0.094991098|-0.056866055|2|2|-0.000813398|-0.138799714|-0.223856622|0.770283733|0|0.665463503|-0.129736755|0.343619017|-82.33748068|19.38414321|153.400467|212.313715|-52.25551342|553.8695417|0.6817087|-1.816314565|-42.14855504|97.28775086|-23.05449459|0.448512808|-1152.7247289999998|1894.297124|8.091269314|14.67172662|5676.394271|202.0036947|-731.5771879|33.81868912|-230.6429907|1690.934456|583.9691392000001|14.95027019|1.0|1.0|1.0|1.0|0.35|16.0|-7.24|3.7|117.37|2.0|0.0|8.0|5.0|-6.53|0.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|3.1|5.79e-08|2.31e-05|4.6|3.8328|-1618.1530810000002|-1618.112841|323.48|0.2625|0.7007399999999999|0.7007399999999999|-1617.888981|-0.15904|1.6786|0.04023903|2.2908|6.4202|6.4202
4e_a49|0|0|0|0.0|0.0|7.535296702|1|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|1|0.000660956|-0.037142108|-0.060391347|0.731643066|1|0.757062331|-0.087866673|0.433385455|-53.89448633|10.51443916|313.22432680000003|149.0098632|-33.05708028|60.11195021|0.650328475|-1.493733437|-35.44835874|68.38360061|-17.96482878|0.471635821|-916.2062675|1647.641653|7.934910277|15.01788083|5950.361470000001|214.47685|-561.9703647000001|27.6242383|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|0.22|21.0|-7.36|2.83|92.93|1.0|0.0|6.0|5.0|-7.52|0.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|4.35e-08|1.74e-05|3.34|3.7876|-1313.199448|-1313.158118|327.34|0.2273|0.4078199999999999|0.68043|-1312.924353|-0.1585099999999999|3.9718|0.04133034|4.8707|7.4685|7.4685
4f_a46|0|0|0|0.0|0.2096617139999999|7.825245291|1|1|1.134637108|2.190536659|-0.001035775|5.587248657999999|-0.001868546|2|0.0|-0.053860324|0.012332859|-0.056114865|-0.115631645|1|1|0.011806162|-0.079238184|-0.123416853|0.69830739|0|0.934973206|-0.0674830959999999|0.296072934|-36.60887321|4.738551282|7.730129301|35.27635517|-19.85993046|56.50645576|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|0.424708366|-585.7419712999999|1563.375755|5.654067072999999|9.828175385|4661.569032|130.2830519|-317.7588874|15.73210412|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.38|17.0|-7.21|4.71|43.6|1.0|0.0|3.0|3.0|-5.65|1.0|3.76|-4.58|4.18e-05|0.0139|2.62e-05|3.77|6.12e-08|2.04e-05|3.87|4548.0|-1033.550809|-1033.528421|272.61|0.1719|0.69208|0.69208|-1033.315821|-0.19079|3.2783|0.02238723|3.7419|6.7375|6.7375
10_a32|1|1|1|3.294952523|0.0|7.765993078999999|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|-0.087497559|0|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|3|-0.00369116|-0.1260956869999999|-0.229450999|0.764217655|1|0.7622839570000001|-0.1223816869999999|0.266552538|-75.59866726|15.91131724|57.97512956|146.8439966|-46.69945835|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|91.10767604|-24.0541214|0.449853016|-1058.381342|2980.525719|7.079344111|12.86809583|5842.926058|188.6328503|-653.7924168|34.62844557|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|1.0|0.22|19.0|-6.99|4.21|149.27|1.0|0.0|7.0|5.0|-6.44|0.0|3.42|-4.41|9.17e-07|0.000366|3.89e-05|3.23|1.0300000000000001e-07|4.13e-05|4.12|3.6441|-1916.668776|-1916.631761|340.24|0.2983|0.70228|0.70228|-1916.460049|-0.15088|2.4919|0.03701539|3.2297|8.1427|8.1427
3c_a32|1|1|1|3.452148526|0.0|7.765993078999999|0|0|0.6094207970000001|0.0|-0.006923974|5.733341277|-0.048337951|0|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|3|3|0.00124359|-0.0779821129999999|-0.145525719|0.774363061|1|0.888766719|-0.0943910459999999|0.216289509|-48.52416391|7.772301225|59.72163595|57.18235134|-24.94510426|0.0|0.693952122|-1.038301506|-17.94949454|57.94025396|-14.82682786|0.423167668|-533.7658031000001|1393.156794|5.605165488|9.717148607|4598.027604999999|157.331845|-274.3961469|21.36577928|-199.4122311|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|0.19|19.0|-6.89|4.68|110.94|1.0|0.0|3.0|3.0|-5.35|0.0|4.02|-4.91|6.65e-07|0.000217|1.22e-05|4.14|1.28e-07|4.18e-05|3.02|3.5169|-1633.443791|-1633.419633|352.54|0.5017|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|3123.0|0.02415856|5.0659|8.0458|8.0458
11d_a5|1|0|0|2.9590700880000003|0.0|6.605297921|0|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|2|0.0|-0.185566552|0.008307337|-0.138265707|0.01948342|1|1|0.008809179|-0.12451554|-0.200646773|0.755793189|0|0.87090286|-0.0847408619999999|0.359644732|-53.84338206|8.151092424|61.45330587|82.02685783|-34.21147402|0.0|0.712305422|-1.525335513|-25.44574968|65.35645739|-18.63809379|0.49396568|-969.1808771|900.3825317|8.920296087|17.62784804|5283.02167|182.7978704|-615.8065323|26.16587381|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|1.0|0.17|23.0|-8.64|4.14|66.93|1.0|0.0|7.0|5.0|-6.47|1.0|3.28|-4.29|7.2e-05|0.0278|5.14e-05|3.07|2.31e-09|8.909999999999999e-07|2.59|4107.0|-1239.127458|-1239.093739|301.89|507.0|0.66686|0.6533399999999999|-1238.855022|-0.16762|2.8731|0.03371838|3.7008|7.8239|7.8239
1d_a5|1|0|0|2.79978458|-4.455320158|6.605297921|0|0|1.217311475|0.0|-0.006252818|4.59511985|-0.308010841|2|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|1|-0.000700145|0.001493879|0.004923698|0.513260607|0|0.8965037640000001|-0.086213657|0.6271150670000001|-46.58221594|4.288788702|204.4506579|55.92018945|-25.16889922|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|0.471074204|-791.897671|1172.890724|6.116537519|11.5640749|5717.438103|123.9992274|-427.8712868|25.69414151|-292.3128788|1027.76566|403.396385|10.25512997|1.0|1.0|0.0|1.0|0.05|23.0|-8.88|6.37|54.46|2.0|0.0|4.0|6.0|-5.73|0.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|1.3300000000000002e-09|4.86e-07|3.58|4.6112|-1288.340378|-1288.306458|268.88|0.2805|0.41781|0.5764600000000001|-1288.201219|-0.18991|3.7798|0.03392008|5.3765|5.03|5.03
