molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
4S4l_a46|0|0|0|0.0|0.171853072|7.825245291|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|1|0.006162668|0.0071939419999999|0.010799648|0.7936534740000001|0|0.894782107|-0.084663086|0.213675946|-46.10883478|3.888872426|178.19783940000002|57.30330315|-25.11158939|0.0|0.877939134|-1.523935543|-26.93416438|49.6055056|-16.27370639|0.469439238|-829.959026|1744.8220399999998|5.668394116|10.68377935|4920.211524|66.47624804|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|5.02|50.94|1.0|0.0|3.0|3.0|-5.23|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|4.49|9.980000000000001e-08|3.47e-05|4.99|4.1414|-1092.753999|-1092.727031|299.38|0.2586|0.57885|0.6763600000000001|-1092.489558|-0.17632|2.5083|0.02696794|2.8473|6.5834|6.5834
12a_a36|1|0|0|3.4715209280000003|0.0|7.412764017000001|2|2|1.297044783|0.0|-0.007471648|5.351858133|-0.0427777779999999|2|0.0|-0.403468978|0.002039107|-0.070252245|-0.065913514|1|1|0.003199301|-0.1063550619999999|-0.183140926|0.855821486|0|0.820684627|-0.104828755|0.436020272|-64.36949846|12.03249549|109.9069212|110.1075804|-39.52572284|5.277117996|0.755315434|-1.886917597|-28.71401279|76.09903547|-23.17301945|0.470444928|-1158.650972|2258.5909920000004|6.600635115|12.464492300000002|5710.355735|150.24716030000002|-711.4630111|30.67992313|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|1.0|0.14|17.0|-6.59|1.88|69.2|1.0|0.0|5.0|4.0|-6.72|1.0|1.86|-4.0|0.000164|0.0625|0.000101|2.68|2.56e-07|9.78e-05|3.16|3.6682|-1232.951968|-1232.916523|338.0|0.4435|0.67869|0.6997|-1232.707754|-0.1519299999999999|6.3637|0.03544528|8.5603|7.8861|7.8861
12a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1|1.397770359|4.075037557|-0.002936355|5.82008293|-0.0016330379999999|1|2.112397566|-0.126263256|0.01164808|0.014596049|-0.122912558|2|2|0.011790103|-0.168032508|-0.291865836|0.660148928|1|0.904119689|-0.0663902|0.29507467|-33.44733598|10.58650394|7.457998037999999|48.30443297|-16.85074424|69.83817338|0.575218972|-0.929462803|-12.88231829|47.2792242|-12.00673599|0.469674946|-468.2627037|1462.827156|5.116970861|9.648744341|4665.239724|214.004382|-235.9104193|20.873331|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|0.0|1.0|0.11|20.0|-5.49|3.42|48.53|0.0|0.0|2.0|3.0|-6.44|1.0|2.55|-3.84|0.000685|215.0|0.000144|2.5|3.22e-06|0.00101|2.47|4.0783|-1006.659456|-1006.632973|304.01|0.1807|0.65267|0.65267|-1006.498352|-0.16806|5.7662|0.02648238|7.9123|7.1249|7.1249
47d_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.251175994|0.0|-0.006087337|4.844187086|-0.041876322|0|0.0|-0.480899596|0.003376831|-0.07722825|0.016324953|0|0|0.005144085|-0.272202025|-0.406388629|0.741366815|0|0.836999127|-0.087315963|0.445704576|-71.20388424|12.45251265|64.92967228|132.9229494|-58.06490563|58.93717545|0.69814381|-2.182899066|-42.52098397|86.29525584|-23.42233034|0.481311892|-1780.097106|1947.023498|9.940531282|19.16475647|7780.945962999999|246.1558296|-1451.622641|33.54943497|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|1.0|0.32|18.0|-8.83|3.21|88.97|3.0|2.0|12.0|4.0|-6.57|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|4.16|1.4800000000000003e-09|7.790000000000001e-07|8.08|3.1079|-1704.061013|-1704.0327519999998|398.94|0.5820000000000001|0.69905|0.69905|-1703.545539|-0.12844|3.7605|0.02826074|4.2225|8.0969|8.0969
18_a3|1|0|0|2.897754472|0.0|6.605297921|0|0|1.43179288|0.0|-0.003487792|4.59511985|-0.021283637|3|1.742872103|-0.122072724|0.0057881999999999|0.042606196|-0.025890816|1|1|0.005799063|-0.035611069|-0.064953613|0.6858831809999999|1|0.8419576209999999|-0.0846755|0.217881538|-37.67445366|6.1383958|160.9514039|70.31739201|-16.76239841|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|-14.12792012|0.483376636|-452.0934439|703.8534116000001|5.293627315|10.24658906|3928.183499|141.2679329|-201.1487809|20.70048575|-162.3915791|662.4155441|270.539096|10.51610501|0.0|1.0|0.0|1.0|0.0|21.0|-6.83|3.08|67.35|0.0|0.0|2.0|4.0|-6.7|1.0|2.21|-3.27|0.0015|411.0|0.000537|1.79|1.49e-07|4.07e-05|1.85|3.9765|-889.9619321|-889.9402005000001|311.79|0.3326|0.6671699999999999|0.6671699999999999|-889.850598|-0.1641099999999999|2.6366|0.02173162|3.3664|7.5229|7.5229
13a_a6|1|0|0|3.417162147|0.0|7.412764017000001|1|1|1.430639975|0.0|-0.01115741|5.351858133|-0.0265090529999999|1|0.0|-0.602500119|-0.00460563|0.0015242189999999|-0.0525259259999999|1|1|-0.00194781|-0.10896749|-0.180339002|0.8013954109999999|0|0.77450544|-0.113446379|0.22670695|-74.18628740000001|20.83876732|154.9639272|147.4582473|-48.51283287|554.4922449|0.759912392|-2.042034827|-40.23198232|87.37044493|-26.70706346|0.467070451|-1335.353173|2626.396685|8.038453162|15.08351934|6019.922535|157.0011174|-873.2309916000002|35.14492428|-339.9303794|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|0.12|23.0|-9.01|4.32|95.85|2.0|0.0|5.0|5.0|-6.1|0.0|3.52|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|9.77e-10|4e-07|4.04|3651.0|-1350.085889|-1350.057702|339.59|0.5352|0.4816|0.70072|-1349.834826|-0.14969|7.7145|0.02818646|9.2157|7.3372|7.3372
4_a3|0|0|0|0.0|0.0|6.823286122000001|0|0|0.60501714|0.0|-0.008561428|4.727387819|-0.161259999|1|1.882124381|-0.325334256|-0.008407895|0.057349653|0.0248526079999999|1|1|-0.007022144|0.053425134|0.127253753|0.628171026|1|0.74053397|-0.098695428|0.5842630360000001|-46.9200748|3.806447632|235.6982345|123.350856|-22.30593113|77.51574252|0.866976271|-1.381735991|-24.93884341|51.71950126|-18.76802992|0.415852758|-656.8810472|1548.626215|5.05182773|8.648209506|4885.093366|63.23984222|-312.2830359|21.6476858|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|1.0|0.0|1.0|0.0|21.0|-7.53|5.17|80.04|1.0|0.0|2.0|3.0|-5.21|0.0|4.09|-5.09|2.02e-06|0.00065|8.22e-06|4.3|2.950000000000001e-08|9.48e-06|3.53|3.4771|-1355.332318|-1355.303098|356.58|0.1776|0.3809|0.6896|-1355.192416|-0.14983|2.3542|0.02921941|3.1409|5.9|5.9
12s_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984545|0.0|-0.007621736|5.351858133|-0.095120438|2|0.0|-0.403952011|-0.002544958|-0.035768573|-0.04950715|1|1|-0.001131023|-0.0546637159999999|-0.145315868|0.591758164|0|0.706713791|-0.103647048|0.404041243|-67.11451776|12.51292194|89.91581294|189.9114627|-43.45862792|0.0|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|0.467381416|-1275.175837|2368.4646620000003|8.066744794|15.14544373|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|-376.1910929|1613.162737|616.2856203|11.26623|1.0|0.0|1.0|1.0|0.14|17.0|-7.16|3.74|81.65|2.0|0.0|5.0|6.0|-6.06|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|4.07|6.900000000000002e-08|3e-05|4.32|3.5348|-1774.236634|-1774.202623|350.75|0.2148|0.43338|0.68458|-1774.01033|-0.14985|3.0335|0.03401064|3.9579|8129.0|8129.0
19a_a38|1|0|0|3.3685352889999995|0.0|7.412764017000001|2|2|1.297044508|0.0|-0.007986407|5.351858133|-0.082283951|2|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|1|-0.000673716|-0.101303149|-0.217394466|0.698414933|0|0.747152898|-0.108300308|0.298938581|-64.73159672|13.23456869|137.2318698|151.1278869|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|0.465829126|-1165.168741|2304.055966|6.923156054|12.96056449|6115.030149|152.5362948|-696.4267669|31.28824271|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|0.14|17.0|-6.86|2.55|81.23|1.0|0.0|5.0|4.0|-6.77|0.0|2.68|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|1.4e-07|5.610000000000001e-05|3.41|3.6504|-1332.186327|-1332.1529369999998|339.65|0.2668|0.6329100000000001|0.68835|-1331.94466|-0.15108|4.7986|0.03338983|6.0223|8.0106|8.0106
3d_a32|1|1|1|3.503398526|0.0|7.765993078999999|0|0|0.609420786|0.0|-0.006420365|5.733341277|-0.034290847|0|2.230648962|-0.269655316|0.000655875|-0.113314811|-0.0602430179999999|3|3|0.002004382|-0.076494363|-0.1395294259999999|0.77923808|1|0.892845502|-0.093187219|0.2214902789999999|-50.45435743|7.807299836|62.43434632|58.01666174|-27.31750365|0.0|0.720540286|-1.118246623|-20.13777259|59.15151032|-15.52441767|0.427813496|-605.4522892000001|1855.167124|6.15119195|10.75032687|4752.534658|151.30787800000002|-327.8100438|21.54552351|-238.8142619|840.275417|421.3548777|8.697152881000001|1.0|1.0|1.0|1.0|0.24|19.0|-7.29|5.07|110.94|1.0|0.0|4.0|3.0|-5.18|0.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|4.5|5.13e-08|1.75e-05|3.42|3.5105|-1672.758552|-1672.733979|353.18|0.5031|0.7035100000000001|0.7035100000000001|-1672.585902|-0.14189|3.2094|0.02457348|5.1728|8.0915|8.0915
12d_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984421|0.0|-0.006335328|5.351858133|-0.033312179|2|0.0|-0.354778373|0.005613018|0.036688757|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|0.7991060659999999|0|0.843009925|-0.094239701|0.366319099|-60.88281322|10.05700314|85.1932288|101.4221952|-39.33285959|0.0|0.8143892140000001|-1.884794029|-30.81433963|69.55534551|-23.41646662|0.4572733479999999|-1217.656264|2323.480646|7.557073995|13.92427286|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|-406.2173266|1495.177298|686.039456|8.672532296|1.0|0.0|1.0|1.0|0.17|17.0|-7.01|2.93|81.65|2.0|0.0|5.0|4.0|-5.81|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|9.75e-08|4.02e-05|4.14|3.4821|-1615.095823|-1615.063947|356.06|149.0|0.68608|0.68608|-1614.831682|-0.1479099999999999|4434.0|0.03187624|4.8843|7.9508|7.9508
14a_a5|1|0|0|2.948727373|0.0|6.605297921|1|1|1.226142247|0.0|-0.0053665219999999|4.59511985|-0.005002101|3|0.0|-0.316624785|0.002956745|-0.086229994|0.024793388|1|1|0.003668464|-0.010147323|-0.016337128|0.71006207|0|0.7909255559999999|-0.078681402|0.4398855029999999|-53.20786056|11.74431806|134.62273080000003|141.38542919999998|-35.98151967|55.04914434|0.629783335|-1.494946644|-36.98479273|69.71575554|-18.38089729|0.470085022|-1010.949351|1315.573182|8.424031251|15.89694877|6177.303329|250.3569601|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|1.0|0.2|23.0|-8.84|4.38|92.79|1.0|0.0|6.0|5.0|-7.08|0.0|3.05|-4.22|7.15e-05|0.0304|6.02e-05|2.55|1.45e-09|6.16e-07|4.3|4.1501|-1390.592722|-1390.546425|298.75|0.5853|0.65789|0.65789|-1390.29207|-0.1676|2.7115|0.04629687|2.8163|6.9508|6.9508
47c_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.251176227|0.0|-0.007068829|4.844187086|-0.048726885|0|0.0|-0.537230966|0.0007979619999999|-0.058748345|0.028947131|0|0|0.002674691|-0.212991596|-0.320309303|0.7601847759999999|0|0.8128616409999999|-0.094000037|0.246894346|-75.57063623|12.75381432|67.68084951|150.4485025|-60.75445536|103.416376|0.7489981509999999|-2.350000928|-46.26124419|88.76073429|-25.88035487|0.489290189|-1889.265906|2027.892739|9.566965871|18.73268473|7527.530240999999|201.7910841|-1518.861384|34.55329606|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|0.0|1.0|0.3|18.0|-9.18|2.87|97.76|3.0|2.0|12.0|4.0|-6.61|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|3.98|6.67e-10|3.42e-07|7.72|3.1096|-1664.753129|-1664.721977|398.71|0.5869|0.6983199999999999|0.6983199999999999|-1664.201034|-0.12841|3.3075|0.03115159|3.8573|8.5229|8.5229
13p_a6|1|0|0|3.449535594|0.0|6.842683282|0|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|2|1.633493259|-0.634109842|-0.008008339|-0.014153926|-0.072853186|1|1|-0.005708558|-0.068532678|-0.116250572|0.8244206940000001|1|0.7265205579999999|-0.107371897|0.196002517|-76.17631587|12.27472016|80.30786544|194.0233618|-54.04422654|107.5669533|0.76005742|-2.14743793|-50.03427239|89.17529231|-26.72853188|0.412828992|-1523.526317|3833.042283|8.760340755|14.91957306|6590.216479|170.2302215|-1080.8845310000002|35.16646396|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|0.12|27.0|-10.06|4.01|122.47|1.0|0.0|7.0|5.0|-7.01|0.0|2.96|-4.55|8.11e-06|0.00365|2.79e-05|2.86|8.73e-11|3.92e-08|4.73|2.9837|-1463.08132|-1463.0432449999998|415.53|0.4132|0.47508|0.7056600000000001|-1462.740542|-0.12251|9.0546|0.03807447|12163.0|7.0362|7.0362
18_a20|1|0|0|3.463603867|0.0|6.842683282|0|0|1.400923654|0.0|-0.008841844|4.727387819|-0.12050413|2|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|0.778639593|1|0.76136176|-0.095227339|0.356461863|-63.36348363|7.195302872999999|318.5587088|158.7879106|-42.1615378|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|72.31812218|-23.91074854|0.483668611|-1267.269673|1822.210286|8.011174137000001|15.51556677|6206.896662|125.81822920000002|-843.230756|29.4862782|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|1.0|0.08|27.0|-10.0|4.69|97.55|2.0|0.0|5.0|4.0|-6.13|0.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|3.85|9.93e-11|4.17e-08|5.35|3.5355|-1352.364724|-1352.32685|350.69|0.2991|0.31154|0.6953699999999999|-1352.073755|-0.14685|5.3978|0.03787435|8.0505|7.4685|7.4685
17b_a50|0|1|1|0.0|0.0|7.934155233999999|1|1|1.348984601|4.35392516|-0.002181823|5.82008293|0.013050204|1|2.206759705|-0.144000296|0.012409091|-0.152660972|-0.15040528|2|2|0.012686493|-0.2252068689999999|-0.357011777|0.748900413|1|0.931849183|-0.07555585|0.4220781729999999|-52.58062823|8.976922737999999|9.9094658|47.42733742|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|0.4835366239999999|-1156.773821|1948.148592|8.324966952|16.11918162|6059.076348|136.82673369999998|-805.0189948|23.22374317|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.35|20.0|-7.54|4.92|51.77|3.0|0.0|8.0|4.0|-6.09|1.0|3.87|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|3.96|2.87e-08|1.22e-05|3.77|4.0418|-1337.1910779999998|-1337.164673|306.75|0.1817|0.6269899999999999|0.66195|-1336.833957|-0.16699|6.3333|0.02640483|8.4096|6.9136|6.9136
8c_a12|0|0|0|0.0|0.0|0.0|1|1|1.283851303|0.0|-0.0104125509999999|0.0|-0.055163114|3|0.0|-0.447739674|-0.004211843|-0.036504737|-0.07003012|0|0|-0.00160589|-0.210669119|-0.370782022|0.845077891|0|0.840397446|-0.101988384|0.239216075|-52.04233846|10.00357546|83.24714315|81.4415307|-26.55601426|0.0|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|0.472503372|-780.6350769|1245.6132289999998|5.670223821|10.74930819|4610.945152|120.19586|-398.3402139|25.52931025|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|1.0|0.0|0.0|0.11|18.0|-7.14|1.59|63.06|0.0|0.0|3.0|5.0|-6.44|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|2.5|7.24e-08|2.28e-05|2.76|3.8341|-1022.77302|-1022.750382|323.37|466.0|0.53657|0.67318|-1022.613451|-0.15571|1.7305|0.02263772|2.4806|7.3979|7.3979
4h_a46|0|0|0|0.0|0.090767245|7.825245291|1|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|-0.346835467|2|0.0|-0.404500343|-0.0008161889999999|-0.021951549|-0.09922757|1|1|0.003087227|-0.030014575|-0.0488847059999999|0.6947264059999999|0|0.767244275|-0.083997524|0.659584488|-65.90523417|7.900037181|105.2773797|182.6222935|-51.70985599|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|-23.9655397|0.4866209529999999|-1581.72562|3180.526173|8.138240742999999|15.85230406|7808.347937|152.6017078|-1241.036544|29.75215152|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|1.0|0.3|23.0|-9.2|6.18|124.17|2.0|0.0|6.0|6.0|-6.38|0.0|3.82|-5.69|2.97e-07|0.000149|2.06e-06|4.21|6.38e-10|3.210000000000001e-07|8.5|4.18|-1923.926093|-1923.878801|296.62|0.5451|0.55428|0.54445|-1923.543349|-0.1711599999999999|1.7601|0.04729184|2.9086|6.6402|6.6402
8g_a8|1|0|0|3.073183107|0.0|7.535296702|1|1|1.39137364|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0|0.0|-0.731356723|-0.009140059|-0.025002199|-0.03728368|1|1|-0.007047583|0.0794962979999999|0.162134281|0.656457444|0|0.533935495|-0.129695841|0.298992226|-79.46906035|19.06725815|171.26571059999998|285.5736014|-48.6934008|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|-32.12579035|0.479218966|-1509.912147|2148.49832|7.440878437999999|14.28792131|6581.432140999999|102.2893227|-925.1746152|38.56355928|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|0.0|1.0|1.0|0.04|23.0|-7.4|3.89|99.34|2.0|0.0|4.0|5.0|-6.34|0.0|3.5|-4.94|5.01e-06|0.00209|1.16e-05|3.53|4.01e-08|1.67e-05|7.17|3.7495|-1450.9549470000002|-1450.913472|330.67|0.3904|0.69221|0.69221|-1450.728709|-0.15542|6.0697|0.04147516|7.5762|5.3768|5.3768
14m_a23|0|1|1|0.0|-4.405643132|7.423568444|0|0|1.197955072|3.1160758160000004|-0.008929306|5.351858133|-0.272389934|2|0.665608656|-0.482182526|0.001027627|-0.034213923|-0.050626415|2|2|0.001951778|-0.07256543|-0.226146643|0.5415996160000001|1|0.9258118|-0.089285878|0.268552591|-62.09952738|12.51396625|47.23604193|51.59888942|-43.19105542|0.0|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|-27.32379205|0.476833897|-1366.189602|2263.262957|8.595073462|16.42895711|7588.823133|142.0002583|-950.2032192|34.33353583|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|0.0|1.0|1.0|0.09|26.0|-8.23|6.19|105.02|2.0|1.0|6.0|7.0|-6.06|0.0|4.41|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|4.46|5.94e-09|2.85e-06|4.2|3.6774|-1966.968005|-1966.945041|337.15|0.3335|0.65552|0.65552|-1966.721362|-0.15208|6.1522|0.02296475|8.5477|8.5171|8.5171
7f_a10|0|0|0|0.0|-4.8022906380000006|7.535296702|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|2|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|-0.0971900919999999|1|1|0.0030999659999999|-0.058093287|-0.172751862|0.5209683970000001|1|0.931773786|-0.095196098|0.7359022890000001|-53.02456669|4.441786155|15.96885516|38.0022453|-29.53487321|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|-20.30728086|0.402568457|-954.4422004|2375.702381|6.115784565|10.23679556|7070.755931000001|99.26552746|-531.6277179|24.71113795|-358.4725202|1161.423484|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|0.23|21.0|-8.13|6.57|52.83|2.0|0.0|4.0|7.0|-5.47|0.0|4.39|-5.6|2.9e-06|0.00119|2.52e-06|4.7|7.38e-09|3.03e-06|4.93|3.6256|-1442.216293|-1442.200124|341.96|348.0|0.34467|0.6833600000000001|-1442.001311|-0.15627|2.2631|0.01616879|3.2524|6.8508|6.8508
12g_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.6049842529999999|0.0|-0.010447128|5.351858133|0.024086432|2|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|1|1|0.0026474159999999|-0.084317059|-0.152855196|0.770326886|0|0.783662781|-0.10344931|0.487608738|-70.11305057|18.59520651|133.2169768|146.623137|-47.51931027|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|-27.49531395|0.459011202|-1402.261011|2482.668258|8.694447089|16.07139949|6688.137428|152.961516|-950.3862054|35.50940589|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|1.0|0.13|17.0|-6.42|2.48|114.67|2.0|1.0|6.0|6.0|-6.22|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|3.7600000000000003e-07|0.000165|3.88|3.5592|-1743.214798|-1743.174676|348.35|0.2449|0.26238|0.68366|-1742.965961|-0.15077|3875.0|0.04012224|5.3027|8.0334|8.0334
14a_a10|0|0|0|0.0|0.0|7.535296702|2|2|1.3438495730000002|2.156210368|-0.002047597|5.4161004020000005|0.0437538159999999|3|2.070512208|-0.147427016|0.011509975|-0.045759336|-0.00421565|1|1|0.012272222|-0.220250238|-0.344811314|0.740051323|1|0.911549451|-0.070610745|0.43555903|-51.23835032|9.840503082|67.52851799|64.18371923|-37.18086445|134.15514270000003|0.542015878|-1.270993412|-23.38784787|67.14248252|-13.76552695|0.469029865|-922.2903058|1774.8853399999998|10.0292632|18.88856367|6754.660977|332.3339934|-669.2555601|25.39690722|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|0.39|21.0|-8.18|3.36|59.31|1.0|0.0|7.0|6.0|-6.82|1.0|3.43|-4.8|6.159999999999999e-05|0.0288|1.58e-05|3.29|6.55e-09|3.07e-06|2.25|3802.0|-1489.655581|-1489.803158|326.1|0.2835|0.34245|0.7047100000000001|-1489.42155|0.2422099999999999|3.1205|-0.14757681|4.8004|7.1308|7.1308
3h_a32|1|1|1|3.579396967|0.0|7.765993078999999|0|0|0.609420752|0.0|-0.005281944|5.733341277|-0.008243901|0|2.243113495|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|3|0.003284804|-0.071193103|-0.122769653|0.8030743229999999|1|0.87880263|-0.0882883959999999|0.30907784|-55.27575363|6.98327435|76.38838542|75.87946135|-34.60714056|0.0|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|-17.27367301|0.4089962629999999|-829.1363044|2911.160989|8.107034244|13.71739929|5187.525619|141.8112711|-519.1071084|22.33200639|-342.4592076|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|0.35|19.0|-8.47|6.24|110.94|2.0|0.0|7.0|3.0|-4.29|0.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|6.12|3.37e-09|1.29e-06|4.61|3.5552|-1790.6908030000002|-1790.663897|348.74|0.2926|0.70257|0.70257|-1790.440663|-0.1474099999999999|3.5952|0.02690554|5.8749|8.1549|8.1549
12y_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984019|0.0|-0.005996863|5.351858133|-0.037335306|2|0.0|-0.353814891|0.00604028|0.061944378|-0.058184644|1|1|0.006346396|-0.053700437|-0.0922059569999999|0.803183654|0|0.8489185109999999|-0.091248521|0.374181804|-61.25585229|10.05775555|85.17057711|101.4221952|-41.1215369|0.0|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|0.445723724|-1286.372898|2411.415644|8.067590558|14.55517927|6301.067405|120.7628216|-863.552275|28.51891948|-429.782246|1568.540572|754.3941655|8.299049218|1.0|0.0|1.0|1.0|0.21|17.0|-7.38|3.23|81.65|2.0|0.0|5.0|4.0|-5.64|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|4.6|4.12e-08|1.76e-05|4.45|3.4718|-1654.41361|-1654.382468|357.11|0.2173|0.30617|0.6864399999999999|-1654.125015|-0.1475|4.7043|0.0311422|5.1209|7.6576|7.6576
