molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|AATSC8d|n5aRing|AATSC7i|MATS1i|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|WNSA5|FNSA1|WNSA3|DPSA5|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
19d_a38|1|0|0|0.0|7.412764017000001|2|2|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|0.019858574|-0.6999264340000001|-0.024688524|1|0.041924146|-0.060668296|1|0.853092207|0.908591797|0.730686013|0|0.63167949|-0.116424545|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|-51.60489663|0.7494816990000001|-48.11018574|94.84426896|3055.168373|-1525.275418|2995.494247|-18.15727844|13.52121974|6934.7619620000005|-980.493036|37.68716585|0.022660131|686.8472757999999|0.0|0.0|0.0|0.0|4.0|17.0|2.34|124.32|1.0|0.0|133.79|0.0|1.0|-3.87|33.0|-7.84|0.0|0.0|1.94|-3.62|0.000134|0.0594|0.0002399999999999|107.0|1.65|0.000175|5.3771|4.13|3.6586|-1500.850957|679.08|338.89|0.3167|230.58|0.3356699999999999|0.0699|-0.20145|0.04735828|10.6621|11.0|7.9586
2_a1|0|0|0|0.0|7.535296702|1|1|-0.049975995|-0.004621682|5.4161004020000005|-0.014296455|-0.1056298369999999|-0.175623923|0.101798469|1|-0.237981258|-0.145015842|1|0.795932678|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|-16.00805425|0.6944040029999999|-12.89184641|43.24570924|1884.85038|-422.0435297|1378.496713|-5.488475744|8.779158091000001|3920.383175|-192.096651|17.36508791|0.017741989|299.6692382|1.0|1.0|0.0|1.0|0.0|17.0|4.0|30.71|0.0|0.0|79.77|0.0|1.0|-3.06|21.0|-6.04|1.0|1.0|3.21|-3.78|0.000871|243.0|0.000167|0.0466|2.76|0.000185|4.0877|3.31|4.0877|-920.184721|489.42|303.31|0.2991|303.31|0.7007899999999999|0.2991|-0.19826|0.024658671|5.2754|5.8|5.2366
6b_a40|0|0|0|0.0|8.421342866|1|2|0.135693438|-0.014861289|6.401917197|-0.069975812|-0.137534783|-0.698480566|-0.226457281|2|-0.248560671|-0.018582337|0|0.842573207|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-72.13527644|-79.36130196|-53.15460718|0.878140798|-48.31476032|87.29061302|3214.047452|-1428.503435|4049.386572|-22.2507658|12.51342818|8482.600495|-956.7829293|37.83107469|0.011838681|618.8882797|1.0|0.0|1.0|1.0|1.0|14.0|5.67|173.43|2.0|2.0|130.16|1.0|2.0|-8.41|31.0|-5.85|0.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|5.03|0.00318|3.1026|8.98|3.1026|-3290.745084|687.2|399.62|0.4962|399.62|0.69429|0.4962|-0.21904|0.03026498|11.3203|0.03|7.5229
12az_a36|1|0|0|0.0|7.412764017000001|2|2|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.078817323|-0.593399474|-0.012800556|1|0.129156742|-0.176729938|1|0.812921349|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.411597359|0.034771534|-50.28669997|-75.58351856|-52.96429617|0.583865006|-35.23783652|99.82512582|3039.528467|-1360.503334|2455.7577530000003|-16.43719536|15.73229538|6700.839465|-953.3573311|40.17530387|0.034594361|766.4854363|1.0|0.0|0.0|1.0|2.0|17.0|2.83|87.66|1.0|0.0|136.74|0.0|1.0|-4.11|33.0|-7.13|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|7.11e-05|3.8863|2.68|3.6095|-1461.962459|737.12|343.5|0.4383|319.03|0.69385|0.0146|-0.19846|0.02800521|7.821000000000001|58.0|7.2366
21c _a23|0|1|1|0.0|7.525639975|0|0|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|0.0645437059999999|-0.576752175|-0.039311241|2|0.118226959|-0.0201427689999999|2|0.782543953|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|-70.15570019|-49.86692499|0.834557275|-42.26586935|79.71722579|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|16.83467928|7227.157398|-1097.07235|34.24804117|0.013451712|762.0576580000001|0.0|0.0|1.0|1.0|2.0|26.0|3.1|148.11|1.0|1.0|133.35|1.0|1.0|-5.63|34.0|-7.13|0.0|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|9.0|2.86|2.2e-05|3.6649|4.47|3.6649|-1837.932192|747.88|338.3|0.3329999999999999|338.3|0.5885699999999999|0.3329999999999999|-0.22981|0.03257532|8.3979|67.0|7.1752
4c_a46|0|0|0|0.139403726|7.825245291|1|1|-0.068543882|-0.005085922|5.587248657999999|-0.048990529|-0.111750026|-0.300069396|-0.068256579|1|-0.165951544|-0.056422062|1|0.726862617|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|0.013924723|-40.22007179|-55.2981278|-34.9456654|0.840753785|-25.41708422|60.67664538|2455.604167|-1050.664428|2487.942529|-11.85656505|13.06174141|5571.088357|-663.9676426|22.31552819|0.008510983|696.2528933|1.0|0.0|1.0|1.0|0.0|17.0|5.11|57.01|2.0|0.0|115.03|0.0|1.0|-5.55|29.0|-5.39|1.0|0.0|4.44|-5.28|2.8e-06|0.00109|5.3e-06|0.00207|4.63|9.32e-06|5.4579|6.38|4.1026|-1245.392965|683.75|302.21|0.2296|227.16|0.42391|0.2083|-0.21466|0.02299741|5.4491|2008.0|5.6972
19a_a22|0|0|0|0.0|6.842683282|0|0|-0.000989685|-0.009145283|4.727387819|-0.144269652|-0.020553065|-0.548716971|0.016501913|1|-0.03516233|-0.035723406|2|0.777600172|0.834033833|0.699744887|1|0.744354735|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|-69.91748544|-52.17015658|0.684706189|-50.18975739|89.23486638|3167.140147|-1468.267194|2607.322873|-19.56380872|15.30120355|7095.27723|-1095.573288|38.29242013|0.025888799|781.8210659|1.0|1.0|1.0|1.0|2.0|27.0|3.08|128.68|1.0|0.0|132.15|0.0|1.0|-4.38|35.0|-7.67|0.0|0.0|2.36|-4.11|4.16e-05|0.0193|7.69e-05|0.0356|2.05|8e-07|5.0397|5.69|3.5809|-1537.0241640000002|740.07|346.24|0.2218|246.01|0.34556|0.0623|-0.21478|0.04718381|6.5658|48.0|7.3188
7b_a8|1|0|0|0.0|7.535296702|1|1|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|-0.024156447|-0.4829936279999999|-0.0254956129999999|1|-0.039357491|-0.021509048|1|0.7812177770000001|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|-59.93853201|-35.90168309|0.753935657|-36.39338307|73.70461365|2776.185773|-1138.832108|1780.952171|-14.82895606|14.76972982|6185.0105140000005|-682.1319788|32.83731114|0.022982731|545.9267515|0.0|0.0|1.0|1.0|1.0|23.0|4.48|92.93|2.0|0.0|110.8|0.0|1.0|-5.25|30.0|-6.15|0.0|1.0|3.5|-4.94|5.64e-06|0.00224|1.14e-05|0.00454|3.61|8.94e-06|4.5945|5.51|3.26|-1330.595067|621.4|380.32|0.2517|269.85|0.44725|139.0|-0.20472|0.0273745|12.7344|13.53|4.8687
14g_a23|0|1|1|-4.794439428|7.423568444|0|0|0.180361525|-0.014609495|5.351858133|-0.301504331|0.058422864|-0.803522236|-0.030586527|2|0.179219801|-0.0962526|2|0.796412133|0.854683662|0.575188253|1|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|-51.82254036|-68.52397802|-48.76552945|0.780315815|-36.87984398|83.15907597|3400.464046|-1507.527516|2531.8503170000004|-21.03611074|16.32997765|8005.353973|-1072.841648|37.88128151|0.020564836|676.4530574|0.0|0.0|1.0|1.0|1.0|26.0|3.97|114.25|2.0|1.0|126.97|0.0|1.0|-6.89|35.0|-5.94|0.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|5.57e-06|3.7042|5.17|3.7042|-2042.161409|730.13|334.71|0.3478|334.71|0.56658|0.3478|-0.23201|0.0221162|10245.0|0.01|8.0
11e_a5|1|0|0|0.0|7.139660336|1|1|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|-0.07965|-0.192538515|-0.010236262|1|-0.127225457|-0.0924814769999999|2|0.775794895|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|-34.67724171|0.72163516|-27.58835281|63.5644542|2721.416353|-1046.930776|960.0428704|-12.38472918|18.17739133|5675.693973|-693.5448342|25.90670947|0.016933845|735.3048881|0.0|1.0|1.0|1.0|1.0|23.0|5.03|66.93|2.0|0.0|125.71|0.0|1.0|-4.65|31.0|-6.28|1.0|0.0|3.63|-4.72|2.23e-05|0.00919|1.9e-05|0.00782|3.56|4.64e-07|4.4179|2.91|4.1036|-1316.512503|717.76|302.14|0.5347|280.64|0.66478|0.2125|-0.20559|0.03460011|2.8694|0.04|7.3979
14c_a23|0|1|1|0.0|7.423568444|0|0|0.06596946|-0.005822256|5.351858133|-0.024758731|0.04174584|-0.296935034|-0.047410593|2|0.077009731|-0.071484865|2|0.793551289|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|-35.33439343|0.7834075309999999|-25.07982076|64.05912299|2955.304496|-1063.401832|2379.221378|-15.0359121|14.49533577|6755.962581999999|-706.6878684999999|28.88097191|0.016385474|633.3278634|0.0|0.0|1.0|1.0|1.0|26.0|4.0|105.02|2.0|1.0|125.29|0.0|1.0|-6.13|31.0|-6.03|0.0|0.0|4.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|4.55e-06|3.7031|4.1|3.7031|-2089.501598|693.64|334.81|356.0|334.81|0.56781|356.0|-0.23096|0.02236136|10.369000000000002|2.0|8.6253
12_a3|0|0|0|0.0|6.823286122000001|0|0|0.167987916|-0.009093383|4.727387819|-0.118456941|-0.120694579|-0.336455156|-0.069857022|1|-0.218774634|0.017902469|2|0.718481325|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|0.101891875|0.011076075|-44.07517037|-45.63945658|-21.667278|0.830418645|-20.92463497|52.16354015|2056.502939|-638.9523922000001|1064.221958|-8.921820355|10.50748861|4400.493202000001|-303.3418921|22.63041363|0.01374218|330.4083896|1.0|1.0|1.0|1.0|1.0|21.0|4.34|92.93|1.0|0.0|90.49|0.0|1.0|-5.68|22.0|-5.3|0.0|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|4.03|3.9500000000000005e-05|3263.0|2.94|3263.0|-1272.125792|515.23|379.97|0.5056|379.97|0.69784|0.5056|-0.19514|0.02620998|3.1979|3548.0|5.45
16g_a32|1|1|1|0.0|7.765993078999999|0|0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|-0.049658216|-0.771439265|0.004735761|3|-0.085591073|-0.117577419|0|0.83902731|0.8821580379999999|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|-57.77542509|-77.75914881|-57.31234426|0.6863323440000001|-42.58335004|94.54074206|2833.521937|-1321.90553|3497.469035|-18.38320476|15.58880229|6372.261243999999|-974.3098525|36.34043182|0.02276861|701.9321161|1.0|1.0|1.0|1.0|2.0|19.0|6.81|149.27|3.0|0.0|121.56|1.0|1.0|-7.51|30.0|-5.69|0.0|1.0|4.37|-5.32|3.08e-08|1.36e-05|4.83e-06|0.00213|4.65|3.04e-06|3.6161|5.38|3.6161|-2034.593036|752.29|342.86|0.2879|342.86|0.70222|0.2879|-0.19968|0.02895494|4.3204|11.0|7.9586
17a_a50|0|1|1|0.0|7.934155233999999|1|1|-0.186084687|-0.002225436|5.82008293|0.009691515|-0.109740063|-0.133526134|-0.131632653|2|-0.178162528|-0.239713023|1|0.784570118|0.828062407|0.732114362|1|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|-33.3079288|0.7899109000000001|-19.25896309|58.69900789|2644.4486420000003|-1022.84584|1799.721631|-11.89568886|15.76161018|5718.782531|-666.1585759999999|23.12299308|0.011602876|719.3470265|1.0|1.0|1.0|1.0|0.0|20.0|3.39|51.77|1.0|0.0|121.78|0.0|1.0|-3.99|30.0|-6.44|1.0|0.0|3.27|-4.44|0.000102|0.0408|3.61e-05|0.0144|3.23|6.97e-05|4.2478|3.08|4.0477|-1258.540058|705.96|306.31|0.1817|291.88|0.6244|0.1754|-0.1992|0.02594911|8.2991|85.0|7.0706
14_a47|1|1|1|0.0|6.605297921|0|0|-0.126490693|-0.006070958|4.59511985|-0.136491228|0.017068634|-0.2306964|0.0295267039999999|1|0.05124606|-0.020596219|2|0.777675668|0.8467634620000001|0.579833096|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|-23.9422834|0.664709719|-23.79514424|61.62381153|2254.664317|-617.1571777|670.2518865000001|-8.892848121|13.15643085|4695.98899|-311.2496842|26.52746264|0.028057496|310.8026328|1.0|1.0|0.0|1.0|2.0|21.0|3.97|66.49|0.0|0.0|86.58|0.0|1.0|-3.97|24.0|-6.21|1.0|1.0|3.16|-4.13|0.000108|0.0349|7.46e-05|0.0241|2.91|5.27e-06|3.9671|2.64|3.9671|-1127.700693|519.55|312.53|0.2452|312.53|0.68345|0.2452|-0.22434|0.03679054|3665.0|8.0|8.1
7f_a8|1|0|0|0.0|7.05012252|0|0|-0.139912829|-0.005338193|4.844187086|-0.073219554|0.034392285|-0.234880498|0.0260356679999999|1|0.09329746|0.052081992|0|0.7051689170000001|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|-28.45850692|0.880922225|-29.74763659|55.85651025|2534.956113|-950.3309426|1854.738581|-13.18808857|14.04331892|5662.145174|-540.7116315000001|26.31197491|0.010262531|446.5544107|1.0|0.0|1.0|0.0|1.0|23.0|5.52|61.58|2.0|0.0|101.89|0.0|1.0|-5.68|28.0|-5.27|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|1.31e-06|3.8187|6.81|3.4810000000000003|-1285.168078|584.99|356.17|0.3536|324.68|0.7024199999999999|0.1502|-0.21998|0.02809022|11.6137|35.65|4.4479
6b_a31|1|0|0|0.0|7.773594467000001|1|1|0.052690797|-0.016070861|5.733341277|-0.178758575|0.11647286|-0.787472195|-0.053655833|2|0.1978523089999999|-0.002840672|0|0.78240875|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-78.37648097|-47.81835367|0.7459204140000001|-44.96993859|93.1058799|2776.92804|-1254.023695|2063.736075|-17.0020813|14.46878435|6099.567787|-765.0936586|37.35947255|0.024142162|536.6368656000001|1.0|1.0|1.0|1.0|2.0|22.0|5.19|131.36|1.0|0.0|109.69|0.0|1.0|-5.63|29.0|-6.5|0.0|1.0|3.3|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|3.2|1.89e-05|3.2949|4.61|3.2949|-1652.635711|637.06|376.29|0.4967|376.29|0.7013199999999999|0.4967|-0.1918|0.03623358|8.8379|54.0|7.2676
19j_a38|1|0|0|0.0|7.412764017000001|2|2|-0.089207643|-0.007976154|5.351858133|-0.04575843|0.105682345|-0.438688445|-0.036248822|1|0.23209815|-0.09493054|1|0.846765471|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|-57.80349365|-73.92901683|-50.60340201|0.714369845|-39.565701700000005|90.05233553|2969.234865|-1330.722303|3109.238056|-17.86002424|12.69084117|6704.612831|-910.8612362|36.5253298|0.023555355|640.025745|1.0|0.0|1.0|1.0|3.0|17.0|3.17|105.02|1.0|0.0|130.41|0.0|1.0|-4.35|32.0|-7.13|0.0|0.0|2.44|-4.12|4.46e-05|19.0|7.55e-05|0.0322|2.5|5.14e-05|6.0361|3.23|3.6886|-1424.390074|686.26|336.13|354.0|205.41|0.30419|0.2625|-0.21629|0.03678378|14.4895|8.0|8.1146
15_a4|0|0|0|0.0|7.535296702|1|1|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|0.0432718859999999|-0.077474847|0.022446689|1|0.097046535|-0.017259078|1|0.772721853|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|-16.95780525|0.8438913020000001|-14.29317436|40.03406565|1973.978183|-530.4242358|1495.715718|-7.065752187|9.709704127|4134.603400999999|-254.3670787|17.45960235|0.009743323|324.5687005|1.0|0.0|0.0|0.0|0.0|17.0|4.09|30.71|0.0|0.0|85.06|0.0|1.0|-3.82|22.0|-5.6|1.0|1.0|3.61|-4.28|0.000152|0.0443|5.19e-05|0.0151|3.49|0.000235|4.5048|3.8|4.2148|-958.251931|512.65|294.16|0.1996|275.22|0.4778699999999999|0.0969999999999999|-0.2091199999999999|0.018092091|3.0091|175.0|6757.0
47f_a18|0|0|0|0.0|7.03438793|1|1|-0.005500039|-0.005817448|4.844187086|-0.034211867|-0.048472184|-0.477030713|-0.008224928|0|-0.071877686|-0.264839041|0|0.750610215|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|-61.15474298|0.726550657|-46.00060733|86.11217859|3367.7324700000004|-1944.945479|2343.062749|-20.90098811|20.44855806|7870.103594|-1651.17806|33.88554232|0.016581683|1347.416568|1.0|1.0|0.0|1.0|2.0|18.0|3.22|88.97|3.0|2.0|164.47|1.0|1.0|-6.11|40.0|-6.4|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|3.27e-07|3.0964|8.13|3.0964|-1743.346389|908.66|400.42|0.5741|400.42|0.6984600000000001|0.5741|-0.1724099999999999|0.02902413|4.4861|9.0|8.0458
4l_a46|0|0|0|0.171853072|7.825245291|1|1|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|-0.067419714|-0.255755434|-0.161358058|1|-0.1012114369999999|0.0071939419999999|1|0.726535412|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|0.00657916|-51.45056667|-48.19533497|-27.26452605|0.883450801|-29.10603933|51.66342604|2165.620022|-867.5160294|2087.583804|-9.6227739|9.833034117|4865.794981|-490.7614689|19.25417715|0.006130523|579.2365607|1.0|1.0|1.0|1.0|1.0|17.0|4.64|50.94|1.0|0.0|105.77|0.0|1.0|-5.28|26.0|-5.23|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|3.47e-05|5.4011|4.99|4.4542|-1092.71063|612.39|278.36|0.2504|229.55|0.3756|0.1523|-0.20351|0.03506136|3.7624|98.0|7.0088
7f_a10|0|0|0|-4.8022906380000006|7.535296702|1|1|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|-0.104120245|-0.5663456689999999|-0.0971900919999999|1|-0.309622111|-0.058093287|2|0.796084921|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|0.00797443|-35.78096407|-53.02456669|-29.53487321|0.8217865520000001|-19.93012491|60.16185231|2803.359424|-954.4422004|2375.702381|-11.31122804|10.23679556|7070.755931000001|-531.6277179|24.71113795|0.012813716|527.8079877|1.0|0.0|1.0|1.0|0.0|21.0|5.07|52.83|2.0|0.0|106.77|0.0|1.0|-5.54|30.0|-5.47|0.0|0.0|4.39|-5.6|2.9e-06|0.00119|2.52e-06|0.00103|4.7|3.03e-06|5.7757|4.93|3.6256|-1442.200124|597.28|341.96|348.0|214.67|0.34467|0.0191|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508
15_a10|0|0|0|0.0|7.535296702|1|1|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|-0.0729795729999999|-0.142251304|-0.05940848|1|-0.1157120169999999|-0.085979341|2|0.808676284|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.710970489|0.018614889|-35.30133759|-44.18725043|-26.33385303|0.646412648|-21.03820054|56.66229609|2549.580207|-706.9960069|2288.954984|-8.964715924|11.23924661|5769.347123|-421.3416484|23.27068984|0.020932674|563.875765|1.0|1.0|1.0|1.0|0.0|21.0|4.91|52.83|2.0|1.0|111.21|0.0|1.0|-4.48|28.0|-6.07|1.0|1.0|3.83|-4.81|3.32e-05|13.0|1.56e-05|0.0061|3.68|1.96e-06|5.7922|3.12|3.7997|-1604.057542|641.98|326.3|0.4553|214.05|0.41458|0.1647|-0.20983|0.03039798|6.1563|33.0|7.4815
3h_a32|1|1|1|0.0|7.765993078999999|0|0|0.01077056|-0.005281944|5.733341277|-0.008243901|0.014517903|-0.269379119|-0.111111111|3|0.025035542|-0.071193103|0|0.7926338540000001|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|-55.27575363|-34.60714056|0.7734940029999999|-28.15732254|62.63332945|2398.020434|-829.1363044|2911.160989|-10.81473143|13.71739929|5187.525619|-519.1071084|22.33200639|0.011751781|593.0848817000001|1.0|1.0|1.0|1.0|1.0|19.0|8.11|110.94|2.0|0.0|112.28|0.0|1.0|-8.23|26.0|-4.29|0.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|6.12|1.29e-06|3.5552|4.61|3.5552|-1790.663897|676.22|348.74|0.2926|348.74|0.70257|0.2926|-0.20059|0.02690554|5.8749|7.0|8.1549
15_a3|0|0|0|0.0|6.823286122000001|1|1|0.079167398|-0.006742751|4.727387819|-0.092127078|-0.182934001|-0.289938297|0.021805556|0|-0.325227172|-0.022386155|3|0.813015336|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-47.26593592|-55.08588323|-28.19600959|0.850327497|-24.19332693|60.30684851|2116.88728|-771.2023653|1433.713715|-9.868603355|9.975434973|4617.470007|-394.7441342|22.67368656|0.010200078|402.781061|1.0|1.0|0.0|1.0|1.0|16.0|2.21|89.99|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|-7.35|0.0|0.0|1.2|-3.02|0.0017|547.0|0.000951|306.0|1.28|0.000535|6.0077|2.33|3.7072|-1328.665275|553.81|334.44|0.4107|206.37|0.2843199999999999|0.0173|-0.22079|0.0228507|2.3271|25.0|7.6021
6g_a40|0|0|0|0.0|8.421342866|1|2|0.102683335|-0.022381557|6.401917197|-0.261952754|-0.120745388|-1.09669629|-0.251161616|2|-0.221674172|0.0312035079999999|0|0.832499949|0.8917390820000001|0.808096413|1|0.605346707|-0.164941808|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|-66.03405036|0.824204189|-69.68682788|114.7475987|3142.74733|-1727.0578510000005|3198.69909|-24.9461968|12.10032156|7822.892656|-1122.578856|46.56499428|0.020240097|590.1686672000001|0.0|0.0|1.0|1.0|3.0|14.0|3.43|213.89|1.0|2.0|124.18|1.0|3.0|-7.22|31.0|-7.02|0.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|3.06|0.6459999999999999|3.3197|7.38|2.8135|-2521.990118|669.8|440.68|0.4971|373.48|0.58454|0.1307|-0.20479|0.03363483|8.9454|47.0|7.3279
3_a4|0|0|0|0.0|7.535296702|1|1|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|-0.07806942|-0.0502208409999999|0.050638298|1|-0.129930078|-0.048796855|2|0.773786787|0.8367373309999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|0.462670692|0.010568144|-25.5405205|-31.92506825|-15.5080075|0.7196876640000001|-12.40663231|39.38579676|2159.04913|-478.8760237|1602.411021|-5.815502811|8.486341272999999|4677.30755|-232.6201124|16.63485592|0.015358792|409.0289917|1.0|1.0|0.0|1.0|0.0|21.0|4.02|43.6|0.0|0.0|95.12|0.0|1.0|-3.7|24.0|-5.99|1.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|2.03e-05|4.9088|2.66|4.0639|-990.6149055|535.44|305.09|0.1415|252.57|0.58445|0.0871|-0.21969|0.024645265|3205.0|104.0|6983.0
14ae_a23|0|1|1|0.0|7.423568444|0|0|-0.033049777|-0.007539122|5.351858133|-0.029948314|0.026913008|-0.4448081789999999|0.0289586779999999|2|0.047563299|-0.143336826|2|0.7830067820000001|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|-46.69131269|-62.38566188|-44.69687612|0.53040766|-33.45249142|87.09501229|3212.850883|-1060.556252|2575.36078|-13.81539807|15.59484379|7308.981869|-759.846894|36.35475577|0.034488074|770.8206617000001|0.0|0.0|1.0|1.0|1.0|26.0|3.48|123.48|2.0|1.0|133.27|0.0|1.0|-5.8|34.0|-6.68|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|1.17e-05|3.6036|2.99|3.6036|-1858.952529|751.57|344.06|0.3205|344.06|0.58144|0.3205|-0.21659|0.01449323|9.5944|2.0|8.6038
22_a4|0|0|0|0.0|7.535296702|1|1|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|0.004808337|-0.257448045|-0.023072107|1|0.00771584|0.021636871|1|0.7797803109999999|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|-45.61565825|-43.23011833|-20.77508795|0.8444670409999999|-21.92150631|48.65880447|1950.173729|-648.451775|1477.437886|-8.422332951|9.742413394|4074.564287|-311.62631919999995|20.75359108|0.011296354|338.71903330000004|1.0|1.0|0.0|0.0|1.0|17.0|3.19|50.94|0.0|0.0|87.12|0.0|2.0|-3.77|22.0|-5.91|1.0|1.0|2.81|-3.98|0.000172|0.0497|0.000104|0.0301|3.03|0.0016699999999999|4.468999999999999|3.38|4.0537|-934.240411|519.39|305.85|0.1675|277.43|628.0|0.1293|-198.0|0.030263407|5.4110000000000005|47.0|7.3279
