molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|BCUTs-1|SaasN|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
15_a10|0.0|0|0|0|0.0|1.277647202|2.124460476|5.4161004020000005|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|10.92966702|1|0.009514122|-0.085979341|-0.208590561|2|0.682616223|0.863438637|1|-0.059234364|-0.074144604|0.710970489|0.018614889|-44.18725043|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|0.646412648|-1.186313662|56.66229609|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|-8.964715924|0.353587352|6.35937164|11.23924661|210.7240726|-421.3416484|1093.722422|563.875765|12.47504566|1.0|1.0|0.0|21.0|-8.3|4.91|4.72|52.83|111.21|0.0|1.0|5.0|-4.48|28.0|4.0|390.87|0.0|-4.81|3.32e-05|1.56e-05|0.0|1.96e-06|5.7922|3.12|3.7997|-1604.057542|1086.19|326.3|214.05|484.05|-1603.851644|0.1647|-0.1574|-0.20983|0.03039798|6.1563|33.0|7.4815
3q_a32|0.0|1|1|1|0.0|0.609420748|0.0|5.733341277|0|0.03898374|0.02785755|2.120544848|-0.419780649|0.000773658|10.31100266|3|0.002487149|-0.167040501|-0.5448044360000001|0|0.751733573|0.901790225|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-60.46462749|11.43581616|41.73511731|92.62226328|-0.027989085|-37.3203761|0.6349739010000001|-1.371465184|74.3682963|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|0.365026099|6.428518903|11.93494358|225.3038157|-522.4852655000001|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|19.0|-7.31|6.43|4.72|131.25|115.37|0.0|1.0|7.0|-5.91|28.0|4.0|411.54|0.0|-4.62|1.24e-06|2.4100000000000003e-05|0.0|2.01e-05|3.6236|5.15|3.6236|-1920.042674|1136.46|342.16|342.16|549.78|-1919.821707|0.2897|-0.15001|-0.19969|0.02381444|5.2657|28.0|7.5528
12af_a36|0.0|1|0|0|0.0|1.29704271|0.0|5.351858133|2|0.039953704|0.091263447|0.0|-0.6038322939999999|-0.00233752|10.96037047|1|-0.000472698|-0.126068378|-0.505160213|1|0.859938421|0.8631180940000001|0|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-73.23838519|15.22358698|89.56100543|169.9519197|-0.035153522|-50.86129548|0.6702409189999999|-2.003750775|91.25505794|72.55107063|0.448767097|3013.98446|524.5103537|-1391.529319|-16.95376516|0.329759081|8.59579222|15.59375751|229.0052411|-966.3646141|2076.162883|757.7532208|18.01667275|0.0|1.0|3.0|17.0|-6.93|2.38|1.65|98.3|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|438.48|0.0|-3.64|0.000292|0.000227|0.0|5.18e-05|5.2352|4.5|3.2299|-1440.954069|1246.55|383.86|236.83|589.48|-1440.675702|0.0035|-0.13364|-0.19246|0.02886569|9.4631|15.0|7.8239
46_a18|0.0|0|0|0|0.0|1.251088279|0.0|4.844187086|1|0.03531746|-0.046124025|0.0|-0.3872848129999999|0.002300582|10.94680484|0|0.003512954|-0.1483628609999999|-0.448177615|0|0.7100921609999999|0.76616843|0|-0.069742249|-0.076485888|0.30524999|0.008975181|-54.33831169|6.376289807000001|0.946462387|123.2289237|-0.029244604|-38.60388092|0.782232748|-1.988633091|63.70285871|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|-14.76030741|0.217767252|8.980343774|16.47206875|154.7096476|-1003.700904|1806.107079|1056.535856|9.36454702|0.0|1.0|2.0|18.0|-8.82|3.68|3.3|76.5|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|480.6|0.0|-5.47|2.08e-06|3.35e-06|0.0|7.27e-07|3225.0|8.11|3225.0|-1532.968527|1380.79|384.45|384.45|635.89|-1532.493789|0.4249|-0.13224|-0.18219|0.0239301|3.2533|186.0|6.7305
14c_a23|0.0|0|1|1|0.0|1.197962449|3.349976042|5.351858133|2|0.043538647|0.04174584|0.743546646|-0.296935034|0.010682694|10.31321813|2|0.009263715|-0.071484865|-0.4589840189999999|2|0.722187957|0.857184548|1|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-53.17009158|12.52192141|38.43627129|51.21382308|-0.034046252|-35.33439343|0.7834075309999999|-1.600173862|64.05912299|50.26125234|0.459622824|2955.304496|613.3401089|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|14.49533577|143.9373772|-706.6878684999999|1357.40568|633.3278634|10.88903141|0.0|0.0|1.0|26.0|-7.99|4.0|4.67|105.02|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|445.93|0.0|-5.55|7.49e-07|2.83e-06|0.0|4.55e-06|3.7031|4.1|3.7031|-2089.501598|1177.63|334.81|334.81|549.86|-2089.293299|356.0|-0.15143|-0.23096|0.02236136|10.369000000000002|2.0|8.6253
16_a4|0.0|0|0|0|0.0|1.398650725|1.843196334|5.4161004020000005|1|0.04501634|0.007101649|0.0|-0.089168424|0.0067511459999999|10.94592242|1|0.006466406|-0.018051608|-0.214481956|1|0.490768328|0.8366279120000001|0|-0.073335635|-0.080093659|0.292255386|0.013727656|-39.44800181|6.761192037000001|13.51923899|103.5057102|-0.033372358|-19.42906425|0.832461695|-1.201404885|45.11883447|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|-8.095443438|0.167538305|5.548106463|10.19502391|82.51653675|-291.4359638|710.807513|322.8922084|5.67083266|1.0|1.0|0.0|17.0|-6.36|4.49|4.96|30.71|85.02|0.0|1.0|2.0|-3.92|23.0|4.0|309.31|0.0|-4.43|0.0001199999999999|3.68e-05|0.0|0.000134|4511.0|4.05|4.2257|-1057.478071|856.55|293.41|274.85|407.99|-1057.3808390000002|0.1006|-0.17375|-0.2134|0.01638524|1.9873|343.0|6.4647
11b_a50|0.0|0|1|1|0.0|1.3979498330000002|4.071188272|5.82008293|1|0.038040936|-0.007722567|2.114272566|-0.13377846|0.011959339|10.94500697|2|0.012037198|-0.162848233|-0.266743077|1|0.701976536|0.862408925|1|-0.0445367309999999|-0.069841183|0.229754094|0.019455771|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|-0.02494328|-19.0090431|0.642051995|-1.047617742|47.72173991|33.38515735|0.42907551|2286.724895|485.8716402|-546.5465781|-6.788943965|0.357948005|5.697537591000001|9.979494111|186.7429782|-285.1356465|851.2497152000001|439.9973344|11.28530137|0.0|1.0|0.0|20.0|-5.87|3.09|3.73|48.53|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|327.38|0.0|-4.16|0.000263|6.97e-05|0.0|0.000441|4.6471|3.05|3.9863|-1045.961211|955.4|311.03|266.8|431.63|-1045.798634|0.0711|-0.16684|-0.19501|0.02113855|3.7922|1.7|5.7696
22_a4|0.0|0|0|0|0.0|1.399866564|1.987636054|5.4161004020000005|1|0.044357639|0.004808337|0.0|-0.257448045|0.004765062|10.94586213|1|0.004237768|0.021636871|-0.3877007|1|0.774689758|0.8404413829999999|0|-0.09491995|-0.089955967|0.242642229|0.010702353|-43.23011833|5.1432274630000006|162.9809584|66.70156956|-0.036468635|-20.77508795|0.8444670409999999|-1.349339509|48.65880447|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|-8.422332951|0.155532959|5.495481464|9.742413394|74.7444381|-311.62631919999995|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|1.0|17.0|-5.24|3.19|3.54|50.94|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|289.33|0.0|-3.98|0.000172|0.000104|0.0|0.0016699999999999|4.468999999999999|3.38|4.0537|-934.240411|860.77|305.85|277.43|400.29|-934.12356|0.1293|-0.16754|-198.0|0.030263407|5.4110000000000005|47.0|7.3279
12n_a30|0.0|0|0|0|0.0|0.604984682|0.0|5.351858133|2|0.040899471|-0.1144447669999999|0.0|-0.387485343|0.001139238|10.31162898|1|0.002064369|-0.0541804029999999|-0.464204099|1|0.669561738|0.870930234|0|-0.083120674|-0.10528124|0.390449649|0.017064818|-66.48079820000001|10.77573511|85.87072848|140.0890685|-0.038674741|-41.97990569|0.799403208|-1.895062322|76.16725916|63.2630417|0.4701566479999999|2848.910641|491.3700419|-1196.654368|-15.42118984|0.200596792|7.385790169|13.93957316|126.6686716|-755.6383024|1496.934657|618.6004214|9.686460958|1.0|1.0|1.0|17.0|-6.9|4.25|3.18|81.65|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|-5.01|4.12e-06|9.71e-06|0.0|5.260000000000001e-05|5.1999|4.07|3.4859|-1674.978015|1131.65|355.67|238.43|506.94|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|6.32|0.01|7983.0
18d_a25|0.0|0|0|0|0.0|1.193723212|1.918453956|4.727387819|2|0.042843137|-0.031867489|2.029297802|-0.180590503|0.006452854|10.31285314|1|0.0062422|-0.035684977|-0.292727912|2|0.722349659|0.838260077|1|-0.061527513|-0.076328248|0.278576218|0.011158458|-57.45144813|8.39885106|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|0.75793699|-1.602893201|68.15463481|54.70994625|0.476833495|3113.122552|705.8822532|-1206.480411|-15.93166285|0.24206301|9.479218984|18.11893325|182.1982146|-908.1047824|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|27.0|-10.23|6.33|5.98|111.51|143.37|0.0|0.0|7.0|-6.26|35.0|4.0|474.58|1.0|-5.54|5.47e-07|2.86e-06|0.0|2.81e-08|5.6512|4.56|3.6392|-1806.812778|1358.25|340.69|219.39|664.72|-1806.514606|0.0389|-0.14723|-0.2201|0.03560672|4.3658|232.0|6.6345
8_a15|0.0|0|0|0|0.0|1.419941362|0.0|0.0|1|0.039181287|0.155304204|0.0|-0.5025236129999999|1.7800000000000002e-05|10.95880707|0|0.003160815|-0.203104439|-0.342749125|1|0.85357243|0.742680335|0|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|-69.07571287|19.65860939|104.8781037|85.31489861|-0.028969856|-40.33569847|0.519427411|-1.419522941|89.80283608|61.44071008|0.389723411|2393.276181|498.6196971|-828.9085544|-9.878130237|0.480572589|6.093505548|9.984825987|280.62296039999995|-484.0283816000001|1595.8121130000002|532.0914339999999|20.72712321|1.0|0.0|1.0|18.0|-7.57|3.9|4.95|61.84|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|366.41|0.0|-4.81|5.63e-06|1.53e-05|0.0|9.86e-06|4.4346|3.36|3.7426|-1223.687714|1050.15|331.28|279.58|538.51|-1223.463981|0.0155|-0.1558|-0.18303|0.01719864|1.4589|108.0|6.9666
8_a27|0.0|1|0|0|0.0|1.406757715|1.7626247169999998|4.59511985|2|0.039673203|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|10.93783465|1|0.004801929|-0.106814855|-0.535352745|2|0.6812785379999999|0.8688656459999999|1|-0.078709803|-0.092265073|0.3608031339999999|0.021852066|-43.96130162|10.41179748|122.0597403|106.5457267|-0.035880862|-20.94612822|0.751701834|-1.291711016|53.20197882|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|-8.145716531|0.248298166|5.016799703|9.642697094|118.305988|-293.2457951|818.753121|326.3351007|9.240677197|0.0|0.0|1.0|21.0|-6.28|2.98|2.48|76.46|87.68|0.0|1.0|2.0|-3.23|23.0|4.0|303.32|0.0|-3.52|0.000586|0.000299|0.0|0.000158|4.1276|3.96|4.1276|-1004.489001|848.58|300.38|300.38|374.88|-1004.385302|0.2336|-0.16958|-0.21973|0.02665292|4.2899|6.0|8.2218
12b_a36 (EW-7197)|0.0|1|0|0|0.0|1.2970445309999998|0.0|5.351858133|2|0.040899471|0.027495626|0.0|-0.439429998|-0.002526241|10.96052467|1|-0.000673716|-0.101303149|-0.442656599|1|0.724208473|0.8741648479999999|0|-0.081357853|-0.10866747|0.458627252|0.021439664|-67.98756422|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|0.746747352|-1.956014468|80.95733534|64.31504105|0.45988432|2772.832013|477.6935927|-1223.776156|-15.31305729|0.253252648|6.764872303|12.52485821|158.4469629|-765.6528642999999|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||||3.8475|3.41|3.7725|-1332.147999|1104.61|328.66|322.25|486.64|-1331.9479310000002|0.0197|-0.15571|-0.20546|0.03202977|7.3101|7.0|8.1549
8e_a46|0.0|0|0|0|0.252655541|1.160371308|2.161814059|5.533389489|2|0.043238095|-0.126773923|0.0|-0.046696417|0.012911107|10.96411233|1|0.0123581919999999|-0.08488645|-0.132524216|2|0.669602597|0.837678812|0|-0.053352779|-0.065982313|0.281227001|0.009576086|-33.59778824|4.876083942|7.389496216|40.04689925|-0.023017086|-17.10778729|0.7492419109999999|-0.989734694|39.62167507|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|-5.967832774|0.2507580889999999|5.504080656|9.911785304|127.6844779|-256.61680930000006|672.6356549999999|426.71841|6.023886838999999|0.0|1.0|0.0|17.0|-6.67|4.09|3.9|43.6|91.93|0.0|1.0|2.0|-3.59|23.0|3.0|304.39|0.0|-4.04|0.0002569999999999|9.15e-05|0.0|6.57e-05|4.5092|3.0|4.5092|-954.9056294|933.3|274.96|274.96|457.96|-954.743261|0.2162|-0.18835|-0.2201|0.024010215|3.7755|406.0|6.3915
1j_a5|0.0|1|0|0|0.0|1.427567371|0.0|4.59511985|2|0.025987654|-0.115553003|0.0|-0.175183967|0.00683534|10.9487794|1|0.006957291|-0.010807075|-0.2470489089999999|2|0.74740095|0.848473695|0|-0.073803258|-0.074505844|0.35883584|0.019690225|-40.01980349|10.57633738|73.73338699|82.09385267|-0.027258236|-21.49609451|0.616489567|-1.117587665|54.3827755|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|205.997426|-322.4414176|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|23.0|-8.14|4.5|4.21|63.69|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|328.37|0.0|-4.2|9.27e-05|6.29e-05|0.0|2.36e-06|4.4331|2.61|4.1205|-1065.817476|959.39|300.89|279.68|445.81|-1065.671975|0.1644|-0.16813|-0.20645|0.03246499|3.0364|24.0|7.6198
14s_a23|0.0|0|1|1|0.0|1.197958333|3.336763335|5.351858133|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|10.31321812|2|0.009263715|-0.071484865|-0.457212212|2|0.722187957|0.846632079|1|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-51.64162341|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|0.7748161659999999|-1.610008704|62.75905983|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|7.548546899|14.26730044|144.457092|-662.5696522999999|1333.003252|633.3278634|11.11743642|0.0|0.0|1.0|26.0|-7.99|4.0|4.67|105.02|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|445.93|0.0|-5.55|7.49e-07|2.83e-06|0.0|4.55e-06|3.6828|4.1|3.6828|-2089.500101|1164.32|336.66|336.66|528.82|-2089.2914530000003|0.3669|-0.1515|-0.22933|0.02112956|6.4428|3.0|8.5482
19_a20|0.0|1|0|0|0.0|1.4009239059999998|0.0|4.727387819|3|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|10.94899558|1|-0.004654742|-0.049177437|-0.5838248970000001|3|0.811128636|0.8193003000000001|1|-0.091725453|-0.099685049|0.25624423|0.013643765|-65.49811346|8.964643162|339.8339889|161.33709|-0.038340404|-43.03556944|0.796070588|-1.993700989|75.98477124|69.23289949|0.483310517|2849.084477|495.7134289|-1309.962269|-16.55214209|0.203929412|7.950138729|15.38668579|133.9919257|-860.7113887|1645.535318|684.5377542|10.48665779|1.0|1.0|2.0|27.0|-9.63|4.97|4.08|110.44|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|420.47|0.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0|9.86e-08|3.3616|5.01|3.3616|-1368.378274|1190.68|368.83|368.83|519.34|-1368.129074|0.2998|-0.13903|-0.2067|0.03487615|6.3327|2.6|5585.0
10_a3|0.0|0|0|0|0.0|0.605017375|0.0|4.727387819|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|10.31162304|1|-0.005959152|-0.0495219879999999|-0.616256033|3|0.8947911009999999|0.8136572320000001|1|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|116.9745968|-0.0359752729999999|-21.21655855|0.7066293240000001|-1.187184014|56.68388955|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|-7.715112198|0.293370676|5.031169383|8.559361451000001|135.8581743|-254.5987025|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|21.0|-6.51|3.79|3.41|105.82|88.28|0.0|1.0|2.0|-4.3|22.0|4.0|305.36|0.0|-3.84|5.07e-05|0.000145|0.0|9.35e-05|5375.0|1.64|3.4217|-1288.150029|830.63|362.35|230.67|323.26|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|9.3381|7943.0|5.1
12ap_a36|0.0|1|0|0|0.0|1.2970441659999998|0.0|5.351858133|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|10.95430638|1|0.001194592|-0.098598933|-0.436880644|1|0.8707354620000001|0.893689741|0|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-69.6632787|14.26936622|82.56761031|111.1558165|-0.037473093|-45.7078307|0.737851886|-1.91112774|83.16347311|68.48007054|0.464588|2843.18721|544.9693552|-1253.939017|-16.13217554|0.262148114|8.766216204|16.37284224|172.00197649999998|-822.7409526|1699.445432|642.3830552000001|13.50019441|1.0|1.0|2.0|17.0|-6.66|2.75|1.76|92.99|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|406.44|0.0|-3.95|0.000101|0.000113|0.0|8.97e-05|4.9124|2.98|3.8801|-1325.159466|1160.79|319.54|252.39|553.28|-1324.95298|0.3982|-0.15704|-0.21788|0.04039655|9.6512|32.0|7.4949
12a_a32|0.0|1|1|1|0.0|0.609420757|0.0|5.733341277|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|10.31100269|3|-0.001662219|-0.0852122769999999|-0.583507277|0|0.788133615|0.8966299409999999|1|-0.085324121|-0.109151429|0.288267255|0.016535497|-68.06885478|10.31184223|111.9735444|131.7691491|-0.0308471429999999|-42.44899997|0.667706375|-1.4189685719999998|81.41372467|63.52154605|0.456641145|2572.916338|491.8493928|-884.8951120999999|-11.99645651|0.332293625|7.083688576|13.03685125|207.2244662|-551.8369996|1325.275819|557.1050635|13.34486989|1.0|1.0|2.0|19.0|-7.65|6.49|4.19|140.04|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|397.52|1.0|-4.5|9.78e-07|3.17e-05|0.0|8.86e-06|3576.0|4.63|3576.0|-1880.734215|1114.3|346.71|346.71|548.66|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|4.2371|25.0|7.6021
LY364947_a10|0.0|1|0|0|0.0|1.390175303|0.0|4.59511985|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|0.007575|10.9303125|1|0.006909045|0.04209715|-0.204644982|2|0.706034038|0.7792035190000001|1|-0.076999385|-0.075303751|0.449473391|0.009678082|-33.26705198|4.275500834|144.7228349|69.31194102|-0.029665114|-14.69643595|0.7234846559999999|-0.978948758|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|-5.78950507|0.276515344|4.702575386|9.161732895|122.1566022|-191.05366730000003|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|1.0|21.0|-7.2|3.97|3.69|54.46|82.56|0.0|1.0|2.0|-3.54|21.0|3.0|272.3|0.0|-3.86|0.00029|0.000137|0.0|1.7199999999999998e-05|||||||||||||||59.0|7.2291
SB431542_a8|0.0|1|0|0|0.0|1.401734117|1.4114120369999998|5.4161004020000005|1|0.041909722|0.096884952|0.0|-0.721718925|-0.0075336219999999|10.94951956|1|-0.005306541|0.055198015|-0.494976661|1|0.76592324|0.8220300859999999|0|-0.128342313|-0.124595991|0.274152231|0.034730361|-74.57768059|20.78806656|170.1252996|260.1744351|-0.048754953|-44.6389196|0.7608280590000001|-2.242727845|89.64885355|97.60813043|0.476091179|2801.428659|338.38158389999995|-1342.398251|-17.46740332|0.239171941|7.360028263999999|14.04829994|143.157805|-803.5005528|1764.391093|529.053307|15.07117296|0.0|1.0|2.0|23.0|-6.76|3.13|2.72|112.23|109.21|0.0|1.0|4.0|-4.4|30.0|5.0|400.39|0.0|-4.14|3.99e-05|7.28e-05|0.0|6.96e-05|||||||||||||||79.08|4.1019
13b_a5|0.0|1|0|0|0.0|1.338814635|0.0|5.209486153|2|0.02468599|-0.006314305|0.0|-0.251535058|0.0064510459999999|10.94530329|1|0.0066003869999999|-0.055701188|-0.357011244|2|0.6700114770000001|0.8184221559999999|0|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-48.3067033|8.980592802|14.41650822|108.9128108|-0.02636836|-31.23446039|0.654076389|-1.344786367|62.24204745|53.91565742|0.455921715|2661.597781|537.6736515|-869.5206594|-11.0239272|0.345923611|8.427551282000001|15.48959317|223.6695238|-562.2202871000001|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|23.0|-8.36|4.64|4.06|74.77|119.8|0.0|1.0|5.0|-4.24|30.0|4.0|395.46|0.0|-4.43|5.69e-05|3.75e-05|0.0|1.72e-06|4.6733|4.66|4.1793|-1276.030896|1138.73|296.66|265.31|503.93|-1275.806761|0.3064|-0.17274|-0.22451|0.035153|4.7964|0.11|6.9586
14b_a23|0.0|0|1|1|0.0|1.197963628|3.2475997860000003|5.351858133|2|0.043538647|0.0519489729999999|0.716540473|-0.318684138|0.007671236|10.31321824|2|0.0075222369999999|-0.073945564|-0.4557487779999999|2|0.616699629|0.857184548|1|-0.063267638|-0.082441268|0.228282196|0.020454632|-53.44429544|13.26014776|40.76245006|99.66542762|-0.03508139|-34.64639496|0.774359705|-1.64882535|64.97993029|54.274732400000005|0.450973737|2943.803333|548.6057241000001|-1068.885909|-14.74314679|0.225640295|7.833620016|14.26820636|146.2760938|-692.9278992000001|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|26.0|-7.67|3.78|4.58|105.02|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|429.47|0.0|-5.11|2.66e-06|7.73e-06|0.0|9.18e-06|3706.0|3.72|3706.0|-1729.139722|1142.37|334.55|334.55|525.66|-1728.9300010000002|0.3603|-0.15064|-0.2286699999999999|0.02188578|9.7544|4.0|8.3536
22_a47|0.0|0|1|1|0.0|1.408617385|1.202720059|4.727387819|2|0.043695652|-0.029311184|1.016903613|-0.507802654|-0.006808306|10.95023117|1|-0.004332497|-0.1049885469999999|-0.538310301|2|0.612295986|0.890264057|1|-0.080744803|-0.089280419|0.573087958|0.022154032|-52.67991531|13.07198749|12.19999546|177.81209280000002|-0.031744149|-31.08378631|0.6096864479999999|-1.42848671|71.28682035|60.71546178|0.4614909829999999|2692.510471|412.2379505|-842.8786448999999|-11.05201291|0.390313552|6.9553262170000005|12.91589555|230.3045281|-497.3405809|1382.478891|482.9384172|18.60690504|0.0|1.0|2.0|21.0|-7.69|3.07|4.85|84.73|104.64|0.0|1.0|5.0|-4.44|29.0|6.0|394.38|0.0|-4.38|3.6e-05|4.16e-05|0.0|8.11e-06|4.7954|4.4|4017.0|-1375.021925|1027.32|308.65|258.55|466.95|-1374.857521|0.0799|-0.16704|-0.22828|0.02840507|5.7009|1.0|9.0
19_a47|0.0|0|1|1|0.0|1.402889494|1.445775615|4.727387819|2|0.032764858|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|10.95058274|1|-0.010153352|-0.046265509|-0.439165562|2|0.635684951|0.8873627890000001|1|-0.105205489|-0.104459947|0.270767873|0.026805875|-57.87554797|14.85167037|335.10989930000005|199.6541807|-0.037307124|-32.06567824|0.637832605|-1.566899206|76.13237258|73.14028211|0.463378097|2612.978054|354.3911695|-868.1332196000001|-11.45202794|0.362167395|7.06969105|13.17443625|200.6571609|-480.9851737|1361.067484|428.5826478|18.25682461|0.0|1.0|2.0|21.0|-6.92|2.49|3.84|98.72|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|380.35|0.0|-3.66|0.000214|0.000217|0.0|4.59e-05|3.8423|3.51|3.8423|-1335.725639|974.59|322.68|322.68|412.31|-1335.580357|0.3243|-0.15845|-0.2117099999999999|0.03178118|6.3247|0.05|7.3
12e_a31|0.0|1|0|0|0.0|0.610134116|0.0|5.733341277|0|0.037098765|0.0113193469999999|0.0|-0.70267073|-0.002475146|10.3116965|2|-0.000231353|-0.08867626|-0.543945776|0|0.7968154940000001|0.82100963|0|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-79.96257188|19.38343763|166.1479229|202.5115275|-0.036652129|-58.15044546|0.725120432|-2.089171358|95.1187282|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|-19.38348182|0.274879568|10.24381236|19.50674899|199.8981394|-1104.858464|2095.222806|798.7285626|15.15615632|1.0|1.0|2.0|22.0|-9.31|6.69|5.4|117.37|129.38|0.0|1.0|9.0|-6.66|33.0|5.0|460.55|0.0|-5.42|2.16e-07|3.83e-06|0.0|2.27e-07|5.3264|6.33|3.8391|-1809.85374|1308.13|322.95|232.77|640.03|-1809.581226|0.2627|-0.15934|-0.19379|0.04614662|3.4818|0.17|6.7696
