molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|BCUTs-1|SaasN|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
17g_a50|0.0|0|1|1|0.0|1.320916184|4.377239517|5.82008293|2|0.029160757|-0.05611228|2.236579664|-0.13328325|0.012079|10.94501702|2|0.01245647|-0.200725906|-0.213708251|1|0.754575205|0.7787714459999999|1|-0.048170917|-0.0706879109999999|0.442201795|0.014550016|-47.17463902|9.710172008|10.60268439|52.94662161|-0.025918901|-31.48270383|0.749948388|-1.555134042|56.28102287|41.85775712|0.467997084|2821.3922|614.4183967|-1037.842058|-11.54365807|0.250051612|8.130878433|15.28352231|166.8756987|-692.6194843|1383.884645|829.3813984|9.106383854|0.0|1.0|0.0|20.0|-6.96|3.71|4.37|51.77|133.03|0.0|1.0|6.0|-4.46|32.0|4.0|424.54|0.0|-4.86|3.4899999999999995e-05|1.39e-05|0.0|4.6500000000000005e-05|4.0458|3.22|4.0458|-1335.946919|1259.05|306.45|306.45|559.45|-1335.631756|0.1795|-0.16699|-0.19929|0.02957267|9.1706|246.0|6.6091
3b_a49|0.0|0|0|0|0.0|1.343850026|2.104186262|5.4161004020000005|2|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|10.92976559|1|0.001356445|0.000511959|-0.405529602|2|0.7745859279999999|0.845992028|1|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-51.77986692|8.304484449|325.6896751|153.4719941|-0.0276739079999999|-31.67356498|0.656865946|-1.439043207|64.91785551|62.35407961|0.477583842|2660.339607|458.224537|-880.2577376|-10.35481932|0.3431340539999999|7.236413572000001|13.85181805|209.89391040000004|-538.4506046|1340.087338|641.1445234|13.13798859|1.0|1.0|2.0|21.0|-7.58|3.16|3.2|98.72|116.94|0.0|1.0|6.0|-3.53|30.0|5.0|398.46|0.0|-3.59|0.000293|0.000256|0.0|1.05e-05|4.6669|3.4|3.8418|-1293.291817|1132.92|322.72|265.67|480.08|-1293.048179|0.0759|-0.1587|-0.21985|0.0368692|3.1637|25.0|7.6021
12be_a36|0.0|1|0|0|0.0|1.297042758|0.0|5.351858133|2|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|10.95957887|1|0.002872872|-0.176729938|-0.3825349939999999|1|0.884226781|0.858971809|0|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-75.59805505|23.42501577|63.31681179|140.1361326|-0.031937334|-52.44976141|0.5660743979999999|-1.852365352|99.62604537|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|-15.37320593|0.433925602|8.773114043|16.14074295|301.05661160000005|-891.645944|2270.314539|766.4854363|24.02799032|1.0|1.0|2.0|17.0|-6.79|2.83|1.9|87.66|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|-4.15|7.75e-05|7.13e-05|0.0|7.11e-05|5.2184|2.68|3.3487|-1461.968283|1256.67|370.25|237.59|594.44|-1461.68274|0.0018|-0.13781|-0.18969|0.03245204|10.3044|44.0|7.3565
17a_a22|0.0|0|0|0|0.0|1.2689202|1.866510299|4.727387819|2|0.043274232|-0.054347074|1.67348685|-0.314134834|0.00220634|10.94643739|1|0.0027615779999999|-0.076790454|-0.3626566539999999|2|0.830653242|0.805071997|1|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-60.0620365|9.597299109|286.3611391|96.01444244|-0.030843667|-41.03828927|0.710958975|-1.758088991|73.26110471|58.9027164|0.485943988|2910.035347|587.2505892999999|-1201.24073|-14.39939974|0.289041025|8.549622191000001|16.63169381|197.4916253|-820.7657853999999|1689.6062539999998|784.2697099|13.19906822|1.0|1.0|1.0|27.0|-9.13|3.93|4.93|68.52|128.29|0.0|1.0|7.0|-4.75|33.0|5.0|435.5|0.0|-4.96|1.7899999999999998e-05|1.09e-05|0.0|3.23e-07|4.8502|5.13|1.3971|-1408.279257|1253.39|887.46|255.63|577.52|-1407.8711|0.0085|-0.06214|-0.21338|0.02170866|2268.0|82.0|7.0862
7b_a10|0.0|0|0|0|0.0|1.186434511|0.0|5.4161004020000005|2|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|10.93274506|0|0.010068964|-0.051052176|-0.1874708719999999|2|0.624866343|0.8200487120000001|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-37.45675757|5.061217187|13.37827368|39.29815915|-0.027444463|-19.47494818|0.781045839|-1.152667458|43.9185573|35.77183831|0.446575367|2290.380138|480.6333417|-599.3081212000001|-7.419027879|0.218954161|4.854451707|8.771658176|113.8411654|-311.5991709|767.3149142000001|459.0250226|6.46179973|1.0|1.0|0.0|16.0|-6.99|4.34|3.03|41.38|105.44|0.0|1.0|2.0|-5.28|25.0|3.0|346.81|0.0|-5.28|5.29e-06|5.25e-06|0.0|3.54e-05|6.0231|3.44|3.6426|-1450.06366|951.55|340.37|205.85|400.65|-1450.075119|0.0899|-0.1584799999999999|-0.21225|0.02946054|5.6147|19.8|4.7033
12at_a36|0.0|1|0|0|0.0|1.297042863|0.0|5.351858133|2|0.039952719|0.054794728|0.0|-0.653190113|-0.001148437|10.95446888|1|0.000906224|-0.136151085|-0.48127276|1|0.817851296|0.890810337|0|-0.084721769|-0.110637955|0.301423347|0.029516069|-76.61315774|20.43891035|95.16663336|171.8311073|-0.037537878|-53.05210062|0.6744421970000001|-2.102121151|95.60375457|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|8.837213274|17.44496351|225.4381077|-1007.989912|2158.30208|735.3783268|18.99059683|1.0|1.0|2.0|17.0|-6.62|2.7|1.67|95.5|135.03|0.0|1.0|7.0|-4.18|33.0|6.0|439.47|0.0|-4.08|6.579999999999999e-05|8.36e-05|0.0|0.000106|4.7133|4.5|3.8408|-1460.797444|1238.61|322.81|263.05|589.75|-1460.549244|0.2076|-0.15607|-0.2131|0.03651452|8.9532|78.0|7.1079
12ax_a36|0.0|1|0|0|0.0|1.280791885|0.0|5.351858133|2|0.043383838|0.075802407|0.0|-0.414810497|-0.001012333|10.958822|1|-0.00097037|-0.101451485|-0.440372791|1|0.884841888|0.892249657|0|-0.073739612|-0.107815607|0.375647684|0.019128091|-72.11700812|12.79462904|36.17982162|102.4490387|-0.038813619|-48.23849712|0.7648530440000001|-1.940680931|84.58859134|62.11847297|0.488501696|2926.929456|566.4430628|-1298.106146|-17.36585896|0.235146956|7.563197245|14.78635841|157.28794140000002|-868.2929481000001|1697.196809|661.6709012|12.47158322|1.0|1.0|2.0|17.0|-7.76|3.99|3.19|69.2|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|450.32|0.0|-5.18|8.27e-06|6.55e-06|0.0|7.83e-06|5.2372|4.42|3.8889|-2152.100515|1182.31|318.82|236.74|552.0|-2151.910753|0.4167|-0.15728|-0.21324|0.03044421|6.0402|12.0|7.9208
8c_a31|0.0|1|0|0|0.0|0.610137334|0.0|5.733341277|0|0.03995098|-0.106461724|0.0|-0.574140137|-0.0080009219999999|10.31169969|2|-0.004832959|-0.053983462|-0.513257014|0|0.922486359|0.896193695|0|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-70.64275621|16.3656112|133.3100368|206.2599245|-0.039640027|-38.96685783|0.72308253|-1.66488115|82.77037329|80.93682766|0.47508938|2251.08563|345.3445134|-918.3558307|-12.06117028|0.27691747|6.820988495|12.99457133|152.7489054|-506.5691518|1270.056726|423.1367008|12.12761708|1.0|1.0|2.0|16.0|-6.13|4.89|3.13|114.29|93.45|0.0|1.0|5.0|-4.42|24.0|5.0|342.42|0.0|-3.63|3.79e-05|0.000237|0.0|0.0002549999999999|3.8492|1.83|3.8492|-1426.129055|981.89|322.11|322.11|475.72|-1425.968408|0.2597|-0.15985|-0.19207|0.03744829|5.1815|0.81|6.0915
19a_a38|0.0|1|0|0|0.0|1.297044508|0.0|5.351858133|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|10.96083376|1|-0.000673716|-0.101303149|-0.4342819429999999|1|0.724208473|0.8741648479999999|0|-0.08593151|-0.108300308|0.298938581|0.022142322|-64.73159672|13.23456869|137.2318698|151.1278869|-0.038988111|-38.69037594|0.744796537|-1.949405536|77.20795279999999|64.59623135|0.465829126|2774.129458|446.57675660000007|-1165.168741|-13.92853534|0.255203463|6.923156054|12.96056449|152.5362948|-696.4267669|1564.412135|595.8790650000001|12.47635608|1.0|1.0|3.0|17.0|-6.86|3.13|2.55|81.23|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|401.44|0.0|-4.17|7.209999999999999e-05|6.77e-05|0.0|5.610000000000001e-05|3.9212|3.41|3.6504|-1332.1529369999998|1092.25|339.65|316.19|466.55|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|6.0223|0.01|8.0106
12h_a36|0.0|1|0|0|0.0|1.297043828|0.0|5.351858133|2|0.039061728|0.059920602|0.0|-0.503153567|0.00127667|10.96020037|1|0.003077071|-0.1430106119999999|-0.410826531|1|0.8913597320000001|0.87043328|0|-0.073572836|-0.10720355|0.3726296|0.027905055|-70.19826261|18.27258858|82.11195464|118.1187282|-0.035734517|-45.96672487|0.665254541|-1.929663894|87.85958486|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|-15.32224162|0.3347454589999999|7.428908584|13.87400978|219.1956304|-827.4010477|1899.376328|679.7230552999999|17.66132225|1.0|1.0|2.0|17.0|-6.69|2.77|1.89|78.43|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|411.46|0.0|-4.07|0.000113|8.499999999999999e-05|0.0|8.340000000000001e-05|5.1998|2.92|3.4554|-1347.451759|1177.89|358.81|238.44|535.67|-1347.199963|0.0056|-0.14247|-0.1926|0.02925492|8.7377|14.0|7.8539
12a_a5|0.0|1|0|0|0.0|1.338814635|0.0|5.209486153|2|0.023108466|-0.0036987359999999|0.0|-0.09350376|0.00873078|10.94553751|1|0.008649556|-0.057691345|-0.175245466|2|0.762866363|0.829536345|0|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-41.59124655|5.032443973|13.74268646|64.77671525|-0.026030816|-25.55893402|0.746785093|-1.353602454|50.40529807|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|-9.830359239|0.253214907|8.741980056000001|16.12184989|155.6073368|-511.1786804|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|23.0|-8.83|5.12|4.26|57.7|119.38|0.0|1.0|5.0|-4.27|29.0|4.0|381.47|0.0|-4.59|5.37e-05|2.56e-05|0.0|5.660000000000001e-07|4.6865|2.91|4.1610000000000005|-1201.990542|1140.24|297.97|264.55|508.81|-1201.750315|0.0296|-0.17152|-0.21228|0.03567816|3.9457|19.0|7.7212
3h_a32|0.0|1|1|1|0.0|0.609420752|0.0|5.733341277|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|10.31100268|3|0.003284804|-0.071193103|-0.531669815|0|0.84279263|0.834881529|1|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|-55.27575363|6.98327435|76.38838542|75.87946135|-0.027590124|-34.60714056|0.7734940029999999|-1.324325944|62.63332945|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|-10.81473143|0.226505997|8.107034244|13.71739929|141.8112711|-519.1071084|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|19.0|-8.47|8.11|6.24|110.94|112.28|0.0|1.0|7.0|-8.23|26.0|3.0|382.55|1.0|-6.15|5.8700000000000014e-09|7.140000000000001e-07|0.0|1.29e-06|3.5552|4.61|3.5552|-1790.663897|1127.45|348.74|348.74|578.86|-1790.440663|0.2926|-0.1474099999999999|-0.20059|0.02690554|5.8749|7.0|8.1549
9g_a24|0.0|1|0|0|0.0|1.427608366|1.7647373919999998|5.283203728999999|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|10.96318169|2|0.013119312|-0.0273623029999999|-0.079421802|2|0.683676657|0.859302479|0|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.49188065|9.283063574|174.88817269999998|65.73938109|-0.021297745|-16.07665151|0.4819264479999999|-0.788016565|49.25777584|41.36311977|0.427531635|2123.257348|429.0504306|-389.9025677|-5.214049137|0.518073552|6.124370267000001|10.69818114|256.3375151|-192.9198181|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|22.0|-6.43|2.91|2.93|72.28|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|302.33|0.0|-3.09|0.00323|0.0008179999999999|0.0|0.000113|5.2521|0.75|4.2802|-984.5565078|879.99|289.67|236.07|400.47|-984.447764|0.1023|-0.17806|-0.21391|0.032630457|4.4131|68.0|7.1675
11_a27|0.0|1|0|0|0.0|1.1606177359999998|0.0|5.4161004020000005|2|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|10.93910312|0|0.005111147|-0.041662169|-0.488734846|2|0.734834532|0.8629676709999999|1|-0.079921166|-0.094820973|0.349764196|0.016171515|-50.15555389|8.553922917000001|143.3238715|124.5410133|-0.034296948|-26.52978026|0.8088958709999999|-1.611956546|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|-9.595877966|0.1911041289999999|5.231762955|9.562117063|101.0845293|-451.0062644|1054.084273|504.209846|6.714661907000001|1.0|1.0|1.0|16.0|-6.09|2.72|1.67|61.88|106.33|0.0|1.0|2.0|-3.68|26.0|4.0|345.4|0.0|-4.02|0.000207|9.45e-05|0.0|0.000283|3.3426|4.54|2.4836|-1122.433411|974.29|499.21|370.92|415.32|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|4.2894|5.0|8301.0
12_a1|0.0|1|0|0|0.0|1.430936075|0.0|5.351858133|1|0.036382114|0.076867966|0.0|-0.516204114|-0.0038943009999999|10.94945122|1|-0.001416381|-0.104622651|-0.487073772|1|0.8016064479999999|0.817998205|0|-0.0964711209999999|-0.104724018|0.210514881|0.033770552|-60.78517756|19.60151089|133.6600817|136.3310784|-0.039894864|-35.28166588|0.724666653|-1.675584287|74.99749378|75.59644237|0.46449367|2592.245875|444.1009824|-972.562841|-13.44063462|0.275333347|7.679719277999999|14.34104294|159.81230209999998|-564.5066541|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|23.0|-8.2|4.87|4.41|83.82|103.47|0.0|1.0|3.0|-4.98|28.0|5.0|366.37|0.0|-4.75|1.04e-05|1.77e-05|0.0|2.3e-06|3734.0|3.67|3.1744|-1216.099134|1018.84|390.57|332.04|482.51|-1215.922313|0.2821|-0.12874|-0.19916|0.0296752|10.1801|2.95|5.5302
11b_a5|0.0|1|0|0|0.0|1.277648917|0.0|4.59511985|2|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|10.94877958|1|0.005685558|-0.0109928619999999|-0.252164213|2|0.735954089|0.8645824520000001|0|-0.07633373|-0.080664777|0.378154801|0.016373566|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|0.66824472|-1.290636432|62.16286481|55.65456427|0.456131351|2434.505303|524.5231302|-774.8021092|-10.5712171|0.33175528|8.936258446|16.43091298|199.1611925|-465.13355250000006|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|23.0|-9.15|5.38|4.82|63.69|106.58|0.0|1.0|6.0|-4.65|27.0|4.0|376.84|0.0|-4.69|2.26e-05|2.04e-05|0.0|2.68e-07|4.4995|3.31|4.1982|-1564.72614|1063.35|295.32|275.55|511.28|-1564.56504|0.2013|-0.17107|-0.21291|0.03575776|2.8531|19.0|7.7212
16a_a23|0.0|0|1|1|0.0|1.197962324|3.411338761|5.351858133|3|0.046283951|0.062601621|0.759926978|-0.302174246|0.012426121|10.31321796|2|0.01226642|-0.181609054|-0.380779155|2|0.765869487|0.890165467|1|-0.041095401|-0.07288672|0.181301571|0.021379172|-47.06687604|13.80568132|9.922436905|42.07919382|-0.025724725|-30.39361398|0.585920722|-1.311960953|65.21027197|40.34319246|0.49525751|2924.629647|603.6746046|-847.2037686000001|-10.72715788|0.414079278|8.024409307|15.89802615|267.3932664|-547.0850515999999|1445.935835|668.3493171|18.14339594|1.0|1.0|1.0|20.0|-5.27|2.03|2.52|108.26|125.79|0.0|2.0|5.0|-4.58|31.0|4.0|427.5|0.0|-4.31|2.6e-05|4.86e-05|0.0|0.0023|1.6239|2.49|1.6239|-1685.8794469999998|1172.0|763.49|763.49|555.21|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|18.4446|39.0|7.4037
23_a10|0.0|0|0|0|0.0|1.34383709|2.140123457|5.4161004020000005|2|0.036666667|-0.031558374|1.981673861|-0.17741132|0.010305237|10.92966139|1|0.010662507|-0.130679|-0.233801237|2|0.7338945809999999|0.800727358|1|-0.049653973|-0.072395864|0.535680357|0.009615852|-51.27837225|6.81095873|72.17779806|60.05816353|-0.02685653|-36.32074126|0.7611996520000001|-1.6651048819999998|60.76548004|41.98112956|0.485561757|3103.831885|648.2471057|-1179.402562|-13.47382337|0.238800348|8.755988318|17.02048484|169.14354509999998|-835.377049|1549.399766|930.6293092|9.487107794|1.0|1.0|0.0|27.0|-9.84|5.11|5.81|56.07|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|461.56|0.0|-5.7|4.19e-06|2e-06|0.0|6.66e-08|3.8034|3.9|3.8034|-1470.166163|1336.11|325.98|325.98|606.18|-1469.838069|0.2089|-0.15858|-0.21158|0.02986448|4.8954|0.75|6.1249
GW6604_a52|0.0|1|0|0|0.0|1.427583999|0.0|4.59511985|2|0.021346801|-0.0778992459999999|0.0|-0.085995143|0.007746755|10.94914378|1|0.0070554269999999|0.039867344|-0.201462112|2|0.709088617|0.7550228990000001|0|-0.071850787|-0.072069252|0.38374044|0.009021088|-35.62691523|4.459510077|157.2481263|62.55188751|-0.029217264|-17.61190876|0.73529506|-1.081038779|44.37166117|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|-7.13996301|0.26470494|6.2973559020000005|11.6571716|130.8549791|-264.17863140000003|726.7881391|359.1060668|8.744745933999999|1.0|1.0|1.0|23.0|-8.03|4.49|4.2|54.46|90.49|0.0|1.0|3.0|-3.87|23.0|3.0|298.34|0.0|-4.16|0.000135|6.929999999999999e-05|0.0|2.78e-06|||||||||||||||107.0|6.9706
12bi_a36|0.0|1|0|0|0.0|1.297042566|0.0|5.351858133|2|0.043854875|0.03474497|0.0|-0.559678363|0.000482522|10.95958518|1|0.002872872|-0.176729938|-0.37220074|1|0.884226781|0.858971809|0|-0.082914301|-0.107613368|0.382000949|0.034602166|-75.1419557|24.16125901|129.685076|150.12481100000002|-0.027831043|-52.46851415|0.4996603229999999|-1.614200516|101.3899049|82.05687954|0.461975362|3044.149713|548.1337538|-1127.129336|-13.56944331|0.500339677|8.454426643|15.71382803|349.3664649|-787.0277122|2255.791153|766.4854363|26.24794923|1.0|1.0|2.0|17.0|-6.79|2.83|1.9|87.66|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|-4.15|7.75e-05|7.13e-05|0.0|7.11e-05|3.8855|2.68|3.6851|-1461.966152|1256.37|336.45|319.1|603.92|-1461.69263|0.0252|-0.15078|-0.2018|0.0318395999999999|8.8903|14.0|7.8539
12d_a31|0.0|1|0|0|0.0|0.61013528|0.0|5.733341277|0|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.002456634|10.31169788|2|0.000127275|-0.134504227|-0.550805937|0|0.8066174070000001|0.873955169|0|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|-57.85220856|0.6383648510000001|-1.724762406|99.79879739|87.64629597|0.389382761|2653.867767|500.3881827|-1223.404968|-16.37326657|0.361635149|9.445278138|15.46841054|256.5143096|-867.7831284|1916.466682|647.1500428999999|18.23846616|1.0|1.0|2.0|16.0|-7.63|6.04|4.09|117.37|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|412.51|0.0|-4.39|2.48e-06|4.06e-05|0.0|9.69e-06|3.8477|5.0|3.8477|-1657.428467|1201.63|322.23|322.23|626.33|-1657.1792779999998|0.2566|-0.15968|-0.19096|0.04338158|3.3585|0.51|6.2924
24_a47|0.0|0|1|1|0.0|1.304328602|1.225600378|4.727387819|2|0.039520202|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|10.95005721|1|-0.004514441|-0.111494046|-0.540463145|2|0.662080166|0.875198713|1|-0.075894947|-0.090995097|0.214985826|0.021522987|-51.21152885|12.11301576|41.72753688|121.5922303|-0.032498249|-28.82156035|0.611603578|-1.364926459|69.27912772|54.82626523|0.479188295|2642.775318|441.2021442|-768.1729327|-10.29341441|0.388396422|7.024694045|13.48797266|218.5873217|-432.3234052|1255.998102|457.1122177|18.06759887|0.0|0.0|2.0|21.0|-7.63|2.78|4.64|84.73|104.73|0.0|1.0|5.0|-4.61|28.0|5.0|396.81|0.0|-4.52|2.46e-05|3.05e-05|0.0|9.22e-06|3.9675|4.46|3.9675|-1696.071577|1002.04|312.5|312.5|450.98|-1695.93106|0.2618|-0.16333|-0.2285|0.03414611|3.6008|3.0|8.5
13p_a6|0.0|1|0|0|0.0|1.424099253|0.0|4.727387819|2|0.042959184|0.072850973|1.633493259|-0.634109842|-0.008008339|10.95053423|1|-0.005708558|-0.068532678|-0.573014008|2|0.865935935|0.837659336|1|-0.099405155|-0.107371897|0.196002517|0.01730144|-76.17631587|12.27472016|80.30786544|194.0233618|-0.03767435|-54.04422654|0.76005742|-2.14743793|89.17529231|82.79893305|0.412828992|3016.078786|515.4389679999999|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|170.2302215|-1080.8845310000002|2004.488446|794.5462391|12.99897644|1.0|1.0|3.0|27.0|-10.06|4.58|4.01|122.47|132.01|0.0|0.0|7.0|-5.09|34.0|5.0|449.51|0.0|-4.55|8.11e-06|2.79e-05|0.0|3.92e-08|4.7973|4.73|2.9837|-1463.0432449999998|1283.98|415.53|258.45|573.39|-1462.740542|0.0029|-0.12251|-0.1971099999999999|0.03807447|12163.0|92.0|7.0362
27_a47|0.0|0|1|1|0.0|1.216250059|2.041063341|4.727387819|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.001861676|10.95005714|1|0.002350172|-0.077485193|-0.280944221|2|0.6636125860000001|0.8517043879999999|1|-0.0630454209999999|-0.079484997|0.337815064|0.016506051|-50.87821306|10.56549582|20.73428323|98.27436776|-0.028494622|-32.56705871|0.700732763|-1.510214943|63.02085767|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|-11.67498331|0.299267237|7.083168776|13.50334344|191.5604557|-618.7741154|1379.535965|682.9868225|12.14264461|1.0|1.0|2.0|21.0|-8.82|4.18|5.07|67.66|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|436.91|0.0|-5.05|1.5399999999999998e-05|8.89e-06|0.0|6.55e-07|4.9358|2.97|3.8125|-1778.078632|1165.54|325.21|251.19|517.82|-1777.830739|0.1839|-0.1578|-0.21594|0.02633483|5.2214|2512.0|5.6
12bb_a36|0.0|1|0|0|0.0|1.29704416|0.0|5.351858133|2|0.04625323|0.096309833|0.0|-0.444923056|-0.006877664|10.96022185|1|-0.004358975|-0.098027247|-0.421445726|1|0.653741315|0.892249657|0|-0.090660196|-0.114330726|0.314702945|0.022069757|-73.39466247|14.16769093|88.91215764|199.7440352|-0.038872447|-47.11573753|0.719294078|-1.943622342|88.14984373|72.36704599|0.4808928389999999|2902.055617|442.2064275|-1247.709262|-16.01935076|0.280705922|7.854524291000001|15.13083401|180.1992964|-800.967538|1734.6302440000002|593.6088758|14.75518126|1.0|1.0|2.0|17.0|-7.12|3.55|3.0|69.2|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|417.41|0.0|-4.32|0.000102|4.81e-05|0.0|3.17e-05|5.2382|3.66|3.8001|-1431.374881|1120.72|326.27|236.69|515.92|-1431.178978|0.0736|-0.15507|-0.21175|0.03421884|8657.0|0.01|8.0
47j_a18|0.0|0|0|0|0.0|1.251176464|0.0|4.844187086|0|0.033563218|-0.048528478|0.0|-0.569931053|0.00031105|10.94702285|0|0.002317206|-0.218974385|-0.48833504|0|0.783538352|0.77844379|0|-0.073041469|-0.094744194|0.476575952|0.015967126|-73.69868165|12.42035127|95.57657747|150.5035248|-0.033837212|-57.32800549|0.764425062|-2.368604851|86.31641604|69.23713027|0.481373558|3172.831382|627.366638|-1842.467041|-20.47428768|0.235574938|9.597380968|18.50538303|183.246715|-1433.2001369999998|2410.265089|1081.726154|12.6177344|1.0|1.0|3.0|18.0|-8.79|2.43|2.82|97.76|149.96|1.0|1.0|11.0|-5.83|37.0|4.0|499.6|0.0|-5.14|1.49e-06|7.32e-06|0.0|8.159999999999999e-07|3.1054|8.09|3.1054|-1625.413107|1459.55|399.25|399.25|776.31|-1624.9784550000002|0.5439|-0.1285|-0.17273|0.03246539|5.2118|35.0|7.4559
18_a34|0.0|0|0|0|0.0|1.4547811819999998|1.801574074|5.351858133|1|0.040527066|-0.100548575|0.0|-0.677741618|-0.001615187|10.9595763|1|0.002183342|-0.3102088839999999|-0.493450778|1|0.759292258|0.8584852479999999|0|-0.090328365|-0.129784908|0.295523326|0.040845819|-71.65163761|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|0.695849945|-1.816988713|86.77082535|72.41862911|0.441058733|2424.18137|380.8328339|-1003.122927|-12.87916264|0.304150055|6.282442545|11.23989749|167.9151283|-553.8039936|1441.579371|428.6241319|15.11918774|1.0|0.0|0.0|17.0|-5.65|3.13|3.15|75.47|93.91|0.0|2.0|5.0|-4.32|26.0|6.0|351.36|0.0|-4.11|4.77e-05|7.829999999999999e-05|0.0|0.000781|4.4335|5.07|4.1234|-1199.259634|991.93|300.68|279.66|483.87|-1199.101028|0.0303|-0.17549|-0.21474|0.02902032|6.7806|2.43|5.6144
