molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA5|PBF|FPSA3|RNCS|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14b_a25|0|0|0|1|1.420015222|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|1|0.004892038|-0.074541111|-0.3691494039999999|0.6524261960000001|0.7723870909999999|0.001715854|0.8333962429999999|0.632638761|0.859628015|-0.084160084|0.329662946|0.016003559|112.49583529999998|-40.37825712|7.678174472999999|0.772789587|-1.767361771|-36.53830946|69.2012501|63.83568179|0.490638154|3038.600508|-1224.182482|2118.281186|-15.70265555|0.227210413|0.963240883|157.3797801|29.33534086|0.015746299|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|3.51|3.21|27.0|-9.65|96.49|0.0|6.0|-5.6|5.0|-6.26|444.49|1.0|3.63|-5.23|2.49e-06|0.0011099999999999|0.00261|0.0|2.23e-10|-0.0584|5.4239|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|304.7|228.59|603.27|0.34735|0.0006|-0.16309|-0.22149|0.03876374|3.2784|22.0|7.6576|7.6576
12ac_a36|1|0|0|0|1.297043188|-0.050997272|-0.007639626|5.351858133|-0.073735973|0.042560386|0.03586247|0.0|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|1|0.0018565629999999|-0.166354116|-0.433636165|0.8058720979999999|0.811459853|-0.020272679|0.863165958|0.770400825|0.779673368|-0.104391657|0.4712820929999999|0.021508835|118.0445703|-50.32319912|10.36858115|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|70.61872461|0.44477577|2902.588755|-1377.116299|2455.459827|-17.38437788|0.268353853|0.801074136|186.3198219|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|0.0|2.0|4.86|0.0|17.0|-6.89|86.27|0.0|6.0|-3.81|5.0|-7.21|423.47|0.0|1.84|-3.95|0.000154|0.0653|0.0476|0.0|1.29e-07|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|321.25|319.2|554.84|0.56186|0.0249|-0.15675|-0.20949|0.03998989|5.4387|13.0|7.8861|7.8861
9_a10|0|0|0|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|0.03590535|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.239634564|-0.362724972|0.7141481129999999|0.791322552|-0.169389445|0.837889476|0.692424727|0.8694452140000001|-0.084348428|0.6816795959999999|0.013842683|86.66800495|-42.40634438|6.959437141|0.73129178|-1.686968561|-29.00379197|71.07688871|50.72029356|0.45291714|2904.874289|-1196.145223|2284.568215|-14.37503199|0.26870822|0.827876677|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|11.26962754|1.0|1.0|4.0|3.2|21.0|-7.93|75.94|0.0|7.0|-4.23|5.0|-6.87|438.52|0.0|3.07|-4.44|5.920000000000001e-05|0.0259|16.0|0.0|1.17e-08|-0.06118|5.5668|4.51|3.7309|-1410.041793|-1410.005954|740.24|1278.57|332.32|222.72|631.5|0.2242|0.0041|-0.15045|-0.21163|0.03583924|4942.0|193.0|6.7144|6.7144
8b_a12|0|0|0|0|1.283836078|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.006468729|-0.659952678|0.89481633|0.7407532059999999|-0.183648492|0.792160599|0.856390139|0.740926309|-0.116554734|0.4384536329999999|0.011257065|319.0086845|-39.02494133|3.769098814|0.888936354|-2.097985204|-35.28434152|72.85978933|67.49212879999999|0.480938153|2388.888334|-1213.971783|1437.536303|-15.27062922|0.111063646|0.926552694|64.26553043|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|1.0|2.0|4.11|2.57|18.0|-7.45|80.37|0.0|4.0|-4.1|4.0|-6.51|355.39|0.0|2.51|-4.01|7.890000000000001e-05|28.0|0.0346|0.0|3.56e-08|-0.0589|4.2263|5.11|3.7446|-1159.405202|-1159.365835|611.93|1020.47|331.1|293.37|460.08|0.53425|127.0|-0.15294|-0.21184|0.03936706|6.1286|263.0|6.58|6.58
14_a4|0|0|0|1|1.399909181|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|0.009588001|-0.08389836|0.117232935|1|0.008943549|-0.039321879|-0.199315317|0.507307223|0.77505994|0.204594017|0.843811017|0.500893739|0.8510382459999999|-0.071074269|0.218112446|0.013047382|12.12963775|-14.69670456|2.697931638|0.768457211|-0.995039765|-13.60128622|39.49511556|35.84371234|0.40126838|1911.448021|-452.4746139|1378.961008|-6.23496557|0.231542789|0.6701974079999999|105.2894945|17.84270058|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|0.0|0.0|3.14|2.39|17.0|-5.71|30.71|0.0|2.0|-3.4|3.0|-5.8|277.3|1.0|3.2|-3.97|0.000396|0.11|0.0295|0.0|1.95e-06|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|293.02|274.1|353.16|0.53298|0.1067|-0.17381|-0.2102|0.020300099|3.3312|1.32|5.8794|5.8794
8a_a8|1|0|0|1|1.400027874|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|0.040243056|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|-0.0298924089999999|1|-0.005306541|0.089375589|-0.5028388229999999|0.76592324|0.762577159|-0.048064085|0.8220300859999999|0.7318727540000001|0.550829475|-0.118763303|0.22299265|0.034374791|170.9592896|-42.60049244|12.33026525|0.76420633|-2.256502762|-47.27503672|86.57328508|99.52191337|0.481294455|2802.374154|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|0.927876056|141.2206861|38.44444383|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|1.0|2.0|3.37|2.64|23.0|-6.76|112.23|0.0|4.0|-4.4|5.0|-7.04|400.39|0.0|2.56|-4.14|3.99e-05|16.0|0.0292|0.0|1.74e-07|-0.06922|4.6017|6.1|3.1039|-1367.776863|-1367.744724|620.68|1061.5|399.45|269.43|476.69|0.4927399999999999|0.1729|-0.13015|-0.19937|0.03213899|6.8427|11.34|4.9454|4.9454
7e_a8|1|0|0|1|1.394799915|-0.150447714|-0.006027596|4.844187086|-0.052939815|0.043758865|-0.03633378|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|1|0.002669179|0.07125309|-0.341022848|0.5897105770000001|0.732001738|-0.072307692|0.790500031|0.577394732|0.8291560379999999|-0.0886889709999999|0.286669793|0.0215993429999999|86.03149870000001|-31.72369068|7.725998682999999|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|64.40615805|0.4742828629999999|2605.914474|-1007.813711|2032.501296|-13.39444718|0.223998448|0.902163597|133.9683023|28.86058693|0.018708212|-330.14031780000005|1298.726412|519.5762494|11.18895001|1.0|1.0|3.2|3.38|23.0|-8.29|70.81|0.0|4.0|-5.75|4.0|-5.43|385.39|1.0|4.31|-5.41|1.78e-06|0.000686|0.00149|0.0|5.07e-09|-0.0697|3.8142|6.32|3.2363|-1300.495519|-1300.467069|622.23|1060.05|383.1|325.06|544.55|0.6998300000000001|0.1522|-0.13577|-0.2054699999999999|0.02845071|11.4436|35.1|4.4547|4.4547
11b_a5|1|0|0|0|1.277648917|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|1|0.005685558|-0.017658026|-0.252164213|0.735954089|0.805760343|-0.106187688|0.8645824520000001|0.682032125|0.8737310509999999|-0.080664777|0.378154801|0.016373566|55.25128526|-29.07084703|5.900883275|0.66824472|-1.290636432|-27.50997723|62.16286481|55.65456427|0.456131351|2434.505303|-774.8021092|913.0178976|-10.5712171|0.33175528|0.83867925|199.1611925|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|2.99|2.55|23.0|-9.15|63.69|1.0|6.0|-4.65|4.0|-6.03|376.84|1.0|3.68|-4.69|2.26e-05|0.00853|0.00767|0.0|7.109999999999997e-10|-0.0418399999999999|4.4995|3.31|4.1982|-1564.761898|-1564.72614|635.55|1063.35|295.32|275.55|511.28|0.61027|0.2013|-0.17107|-0.21291|0.03575776|2.8531|19.0|7.7212|7.7212
12c_a5|1|0|0|0|1.236775191|-0.212798523|-0.002685954|4.59511985|0.020594766|0.0252713179999999|-0.086795626|0.0|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|1|0.00586291|-0.020144382|-0.223631474|0.808899433|0.797601178|0.014673577|0.8446264459999999|0.782051277|0.841092921|-0.066083881|0.450827114|0.016374249|143.44655559999998|-28.59715492|7.085796743|0.583585895|-1.25559373|-30.6699685|59.40070647|57.39441476|0.4609383929999999|2697.345008|-825.9671665|2045.184304|-9.702606135|0.416414105|0.855075538|273.9296719|25.27376659|0.024214085|-109.9706106|1415.330929|735.3048881|15.92875034|0.0|2.0|3.27|2.78|23.0|-9.31|75.72|0.0|6.0|-4.09|5.0|-6.79|411.5|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|0.0191|0.0|4.93e-10|-0.04565|4.6671|2.06|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|309.06|265.66|519.21|0.52074|105.0|-0.16563|-0.21128|0.02242648|3.5993|47.0|7.3279|7.3279
47i_a18|0|0|0|0|1.251177255|0.053794607|-0.006882626|4.844187086|-0.066917145|0.037484277|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|-0.040514277|0|0.000427479|-0.162274487|-0.499939719|0.742536498|0.744472118|-0.068524374|0.7842882870000001|0.727767462|0.8030751740000001|-0.089609068|0.279553995|0.009745543|72.81110823|-43.46880696|4.727502734|0.8608685909999999|-2.150617629|-37.84973202|68.954317|61.13143233|0.487446923|2795.907966|-1497.876758|1333.332089|-17.10248143|0.139131409|0.951017454|96.90318745|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|0.0|3.0|4.05|0.0|18.0|-8.98|85.29|1.0|8.0|-5.18|3.0|-6.36|440.54|1.0|2.5|-4.78|6.58e-06|0.0029|0.00735|0.0|1.04e-09|-0.05062|3.2321|7.37|3.2321|-1416.260696|-1416.233978|744.95|1297.7|383.61|383.61|664.78|0.69175|0.5085|-0.13237|-0.18299|0.02671774|3.5235|19.0|7.7212|7.7212
3b_a49|0|0|0|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|0.00361222|1|0.001356445|0.000850823|-0.405529602|0.7745859279999999|0.794997634|0.006213385|0.845992028|0.749565191|0.749104358|-0.0846496|0.482434361|0.013576151|325.6896751|-31.67356498|5.07982433|0.656865946|-1.439043207|-33.06194987|64.91785551|62.35407961|0.477583842|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|0.914182753|209.89391040000004|25.77091035|0.021477952|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|2.0|3.37|2.43|21.0|-7.58|98.72|0.0|6.0|-3.53|5.0|-7.42|398.46|1.0|2.38|-3.59|0.000293|0.1169999999999999|102.0|0.0|2.64e-08|-0.06115|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|265.67|480.08|0.5798|0.0759|-0.1587|-0.21985|0.0368692|3.1637|25.0|7.6021|7.6021
34_a47|0|1|1|1|1.40499556|-0.210257395|-0.004157676|4.727387819|-0.064842466|0.03522792|-0.094313757|1.741433543|-0.191253079|0.003530307|-0.043634386|0.078153957|1|0.0047106|-0.317014709|-0.2829549719999999|0.62974551|0.833786184|0.128336294|0.89234354|0.609110565|0.8260556609999999|-0.090141168|0.437215023|0.019723558|31.17423189|-27.64315244|6.048527453999999|0.653993216|-1.261976347|-19.00022922|62.66739933|45.23285281|0.45489212|2371.236125|-698.8490993|918.6458674|-9.000096143|0.346006784|0.834499257|191.6093987|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|3.19|3.0|21.0|-7.47|68.52|0.0|4.0|-3.57|5.0|-6.66|348.38|1.0|3.02|-3.9|0.000267|0.0929|0.0436|0.0|3.36e-08|-0.0545|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|980.02|318.79|294.66|436.88|0.6602399999999999|0.1718|-0.16086|-0.21536|0.03084502|6.2235|2.0|8.7|8.7
4_a18 (SD-208)|0|0|0|0|1.304335262|0.055002235|-0.012457606|0.0|-0.113324634|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|-0.015153358|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.098971722|0.904723479|0.721664823|0.77909674|-0.099573708|0.115284206|0.0211761979999999|103.6318511|-26.40375252|5.615248385|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|51.01127638|0.454067432|2395.526727|-666.5742296|1822.914738|-9.276994128|0.397970979|0.831728055|204.9329964|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|1.0|1.0|2.77|2.54|22.0|-8.15|76.48|0.0|3.0|-4.29|6.0|-6.31|352.75|1.0|3.11|-4.38|5.12e-05|18.0|0.0146|0.0|7.06e-09|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|537.47|895.83|378.26|239.56|396.17|0.4646|0.2316|-0.13588|-0.2358|0.0199445|5.2085|0.08|7.0969|7.0969
9h_a24|1|0|0|1|1.428198245|-0.203768024|-0.002864393|5.209486153|2.01e-05|0.023854167|0.078066659|0.0|-0.105982525|0.013595277|-0.209618231|-0.002471577|2|0.012380829|-0.047269812|-0.207206943|0.687815726|0.78742035|-0.004960317|0.859720539|0.656172477|0.883775278|-0.0687348109999999|0.4016070679999999|0.018457687|167.2085719|-15.35662744|4.123788393|0.572371258|-0.8935525440000001|-13.48059881|47.51520531|37.24443236|0.477589721|2062.34011|-422.3569529|768.1954692|-5.871651668999999|0.427628742|0.914204295|202.1279819|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|15.02620893|0.0|1.0|2.84|1.96|22.0|-6.05|72.28|0.0|3.0|-2.83|4.0|-6.85|288.31|1.0|1.97|-3.24|0.00147|423.0|166.0|0.0|8.95e-07|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|285.43|239.63|363.48|0.54606|0.0073|-0.18239|-0.22593|0.0305020989999999|7.7741|77.0|7.1135|7.1135
6a_a40|0|0|0|1|0.604893625|0.117890918|-0.014623575|6.401917197|-0.077397672|0.035707071|-0.146542353|0.775942224|-0.68730803|-0.001347823|0.104332675|-0.230955427|2|-0.001171195|-0.040435852|-0.620787469|0.682273668|0.801647855|-0.340539542|0.861720535|0.657059571|0.733750993|-0.117413572|0.360858579|0.016399125|185.06174|-45.80643937|6.397774285|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|78.35465194|0.41480944|2936.1501780000003|-1320.063801|2536.88262|-19.17478857|0.132148181|0.708845065|82.54016015|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|1.0|3.99|3.01|14.0|-4.05|173.43|2.0|5.0|-7.11|5.0|-6.32|442.53|1.0|3.17|-4.99|7.85e-08|3.47e-05|0.00457|0.0|8.950000000000001e-05|-0.0926|2.9836|7.73|2.9836|-2371.579899|-2371.560378|649.48|1103.4|415.55|415.55|497.78|0.6782699999999999|0.4015|-0.11995|-0.21255|0.01952089|9.3893|0.04|7.3979|7.3979
9d_a31|1|0|0|0|0.61013528|0.036844743|-0.012442213|5.733341277|-0.043220149|0.0359583329999999|-0.057650507|0.0|-0.696763933|-0.002456634|-0.0938310919999999|-0.021171445|2|0.000127275|-0.214049412|-0.550392027|0.8066174070000001|0.8343242820000001|-0.0375445629999999|0.873955169|0.771222772|0.6943358040000001|-0.11958484|0.3655337879999999|0.029032453|154.8767865|-55.58917047|13.49577391|0.6636195229999999|-1.793772606|-45.65350116|97.84665015|86.75457645|0.457506946|2654.377004|-1222.994263|1932.363213|-15.732784099999998|0.336380477|0.8433415740000001|229.34422830000003|34.77197803|0.023927395|-223.1115993|1842.914835|647.1500428999999|16.31369927|1.0|2.0|3.8|3.35|16.0|-7.63|117.37|0.0|9.0|-5.61|5.0|-6.36|412.51|1.0|3.65|-4.39|2.48e-06|0.0010199999999999|0.0167|0.0|2.3500000000000002e-08|-0.03457|3.8478|5.0|3.8478|-1657.471475|-1657.428165|727.27|1202.79|322.22|322.22|630.49|0.7006899999999999|0.2611|-0.15969|-0.19426|0.04331056|3.5077|0.6|6.2218|6.2218
16_a3|0|0|0|0|0.605020428|0.183636734|-0.010031024|4.727387819|-0.186717242|0.045993266|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|-0.018884246|1|-0.008409607|0.008045619|-0.614173961|0.659478546|0.767641592|-0.031683873|0.838125715|0.640070307|0.6974791290000001|-0.100138414|0.252612735|0.012203576|248.6415425|-24.42909382|2.977102266|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|59.82469895|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|0.941329444|84.12292796|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|3.13|2.59|21.0|-7.16|92.93|0.0|2.0|-4.98|4.0|-5.89|322.36|1.0|3.5|-4.49|1.05e-05|0.0033799999999999|0.0104|0.0|6.97e-08|-0.07095|3.2208|3.19|3.2208|-1371.388717|-1371.360243|520.28|856.09|384.94|384.94|368.22|0.6944100000000001|0.3866|-0.13195|-0.2029|0.02847445|3613.0|42.0|7.3768|7.3768
4a_a49|0|0|0|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.032396301|0.856023531|0.731643066|0.7570436159999999|-0.087863033|0.433367368|0.017143497|313.22432680000003|-33.05061877|6.448709504|0.650301539|-1.4936715669999998|-35.44496163|68.37721704|68.30645049|0.4716382|2675.628678|-916.0977468|1647.61849|-11.01687292|0.349698461|0.8926425020000001|214.47685|27.62211044|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|1.0|2.0|3.35|2.89|21.0|-7.36|92.93|0.0|6.0|-3.28|5.0|-7.52|399.45|1.0|2.42|-3.52|0.000528|211.0|122.0|0.0|4.35e-08|-0.06461|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|1128.22|327.34|262.35|504.63|0.35731|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133192|4.8706|32.0|7.4949|7.4949
16c_a32|1|1|1|0|0.6094207629999999|0.191088217|-0.01639019|5.733341277|-0.087497559|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.00369116|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|-0.061904762|0.915639476|0.764217655|0.773043206|-0.119988297|0.367322508|0.025791147|102.2022233|-42.71426897|9.181311842|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|68.39521789|0.463897164|2649.168528|-1002.268243|3143.196853|-13.59090376|0.3153632939999999|0.8653137670000001|188.1603823|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|2.0|3.5|3.08|19.0|-6.99|149.27|0.0|7.0|-6.04|5.0|-6.44|399.49|1.0|3.41|-4.41|9.17e-07|0.000366|0.0155|0.0|1.0300000000000001e-07|-0.0505|3.6264|4.12|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|341.89|508.43|0.70198|0.2955|-0.14997|-0.20047|0.02806787|5.3459|5.0|8.3468|8.3468
12c_a36|1|0|0|0|1.29696741|-0.087096843|-0.007667703|5.351858133|-0.04162109|0.040899471|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|-0.056994595|1|0.0010871589999999|-0.177407665|-0.4423430339999999|0.8941919290000001|0.819222745|-0.097861598|0.8741648479999999|0.8065052890000001|0.840733512|-0.105624703|0.462597812|0.019582215|60.79111287|-43.57746274|8.079011794|0.75500974|-1.901244658|-30.27053327|80.22754474|59.70517794|0.473610011|2785.47514|-1221.198398|2365.641348|-15.68788659|0.24499026|0.899732176|157.3609748|32.34920911|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|0.0|2.0|4.74|0.0|17.0|-7.18|69.2|0.0|5.0|-4.44|4.0|-6.49|415.88|1.0|2.34|-4.59|3.64e-05|0.0151|0.0106|0.0|6.65e-08|-0.04992|3.8436|3.79|3.8436|-1692.540795|-1692.511019|672.74|1137.55|322.58|322.58|509.61|0.68913|0.3927|-0.15835|-0.2082699999999999|0.02977602|6.6973|9.0|8.0458|8.0458
13_a10|0|0|0|1|1.343837907|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|-0.001592366|1|0.003791547|-0.02811323|-0.345108701|0.761923976|0.78472614|-0.002671425|0.84680169|0.736686715|0.818027691|-0.082327045|0.4676169839999999|0.0122005|174.7319717|-21.04167667|3.118282386|0.7144943490000001|-1.234905671|-24.21093442|51.21590298|54.05778885|0.449563457|2261.82488|-624.3134531000001|1630.880014|-7.698174391|0.285505651|0.816739845|144.338975|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|0.0|1.0|3.02|2.58|21.0|-6.6|63.83|0.0|2.0|-3.76|4.0|-6.34|328.37|1.0|2.91|-4.1|0.000176|0.0576|0.0258|0.0|2.49e-07|-0.05022|5.8308|2.48|3.8419|-1065.874094|-1065.839441|550.83|926.41|322.72|212.63|376.77|0.34881|0.1514|-0.15937|-0.20959|0.0346535|5.3726|0.16|6.7959|6.7959
3_a47|0|0|0|0|1.304465159|0.013076203|-0.008740449|0.0|-0.130414103|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.024240921|-0.457330633|0.900251233|0.720319618|0.022804181|0.780628097|0.815682427|0.854727481|-0.0948001|0.4661246329999999|0.008609292|98.29790989|-26.06896797|2.367459086|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|48.10703|0.403777634|2243.894237|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|0.67722658|112.7606591|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|8.511255722000001|0.0|2.0|2.59|2.89|22.0|-8.42|58.04|0.0|3.0|-5.54|3.0|-5.16|347.8|1.0|4.02|-5.35|2.86e-06|0.000995|0.00156|0.0|3.829999999999999e-09|-0.05717|5.6998|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|332.54|217.52|402.58|0.52977|0.2182|-0.15473|-0.2119|0.03619487|5.3274|316.0|6.5|6.5
6_a15|0|0|0|0|1.419941278|-0.199979249|-0.00951284|0.0|-0.048804012|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|-0.009025163|0|0.003942615|-0.281352401|-0.35221474|0.8511056929999999|0.691316481|-0.015484797|0.7248900659999999|0.810779115|0.859308431|-0.123000073|0.398681391|0.02948637|105.4415725|-41.87249058|10.03794313|0.581974721|-1.599000943|-24.00625743|88.94853813|58.34873264|0.3902945579999999|2454.904173|-932.9544335|1971.005637|-10.46812265|0.4180252789999999|0.640136254|243.9013805|30.82854077|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|3.29|4.03|18.0|-7.95|61.84|0.0|7.0|-5.66|5.0|-5.33|380.44|1.0|4.11|-5.14|2.16e-06|0.000823|0.00278|0.0|1.13e-08|-0.02419|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|285.52|545.21|0.65191|0.0113|-0.15714|-0.18133|0.01711539|1.9421|35.0|7.4559|7.4559
12t_a30|0|0|0|0|0.60498454|0.073057637|-0.007755575|5.351858133|-0.097216874|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|1|-0.001131023|-0.145315868|-0.464720444|0.609043558|0.83236194|-0.080971844|0.889479916|0.591758164|0.696413582|-0.1011561919999999|0.408290036|0.018862708|88.42093081|-42.80050261|7.981057356|0.745705883|-1.82081145|-38.30686627|78.8278828|71.1605835|0.445760296|2976.648597|-1184.385754|2479.787504|-15.72263361|0.254294117|0.804273481|165.4110479|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|13.02867425|1.0|1.0|4.63|0.0|17.0|-7.16|81.65|0.0|5.0|-5.49|6.0|-6.06|434.46|0.0|3.21|-5.17|3.24e-06|0.00141|0.00291|0.0|6.900000000000002e-08|-0.05542|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|349.67|244.58|527.87|0.33647|0.1561|-0.15029|-0.20571|0.0337599|3.2145|9.0|8.0496|8.0496
