molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
33_a47|0.0|0|1|1|1|6.823286122000001|0|1.409403453|1.758479676|-0.004263267|4.727387819|3|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|-0.270498605|0.63155995|0.82821379|0.1186944519999999|0.8913954909999999|1|-0.060080724|-0.083739854|0.022346992|-32.1568697|-44.81989209|11.96072985|30.94680001|-0.0272154529999999|-23.98884914|6.401714296000001|0.57681348|-1.088618103|60.65229445|-14.56646493|44.11759955|2311.28828|438.726241|787.797733|0.42318652|12.94292541|0.854471925|226.5011607|-311.85503880000005|0.029580684|-82.22540944|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|3.08|2.76|0.11|21.0|-7.08|4.04|68.52|0.0|0.0|5.0|-6.78|0.0|2.69|183.0|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.79e-05|-0.05462|2.06|-1123.16428|-1123.135036|566.29|296.13|0.2566|296.13|423.52|0.67508|4.5647|0.02924367|-1123.04547|6.2284|4.0|8.4
8_a1 (SB-202620)|0.0|1|0|0|0|6.86171134|0|1.4323973840000002|0.0|-0.013785521|4.727387819|1|-0.0443137679999999|0.0|-0.606562911|-0.012672753|-0.1402198369999999|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|0.674381582|0.743088715|0.063001656|0.805476065|0|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|8.809217494|208.2071465|-0.041081545|-33.88588996|4.997944864|0.7742395870000001|-1.684343335|70.8721358|-23.30777912|75.57687443|2431.842132|368.1943149|1736.664204|0.225760413|13.67402758|0.839824062|128.0860757|-542.1742393|0.019645498|-311.18185800000003|1234.267739|433.2550452|11.1459518|1.0|1.0|0.0|2.74|2.21|0.0|23.0|-8.02|5.06|78.87|2.0|0.0|5.0|-5.94|0.0|3.7|0.0041|0.00713|3.6|0.0|0.0|9.53e-09|3.42e-06|-0.0736899999999999|5.32|-1223.279021|-1223.117248|586.27|364.11|0.5339|364.11|460.4|0.7026600000000001|3.4563|0.16177304|-1223.014114|5.5005|0.4|6.3979
14c_a22|0.0|0|0|0|1|6.842683282|0|1.42291727|1.596256692|-0.005236206|4.727387819|2|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|0.667111824|0.773044788|0.010828071|0.8353837409999999|1|-0.067475189|-0.080077573|0.024569649|-48.57709197|-57.64986681|17.68831053|36.22825261|-0.030217952|-41.50359456|12.73426132|0.66168729|-1.60155147|75.5139152|-21.75466672|66.26540251|3079.4894480000003|623.8702703|2092.7515510000003|0.33831271|16.03849168|0.8592469290000001|243.5598613|-830.0718911|0.024813755|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|4.18|109.38|1.0|0.0|6.0|-6.96|0.0|2.98|0.00618|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|-1460.602657|-1460.571156|715.52|337.45|0.5079|216.15|575.8|0.3078|7.3824|0.03150011|-1460.38772|9.04|153.0|6.8153
26_a20|0.0|0|0|0|1|6.842683282|0|1.4165417530000002|1.877209467|-0.00578453|4.727387819|2|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|0.7071284179999999|0.7541508029999999|-0.055150498|0.8096894440000001|1|-0.0862808009999999|-0.082729415|0.012753218|-58.21621279|-55.81998701|8.604974082|299.8332395|-0.0327795789999999|-37.66339899|5.806030949|0.7848887259999999|-1.737317706|65.85953426|-22.11735334|66.82118688|2825.254798|535.3119506|2534.075607|0.215111274|14.40103379|0.8952138340000001|145.1419493|-790.9313788|0.014879363|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|3.07|0.08|27.0|-9.18|4.62|86.69|2.0|0.0|4.0|-6.28|0.0|3.66|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.97|-1352.315376|-1352.277633|715.27|318.77|0.2081|256.05|543.96|0.50878|3.8173|0.03774288|-1352.098465|4.8742|131.0|6.8827
19_a47|0.0|0|1|1|1|6.842683282|0|1.402889494|1.445775615|-0.00973456|4.727387819|2|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|0.0604168609999999|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|0.635684951|0.823945134|0.095841135|0.8873627890000001|1|-0.105205489|-0.104459947|0.026805875|-58.28861174|-57.87554797|14.85167037|335.10989930000005|-0.037307124|-32.06567824|8.228498913|0.637832605|-1.566899206|76.13237258|-20.66983856|73.14028211|2612.978054|354.3911695|1238.799875|0.362167395|13.17443625|0.8635094740000001|200.6571609|-480.9851737|0.03295186|-152.7310283|1361.067484|428.5826478|18.25682461|0.0|1.0|1.0|3.13|1.72|0.05|21.0|-6.92|3.84|98.72|1.0|0.0|6.0|-7.22|0.0|2.34|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.51|-1335.75742|-1335.725639|571.23|322.68|0.3243|322.68|412.31|0.68924|5.1151|0.03178118|-1335.634976|6.3247|0.05|7.3
3e_a32|0.0|1|1|1|0|7.773594467000001|0|0.609420788|0.0|-0.006553709|5.733341277|0|-0.057366352|2.220794149|-0.275255791|0.000655875|-0.114649277|-0.080731823|3|0.002004382|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0.8315372|0.8046468659999999|-0.12378337|0.85921771|1|-0.073411249|-0.100056595|0.0124235339999999|-39.56206964|-53.92151824|6.69516884|47.09895162|-0.030786645|-29.05885545|3.608094688|0.7752553659999999|-1.200679139|60.86894767|-16.59123638|46.25723848|2212.661182|467.865447|1732.3689949999998|0.224744634|10.68709999|0.822602107|121.1171726|-348.70626539999995|0.012891628|-296.6758413|834.6388134|421.3548777|6.94742943|1.0|1.0|1.0|3.33|3.04|0.24|19.0|-6.92|5.24|110.94|1.0|0.0|3.0|-5.2|0.0|4.3|0.000103|0.00225|4.47|0.0|0.0|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.52|-1672.748189|-1672.722302|578.77|348.38|0.2914|348.38|456.76|0.7025399999999999|3.4537|0.02588637|-1672.62984|5.6928|8.0|8.0862
6_a3|0.0|0|0|0|0|6.823286122000001|0|0.605016564|0.0|-0.008934536|4.727387819|2|-0.025021661|2.000787282|-0.330577816|-0.007540435|0.05584062|0.032782484|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|0.881253042|0.790667152|0.055002252|0.8632654590000001|1|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|-0.037726468|-24.56680878|2.7192240510000003|0.80281499|-1.282699916|56.71997588|-18.8247694|57.46859326|2196.107822|390.8623623|1899.385061|0.19718501|8.982311462|0.633675574|98.39146166|-319.3685142|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|3.05|2.65|0.0|21.0|-7.48|4.66|92.93|1.0|0.0|3.0|-5.68|0.0|3.63|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.09|-1731.735113|-1731.7043199999998|524.88|365.05|0.1997|212.74|366.93|0.3369|2.8131|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501
16b_a23|0.0|0|1|1|2|7.423568444|1|1.197960988|3.418247774|-0.005139233|5.351858133|3|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|-0.05237763|2|0.011266252|0.099244509|-0.123524943|-0.224300431|-0.401493392|0.75524548|0.7740962779999999|-0.09063701|0.830577373|1|-0.050637391|-0.07920267|0.018614978|-37.52431601|-58.69232154|13.79443768|7.971529518|-0.031407956|-43.49333918|10.22222569|0.738977|-1.821661419|72.31582904|-23.2745413|51.31875369|3370.826124|688.1144512|2256.698672|0.261023|18.46592377|0.949345397|193.4284005|-1000.346801|0.018384316|-354.1828792|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|4.19|0.0|0.07|26.0|-7.33|4.1|108.26|2.0|1.0|4.0|-6.3|0.0|2.9|0.000314|0.00106|4.21|0.0|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|4.24|-1877.655481|-1877.615701|772.84|772.92|0.3456|772.92|607.92|0.95419|9.2317|0.03978022|-1877.335869|14.8849|96.0|7.0191
43_a18|0.0|0|0|0|0|7.03438793|2|1.251175234|0.0|-0.005099385|4.844187086|1|-0.05314954|0.0|-0.397752066|0.002712865|0.031746165|-0.032429984|0|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|-0.460675034|0.718255592|0.713379703|-0.0579590709999999|0.7458234990000001|0|-0.070166168|-0.0822489459999999|0.006890688|-54.49271386|-63.87648583|5.35147222|0.66443384|-0.0311212229999999|-49.60799696|4.156080507|0.8743733490000001|-2.302970476|69.46280937|-24.16948112|59.84418608|3172.923606|661.9512957999999|1579.614523|0.125626651|19.33108376|0.930331529|97.56464265|-1389.023915|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|0.0|4.54|0.0|0.34|18.0|-9.6|4.08|76.5|3.0|1.0|3.0|-5.78|0.0|3.48|0.00018|0.000554|5.1|0.0|1.0|2.52e-10|1.28e-07|-0.04949|8.79|-1611.621186|-1611.598032|843.1|384.65|0.5429|384.65|702.4|0.6926800000000001|3.0482|0.02315412|-1611.198355|3.6943|625.0|6.2041
14a_a22|0.0|0|0|0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|0.6819423609999999|0.7392451729999999|-0.027029438|0.794858486|1|-0.062215607|-0.081479363|0.021268761|-42.39063895|-55.51601021|14.49148204|93.21042936|-0.031338217|-37.82586486|9.873779458|0.7007904070000001|-1.629587269|70.33046351|-21.35231162|56.88212098|2885.858295|588.739773|2169.870866|0.299209593|14.55117701|0.8069597009999999|203.8666248|-756.5172972|0.021742777|-273.61731430000003|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|4.31|85.59|1.0|0.0|5.0|-6.61|0.0|3.19|0.00945|0.00881|3.18|0.0|0.0|6.1e-10|2.56e-07|-0.06145|4.98|-1368.35698|-1368.321586|695.62|347.23|0.3051|244.77|534.87|0.45928|4.9775|0.03539365|-1368.13858|6603.0|38.0|7.4202
12m_a30|0.0|0|0|0|0|7.412764017000001|2|0.6049842529999999|0.0|-0.01047558|5.351858133|2|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|-0.0974968869999999|0.893689741|0|-0.085422479|-0.103359773|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|-0.0405332439999999|-47.58675592|12.59296644|0.773732767|-2.067195455|83.3641853|-27.50290965|76.52074257|3058.3084710000003|531.4632661|2370.879718|0.226267233|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|4.66|0.0|0.13|17.0|-6.42|2.48|114.67|2.0|1.0|6.0|-6.22|0.0|2.36|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|-57.0|3.88|-1743.215323|-1743.174906|714.92|349.29|255.0|244.95|578.87|0.33392|3.6891|0.04041755|-1743.030004|5.1279|31.0|7.5114
12w_a30|0.0|0|0|0|0|7.412764017000001|2|0.604983445|0.0|-0.007019432|5.351858133|2|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|-0.04950715|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.8149999040000001|0.83236194|-0.080971844|0.889479916|0|-0.076611264|-0.096032733|0.015446225|-52.53307388|-65.85056003|10.59162334|82.06520565|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|75.77366969|-25.53389062|63.12469722|2999.810425|584.3729039|2783.769563|0.192202301|14.70077638|0.8230829059999999|131.7949495|-857.9327732|0.014471302|-422.1196298|1548.85393|685.6665849999999|9.923109661|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.8|3.92|81.65|2.0|0.0|4.0|-5.52|0.0|3.59|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|5.08|-2494.966575|-2494.932002|716.83|348.42|0.2639|244.87|577.06|0.31353|2.4229|0.0345723|-2494.807027|3.0068|15.0|7821.0
16a_a10|0.0|0|0|0|1|7.535296702|1|1.325756911|2.041062372|-0.00230615|5.4161004020000005|2|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|-0.0048530629999999|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|0.748039584|0.772481675|-0.008879187|0.813036304|1|-0.052574986|-0.076950669|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|63.53441386|-18.049219|46.01490333|2862.681038|634.4309626|1823.310808|0.272940681|15.88633689|0.862035195|189.0108247|-774.9407716|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|4.11|4.46|0.3|21.0|-8.5|5.19|56.07|3.0|0.0|5.0|-5.91|0.0|4.24|0.00264|0.00297|4.33|0.0|0.0|3.18e-09|1.4e-06|-0.04647|3.46|-1395.158387|-1395.13019|760.0|320.22|0.3843|221.33|629.65|332.0|3.8323|0.02819643|-1394.861824|4.6574|47.0|7.3279
1_a6 (SB-431542)|0.0|1|0|0|0|7.423568444|1|1.430935835|0.0|-0.015636898|5.351858133|1|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|-0.0462988229999999|-43.12110169|11.61820782|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|94.56841061|2678.823231|352.3666367|1890.228713|0.2468003389999999|14.26172029|0.895537592|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|3.63|103.12|1.0|0.0|5.0|-6.73|0.0|2.85|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|-0.05971|4.57|-1292.588032|-1292.553086|619.92|376.28|0.5765|324.5|464.07|0.55256|6.0113|0.03494577|-1292.41452|8.8611|1542.0|5.8119
5_a47|0.0|0|0|0|0|0.0|0|1.304329328|0.0|-0.009295857|0.0|2|0.003858593|1.284688504|-0.390426|-0.012670377|-0.002627182|0.045246333|0|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|0.7063295709999999|0.795032176|0.0743193|0.861595935|1|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|-0.038537768|-27.93318665|2.770107005|0.781571204|-1.502972943|62.14504725|-20.34777119|51.58499074|2368.870941|426.5981263000001|1349.003107|0.218428796|11.13432113|0.8997183470000001|115.3294396|-418.9977997|0.017501741|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|1.0|0.0|2.67|2.79|0.0|22.0|-8.68|5.96|58.04|2.0|0.0|4.0|-5.19|1.0|4.29|0.000824|0.00116|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|-0.05535|4.37|-1569.369195|-1569.333281|561.61|334.35|0.2108|334.35|401.16|0.69291|2.9121|0.03591467|-1569.258939|3.8816|0.02|7.7
11e_a5|0.0|1|0|0|0|7.139660336|1|1.338814635|0.0|-0.003208975|5.209486153|2|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|-0.010236262|1|0.008721244|-0.127225457|-0.0924814769999999|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.02059071|0.8215345|0|-0.062865536|-0.0790189759999999|0.0120552589999999|-41.64560703|-52.34653881|7.986070113999999|62.84782002|-0.0282210629999999|-34.67724171|5.290414418|0.72163516|-1.580379517|63.5644542|-18.69519243|49.63167715|2721.416353|580.8135016|960.0428704|0.27836484|18.17739133|0.936345148|184.4042616|-693.5448342|0.016933845|-293.6467698|1450.77573|735.3048881|11.21791539|0.0|1.0|1.0|3.22|3.43|0.24|23.0|-8.95|4.29|66.93|2.0|0.0|5.0|-6.28|0.0|3.63|0.00919|0.00782|3.56|0.0|0.0|1.13e-09|4.64e-07|-0.03808|2.91|-1316.547103|-1316.512503|717.76|302.14|0.5347|280.64|571.06|0.66478|2.3124|0.03460011|-1316.301553|2.8694|0.04|7.3979
7a_a8|0.0|1|0|0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.010269971|5.4161004020000005|1|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|-0.019054799|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|-0.412963751|0.7168594159999999|0.764224152|-0.032562221|0.831914523|0|-0.102174163|-0.101880506|0.035405618|-60.00793116|-59.83546383|20.79408196|145.3710976|-0.042647654|-35.14198015|12.2125771|0.733884399|-1.833849114|75.4573633|-25.04740346|80.80201312|2715.360649|421.9297638000001|1702.719465|0.266115601|14.73814865|0.914283468|156.2924154|-632.5556427|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|3.34|3.06|0.05|23.0|-7.27|3.49|92.93|1.0|0.0|5.0|-6.33|0.0|3.15|0.00522|0.00874|3.24|0.0|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|5.2|-1291.313963|-1291.287017|605.72|403.8|315.0|270.66|494.48|0.61257|9.9646|0.0269461|-1291.156661|12.8748|24.73|4.6068
12ap_a36|0.0|1|0|0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.007719624|5.351858133|2|0.066185994|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|0.8707354620000001|0.832758813|-0.074596774|0.893689741|0|-0.082622504|-0.106173763|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|82.56761031|-0.037473093|-45.7078307|9.36249036|0.737851886|-1.91112774|83.16347311|-24.58703954|68.48007054|2843.18721|544.9693552|2328.307856|0.262148114|16.37284224|0.86772056|172.00197649999998|-822.7409526|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|4.78|0.0|0.13|17.0|-6.66|1.76|92.99|1.0|0.0|5.0|-7.08|0.0|1.66|0.0412|0.0458|2.4|0.0|0.0|2.21e-07|8.97e-05|-0.06084|2.98|-1325.199863|-1325.159466|691.41|319.54|0.8819|252.39|553.28|0.59563|7.0249|0.04039655|-1325.0127220000002|9.6512|32.0|7.4949
8f_a8|0.0|1|0|0|1|7.05012252|0|1.394802091|1.241306689|-0.01032134|4.844187086|0|0.0587545909999999|0.0|-0.485102985|-0.007796225|-0.08540947|0.007079485|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0.578166105|0.6971223040000001|0.010682683|0.751162751|0|-0.122135295|-0.1064257719999999|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|-0.048375351|-36.18904175|4.613060521|0.90577048|-2.128515439|67.4402386|-28.20910228|79.13157981|2622.044457|348.0199311|1892.066521|0.09422952|13.81994609|0.8416059290000001|54.94802877|-723.7808349999999|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|3.14|2.85|0.0|23.0|-7.95|4.72|80.88|2.0|0.0|4.0|-5.98|0.0|4.04|0.0023899999999999|0.00395|3.82|0.0|0.0|1.13e-08|4.43e-06|-0.0675299999999999|7.71|-1361.658484|-1361.626748|602.63|355.5|0.3188|263.65|477.92|0.55661|5.8283|0.03173623|-1361.510739|7.8014|22.76|4.6428
14i_a23|0.0|0|1|1|2|7.423568444|0|1.197963212|3.2692375460000003|-0.010148243|5.351858133|2|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|-0.026731172|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|-0.04255066|0.864206467|1|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|-0.039760909|-45.14777443|10.01786784|0.7780956840000001|-2.027806362|79.20815775|-27.18760085|75.47917433|3097.406945|531.9462982|2447.1741030000003|0.221904316|15.53342127|0.915894552|151.7330992|-948.103263|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|1.0|3.56|2.64|0.04|26.0|-6.96|3.12|148.11|1.0|1.0|5.0|-7.33|1.0|2.61|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|4.64|-1798.64228|-1798.608335|715.68|335.72|0.3639|335.72|580.74|0.55606|5.9563|0.03394466|-1798.434186|8.3755|3.0|8.4622
17_a3|0.0|0|0|0|0|6.823286122000001|0|0.605019885|0.0|-0.009450704|4.727387819|2|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|-0.0510707059999999|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|0.881253042|0.767641592|-0.085686119|0.838125715|1|-0.098658557|-0.096067661|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|-0.039557272|-24.87357062|2.672377884|0.840062179|-1.344947254|55.39769571|-20.12828595|55.45324083|2196.728425|408.6362608|1667.279771|0.159937821|11.12358659|0.780420408|81.38261354|-348.2299886|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|3.13|2.65|0.0|21.0|-7.48|4.66|92.93|1.0|0.0|3.0|-5.61|0.0|3.71|1.0|0.00399|3.88|0.0|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|-1731.75233|-1731.72355|537.32|386.22|0.4062|386.22|393.58|0.69481|3.8077|0.02878063|-1731.663157|4.8815|23.0|7.6383
14a_a5|0.0|1|0|0|0|6.605297921|1|1.226142247|0.0|-0.0053665219999999|4.59511985|3|-0.132625457|0.0|-0.316624785|0.002956745|-0.086229994|0.024793388|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|0.7333482170000001|0.79661948|0.047169811|0.847379958|0|-0.080875277|-0.078681402|0.0173669719999999|-54.69145586|-53.20786056|11.74431806|134.62273080000003|-0.0271808479999999|-35.98151967|7.942029745|0.629783335|-1.494946644|69.71575554|-18.38089729|66.43577392|2836.468636|534.8590069|1315.573182|0.370216665|15.89694877|0.88709518|250.3569601|-683.6488737000001|0.024411136|-175.53051609999997|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|3.24|2.41|0.2|23.0|-8.84|4.38|92.79|1.0|0.0|5.0|-7.08|0.0|3.05|0.0304|0.0256|2.55|0.0|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.3|-1390.592722|-1390.546425|692.8|298.75|0.5853|298.75|508.64|0.65789|2.7115|0.04629687|-1390.352729|2.8163|112.0|6.9508
10_a47|0.0|0|0|0|0|0.0|0|1.381868067|0.0|-0.008013899|0.0|2|-0.169242585|1.329777427|-0.384667159|-0.008120645|0.0814897|0.007193585|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|0.7027461220000001|0.754096463|0.011239977|0.8077565520000001|1|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|-50.08559665|5.088920549|103.41137940000002|-0.035388634|-26.77924406|2.720890925|0.801882632|-1.592488524|57.59863288|-18.9212254|45.89037038|2355.515804|449.6950454|1567.859561|0.198117368|10.66897998|0.699661037|105.9273263|-455.247149|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|1.0|0.0|3.02|2.97|0.09|22.0|-8.85|5.92|58.04|2.0|0.0|4.0|-5.08|1.0|4.41|0.000638|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|4.37|-1188.405988|-1188.3744|579.86|332.97|231.0|214.9|426.55|0.53909|1.9281|0.03158831|-1188.244739|2.8795|13.0|7.9
12a_a40|0.0|0|0|0|1|7.515889085|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|0|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|-0.226763788|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0.58630452|0.718281767|-0.375724138|0.7867243829999999|1|-0.064340227|-0.074840643|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|-0.033799|-19.46913691|3.060902482|0.85136964|-1.047769006|43.65970865|-17.23885621|38.81741016|2185.594734|479.8867095|600.1247016|0.14863036|14.43505064|0.908597808|75.8074911|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|1.0|0.0|1.0|3.2|3.39|0.0|20.0|-7.21|5.43|58.43|1.0|0.0|2.0|-4.56|0.0|4.78|0.000134|0.00039|5.43|0.0|1.0|6.15e-08|2.13e-05|-0.08015|5.01|-2097.826771|-2097.8163050000003|530.55|400.39|0.3701|400.39|429.21|0.6998800000000001|2491.0|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501
