molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
5b_a50|0.0|0|1|1|2|7.927685046000001|1|1.397278957|4.190114953|-0.00141071|5.82008293|1|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|-0.113846154|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|0.693611382|0.791163321|-0.1866330389999999|0.855527513|1|-0.041157676|-0.061164973|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|-0.02140774|-15.78596849|3.149876031|0.5887490470000001|-0.8563096170000001|42.76068675|-10.87564575|27.10933752|2183.545404|486.9950914|1452.442728|0.411250953|10.01036188|0.8058479690000001|208.925351|-221.0035589|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|3.37|2.91|0.1|20.0|-5.86|4.02|35.64|0.0|0.0|2.0|-6.03|0.0|3.11|105.0|0.0202|3.06|0.0|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|2.81|-990.6114185|-990.5849031|547.35|308.25|0.2749|220.09|411.9|0.4270899999999999|4.4181|0.02651535|-990.487545|6.1284|12.23|4.9126
6_a1|0.0|0|0|0|1|7.535296702|1|1.3488280769999998|2.325221088|-0.005477033|5.4161004020000005|1|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.781885145|0.798346291|-0.095907969|0.8524898329999999|0|-0.057199415|-0.077422386|0.021009352|-27.63847818|-37.41011914|10.15161645|64.63457366|-0.0238222729999999|-18.076387|4.905211525|0.576759436|-0.929068634|49.61122373|-11.51080589|37.79009463|1956.144556|424.3707604|1383.161829|0.423240564|9.609375529|0.7295841470000001|204.5077752|-216.916644|0.025250885|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|1.0|0.0|2.94|2.54|0.22|17.0|-6.02|3.57|39.94|0.0|0.0|3.0|-6.21|0.0|2.82|221.0|0.0613|2.63|0.0|0.0|9.51e-07|0.000277|-0.02214|2.81|-935.5024827|-935.4750982|527.41|305.12|0.3399|305.12|405.23|0.69818|5.8386|0.027384499|-935.378591|8.0033|5.1|5.2924
19c_a38|0.0|1|0|0|0|7.412764017000001|2|1.297043851|0.0|-0.008177185|5.351858133|2|0.02192428|0.0|-0.449745181|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|-0.434836855|0.7163622890000001|0.846765471|-0.071918235|0.908721232|0|-0.0918007669999999|-0.108301657|0.024315945|-57.79749770000001|-68.18641054|15.30924906|139.1570837|-0.038224114|-42.92996714|9.638658988|0.7187071909999999|-1.949429829|82.74311399|-24.06579196|73.10674676|2967.98627|477.9848537|2660.812979|0.281292809|13.36189552|0.914989047|177.10114030000005|-772.7394084|0.023120664|-275.39483110000003|1707.726604|640.025745|14.55670345|1.0|0.0|1.0|4.84|3.0|0.13|17.0|-6.92|2.42|105.02|1.0|0.0|5.0|-7.13|0.0|2.57|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|3.23|-1424.42734|-1424.3899310000002|652.09|323.53|0.2961|210.74|517.28|0.2597|2495.0|0.03740877|-1424.247603|3.2846|9.0|8.0348
21c _a23|0.0|0|1|1|2|7.525639975|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|2|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|-0.039311241|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|0.7641222459999999|0.782543953|-0.060079444|0.838980345|1|-0.08365474|-0.098699133|0.014036138|-59.46209153|-70.15570019|9.976937758|323.3651097|-0.040210758|-49.86692499|7.09164338|0.834557275|-2.171380929|79.71722579|-28.58195193|69.43902929|3161.1237530000003|561.9588018|2628.628799|0.165442725|16.83467928|0.881854988|117.597286|-1097.07235|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|3.68|3.11|0.08|26.0|-7.33|3.42|148.11|1.0|1.0|5.0|-7.13|1.0|3.0|0.0011|9.0|2.86|0.0|0.0|4.69e-08|2.2e-05|-0.07892|4.47|-1837.964768|-1837.932192|747.88|338.3|0.3329999999999999|338.3|587.02|0.5885699999999999|6.0226|0.03257532|-1837.736174|8.3979|67.0|7.1752
1o_a5|0.0|1|0|0|0|6.605297921|0|1.427566509|0.0|-0.002633927|4.59511985|2|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|1|0.0051989459999999|-0.05876042|0.038275248|0.06759341|-0.231165601|0.670787375|0.78144982|-0.016408975|0.85693939|0|-0.079346457|-0.072886362|0.01325562|-42.63505279|-39.1638643|7.122612351|167.3051756|-0.028770932|-21.04383087|3.827177229|0.699913551|-1.093295425|50.11479279|-15.45942012|49.75766514|2238.291862|475.1609233|833.537568|0.300086449|14.20898333|0.8888980340000001|161.2447749|-315.657463|0.020380352|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.07|78.25|0.0|0.0|4.0|-6.3|0.0|2.95|0.0269|27.0|2.78|0.0|0.0|7.85e-09|2.54e-06|-0.07037|2.66|-1043.577386|-1043.536121|561.04|297.38|0.3966|275.45|443.88|0.4988899999999999|4.7435|0.04126499|-1043.472984|5.4919|35.0|7.4559
12v_a36|0.0|1|0|0|0|7.412764017000001|2|1.297043692|0.0|-0.008411281|5.351858133|2|0.073329354|0.0|-0.487854327|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|-0.041914045|0.8792981679999999|0|-0.078158778|-0.105200486|0.027145269|-51.4172081|-69.20675352|17.85767346|113.7463918|-0.033118671|-45.52806671|11.74777471|0.6276553979999999|-1.788408258|88.07013157|-21.78731129|69.27488156|2846.057239|527.7920397|2328.221818|0.372344602|15.71271745|0.8580426609999999|244.9490697|-773.9771341000001|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|4.82|0.0|0.17|17.0|-6.69|1.89|78.43|1.0|0.0|5.0|-6.93|0.0|1.81|0.0464|35.0|2.65|0.0|0.0|2.03e-07|8.340000000000001e-05|-0.05219|2.65|-1347.475543|-1347.442792|671.56|334.77|0.4247|319.16|502.83|0.69298|6.1869|0.03275089|-1347.260743|7.9237|14.0|7.8539
18_a20|0.0|1|0|0|0|6.842683282|0|1.400923654|0.0|-0.008841844|4.727387819|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.090732503|0.8162774979999999|1|-0.0927760219999999|-0.095227339|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|-0.035934845|-42.1615378|4.787695004|0.8109110409999999|-1.904546783|72.31812218|-23.91074854|68.92770059|2809.844943|506.6038164|1822.210286|0.1890889589999999|15.51556677|0.936740671|125.81822920000002|-843.230756|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|3.48|2.76|0.08|27.0|-10.0|4.69|97.55|2.0|0.0|4.0|-6.13|0.0|3.78|0.00107|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05604|5.35|-1352.364724|-1352.32685|703.24|350.69|0.2991|207.41|531.11|0.31154|5.3978|0.03787435|-1352.135304|8.0505|34.0|7.4685
11_a4|0.0|0|0|0|1|7.535296702|1|0.626711769|2.159635561|-0.001098364|5.4161004020000005|2|-0.017835936|2.216390726|-0.056016567|0.011277653|-0.073554945|-0.0043410079999999|1|0.010782511|-0.030003079|-0.0278843589999999|-0.046906237|-0.145254541|0.6575743310000001|0.820318166|-0.007574475|0.875868891|1|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|-0.023620625|-21.81135655|3.118219598|0.7560913159999999|-1.110169356|44.63993001|-13.65094004|36.75497433|2452.527871|537.5354202000001|1640.559148|0.243908684|13.18281017|0.924411925|140.96082869999998|-370.7930613|0.011937709|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|1.0|1.0|3.31|3.49|0.23|21.0|-8.05|5.22|68.9|2.0|0.0|3.0|-5.74|0.0|4.16|0.00271|0.00395|3.99|0.0|0.0|8.89e-09|3.31e-06|-0.05582|3.2|-1467.463842|-1467.440475|630.04|328.0|151.0|252.67|479.99|0.4444|4187.0|0.02336674|-1467.255521|5.3012|0.11|6.9586
7_a15|0.0|0|0|0|0|0.0|0|1.419941457|0.0|-0.010310394|0.0|1|0.145944639|0.0|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|0.857287135|0.70084115|0.00364345|0.740089344|0|-0.074406877|-0.110819329|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|-0.026500274|-34.13832456|11.27499976|0.448664402|-1.2190126140000002|85.26222186|-14.70834175|61.6121151|2330.667514|466.9990754|1624.468817|0.551335598|9.971755103|0.657158418|306.0056033|-375.5215702|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|3.16|3.14|0.15|18.0|-7.19|4.64|61.84|2.0|0.0|5.0|-5.72|0.0|3.35|0.00516|0.0113|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|2.78|-1184.385377|-1184.367098|580.73|330.67|0.3463|279.33|499.86|0.64652|1.1115|0.01827873|-1184.224637|1631.0|227.0|6644.0
19f_a38|0.0|1|0|0|0|7.412764017000001|2|1.297044434|0.0|-0.007831113|5.351858133|2|-0.008118156|0.0|-0.4228801179999999|-0.002526241|0.035480177|-0.054832432|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|-0.4288343429999999|0.724208473|0.819222745|-0.094149094|0.8741648479999999|0|-0.085318318|-0.111307609|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|-0.037844587|-45.42524686|8.601162122|0.734437553|-1.892229356|84.35196967|-24.1763087|67.96791709|2776.145209|479.6831205|2846.860803|0.265562447|11.28936331|0.8313685409999999|169.6496169|-772.2291966|0.020733452|-299.5321167|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|4.82|2.48|0.14|17.0|-6.86|2.55|81.23|1.0|0.0|4.0|-6.77|0.0|2.67|29.0|0.0272|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05735|3.41|-1332.190216|-1332.160846|653.22|360.19|0.3205|233.07|495.68|0.38086|5.3152|0.02936908|-1332.004601|7.1655|73.0|7.1397
5_a18 (BIBF0775)|0.0|0|0|0|0|7.03438793|2|1.251175715|0.0|-0.005220163|4.844187086|1|-0.0366107389999999|0.0|-0.391512249|0.002526619|0.0002403959999999|-0.022817602|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.040022105|0.774859029|0|-0.068989967|-0.078246932|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|-0.029755876|-44.61038661|4.846666751|0.8159410579999999|-2.112667176|67.25977848|-22.46761997|58.5107823|3115.979466|636.6978809999999|1645.395714|0.184058942|18.98829281|0.937842434|138.97646310000002|-1204.480438|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|4.42|0.0|0.32|18.0|-9.21|3.69|76.5|3.0|1.0|3.0|-5.96|0.0|3.2|0.000425|0.000946|4.73|0.0|0.0|6.18e-10|3.06e-07|-0.04938|8.45|-1572.313227|-1572.290174|817.02|378.13|0.4825|378.13|691.68|0.69298|2.3389|0.02305362|-1571.914419|2.8009|34.0|7.4685
13k_a6|0.0|1|0|0|0|7.412764017000001|1|1.42421381|0.0|-0.014257799|5.351858133|1|0.051404465|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|-0.072504783|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|0.8694295409999999|0.7908110340000001|-0.123105035|0.84018367|0|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|-0.045420752|-61.29890279999999|14.31458589|0.7971316940000001|-2.543562101|100.7779947|-31.53366823|103.4959988|2966.890288|445.0412356000001|3332.974951|0.202868306|14.58291125|0.7422570490000001|140.8427117|-1225.9780560000002|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|3.68|2.8|0.16|23.0|-8.89|3.8|115.15|1.0|0.0|5.0|-6.59|0.0|3.18|0.00144|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.7e-07|-0.04851|5.41|-1465.862962|-1465.83213|731.25|349.49|0.3971|242.53|577.68|0.4547|8.1639|0.0308324|-1465.621288|10.5079|46.0|7.3372
11d_a5|0.0|1|0|0|0|6.605297921|0|1.388848584|0.0|-0.003373937|4.59511985|2|-0.125546291|0.0|-0.185566552|0.008307337|-0.138265707|0.01948342|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|0.786587307|0.783891527|0.036918829|0.831190148|0|-0.063028408|-0.0847408619999999|0.012828514|-40.04753555|-53.84338206|8.151092424|61.45330587|-0.029333375|-34.21147402|5.179111638|0.712305422|-1.525335513|65.35645739|-18.63809379|48.19862797|2540.78984|553.3617954|900.3825317|0.287694578|17.62784804|0.976150552|182.7978704|-615.8065323|0.018119737|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|4.14|66.93|1.0|0.0|5.0|-6.47|0.0|3.28|0.0278|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03767|2.59|-1239.127458|-1239.093739|682.09|301.89|507.0|280.66|594.45|0.66686|2.8731|0.03371838|-1238.914819|3.7008|15.0|7.8239
21a_a23|0.0|0|1|1|2|7.525639975|0|1.197963603|3.43622302|-0.005708466|5.4161004020000005|2|0.071115216|0.773970837|-0.3082571839999999|0.01269616|-0.133417036|-0.083864151|2|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|0.725800261|0.7367638240000001|-0.137122549|0.79188323|1|-0.051521215|-0.082341001|0.011564247|-34.01266735|-54.35891011|7.634348008|39.56172507|-0.03458322|-35.88602363|5.039953753|0.842121383|-1.729161021|61.73864319|-22.83074225|41.64701536|2880.257677|611.67123|2272.736256|0.157878617|15.66066298|0.969673962|104.2264415|-753.6064963|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|3.53|3.48|0.09|26.0|-7.78|4.33|105.02|2.0|1.0|4.0|-6.07|0.0|3.78|0.000552|0.00225|3.98|0.0|0.0|1.65e-08|7.03e-06|-0.07243|3.75|-1669.250866|-1669.23053|701.01|335.16|0.3692|335.16|558.61|0.60824|5.3733|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914
5g_a40|0.0|0|0|0|1|8.149890544|1|0.604913142|1.534673091|-0.016033575|6.167516491000001|0|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|-0.091116241|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0.795454476|0.818555255|-0.1312278909999999|0.882781953|1|-0.153687065|-0.14338431|0.024937196|-72.93994279|-68.05025116|11.83520323|216.425542|-0.049288357|-32.29667648|5.616992201|0.745349319|-1.577227413|80.22859145|-23.39227384|84.77514603|2054.810452|321.64971460000004|593.8133184|0.254650681|12.10939827|0.955183157|120.8573152|-355.2634413|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|0.0|3.13|1.96|0.21|14.0|-2.89|2.5|115.96|0.0|1.0|5.0|-6.6|0.0|2.01|0.0174|128.0|2.17|0.0|0.0|0.0013|391.0|-0.0540299999999999|4.02|-1328.055803|-1328.015099|489.04|356.27|261.0|356.27|367.19|0.6563|4.9132|0.04070345|-1327.982732|6.7957|123.0|6.9101
24_a47|0.0|0|1|1|1|6.86171134|0|1.304328602|1.225600378|-0.010774404|4.727387819|2|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|0.113432542|0.875198713|1|-0.075894947|-0.090995097|0.021522987|-42.71324947|-51.21152885|12.11301576|41.72753688|-0.032498249|-28.82156035|6.81713713|0.611603578|-1.364926459|69.27912772|-18.28983173|54.82626523|2642.775318|441.2021442|1239.381181|0.388396422|13.48797266|0.920079732|218.5873217|-432.3234052|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|1.0|3.14|3.12|0.05|21.0|-7.63|4.64|84.73|1.0|0.0|5.0|-6.48|0.0|3.31|0.00975|0.0121|3.16|0.0|0.0|2.32e-08|9.22e-06|-0.06517|4.46|-1696.105723|-1696.071577|578.94|312.5|0.2618|312.5|450.98|0.6835|2.6517|0.03414611|-1695.98597|3.6008|3.0|8.5
12d_a30|0.0|0|0|0|0|7.412764017000001|2|0.604984421|0.0|-0.006335328|5.351858133|2|-0.092984185|0.0|-0.354778373|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|0.8414737059999999|0.8017873000000001|-0.130412856|0.8532172109999999|0|-0.073829724|-0.094239701|0.015567102|-47.69710881|-60.88281322|10.05700314|85.1932288|-0.036246039|-39.33285959|6.497247279|0.8143892140000001|-1.884794029|69.55534551|-23.41646662|57.75411196|2784.836855|544.6198897999999|2323.480646|0.185610786|13.92427286|0.84254817|119.91237920000002|-786.6571918999999|0.013424098|-406.2173266|1495.177298|686.039456|8.672532296|1.0|0.0|1.0|4.75|0.0|0.17|17.0|-7.01|2.93|81.65|2.0|0.0|4.0|-5.81|0.0|2.91|0.0009119999999999|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05119|4.14|-1615.095823|-1615.063947|695.57|356.06|149.0|356.06|545.94|0.68608|4434.0|0.03187624|-1614.894406|4.8843|11.0|7.9508
25_a47|0.0|0|1|1|1|6.86171134|0|1.30432753|1.234859637|-0.010144825|4.727387819|2|-0.055724653|1.087932079|-0.486951604|-0.003963349|-0.035030495|0.002716049|1|-0.00269275|-0.120903298|-0.108691353|-0.235822787|-0.545763902|0.6553889970000001|0.8462332770000001|0.004104478|0.906449648|1|-0.073339312|-0.08797211|0.020224271|-44.52300552|-53.40631957|12.27779881|11.20142696|-0.031278972|-32.42203672|7.453635586|0.6238742279999999|-1.407553754|71.17072517|-18.98891362|56.80080434|2704.5905190000003|477.748546|1514.111398|0.376125772|13.26689626|0.908616158|228.3393366|-518.7525876|0.029261935|-150.4037281|1369.668876|513.2159236|17.76440561|0.0|1.0|1.0|3.26|3.27|0.1|21.0|-8.01|4.95|84.73|2.0|0.0|5.0|-6.3|0.0|3.62|0.00417|0.00626|3.53|0.0|0.0|9.79e-09|4.02e-06|-0.06331|4.78|-1735.414386|-1735.385814|626.55|310.91|287.0|258.29|491.7|0.53663|3.8832|0.0285712999999999|-1735.279715|5.1625|16.0|7.8
15b_a50|0.0|0|1|1|2|7.934155233999999|1|1.353059441|4.112770601|-0.0045393|5.82008293|1|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|-0.124047802|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.79846758|0.8259784720000001|-0.216393362|0.8833003970000001|1|-0.082576068|-0.080700307|0.020083792|-47.20879251|-46.13641893|11.48191704|274.85729960000003|-0.028069672|-26.37622116|6.564219549|0.639017342|-1.291204916|60.03646705|-16.04745006|58.69070955|2441.264256|469.3167805|1692.3273379999998|0.3609826579999999|13.22671714|0.919348867|206.3740238|-422.0195386|0.024313507|-158.95261259999998|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|3.56|2.11|0.19|20.0|-5.72|3.26|68.76|1.0|0.0|4.0|-6.98|0.0|2.37|0.2339999999999999|0.0891|2.11|0.0|0.0|1.92e-06|0.000687|-0.0333399999999999|2.08|-1160.4989460000002|-1160.463663|613.37|305.67|0.1796|305.67|475.99|0.65917|6.9054|0.03528279|-1160.330621|9.3788|79.0|7.1024
15_a10|0.0|0|0|0|1|7.535296702|1|1.277647202|2.124460476|-0.0027892409999999|5.4161004020000005|2|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|0.682616223|0.808676284|-0.105662909|0.863438637|1|-0.059234364|-0.074144604|0.018614889|-35.30133759|-44.18725043|11.09373722|33.67392858|-0.025240716|-26.33385303|6.61142847|0.646412648|-1.186313662|56.66229609|-15.04246823|46.39507481|2549.580207|545.6177511|2288.954984|0.353587352|11.23924661|0.767351752|210.7240726|-421.3416484|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|3.29|3.31|0.23|21.0|-8.3|4.72|52.83|2.0|1.0|4.0|-6.07|0.0|3.83|13.0|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|3.12|-1604.08794|-1604.057542|641.98|326.3|0.4553|214.05|484.05|0.41458|4.5192|0.03039798|-1603.907391|6.1563|33.0|7.4815
1n_a5|0.0|1|0|0|0|6.605297921|0|1.427557749|0.0|-0.007315978|4.59511985|2|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|-0.047910067|1|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|0.6805709409999999|0.77828693|-0.087019366|0.8402078140000001|0|-0.082180848|-0.081950989|0.023129277|-47.1725036|-47.04056285|13.27640087|63.58796786|-0.030493391|-27.00168194|7.620766672|0.627751746|-1.311215832|63.57058627|-17.50346525|60.44890447|2437.279452|450.71720610000006|889.4388375|0.372248254|15.27080096|0.937489579|213.67365440000003|-432.02691110000006|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|2.88|2.67|0.05|23.0|-8.07|3.99|80.76|1.0|0.0|5.0|-6.41|0.0|3.14|0.0193|0.0234|2.91|0.0|0.0|8.43e-09|3.01e-06|-0.06186|4.19|-1179.209088|-1179.169527|607.15|282.82|0.3789|282.82|481.06|0.44786|0.6234|0.03956123|-1179.073189|0.7104|27.0|7.5686
4a_a49|0.0|0|0|0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|2|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.032396301|0.856023531|1|-0.094228246|-0.087863033|0.017143497|-57.79201133|-53.88810275|10.51443916|313.22432680000003|-0.0292876779999999|-33.05061877|6.448709504|0.650301539|-1.4936715669999998|68.37721704|-17.96270092|68.30645049|2675.628678|464.3095353|1647.61849|0.349698461|15.01791558|0.8926425020000001|214.47685|-561.8605190000001|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|0.0|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|2.83|92.93|1.0|0.0|5.0|-7.52|0.0|2.42|211.0|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|3.34|-1313.19945|-1313.158118|660.19|327.34|0.1935|262.35|504.63|0.35731|3.9716|0.04133192|-1312.98289|4.8706|32.0|7.4949
12aa_a36|0.0|1|0|0|0|7.412764017000001|2|1.297043479|0.0|-0.011588438|5.351858133|2|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|-0.013898809|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|0.892815402|0.833911317|-0.023185884|0.888163057|0|-0.1066659309999999|-0.117270578|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|-0.04126187|-54.83906299|11.04423694|0.731335741|-2.228140982|96.18613736|-28.21625599|89.09222754|2928.7759760000004|471.12395210000005|2418.848273|0.2686642589999999|14.60824604|0.812554922|183.7216658|-1041.942197|0.023386634|-316.3903377|2083.417693|689.2886595|15.99256772|0.0|0.0|0.0|4.83|0.0|0.13|17.0|-6.14|0.98|112.29|1.0|0.0|5.0|-7.79|0.0|1.15|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.05111|3.88|-1401.662677|-1401.617177|701.99|318.73|0.4446|318.73|520.19|0.6931|3.5904|0.04550032|-1401.45065|4.7433|9.0|8.0458
12ab_a36|0.0|1|0|0|0|7.412764017000001|2|1.297042596|0.0|-0.007034881|5.351858133|2|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|-0.029080933|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|0.86559137|0.831136366|-0.051707317|0.888163057|0|-0.079202413|-0.095025338|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|-0.033434841|-45.21303385|11.46782191|0.679025324|-1.805481415|82.3666474|-23.06276515|71.2577056|2902.39241|580.1454645|2390.849902|0.320974676|15.18764075|0.941700118|221.4026852|-859.0476432|0.024384271|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|0.0|0.0|4.86|0.0|0.17|17.0|-7.05|1.95|92.99|1.0|0.0|5.0|-7.21|0.0|1.8|0.0503|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.23|-1364.509957|-1364.468283|712.73|319.17|0.4451|319.17|564.58|0.69294|3.6976|0.04167456|-1364.300531|5.3228|11.0|7.9586
