molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
5a_a50|0.0|0|0.0|0.0|7.927685046000001|1|1|1.3972442980000002|-0.00148647|1|2.475383677|-0.256097122|10.93256969|2|0.01228899|0.028229556|-0.102607753|-0.168135655|1|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|-0.038932964|-0.065209836|0.2814514|-34.7974024|5.435098605|0.030107124|16.06582337|-18.56865899|2.900288114|60.04351409|0.66527517|-0.978147545|-11.08625592|26.21058426|0.4528093929999999|517.556163|-521.9610361|1605.985157|0.33472483|10.76914508|0.8275167520000001|178.61652859999998|-278.5298849|18.24602704|0.017576522|784.5791628|9.379218813|1.0|1.0|3.5|3.28|0.14|-6.24|3.66|4.33|35.64|2.62|0.0|101.86|0.0|2.0|-3.89|2.0|0.0|1.0|1.0|0.000129|42.0|3.14e-05|5.7e-07|5.6146|3.39|4.0159|-1029.930364|-1029.905844|582.98|0.2735|220.82|455.34|0.6725399999999999|-1029.734933|0.1156|-0.16659|3.9843|0.02452028|4.1|5.3872
14m_a23|0.0|0|0.0|-4.405643132|7.423568444|0|0|1.197955072|-0.008929306|2|0.665608656|-0.034213923|10.3132176|2|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|2|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|0.268552591|-62.09952738|12.51396625|0.0741882|51.59888942|-43.19105542|8.703631619|0.0|0.7958339090000001|-1.964289314|-35.21393496|63.1440955|0.476833897|643.9145427|-1366.189602|2263.262957|0.204166091|16.42895711|0.911438824|142.0002583|-950.2032192|34.33353583|0.017997351|1716.6767920000002|12.51739962|1.0|1.0|3.51|3.17|0.09|-8.23|4.42|6.19|105.02|3.82|2.0|125.29|0.0|6.0|-6.38|7.0|1.0|0.0|0.0|4.1200000000000004e-07|0.000198|1.61e-06|5.94e-09|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|0.3335|337.15|572.31|0.65552|-1966.721362|0.3335|-0.15208|6.1522|0.02296475|3.0|8.5171
20b_a10|0.0|0|0.0|0.0|7.535296702|1|1|1.343837209|-0.007463406|2|1.854149459|-0.042013549|10.92966143|1|0.002637529|-0.049452599|0.019531637|0.031942481|2|0.761071345|0.052265135|-0.022843761|0.817426568|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|0.6741049840000001|-56.53849503|8.331370518|0.24740823|158.09355980000004|-36.12803002|5.323735696|91.02309592|0.7616213270000001|-1.85807612|-38.78052212|69.02087825|0.454087415|480.905232|-1187.308396|2257.777328|0.238378673|13.838742600000002|0.8317951020000001|152.3236842|-758.6886304|28.34404003|0.0171045989999999|1558.922202|10.92981783|1.0|1.0|3.54|3.15|0.11|-8.93|4.23|5.0|95.92|2.41|2.0|129.73|0.0|5.0|-5.22|5.0|0.0|0.0|1.0|6.05e-06|0.00271|8.13e-06|1.1699999999999999e-09|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|0.2782|208.89|482.93|669.0|-1465.333983|0.1382|-0.16388|5725.0|0.03930765|1.1|5.9586
7a_a8|0.0|1|3.1730222510000003|0.0|7.535296702|1|1|1.4000287219999998|-0.010269971|1|0.0|0.004607684|10.94671402|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|1|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0|0.718410375|-0.102174163|-0.101880506|0.238462711|-59.83546383|20.79408196|0.281589625|165.38046830000002|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|80.80201312|0.477611327|421.9297638000001|-1077.038349|1702.719465|0.266115601|14.73814865|0.914283468|156.2924154|-632.5556427|34.12990316|0.0265990589999999|1467.585836|15.62189947|0.0|1.0|3.34|3.06|0.05|-7.27|3.96|3.49|92.93|2.01|1.0|105.83|0.0|3.0|-4.86|5.0|0.0|0.0|1.0|1.36e-05|0.00522|2.29e-05|5.3600000000000004e-08|4.5808|5.2|3.0704|-1291.313963|-1291.287017|605.72|315.0|270.66|494.48|0.70367|-1291.10235|0.1575|-0.12889|9.9646|0.0269461|24.73|4.6068
12ay_a36|0.0|1|3.50559949|0.0|7.412764017000001|2|2|1.2970434|-0.006733838|2|0.0|0.012286423|10.9463292|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|1|0.78699829|-0.109624825|-0.111814717|0.833398429|0.857993338|0|0.829406408|-0.074251203|-0.098945129|0.419950383|-64.13591431|11.67851857|0.170593592|110.578217|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|59.80790901|0.4530143439999999|537.618563|-1282.718286|3238.138932|0.221835195|11.82248632|0.828201506|143.79285900000002|-831.4538627999999|29.43551742|0.015670425|1648.388976|10.15751916|1.0|0.0|4.96|0.0|0.21|-7.34|3.76|2.5|69.2|2.45|1.0|133.68|0.0|5.0|-4.54|4.0|0.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|4.55e-08|3.9348|3.79|3.6561|-1311.576473|-1311.547668|674.33|0.2939|315.09|532.22|0.6914|-1311.282556|0.1464|-0.15056|6.2579|0.02880431|18.0|7.7447
4h_a46|-3.74433321|0|0.0|0.090767245|7.825245291|1|1|0.3002050539999999|-0.005778576|2|0.0|-0.021951549|10.31928028|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|2|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|0.767244275|-0.083155747|-0.083997524|0.659584488|-65.90523417|7.900037181|0.232755725|182.6222935|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|73.14480467|0.4866209529999999|601.9869510999999|-1581.72562|3180.526173|0.194493895|15.85230406|0.947878486|152.6017078|-1241.036544|29.75215152|0.011589523|1963642.0|9.093247153|1.0|1.0|4.63|2.99|0.3|-9.2|3.46|6.18|124.17|2.27|2.0|142.08|0.0|6.0|-6.53|6.0|1.0|0.0|0.0|2.97e-07|0.000149|2.06e-06|6.38e-10|4.2444|8.5|4.18|-1923.926093|-1923.878801|792.61|0.5451|292.11|682.14|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|0.04729184|229.0|6.6402
3d_a12|0.0|0|0.0|0.0|0.0|1|1|1.28383852|-0.008186708|3|0.0|-0.002185753|10.95472859|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.237203828|2|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|-49.24083018|5.717316796|0.145275317|74.63869204|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|40.06333231|0.472404561|439.1353855|-738.6124526000001|1205.356874|0.22571647|10.96674758|0.89539167|115.96727140000002|-379.4799315|23.26659057|0.01611886|953.9302134|8.281452338|1.0|1.0|3.98|2.71|0.11|-7.51|3.37|2.19|50.17|2.26|0.0|100.28|0.0|3.0|-3.52|4.0|0.0|1.0|1.0|0.000302|0.0945|0.000123|3.08e-08|4.2114|3.1|3.7719|-1006.727999|-1006.704001|548.21|0.3336|294.4|411.35|0.6572100000000001|-1006.556654|0.1583|-0.15387|2.2068|0.02399772|25.0|7.6021
4c_a46|0.0|0|0.0|0.139403726|7.825245291|1|1|1.134637091|-0.005085922|1|0.0|-0.051150771|10.94298307|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|1|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|-55.2981278|8.799732282999999|0.109222605|69.02325225|-34.9456654|5.56099297|53.13410852|0.840753785|-1.662574604|-25.41708422|49.01980408|0.450883931|562.9269925|-1050.664428|2487.942529|0.159246215|13.06174141|0.8211086059999999|100.6356847|-663.9676426|22.31552819|0.008510983|1249.669579|5.378517586|1.0|1.0|4.09|3.8|0.38|-7.62|5.11|5.24|57.01|3.4|2.0|115.03|0.0|5.0|-5.55|4.0|0.0|1.0|0.0|2.8e-06|0.00109|5.3e-06|2.39e-08|5.4579|6.38|4.1026|-1245.4159619999998|-1245.392965|683.75|0.2296|227.16|617.56|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|0.02299741|2008.0|5.6972
15b_a10|0.0|0|0.0|0.0|7.535296702|1|1|1.3438370730000002|-0.002413027|2|2.0455289690000003|-0.082365722|10.92966694|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|2|0.791078367|-0.058258414|-0.104250125|0.83320417|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|0.697099355|-50.44100799|10.94939968|0.078081026|53.52386591|-34.57687319|7.505718446|118.6253241|0.670236374|-1.398090862|-21.77253505|42.7113409|0.414077981|631.9674549|-958.3791518|2603.829652|0.329763626|11.42472965|0.706711759|226.0501037|-656.9605906|24.65365821|0.017637846|1429.912176|12.09059037|0.0|1.0|3.61|3.89|0.32|-8.18|4.34|4.44|56.07|2.14|1.0|123.73|0.0|7.0|-4.35|5.0|0.0|1.0|0.0|4.46e-05|0.0185|2.28e-05|6.609999999999999e-09|5.7620000000000005|2.74|3.7625|-1317.766641|-1317.736865|721.17|0.3575|215.17|587.53|0.68906|-1317.429772|0.1595|-0.15579|4.7752|0.02977516|85.0|7.0706
1h_a5|0.0|1|2.9516097130000003|0.0|6.605297921|0|0|1.427564094|-0.001978474|2|0.0|-0.1197834419999999|10.94466758|1|0.007357977|-0.043247682|0.034752304|0.0578378779999999|2|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|-36.2462047|4.588992214|0.119359774|62.25239147|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|39.84574434|0.489507204|459.3001331|-579.9392753|819.6979313999999|0.2549450239999999|13.14687756|0.958891501|132.96722079999998|-302.4687931|19.45961351|0.01585373|778.3845404|8.268552715|1.0|1.0|2.8|2.07|0.05|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|0.0|3.0|-4.25|3.0|0.0|1.0|1.0|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.87e-09|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|0.3333|266.52|430.83|0.57155|-990.472129|0.1754|-0.17797|2.2396|0.031392033|28.0|7.5528
15a_a22|0.0|0|0.0|0.0|6.842683282|0|0|1.4229176680000002|-0.0050042229999999|2|1.614660505|-0.057308195|10.9464374|1|0.005757758|0.036467904|-0.097476465|-0.165471815|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|0.410151945|-55.4621036|14.43653926|0.13335968|90.52525878|-37.6479704|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|56.35672103|0.444668211|588.2800507999999|-1109.242072|2169.226845|0.297264929|14.6895113|0.800725296|201.7850124|-752.9594081|30.3550786|0.0216014629999999|1578.4640869999998|14.66318798|1.0|1.0|3.42|2.86|0.08|-9.21|3.87|4.31|85.59|1.73|1.0|124.05|0.0|6.0|-4.65|5.0|0.0|0.0|1.0|2.25e-05|0.00945|2.1e-05|6.1e-10|5.0577|4.98|3.6496|-1368.35331|-1368.321775|696.57|312.0|245.14|541.27|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|0.03153544|143.0|6.8447
12bi_a36|0.0|1|3.466222049|0.0|7.412764017000001|2|2|1.297042566|-0.00902707|2|0.0|-0.067142264|10.95958518|1|0.002872872|0.056936052|-0.176729938|-0.289604649|1|0.812921349|0.0997949019999999|0.071329141|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|-75.1419557|24.16125901|0.214998882|150.12481100000002|-52.46851415|16.87080604|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|82.05687954|0.461975362|548.1337538|-1127.129336|2660.0547690000003|0.500339677|15.71382803|0.85865094|349.3664649|-787.0277122|38.89295091|0.037590587|2255.791153|26.24794923|1.0|1.0|4.97|0.0|0.21|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|0.0|7.0|-4.11|6.0|0.0|0.0|0.0|7.75e-05|0.0342|7.13e-05|1.6100000000000005e-07|3.8855|2.68|3.6851|-1461.997992|-1461.966152|742.94|0.4214|319.1|603.92|0.69207|-1461.69263|0.0252|-0.15078|7.0514|0.0318395999999999|14.0|7.8539
11a_a31|0.0|1|2.856083711|0.0|7.773594467000001|1|1|0.610138462|-0.02376325|0|0.0|-0.1217573119999999|10.31170041|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|0|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.271818874|-81.26889906|20.91187076|0.513245044|259.0291941|-41.01552988|10.55399384|71.03772901|0.735254945|-1.932331673|-38.68354874|97.560141|0.451795285|245.6599349|-975.2267888|1769.346573|0.264745055|10.5643234|0.8241360790000001|133.6139513|-492.1863586|39.01114987|0.031626337|1326.379096|15.96146849|0.0|1.0|3.26|2.16|0.13|-4.65|3.93|2.94|125.57|0.57|0.0|83.12|0.0|3.0|-4.81|6.0|0.0|0.0|1.0|1.5399999999999998e-05|0.00506|0.000161|2.22e-05|3.8042|3.97|3.8042|-1441.452616|-1441.411622|529.63|0.2797|325.92|407.76|0.69222|-1441.327731|0.2797|-0.15515|6.4691|0.04099365|0.19|6.7212
13_a15|0.0|0|0.0|0.0|0.0|1|1|1.4356889940000002|-0.006348913|3|0.0|-0.031047852|10.95980212|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|2|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|-61.86632281|10.21906987|0.114512421|72.25096855|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|53.45565817|0.482317225|558.6934137000001|-1237.326456|3581.589629|0.244716567|10.07307988|0.931684902|154.4025434|-780.6841766|28.24531009|0.01672103|1638.227985|10.55004024|1.0|0.0|4.13|4.19|0.07|-8.9|4.33|6.69|59.51|2.52|2.0|138.24|0.0|6.0|-6.32|4.0|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|1.27e-09|3942.0|5.04|2.5721|-1450.756042|-1450.727602|674.36|208.0|314.52|549.33|0.70626|-1450.399387|0.0003|-0.11283|3.5479|0.02844037|6.0|8.2218
15_a10|0.0|0|0.0|0.0|7.535296702|1|1|1.277647202|-0.0027892409999999|2|1.981569297|-0.055918786|10.92966702|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|2|0.808676284|-0.079744227|-0.105662909|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.710970489|-44.18725043|11.09373722|0.084473199|50.34268476|-26.33385303|6.61142847|108.7226878|0.646412648|-1.186313662|-21.03820054|46.39507481|0.434181679|545.6177511|-706.9960069|2288.954984|0.353587352|11.23924661|0.767351752|210.7240726|-421.3416484|23.27068984|0.020932674|1093.722422|12.47504566|1.0|1.0|3.29|3.31|0.23|-8.3|4.91|4.72|52.83|2.53|2.0|111.21|0.0|5.0|-4.48|4.0|0.0|1.0|1.0|3.32e-05|13.0|1.56e-05|5.01e-09|5.7922|3.12|3.7997|-1604.08794|-1604.057542|641.98|0.4553|214.05|484.05|0.68543|-1603.851644|0.1647|-0.1574|4.5192|0.03039798|33.0|7.4815
8b_a50|0.0|1|3.1324050960000003|0.0|7.860570786|1|1|1.398299046|-0.0045301379999999|1|1.98971238|-0.009441452|10.945024|2|0.007057361|-0.170496134|-0.065440141|-0.116174481|1|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|0.267094693|-37.39727879|10.30543157|0.154650918|74.08248511|-17.91443197|4.93661461|0.0|0.6717097959999999|-1.092961836|-16.66636363|45.09730487|0.428882006|404.9478761|-523.561903|1401.458274|0.328290204|9.26652151|0.75095166|157.2609748|-250.8020475|21.65129387|0.024280552|779.4465792000001|11.63112165|1.0|1.0|3.21|1.69|0.06|-5.94|3.14|3.41|59.39|1.79|0.0|89.78|0.0|2.0|-3.44|3.0|0.0|1.0|1.0|0.000359|108.0|0.000154|1.16e-06|4.5256|2.11|4.1804|-967.3527447|-967.3160428|515.81|0.1717|273.96|353.17|0.59283|-967.212701|121.0|-0.1724099999999999|3.8213|0.036701907|68.0|7.1675
7_a27|0.0|0|0.0|0.0|6.842683282|0|0|1.40247849|-0.00601016|2|1.280380317|-0.096754293|10.93773474|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|2|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.358145768|-47.44936449|8.475438874|0.14888586|83.57286704|-26.6343589|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|42.57323098|0.466714317|477.7488532|-759.1898319000001|1497.873267|0.236435287|12.087978|0.875167537|132.7162621|-426.1497425|22.09489892|0.014441323|994.2704516|8.106228264|1.0|1.0|3.24|3.41|0.2|-6.61|3.32|3.05|65.6|2.88|0.0|102.36|0.0|3.0|-4.06|4.0|0.0|1.0|1.0|8.66e-05|0.0299|5.2e-05|2.43e-07|4.1205|5.37|4.1205|-1122.455548|-1122.433757|606.74|0.4179|300.9|505.5|0.61278|-1122.249324|0.4179|-0.16734|4.2487|0.02179141|1.0|9.0
3o_a32|0.0|1|3.644417045|0.0|7.773594467000001|1|1|0.609420753|-0.006253394|1|2.240993002|-0.117781901|10.3110027|3|0.000243592|-0.117744493|-0.061774721|-0.11221537|0|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|-55.03672286|7.218280399|0.162219176|93.52833522|-31.73171751|4.161738248|0.0|0.7850948190000001|-1.4318674340000002|-24.51306152|49.73468603|0.455089918|483.0270239|-825.5508427999999|2469.87467|0.214905181|11.73098001|0.835165165|123.9047338|-475.9757626|23.36733582|0.0130649069999999|1051.530112|7.532642302|1.0|1.0|3.47|3.06|0.32|-7.27|6.39|4.2|122.97|1.58|1.0|112.07|0.0|3.0|-5.72|4.0|0.0|0.0|1.0|1.89e-06|0.00072|1.87e-05|5.35e-08|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|0.2851|350.9|464.85|0.70216|-1805.277864|0.2851|-0.14652|3.2729|0.03088166|0.24|6.6198
3k_a32|0.0|1|3.644417045|0.0|7.97831097|0|1|0.609420759|-0.005745086|0|2.256213388|-0.0902541999999999|10.31100271|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|0|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|0.31016741|-51.21653025|6.970844822|0.122251759|68.92687468|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|47.07915023|0.472646737|494.8840288|-717.0314235000001|1970.06814|0.21942773|11.6688363|0.89626209|123.7157466|-404.2701347|21.36272325|0.012327787|918.5970998|6.9505405620000005|1.0|1.0|3.47|3.48|0.32|-7.23|7.12|5.78|110.94|2.41|2.0|105.36|0.0|3.0|-7.04|3.0|0.0|0.0|1.0|9.16e-08|3.3600000000000004e-05|2.47e-06|5.86e-08|3.5363|3.81|3.5363|-1750.164914|-1750.1383649999998|611.65|0.3082|350.6|452.36|0.70268|-1749.957584|0.3082|-0.14667|3.2233|0.02654958|9.0|8.0605
12u_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604983445|-0.006935447|2|0.0|0.028815747|10.31162873|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|1|0.83236194|-0.055829439|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|-65.55148142|10.42404292|0.15055905|100.8445957|-43.90644499|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|62.26136323|0.443167712|568.9563615000001|-1245.478147|2608.6452440000003|0.189537132|14.01586754|0.7958728709999999|126.9521524|-834.2224549|31.36222814|0.014495402|1536.749179|9.709034401|1.0|0.0|4.63|0.0|0.14|-7.8|5.11|3.92|81.65|3.79|2.0|137.3|0.0|5.0|-6.58|4.0|0.0|0.0|1.0|2.64e-07|0.000123|9.14e-07|1.58e-08|3.5003|5.08|3.5003|-2494.962309|-2494.927579|705.15|0.1502|354.21|559.16|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|0.03472994|34.0|7.4647
8a_a50|0.0|1|3.139870661|0.0|7.860570786|1|1|1.39826105|-0.00439531|1|1.99158738|-0.150515325|10.94501357|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|1|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|0.278028663|-41.48493288|9.480859015|0.139123262|70.12485884|-20.91041439|4.778811898|0.0|0.751415713|-1.234552044|-17.58335405|44.36511568|0.46183401|433.9235497|-622.2739931|1503.563342|0.248584287|10.69309012|0.858162757|125.2985144|-313.6562159|21.23424244|0.017017336|828.1354551|8.577560914|1.0|1.0|3.34|2.01|0.11|-6.32|3.63|3.71|59.39|2.02|0.0|94.75|0.0|2.0|-3.86|3.0|0.0|1.0|1.0|0.000138|0.0433|7.48e-05|4.82e-07|5.622000000000001|2.69|4.1738|-1006.671867|-1006.637067|548.47|0.18|220.53|396.63|0.60625|-1006.508913|0.1217|-0.17244|3.5509|0.03479985|47.0|7.3279
12bg_a36|0.0|1|3.434779148|0.0|7.412764017000001|2|2|1.29692796|-0.0076819|2|0.0|-0.060117593|10.95885259|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|1|0.836170906|-0.023460562|-0.033696875|0.892249657|0.771220556|0|0.840610352|-0.075439837|-0.102664465|0.543472602|-70.42534258|13.44952052|0.159389648|109.3374477|-48.31008346|9.22604612|14.85588272|0.747867728|-1.847960372|-35.49918495|65.19942617|0.46245521|576.6383913|-1267.656166|2915.548359|0.252132272|14.04434294|0.860310096|172.9566471|-869.5815023|33.900544700000005|0.01946912|1695.0272350000002|13.35534589|1.0|0.0|4.75|0.0|0.14|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|0.0|5.0|-5.08|4.0|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|1.74e-08|3.8944|4.42|3.8944|-2152.13793|-2152.104584|703.94|0.4409|318.36|554.7|0.69395|-2151.914954|0.4409|-0.15743|6.6844|0.03334656|15.0|7.8239
16_a31|0.0|1|3.096824452|0.0|7.758333467000001|1|1|0.61013894|-0.020181753|0|0.0|-0.00795845|10.31170095|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|0|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.142079397|-0.150315165|0.29485045|-70.82239128|17.63615984|0.4535498739999999|213.694252|-33.36862997|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|84.57819254|0.427771627|257.4650715|-779.0463041|1212.615438|0.26919564|9.649327262|0.747554032|126.8340354|-367.0549296|32.30339751|0.027684692|1066.012118|13.04390063|0.0|1.0|3.2|1.93|0.14|-4.94|3.8|2.83|114.29|0.78|0.0|80.57|0.0|2.0|-4.36|4.0|0.0|0.0|1.0|4.38e-05|0.0131|0.000254|1.16e-05|3.6596|1.7|3.6596|-1308.242314|-1308.202828|503.18|0.2534|338.79|369.73|0.70108|-1308.113026|0.2534|-0.15231|3.7419|0.03948619|0.09|7.0458
9_a1|0.0|1|3.358585365|0.0|6.86171134|0|0|1.432397289|-0.00614716|1|0.0|-0.079063236|10.94877277|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|1|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.166794384|-49.42275468|6.495805626|0.244723542|141.093898|-28.49439431|3.745117974|0.0|0.7816897429999999|-1.371558857|-26.88743664|53.13133578|0.452572261|435.4501351|-790.7640749|1739.0376789999998|0.2183102569999999|13.91191974|0.826725116|125.865476|-455.910309|23.52578164|0.014186995|1011.608611|8.17942725|1.0|1.0|2.78|2.66|0.05|-8.98|5.86|5.57|58.64|2.74|2.0|102.84|0.0|4.0|-4.68|4.0|0.0|0.0|1.0|2.07e-05|0.00739|1.62e-05|1.04e-09|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|0.5409|370.88|487.19|0.70296|-1187.011122|0.5409|-0.13413|4.1623|0.03294951|6.0|5.2218
4d_a49|0.0|0|0.0|0.0|7.535296702|1|1|1.343847746|-0.006135653|2|1.76904838|-0.053327669|10.92777282|1|0.001356445|-0.151004418|0.000511959|0.000850823|2|0.783870915|-0.008564167|0.023137464|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|0.410804214|-52.95392476|8.392883773|0.2473653539999999|152.3727245|-32.61868996|5.16986937|57.16412513|0.654728051|-1.461432343|-34.12740785|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|1640.195062|0.3452719489999999|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|26.44129877|0.022019681|1374.947536|13.56373757|0.0|1.0|3.38|2.68|0.22|-7.58|3.16|2.8|98.72|1.25|1.0|115.63|0.0|6.0|-3.13|5.0|0.0|0.0|1.0|0.000743|296.0|0.0004509999999999|2.64e-08|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|0.2549|215.82|495.7|0.6782100000000001|-1293.049085|0.0879|-0.15888|4.3005|0.0395418|18.0|7.7447
