molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12m_a36|0.0|1|0|3.40403699|0|2|2|1.297043522|0.0|0.013543656|0.0|-0.667165917|-0.006653538|-0.025127218|10.95440733|1|1|-0.004569485|-0.052743904|-0.090926893|-0.52644768|0.825587924|-0.075712087|-0.064035403|0.849217847|0|0.711961428|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|15.24099981|193.174369|-0.04260035|-54.45666327|107.233999|0.7471181240000001|-2.300418875|-45.120107|96.11918789|-28.57011677|82.51872026|0.465323422|2925.315028|477.48014630000006|-19.16067782|0.252881876|0.8702895190000001|6434.374756|38.24042793|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|0.0|1.0|0.0|3.0|4.83|0.0|0.13|112.29|1.28|131.85|0.0|6.0|-4.1|0.0|-3.8|7.96e-05|0.0338|0.000159|2.11|0.0|0.000305|-0.05114|3.8658|3.8658|-1401.654499|-1401.6158890000002|0.4718|0.69382|-1401.385923|0.4718|0.03861003|-1401.446557|9.1003|0.03|7.5229|7.5229
14n_a23|0.0|0|1|0.0|2|0|0|1.197963531|3.3716621960000004|0.009802461|0.747533142|-0.376950283|0.010561248|-0.049694913|10.3132176|2|2|0.010508236|-0.110069159|-0.199540201|-0.404569286|0.802854174|0.219354173|-0.099694124|0.71381683|1|0.89327435|-0.082430028|0.209387766|0.027028617|-39.82324087|18.26553926|72.12361433|-0.032325501|-37.64460956|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-14.76259199|0.313179459|0.885393105|6740.54932|31.80611809|0.0242495529999999|-252.5011125|1622.112023|683.7405759|16.3874892|0.0|0.0|1.0|1.0|1.0|3.53|3.66|0.09|114.25|2.72|126.78|0.0|6.0|-5.63|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.4217|-1744.450916|-1744.42791|0.4229|0.6955|-1744.1828670000002|0.4229|0.02300614|-1744.244532|7.2975|1.0|9.2441|9.2441
47g_a18|0.0|0|0|0.0|0|1|1|1.251175676|0.0|-0.005500039|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0|0.00531392|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.750610215|-0.009917608|-0.014370598|0.745431271|0|0.834424154|-0.08547236|0.413435809|0.013404131|-55.35188184|11.37505183|140.5114492|-0.029212072|-61.55384106|47.07867403|0.731870777|-2.307753726|-46.97287277|86.33162323|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|708.1114197|-21.03738872|0.268129223|0.966014041|7870.887027|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|1.0|1.0|2.0|4.87|0.0|0.34|88.97|2.79|164.47|1.0|13.0|-6.11|0.0|-5.52|7.76e-07|0.000421|3.01e-06|4.52|1.0|3.27e-07|-0.04413|3.0965|3.0965|-1743.375845|-1743.346243|0.5955|0.69828|-1742.7686640000002|0.5955|0.02960182|-1742.847918|5.9864|9.0|8.0458|8.0458
12m_a30|0.0|0|0|0.0|0|2|2|0.6049842529999999|0.0|0.096631895|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|1|1|0.0026474159999999|-0.084317059|-0.152855196|-0.5409445629999999|0.832758813|-0.036924662|-0.0974968869999999|0.770326886|0|0.783260049|-0.103359773|0.415971907|0.027352277|-57.96147772|18.55926485|147.06395700000002|-0.0405332439999999|-47.58675592|237.0982213|0.773732767|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-18.66147291|0.226267233|0.8173893040000001|6658.711303|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.13|114.67|2.06|133.52|0.0|6.0|-6.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.000165|-57.0|5.0617|3.5496|-1743.215323|-1743.174906|255.0|0.68404|-1742.965888|0.1615|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
14d_a23|0.0|0|1|0.0|2|0|0|1.197963465|3.405551724|0.058368697|0.758207139|-0.288522152|0.01269616|-0.019307114|10.313217800000002|2|2|0.01180744|-0.074441567|-0.136106024|-0.4483522929999999|0.772008792|0.006563565|-0.088996384|0.6906097959999999|1|0.921694462|-0.078282292|0.213597535|0.018596017|-35.40917327|12.25371621|51.59888942|-0.032878563|-33.99063559|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|2878.955374|607.3441532|-14.27606695|0.209653392|0.833166062|6459.554383|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|1.0|3.52|3.62|0.09|105.02|3.24|125.25|0.0|5.0|-5.85|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|7.03e-06|-0.0725799999999999|3688.0|8.1555|-1669.24571|-1669.224874|0.3807|8.1555|-1668.983743|336.18|0.02083626|-1669.045136|8.1555|4.0|8.4001|8.4001
17a_a22|0.0|0|0|0.0|1|0|0|1.2689202|1.866510299|-0.0422459529999999|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|1|1|0.0027615779999999|-0.076790454|-0.126659773|-0.3626566539999999|0.7562495659999999|0.155547571|-0.010355535|0.7994946709999999|1|0.8594770140000001|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|9.597299109|96.01444244|-0.030843667|-41.03828927|0.0|0.710958975|-1.758088991|-33.68866751|73.26110471|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|-14.39939974|0.289041025|0.945313306|6343.687177000001|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|13.19906822|1.0|1.0|1.0|1.0|1.0|4.02|-3.24|0.15|68.52|2.01|128.29|0.0|7.0|-4.75|0.0|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|3.62|0.0|3.23e-07|-0.15124|4.8502|1.3971|-1408.300966|-1408.279257|185.0|0.71303|-1407.8711|0.0085|0.02170866|-1407.935792|2268.0|82.0|7.0862|7.0862
12r_a30|0.0|0|0|0.0|0|2|2|0.604984545|0.0|-0.015167821|0.0|-0.400352091|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.44083509|0.83236194|-0.007140234|-0.105767484|0.591758164|0|0.72072745|-0.109990462|0.451652492|0.019137908|-58.32042638|12.36992712|180.5098625|-0.040404659|-45.9515743|0.0|0.790065337|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|0.464481911|2976.944611|465.8474777|-16.88017015|0.209934663|0.867350555|6735.090739|33.05530181|0.016970201|-374.9717191|1619.709789|616.2856203|10.96881384|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.14|81.65|3.58|127.19|0.0|5.0|-5.49|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|3e-05|-0.05244|5067.0|3.5111|-1774.236548|-1774.2026670000002|0.1908|0.68476|-1774.009422|0.1522|0.03388131|-1774.070699|6.5511|29.0|7.5317|7.5317
14h_a23|0.0|0|1|0.0|2|0|0|1.197963488|3.309480899|0.043538466|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|10.31321773|2|2|0.009266617|-0.0686282459999999|-0.131709531|-0.4460845129999999|0.79263722|0.143102066|-0.05745554|0.669357479|1|0.923430574|-0.081058742|0.223157991|0.021982565|-43.02851162|14.81983413|51.620282|-0.033774476|-36.84086528|86.83095818|0.753100584|-1.621174834|-29.00823506|67.44368679|-22.76950546|57.84834575|0.48032488|3010.418229|622.5428245|-15.35036053|0.246899416|0.924279155|6722.809649|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|0.0|1.0|1.0|1.0|3.47|3.2|0.04|128.81|2.39|125.0|0.0|5.0|-5.68|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|1.4800000000000002e-05|-0.08532|4.0506|3.6689|-1722.1762399999998|-1722.148272|0.3424|0.69933|-1721.9314420000003|0.2727|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
18_a3|0.0|1|0|2.897754472|0|0|0|1.43179288|0.0|-0.256375952|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|1|0.005799063|-0.035611069|-0.064953613|-0.2495754869999999|0.714658751|0.0355413979999999|-0.051083228|0.6858831809999999|1|0.8419576209999999|-0.0846755|0.217881538|0.013796397|-31.07331853|6.1383958|70.31739201|-0.031753312|-16.76239841|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|-14.12792012|37.21171433|0.483376636|1938.093995|374.610053|-6.285899403999999|0.317507797|0.935646099|3928.183499|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|0.0|1.0|1.0|1.0|1.0|2.62|1.81|0.0|67.35|0.93|80.35|0.0|2.0|-2.82|0.0|-3.27|0.0015|411.0|0.000537|1.79|0.0|4.07e-05|-0.05769|3.9765|3.9765|-889.9619321|-889.9402005000001|0.3326|0.6671699999999999|-889.850598|0.3326|0.02173162|-889.894728|3.3664|0.03|7.5229|7.5229
2_a27|0.0|0|0|0.0|2|0|0|1.402655014|3.250529415|0.09890645|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|1|1|0.00988756|-0.21066171|-0.361571905|-0.475677812|0.796022385|0.137868605|0.027777778|0.60904903|1|0.8468699609999999|-0.081513931|0.408120957|0.019809599|-29.42169804|9.972342226|77.08713259|-0.029261411|-20.65736087|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|2210.487938|426.3224749|-7.415462877|0.331537817|0.7934621359999999|4774.521748|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|0.0|1.0|0.0|2.9|3.06|0.11|65.6|2.42|92.58|0.0|2.0|-3.19|0.0|-3.7|0.000644|204.0|0.0002009999999999|2.18|0.0|0.0004599999999999|-0.04933|4.1624|4.1624|-1043.821085|-1043.7984|0.3217|0.55857|-1043.665151|0.3217|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
1e_a5|0.0|1|0|2.953259375|0|0|0|1.427503886|0.0|-0.260066152|0.0|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|1|1|0.007357977|0.034752304|0.0578378779999999|-0.201027861|0.771487328|0.045376705|-0.075239398|0.6977404359999999|0|0.8805795|-0.069725333|0.373935381|0.008587563|-35.30075748|4.461204261000001|62.03846573|-0.0278901329999999|-18.81719677|0.0|0.7473936259999999|-1.115605324|-18.33860051|44.38364879|-14.48881117|39.76196174|0.482579989|2107.092939|457.4574833|-7.526878708|0.2526063739999999|0.932665879|4342.827698|19.38578369|0.0157106539999999|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|1.0|1.0|1.0|2.83|2.17|0.05|54.46|2.13|95.45|0.0|3.0|-4.25|0.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|1.21e-06|-0.04186|4746.0|4.4292|-990.6320386|-990.6006645|0.5156|0.51802|-990.471803|0.1355|0.0313740589999999|-990.522307|3.0386|191.0|6719.0|6719.0
4c_a49|0.0|0|0|0.0|1|1|1|1.343847672|2.102052126|-0.048954892|1.78683516|-0.339843311|0.001379959|-0.102999091|10.92777281|1|1|0.00202792|-0.001005604|-0.001647802|-0.412652341|0.7796063109999999|-0.052237757|0.010868461|0.752601535|1|0.76159824|-0.086290519|0.407675441|0.012079228|-56.5385923|7.782541015|153.60017230000005|-0.029809452|-35.82016427|59.70585149|0.724053828|-1.639519861|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|-12.37423857|0.275946172|0.898629005|6046.668361|26.5256103|0.0173567219999999|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|1.0|2.0|3.49|2.97|0.25|98.72|1.47|120.43|0.0|7.0|-3.5|0.0|-3.58|0.000314|0.13|0.000265|1.81|0.0|4.4e-06|-0.0623299999999999|5.74|3.8067|-1332.647233|-1332.607539|0.2411|0.67789|-1332.336755|0.0821|0.03969431|-1332.398001|4.9358|255.0|6.5935|6.5935
4b_a46|0.0|0|0|0.0|1|1|1|1.1346370890000002|2.189591837|-0.155670183|0.0|-0.058945144|0.012332859|-0.135121207|10.96200942|1|1|0.011806162|-0.079238184|-0.123416853|-0.16915334|0.7306307590000001|-0.263387881|-0.153841155|0.69830739|0|0.935245062|-0.070236212|0.27128814|0.007568202|-28.58477842|4.127907383|35.31914031|-0.0229342729999999|-20.89467173|56.7922535|0.8104680259999999|-1.123779397|-15.59093155|42.65239101|-12.50898928|32.7126858|0.428987199|2105.172229|510.1086157|-6.822749952000001|0.189531974|0.751274223|4681.895329999999|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|0.0|1.0|1.0|0.0|3.9|3.03|0.38|43.6|2.58|101.7|0.0|2.0|-4.35|0.0|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|2.12e-05|-0.02729|4.5515|4.5515|-1033.556797|-1033.535029|0.1784|0.68682|-1033.3243619999998|0.1784|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
16b_a32|-3.3094926630000003|1|1|3.2902303|0|0|0|0.2980105389999999|0.0|0.0873104119999999|2.033356859|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|3|-0.00180101|-0.1202046419999999|-0.222700615|-0.586122949|0.852956281|0.056127969|-0.098450203|0.6762731040000001|1|0.7465375040000001|-0.1083060409999999|0.559199331|0.015808858|-56.84546999|10.12961779|162.40756509999997|-0.0345657579999999|-44.4669946|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|-14.19159402|0.252363732|0.709394251|6612.089615999999|29.62431176|0.017136832|-317.3487516|1392.342653|597.8890744|10.98052464|1.0|0.0|1.0|1.0|2.0|3.71|2.48|0.28|165.49|0.41|114.43|1.0|7.0|-6.28|1.0|-4.55|5.19e-07|0.000225|2.84e-05|3.14|0.0|1.1e-05|-0.05946|3.6211|3.6211|-2315.990437|-2315.951437|0.2849|0.70233|-2315.757928|0.2849|0.03900066|-2315.819979|7.0093|17.0|7.7696|7.7696
21a_a23|0.0|0|1|0.0|2|0|0|1.197963603|3.43622302|0.1049806919999999|0.773970837|-0.3082571839999999|0.01269616|-0.133417036|10.31321782|2|2|0.01180744|-0.074441567|-0.136106024|-0.484404194|0.7367638240000001|0.1022509819999999|-0.137122549|0.6906097959999999|1|0.926538469|-0.082341001|0.224766417|0.011564247|-34.01266735|7.634348008|48.49696614|-0.03458322|-35.88602363|82.08958626|0.842121383|-1.729161021|-22.45408125|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|611.67123|-15.07212993|0.157878617|0.969673962|6464.524241|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|1.0|3.53|3.48|0.09|105.02|3.24|125.25|0.0|5.0|-5.89|0.0|-5.28|1.3e-06|0.000552|5.29e-06|3.98|0.0|7.03e-06|-0.07243|3.6993|3.6993|-1669.250866|-1669.23053|0.3692|0.60824|-1668.989671|0.3692|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
7a_a8|0.0|1|0|3.1730222510000003|1|1|1|1.4000287219999998|1.4494883790000002|-0.11821781|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|1|1|0.002028046|-0.019499132|-0.032195997|-0.412963751|0.764224152|0.033708575|-0.032562221|0.681200974|0|0.718410375|-0.101880506|0.238462711|0.035405618|-60.00793116|20.79408196|165.38046830000002|-0.042647654|-35.14198015|71.85980901|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|-14.71059634|0.266115601|0.914283468|5907.9340090000005|34.12990316|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|3.06|0.05|92.93|2.01|105.83|0.0|3.0|-4.86|0.0|-4.64|1.36e-05|0.00522|2.29e-05|3.24|0.0|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|-1291.287017|315.0|0.70367|-1291.10235|0.1575|0.0269461|-1291.156661|12.8748|24.73|4.6068|4.6068
3d_a12|0.0|0|0|0.0|0|1|1|1.28383852|0.0|0.092417272|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|0|0|-0.000643935|-0.1394967999999999|-0.237203828|-0.532019854|0.7697403429999999|-0.097468573|-0.108208213|0.8605417409999999|0|0.8547246829999999|-0.0958414059999999|0.2443206489999999|0.011128076|-34.34601551|5.717316796|74.63869204|-0.035063929|-25.2986621|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-9.255608086|0.22571647|0.89539167|4509.417998|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|1.0|3.98|2.71|0.11|50.17|2.26|100.28|0.0|3.0|-3.52|0.0|-3.91|0.000302|0.0945|0.000123|2.81|0.0|9.64e-06|-0.06842|4.2114|3.7719|-1006.727999|-1006.704001|0.3336|0.6572100000000001|-1006.556654|0.1583|0.02399772|-1006.606666|3.0037|25.0|7.6021|7.6021
21c _a23|0.0|0|1|0.0|2|0|0|1.197962776|3.311482916|0.178300778|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|2|2|0.0035741379999999|-0.0201427689999999|-0.036896213|-0.596546056|0.782543953|0.149511954|-0.060079444|0.7301130229999999|1|0.790596437|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|9.976937758|148.8448086|-0.040210758|-49.86692499|94.32302529|0.834557275|-2.171380929|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|-20.31615463|0.165442725|0.881854988|7227.157398|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|2.0|3.68|3.11|0.08|148.11|2.49|133.35|1.0|6.0|-5.63|1.0|-4.72|2.35e-06|0.0011|1.92e-05|2.86|0.0|2.2e-05|-0.07892|3.6649|3.6649|-1837.964768|-1837.932192|0.3329999999999999|0.5885699999999999|-1837.67081|0.3329999999999999|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
3m_a32|0.0|1|1|3.575728458|0|0|1|0.609420748|0.0|0.013867955|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|3|3|0.000822186|-0.04918838|-0.086806406|-0.49476131|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|0.798023273|-0.09390309|0.317009723|0.013428623|-50.60363458|8.029854976000001|120.7751424|-0.027127559|-33.57626169|0.0|0.674468222|-1.220740175|-30.25923462|67.1606709|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|-9.699808932|0.325531778|0.882303773|5724.714257|24.05057475|0.018412178|-208.6520032|1082.275864|554.9424306|11.00984957|1.0|0.0|1.0|1.0|1.0|3.51|2.93|0.3|128.01|1.74|110.36|0.0|3.0|-5.94|0.0|-4.86|1.14e-06|0.000449|1.39e-05|3.57|0.0|1.65e-05|-0.05731|3.5749|3.5749|-1863.502681|-1863.46877|0.2952|0.7026600000000001|-1863.279862|0.2952|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383|7.6383
36_a18|0.0|0|0|0.0|0|2|2|1.25117638|0.0|0.050448408|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|0|0.000825855|-0.079721028|-0.12139648|-0.493920601|0.741135729|-0.010091893|0.0059061|0.721836103|0|0.804293867|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|6.722004572|139.3536816|-0.031922305|-40.46339026|83.34177364|0.812056067|-2.074949798|-39.43509046|65.59412783|-22.73046122|62.10402945|0.4751830729999999|2979.013751|572.70209|-16.1853561|0.187943933|0.905426346|6799.65027|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|1.0|1.0|1.0|3.0|4.19|0.0|0.28|85.29|3.13|146.24|0.0|7.0|-5.68|0.0|-5.28|2.09e-06|0.000975|5.19e-06|4.18|0.0|3.210000000000001e-07|-0.04991|3.1908|3.1908|-1493.686737|-1493.661092|0.4674|0.69372|-1493.266344|0.4674|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
24_a47|0.0|0|1|0.0|1|0|0|1.304328602|1.225600378|0.0453435129999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|1|1|-0.004514441|-0.111494046|-0.2494728939999999|-0.540463145|0.812650394|-0.005097239|0.113432542|0.627160379|1|0.7839491009999999|-0.090995097|0.214985826|0.021522987|-42.71324947|12.11301576|121.5922303|-0.032498249|-28.82156035|47.170683|0.611603578|-1.364926459|-24.03877652|69.27912772|-18.28983173|54.82626523|0.479188295|2642.775318|441.2021442|-10.29341441|0.388396422|0.920079732|6022.202634|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|0.0|1.0|2.0|3.14|3.12|0.05|84.73|2.86|104.73|0.0|5.0|-4.61|0.0|-4.52|2.46e-05|0.00975|3.05e-05|3.16|0.0|9.22e-06|-0.06517|3.9675|3.9675|-1696.105723|-1696.071577|0.2618|0.6835|-1695.93106|0.2618|0.03414611|-1695.98597|3.6008|3.0|8.5|8.5
15b_a10|0.0|0|0|0.0|1|1|1|1.3438370730000002|2.145379897|-0.197213588|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|1|1|0.011928706|-0.174170642|-0.27395395|-0.195505087|0.791078367|-0.058258414|-0.104250125|0.7199249390000001|1|0.921918974|-0.07358373|0.697099355|0.015973068|-31.76194123|10.94939968|53.52386591|-0.024105015|-34.57687319|118.6253241|0.670236374|-1.398090862|-21.77253505|62.53159836|-16.52377848|42.7113409|0.414077981|2716.468606|631.9674549|-11.32690674|0.329763626|0.706711759|6105.426726|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|0.0|1.0|1.0|1.0|0.0|3.61|3.89|0.32|56.07|2.14|123.73|0.0|7.0|-4.35|0.0|-4.64|4.46e-05|0.0185|2.28e-05|3.49|0.0|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|-1317.736865|0.3575|0.68906|-1317.429772|0.1595|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
12s_a30|0.0|0|0|0.0|0|2|2|0.604984545|0.0|-0.00019297|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.446807335|0.83236194|0.006789196|-0.080971844|0.591758164|0|0.706713791|-0.103647048|0.404041243|0.019324097|-58.75255278|12.51292194|189.9114627|-0.040189672|-43.45862792|0.0|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|2977.11642|457.6180044|-16.8513047|0.209518167|0.877516163|6639.7334200000005|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|11.26623|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|81.65|3.58|127.19|0.0|5.0|-5.49|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|3e-05|-0.0551|5.0438|3.5348|-1774.236634|-1774.202623|0.2148|0.68458|-1774.01033|0.1576|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
43_a18|0.0|0|0|0.0|0|2|2|1.251175234|0.0|0.032999679|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|0|0|0.003801459|-0.140532044|-0.2093696189999999|-0.460675034|0.713379703|-0.023109314|-0.0579590709999999|0.712848727|0|0.852344887|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|5.35147222|114.6724699|-0.0311212229999999|-49.60799696|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|69.46280937|-24.16948112|59.84418608|0.481954273|3172.923606|661.9512957999999|-18.77059344|0.125626651|0.930331529|7428.282915000001|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|1.0|1.0|2.0|4.54|0.0|0.34|76.5|3.7|160.76|0.0|9.0|-6.45|0.0|-5.96|3.55e-07|0.00018|1.09e-06|5.1|0.0|1.28e-07|-0.04949|3.2233|3.2233|-1611.621186|-1611.598032|0.5429|0.6926800000000001|-1611.126246|0.5429|0.02315412|-1611.198355|3.6943|625.0|6.2041|6.2041
14_a15|0.0|0|0|0.0|0|0|0|1.43568901|0.0|-0.058775738|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|0|0|0.0034254209999999|-0.120626133|-0.184255041|-0.3848940629999999|0.719993769|-0.021648026|-0.028227917|0.7933685340000001|0|0.8870890459999999|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|9.403293601|72.36402409|-0.032888795|-37.68282812|2.923143027|0.770309725|-1.743106111|-26.20964538|68.59458198|-21.0782518|50.29869851|0.406717767|2612.691478|568.5306056|-13.50893838|0.229690275|0.685538423|5861.387612|27.36334635|0.015286995|-346.4801021|1450.257357|673.7288405|9.797353271|1.0|1.0|1.0|1.0|1.0|3.56|3.72|0.12|56.27|2.87|119.95|0.0|6.0|-6.22|1.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.105795|-1281.0669369999998|0.3131|0.7055899999999999|-1280.809256|0.0054|0.03885834|-1280.87015|5.0894|0.03|7.5229|7.5229
