molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
18a_a25|0.0|0|0|0.0|1|0|0|1.194229606|1.875390684|-0.151473962|2.050257213|-0.170732995|0.007643634|-0.018419483|10.31286118|1|1|0.007325341|-0.037072518|-0.06333068|-0.2936794219999999|0.7385460309999999|-0.039007784|-0.035531959|0.7291583840000001|1|0.931628386|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|6.317215793|45.33086513|-0.03097773|-34.36707071|0.0|0.817072039|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|2857.88027|617.676232|-13.61714122|0.182927961|0.973559258|6523.923911999999|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|1.0|1.0|3.5|3.43|0.08|87.72|2.88|133.85|0.0|6.0|-6.33|0.0|-5.77|4.65e-07|0.000202|1.71e-06|4.76|0.0|7.28e-08|-0.05591|5.4965|3.1711|-1675.274716|-1675.2501519999998|0.3234|0.5274399999999999|-1674.982248|0.0027|0.02456497|-1675.04368|4.3839|94.0|7.0269|7.0269
12ak_a36|0.0|1|0|3.501132553|0|2|2|1.270373882|0.0|-0.052930979|0.0|-0.407322296|0.0042553209999999|-0.116440196|10.95268014|1|1|0.005035022|-0.099596099|-0.163978382|-0.439326642|0.815627016|0.051506104|-0.0265703679999999|0.860667615|0|0.848705143|-0.091761476|0.537460657|0.019931266|-49.87483724|14.3700664|109.0807368|-0.032660864|-47.69888026|25.9007405|0.737439195|-1.926990997|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|2830.816014|611.9003905000001|-16.97756755|0.262560805|0.735576751|6240.396899|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|1.0|0.0|1.0|1.0|2.0|5.05|0.0|0.24|69.2|2.66|138.33|0.0|6.0|-4.95|0.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|0.0|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|-1350.865407|0.4514|0.7034699999999999|-1350.57563|0.0001|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
11b_a31|0.0|1|0|3.248213341|0|1|1|0.610137403|0.0|0.078614731|0.0|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|2|2|-0.010716217|-0.101934423|-0.16780872|-0.564706551|0.834596039|0.067031897|-0.074254978|0.7943850720000001|0|0.545458754|-0.148709304|0.26165445|0.037758271|-80.0942166|21.02499452|253.1028809|-0.044612791|-46.10900197|87.78853803|0.669723835|-1.784511651|-44.59898223|100.3071755|-24.84180719|101.1192111|0.473305522|2410.572158|303.7286124|-13.83270059|0.330276165|0.8986339170000001|5202.545866|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|1.0|2.0|3.41|2.29|0.24|125.57|0.79|92.51|0.0|5.0|-4.74|0.0|-3.75|1.82e-05|0.00649|0.000178|2.46|0.0|0.00128|-0.03574|3.8437|3.8437|-1520.085181|-1520.0430279999998|0.2634|0.70073|-1519.909742|0.2634|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
11f_a5|0.0|1|0|2.967866825|0|1|1|1.370797007|0.0|-0.251797205|0.0|-0.227966183|0.00722997|-0.178881726|10.94877949|1|1|0.008309782|-0.128153787|-0.203228986|-0.230681941|0.756843253|-0.008110526|-0.016518403|0.750555185|0|0.847356138|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|15.41338844|106.23633909999998|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|589.7388387999999|-10.77881574|0.489052404|0.8628345190000001|5969.213977|30.31104695|0.030351311|-15.23851001|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|76.16|1.03|126.79|0.0|7.0|-3.95|0.0|-4.26|0.000112|0.0477|5.479999999999999e-05|2.7|0.0|9.06e-07|-0.03862|4.4523|4.1356|-1391.7602960000002|-1391.722248|0.5834|0.64937|-1391.444853|0.1834|0.03804804|-1391.50739|2.9697|12.0|7.9208|7.9208
12aj_a36|0.0|1|0|3.482902101|0|2|2|1.29704406|0.0|-0.056210607|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|1|1|0.003962098|-0.104118159|-0.1763783589999999|-0.43462267|0.812278823|0.091113865|-0.072770961|0.856274847|0|0.8269863129999999|-0.10279655|0.251263868|0.018305468|-46.79363201|11.73352271|110.89910559999998|-0.0368515929999999|-42.23511741|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-15.14089115|0.22507266|0.905958957|5763.333098|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|1.0|0.0|2.0|4.84|0.0|0.17|69.2|2.24|128.72|0.0|5.0|-4.16|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|-1272.241135|0.5616|0.70423|-1271.9998859999998|0.0082|0.03225532|-1272.060325|7.8393|17.0|7.7696|7.7696
12_a4|-3.2834578760000004|0|0|0.0|1|1|1|0.295190368|2.070952433|-0.1494133309999999|1.587386096|-0.113938738|0.005795666|-0.093414896|10.31168324|1|1|0.009024784|-0.051501982|-0.085553511|-0.220286906|0.8157155359999999|-0.036425699|0.04172421|0.531333552|1|0.805238097|-0.074699711|0.636722126|0.01168879|-41.69390404|6.936764267999999|115.5823166|-0.025916226|-26.30835499|7.519189887|0.717772573|-1.269895089|-24.74343259|53.59101661|-15.38009964|48.6306683|0.470780296|2927.48584|477.8721263000001|-9.127388465|0.282227427|0.889574393|6390.233612|21.42753878|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|0.0|1.0|1.0|0.0|3.41|2.94|0.23|86.12|2.17|113.02|0.0|4.0|-4.18|0.0|-4.33|6.57e-05|0.0266|4.64e-05|2.72|0.0|5.85e-06|-0.06898|4.8592|3.8083|-1617.861623|-1617.826064|0.1194|0.68825|-1617.57796|0.0464|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
12k_a30|0.0|0|0|0.0|0|2|2|0.604984231|0.0|-0.001755273|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|1|0.0053380919999999|-0.089279071|-0.154412059|-0.4186541|0.830875659|0.001281277|-0.067714819|0.7933543279999999|0|0.815083558|-0.098188266|0.340031035|0.024177669|-52.35426525|16.01752015|122.5057244|-0.035199567|-43.09444587|0.0|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-15.44895229|0.291863802|0.893775698|6393.133321|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|1.0|4.72|0.0|0.17|90.88|2.51|133.77|0.0|6.0|-5.44|0.0|-4.93|3.59e-06|0.00154|1.19e-05|3.84|0.0|7.87e-05|-0.05055|5.1958|3.4715|-1690.302721|-1690.269144|0.2257|0.6864899999999999|-1690.031103|0.1512|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
12f_a30|0.0|0|0|0.0|0|2|2|0.60498366|0.0|0.156569208|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|1|1|-0.004395528|-0.077457998|-0.226973911|-0.6394697460000001|0.8246767140000001|-0.043091382|-0.071123509|0.593245722|0|0.8357464459999999|-0.108935062|0.56363596|0.01570263|-63.81176255|11.07796031|115.8783181|-0.0452183279999999|-54.21787616|1.45550709|0.815175332|-2.396571368|-45.01820228|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|-22.5055335|0.184824668|0.8958126809999999|7634.176316|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.17|90.88|2.82|133.96|0.0|7.0|-6.7|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|3.19e-05|-0.05464|5.0587|3.5298|-1988.032639|-1987.998635|0.2166|0.68471|-1987.782125|0.1596|0.03400408|-1987.848015|4.6865|19.0|7.7144|7.7144
3k_a32|0.0|1|1|3.644417045|0|0|1|0.609420759|0.0|-0.001009768|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|3|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0.779649252|-0.127713677|-0.129124455|0.7681279190000001|1|0.8777482409999999|-0.090839907|0.31016741|0.0123637989999999|-40.10830541|6.970844822|68.92687468|-0.029575784|-28.87643819|0.0|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-9.40163104|0.21942773|0.89626209|5259.698672|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.47|3.48|0.32|110.94|2.41|105.36|0.0|3.0|-7.04|0.0|-5.61|9.16e-08|3.3600000000000004e-05|2.47e-06|4.97|0.0|2.15e-05|-0.05321|3.5363|3.5363|-1750.164914|-1750.1383649999998|0.3082|0.70268|-1749.957584|0.3082|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605|8.0605
1k_a5|0.0|1|0|2.9020229360000003|0|0|0|1.427567903|0.0|-0.216088148|0.0|-0.120771321|0.003886035|-0.145151027|10.9489659|1|1|0.003708988|0.019611905|0.045204303|-0.254495542|0.7824502320000001|-0.011552666|-0.022280685|0.558485747|0|0.7836926809999999|-0.074297856|0.425724957|0.010892351|-40.40908188|5.571869083999999|110.6497654|-0.0301207529999999|-19.44172742|0.498979532|0.724954458|-1.114467843|-20.67084672|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-7.881781385|0.275045542|0.929220303|4479.484358|21.25369168|0.019219352|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|1.0|1.0|1.0|2.71|2.02|0.0|54.46|2.29|90.44|0.0|3.0|-3.97|0.0|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|1.58e-06|-0.04516|4.7221|4.4063|-1050.548505|-1050.51717|0.6242|0.5282|-1050.418953|0.1239|0.03133456|-1050.468159|2.3036|48.0|7.3188|7.3188
5b_a50|0.0|0|1|0.0|2|1|1|1.397278957|4.190114953|-0.253064589|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|2|0.012290091|-0.1052449509999999|-0.175158017|-0.140506919|0.791163321|0.019856551|-0.1866330389999999|0.6642694929999999|1|0.958606481|-0.061164973|0.271653991|0.012204641|-20.90908698|6.200250541|21.02890062|-0.02140774|-15.78596849|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|-5.525088972000001|0.411250953|0.8058479690000001|4577.809819|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|1.0|1.0|0.0|3.37|2.91|0.1|35.64|2.4|96.89|0.0|2.0|-3.48|0.0|-4.19|0.000335|105.0|6.47e-05|3.06|0.0|0.0004269999999999|-0.0256899999999999|5.6332|4.0222|-990.6114185|-990.5849031|0.2749|0.66968|-990.43875|0.1094|0.02651535|-990.487545|6.1284|12.23|4.9126|4.9126
3i_a32|0.0|1|1|2.417426304|0|0|0|0.6094207970000001|0.0|-0.157360524|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|3|3|-0.0106761939999999|-0.054335108|-0.212967423|-0.537667101|0.833699527|-0.337053202|0.030060554|0.54844677|1|0.893827987|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|8.064907632|55.97682661|-0.044627482|-31.48976464|0.201037767|0.77072347|-1.472706897|-25.92886531|71.27609889|-23.52884474|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-12.4050588|0.22927653|0.732035793|5656.349227000001|30.52825775|0.021905206|-285.465827|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|3.1|2.49|0.13|110.94|2.09|88.28|0.0|3.0|-6.27|1.0|-5.16|5.37e-07|0.000197|6.85e-06|4.23|0.0|4.01e-05|-0.06518|3642.0|3642.0|-1891.833327|-1891.811327|0.4765|0.70322|-1891.738614|0.4765|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
19_a4|-3.21497177|0|0|0.0|1|1|1|0.29641517|1.943606348|-0.121320311|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|1|1|0.009687676|-0.0255403279999999|-0.042058265|-0.245630631|0.774746438|0.152550043|-0.190513834|0.514505012|0|0.820765063|-0.0759826109999999|0.285282038|0.013022539|-38.9063534|7.168604362000001|98.66465411|-0.028945757|-23.02459887|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|-8.771275759|0.235119747|0.85352261|5232.561157|20.83197214|0.0143733|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|0.0|1.0|0.0|3.46|2.52|0.16|73.23|2.16|98.19|0.0|3.0|-3.81|0.0|-3.97|0.000156|0.0547|0.000106|2.62|0.0|0.0002839999999999|-0.05294|4.1858|4.1858|-1446.939719|-1446.909868|0.3806|0.67535|-1446.760398|0.3806|0.02985188|-1446.813896|7.1079|19.5|4.71|4.71
12o_a36|0.0|1|0|3.444418304|0|2|2|1.297042837|0.0|0.01340619|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|1|1|-0.000472698|-0.126068378|-0.213993335|-0.5110239679999999|0.799869816|0.141570244|-0.01854899|0.817582774|0|0.7592112809999999|-0.10624773|0.514457955|0.023402195|-59.0895896|16.85373064|173.4105814|-0.03541591|-55.10596064|112.1259723|0.666462845|-2.018706878|-42.554984000000005|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|546.7667677000001|-18.36865355|0.333537155|0.885724665|6622.134304|38.27030489|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|1.0|0.0|3.0|4.97|0.0|0.17|98.3|1.49|138.06|0.0|7.0|-3.54|0.0|-3.64|0.000292|128.0|0.000227|1.85|0.0|5.18e-05|-0.05456|5.1927|3.8726|-1440.969954|-1440.926241|0.4075|0.67273|-1440.671057|0.2888|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
18b_a30|0.0|0|0|0.0|0|2|2|0.604987149|0.0|0.036563014|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|1|1|0.0036417359999999|-0.049287858|-0.090115975|-0.45633339|0.822401103|0.022695194|-0.089945913|0.760234689|0|0.869340364|-0.09536285|0.413791511|0.019880184|-52.09100293|13.14992762|86.42600053|-0.036237883|-41.72392601|0.0|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|2915.383182|575.0330633|-15.85509189|0.240284312|0.7388650920000001|6387.715069|31.55111394|0.0184861069999999|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|0.0|1.0|4.78|0.0|0.13|105.44|2.17|131.99|0.0|5.0|-5.49|0.0|-4.8|3.23e-06|0.00137|1.57e-05|3.59|0.0|8.47e-05|-0.06142|3.5256|3.5256|-1668.034279|-1667.995173|0.3576|0.67715|-1667.788575|0.3576|0.03910602|-1667.849173|6.5037|25.0|7.6003|7.6003
12e_a36|0.0|1|0|3.490984269|0|2|2|1.29704412|0.0|-0.064019914|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|1|0.003962098|-0.104118159|-0.1763783589999999|-0.43688276|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0|0.838086387|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|12.12502373|102.9838531|-0.036203518|-40.85494129999999|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-14.64611103|0.238923581|0.875194483|5929.071389|30.25577504|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|11.26845175|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|69.2|2.24|128.72|0.0|5.0|-4.16|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.04962|3.8364|3.6699|-1272.2668210000002|-1272.23645|0.4537|0.70007|-1271.999945|0.0006|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
7c_a8|0.0|1|0|3.17138259|1|0|0|1.400027586|1.4416758790000002|-0.244222944|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|1|1|0.004301963|-0.047874|-0.077006275|-0.328286221|0.740795639|0.0092411059999999|-0.196826366|0.6881348629999999|0|0.848923958|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|19.18974586|94.73836511|-0.03366688|-35.30467154|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|0.492823119|2716.5013510000003|532.3522286|-13.23925183|0.373097855|0.971698707|6013.168519|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|0.0|1.0|1.0|3.44|3.1|0.09|92.93|1.82|112.76|0.0|5.0|-5.0|0.0|-4.67|1e-05|0.00399|2.14e-05|3.37|0.0|6.91e-06|-0.07472|4.6061|3.1406|-1331.8206369999998|-1331.793312|275.0|0.70321|-1331.567632|0.1779|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
12y_a36|0.0|1|0|3.479963309|0|2|2|1.29704385|0.0|-0.061103469|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|1|1|0.003724542|-0.095253274|-0.1619981409999999|-0.434990282|0.820226782|0.046673879|-0.0498101409999999|0.856135378|0|0.83704133|-0.098532865|0.424572485|0.019404665|-51.48548385|13.04507243|109.55137340000002|-0.036493654|-44.53093547|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|0.487285656|2793.629988|562.7133986|-16.49293906|0.244264266|0.950403792|6082.16777|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|12.59396622|1.0|0.0|1.0|0.0|2.0|4.88|0.0|0.12|69.2|2.38|133.84|0.0|6.0|-4.58|0.0|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|3.94e-05|-0.05002|3.8794|3.8794|-1310.350902|-1310.315063|0.4358|0.66796|-1310.077567|0.4358|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
12aa_a30|0.0|0|0|0.0|0|2|2|0.604983643|0.0|-0.101407312|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|1|1|0.005111479|-0.12254489|-0.207153446|-0.394520145|0.809127478|0.024991407|-0.012535889|0.794193541|0|0.8126513129999999|-0.101368383|0.418522684|0.030906491|-54.50378741|21.58471858|130.84205079999998|-0.033789461|-49.44198469|0.0|0.630759573|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-16.48066156|0.369240427|0.872457337|6944.511023|37.41227352|0.029670025|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|100.11|2.2|140.26|0.0|7.0|-5.61|0.0|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|6.720000000000001e-05|-0.04966|5.1925|3.4642|-1804.818818|-1804.784381|0.1667|0.68642|-1804.516348|0.1506|0.03443621|-1804.582558|6.4878|8.0|8.1135|8.1135
9g_a24|0.0|1|0|2.931798469|1|0|0|1.427608366|1.7647373919999998|-0.318471716|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|0.013119312|-0.0273623029999999|-0.049325609|-0.079421802|0.7931626959999999|0.13372961|-0.045107345|0.657503038|0|0.8671367529999999|-0.065668047|0.383340003|0.01876163|-32.080056199999994|9.283063574|65.73938109|-0.021297745|-16.07665151|0.0|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|429.0504306|-5.214049137|0.518073552|0.746821416|4355.725609|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|1.0|1.0|2.8|1.78|0.06|72.28|0.64|87.53|0.0|3.0|-2.49|0.0|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|0.000113|-0.03585|5.2521|4.2802|-984.5891383|-984.5565078|0.2444|0.64993|-984.447764|0.1023|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
12w_a30|0.0|0|0|0.0|0|2|2|0.604983445|0.0|0.063514061|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.83236194|-0.032835151|-0.080971844|0.711738503|0|0.8522163970000001|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|10.59162334|101.3366249|-0.037237182|-45.15435649|0.0|0.8077976990000001|-1.824621925|-36.02242934|75.77366969|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|-17.50883211|0.192202301|0.8230829059999999|6888.291006999999|31.60926388|0.014471302|-422.1196298|1548.85393|685.6665849999999|9.923109661|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|81.65|3.79|137.3|0.0|5.0|-6.58|0.0|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|7.39e-06|-0.05682|5.0632|3.5585|-2494.966575|-2494.932002|0.2639|0.68423|-2494.743475|0.1614|0.0345723|-2494.807027|3.0068|15.0|7821.0|7821.0
3a_a12|0.0|0|0|0.0|0|1|1|1.28383802|0.0|0.13714555|0.0|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|0|0|-0.001011111|-0.072889493|-0.1213636769999999|-0.5274624179999999|0.7038021990000001|-0.021522321|-0.032466697|0.8847197109999999|0|0.871985494|-0.090803706|0.241900756|0.009433302|-34.84701355|4.615711776|62.63745781|-0.034924502|-21.73969523|0.0|0.781050096|-1.362055589|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|426.6622302|-8.361421244|0.2189499039999999|0.859002624|4230.717811|21.87893986|0.015909241|-275.0354486|853.2786545|381.0058252|7.784386645|1.0|1.0|0.0|1.0|1.0|3.84|2.74|0.05|37.28|3.09|97.52|0.0|3.0|-3.6|0.0|-4.06|0.00025|0.0745|8.8e-05|3.15|0.0|9.33e-06|-0.06829|4.2336|3.7304|-951.3711872|-951.3480023|0.3201|0.66895|-951.217594|128.0|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
8b_a8|0.0|1|0|3.191799887|1|1|1|1.395658149|1.42474537|-0.023718767|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|1|1|-0.003593429|0.049587543|0.079250224|-0.5058761820000001|0.778853499|0.097555876|-0.0527918259999999|0.726912742|0|0.558354653|-0.11627069|0.28604765|0.032440348|-79.74587194|19.87542051|270.5854753|-0.047457424|-43.64473805|89.09854311|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|342.0904577|-17.8141788|0.218545278|0.936224813|6471.7604200000005|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|0.0|1.0|0.0|2.0|3.52|2.93|0.09|112.23|2.12|114.18|0.0|4.0|-4.77|0.0|-4.43|1.6899999999999997e-05|7.0|3.69e-05|2.76|0.0|3.04e-05|-0.06114|4.5819|3.2992|-1407.0843|-1407.052256|0.2618|0.70195|-1406.829227|0.1515|0.03204403|-1406.887058|7.4497|5.08|5.2941|5.2941
12h_a30|0.0|0|0|0.0|0|2|2|0.604984682|0.0|0.046965756|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|1|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|0.831176513|0.008644634|-0.1240820219999999|0.64876559|0|0.763568404|-0.09907575|0.353607682|0.017389133|-52.88851758|11.06352871|150.42542849999998|-0.038417127|-40.10503079|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-15.55093031|0.202025127|0.881277172|6252.192213|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|81.65|3.2|127.24|0.0|5.0|-5.39|0.0|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|5.260000000000001e-05|-0.05347|5.0289|3.5101|-1675.011389|-1674.977665|0.1878|0.68543|-1674.777786|155.0|0.03372393|-1674.838376|3.4138|9.0|8065.0|8065.0
12be_a36|0.0|1|0|3.466734143|0|2|2|1.297042758|0.0|-0.148313814|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|1|1|0.002872872|-0.176729938|-0.289604649|-0.3825349939999999|0.812921349|0.132962547|0.00734728|0.8350231859999999|0|0.798015877|-0.108962668|0.330453338|0.033763464|-54.15309606|23.42501577|140.1361326|-0.031937334|-52.44976141|0.0|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-15.37320593|0.433925602|0.839796323|6592.168374|39.14335412|0.034632557|-91.68453892|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.0|0.21|87.66|1.42|136.74|0.0|7.0|-4.11|0.0|-4.15|7.75e-05|0.0342|7.13e-05|2.62|1.0|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1462.0007349999998|-1461.968283|0.7034|0.70465|-1461.68274|0.0018|0.03245204|-1461.747501|10.3044|44.0|7.3565|7.3565
