molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|nFaHRing|RASA|FNSA5|PBF|PNSA5|PPSA3|RPSA|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|TASA|WNSA4|GeomDiameter|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
47p_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|1.25117677|0.0|4.844187086|-0.04760181|0.0|-0.3775970529999999|0.00235332|-0.015960677|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.726294118|0|0.832954548|-0.082580968|0.278332428|-61.12351185|5.913843751|0.1670454519999999|4.377217987|48.48855261|0.818459442|-2.0645242|69.19354871|-22.80728054|2933.069245|616.5234972999999|-16.88114242|19.41290064|134.3699001|-1131.036542|27.86610962|0.01090303|-471.4248324|1011.163774|8.070036862|1.0|0.0|1.0|2.0|0.0|0.28|18.0|-9.03|3.34|76.5|1.0|144.53|0.0|1.0|9.0|35.0|3.0|-6.07|1.0|0.0|2.9|-5.27|2.13e-06|0.0025|4.35|0.0|0.0|9.35e-10|3.2036|7.98|-1493.759811|795.43|595.0|387.01|0.6937800000000001|595.0|3.6452|-1493.407248|64.0|7.1938|7.1938
47n_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|1.251175627|0.0|4.844187086|-0.057061805|0.0|-0.609196374|0.000271488|-0.003276575|0.001705837|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|0|0.792429396|-0.091185806|0.288989992|-75.24728669|8.759783644|0.207570604|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|86.44740177|-26.38541222|3349.802294|653.9193397999999|-21.77346199|20.17045476|178.30942439999998|-1676.556573|33.65821422|0.01357247|-468.58948260000005|1306.125688|11.20011508|1.0|0.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.31|105.6|1.0|162.18|1.0|1.0|13.0|40.0|4.0|-6.68|0.0|0.0|2.76|-5.24|9.48e-07|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|3.2028|9.78|-1743.3283440000002|879.92|0.5056|387.11|0.6914600000000001|0.5056|2.4754|-1740.663577|64.0|7.1938|7.1938
11e_a5|0.0|1|0|2.971327032|0.0|7.139660336|1|1|1.338814635|0.0|5.209486153|0.038643235|0.0|-0.192538515|0.008268901|-0.16669151|0.008721244|-0.0924814769999999|-0.147721258|-0.234433859|2|0.775794895|0|0.876758791|-0.0790189759999999|0.372098505|-52.34653881|7.986070113999999|0.123241209|5.290414418|0.0|0.72163516|-1.580379517|63.5644542|-18.69519243|2721.416353|580.8135016|-12.38472918|18.17739133|184.4042616|-693.5448342|25.90670947|0.016933845|-293.6467698|735.3048881|11.21791539|1.0|1.0|1.0|1.0|3.43|0.24|23.0|-8.95|4.29|66.93|0.0|125.71|0.0|1.0|7.0|31.0|5.0|-6.28|1.0|0.0|3.63|-4.72|2.23e-05|0.00782|3.56|0.0|0.0|1.13e-09|4.4179|2.91|-1316.547103|717.76|0.5347|280.64|0.6505|0.2125|2.3124|-1316.301553|0.04|7.3979|7.3979
1o_a5|0.0|1|0|2.923171926|0.0|6.605297921|0|0|1.427566509|0.0|4.59511985|0.033105871|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|0.0051989459999999|0.038275248|0.06759341|-0.231165601|2|0.78144982|0|0.88430372|-0.072886362|0.447318682|-39.1638643|7.122612351|0.11569628|3.827177229|1.01402588|0.699913551|-1.093295425|50.11479279|-15.45942012|2238.291862|475.1609233|-8.306775343|14.20898333|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.2|0.0|23.0|-8.11|4.07|78.25|0.0|95.2|0.0|1.0|3.0|25.0|4.0|-6.3|0.0|1.0|2.95|-4.08|8.329999999999999e-05|27.0|2.78|0.0|0.0|7.85e-09|4.5011|2.66|-1043.577386|561.04|0.3966|275.45|0.5492100000000001|0.0071|4.7435|-1043.472984|35.0|7.4559|7.4559
12aj_a36|0.0|1|0|3.482902101|0.0|7.412764017000001|2|2|1.29704406|0.0|5.351858133|-0.045035034|0.0|-0.402433117|0.002951176|-0.103202936|0.003962098|-0.104118159|-0.1763783589999999|-0.43462267|1|0.812278823|0|0.8269863129999999|-0.10279655|0.251263868|-65.89100364|11.73352271|0.173013687|7.521007149|0.0|0.77492734|-1.953134451|76.5855549|-23.62130319|2710.647462|530.0854761|-15.14089115|15.35536375|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|662.0530478999999|10.69455126|0.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.97|2.19|69.2|0.0|128.72|0.0|1.0|5.0|30.0|4.0|-6.55|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.02|3.04|0.0|0.0|1.08e-07|5.2301|3.48|-1272.27339|682.84|0.5616|237.06|0.70423|0.0082|5.8554|-1272.060325|17.0|7.7696|7.7696
12e_a40|0.0|0|0|0.0|0.0|7.515889085|0|0|0.604990524|1.6315143930000002|5.4161004020000005|-0.262526337|0.665270062|-0.556620974|-0.013162335|0.130516751|-0.014780739|0.103406816|0.172778196|-0.520457262|0|0.788800541|1|0.7798787840000001|-0.122830115|0.284429447|-66.68049019|8.195398107|0.220121216|4.4490161310000005|0.0|0.790818822|-1.596791495|78.14505956|-26.26807189|2391.0322170000004|423.3709264|-14.26008524|15.75963228|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|348.3847394|11.46456937|0.0|1.0|0.0|2.0|3.05|0.0|20.0|-6.04|4.84|98.89|0.0|95.8|0.0|1.0|2.0|24.0|4.0|-5.26|0.0|1.0|3.98|-5.64|2.98e-07|0.00086|4.72|0.0|0.0|9.14e-07|4.3236|4.66|-2248.276958|552.91|0.4494|286.76|0.70157|284.0|2.5946|-2248.206714|1.17|5.9318|5.9318
13b_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984129|0.0|5.351858133|-0.118776867|0.0|-0.627919307|-0.003436924|0.042845487|-0.002215642|0.003429114|0.006103754|-0.564815317|1|0.836520136|0|0.694101802|-0.113554975|0.3529073379999999|-76.67161447|12.52854078|0.305898198|8.459192992|105.341977|0.800290866|-2.271099499|88.26741491|-28.93268471|3002.926824|468.6532296|-19.53516918|16.1428924|134.8423681|-1035.363967|36.15271139|0.017174033|-405.5090587|713.7769663|11.59580043|0.0|0.0|0.0|2.0|0.0|0.13|17.0|-6.19|1.72|124.74|0.0|135.37|0.0|1.0|6.0|32.0|5.0|-7.05|0.0|0.0|1.91|-4.3|9.68e-06|0.0221|2.74|0.0|0.0|6.520000000000001e-07|5.0501|4.54|-1744.492044|721.48|0.2783|245.51|0.6862699999999999|0.1415|3.8495|-1744.281763|26.0|7.5901|7.5901
12bi_a36|0.0|1|0|3.466222049|0.0|7.412764017000001|2|2|1.297042566|0.0|5.351858133|-0.043740597|0.0|-0.559678363|0.000482522|-0.067142264|0.002872872|-0.176729938|-0.289604649|-0.37220074|1|0.812921349|0|0.7850011179999999|-0.107613368|0.382000949|-75.1419557|24.16125901|0.214998882|16.87080604|0.0|0.4996603229999999|-1.614200516|101.3899049|-19.43326441|3044.149713|548.1337538|-13.56944331|15.71382803|349.3664649|-787.0277122|38.89295091|0.037590587|0.474365004|766.4854363|26.24794923|0.0|0.0|1.0|2.0|0.0|0.21|17.0|-6.79|1.9|87.66|0.0|136.74|0.0|1.0|7.0|33.0|6.0|-7.13|0.0|0.0|1.75|-4.15|7.75e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|3.8855|2.68|-1461.997992|742.94|0.4214|319.1|0.69207|0.0252|7.0514|-1461.75632|14.0|7.8539|7.8539
13a_a6|0.0|1|0|3.417162147|0.0|7.412764017000001|1|1|1.430639975|0.0|5.351858133|-0.0265090529999999|0.0|-0.602500119|-0.00460563|0.0015242189999999|-0.00194781|-0.10896749|-0.180339002|-0.488098052|1|0.7722228729999999|0|0.77450544|-0.113446379|0.22670695|-74.18628740000001|20.83876732|0.22549456|13.62714959|554.4922449|0.759912392|-2.042034827|87.37044493|-26.70706346|2820.31296|506.474367|-17.46461983|15.08351934|157.0011174|-873.2309916000002|35.14492428|0.02016134|-339.9303794|627.4287311|13.18415753|1.0|1.0|1.0|2.0|3.2|0.12|23.0|-9.01|4.32|95.85|0.0|116.79|0.0|1.0|5.0|31.0|5.0|-6.1|0.0|1.0|3.52|-4.99|3.11e-06|0.00417|3.8|0.0|0.0|9.77e-10|5.9934|4.04|-1350.085889|695.29|0.5352|206.87|0.70072|0.2697|7.7145|-1349.895534|46.0|7.3372|7.3372
12a_a36|0.0|1|0|3.4715209280000003|0.0|7.412764017000001|2|2|1.297044783|0.0|5.351858133|-0.0427777779999999|0.0|-0.403468978|0.002039107|-0.070252245|0.003199301|-0.1063550619999999|-0.183140926|-0.432975237|1|0.7934042040000001|0|0.820684627|-0.104828755|0.436020272|-64.36949846|12.03249549|0.179315373|7.388485123|5.277117996|0.755315434|-1.886917597|76.09903547|-23.17301945|2647.835699|503.9367075|-14.22926022|12.464492300000002|150.24716030000002|-711.4630111|30.67992313|0.019102103|-313.5499672|598.1535763999999|11.72953701|0.0|0.0|0.0|2.0|0.0|0.14|17.0|-6.59|1.88|69.2|0.0|123.75|0.0|1.0|5.0|29.0|4.0|-6.72|1.0|0.0|1.86|-4.0|0.000164|0.0384|2.68|0.0|0.0|2.56e-07|3.8343|3.16|-1232.951968|653.94|0.4435|323.35|0.6997|0.0012|6.3637|-1232.764108|13.0|7.8861|7.8861
12d_a40|0.0|0|0|0.0|0.0|7.515889085|0|0|0.60499064|1.753432382|5.4161004020000005|-0.107711573|0.794852923|-0.288158151|-0.000134504|0.087954209|-0.002126898|0.127299624|0.224167029|-0.552689736|0|0.7769829840000001|1|0.840431415|-0.091630294|0.0913543|-48.54239742|6.204226377|0.159568585|3.286773518|60.80168183|0.844283549|-1.282824111|55.13932669|-20.59374436|2270.596857|445.2300015|-10.90981687|14.88744155|82.49291335|-360.0239567|24.39197636|0.01245259|-364.7778083|350.9435025|6.596929268999999|0.0|1.0|1.0|1.0|2.94|0.0|20.0|-6.84|5.02|84.45|1.0|96.16|0.0|1.0|2.0|23.0|2.0|-5.13|0.0|1.0|4.21|-5.58|5.58e-07|0.000942|4.75|0.0|0.0|1.44e-07|4.3959|4.14|-2153.197255|552.57|0.2584|282.05|0.70435|115.0|1.2683|-2153.123107|19.0|7.7212|7.7212
6_a15|0.0|0|0|0.0|0.0|0.0|0|0|1.419941278|0.0|0.0|-0.048804012|0.0|-0.513693384|0.001080419|0.011857945|0.003942615|-0.195267558|-0.281352401|-0.35221474|1|0.691316481|0|0.859308431|-0.123000073|0.398681391|-71.76572566|17.20414198|0.140691569|10.03794313|55.65697829|0.581974721|-1.599000943|88.94853813|-17.94143141|2454.904173|501.3728188|-10.46812265|10.02135591|243.9013805|-544.3423775|30.82854077|0.029449813|-95.65807914|592.4420375|17.18281248|1.0|1.0|1.0|1.0|4.03|0.23|18.0|-7.95|5.26|61.84|0.0|109.7|0.0|1.0|7.0|28.0|5.0|-5.33|1.0|1.0|4.11|-5.14|2.16e-06|0.00278|4.64|0.0|0.0|1.13e-08|4.3423|3.94|-1263.0243449999998|612.22|0.2616|285.52|0.70554|0.0113|1.3789|-1262.820532|35.0|7.4559|7.4559
8f_a8|0.0|1|0|2.939511291|0.0|7.05012252|0|0|1.394802091|1.241306689|4.844187086|-0.249095464|0.0|-0.485102985|-0.007796225|-0.08540947|-0.007036544|0.09830823|0.254819201|-0.5373378529999999|0|0.6971223040000001|0|0.5968139689999999|-0.1064257719999999|0.308621017|-62.06002501|7.91086576|0.403186031|4.613060521|67.99102163|0.90577048|-2.128515439|67.4402386|-28.20910228|2622.044457|348.0199311|-16.44956443|13.81994609|54.94802877|-723.7808349999999|31.14376424|0.009226445|-473.23361|485.8626377000001|5.380213594|0.0|0.0|0.0|2.0|2.85|0.0|23.0|-7.95|4.72|80.88|0.0|105.27|0.0|1.0|4.0|29.0|4.0|-5.98|0.0|0.0|4.04|-5.0|6.11e-06|0.00395|3.82|0.0|0.0|1.13e-08|4.7027|7.71|-1361.658484|602.63|0.3188|263.65|0.69925|0.1659|5.8283|-1361.510739|22.76|4.6428|4.6428
3_a4|0.0|0|0|0.0|0.0|7.535296702|1|1|1.343866299|2.147369615|5.4161004020000005|0.03287721|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|0.011276682|-0.048796855|-0.08121207|-0.133874898|2|0.773786787|1|0.919804716|-0.06572153|0.462670692|-31.92506825|5.133610255|0.080195284|2.493716402|40.30885999|0.7196876640000001|-0.985822953|39.38579676|-11.97190059|2159.04913|446.8068266|-5.815502811|8.486341272999999|136.1652785|-232.6201124|16.63485592|0.015358792|-213.4321476|409.0289917|7.460728516|1.0|0.0|1.0|0.0|2.86|0.15|21.0|-7.19|4.11|43.6|0.0|95.12|0.0|1.0|2.0|24.0|3.0|-5.99|1.0|1.0|3.31|-4.26|0.000198|0.0173|3.12|0.0|0.0|6.49e-08|4.9088|2.66|-990.6395508|535.44|0.1415|252.57|0.58615|0.0871|2681.0|-990.514888|104.0|6983.0|6983.0
8a_a32|0.0|1|1|3.217128449|0.0|7.773594467000001|0|0|0.609420757|0.0|5.733341277|-0.056633919|2.059960334|-0.497414715|-0.003484915|-0.020716518|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|0.845443342|1|0.814553726|-0.109412858|0.221908108|-68.61558335|11.48993376|0.185446274|7.205629442999999|66.81560596|0.7490845290000001|-1.641192863|79.73671389|-22.37464674|2574.085885|510.8273411|-14.03170956|14.26997798|157.3554684|-645.4586397|29.86932167|0.017733503|-312.4144752|557.1050635|11.12113054|1.0|1.0|1.0|2.0|3.67|0.26|19.0|-7.65|4.65|140.04|0.0|110.69|1.0|1.0|7.0|27.0|4.0|-5.76|0.0|1.0|4.07|-4.99|1.5199999999999998e-07|0.00406|4.17|0.0|0.0|2.23e-08|3562.0|4.98|-1880.767206|667.29|0.4315|348.07|0.70316|0.4315|4.8933|-1880.595748|45.0|7.3468|7.3468
27b_a34|0.0|0|0|0.0|0.0|7.412764017000001|1|1|1.4335271040000002|2.013418486|5.351858133|-0.016803292|0.0|-0.549928192|-0.001438963|-0.029622037|0.001228116|-0.194619338|-0.322091086|-0.463926296|1|0.7722228729999999|0|0.783431788|-0.109683855|0.3307451819999999|-72.21552354|20.42417736|0.2165682119999999|13.44721755|540.9533124|0.712312759|-1.864625537|87.24055613|-24.553278|2835.31543|515.8091561000001|-16.16580511|15.39406063|189.4124225|-808.2902556|34.46979951|0.022820627|-279.5721769|627.4287311|15.02503259|1.0|1.0|1.0|1.0|3.66|0.12|23.0|-8.19|4.11|84.99|0.0|116.33|0.0|1.0|5.0|31.0|5.0|-6.14|0.0|1.0|3.46|-4.96|5.92e-06|0.00449|3.75|0.0|0.0|6.53e-09|4.8168|4.33|-1350.055377|691.97|0.3621|257.4|0.70001|0.0252|11.8546|-1349.873325|0.65|6.1871|6.1871
19_a4|-3.21497177|0|0|0.0|0.0|7.535296702|1|1|0.29641517|1.943606348|5.4161004020000005|-0.3929802189999999|0.0|-0.105763614|0.006243904|-0.211341677|0.009687676|-0.0255403279999999|-0.042058265|-0.245630631|1|0.774746438|0|0.820765063|-0.0759826109999999|0.285282038|-41.82665583|7.168604362000001|0.1792349369999999|3.946149569|13.25878373|0.764880253|-1.215721775|49.73882261|-15.93396412|2558.336814|451.8120313999999|-8.771275759|11.01887515|129.4279389|-368.3935819|20.83197214|0.0143733|-291.6208078|450.6848883|7.912166787999999|0.0|1.0|1.0|0.0|2.52|0.16|17.0|-6.09|4.32|73.23|0.0|98.19|0.0|1.0|3.0|25.0|4.0|-6.58|1.0|1.0|2.92|-3.97|0.000156|0.0373|2.62|0.0|0.0|8.070000000000001e-07|4.1858|6.67|-1446.939719|583.39|0.3806|296.2|0.67535|0.3806|5.8295|-1446.813896|19.5|4.71|4.71
13l_a6|0.0|1|0|3.433158672|0.0|7.412764017000001|1|1|1.4242139390000002|0.0|5.351858133|-0.132667824|0.0|-0.858070925|-0.009326562|-0.037558466|-0.006280295|-0.045794891|-0.073210645|-0.564860904|1|0.7908110340000001|0|0.643098986|-0.126521431|0.210844002|-88.13242567|20.90615311|0.3569010139999999|14.56282911|118.3485042|0.793671137|-2.53042863|100.8610837|-31.47586631|2967.923804|447.9705372|-21.92549054|15.34147837|143.7247666|-1227.82747|39.65857501|0.018273048|-409.1314702|741.5222707|12.72865798|1.0|1.0|1.0|3.0|2.22|0.16|23.0|-8.89|3.8|115.15|0.0|124.98|0.0|1.0|7.0|33.0|5.0|-6.59|0.0|1.0|3.07|-4.77|3.26e-06|0.0075599999999999|3.39|0.0|0.0|1.29e-09|3.6675|5.41|-1465.865882|735.52|0.3115|338.07|0.70515|0.0165|7.2582|-1465.624566|385.0|6.4145|6.4145
19e_a38|0.0|1|0|3.376977671|0.0|7.412764017000001|2|2|1.297043576|0.0|5.351858133|-0.10490608|0.0|-0.4379521229999999|-0.001197042|-0.104569193|0.000347207|-0.091460175|-0.191751024|-0.436305701|1|0.839953955|0|0.776562593|-0.10214405|0.552393659|-68.82539051|14.27562164|0.223437407|9.619015829|16.39385667|0.749190974|-2.042881001|82.37885703|-25.49088538|2920.436229|523.2534216|-17.17594064|12.34352977|168.99691289999998|-927.5007945|34.02454948|0.020114756|-335.8133169|696.3887025|13.55346651|0.0|1.0|1.0|3.0|3.08|0.12|17.0|-7.28|3.09|81.23|0.0|135.78|0.0|1.0|6.0|32.0|4.0|-6.39|0.0|1.0|3.3|-4.72|1.15e-05|0.00807|3.55|0.0|0.0|5.27e-08|5.2322|4.08|-1409.582478|685.34|0.3948|236.96|0.58509|0.3738|5.8426|-1409.37733|0.01|8.0083|8.0083
1l_a5|0.0|1|0|2.964063799|0.0|6.605297921|0|0|1.270375394|0.0|4.59511985|-0.0052651969999999|0.0|-0.089997343|0.008244856|-0.019865028|0.007613233|0.0271820189999999|0.043915678|-0.21108114|2|0.7656671279999999|0|0.890289002|-0.067755283|0.357062421|-38.27406105|4.43679678|0.109710998|2.506287665|0.0|0.769406114|-1.219595099|45.64819758|-14.9768065|2227.730859|502.9124512|-8.460199385|14.03493287|130.25942849999998|-389.1691717|19.46541135|0.013054186|-304.3678822|518.5792364|7.374136537999999|1.0|0.0|1.0|1.0|2.67|0.14|23.0|-8.83|5.32|54.46|0.0|105.07|0.0|1.0|4.0|26.0|3.0|-5.4|1.0|1.0|4.06|-4.98|9.06e-06|0.00356|4.19|0.0|0.0|1.4800000000000003e-09|4.6403|3.89|-1069.261615|609.85|0.4921|267.19|0.57392|187.0|2.1987|-1069.101032|32.0|7.4949|7.4949
33_a20|0.0|0|0|0.0|0.0|6.842683282|0|0|1.4175014119999998|1.915285809|4.727387819|0.023539095|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|0.008780074|-0.036258691|-0.060582944|-0.1771816269999999|2|0.74131936|1|0.9493896|-0.069838312|0.399354817|-45.72654913|8.340767701|0.0506104|5.46110745|64.93395624|0.759356182|-1.326927921|54.60811436|-17.37608867|2737.8873550000003|621.611679|-11.3769728|15.094865900000002|157.56124519999997|-568.84864|22.88265911|0.013564844|-339.6262863|664.4562602999999|8.881565237|0.0|1.0|1.0|0.0|3.59|0.08|27.0|-9.69|5.39|67.39|0.0|121.62|0.0|1.0|4.0|31.0|4.0|-5.58|0.0|1.0|4.28|-5.53|2.48e-06|0.0012|4.47|0.0|0.0|2.04e-10|5443.0|4.07|-1275.852801|689.51|0.6157|227.79|0.6129|0.0463|3.5714|-1275.662457|34.0|7.4685|7.4685
18d_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.6049874|0.0|5.351858133|-0.064217094|0.0|-0.385441836|0.001139238|-0.053728319|0.002064369|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.815003426|0|0.803280262|-0.103191184|0.346980269|-65.3088221|11.29282624|0.196719738|7.147133584|0.0|0.783284395|-1.85744132|75.80070349|-23.99099587|2848.574353|508.389239|-15.18369704|12.69833771|137.15746130000002|-744.0011548|30.62871675|0.016577694|-358.5765637|618.6004214|10.49188139|0.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|3.18|81.65|0.0|127.24|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|0.0|2.92|-5.01|4.12e-06|0.00405|3.97|0.0|0.0|1.26e-07|5.0125|4.07|-1675.020297|669.66|0.3856|247.35|0.69017|0.3788|5.0115|-1674.8453470000002|21.0|7.6737|7.6737
7b_a10|0.0|0|0|0.0|0.0|7.535296702|2|2|1.186434511|0.0|5.4161004020000005|0.037541178|2.079721225|-0.07459988|0.011041815|-0.01808249|0.010068964|-0.051052176|-0.082499103|-0.1874708719999999|2|0.764865564|1|0.92441666|-0.0720417159999999|0.5113525529999999|-37.45675757|5.061217187|0.07558334|2.6314862480000003|56.22969776|0.781045839|-1.152667458|43.9185573|-14.26924098|2290.380138|480.6333417|-7.419027879|8.771658176|113.8411654|-311.5991709|18.26940272|0.012428175|-292.2491701|459.0250226|6.46179973|0.0|1.0|0.0|0.0|0.0|0.25|16.0|-6.99|3.03|41.38|1.0|105.44|0.0|1.0|2.0|25.0|3.0|-5.09|1.0|1.0|3.02|-5.28|5.29e-06|0.00182|4.68|0.0|0.0|1.0200000000000001e-07|6.0231|3.44|-1450.09312|562.31|0.1488|205.85|0.66228|0.0899|4.2068|-1450.124551|19.8|4.7033|4.7033
12_a15|0.0|0|0|0.0|0.0|0.0|0|0|1.435689014|0.0|0.0|-0.0455566929999999|0.0|-0.370766171|0.001740635|-0.106061273|0.0034254209999999|-0.120626133|-0.184255041|-0.380490701|2|0.723852961|0|0.89637291|-0.094209248|0.738437971|-60.15445365|9.58943236|0.10362709|6.123040777999999|4.192089814|0.746489397|-1.695766456|70.6606311|-20.42981445|2613.57759|572.3516967|-13.04483751|10.40571107|161.8714956|-691.376388|27.36785616|0.016453962|-314.7766363|673.7288405|10.50617745|1.0|0.0|1.0|1.0|3.73|0.12|24.0|-9.82|6.3|56.27|0.0|119.95|0.0|1.0|6.0|30.0|4.0|-4.97|0.0|1.0|4.7|-5.83|5.99e-07|0.000584|5.29|0.0|0.0|1.51e-10|4.4819|5.16|-1281.087109|688.91|0.1374|276.63|0.70444|0.0093|4.3338|-1280.871722|4.0|8.3979|8.3979
13d_a6|0.0|1|0|3.447870607|0.0|7.412764017000001|1|1|1.424214188|0.0|5.351858133|-0.0122495089999999|0.0|-0.607917822|-0.003346018|-0.042531782|-0.000899678|-0.106686991|-0.174259072|-0.49314765|1|0.786837131|0|0.78862121|-0.110731261|0.19992155|-75.40072983|20.96853949|0.21137879|14.27820079|564.780402|0.769432845|-2.103893962|88.02705449|-27.03045032|2882.382522|536.999346|-18.40596467|15.47559904|157.0011174|-975.5161277|35.13035671|0.018542644|-366.9322097|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|3.03|0.16|23.0|-9.4|4.57|95.85|0.0|121.6|0.0|1.0|6.0|32.0|5.0|-5.88|0.0|1.0|3.74|-5.27|1.11e-06|0.00229|4.23|0.0|0.0|3.96e-10|4.85|4.5|-1389.403308|723.61|0.7905|255.64|0.7007399999999999|0.2513|11.0994|-1389.188211|0.36|6.4437|6.4437
12_a47|0.0|1|1|2.903215905|0.0|6.605297921|0|0|1.304330736|0.0|4.59511985|-0.078935336|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|-0.004332024|-0.006318684|-0.015039637|-0.326846977|2|0.8288334490000001|1|0.7840710409999999|-0.091853238|0.266995634|-47.83891561|9.382250925|0.2159289589999999|4.886454935|0.0|0.680723821|-1.1940921|61.09751253|-17.76874008|2266.78114|408.3591283|-9.25429818|13.52358352|166.28511369999998|-323.9004363|26.10271529|0.025457205|-188.2488142|335.1175012|13.25859692|1.0|0.0|1.0|2.0|1.67|0.0|21.0|-8.11|4.98|66.49|0.0|91.63|0.0|1.0|3.0|24.0|4.0|-5.94|1.0|1.0|3.37|-4.56|3.11e-05|0.00943|3.43|0.0|0.0|7.69e-09|4.2907|3.01|-1488.101254|537.79|0.2306|288.96|0.68557|0.2241|2.1019|-1488.024564|6.0|8.2|8.2
17a_a22|0.0|0|0|0.0|0.0|6.842683282|0|0|1.2689202|1.866510299|4.727387819|-0.092107225|1.67348685|-0.314134834|0.00220634|-0.094996254|0.0027615779999999|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|1|0.8594770140000001|-0.08790445|0.345497724|-60.0620365|9.597299109|0.140522986|6.55749888|0.0|0.710958975|-1.758088991|73.26110471|-21.07439877|2910.035347|587.2505892999999|-14.39939974|16.63169381|197.4916253|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|784.2697099|13.19906822|1.0|0.0|1.0|1.0|-3.24|0.15|27.0|-9.13|4.93|68.52|1.0|128.29|0.0|1.0|7.0|33.0|5.0|-6.39|1.0|0.0|2.25|-4.96|1.7899999999999998e-05|0.00473|3.62|0.0|0.0|7.41e-10|4.8502|5.13|-1408.300966|731.19|185.0|255.63|0.71303|0.0085|3.0156|-1407.935792|82.0|7.0862|7.0862
10_a27|0.0|0|0|0.0|0.0|6.605297921|0|0|1.400533489|3.383341915|4.59511985|-0.044164147|1.296293777|-0.282866526|0.00991794|0.034318674|0.010329671|-0.2030237389999999|-0.341622797|-0.487435299|2|0.804375252|1|0.8526621529999999|-0.087022238|0.346344305|-46.27574168|9.399794974|0.147337847|4.998521009|49.19800605|0.7453606909999999|-1.305333567|55.05868025|-16.5270506|2270.538352|453.4194305|-8.788575695|12.9316403|135.40932969999997|-369.1201792|22.1732254|0.01651645|-260.9504933|424.8821143|8.782938574|0.0|1.0|1.0|0.0|3.15|0.16|21.0|-6.24|2.97|65.6|0.0|97.39|0.0|1.0|3.0|25.0|4.0|-6.51|1.0|1.0|2.74|-3.92|0.000266|0.0394|2.55|0.0|0.0|5.81e-07|4.1495|4.66|-1083.137871|573.31|0.4452|298.79|0.63894|0.4452|4.6684|-1083.008551|69.0|7.1612|7.1612
