molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|SaasN|AATSC1c|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|WNSA5|RPCS|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
17a_a6|0.0|0|0|0|1|0.0|-0.012704951|0.04129257|0.0|-0.00460563|10.94948984|-0.060774312|1|1|0.068338372|-0.10896749|-0.180339002|1|0.7722228729999999|0.8013954109999999|0|0.753082653|-0.096082495|0.031147305|-71.75703418|-47.07146289|554.1936506|84.75077935|2816.084228|494.010135|-1363.383649|2217.333474|-17.887155899999996|0.22806502|8.337470517|5996.580489|149.60699319999998|35.323795000000004|0.019808023|-356.769966|12.99374518|1.0|1.0|1.0|1.0|2.0|2.88|23.0|-9.01|4.98|4.32|1.7|0.0|1.0|-5.81|31.0|-5.89|409.44|0.0|0.0|1.0|-5.17|1.56e-06|6.69e-06|0.00274|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|696.96|1167.16|0.3933|350.03|574.02|0.69627|0.7024|-1349.830672|-0.12425|4.1627|-1349.892285|5604.0|24.0|7.6198|7.6198
47a_a18|0.0|0|0|0|1|0.0|-0.006027559|0.043161338|0.0|-0.005483379|10.35082811|0.052572636|0|0|0.066507683|-0.232940071|-0.358939392|0|0.766261502|0.792293789|0|0.778790861|-0.082855697|0.014124484|-81.42570819|-66.76209701|110.0917322|93.5899242|3612.105567|638.5417107999999|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|8405.670404|169.2144153|37.435301|0.014835962|-481.4854016|12.16421601|1.0|1.0|1.0|1.0|3.0|0.0|18.0|-8.27|0.48|3.35|1.85|1.0|1.0|-6.74|39.0|-6.49|547.67|0.0|0.0|0.0|-5.58|1.8100000000000002e-07|2.62e-06|0.00143|0.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|3.1947|874.47|1536.87|0.6094|388.09|813.01|0.69508|0.69508|2098.280307|-131.0|2.6271|-2098.359766|3.0133|1.0|9.0|9.0
9c_a31|0.0|0|0|0|1|0.0|-0.013082561|-0.0384827639999999|0.0|-0.003618466|10.311698300000002|-0.062737615|2|2|-0.062065125|-0.138799714|-0.223856622|0|0.842823186|0.770283733|0|0.6746901059999999|-0.103325018|0.030296721|-81.63444414|-52.02424796|552.8237349999999|97.22026028|2592.448925|429.9685721|-1142.882218|2242.189942|-14.56678943|0.329283294|8.188627935|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|15.58581614|1.0|1.0|1.0|1.0|2.0|3.09|16.0|-7.24|5.64|3.7|1.08|0.0|1.0|-5.23|28.0|-6.53|398.48|0.0|0.0|1.0|-4.16|5.85e-06|6.94e-05|0.0277|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|3849.0|691.3|1147.93|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|-0.15975|1.3617|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
15a_a50|0.0|1|1|2|1|4.126145086|-0.004429392|-0.0446629609999999|2.020652006|0.005366038|10.94500663|-0.125205943|2|2|-0.072976638|-0.128070491|-0.209259615|1|0.821868651|0.76745052|1|0.837789896|-0.0783960279999999|0.018014615|-50.56454577|-30.25705388|0.0|61.78266878|2503.770258|501.3207109|-859.5972780999999|1754.903963|-10.49734522|0.294589405|8.095541483|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|11.21812301|1.0|1.0|1.0|1.0|1.0|2.63|20.0|-6.09|3.23|3.57|1.87|0.0|1.0|-3.6|28.0|-6.78|371.44|0.0|1.0|1.0|-3.92|0.000251|0.0001189999999999|0.0444|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|2.66|4.0408|644.4|1091.64|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|-0.16693|6.6307|-1199.629702|9.0948|41.0|7.3872|7.3872
8_a20 (IN-1130)|0.0|0|0|0|0|0.0|-0.009430196|0.1728459339999999|1.622562232|-0.006620594|10.94899447|-0.0574882679999999|1|1|0.293415753|-0.049177437|-0.083481481|2|0.760688473|0.7741509329999999|1|0.7274271309999999|-0.09623672|0.0158089389999999|-64.75689362|-42.88223811|89.35267123|77.31081766|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|6291.586155|166.8048285|31.628086|0.018957805|-328.593789|12.55392404|1.0|1.0|1.0|1.0|2.0|2.43|27.0|-9.63|4.97|4.08|1.33|0.0|1.0|-4.85|32.0|-6.83|420.47|0.0|0.0|1.0|-4.55|1.42e-05|2.82e-05|0.0119|0.0|2.34e-10|9.86e-08|-0.07014|4.9797|4.53|3.2329|696.06|1192.01|0.3782|248.98|517.94|0.4377|0.7007399999999999|-1368.118751|-0.13622|3803.0|-1368.180121|5.4751|36.0|7.4437|7.4437
19_a3|0.0|0|0|0|0|0.0|-0.003417504|-0.008897473|1.744747103|0.006821053|10.96959256|0.036226415|1|1|-0.015805561|-0.037291767|-0.066245471|3|0.758995484|0.687139108|1|0.853017902|-0.067674689|0.0116401719999999|-40.8473715|-19.01853079|0.0|48.55416845|2000.66399|397.1650228|-531.0158295|869.7868956|-7.064025721|0.24201815|5.342307798999999|4138.413977|112.6836188|20.01615321|0.016552404|-240.2326308|7.706796952|1.0|0.0|1.0|1.0|1.0|1.6|21.0|-7.21|3.9|3.39|1.18|0.0|1.0|-3.24|22.0|-6.5|287.32|0.0|1.0|1.0|-3.58|0.000578|0.000266|0.0764|0.0|6.18e-08|1.7800000000000002e-05|-0.05757|3945.0|2.43|3945.0|499.93|832.23|0.3006|314.28|362.92|0.67351|0.67351|-929.14689|-0.16303|2191.0|-929.193831|2.8758|23.0|7.6383|7.6383
8d_a32|0.0|1|1|0|0|0.0|-0.010604502|0.062782795|2.146260246|-0.006974711|10.31100269|-0.0682721729999999|3|3|0.113030335|0.001558357|0.002805572|0|0.825978584|0.789198712|1|0.7107041559999999|-0.109612139|0.01593079|-69.11005922|-43.43251025|89.20994250000001|81.54594837|2556.198518|446.6450457|-967.5408291|2371.595484|-13.21859008|0.2914328639999999|8.106843676|5523.492436|183.1522214|29.684549600000004|0.019788058|-262.14980440000005|12.43588915|0.0|1.0|1.0|1.0|2.0|2.84|19.0|-7.26|6.42|4.32|1.1|0.0|1.0|-6.08|27.0|-6.47|397.52|1.0|0.0|1.0|-4.36|8.41e-07|4.36e-05|0.0173|0.0|5.51e-08|2.19e-05|-0.0535|3.5588|4.26|3.5588|671.71|111.16|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|-0.14765|1.0269|-1880.602038|1873.0|8.0|8.0809|8.0809
20a_a10|0.0|0|0|1|1|2.113798134|-0.0034618129999999|-0.035536682|1.896409603|0.008214031|10.9296614|0.011011878|1|1|-0.058994157|-0.049146504|-0.081587712|2|0.755429696|0.63495222|1|0.913681336|-0.066386563|0.013618456|-47.37850712|-30.82502228|47.01787447|58.1398225|2998.608651|594.4519837|-947.5701424|2021.669282|-11.8557778|0.266548108|8.419180593|6729.996773999999|173.41938059999998|24.84485067|0.016540298|-303.7731758|10.76131538|0.0|1.0|1.0|1.0|0.0|3.63|27.0|-9.44|5.06|5.77|2.53|0.0|1.0|-5.68|33.0|-5.82|429.47|0.0|0.0|1.0|-5.59|2.07e-06|2.56e-06|0.0011|0.0|3.61e-10|1.55e-07|-0.06611|4.7841|3.98|3.8312|696.63|1200.92|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|-0.1613099999999999|2.9429|-1388.957848|3.2116|1.2|5.9208|5.9208
3l_a32|0.0|1|1|0|0|0.0|-0.0054004|-0.039331295|2.259257465|0.0016954029999999|10.31100268|-0.107818594|3|3|-0.068876714|-0.04980249|-0.087213805|0|0.751853889|0.776480242|1|0.8855584879999999|-0.069304303|0.012244965|-51.41835077|-29.90181954|0.0|58.10243176|2453.759435|514.9875423000001|-771.2752615|2415.340446|-9.750593329|0.211763281|6.414825717|5429.531532999999|123.148785|21.27134288|0.011493763|-335.2422712|6.6840809960000005|0.0|1.0|1.0|1.0|1.0|3.54|19.0|-7.5|7.34|6.17|2.64|0.0|1.0|-7.6|26.0|-4.71|380.53|1.0|0.0|1.0|-6.01|2.52e-08|9.7e-07|0.0003689999999999|0.0|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|629.26|1062.47|0.2876|351.04|468.81|0.70282|0.70282|-1789.242839|-0.14664|3.3955|-1789.298086|5.7721|12.0|7.9208|7.9208
4c_a46|0.0|0|0|1|1|2.137504882|-0.005085922|-0.111750026|0.0|0.010177371|10.94298307|-0.068256579|1|1|-0.165951544|-0.056422062|-0.083788154|1|0.726862617|0.65145414|0|0.890777395|-0.063644365|0.013924723|-55.2981278|-34.9456654|53.13410852|60.67664538|2455.604167|562.9269925|-1050.664428|2487.942529|-11.85656505|0.159246215|7.172412106|5571.088357|100.6356847|22.31552819|0.008510983|-430.6788754|5.378517586|0.0|1.0|1.0|1.0|0.0|3.8|17.0|-7.62|5.11|5.24|3.4|0.0|1.0|-5.55|29.0|-5.39|389.49|0.0|1.0|0.0|-5.28|2.8e-06|5.3e-06|0.00207|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|6.38|4.1026|683.75|1176.07|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|-0.17085|4.1039|-1245.176359|5.4491|2008.0|5.6972|5.6972
3p_a32|0.0|1|1|0|1|0.0|-0.008735261|-0.050639647|2.1365141480000003|-0.000971341|10.31100269|-0.074544773|3|3|-0.092884784|-0.146606489|-0.26891009|0|0.8599558070000001|0.6956696440000001|1|0.8195708759999999|-0.070907174|0.021264377|-58.13283248|-34.21384146|57.82331968|73.07639870000001|2650.4178850000003|482.3550967|-755.7268222|3037.061498|-10.10863498|0.380032117|6.243062200000001|5960.446219|223.6663527|27.70403125|0.025390655|-141.21321609999998|14.94356622|0.0|1.0|1.0|1.0|1.0|2.6|19.0|-6.79|6.06|3.71|1.1|0.0|1.0|-5.11|27.0|-6.8|395.5|0.0|0.0|1.0|-4.25|7.78e-06|5.629999999999999e-05|0.0222|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|4.26|3.6436|626.32|1057.58|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-0.15055|4.3094|-1879.406962|5.4496|26.0|7585.0|7585.0
3n_a32|0.0|1|1|0|1|0.0|-0.00615216|-0.056907012|2.22272854|0.000609539|10.3110027|-0.0711168609999999|3|3|-0.100681119|-0.086764744|-0.153506065|0|0.816774665|0.762657782|1|0.840041782|-0.074507943|0.01889769|-53.32184118|-30.65624207|0.0|65.41881458|2526.071154|482.963897|-693.1839353999999|2426.73803|-9.057526067|0.351066886|6.369579712999999|5553.014016|201.8383309|24.27704797|0.0210408339999999|-171.25176130000003|12.0969734|0.0|1.0|1.0|1.0|1.0|3.29|19.0|-6.96|6.71|5.01|1.58|0.0|1.0|-5.96|26.0|-5.98|382.5|0.0|0.0|1.0|-4.91|1.11e-06|1.23e-05|0.0047|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|2.57|3.5459|614.67|1036.75|0.2839|349.65|464.67|0.7028399999999999|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|-1825.218291|6.2667|21.0|7.6778|7.6778
4_a38 (LY-2157299)|0.0|0|0|1|1|2.0959524330000003|-0.00638266|-0.0501467259999999|1.721297609|0.002865697|10.9277672|-0.020954339|1|1|-0.083399128|0.028964355|0.0481706809999999|2|0.8099394329999999|0.6848692759999999|1|0.754313773|-0.092570349|0.01243241|-51.11565158|-29.21101111|71.22674185|58.99645489|2501.945802|431.0669496|-868.9660769|1686.693134|-10.56568487|0.213882939|6.54753874|5566.495502000001|122.2274724|23.51893991|0.01379043|-327.0140711|7.880803302999999|1.0|1.0|1.0|1.0|1.0|2.6|21.0|-7.13|3.69|3.51|1.84|0.0|1.0|-3.85|28.0|-6.86|369.42|0.0|0.0|1.0|-3.99|0.0001409999999999|0.000102|0.0375|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|3.78|617.61|1048.31|0.2|266.68|449.44|0.4|0.68|-1198.442536|-0.16|5.9043|-1198.49738|7.6529|69.0|7.1586|7.1586
12ab_a36|0.0|0|0|0|2|0.0|-0.007034881|0.035377607|0.0|0.000939229|10.9540584|-0.029080933|1|1|0.0618552579999999|-0.096853381|-0.169341326|1|0.831136366|0.8196353679999999|0|0.8410557559999999|-0.079202413|0.024102201|-65.54680623|-45.21303385|15.55386871|82.3666474|2902.39241|580.1454645|-1245.389318|2390.849902|-15.90828969|0.320974676|7.821826146|6314.697413|221.4026852|33.96451406|0.024384271|-246.9770378|16.81984117|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.05|3.14|1.95|1.59|0.0|1.0|-3.92|32.0|-7.21|420.47|0.0|0.0|0.0|-3.91|0.0001199999999999|0.000122|0.0515|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|712.73|1201.64|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|-0.15699|3.6976|-1364.300531|5.3228|11.0|7.9586|7.9586
12b_a40|0.0|0|0|1|0|1.713497417|-0.004650218|0.1744506639999999|0.747253086|0.00779293|10.31197236|-0.1537981269999999|2|2|0.279216571|0.023952313|0.038336814|0|0.7137941109999999|0.522580798|1|0.955647156|-0.065048707|0.010845303|-42.67442006|-24.3068084|48.17000329|48.54667776|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|-10.97726831|0.143170283|8.132984007000001|5933.385347|81.54797734|22.49258909|0.010309671|-406.4913617|5.872257692000001|0.0|1.0|1.0|0.0|0.0|3.87|20.0|-8.39|6.58|6.74|5.07|0.0|1.0|-7.71|24.0|-4.09|415.12|1.0|0.0|1.0|-7.11|1.95e-08|7.82e-08|3.2500000000000004e-05|0.0|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|3407.0|576.38|960.94|306.0|363.91|490.5|0.69476|0.69476|-3016.927883|-0.14267|4.5528|-3016.980996|6.3131|0.04|7.3979|7.3979
3c_a12|0.0|0|0|0|1|0.0|-0.009252756|-0.14679559|0.0|-0.003879878|10.3117069|-0.056537396|1|1|-0.267255164|-0.116098308|-0.211367878|1|0.826033688|0.859899236|0|0.843855494|-0.071719601|0.013219706|-50.25579322|-25.42738988|0.0|61.16334136|2186.344105|426.9566009|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|4629.005722|148.9927848|24.36878988|0.02155815|-207.9738085|10.90754815|1.0|1.0|0.0|1.0|1.0|2.78|17.0|-6.78|4.01|2.25|1.82|0.0|1.0|-4.22|23.0|-6.18|319.38|0.0|0.0|1.0|-4.0|6.06e-05|9.940000000000002e-05|0.0318|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|544.65|894.36|0.4687|311.14|399.38|0.43415|0.68067|-1327.351991|-0.14572|1.6035|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
12be_a36|0.0|0|0|0|2|0.0|-0.009368126|0.118420241|0.0|0.000482522|10.95957887|0.00430921|1|1|0.19405344|-0.176729938|-0.289604649|1|0.812921349|0.8350231859999999|0|0.798015877|-0.0780531429999999|0.033763464|-75.59805505|-52.44976141|0.0|99.62604537|3039.9167260000004|553.6616295|-1285.166936|2552.721046|-15.37320593|0.433925602|8.773114043|6592.168374|301.05661160000005|39.14335412|0.034632557|-91.68453892|24.02799032|0.0|0.0|1.0|1.0|2.0|0.0|17.0|-6.79|2.83|1.9|1.42|0.0|1.0|-4.11|33.0|-7.13|441.49|0.0|0.0|0.0|-4.15|7.75e-05|7.13e-05|0.0315|1.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|739.48|1256.67|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|-0.13781|7.7861|-1461.747501|10.3044|44.0|7.3565|7.3565
27c_a34|0.0|0|0|1|1|1.996958431|-0.014036512|-0.08157574|0.0|-0.008017781|10.95447877|-0.014364543|1|1|-0.132026575|-0.128393271|-0.2077985889999999|1|0.783333463|0.804740647|0|0.631065353|-0.114233896|0.0304948179999999|-84.73908278|-57.00328784|119.8660257|100.1948155|2921.328444|424.51250080000005|-1525.30349|2477.818875|-19.35960719|0.261802571|8.808655321|6308.331369|176.1124482|38.98592708|0.022975949|-320.4669239|15.45573273|1.0|1.0|1.0|1.0|2.0|3.11|23.0|-7.67|3.11|3.34|1.71|0.0|1.0|-4.75|32.0|-6.85|427.46|0.0|0.0|1.0|-4.45|1.7800000000000002e-05|3.52e-05|0.0151|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|709.72|1203.69|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|-0.1589|7.6204|-1426.31053|9.6148|0.8|6.0969|6.0969
17f_a50|0.0|1|1|2|1|4.305828452|-0.002205848|-0.167275895|2.187498662|0.012475826|10.94501702|-0.132773563|2|2|-0.275290802|-0.247590736|-0.407467272|1|0.7851209440000001|0.7241275009999999|1|0.911458734|-0.047333916|0.016414675|-46.03121141|-28.30463221|82.90209608|55.9791334|2582.272632|560.4567739|-874.5930167000001|1929.981543|-10.14694362|0.278877895|7.200480876|5579.97966|171.48226169999998|22.88344084|0.01617809|-271.9363523|9.947921993|1.0|1.0|1.0|1.0|0.0|2.97|20.0|-6.38|2.87|3.83|2.09|0.0|1.0|-3.58|29.0|-6.64|384.48|0.0|1.0|1.0|-4.12|0.000266|7.57e-05|0.0291|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|653.63|1146.22|0.1708|304.9|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|-0.16784|6.1931|-1219.02507|8.312999999999999|398.0|6.4001|6.4001
47l_a18|0.0|0|0|0|1|0.0|-0.006400878|-0.0057783619999999|0.0|-0.00046896|10.94702063|-0.056270425|0|0|-0.008768679|-0.103458566|-0.156998637|0|0.7435044540000001|0.733228144|0|0.803473313|-0.08034939|0.009199889|-59.6654726|-42.43906517|51.44279524|68.83398609|2852.093627|571.4972966|-1431.971342|1427.032023|-15.91464944|0.203890653|9.423637134|6572.90106|145.02405359999997|28.10487315|0.012890098|-421.235376|9.168513486|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-9.37|3.69|3.19|2.94|1.0|1.0|-5.26|34.0|-6.39|454.56|0.0|0.0|0.0|-4.84|5.44e-06|1.4499999999999998e-05|0.0066099999999999|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|764.74|1334.6|0.5019|387.13|667.5|0.69291|0.69291|-1455.165122|-0.1314|2.4594|-1455.233431|3.3864|32.0|7.4949|7.4949
1k_a5|0.0|0|0|0|0|0.0|-0.0030192829999999|-0.095857885|0.0|0.003886035|10.9489659|-0.011848312|1|1|-0.220946861|0.019611905|0.045204303|2|0.7824502320000001|0.558485747|0|0.7836926809999999|-0.078995018|0.010892351|-38.00629774|-19.44172742|0.498979532|47.83775802|2171.394196|400.8898627|-570.0944662|824.0133397999999|-7.881781385|0.275045542|6.710535795|4479.484358|140.69669409999997|21.25369168|0.019219352|-230.14624|9.83146028|1.0|0.0|1.0|1.0|1.0|2.02|23.0|-8.3|4.88|4.76|2.29|0.0|1.0|-3.97|24.0|-5.99|316.33|0.0|1.0|1.0|-4.3|0.000106|4.970000000000001e-05|0.0157|0.0|4.99e-09|1.58e-06|-0.04516|4.7221|3.1|4.4063|533.8|890.76|0.6242|262.56|398.63|0.53086|0.5282|-1050.418953|-0.1798799999999999|1.5911|-1050.468159|2.3036|48.0|7.3188|7.3188
SB431542_a8|0.0|0|0|1|1|1.4114120369999998|-0.014434378|0.096884952|0.0|-0.0075336219999999|10.94951956|-0.0453332859999999|1|1|0.156874293|0.055198015|0.089375589|1|0.762577159|0.7318727540000001|0|0.5653298489999999|-0.128342313|0.034730361|-74.57768059|-44.6389196|89.26670319|89.64885355|2801.428659|338.38158389999995|-1342.398251|1947.072021|-17.46740332|0.239171941|7.360028263999999|6203.505123|143.157805|38.35632812|0.025179219|-312.2404091|15.07117296|0.0|1.0|1.0|0.0|2.0|2.75|23.0|-6.76|3.13|2.72|1.9|0.0|1.0|-4.4|30.0|-7.04|400.39|0.0|0.0|0.0|-4.14|3.99e-05|7.28e-05|0.0292|0.0|1.74e-07|6.96e-05|||||||||||||||||79.08|4.1019|4.1019
11_a4|0.0|0|0|1|1|2.159635561|-0.001098364|-0.017835936|2.216390726|0.011277653|10.33765061|-0.0043410079999999|1|1|-0.030003079|-0.0278843589999999|-0.046906237|2|0.820318166|0.647727179|1|0.930113409|-0.054262142|0.009336075|-37.74083422|-21.81135655|59.55648883|44.63993001|2452.527871|537.5354202000001|-641.5941818|1640.559148|-7.889214068999999|0.243908684|6.850305797000001|5425.1341090000005|140.96082869999998|18.0546182|0.011937709|-296.0029432|6.89909579|1.0|1.0|1.0|1.0|0.0|3.49|21.0|-8.05|4.97|5.22|3.15|0.0|1.0|-5.14|27.0|-5.74|372.49|0.0|0.0|1.0|-4.97|7.27e-06|1.06e-05|0.00395|0.0|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|3.78|630.04|1071.03|151.0|252.67|479.99|0.4444|0.65942|-1467.20045|-0.15885|4187.0|-1467.255521|5.3012|0.11|6.9586|6.9586
13_a15|0.0|0|0|0|1|0.0|-0.006348913|-0.006938727|0.0|0.001806571|10.95980212|0.005149745|0|0|-0.010882979|-0.173728081|-0.272482143|2|0.729838386|0.796300317|0|0.8854875790000001|-0.068526782|0.016196467|-61.86632281|-39.03420883|0.0|72.41636305|3028.485145|558.6934137000001|-1237.326456|3581.589629|-13.46007201|0.244716567|5.21465994|7196.400881999999|154.4025434|28.24531009|0.01672103|-322.1392954|10.55004024|1.0|1.0|0.0|0.0|1.0|4.19|24.0|-8.9|4.33|6.69|2.52|0.0|1.0|-6.32|34.0|-5.26|448.52|1.0|0.0|0.0|-6.1|4.77e-07|7.970000000000001e-07|0.000357|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|2.5721|674.36|1231.11|208.0|314.52|549.33|0.63827|0.70626|-1450.399387|-0.11283|3.5479|-1450.462642|6.0429|6.0|8.2218|8.2218
12d_a30|0.0|0|0|0|2|0.0|-0.006335328|-0.092984185|0.0|0.005613018|10.31162861|-0.075816941|1|1|-0.162129948|-0.053644471|-0.09353607|1|0.8017873000000001|0.7991060659999999|0|0.843009925|-0.073829724|0.015567102|-60.88281322|-39.33285959|0.0|69.55534551|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|0.185610786|7.557073995|6120.329513000001|119.91237920000002|28.75340957|0.013424098|-406.2173266|8.672532296|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-7.01|4.35|2.93|3.04|0.0|1.0|-5.66|30.0|-5.81|412.51|0.0|0.0|1.0|-5.15|2.21e-06|7.05e-06|0.00291|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|3.4821|695.57|1176.22|149.0|356.06|545.94|0.68608|0.68608|-1614.831682|-0.1479099999999999|4434.0|-1614.894406|4.8843|11.0|7.9508|7.9508
10_a1|0.0|0|0|0|0|0.0|-0.014135827|0.049971022|0.0|-0.012672753|10.94957578|0.010430299|1|1|0.107434253|-0.019835038|-0.042643966|1|0.7227844929999999|0.658433571|0|0.669963758|-0.116648443|0.014751098|-61.93104798|-35.02707638|64.49041745|70.6564636|2432.447088|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|5192.858899|93.83214542|30.78628757|0.015427326|-377.9175542|8.725415617000001|1.0|0.0|1.0|0.0|2.0|2.18|23.0|-8.02|4.86|5.06|2.78|0.0|1.0|-4.98|27.0|-5.91|359.35|0.0|0.0|1.0|-4.73|1.04e-05|1.87e-05|0.00673|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|5.81|3.4067|585.51|979.35|0.6754|363.94|464.77|0.70345|0.70345|-1222.969096|-0.13576|5.3861|-1223.022387|7807.0|1.5|5.8239|5.8239
15_a4|0.0|0|0|1|1|1.956386054|-0.001986535|0.0432718859999999|0.0|0.009823083|10.94611612|0.022446689|1|1|0.097046535|-0.017259078|-0.038707204|1|0.772721853|0.509447294|0|0.867716376|-0.062151785|0.010893057|-35.36161572|-16.95780525|86.01453643|40.03406565|1973.978183|416.1168833|-530.4242358|1495.715718|-7.065752187|0.156108698|5.459799482|4134.603400999999|74.8625551|17.45960235|0.009743323|-329.8289177|4.672449937|0.0|0.0|1.0|0.0|0.0|3.01|17.0|-6.09|4.09|4.4|3.05|0.0|1.0|-3.82|22.0|-5.6|291.32|0.0|1.0|1.0|-4.28|0.000152|5.19e-05|0.0151|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|4.2148|512.65|848.47|0.1996|275.22|396.58|0.4778699999999999|0.56413|-958.147682|-0.17373|2.1603|-958.195344|3.0091|175.0|6757.0|6757.0
8a_a12|0.0|0|0|0|1|0.0|-0.00771093|-0.205012437|0.0|-0.001510006|10.95472846|-0.084035283|0|0|-0.3422915179999999|-0.135424346|-0.226106307|2|0.763500863|0.862306783|0|0.892656426|-0.05926895|0.010336879|-48.195997|-24.96342938|0.0|55.45388635|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|4806.044707999999|108.02980890000002|22.14447395|0.014012546|-301.89687089999995|7.257889351|1.0|1.0|0.0|1.0|1.0|3.06|18.0|-7.89|3.87|2.5|2.89|0.0|1.0|-3.9|25.0|-6.04|327.38|0.0|1.0|1.0|-4.21|0.000125|6.19e-05|0.0203|0.0|1.28e-08|4.2e-06|-0.06246|3.9091|3.41|3.9091|556.3|952.71|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|-0.15696|3.6588|-1045.902509|5.4032|199.0|6.7011|6.7011
