molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|SaasN|AATSC1c|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|WNSA5|RPCS|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13a_a5|0.0|0|0|0|0|0.0|-0.006081807|-0.007871499|0.0|0.002355511|10.94530369|-0.025324157|1|1|-0.012798693|-0.035005746|-0.0569177229999999|2|0.8045357209999999|0.720100768|0|0.7667501609999999|-0.08903048|0.016739606|-54.03141848|-34.78546088|39.93934134|72.13276165|2657.14588|493.6342317|-918.5341141|1314.232685|-11.59515363|0.401208461|8.571729592999999|5628.9694|258.29825730000005|30.07803494|0.02811638|-127.2041084|18.10134317|1.0|1.0|1.0|1.0|2.0|2.46|23.0|-8.9|4.39|3.58|0.95|0.0|1.0|-3.77|30.0|-7.18|399.45|0.0|0.0|1.0|-3.74|0.000169|0.000184|0.0734|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|688.18|1160.81|0.5953|267.87|567.51|0.41806|0.50037|-1312.907813|-0.17364|3.3414|-1312.968936|4.1671|91.0|7041.0|7041.0
12m_a30|0.0|0|0|0|2|0.0|-0.01047558|-0.1305457069999999|0.0|0.001371944|10.31162838|-0.0547272029999999|1|1|-0.236661357|-0.084317059|-0.152855196|1|0.832758813|0.770326886|0|0.783260049|-0.085422479|0.027352277|-70.1324196|-47.58675592|237.0982213|83.3641853|3058.3084710000003|531.4632661|-1402.648392|2370.879718|-18.66147291|0.226267233|9.025816604|6658.711303|153.52847759999997|35.54574762|0.019500715|-371.4702679|13.2317657|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.42|3.4|2.48|2.06|1.0|1.0|-6.0|32.0|-6.22|439.49|0.0|0.0|0.0|-5.01|1.01e-06|9.71e-06|0.00427|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.88|3.5496|714.92|1204.39|255.0|244.95|578.87|0.33392|0.68404|-1742.965888|-0.15042|3.6891|-1743.030004|5.1279|31.0|7.5114|7.5114
11a_a50|0.0|1|1|2|1|4.088412042|-0.002914262|-0.04339705|2.114272566|0.011959339|10.94500606|-0.129547471|2|2|-0.0739260509999999|-0.162848233|-0.277408878|1|0.792574879|0.667956827|1|0.917127112|-0.048213112|0.01848869|-37.63057389|-19.89396594|67.28055926|48.67321197|2286.226222|484.8529701000001|-564.4586084|1550.320581|-7.104987834|0.345638567|5.965221997|4858.670497|182.7270002|20.53832944|0.020887781|-163.21096210000002|11.04263807|0.0|1.0|1.0|1.0|0.0|2.8|20.0|-5.87|3.09|3.73|2.25|0.0|2.0|-3.58|25.0|-6.24|327.38|0.0|1.0|1.0|-4.16|0.000263|6.97e-05|0.0228|0.0|1.35e-06|0.000441|-0.03284|4.0636|3.05|4.0636|574.01|963.2|0.1761|305.11|437.9|0.65485|0.65485|-1045.794689|-0.16769|5.4342|-1045.84627|7.5619|59.0|7.2291|7.2291
17g_a50|0.0|1|1|2|2|4.377239517|-0.002050512|-0.05611228|2.236579664|0.012079|10.94501702|-0.1155555559999999|2|2|-0.090386911|-0.200725906|-0.323333765|1|0.738521694|0.7276268779999999|1|0.920663175|-0.048170917|0.014550016|-47.17463902|-31.48270383|85.51402581|56.28102287|2821.3922|614.4183967|-1037.842058|1975.996014|-11.54365807|0.250051612|8.130878433|6102.424958|166.8756987|23.06474408|0.013645282|-333.6136209|9.106383854|1.0|1.0|1.0|1.0|0.0|3.66|20.0|-6.96|3.71|4.37|2.71|0.0|1.0|-4.46|32.0|-6.28|424.54|0.0|1.0|0.0|-4.86|3.4899999999999995e-05|1.39e-05|0.0059|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|3.22|4.0458|725.92|1259.05|0.1795|306.45|559.45|0.6623600000000001|0.6623600000000001|-1335.631756|-0.16699|7.0584|-1335.693266|9.1706|246.0|6.6091|6.6091
12h_a30|0.0|0|0|0|2|0.0|-0.00737961|-0.074988669|0.0|0.001139238|10.31162898|-0.072247675|1|1|-0.166613751|-0.0541804029999999|-0.120380857|1|0.831176513|0.64876559|0|0.763568404|-0.083127678|0.017389133|-63.03519645|-40.10503079|0.0|73.14241438|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|0.202025127|8.066818026|6252.192213|128.5349203|30.63031164|0.015886049|-379.1625034|10.10721793|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.9|4.25|3.18|3.2|0.0|1.0|-5.39|30.0|-6.02|416.47|0.0|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|672.54|1132.06|0.1878|246.54|518.06|-0.26697|0.68543|-1674.777786|-0.14889|2.9684|-1674.838376|3.4138|9.0|8065.0|8065.0
7f_a10|0.0|0|0|1|1|1.924772416|-0.011104817|-0.104120245|0.740070757|0.00189949|10.92948443|-0.0971900919999999|1|1|-0.309622111|-0.058093287|-0.172751862|2|0.796084921|0.5209683970000001|1|0.931773786|-0.064238302|0.00797443|-53.02456669|-29.53487321|0.3440879|60.16185231|2803.359424|519.0013298|-954.4422004|2375.702381|-11.31122804|0.178213448|6.115784565|7070.755931000001|99.26552746|24.71113795|0.012813716|-358.4725202|7.137285626000001|0.0|1.0|1.0|1.0|0.0|2.97|21.0|-8.13|5.07|6.57|2.64|0.0|1.0|-5.54|30.0|-5.47|410.39|1.0|0.0|0.0|-5.6|2.9e-06|2.52e-06|0.00103|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|3.6256|597.28|1034.38|348.0|214.67|426.07|0.34467|0.6833600000000001|-1442.001311|-0.15627|2.2631|-1442.058773|3.2524|141.0|6.8508|6.8508
12bf_a36|0.0|0|0|0|2|0.0|-0.00832865|0.140577067|0.0|-0.006877664|10.96022305|-0.0206090089999999|1|1|0.359635716|-0.098027247|-0.250781298|1|0.836170906|0.632625562|0|0.6791406640000001|-0.090461753|0.0217611939999999|-71.01192632|-45.73631152|0.0|86.28460578|2902.591295|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|0.294529031|7.546900716000001|6271.550446|189.6959033|34.22402339|0.02371294|-264.6734075|15.27267945|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.12|3.55|3.0|2.78|0.0|1.0|-3.99|31.0|-6.8|417.41|0.0|1.0|0.0|-4.32|0.000102|4.81e-05|0.0201|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|3874.0|670.85|1120.94|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|-0.15677|5.4787|-1431.246893|7.5932|6.0|8.2218|8.2218
27a_a34|-3.727789|0|0|1|1|1.963136117|-0.012620846|-0.082271189|0.0|-0.012495918|10.319282|-0.008138446|1|1|-0.13716603|-0.158932197|-0.264978526|1|0.779284547|0.749941528|0|0.600964267|-0.106669294|0.026573385|-86.36649751|-60.54917431|22.69787432|100.7752505|3394.470264|421.319507|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|8.960143164|7104.26596|164.80691819999998|39.72721867|0.020552444|-371.4586403|14.40875302|1.0|1.0|1.0|1.0|2.0|2.58|23.0|-7.61|2.01|3.97|1.06|0.0|1.0|-4.96|33.0|-7.29|463.51|0.0|0.0|0.0|-4.47|1.09e-05|3.43e-05|0.0159|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|737.7|1247.85|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|-0.16691|10.8591|-1861.534743|13.9023|0.24|6.6198|6.6198
11_a27|0.0|0|0|0|1|0.0|-0.0067474069999999|-0.080272515|1.3706083080000002|0.004538653|10.93910312|-0.027287578|0|0|-0.1299181459999999|-0.041662169|-0.067428705|2|0.814843016|0.7146215429999999|1|0.7645505|-0.079921166|0.016171515|-50.15555389|-26.52978026|72.60399149|56.8702158|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|0.1911041289999999|5.231762955|5186.240841|101.0845293|22.42732497|0.012694323|-326.780942|6.714661907000001|0.0|0.0|1.0|0.0|1.0|0.0|16.0|-6.09|2.72|1.67|3.06|0.0|1.0|-3.68|26.0|-6.47|345.4|0.0|1.0|0.0|-4.02|0.000207|9.45e-05|0.0326|0.0|8.2e-07|0.000283|-0.05985|3.3426|4.54|2.4836|571.4|974.29|0.3492|370.92|415.32|0.6125|0.59222|-1122.190727|-0.1022|3.1278|-1122.242519|4.2894|5.0|8301.0|8301.0
18_a3|0.0|0|0|0|0|0.0|-0.003487792|0.08269134|1.742872103|0.0057881999999999|10.96965878|-0.025890816|1|1|0.150826737|-0.035611069|-0.064953613|3|0.714658751|0.6858831809999999|1|0.8419576209999999|-0.069839069|0.013796397|-37.67445366|-16.76239841|0.0|48.19055867|1938.093995|374.610053|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|3928.183499|141.2679329|20.70048575|0.02363555|-162.3915791|10.51610501|1.0|0.0|1.0|1.0|1.0|1.81|21.0|-6.83|3.42|3.08|0.93|0.0|1.0|-2.82|21.0|-6.7|273.29|0.0|1.0|1.0|-3.27|0.0015|0.000537|147.0|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|3.9765|482.41|784.04|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|-0.1641099999999999|2.6366|-889.894728|3.3664|0.03|7.5229|7.5229
20_a31|0.0|1|1|0|0|0.0|-0.009722467|-0.013040402|2.114008068|-0.003484915|10.31100269|-0.078213611|3|3|-0.023477148|-0.0852122769999999|-0.1534110109999999|0|0.8602874540000001|0.7507116140000001|1|0.7954270659999999|-0.085849869|0.019334605|-69.0542431|-43.27297051|75.10345696|81.35171021|2576.1287230000003|498.4558574|-966.7594033|1758.762093|-13.1700345|0.289292958|8.289864307|5678.167489|181.2859728|29.5712685|0.019624081|-264.0799235|12.29746712|1.0|1.0|1.0|1.0|2.0|2.74|19.0|-7.65|6.49|4.38|1.1|0.0|1.0|-5.91|27.0|-6.39|397.52|1.0|0.0|1.0|-4.44|1.24e-06|3.66e-05|0.0146|0.0|2.23e-08|8.86e-06|-0.06065|3.5381|4.78|3.5381|666.67|1113.19|0.2011|350.43|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|-0.1483|3.7403|-1880.599777|4.9218|8.0|8.0862|8.0862
11c_a5|0.0|0|0|0|0|0.0|-0.004590583|-0.0859098|0.0|0.005090155|10.94877953|-0.023856811|1|1|-0.138950411|-0.011677718|-0.018887528|2|0.8020105409999999|0.658307423|0|0.80472351|-0.078909483|0.01785211|-53.12487972|-32.31269264|4.089828494|66.02857181|2497.685314|489.4652669|-903.1229552|926.234805|-11.94164728|0.292960365|8.88462927|5202.741647999999|178.1902995|27.76804404|0.021214793|-251.8596984|12.90369209|1.0|1.0|1.0|1.0|1.0|2.14|23.0|-8.47|4.79|4.17|1.13|0.0|1.0|-4.13|28.0|-6.59|370.4|0.0|0.0|1.0|-4.1|7.38e-05|7.950000000000001e-05|0.0294|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|4.2087|636.14|1071.71|0.5327|275.3|512.32|0.60118|0.6267699999999999|-1218.278135|-0.1713299999999999|2.5278|-1218.336116|3.3827|25.0|7.6021|7.6021
8c_a12|0.0|0|0|0|1|0.0|-0.0104125509999999|-0.106633503|0.0|-0.004211843|10.95472932|-0.07003012|0|0|-0.1876771789999999|-0.210669119|-0.370782022|2|0.782864175|0.845077891|0|0.840397446|-0.067004282|0.019604202|-52.04233846|-26.55601426|0.0|61.66383178|2190.852814|428.8355831|-780.6350769|1245.6132289999998|-9.958505349|0.235550168|5.670223821|4610.945152|120.19586|25.52931025|0.018855428|-269.8853937|9.621493319|1.0|0.0|0.0|1.0|1.0|2.24|18.0|-7.14|2.81|1.59|2.02|0.0|1.0|-3.47|24.0|-6.44|314.34|0.0|1.0|1.0|-3.72|0.000339|0.0001899999999999|0.0598|0.0|7.24e-08|2.28e-05|-0.06706|4.3598|2.76|3.8341|551.66|909.19|466.0|284.38|402.43|0.53657|0.67318|-1022.613451|-0.15571|1.7305|-1022.663298|2.4806|0.04|7.3979|7.3979
28_a47|0.0|1|1|1|0|1.408016295|-0.009689834|0.023813594|1.121067445|-0.013020816|10.95058275|0.0467853809999999|1|1|0.06536499|-0.046265509|-0.126992366|2|0.832144916|0.614975047|1|0.605349345|-0.1132830309999999|0.026080156|-63.47150284|-37.72858603|83.61576722|82.27079846|2616.1598940000003|359.8303775|-952.0725426|1337.037733|-13.47449501|0.34774073|7.864990866|5633.990508|206.7032519|34.75365534|0.031626405|-181.0112167|18.79929562|1.0|1.0|1.0|1.0|2.0|2.03|21.0|-6.92|2.49|3.84|1.67|0.0|1.0|-3.67|28.0|-7.22|380.35|0.0|0.0|1.0|-3.66|0.000214|0.000217|0.0824|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3.51|3675.0|599.88|995.5|0.2996|337.37|461.73|0.69002|0.69002|-1335.571655|-0.15049|6.0847|-1335.6279869999998|8.17|25.0|7.6|7.6
17d_a50|0.0|1|1|2|2|4.380250483|-0.002166617|0.006071856|2.234730384|0.012079|10.94500663|-0.125540541|2|2|0.009780681|-0.200725906|-0.323333765|1|0.748516466|0.7276268779999999|1|0.929886823|-0.044172353|0.0152123589999999|-48.40178147|-33.56790124|86.38197811|57.5414543|2824.70142|644.9008302|-1064.839192|2950.99157|-12.30823045|0.24594297|6.996105516|6281.764548|170.5678813|23.53577933|0.013178555|-352.3903892|9.139672835|1.0|1.0|1.0|1.0|0.0|3.68|20.0|-7.07|4.0|4.29|2.71|0.0|1.0|-4.5|32.0|-6.25|424.54|0.0|1.0|0.0|-4.88|3.17e-05|1.31e-05|0.00557|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|4.0506|727.15|1263.22|0.1819|306.09|579.45|0.66103|0.66103|-1335.649722|-0.16716|5.6557|-1335.713194|7.9942|74.0|7.1308|7.1308
14u_a23|0.0|1|1|2|0|3.357982471|-0.007017844|0.050530143|0.743634137|0.010561248|10.31321759|-0.0569153009999999|2|2|0.091604179|-0.110069159|-0.199540201|2|0.787538583|0.71381683|1|0.909754912|-0.055259924|0.0254134689999999|-57.75236052|-38.57404134|50.47632596|73.50348823|3015.478095|607.6448353|-1155.04721|2430.634114|-15.12707504|0.297131017|7.392527755|6913.009783|198.4601847|32.2221994|0.023582305|-271.0010972|15.75112771|0.0|1.0|1.0|1.0|1.0|3.68|26.0|-7.51|3.42|4.03|2.72|1.0|1.0|-5.63|32.0|-6.47|441.51|0.0|0.0|0.0|-5.02|2.32e-06|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|712.54|1214.4|0.2253|306.82|549.0|0.4523|0.6703100000000001|-1744.1781010000002|-0.1543|5.9743|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
5_a4|0.0|0|0|1|1|2.166832955|-0.001215982|0.012532807|2.189593648|0.011630756|10.92992834|-0.134215501|1|1|0.0202481919999999|-0.0471580309999999|-0.076189222|2|0.767615203|0.650346601|1|0.943148502|-0.050732198|0.008047242|-36.64215945|-19.68930579|46.53110402|41.76764149|2282.291204|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5.758733969|5059.243919|103.5177395|16.77294978|0.009538616|-330.3047347|5.125482045|1.0|1.0|1.0|1.0|0.0|3.08|21.0|-7.96|4.89|4.67|2.88|0.0|1.0|-4.57|26.0|-5.57|340.42|0.0|1.0|1.0|-4.84|2.72e-05|1.4499999999999998e-05|0.0049299999999999|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|595.55|1013.0|0.1106|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|-0.16965|2.7859|-1069.102899|3.1619|71.0|7.1487|7.1487
13p_a6|0.0|0|0|0|0|0.0|-0.010395243|0.072850973|1.633493259|-0.008008339|10.95053423|-0.072853186|1|1|0.123575608|-0.068532678|-0.116250572|2|0.784414352|0.8244206940000001|1|0.7265205579999999|-0.099405155|0.01730144|-76.17631587|-54.04422654|107.5669533|89.17529231|3016.078786|515.4389679999999|-1523.526317|3833.042283|-18.9628865|0.23994258|8.760340755|6590.216479|170.2302215|35.16646396|0.018322293|-369.0018868|12.99897644|1.0|1.0|1.0|1.0|3.0|2.34|27.0|-10.06|4.58|4.01|1.01|0.0|0.0|-5.09|34.0|-7.01|449.51|0.0|0.0|1.0|-4.55|8.11e-06|2.79e-05|0.0125|0.0|8.73e-11|3.92e-08|-0.0746|4.7973|4.73|2.9837|752.82|1283.98|0.4132|258.45|573.39|0.47508|0.7056600000000001|-1462.740542|-0.12251|9.0546|-1462.804694|12163.0|92.0|7.0362|7.0362
17b_a50|0.0|1|1|2|1|4.35392516|-0.002181823|0.035558152|2.206759705|0.012409091|10.94500663|-0.15040528|2|2|0.05636897|-0.2252068689999999|-0.357011777|1|0.7621727979999999|0.748900413|1|0.931849183|-0.047785496|0.0128994089999999|-52.58062823|-36.59177249|86.9549829|59.65808461|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|6059.076348|136.82673369999998|23.22374317|0.010169967|-422.2639022|7.077456382|1.0|1.0|1.0|1.0|0.0|3.57|20.0|-7.54|4.18|4.92|2.71|0.0|1.0|-4.75|32.0|-6.09|426.56|0.0|1.0|0.0|-4.91|1.7899999999999998e-05|1.22e-05|0.0052|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|3.77|4.0418|752.09|1300.3|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|-0.16699|6.3333|-1336.899093|8.4096|122.0|6.9136|6.9136
18_a31|0.0|0|0|0|0|0.0|-0.013634202|-0.051184519|0.0|-0.009923585|10.31169929|-0.096301845|2|2|-0.084218532|-0.065041042|-0.107017926|0|0.8595579409999999|0.838968212|0|0.72588713|-0.11789212|0.014467496|-75.99442464|-44.60622732|0.0|85.81723707|2241.561812|426.0718665|-1063.9219449999998|1935.374782|-13.87749294|0.222523168|7.076684189|4856.251645|130.6137795|30.40953623|0.01673486|-325.73954460000004|9.822812434|1.0|1.0|1.0|1.0|3.0|2.85|16.0|-6.54|4.9|3.48|0.75|0.0|1.0|-4.62|25.0|-6.72|356.44|0.0|0.0|1.0|-3.62|2.42e-05|0.000241|86.0|0.0|2.9e-07|0.000104|-0.03702|5.0092|4.81|3.9105|630.26|1041.21|444.0|247.51|541.33|0.51842|0.70058|-1465.300904|-0.16212|3.0607|-1465.359325|4.6746|0.13|6.8861|6.8861
14k_a23|0.0|1|1|2|0|3.358995671|-0.005866159|0.04479394|0.74561778|0.010682694|10.31321813|-0.055708465|2|2|0.082632648|-0.071484865|-0.13187015|2|0.800643488|0.659570836|1|0.922397728|-0.0562483359999999|0.018829201|-53.17069631|-35.38329134|80.31548917|64.04991522|2955.4566170000003|613.8243395|-1063.413926|2174.886074|-15.05671972|0.216437606|8.21201115|6715.186162999999|144.0318708|28.87559227|0.016348271|-377.4022725|10.87921891|0.0|1.0|0.0|1.0|1.0|3.56|26.0|-7.99|4.0|4.67|3.51|1.0|1.0|-6.13|31.0|-6.03|445.93|0.0|0.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|3.6421|691.9|1179.17|0.4694|340.42|552.65|0.63765|0.63765|-2089.293765|-0.14784|5.8718|-2089.354026|8.3627|4.0|8.4123|8.4123
13c_a5|0.0|0|0|0|1|0.0|-0.005082338|-0.010689086|0.0|0.005288472|10.94530327|-0.018055556|1|1|-0.017427549|-0.092592608|-0.150963534|2|0.770478689|0.6775573359999999|0|0.80019672|-0.077308234|0.023143526|-50.50012762|-33.29709668|51.93687546|70.46156718|2793.480751|527.6071331999999|-858.5021696|1235.709541|-10.8855893|0.448671765|8.492261628|5989.714507|295.8302846|29.94524142|0.0302745689999999|-67.68621352|19.96143955|1.0|1.0|1.0|1.0|1.0|2.58|23.0|-8.09|4.23|3.29|1.16|0.0|1.0|-3.55|31.0|-7.28|411.46|0.0|0.0|1.0|-3.96|0.0002839999999999|0.000109|0.0446|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|3.99|4.2145|676.53|1153.36|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|-0.17324|2.3276|-1351.067237|2.9732|123.0|6.9101|6.9101
4j_a46|0.0|0|0|1|1|2.194310043|-0.002284836|-0.0529855709999999|0.0|0.011968098|10.94638774|-0.176133068|1|1|-0.078783783|-0.0589746909999999|-0.087688953|1|0.7298040140000001|0.728293097|0|0.949893337|-0.05924408|0.01492164|-43.95227197|-25.95898597|71.98911503|50.26191521|2260.870095|561.0237355|-791.1408955|2563.282153|-8.652995323999999|0.223067683|6.274010655|5077.124695|131.7477027|18.85718615|0.0106831269999999|-327.122208|6.30964324|1.0|1.0|1.0|1.0|0.0|3.9|17.0|-7.69|5.18|5.33|3.28|0.0|1.0|-5.38|27.0|-5.09|361.48|0.0|1.0|1.0|-5.31|4.16e-06|4.86e-06|0.00176|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|646.67|1112.13|0.2783|229.82|572.31|0.37853|0.69413|-1131.761156|-0.18387|2.9043|-1131.817578|3.8105|805.0|6.0942|6.0942
7f_a8|0.0|0|0|1|0|1.2793830309999998|-0.005338193|0.034392285|0.0|0.00112124|10.94343485|0.0260356679999999|1|1|0.09329746|0.052081992|0.141285105|0|0.7051689170000001|0.507325475|0|0.770229267|-0.091890536|0.0138113419999999|-50.01741803|-28.45850692|55.49953831|55.85651025|2534.956113|438.23883319999993|-950.3309426|1854.738581|-13.18808857|0.119077775|7.704280774|5662.145174|67.75191165|26.31197491|0.010262531|-433.4681077|5.839092213|0.0|1.0|0.0|0.0|1.0|3.23|23.0|-8.46|5.52|5.49|4.27|0.0|1.0|-5.68|28.0|-5.27|373.35|0.0|0.0|1.0|-5.5|2.09e-06|3.16e-06|0.00118|0.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|584.99|991.61|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|-0.14506|8.7098|-1285.071664|11.6137|35.65|4.4479|4.4479
19h_a38|0.0|0|0|0|2|0.0|-0.007781653|0.14165187|0.0|-0.002526241|10.96083376|-0.070688288|1|1|0.303981987|-0.101303149|-0.217394466|1|0.819222745|0.698414933|0|0.7746288020000001|-0.082211319|0.021234963|-64.79649453|-38.17354026|0.0|76.70128100000001|2774.611523|456.3568442|-1166.336902|1839.424968|-13.74247449|0.24620669|6.820483788|6253.901215|145.047677|30.94580137|0.020207411|-299.0343596|11.90478646|1.0|1.0|1.0|1.0|3.0|2.43|17.0|-6.86|3.13|2.55|2.4|0.0|1.0|-4.14|30.0|-6.77|401.44|0.0|0.0|1.0|-4.17|7.209999999999999e-05|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|626.65|1092.17|0.2355|331.65|452.01|0.68472|0.69012|-1331.941646|-0.1467099999999999|6.9749|-1331.999352|9.0777|9.0|8.0348|8.0348
47s_a18|0.0|0|0|0|1|0.0|-0.0054038509999999|-0.026883417|0.0|0.002573931|10.94702059|-0.031515152|0|0|-0.040169986|-0.168728915|-0.252119673|0|0.712629555|0.716761234|0|0.84543779|-0.070258863|0.008446541|-61.36410696|-46.45326408|51.05656345|69.29837549|2992.734821|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|9.811856136|6968.705069|135.90542109999998|27.77963709|0.010481057|-485.1995077|7.934268528|1.0|0.0|1.0|1.0|2.0|0.0|18.0|-9.42|4.06|3.93|3.33|1.0|1.0|-5.95|36.0|-5.96|482.62|0.0|1.0|0.0|-5.45|1.12e-06|3.53e-06|0.0017|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|3218.0|809.4|1435.42|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|-0.13195|2.3134|-1533.809351|2.9991|616.0|6.2104|6.2104
47t_a18|0.0|0|0|0|1|0.0|-0.0128248239999999|0.018018036|0.0|-0.006573438|10.94702032|-0.04785474|0|0|0.027313444|-0.068787175|-0.104274108|0|0.750103977|0.688453085|0|0.67203319|-0.119202068|0.014067024|-69.13537385|-46.27207168|78.43695402|80.00407742|2872.533415|449.789539|-1520.978225|1326.524873|-18.17831387|0.195468477|8.780037801|6603.597038|130.8263901|33.75918118|0.016238994|-407.6438346000001|10.86870356|0.0|0.0|1.0|0.0|3.0|0.0|18.0|-7.51|2.6|2.93|1.64|1.0|1.0|-5.58|33.0|-6.46|441.48|0.0|0.0|0.0|-4.77|2.65e-06|1.7100000000000002e-05|0.0075299999999999|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|3.1164|703.76|1218.95|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|-0.12692|7.7656|-1470.593659|9.6938|782.0|6.1068|6.1068
21b_a23|0.0|1|1|2|0|3.351726269|-0.005936474|0.057405955|0.745297595|0.01055698|10.31321725|-0.0490623259999999|2|2|0.107996329|-0.069382957|-0.130528352|2|0.7717839409999999|0.668547062|1|0.930728719|-0.0596425779999999|0.014481931|-58.25915868|-40.84133198|86.65837165|67.68046598|3074.083057|652.4673795|-1223.442332|2531.041828|-16.81701905|0.187665282|8.773746105|6919.229053|131.5587155|29.53101081|0.013439264|-437.9110924|9.421307298|0.0|1.0|1.0|1.0|1.0|3.42|26.0|-7.84|3.92|4.2|2.6|1.0|1.0|-6.1|33.0|-6.42|450.52|0.0|0.0|0.0|-5.22|8.02e-07|6.06e-06|0.00273|0.0|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|3.6237|735.65|1247.38|0.2607|309.79|611.6|0.57848|0.70139|-1761.230923|-0.15033|9.5312|-1761.294175|13.2567|85.0|7.0691|7.0691
