molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|AATSC1are|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
13d_a5 (GW788388)|0.0|1|0|0|2.945204608|0.0|0|6.605297921|1|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|3|0.0|0.002956745|1|0.003668464|-0.010147323|-0.016337128|2|0.7333482170000001|0.78479342|0.024905619|0.834800344|0|-0.086824482|0.54169129|0.2258962769999999|-0.0291837579999999|6.374277851|0.669182121|-1.605106706|-37.98032007|70.45205183|67.0626077|0.488398052|511.985152|1377.863026|8.077599766|0.954644629|6122.792779|-702.1345259999999|-223.7910275|1586.418589|0.0|1.0|1.0|1.0|1.0|2.0|0.2|23.0|-8.84|4.56|92.79|1.0|0.0|-4.35|32.0|-6.94|425.48|0.0|1.0|4.429999999999999e-05|0.0189|2.75|0.0|1.45e-09|4.6091|4.1706|-1390.589662|-1390.548362|707.09|1206.73|297.28|269.0|0.42515|0.1549|-0.17299|-0.22841|0.04130059|-1390.355751|3355.0|7.7447|7.7447
21_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|0|1.408713027|1.2247108|0.072733799|-0.010650348|2|1.028199909|-0.006808306|1|-0.004332497|-0.1049885469999999|-0.277479519|2|0.612295986|0.826796636|-0.080213904|0.8856299320000001|1|-0.082614966|0.3188717339999999|0.29417845|-0.033866638|7.244985517000001|0.6448452960000001|-1.5239986980000002|-26.32173133|70.10126935|59.46768095|0.463113582|398.4031618|1402.202743|7.071346534|0.862591353|6103.311635|-485.55711339999993|-163.5167523|1334.003357|0.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.7|2.94|84.73|1.0|0.0|-4.44|29.0|-6.58|394.38|0.0|1.0|3.6e-05|0.0142|3.0|0.0|1.98e-08|3917.0|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|316.53|0.68296|0.2249|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|4.9172|8.3|8.3
12al_a36|0.0|1|0|0|3.469383582|0.0|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.008463062|2|0.0|0.00127667|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0|-0.077842923|0.2689491989999999|0.198820783|-0.035305316|11.65999569|0.671084645|-1.906487074|-33.70669917|86.77628559|68.94274882|0.456856406|527.2034213000001|2244.88081|8.774664332|0.841133748|6049.668466|-825.5263792000001|-225.1591357|1869.412355|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|0.0|-3.95|31.0|-6.93|411.46|0.0|0.0|0.000113|0.0464|2.65|1.0|2.03e-07|3878.0|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|319.71|0.6945399999999999|0.0095|-0.14558|-0.1955599999999999|0.03469224|-1347.257936|8.1781|7.3188|7.3188
47o_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251177005|0.0|0.052875948|-0.006476544|0|0.0|-0.00046896|0|0.000787517|-0.103458566|-0.156998637|0|0.7452092359999999|0.7435044540000001|0.001673737|0.781148177|0|-0.077288013|0.261785105|0.193127002|-0.034545459|4.585021184|0.872753077|-2.210909375|-40.76618466|70.23090572|62.44459815|0.493146875|586.0020642999999|1393.529823|9.808930716|0.972958142|6462.6049570000005|-1166.161955|-541.4335917000001|1839.812293|1.0|1.0|0.0|1.0|1.0|3.0|0.25|18.0|-9.37|3.69|85.29|3.0|0.0|-5.66|34.0|-6.12|454.56|0.0|1.0|2.19e-06|0.000996|4.16|0.0|4.26e-10|3.22|3.22|-1455.574672|-1455.547304|783.22|1352.29|385.04|385.04|0.69248|0.5065|-0.13203|-0.18223|0.02736851|-1455.231246|2.8284|7.3279|7.3279
16j_a32|0.0|1|1|1|3.359912013|-0.082980188|0|7.765993078999999|0|0|0.609420735|0.0|0.175152442|-0.0139074189999999|0|2.076106145|-0.002456725|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.798237393|0.168000908|0.839271289|1|-0.07651119|0.509776381|0.174011588|-0.034287782|11.90023573|0.699790508|-1.817252458|-39.13396528|91.93816239|71.35869023|0.442735754|590.7291534|3448.428146|7.357962381|0.7944808170000001|6507.757122|-929.4888072999998|-285.7717513|1857.212797|1.0|0.0|1.0|1.0|1.0|2.0|0.33|19.0|-7.77|6.49|149.27|3.0|1.0|-7.45|30.0|-5.73|441.57|0.0|0.0|3.56e-08|1.57e-05|4.59|0.0|1.7e-08|3629.0|3629.0|-2034.621888|-2034.593521|729.78|1225.27|341.65|341.65|0.70207|0.2907|-0.15012|-0.2002799999999999|0.0283671|-2034.408854|4.0992|8.0315|8.0315
12be_a36|0.0|1|0|0|3.466734143|0.0|0|7.412764017000001|2|2|1.297042758|0.0|-0.148313814|-0.009368126|2|0.0|0.000482522|1|0.002872872|-0.176729938|-0.289604649|1|0.884226781|0.812921349|0.132962547|0.858971809|0|-0.0780531429999999|0.330453338|0.201984123|-0.031937334|16.25222352|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|77.57811183|0.4564615729999999|553.6616295|2552.721046|8.773114043|0.839796323|6592.168374|-891.645944|-91.68453892|2270.314539|1.0|0.0|0.0|1.0|1.0|2.0|0.21|17.0|-6.79|2.83|87.66|1.0|0.0|-4.11|33.0|-7.13|441.49|0.0|0.0|7.75e-05|0.0342|2.62|1.0|1.6100000000000005e-07|5.2184|3.3487|-1462.0007349999998|-1461.968283|739.48|1256.67|370.25|237.59|0.40844|0.0018|-0.13781|-0.18969|0.03245204|-1461.747501|10.3044|7.3565|7.3565
12i_a36|0.0|1|0|0|3.27619957|-4.787087299|0|7.412764017000001|2|2|1.2401347459999998|0.0|0.043792895|-0.016027043|2|0.0|-0.011700732|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.820041835|0.141564781|0.87043328|0|-0.0850745409999999|0.332782117|0.169035768|-0.045665229|8.195085212|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|67.53484704|0.460246812|535.4151566|2351.232652|7.549683919|0.8526986440000001|7707.634338|-1023.755049|-346.8168661|2065.79896|1.0|0.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|3.31|78.43|2.0|0.0|-5.2|34.0|-6.4|465.43|0.0|0.0|6.26e-06|0.00291|3.86|0.0|7.24e-08|5.2297|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|237.08|0.34255|0.1516|-0.1541|-0.20475|0.03165678|-1645.017702|6.6124|7.9208|7.9208
12b_a5|0.0|0|0|0|0.0|0.0|0|6.605297921|2|2|1.189701783|0.0|-0.297319874|-0.001991527|3|0.0|0.0068803119999999|0|0.00751901|-0.070406884|-0.110182753|2|0.8417504029999999|0.779793078|0.066588785|0.819417554|0|-0.066227158|0.350286421|0.172386307|-0.020455699|6.584944956|0.530379611|-1.165974822|-26.33991037|59.53145615|52.20772716|0.480419002|521.9354031|1071.500538|8.398709622|0.924627734|5501.255679|-463.7323032|-38.31786425|1386.409228|0.0|1.0|0.0|1.0|1.0|1.0|0.33|18.0|-7.67|3.29|50.28|1.0|0.0|-2.3|30.0|-7.57|397.47|1.0|0.0|0.00503|2.0|1.63|0.0|2.14e-08|4.6156|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|857.76|268.62|0.42949|0.0001|-0.06212|-0.16607|0.03447919|-1276.9984029999998|8.2868|7.3768|7.3768
17g_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|2|1.320916184|4.377239517|-0.185924266|-0.002050512|2|2.236579664|0.012079|2|0.01245647|-0.200725906|-0.323333765|1|0.754575205|0.738521694|-0.10642733|0.7787714459999999|1|-0.048170917|0.442201795|0.079336825|-0.025918901|6.48022912|0.749948388|-1.555134042|-21.45417373|56.28102287|41.85775712|0.467997084|614.4183967|1975.996014|8.130878433|0.879688945|6102.424958|-692.6194843|-333.6136209|1383.884645|0.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-6.96|3.71|51.77|2.0|0.0|-4.46|32.0|-6.28|424.54|1.0|0.0|3.4899999999999995e-05|0.0148|3.68|0.0|1.1e-07|4.0458|4.0458|-1335.976491|-1335.946919|725.92|1259.05|306.45|306.45|0.6623600000000001|0.1795|-0.16699|-0.19929|0.02957267|-1335.693266|9.1706|6.6091|6.6091
18_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.3998285519999998|1.904090136|-0.181683336|-0.004533883|1|0.0|0.000379379|1|0.00042|0.006968314|0.015390457|1|0.624748358|0.793041267|0.102914528|0.8547339420000001|0|-0.094231531|0.269470313|0.224403961|-0.03479101|4.306590617|0.769438308|-1.287267373|-22.93503169|50.98777224|55.21809494|0.405586004|382.6371479|1573.744396|6.133421395|0.682329162|4381.693113|-313.3082699|-265.85258480000005|825.3658678999999|0.0|1.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.46|50.94|0.0|0.0|-2.95|23.0|-6.58|307.32|1.0|1.0|0.00113|349.0|2.24|0.0|2.96e-06|4.5152|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|274.59|0.52475|0.1|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|5.5817|5.5817
2_a1|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.348828131|2.233384354|-0.049975995|-0.004621682|1|0.0|0.001576763|1|0.003205156|-0.145015842|-0.326716897|1|0.571324013|0.795932678|0.079586368|0.8571146190000001|0|-0.0622285999999999|0.220315042|0.191789935|-0.026492726|2.337413146|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|33.45925305|0.39830426|367.8635872|1378.496713|5.2823820260000005|0.6619695520000001|3920.383175|-192.096651|-176.9692239|607.7780769999999|1.0|1.0|0.0|1.0|1.0|0.0|0.18|17.0|-6.18|4.0|30.71|0.0|0.0|-3.06|21.0|-6.04|279.31|1.0|1.0|0.000871|243.0|2.76|0.0|6.64e-07|4.0877|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|303.31|0.7007899999999999|0.2991|-0.1686|-0.19826|0.024658671|-920.123726|5.2754|5.2366|5.2366
3q_a32|0.0|1|1|1|3.4364803|0.0|0|7.765993078999999|0|0|0.609420748|0.0|-0.017280695|-0.008072705|0|2.120544848|0.000773658|3|0.002487149|-0.167040501|-0.295228244|0|0.751733573|0.853737093|0.010109949|0.901790225|1|-0.067604132|0.34156046|0.15006201|-0.027989085|7.058489861|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|53.16288420000001|0.46136998|524.6043311000001|3335.898591|6.428518903|0.856561949|6079.482066|-522.4852655000001|-166.61896299999998|1333.133193|1.0|0.0|1.0|1.0|1.0|1.0|0.3|19.0|-7.31|6.43|131.25|1.0|0.0|-5.91|28.0|-6.35|411.54|0.0|1.0|1.24e-06|0.000508|3.47|0.0|4.88e-08|3.6236|3.6236|-1920.066488|-1920.042674|666.16|1136.46|342.16|342.16|0.70216|0.2897|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|7.5528|7.5528
2_a33|0.0|1|1|1|3.396444161|0.0|0|7.765993078999999|0|0|0.609420748|0.0|0.047294725|-0.009168933|0|2.112255684|-0.002514803|3|-0.000810928|-0.083752249|-0.148024156|0|0.787714775|0.833090592|-0.0212158239999999|0.8799816220000001|1|-0.0804186|0.411881091|0.1804845889999999|-0.031851158|6.889294995|0.702597735|-1.56070672|-30.02592687|75.44970552|60.41371259|0.4699986339999999|500.7570617|3245.244678|6.152818143999999|0.8867875909999999|6067.635829|-582.7217333|-247.5908207|1357.327077|1.0|0.0|1.0|1.0|1.0|2.0|0.3|19.0|-7.67|6.7|140.04|2.0|1.0|-6.35|28.0|-6.17|411.54|0.0|1.0|4.44e-07|0.000183|3.72|0.0|2.13e-08|3.6281|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|341.74|0.70205|0.2911|-0.15012|-0.19979|0.02972182|-1919.890628|5539.0|8.2596|8.2596
5b_a40|0.0|0|0|0|0.0|0.0|1|8.149890544|0|1|0.604912077|1.616656116|-0.067567502|-0.0049439079999999|0|0.7222376540000001|0.008515162|2|0.006372485|0.007986879|0.013573521|0|0.537115914|0.817071232|-0.400500595|0.88618123|1|-0.077031845|0.313503463|0.118735598|-0.036507111|4.811137897|0.829018186|-1.095213344|-19.38687321|52.08187888|48.2348504|0.477304896|442.1045286|764.9528181|6.521443259|0.913161214|4813.179854|-275.6361647|-330.1175669|662.7555978999999|1.0|0.0|1.0|0.0|0.0|0.0|0.21|14.0|-5.25|4.93|75.5|1.0|0.0|-5.43|21.0|-5.42|338.21|0.0|1.0|3.69e-06|0.00125|4.14|0.0|5.65e-06|3.9759|3.9759|-2096.782087|-2096.767375|515.23|847.01|311.84|311.84|0.59928|0.3005|-0.15999|-0.23068|0.01471235|-2096.757832|9.3069|7.1938|7.1938
14e_a23|0.0|0|1|1|0.0|-4.45581912|2|7.423568444|0|0|1.197957573|3.052208981|0.059967018|-0.008865361|2|0.650989437|0.001027627|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.791790895|0.133270225|0.8510270329999999|1|-0.073376247|0.267882223|0.074607942|-0.03935934|8.73073591|0.796525872|-1.96796702|-35.54678231|74.75779594|63.61519626|0.49543439|644.0923882999999|2428.874279|8.020794334|0.981902808|7663.17288|-953.3724859|-412.7765217|1719.6510460000002|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-8.23|4.42|105.02|2.0|0.0|-6.38|34.0|-6.06|479.48|0.0|0.0|4.1200000000000004e-07|0.000198|4.46|0.0|5.94e-09|3.7033|3.7033|-1966.96594|-1966.943431|706.39|1209.58|334.8|334.8|0.63922|0.3178|-153.0|-0.2342199999999999|0.02250947|-1966.785007|5.5469|8.5214|8.5214
12k_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984231|0.0|-0.001755273|-0.007818038|2|0.0|0.0043261129999999|1|0.0053380919999999|-0.089279071|-0.154412059|1|0.838579475|0.830875659|0.001281277|0.883029843|0|-0.079026221|0.340031035|0.184916442|-0.035199567|10.61148425|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|68.37178540000001|0.47195436|539.9866061|2277.687222|8.416930701|0.893775698|6393.133321|-818.7944715|-275.77726980000006|1745.328787|1.0|0.0|1.0|1.0|1.0|1.0|0.17|17.0|-6.74|3.89|90.88|2.0|0.0|-5.44|31.0|-6.19|428.51|0.0|0.0|3.59e-06|0.00154|3.84|0.0|1.84e-07|5.1958|3.4715|-1690.302721|-1690.269144|710.82|1200.31|357.15|238.62|0.39318|0.1512|-0.14743|-0.19798|0.03357755|-1690.094082|5.0736|7.6144|7.6144
16_a20|0.0|1|0|0|3.485659565|0.0|0|6.842683282|0|0|1.401259527|0.0|-0.014660441|-0.004705049|2|2.013871268|8.23e-05|1|0.001157852|-0.070208458|-0.117308016|2|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|1|-0.066137353|0.382481746|0.084994428|-0.029561375|5.023018225|0.780108103|-1.47806874|-28.6288015|60.02453683|51.14820251|0.464473378|602.0075202|2161.751186|8.166385503999999|0.8673208|5896.394536|-639.8099471|-368.5817657|1246.573875|0.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-10.52|6.38|78.25|2.0|0.0|-6.06|31.0|-5.42|401.46|0.0|1.0|8.68e-07|0.000349|4.69|0.0|3.0500000000000005e-11|5.9837|3.5704|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|207.2|0.32553|0.1958|-0.1481299999999999|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0|7585.0
13e_a6|0.0|1|0|0|3.433539068|0.0|0|6.842683282|0|0|1.429020445|0.0|-0.089778965|-0.006882528|2|1.643912856|-0.003356527|1|-0.001446486|-0.126749697|-0.223618825|2|0.841211811|0.765593573|0.102257199|0.827254552|1|-0.074242826|0.175643236|0.138323399|-0.032929004|8.211609879|0.722530518|-1.679379203|-33.17101912|75.42629799|61.91072885|0.4442079679999999|575.965487|3457.565879|7.973429837999999|0.799234143|6147.8097210000005|-750.3313497|-297.4895642|1553.619759|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|5.01|103.17|1.0|0.0|-5.11|32.0|-6.52|417.47|0.0|1.0|7.74e-06|0.00323|3.27|0.0|6.59e-11|5.9885|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|207.04|0.38609|0.0104|-0.1327|-0.20804|0.03809808|-1347.074898|13.2999|7.9208|7.9208
8_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.304250488|2.126514848|-0.208165266|-0.001277205|2|1.987684188|0.010647563|1|0.009595591|-0.048133994|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.879500982|1|-0.05397993|0.546157592|0.074867554|-0.024598141|2.772101712|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|33.26523662|0.428884426|478.2025467|1737.932042|5.695730546|0.750959081|5162.482272|-262.8925116|-233.7988862|700.3924376|1.0|1.0|1.0|1.0|1.0|0.0|0.15|21.0|-7.78|4.63|43.6|1.0|0.0|-4.35|25.0|-5.76|346.81|1.0|1.0|4.49e-05|0.0156|3.74|0.0|1.65e-08|5.3544|3.9863|-1450.239105|-1450.21384|561.6|949.09|311.03|231.56|0.30471|0.0642|-0.16821|-0.22685|0.0252645|-1450.121028|5.7488|7.2676|7.2676
10_a27|0.0|0|0|0|0.0|0.0|2|6.605297921|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|2|1.296293777|0.00991794|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.804375252|0.129719095|0.862408925|1|-0.061299064|0.346344305|0.147337847|-0.031079371|4.998521009|0.7453606909999999|-1.305333567|-17.33405307|55.05868025|41.99674607|0.477162521|453.4194305|943.2258247|6.761146212000001|0.912640238|4894.8090170000005|-369.1201792|-260.9504933|931.2754667000002|1.0|0.0|1.0|0.0|1.0|0.0|0.16|21.0|-6.24|2.81|65.6|0.0|0.0|-3.57|25.0|-6.51|331.37|1.0|1.0|0.000266|0.0882|2.55|0.0|5.81e-07|4.1495|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|298.79|0.63894|0.4452|-0.16805|-0.21785|0.0227416|-1083.008551|6.9456|7.1612|7.1612
6a_a31|0.0|1|0|0|3.3855253210000003|0.0|0|7.703007682000001|1|1|0.610184884|0.0|0.038376178|-0.01694403|0|0.0|-0.013930701|2|-0.010591881|0.0006473469999999|0.001117583|0|0.848282918|0.784022685|-0.07385392|0.848080284|0|-0.132158278|0.259133072|0.42783832|-0.045153913|11.79563339|0.6927462990000001|-1.896464366|-45.56491046|92.52963742|97.68889243|0.478330896|335.9594356|1671.917893|7.516549303|0.916923952|5908.282843|-653.8540772999999|-226.3518866|1607.453976|1.0|1.0|1.0|1.0|1.0|2.0|0.05|22.0|-6.96|4.68|131.36|1.0|0.0|-5.22|28.0|-6.69|390.42|0.0|1.0|6.09e-06|0.00238|2.8|0.0|1.11e-07|3.5428|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|349.96|0.70416|0.6404|-0.1428|-0.19843|0.04606915|-1613.198178|11.2387|5.9586|5.9586
41_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.420292383|1.840145925|-0.225923786|-0.004083905|3|1.601942802|0.003530307|1|0.0047106|-0.1430639269999999|-0.317014709|3|0.62974551|0.8417952740000001|0.08640454|0.900915114|1|-0.061101947|0.245948366|0.1768315369999999|-0.02929561|5.852270304|0.653147815|-1.259711209|-19.48810377|63.84353454|44.86996758|0.447046066|464.8854878|1073.170368|7.168742909|0.8084689140000001|5042.636398|-401.77742|-172.98086630000003|1089.222944|1.0|1.0|1.0|1.0|1.0|1.0|0.16|21.0|-7.47|3.34|68.52|0.0|0.0|-3.57|26.0|-6.66|348.38|1.0|1.0|0.000267|0.0929|2.49|0.0|3.36e-08|4.0167|3.7144|-1162.492089|-1162.462261|603.1|995.43|333.8|308.67|0.6779|0.2504|-0.15208|-0.2026099999999999|0.02982752|-1162.342476|6.8546|8.0|8.0
4_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|2|1.42341819|-0.007295208|0|-0.006506051|-0.017555555|-0.027355932|2|0.893350891|0.783871003|-0.095209424|0.84420422|1|-0.07804769|0.444849947|0.1257991219999999|-0.03525955|2.300808176|0.806604393|-1.48090111|-23.10213311|57.78603076|46.69151766|0.402148382|475.6168721|1528.797085|6.468023748999999|0.67265584|5254.939281|-438.3470487|-333.62177030000004|998.8757964|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.79|4.83|58.04|2.0|0.0|-5.92|26.0|-4.99|361.82|0.0|1.0|1.21e-06|0.0004379999999999|4.96|0.0|1.61e-09|5.7708|3.73|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|214.85|0.45947|0.2221|-0.1547|-0.21076|0.03342033|-1509.3147789999998|5.4892|7.5|7.5
1d_a5|0.0|1|0|0|2.79978458|-4.455320158|0|6.605297921|0|0|1.217311475|0.0|-0.133500214|-0.006252818|2|0.0|-0.0012491689999999|1|-0.000700145|0.001493879|0.004923698|2|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0|-0.088396743|0.6271150670000001|0.1034962359999999|-0.036640804|2.317281143|0.770504115|-1.465632167|-25.80622135|56.83734591|52.05055075|0.471074204|484.3911442|1172.890724|6.116537519|0.89062437|5717.438103|-427.8712868|-292.3128788|1027.76566|1.0|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.88|5.48|54.46|2.0|0.0|-4.79|27.0|-5.73|366.34|0.0|1.0|1.6100000000000002e-05|0.00589|3.95|0.0|1.3300000000000002e-09|4.8725|4.6112|-1288.340378|-1288.306458|567.04|951.63|268.88|254.46|0.41781|0.0982|-0.18991|-0.23519|0.03392008|-1288.253849|5.3765|5.03|5.03
8b_a32|0.0|1|1|1|3.419952523|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.113639567|-0.009362305|0|2.123714284|-0.003484915|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|0.060636167|0.8966299409999999|1|-0.0850068559999999|0.253018806|0.211781902|-0.03079624|6.585851946|0.669149204|-1.4166270230000002|-33.50038167|81.73293254|63.85535908|0.458155153|494.8166492|2275.886421|8.10555784|0.845546757|5619.400983|-558.2790432999999|-212.3722924|1329.016762|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|1.0|1.0|-5.83|27.0|-6.44|397.52|0.0|1.0|1.47e-06|0.000583|3.22|0.0|2.23e-08|3.5442|3.5442|-1880.77142|-1880.735397|671.54|1114.24|349.82|349.82|0.70285|0.2943|-0.14717|-0.20121|0.03602276|-1880.602014|1.2797|7.9208|7.9208
6b_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|2|0.604892326|1.710647518|0.135693438|-0.014861289|0|0.6899826|-0.003851208|2|-0.004728928|-0.018582337|-0.033583055|0|0.691778838|0.842573207|0.003163118|0.90571269|1|-0.107699967|0.417254814|0.246568426|-0.049599889|6.544506614|0.878140798|-2.132795227|-48.31476032|87.29061302|81.90640622|0.442509019|504.6333458|4049.386572|6.976123351|0.793750992|8482.600495|-956.7829293|-506.5422338|1626.736212|1.0|0.0|1.0|0.0|1.0|1.0|0.21|14.0|-5.21|5.67|173.43|2.0|1.0|-8.41|31.0|-5.85|511.42|0.0|1.0|3.86e-09|1.98e-06|5.03|1.0|6.21e-06|3.1026|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|399.62|0.69429|0.4962|-0.1237099999999999|-0.21904|0.03026498|-3290.648012|11.3203|7.5229|7.5229
11b_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|1|2.114272566|0.011959339|2|0.012037198|-0.162848233|-0.277408878|1|0.701976536|0.800774662|-0.146696566|0.862408925|1|-0.0445367309999999|0.229754094|0.068683675|-0.02494328|5.295379767|0.642051995|-1.047617742|-12.12179711|47.72173991|33.38515735|0.42907551|485.8716402|1650.235214|5.697537591000001|0.751545111|4884.730303|-285.1356465|-148.2182458|851.2497152000001|0.0|0.0|1.0|1.0|1.0|0.0|0.15|20.0|-5.87|3.09|48.53|0.0|0.0|-3.58|25.0|-6.24|327.38|1.0|1.0|0.000263|0.0862|2.9|0.0|1.35e-06|4.6471|3.9863|-1045.98235|-1045.961211|560.06|955.4|311.03|266.8|0.53885|0.0711|-0.16684|-0.19501|0.02113855|-1045.849774|3.7922|5.7696|5.7696
16_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|-0.010031024|2|1.614080058|-0.010377537|1|-0.008409607|0.0032314229999999|0.008045619|2|0.659478546|0.767641592|-0.142670655|0.838125715|1|-0.108919585|0.252612735|0.302520871|-0.041233465|2.977102266|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|59.82469895|0.484889078|344.4962834|1290.305313|5.780331402000001|0.941329444|4733.033232|-342.00731349999995|-325.670405|834.5848652000001|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.16|4.74|92.93|0.0|0.0|-4.98|23.0|-5.89|322.36|0.0|1.0|1.05e-05|0.0033799999999999|3.35|0.0|6.97e-08|3.2208|3.2208|-1371.388717|-1371.360243|520.28|856.09|384.94|384.94|0.6944100000000001|0.3866|-0.13195|-0.2029|0.02847445|-1371.297964|3613.0|7.3768|7.3768
