molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
1e_a5|0.0|1|0|2.953259375|0.0|1.427503886|0.0|-0.001975193|-0.009075016|2|-0.080321049|0.0|0.008031558|-0.1197834419999999|-0.040441176|1|0.007357977|-0.133677441|-0.201027861|2|0.71274658|0.045376705|-0.075239398|0.834250802|0.6977404359999999|0|0.008587563|-36.22202792|4.461204261000001|0.1194205|-0.0278901329999999|-18.81719677|2.317577542|0.0|0.7473936259999999|44.38364879|-14.48881117|0.482579989|457.4574833|-579.5524467|827.4861275000001|0.932665879|4342.827698|131.2279879|19.38578369|0.0157106539999999|409.0289917|8.161620868|1.0|1.0|0.0|1.0|1.0|2.83|2.17|0.05|23.0|54.46|0.0|0.0|1.0|-4.25|24.0|3.0|-5.77|1.0|1.0|3.5600000000000005e-05|3.43|0.0|1.21e-06|-0.04186|3.17|4.4292|-990.6006645|560.58|935.47|279.92|261.24|427.87|0.56258|0.51802|-990.471803|-0.18105|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0
12z_a36|0.0|1|0|3.435113772|0.0|1.297044126|0.0|-0.007671785|-0.010732275|2|0.037307819|0.0|-0.000143196|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.433580807|1|0.8707354620000001|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0|0.023371488|-68.09761735|15.50078625|0.165209595|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|83.07227002|-24.03445318|0.4577848329999999|553.6621150000001|-1225.757112|2451.657399|0.844286292|6146.834385|190.5590792|33.72393432|0.0225782039999999|642.3830552000001|14.97465267|1.0|0.0|0.0|1.0|2.0|4.76|0.0|0.13|17.0|92.99|1.0|0.0|1.0|-3.99|31.0|5.0|-7.08|0.0|0.0|0.000113|2.4|0.0|8.97e-05|-0.05642|2.98|3.8969|-1325.157504|686.33|1153.7|318.16|318.16|539.36|0.69397|0.69397|-1324.951498|-0.1575|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0
6_a27|0.0|1|0|2.6137160880000003|0.0|1.404458667|1.7996617540000002|-0.007874167|-0.072298665|2|-0.237047381|1.221528093|0.00526746|0.075248207|0.081320966|1|0.0058042269999999|-0.406859288|-0.541168953|2|0.678057835|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|0.020552125|-44.56839492|10.17466399|0.214952384|-0.034625042|-22.06430895|5.03713293|61.10118428|0.774820398|52.66373343|-17.14169035|0.47262982|388.6505938|-668.5259238|1193.992326|0.896201262|4761.820508|111.4788253|22.12343713|0.01635203|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|1.0|3.0|2.49|0.11|21.0|76.46|0.0|0.0|1.0|-3.62|24.0|4.0|-6.55|1.0|1.0|0.000153|2.37|0.0|6.86e-05|-0.04793|4.27|4.1391|-1043.806618|526.9|896.68|299.55|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|-0.17007|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0
14d_a23|0.0|0|1|0.0|0.0|1.197963465|3.405551724|-0.005343003|-0.026530366|2|0.03253552|0.758207139|0.01269616|-0.019307114|-0.054430189|2|0.01180744|0.059486662|-0.4483522929999999|2|0.725800261|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|0.018596017|-51.58357156|12.25371621|0.078305538|-0.032878563|-33.99063559|8.074501042|83.40396369|0.790346608|61.49227899|-21.66510006|0.454495683|607.3441532|-1083.255003|2261.37838|0.833166062|6459.554383|138.1496441|27.41215037|0.015037275|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|1.0|3.52|3.62|0.09|26.0|105.02|2.0|1.0|1.0|-5.85|31.0|4.0|-6.1|0.0|0.0|5.61e-06|3.94|0.0|7.03e-06|-0.0725799999999999|3.79|8.1555|-1669.224874|696.21|1186.17|3688.0|336.18|554.84|8.1555|8.1555|-1668.983743|-0.14894|-0.22152|0.02083626|-1669.045136|8.1555|4.0|8.4001
12h_a40|0.0|0|0|0.0|0.0|0.60499064|1.760542171|-0.008044548|-0.107711573|0|0.208938531|0.803557099|-0.000134504|0.189869851|-0.21893421|2|-0.002126898|0.367928263|-0.556229094|0|0.809398262|0.116873629|-0.335801908|0.845904643|0.6948809659999999|1|0.0117142839999999|-48.34705035|6.193088525|0.160518251|-0.038796498|-25.56004046|3.274152035|59.68939644|0.844008584|54.9311782|-20.51086984|0.4958138139999999|443.8158546|-676.8587047999999|603.6697997|0.983394285|5087.343024|82.46928995|24.30173133|0.012453938|350.9435025|6.584127851|1.0|0.0|1.0|1.0|1.0|3.19|3.0|0.0|20.0|84.45|2.0|1.0|1.0|-6.25|23.0|2.0|-5.13|0.0|1.0|2.61e-06|4.75|0.0|5.2e-05|-0.07512|4.14|2.6436|-2153.186757|548.82|910.77|469.0|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|-0.1092|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846
7s_a46|0.0|0|0|0.0|0.218897825|1.160371307|2.117265684|-0.005351046|-0.076841616|1|-0.210750635|0.0|0.0060802|-0.005405515|-0.020953253|1|0.005577925|-0.327656845|-0.3638523629999999|1|0.778692012|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.008871171|-41.72189594|4.458665639|0.141211538|-0.031623562|-20.9694955|2.240932895|0.0|0.8198874559999999|47.36217237|-15.894055599999998|0.433822088|431.6285339|-667.5503351|1619.4591|0.7662292690000001|4245.390306|90.5248694|19.38565529|0.01122216|409.9543818|5.640276426000001|0.0|1.0|0.0|1.0|1.0|3.08|2.33|0.26|17.0|50.94|0.0|0.0|1.0|-4.07|23.0|3.0|-5.81|1.0|1.0|5.76e-05|3.32|0.0|0.000256|-0.02024|3.54|4293.0|-974.7707066|539.99|916.7|288.81|234.06|446.63|0.44692|0.69976|-974.615216|-0.17923|-0.19947|0.036050328|-974.664103|3.6655|1985.0|5.7022
2_a4|0.0|0|0|0.0|0.0|1.189716144|0.0|-0.00708265|-0.103346554|1|0.08246129|0.0|-0.001386521|0.090707854|0.076479666|0|-0.0016168089999999|0.127695325|-0.3881618|1|0.930871261|0.11821091|0.1355918559999999|0.847373823|0.912872667|0|0.006330673|-44.27948986|2.667094277|0.257481153|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|48.93681624|-15.98981578|0.3961813179999999|312.82106489999995|-575.6333682|910.3327882|0.656126301|3396.86527|66.09827364|18.96532986|0.011054731|284.26458360000004|4.657326379|0.0|1.0|0.0|1.0|2.0|3.33|0.0|0.27|12.0|45.15|0.0|0.0|2.0|-2.18|19.0|4.0|-6.69|1.0|0.0|0.00171|1.62|0.0|0.00374|-0.01612|2.46|3.2230000000000003|-819.8996124|458.73|764.77|384.69|210.28|333.36|0.4682|0.6885600000000001|-819.771754|-0.14614|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086
16g_a32|0.0|1|1|3.363965155|0.0|0.609420729|0.0|-0.013775701|-0.0429252429999999|0|-0.049658216|2.084553994|-0.002456725|-0.029193403|0.004735761|3|-0.00030659|-0.085591073|-0.696926204|0|0.79965447|-0.026098259|0.008494733|0.8821580379999999|0.762429418|1|0.023959586|-77.75914881|17.659402|0.1793577589999999|-0.033839807|-57.31234426|13.01585399|43.37912747|0.6863323440000001|94.54074206|-24.94161377|0.3972359179999999|604.8539801|-1321.90553|3497.469035|0.65902387|6372.261243999999|231.1885989|36.34043182|0.02276861|701.9321161|16.78159325|1.0|1.0|1.0|1.0|2.0|3.87|3.42|0.33|19.0|149.27|3.0|0.0|1.0|-7.51|30.0|5.0|-5.69|0.0|1.0|4.83e-06|4.65|0.0|3.04e-06|-0.05|5.38|3.6161|-2034.593036|752.29|1245.25|342.86|342.86|639.49|0.70222|0.70222|-2034.342619|-0.14968|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586
8e_a46|0.0|0|0|0.0|0.252655541|1.160371308|2.161814059|-0.001015139|0.000950213|2|-0.126773923|0.0|0.012911107|-0.184317354|-0.016857659|1|0.0123581919999999|-0.203086023|-0.132524216|2|0.669602597|-0.241393458|-0.024620704|0.837678812|0.668786636|0|0.009576086|-33.59778824|4.876083942|0.078647648|-0.023017086|-17.10778729|2.482871976|53.05984592|0.7492419109999999|39.62167507|-11.72015869|0.444693313|469.146955|-503.9668235|1415.320228|0.8008066970000001|4239.252176|127.6844779|15.64268965|0.011830243|426.71841|6.023886838999999|0.0|1.0|0.0|1.0|0.0|3.21|2.93|0.32|17.0|43.6|0.0|0.0|1.0|-3.59|23.0|3.0|-6.02|1.0|1.0|9.15e-05|3.01|0.0|6.57e-05|-0.03175|3.0|4.5092|-954.9056294|552.99|933.3|274.96|274.96|457.96|0.6967|0.6967|-954.743261|-0.18835|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915
15a_a10|0.0|0|0|0.0|0.0|1.34383719|2.141907675|-0.00244937|0.022297552|2|-0.125297206|2.038992189|0.011418154|-0.060539141|-0.062038567|1|0.01192767|-0.19937094|-0.188634555|2|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|0.0156991769999999|-49.47045259|10.10411407|0.084862776|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|60.98047923|-16.19032994|0.407638879|588.9895149|-890.4681466|2413.560937|0.68815941|5929.563906|208.2243923|23.93343877|0.017883602|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|3.58|0.29|21.0|56.07|1.0|0.0|1.0|-3.97|30.0|5.0|-6.52|1.0|1.0|3.94e-05|3.12|0.0|6.51e-06|-0.04742|2.4|3.7639|-1278.4225210000002|687.57|1179.28|329.41|215.08|563.27|0.47484|0.68863|-1278.141052|-0.1559299999999999|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198
15d_a10|0.0|0|0|0.0|0.0|1.343850133|2.147544195|-0.002831383|0.0370874879999999|3|-0.059217023|2.04092658|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.1945202089999999|2|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|0.02281891|-47.58559595|15.37766538|0.12390229|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|66.95020436|-12.68949225|0.473858537|590.402322|-761.3695352999999|2036.192049|0.900629528|6511.656447|355.8865234|26.89020509|0.028735133|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|3.71|4.01|0.35|21.0|65.3|1.0|0.0|1.0|-3.78|33.0|6.0|-7.04|1.0|0.0|4.1200000000000005e-05|2.75|0.0|6.62e-06|-0.05002|2.05|3.8591|-1431.051425|737.09|1266.87|321.28|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|-0.15916|-0.20918|-0.23696253|-1430.795367|3.8163|69.0|7.1612
9n_a24|0.0|1|0|2.961528903|0.0|1.388847168|0.0|-0.003323852|0.001099755|2|-0.141205159|0.0|0.008307337|-0.036651001|-0.03088354|1|0.008809179|-0.22754075|-0.225226606|2|0.786587307|0.048359202|-0.058520736|0.804201677|0.755793189|0|0.017608478|-52.53031811|11.90027964|0.095443402|-0.026905672|-35.50139138|8.042526681|24.72120326|0.652126509|67.36550766|-18.18357165|0.4331595789999999|611.3234977000001|-945.545726|1361.307012|0.764164944|5356.5828|235.1021924|27.88350328|0.021951174|631.9206508|14.83518955|1.0|1.0|1.0|1.0|1.0|3.17|2.6|0.17|23.0|66.93|1.0|0.0|1.0|-4.14|29.0|5.0|-6.47|1.0|0.0|5.14e-05|3.07|0.0|8.909999999999999e-07|-0.03818|2.59|4.1028|-1239.095611|686.19|1155.03|302.2|252.31|587.05|0.44042|0.63085|-1238.856882|-0.1658099999999999|-0.20399|0.03188309|-1238.917278|4.8123|19.0|7.7212
6e_a31|0.0|1|0|3.402951625|0.0|0.61015618|0.0|-0.016012184|-0.178758575|0|0.132664341|0.0|-0.011483229|-0.008757878|-0.0462850729999999|2|-0.008439437|0.225356759|-0.579941248|0|0.838789705|-0.071378445|-0.072882794|0.841537966|0.795570315|0|0.032627586|-79.81721349|19.89514173|0.376659006|-0.046541668|-48.66969791|12.13134981|99.0823033|0.7604979040000001|93.68572477|-28.37945369|0.4782688439999999|380.0911673|-1277.075416|2188.417358|0.916695963|6053.812282|146.03985980000002|37.31693873|0.022744048|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|2.0|3.55|2.62|0.1|22.0|131.36|1.0|0.0|1.0|-5.63|29.0|5.0|-6.5|0.0|1.0|2.18e-05|3.2|0.0|1.89e-05|-0.05426|4.31|3.3083|-1652.63264|634.34|1077.48|374.76|374.76|490.75|0.70391|0.70391|-1652.445002|-0.13418|-0.18844|0.03676794|-1652.503557|8.3583|0.37|6.4318
13b_a5|0.0|1|0|2.948625157|0.0|1.338814635|0.0|-0.004573365|0.011339656|2|-0.006314305|0.0|0.0064510459999999|-0.104404004|-0.017963913|1|0.0066003869999999|-0.010368468|-0.357011244|2|0.6700114770000001|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|0|0.0138892369999999|-48.3067033|8.980592802|0.168442764|-0.02636836|-31.23446039|5.806729729|46.77748445|0.654076389|62.24204745|-17.04942469|0.455921715|537.6736515|-869.5206594|1177.571784|0.837970799|5678.380299|223.6695238|26.06641209|0.021552174|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.97|2.64|0.17|23.0|74.77|1.0|0.0|1.0|-4.24|30.0|4.0|-6.58|1.0|1.0|3.75e-05|3.01|0.0|1.72e-06|-0.05177|4.66|4.1793|-1276.030896|672.43|1138.73|296.66|265.31|503.93|0.32779|0.57482|-1275.806761|-0.17274|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586
47n_a18|0.0|0|0|0.0|0.0|1.251175627|0.0|-0.007614955|-0.057061805|0|0.017491759|0.0|0.000271488|-0.003276575|-0.048404296|0|0.001705837|0.026244774|-0.529441732|0|0.722991132|-0.09714337|-0.083719099|0.726888951|0.711628292|0|0.0106152389999999|-75.24728669|8.759783644|0.207570604|-0.031974244|-62.09468789|7.228646444|47.476904100000006|0.783921929|86.44740177|-26.38541222|0.482565384|653.9193397999999|-2031.676741|2052.393389|0.932611327|7909.580851999999|178.30942439999998|33.65821422|0.01357247|1306.125688|11.20011508|1.0|1.0|0.0|1.0|3.0|4.69|0.0|0.31|18.0|105.6|3.0|1.0|1.0|-6.02|40.0|4.0|-6.68|0.0|0.0|5.7e-06|4.1|0.0|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.299948|879.92|1565.37|387.11|387.11|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|-0.13138|-0.18391|0.02839695|-1740.663577|3.3568|64.0|7.1938
13a_a30|0.0|0|0|0.0|0.0|0.604984129|0.0|-0.011002918|-0.118776867|2|-0.036541822|0.0|-0.003436924|0.0317047379999999|-0.0351777|1|-0.002215642|-0.065043716|-0.5640209589999999|1|0.841060094|0.019603815|-0.058608635|0.885516463|0.802578397|0|0.01856512|-76.60916637|12.53013554|0.303605444|-0.042832838|-51.70573895|8.456950359|102.6479456|0.799862466|88.22659517|-28.90911938|0.4661332179999999|470.0167988|-1532.183327|2520.165025|0.873126469|6675.344631|135.07860209999998|36.14261279|0.017212819|713.7769663|11.6174288|1.0|0.0|0.0|1.0|2.0|4.76|0.0|0.13|17.0|124.74|1.0|0.0|1.0|-5.01|32.0|5.0|-7.05|0.0|0.0|5e-05|2.74|0.0|0.000288|-0.0555|4.54|3.5288|-1744.4457100000002|721.66|1211.54|351.35|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|-0.14953|-0.20503|0.04590378|-1744.281248|1.4855|14.0|7.8665
12aw_a36|0.0|1|0|3.28940051|0.0|1.297044239|0.0|-0.008293935|-0.115864198|2|0.066435701|0.0|-0.006877664|-0.1066959869999999|-0.034663063|1|-0.004358975|0.169961228|-0.4191703539999999|1|0.653741315|-0.022464907|-0.056676035|0.892249657|0.632625562|0|0.023038651|-73.52224315|14.76755422|0.2938251289999999|-0.041292362|-47.12705211|9.4658605|1.343623915|0.749052287|87.37742985|-26.46800754|0.47322369|452.6513136|-1323.400377|2380.579051|0.898338973|6370.06138|160.8550748|35.33532702|0.02161528|593.6088758|13.8551867|1.0|0.0|0.0|1.0|2.0|4.73|0.0|0.14|17.0|69.2|1.0|0.0|1.0|-3.99|31.0|6.0|-6.8|1.0|0.0|4.81e-05|2.88|0.0|3.17e-05|-0.05513|3.66|3.8763|-1431.373326|666.09|1120.43|319.85|237.0|507.71|0.38905|0.69109|-1431.180191|-0.15688|-0.21201|0.03134789|-1431.239759|6.5278|9.0|8.0458
4e_a46|-3.742323661|0|0|0.0|0.092094405|0.300205548|2.12386814|-0.005995748|-0.370202917|2|-0.08224348|0.0|-0.001404912|-0.058626723|-0.05803828|1|0.002688298|-0.135489528|-0.514537262|2|0.738134189|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|0.010671173|-64.33855433|8.098142567|0.246284959|-0.030951758|-48.825259|6.145520557|20.27041189|0.7951078540000001|73.87174786|-23.48867857|0.4753010039999999|571.9794684|-1479.78675|3129.575458|0.905854609|7615.063066|155.48860530000002|29.54149986|0.0125621839999999|942.2127953|9.533193534|1.0|0.0|0.0|1.0|2.0|4.5|2.68|0.27|23.0|124.17|2.0|0.0|1.0|-6.08|35.0|6.0|-6.6|0.0|0.0|3.92e-06|3.78|0.0|7.64e-07|-0.03893|8.03|4.1773|-1884.564974|757.1|1343.97|296.81|292.1|655.69|0.5745600000000001|0.56481|-1884.255802|-0.17112|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125
13j_a6|0.0|1|0|3.409065702|0.0|1.430640326|0.0|-0.015004989|-0.154502515|1|0.07522656|0.0|-0.011017781|-0.0951246069999999|-0.047513534|1|-0.007703306|0.121750719|-0.562698347|1|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.03111288|-86.54032868|20.78979124|0.377035857|-0.046428683|-57.82670518|13.89184843|114.6910805|0.7841668409999999|99.85109065|-31.02389141|0.433600896|416.2679342|-1644.266245|2634.320708|0.765539515|6276.316063|144.22085800000002|39.56287079|0.0199201689999999|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.0|3.56|2.26|0.12|23.0|115.15|1.0|0.0|1.0|-5.03|32.0|5.0|-6.81|0.0|1.0|3.28e-05|2.95|0.0|1.36e-06|-0.0488899999999999|4.94|3.5599|-1426.520775|712.52|1196.6|348.28|339.64|555.0|0.69993|0.7045100000000001|-1426.272674|-0.14602|-0.19491|0.03242949|-1426.335207|10.9731|262.0|6.5817
13c_a6|0.0|1|0|3.441255118|0.0|1.424213869|0.0|-0.010619065|-0.0122495089999999|1|0.049627353|0.0|-0.003346018|0.054910284|-0.0942387559999999|1|-0.000899678|0.081059709|-0.490486317|1|0.845481322|0.085414885|-0.167542194|0.8353837409999999|0.7995080809999999|0|0.030547186|-75.71763296|20.79409503|0.213190168|-0.039875482|-51.54254258|14.15496611|567.1031411|0.772032541|88.21184769|-27.1440571|0.466844407|535.5975578|-1438.635026|3135.546462|0.875625075|6204.855629|155.1821156|35.15921372|0.018354398|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|2.0|3.61|2.53|0.16|23.0|95.85|2.0|0.0|1.0|-5.95|32.0|5.0|-5.88|0.0|1.0|5.42e-06|4.23|0.0|1.68e-07|-0.05015|4.5|3.6519|-1389.371325|719.8|1217.77|339.5|206.92|596.15|0.48478|0.7008800000000001|-1389.122252|-0.14975|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367
12_a4|-3.2834578760000004|0|0|0.0|0.0|0.295190368|2.070952433|-0.0021497879999999|-0.271149771|2|-0.0334644329999999|1.587386096|0.005795666|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.220286906|2|0.5687812560000001|-0.036425699|0.04172421|0.8749408470000001|0.531333552|1|0.01168879|-44.33087544|6.936764267999999|0.194761903|-0.025916226|-26.30835499|4.116653575|7.519189887|0.717772573|53.59101661|-15.38009964|0.470780296|477.8721263000001|-753.6248824|1962.933988|0.889574393|6390.233612|167.4891205|21.42753878|0.015603795|608.4548423|9.260141177|1.0|0.0|1.0|1.0|0.0|3.41|2.94|0.23|21.0|86.12|1.0|0.0|1.0|-4.18|29.0|5.0|-6.84|0.0|1.0|4.64e-05|2.72|0.0|5.85e-06|-0.06898|6.12|3.8083|-1617.826064|640.67|1101.33|325.57|255.16|503.28|0.63967|0.68825|-1617.57796|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0
LY580276_a4|0.0|0|0|0.0|0.0|1.344599701|2.067497166|-0.001543874|-0.020236527|1|0.0295482979999999|0.0|0.010217376|-0.172607392|0.011772853|1|0.009622161|0.064209689|-0.191806286|1|0.5162208110000001|0.035666446|0.019144144|0.847526918|0.518109998|0|0.008729943|-34.22831819|4.207217677|0.131473004|-0.028035586|-16.49563923|2.027582675|82.46094409|0.8478469959999999|38.23432817|-13.51117823|0.437093506|418.5688558|-513.4247728|1511.5340210000002|0.7764939829999999|4098.640927|73.32703409|15.93586849|0.008312438|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|0.0|3.01|3.04|0.22|17.0|30.71|0.0|0.0|1.0|-3.67|22.0|3.0|-5.71|1.0|1.0|6.18e-05|3.35|0.0|8.08e-05|-0.0225|3.64|4.4918|-959.4723321|519.23|865.23|276.03|234.01|402.99|0.36903|0.68002|-959.356125|-0.18746|-0.2099599999999999|0.023546627|-959.404416|3.2891|175.0|6757.0
47a_a18|0.0|0|0|0.0|0.0|0.403918489|0.0|-0.006027559|-0.18843247|0|0.043161338|0.0|-0.005483379|-0.025401815|0.052572636|0|-0.000633273|0.066507683|-0.369841706|0|0.842412605|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|0.014124484|-81.42570819|11.58086543|0.2212091389999999|-0.036234741|-66.76209701|9.49531639|110.0917322|0.7936193709999999|93.5899242|-29.70938001|0.483193636|638.5417107999999|-2198.494121|2250.179086|0.934960691|8405.670404|169.2144153|37.435301|0.014835962|1225.939287|12.16421601|1.0|1.0|1.0|1.0|3.0|4.97|0.0|0.28|18.0|123.06|3.0|1.0|1.0|-6.74|39.0|5.0|-6.49|0.0|0.0|2.62e-06|4.44|0.0|2.95e-06|-0.05191|8.82|3.1947|-2098.773074|874.47|1536.87|388.09|388.09|813.01|0.69508|0.69508|2098.280307|-131.0|-0.18291|0.0339441|-2098.359766|3.0133|1.0|9.0
17b_a25|0.0|0|0|0.0|0.0|1.3732004619999998|1.785120622|-0.004368141|-0.002108117|2|-0.026412432|1.968416259|0.005120507|-0.100018134|0.016982601|1|0.005244553|-0.044260194|-0.366585181|2|0.653180996|0.068812225|0.029728702|0.838260077|0.636746066|1|0.015879547|-60.19950116|12.04068508|0.1178296009999999|-0.029249891|-45.64634114|9.129863339|87.61586206|0.724866184|73.52844745|-22.17876359|0.476276266|668.9067217|-1264.189524|2514.295488|0.909403632|6674.061446|208.6205329|30.59704545|0.0175785369999999|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|3.56|3.25|0.11|27.0|96.49|2.0|0.0|0.0|-5.32|35.0|5.0|-6.53|0.0|1.0|8.59e-06|3.61|0.0|4.16e-08|-0.05531|5.89|3961.0|-1483.830524|781.08|1329.35|313.02|228.6|654.18|0.31395|0.6594800000000001|-1483.563965|-0.16408|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957
12a_a5|0.0|1|0|2.981252568|0.0|1.338814635|0.0|-0.00166971|0.043132749|2|-0.0036987359999999|0.0|0.00873078|-0.114419442|-0.032601907|1|0.008649556|-0.006024869|-0.175245466|2|0.762866363|0.1121034509999999|-0.063558439|0.829536345|0.741588813|0|0.0081891369999999|-41.59124655|5.032443973|0.105409104|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|50.40529807|-15.99663329|0.457755771|549.7500455|-831.8249311000001|899.5599904|0.844187448|5294.775577|155.6073368|21.42066499|0.014342828|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|23.0|57.7|1.0|0.0|1.0|-4.27|29.0|4.0|-6.23|1.0|0.0|2.56e-05|3.38|0.0|5.660000000000001e-07|-0.04076|2.91|4.1610000000000005|-1201.990542|667.31|1140.24|297.97|264.55|508.81|0.50831|0.67169|-1201.750315|-0.17152|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212
4b_a49|0.0|0|0|0.0|0.0|1.343847828|2.075628989|-0.0074627159999999|-0.077626337|2|-0.064060521|1.645329244|0.001769804|-0.033486358|0.02907541|1|0.002557204|-0.10158752|-0.390006034|2|0.720824193|0.005818676|0.049923437|0.852400617|0.6967593559999999|1|0.0241270029999999|-55.5653235|14.84890147|0.241850733|-0.030696709|-34.19753462|9.138717999|64.87087098|0.645330839|71.2971749|-18.89220999|0.477868186|466.6010051|-944.6104994|1701.832352|0.915225186|6025.790417|218.2802175|29.27523192|0.02556165|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|1.0|3.37|3.1|0.22|21.0|90.13|1.0|0.0|1.0|-3.81|30.0|6.0|-7.12|0.0|1.0|0.000132|2.28|0.0|3.570000000000001e-05|-0.06731|3.56|3.7413|-1333.026419|664.86|1121.45|331.39|267.08|509.78|0.4151899999999999|0.68242|-1332.800229|-0.15635|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024
