molecula|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8j_a46|0|0.0|7.727094485|1|2.1279894180000003|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|-0.204674804|-0.084266433|-0.229679821|0.645146311|-0.074207717|0.837678812|0.6109926379999999|0.934648421|-0.054707287|-0.068971544|0.308052557|-29.38737046|4.658562801|7.723448142|-0.02566383|64.83187221|-1.103544698|-15.7861518|41.80044861|-13.78596018|34.04593326|0.427798746|502.0694817|-592.7962878|1888.679875|0.177887481|5.617748211|0.747636856|4759.107832|16.76894569|0.008843828|-346.061389|453.1959065|1.0|0.0|1.0|3.23|0.32|17.0|-7.26|4.71|4.55|43.6|2.62|1.0|1.0|96.94|0.0|1.0|2.0|3.0|3.82|2.59e-05|3.97|0.0|0.0|-0.04068|4.9636|576.48|978.4|281.1|0.1728|249.79|0.50703|0.70121|-1414.349865|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108
1o_a5|0|2.923171926|6.605297921|0|0.0|-0.002633927|4.59511985|0.033105871|2|0.025987654|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|-0.05876042|0.038275248|-0.231165601|0.670787375|-0.016408975|0.85693939|0.650008224|0.88430372|-0.079346457|-0.072886362|0.447318682|-42.63505279|7.122612351|167.3051756|-0.028770932|1.01402588|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|475.1609233|-587.4579645|833.537568|0.300086449|7.522366517000001|0.8888980340000001|4572.818263|22.08761368|0.020380352|-214.8381946|393.5487205|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|4.48|4.07|78.25|1.23|0.0|0.0|95.2|0.0|1.0|3.0|4.0|2.95|8.329999999999999e-05|2.78|0.0|0.0|-0.07037|4.5011|561.04|938.37|297.38|0.3966|275.45|0.4988899999999999|0.5492100000000001|-1043.422345|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559
4a_a49|0|0.0|7.535296702|1|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|-0.130491035|-0.037142108|-0.403194204|0.7541604690000001|0.032396301|0.856023531|0.731643066|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|-57.79201133|10.51443916|313.22432680000003|-0.0292876779999999|60.11195021|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|68.30645049|0.4716382|464.3095353|-916.0977468|1647.61849|0.349698461|7.934892916|0.8926425020000001|5950.370212|27.62211044|0.023624093|-184.3656985|620.5697596|0.0|1.0|1.0|3.35|0.22|21.0|-7.36|3.4|2.83|92.93|1.25|1.0|0.0|114.08|0.0|1.0|6.0|5.0|2.42|0.000528|1.71|0.0|0.0|-0.06461|4.7259|660.19|1128.22|327.34|0.1935|262.35|0.35731|0.68042|-1312.924353|-0.2231199999999999|0.04133192|-1312.98289|4.8706|32.0|7.4949
13b_a6|0|3.423777636|7.412764017000001|1|0.0|-0.011206134|5.351858133|-0.0265090529999999|1|0.042739018|0.0|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|0.100281317|-0.10896749|-0.490758329|0.850080948|-0.11338525|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|-61.06841733|21.00828557|154.7847961|-0.0406496879999999|554.4007331|-2.032484418|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|508.6895893|-1332.835801|2587.000662|0.2427663219999999|9.087172635|0.69141956|6000.952027|35.20276076|0.0203627189999999|-337.3706117|627.4287311|1.0|1.0|1.0|3.56|0.12|23.0|-9.01|4.98|4.32|95.85|1.29|2.0|0.0|116.79|0.0|1.0|5.0|5.0|3.45|3.11e-06|3.8|0.0|0.0|-0.0525799999999999|4.8494|694.33|1167.21|341.35|0.7846|255.67|0.58026|0.7006600000000001|-1349.837661|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595
6a_a40|0|0.0|8.421342866|1|1.78213955|-0.014623575|6.401917197|-0.077397672|0|0.035707071|0.775942224|-0.68730803|-0.001347823|0.104332675|10.30179985|-0.230955427|2|-0.272320301|-0.021759541|-0.620787469|0.682273668|-0.340539542|0.861720535|0.657059571|0.733750993|-0.109047987|-0.117413572|0.360858579|-68.11170799|10.24294396|185.06174|-0.049149867|36.84483305|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|0.41480944|458.303126|-1320.063801|2536.88262|0.132148181|6.945713476|0.708845065|7059.617542|35.37373259|0.012872604|-459.522754|557.4018948|1.0|0.0|1.0|3.99|0.21|14.0|-4.05|4.38|3.07|173.43|1.62|2.0|2.0|120.14|1.0|2.0|5.0|5.0|3.17|7.85e-08|3.77|1.0|0.0|-0.0926|2.9836|649.48|1103.4|415.55|0.4015|415.55|0.6782699999999999|0.6782699999999999|-2371.3827|-0.21255|0.01952089|-2371.443161|9.3893|0.04|7.3979
3h_a32|1|3.579396967|7.765993078999999|0|0.0|-0.005281944|5.733341277|-0.008243901|0|0.037731481|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|0.025035542|-0.071193103|-0.531669815|0.84279263|-0.2|0.834881529|0.8030743229999999|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|6.98327435|76.38838542|-0.027590124|0.0|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|550.2022886|-829.1363044|2911.160989|0.226505997|8.107034244|0.692036677|5187.525619|22.33200639|0.011751781|-342.4592076|593.0848817000001|1.0|1.0|1.0|3.65|0.35|19.0|-8.47|8.11|6.24|110.94|2.64|2.0|0.0|112.28|0.0|1.0|7.0|3.0|5.4|5.8700000000000014e-09|6.12|0.0|0.0|-0.05318|3.5552|676.22|1127.45|348.74|0.2926|348.74|0.70257|0.70257|-1790.440663|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549
28_a47|1|0.0|6.842683282|0|1.408016295|-0.009689834|4.727387819|-0.23494583|2|0.038387534|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|0.06536499|-0.046265509|-0.435485503|0.635684951|0.074217097|0.896193695|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|15.50250691|365.2310214|-0.038135461|83.61576722|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|359.8303775|-952.0725426|1337.037733|0.34774073|7.864990866|0.8964208090000001|5633.990508|34.75365534|0.031626405|-181.0112167|428.5826478|0.0|1.0|1.0|3.08|0.05|21.0|-6.92|2.49|3.84|98.72|1.67|1.0|0.0|99.2|0.0|1.0|5.0|6.0|2.4|0.000214|1.97|0.0|0.0|-0.05471|3675.0|599.88|995.5|337.37|0.2996|337.37|0.69002|0.69002|-1335.571655|-0.2052|0.03698465|-1335.6279869999998|8.17|25.0|7.6
12k_a30|0|0.0|7.412764017000001|2|0.0|-0.007818038|5.351858133|-0.029595542|2|0.042739018|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|-0.240110949|-0.089279071|-0.4186541|0.838579475|-0.067714819|0.883029843|0.7933543279999999|0.815083558|-0.079026221|-0.098188266|0.340031035|-52.35426525|16.01752015|106.8195439|-0.035199567|0.0|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|539.9866061|-1235.930491|2277.687222|0.291863802|8.416930701|0.893775698|6393.133321|32.93073182|0.0226150579999999|-275.77726980000006|704.0353382000001|1.0|0.0|1.0|4.72|0.17|17.0|-6.74|3.89|2.63|90.88|2.51|2.0|0.0|133.77|0.0|1.0|6.0|5.0|2.57|3.59e-06|3.84|0.0|0.0|-0.05055|5.1958|710.82|1200.31|357.15|0.2257|238.62|0.39318|0.6864899999999999|-1690.031103|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144
13f_a6|0|3.440154557|6.842683282|0|0.0|-0.006930367|4.727387819|-0.008507023|2|45.0|1.651047524|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|0.079490516|-0.126749697|-0.466314952|0.841211811|-0.088948538|0.834167942|0.790249345|0.863222493|-0.073352505|-0.092939631|0.176745407|-49.2635105|12.46087045|62.42897239999999|-0.032802223|0.0|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|0.279288145|9.050440345|0.6717890999999999|6128.208571|30.56694343|0.0196449239999999|-296.4599736|676.2770877|1.0|1.0|1.0|3.56|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|5.0|5.0|3.19|7.74e-06|3.27|0.0|0.0|-0.07786|4.8413|711.29|1202.78|394.98|901.0|256.1|0.49643|0.70541|-1347.018087|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768
9a_a36|0|3.4090209280000003|7.412764017000001|2|0.0|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|0.160672128|-0.12019672|-0.398235589|0.839235677|-0.1177413269999999|0.842671963|0.79302567|0.826559623|-0.073689118|-0.10869601|0.204819754|-45.04449811|14.47407729|49.52042402|-0.039929147|0.0|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|0.453098452|505.25728260000005|-1195.981615|2167.77208|0.236165413|7.546661564|0.828482664|5693.562367|31.95428497|0.019513779|-322.5522826|578.2841135|1.0|0.0|0.0|4.69|0.14|17.0|-6.28|3.04|2.04|66.4|2.02|1.0|0.0|120.94|0.0|1.0|5.0|5.0|1.95|0.000197|2.66|0.0|0.0|-0.05044|3.8677|648.41|1092.66|320.56|0.4811|320.56|0.68682|0.68682|-1252.578886|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861
12v_a36|0|3.468871488|7.412764017000001|2|0.0|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.0|-0.487854327|0.00127667|-0.086194201|10.96020642|-0.023932402|1|0.123026459|-0.1430106119999999|-0.401336708|0.8913597320000001|-0.041914045|0.8792981679999999|0.84179881|0.802291339|-0.078158778|-0.105200486|0.334379501|-51.4172081|17.85767346|113.7463918|-0.033118671|0.462992841|-1.788408258|-33.82511043|88.07013157|-21.78731129|69.27488156|0.461799225|527.7920397|-1176.51481|2328.221818|0.372344602|8.456596706000001|0.8580426609999999|6065.593390999999|34.71221847|0.02867403|-167.9576969|679.7230552999999|1.0|0.0|0.0|4.82|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|130.24|0.0|1.0|6.0|5.0|1.81|0.000113|2.65|0.0|0.0|-0.05219|3.8847|671.56|1150.38|334.77|0.4247|319.16|0.69298|0.7016100000000001|-1347.2000369999998|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539
14d_a23|1|0.0|7.423568444|0|3.405551724|-0.005343003|5.351858133|-0.026530366|2|0.043538647|0.758207139|-0.288522152|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|0.059486662|-0.074441567|-0.4483522929999999|0.725800261|-0.088996384|0.829764975|0.6906097959999999|0.921694462|-0.053736319|-0.078282292|0.213597535|-35.40917327|12.25371621|39.26987634|-0.032878563|83.40396369|-1.6439281280000002|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|607.3441532|-1083.255003|2261.37838|0.209653392|7.832720777|0.833166062|6459.554383|27.41215037|0.015037275|-382.6437544|666.0036144999999|0.0|0.0|1.0|3.52|0.09|26.0|-7.78|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|1.0|5.0|4.0|3.8|1.43e-06|3.94|0.0|0.0|-0.0725799999999999|3688.0|696.21|1186.17|3688.0|0.3807|336.18|8.1555|8.1555|-1668.983743|-0.22152|0.02083626|-1669.045136|8.1555|4.0|8.4001
12c_a5|0|2.977832018|6.605297921|1|0.0|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|0.0|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|-0.1386392109999999|-0.01261147|-0.223631474|0.808899433|0.014673577|0.8446264459999999|0.782051277|0.841092921|-0.070873852|-0.066083881|0.450827114|-46.62294305|10.77147171|143.44655559999998|-0.022421317|13.26856229|-1.25559373|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|553.2961182|-825.9671665|2045.184304|0.416414105|7.293547043999999|0.855075538|5877.765289|25.27376659|0.024214085|-109.9706106|735.3048881|0.0|1.0|1.0|3.27|0.24|23.0|-9.31|5.03|4.32|75.72|1.57|1.0|0.0|121.26|0.0|1.0|6.0|5.0|3.31|8.159999999999999e-05|2.84|0.0|0.0|-0.04565|4.6671|694.24|1200.02|309.06|0.1513|265.66|0.52074|0.6893600000000001|-1316.244961|-0.21128|0.02242648|-1316.305277|3.5993|47.0|7.3279
13a_a5|0|2.931642415|6.605297921|0|0.0|-0.006081807|4.59511985|-0.033436214|2|0.023989899|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|-0.025324157|1|-0.012798693|-0.035005746|-0.367284642|0.746303189|-0.048575318|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|10.77696869|126.2663658|-0.0279752339999999|39.93934134|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|493.6342317|-918.5341141|1314.232685|0.401208461|8.571729592999999|0.854865353|5628.9694|30.07803494|0.02811638|-127.2041084|620.5697596|1.0|1.0|1.0|3.07|0.13|23.0|-8.9|4.39|3.58|92.79|0.95|2.0|0.0|114.18|0.0|1.0|8.0|5.0|2.71|0.000169|2.19|0.0|0.0|-0.05534|4.6285|688.18|1160.81|294.45|0.5953|267.87|0.41806|0.50037|-1312.907813|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0
18_a20|0|3.463603867|6.842683282|0|0.0|-0.008841844|4.727387819|-0.12050413|2|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|0.268927191|0.001996439|-0.597167441|0.809917509|-0.090732503|0.8162774979999999|0.778639593|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|-61.73239771|7.195302872999999|318.5587088|-0.035934845|82.70867776|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|506.6038164|-1267.269673|1822.210286|0.1890889589999999|8.011174137000001|0.936740671|6206.896662|29.4862782|0.013457694|-413.7552685|712.1606951|1.0|1.0|1.0|3.48|0.08|27.0|-10.0|5.54|4.69|97.55|2.06|2.0|0.0|125.07|0.0|0.0|5.0|4.0|3.78|2.54e-06|3.85|0.0|0.0|-0.05604|5.9778|703.24|1204.88|350.69|0.2991|207.41|0.31154|0.6953699999999999|-1352.073755|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685
18a_a30|0|0.0|7.412764017000001|2|0.0|-0.006673169|5.351858133|-0.02919335|2|0.040166667|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|-0.094932667|1|-0.073280844|-0.053309522|-0.452377064|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0.85918121|-0.072474599|-0.095397479|0.294303776|-45.11907802|10.62073502|79.18861306|-0.036990859|0.0|-1.812552105|-28.08889239|69.35818061|-23.02866795|55.73981304|0.445995681|534.88346|-1128.40473|2814.429655|0.209500834|7.050626413|0.8050400790000001|5942.293347|29.1318055|0.016012295|-361.7006453|620.9195447000001|1.0|0.0|0.0|4.75|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|0.0|127.28|0.0|1.0|5.0|4.0|2.63|5.23e-06|3.87|0.0|0.0|-0.05605|3.4712|665.12|1120.46|357.18|0.3781|357.18|0.69033|0.69033|-1575.54671|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108
14p_a23|1|0.0|7.423568444|0|3.3252287430000003|-0.005975594|5.351858133|0.006191846|2|0.045165485|0.733042138|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|0.080581604|-0.0686282459999999|-0.4510651779999999|0.708395022|-0.090287278|0.8683808959999999|0.669357479|0.923455749|-0.063033628|-0.080784473|0.223758613|-42.52653933|14.91710363|40.58186569|-0.033660197|84.65359899|-1.615689464|-28.69113861|67.36602512|-22.70933393|57.44364296|0.464933687|623.0226425|-1090.0480289999998|2170.5738260000003|0.248361701|9.014073839|0.868927227|6696.264498|30.21311441|0.0190667019999999|-339.5427625|646.2584547|0.0|0.0|1.0|3.48|0.04|26.0|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|125.0|0.0|1.0|5.0|5.0|3.25|2.09e-06|3.3|0.0|0.0|-0.09046|3.5752|699.61|1191.08|346.79|0.3802|346.79|0.6816|0.6816|-1721.933314|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302
47l_a18|0|0.0|7.03438793|1|0.0|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|-0.008768679|-0.103458566|-0.4925232479999999|0.7452092359999999|-0.0973326269999999|0.781148177|0.733228144|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-57.15119372|6.543729374|11.54768766|-0.031456589|51.44279524|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|63.6949231|0.4897655489999999|571.4972966|-1431.971342|1427.032023|0.203890653|9.423637134|0.959883341|6572.90106|28.10487315|0.012890098|-421.235376|931.8364349|1.0|1.0|1.0|4.17|0.25|18.0|-9.37|3.69|3.19|85.29|2.94|3.0|1.0|139.63|0.0|1.0|9.0|3.0|2.72|5.44e-06|3.78|0.0|0.0|-0.0520399999999999|3.2026|764.74|1334.6|387.13|0.5019|387.13|0.69291|0.69291|-1455.165122|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949
17g_a50|1|0.0|7.934155233999999|2|4.377239517|-0.002050512|5.82008293|0.052557574|2|0.029160757|2.236579664|-0.13328325|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|-0.090386911|-0.200725906|-0.213708251|0.754575205|-0.2126789369999999|0.7787714459999999|0.7276268779999999|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|-32.14758511|9.710172008|10.60268439|-0.025918901|85.51402581|-1.555134042|-21.45417373|56.28102287|-17.29736764|41.85775712|0.467997084|614.4183967|-1037.842058|1975.996014|0.250051612|8.130878433|0.879688945|6102.424958|23.06474408|0.013645282|-333.6136209|829.3813984|0.0|1.0|1.0|4.04|0.35|20.0|-6.96|3.71|4.37|51.77|2.71|2.0|0.0|133.03|0.0|1.0|6.0|4.0|3.63|3.4899999999999995e-05|3.68|0.0|0.0|-0.0323|4.0458|725.92|1259.05|306.45|0.1795|306.45|0.6623600000000001|0.6623600000000001|-1335.631756|-0.19929|0.02957267|-1335.693266|9.1706|246.0|6.6091
12l_a30|0|0.0|7.412764017000001|2|0.0|-0.015371073|5.351858133|-0.274237737|2|0.044036281|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.300262845|-0.077457998|-0.640870513|0.613786308|-0.0395239879999999|0.883029843|0.593245722|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|-63.31694493|10.78883933|103.5499036|-0.045581702|1.697908189|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|583.6736326|-1690.148855|2394.793539|0.178184921|9.258542907|0.861252543|7576.362669|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|1.0|0.0|0.0|4.72|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|1.0|7.0|8.0|3.42|1.99e-07|5.05|0.0|0.0|-0.0545299999999999|5.0454|729.17|1223.54|351.78|0.2294|245.74|0.39486|0.68488|-1987.782294|-0.20397|0.03406276|-1987.848331|2.9851|61.0|7.2154
4q_a46|0|0.0|7.832410927000001|1|2.151582577|-0.001250008|5.587248657999999|0.004704245|2|0.0462962959999999|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|-0.081623022|1|-0.019471024|-0.1214838219999999|-0.125840557|0.716317772|-0.121752717|0.848935944|0.703627625|0.913550004|-0.052170875|-0.070035423|0.258420996|-29.12008262|8.099124333999999|38.31894407|-0.021010627|72.14599138|-1.050531344|-16.25388148|49.37907349|-11.72744747|37.21920695|0.487775649|509.9138517|-586.3723734|1491.412605|0.38044274|6.038093227999999|0.952269544|4992.497361|18.92875482|0.018430997|-133.46593529999998|554.3688216|1.0|1.0|1.0|3.95|0.38|17.0|-6.94|4.09|4.09|52.83|1.75|0.0|0.0|102.63|0.0|1.0|4.0|4.0|3.15|0.000389|2.65|0.0|0.0|-0.03042|4.5296|606.7333|1043.05|273.72|0.1432|273.72|0.69002|0.69002|-1108.511662|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0
47a_a18|0|0.0|7.03438793|1|0.0|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.052572636|0|0.066507683|-0.232940071|-0.369841706|0.842412605|0.089156939|0.7991211029999999|0.792293789|0.778790861|-0.082855697|-0.099310031|0.371382587|-67.93456546|11.58086543|100.7293848|-0.036234741|110.0917322|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|638.5417107999999|-2198.494121|2250.179086|0.2063806289999999|10.20255289|0.934960691|8405.670404|37.435301|0.014835962|-481.4854016|1225.939287|1.0|1.0|1.0|4.97|0.28|18.0|-8.27|0.48|3.35|123.06|1.85|3.0|1.0|158.24|1.0|1.0|12.0|5.0|2.02|1.8100000000000002e-07|4.44|0.0|1.0|-0.05191|3.1947|874.47|1536.87|388.09|0.6094|388.09|0.69508|0.69508|2098.280307|-0.18291|0.0339441|-2098.359766|3.0133|1.0|9.0
14x_a23|1|0.0|7.423568444|0|3.101221922|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.160327487|-0.073958723|-0.443633823|0.5788469970000001|-0.035965909|0.8668730109999999|0.558482531|0.7768288609999999|-0.0708831479999999|-0.084244058|0.229141189|-46.97594633|14.64350681|42.44114495|-0.034056109|87.28077098|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|514.8229467|-1060.780249|2382.851643|0.277788677|7.777802167999999|0.880126802|6989.569075|31.25095356|0.0219879679999999|-294.5294492|597.2903597999999|0.0|0.0|0.0|3.42|0.05|26.0|-7.93|4.2|5.14|105.02|3.78|2.0|1.0|120.2|0.0|1.0|5.0|6.0|4.06|2.09e-06|3.78|0.0|0.0|-0.08216|4.0641|675.21|1149.42|335.63|0.3184|305.07|0.6757|0.62836|-1828.168422|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949
12j_a30|0|0.0|7.412764017000001|2|0.0|-0.006336585|5.351858133|-0.033312179|2|0.043848238|0.0|-0.354848778|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|-0.0431311459999999|-0.053644471|-0.456342646|0.8414737059999999|-0.130412856|0.846470093|0.7991060659999999|0.842199041|-0.073909106|-0.094132698|0.328405591|-47.76354083|10.09017681|88.51817261|-0.036204884|0.0|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|0.476658597|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|28.76265258|0.01349128|-405.1466163|686.039456|1.0|0.0|0.0|4.76|0.17|17.0|-7.01|4.35|2.93|81.65|3.04|2.0|0.0|132.24|0.0|1.0|5.0|4.0|2.91|2.21e-06|4.23|0.0|0.0|-0.05106|5.1971|695.8|1175.75|356.4|0.2163|238.56|0.3087|0.68625|-1614.831741|-0.1987799999999999|0.03201935|-1614.894278|5.1081|9.0|8058.0
3j_a32|1|3.564417045|8.234564993|0|0.0|-0.006580847|6.3044488020000005|-0.017889768|0|0.037373737|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|-0.055211759|-0.052818794|-0.528541012|0.812195122|-0.084553991|0.8884057059999999|0.7557114|0.865101945|-0.070289671|-0.095013178|0.27811778|-37.33051857|7.315176208|47.55031019|-0.030815085|0.0|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|0.812452828|4866.613493|21.85672669|0.015301673|-264.245436|398.2788055|1.0|1.0|1.0|3.27|0.24|19.0|-6.69|6.68|4.93|110.94|1.94|1.0|0.0|95.74|0.0|1.0|3.0|3.0|4.09|1.21e-06|3.89|0.0|0.0|-0.05361|3.4982|564.55|934.19|354.42|0.3005|354.42|0.7028|0.7028|-1671.351322|-0.19859|0.02833407|-1671.402462|5.9266|8.0|8.0969
7b_a8|0|3.213855584|7.535296702|1|1.4628217119999998|-0.009659873|5.4161004020000005|-0.038810124|1|0.040873016|0.0|-0.4829936279999999|0.002074537|-0.052309137|10.9465091|-0.0254956129999999|1|-0.039357491|-0.021509048|-0.415894017|0.710658316|-0.040994467|0.8453887859999999|0.677544268|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|-60.75943432|19.86678613|145.0783004|-0.041332642|75.93423425|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|0.4787988|432.6681725|-1138.832108|1780.952171|0.246064343|7.698000901|0.918644854|6185.0105140000005|32.83731114|0.022982731|-304.2022276|545.9267515|0.0|0.0|1.0|3.49|0.09|23.0|-7.65|4.48|3.8|92.93|2.23|2.0|0.0|110.8|0.0|1.0|3.0|5.0|3.5|5.64e-06|3.61|0.0|0.0|-0.06833|4.5945|621.4|1067.73|380.32|0.2517|269.85|0.44725|0.7025100000000001|-1330.392289|-0.20472|0.0273745|-1330.448193|12.7344|13.53|4.8687
