molecula|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13_a10|0|0.0|7.535296702|1|2.091672336|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|-0.154121136|-0.017015286|-0.345108701|0.761923976|-0.002671425|0.84680169|0.736686715|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|-47.88975806|6.168030793|174.7319717|-0.030119651|0.0|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|413.5584641|-624.3134531000001|1630.880014|0.285505651|5.069505473|0.816739845|4941.066161|21.31179541|0.018979132|-216.8776303|422.96706330000006|1.0|1.0|1.0|3.02|0.15|21.0|-6.6|3.52|3.81|63.83|1.88|0.0|0.0|97.14|0.0|1.0|2.0|4.0|2.91|0.000176|2.76|0.0|0.0|-0.05022|5.8308|550.83|926.41|322.72|0.3905|212.63|0.34881|0.68386|-1065.68351|-0.20959|0.0346535|-1065.732389|5.3726|0.16|6.7959
1i_a5|0|2.843224727|6.605297921|0|0.0|-0.006494891|4.59511985|-0.31059482|2|0.0253888889999999|0.0|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|0.059972925|0.001493879|-0.403861432|0.525406088|-0.00496377|0.8436458929999999|0.513260607|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|-50.81756452|4.621144795|201.1526326|-0.03570792|0.213644964|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|494.6981114|-796.0581225|942.1618767|0.240540403|7.314842247|0.8858245220000001|5432.586961|26.20475553|0.0196689|-289.21443910000005|403.396385|1.0|1.0|1.0|2.83|0.05|23.0|-8.88|5.48|6.37|54.46|2.73|2.0|0.0|95.49|0.0|1.0|4.0|6.0|4.12|1.6100000000000002e-05|3.95|0.0|0.0|-0.05729|4.7243|569.42|957.58|283.08|0.7585|262.44|0.4571199999999999|0.50107|-1288.210207|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198
18c_a25|0|0.0|6.842683282|0|1.959418462|-0.002704524|4.727387819|-0.008080236|2|0.043274232|2.069766482|-0.162271435|0.007804726|-0.038865826|10.31285373|0.006360768|1|0.01222181|-0.038006869|-0.282103688|0.7644072209999999|0.0114970419999999|0.8005589320000001|0.7357918440000001|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|-31.96445203|6.300016824|26.54367263|-0.026975264|0.0|-1.510614788|-21.00757374|56.83666555|-17.72859578|38.26446885|0.484730247|623.0528232|-992.8013635|2095.730631|0.2520795489999999|7.553051762000001|0.940731034|6736.25597|23.70385212|0.014546814|-325.8749539|831.3429628|1.0|1.0|1.0|3.58|0.11|27.0|-10.17|6.29|6.11|87.72|3.08|2.0|1.0|138.65|0.0|0.0|7.0|3.0|4.77|8.86e-07|4.49|0.0|0.0|-0.0622|5.4858|698.86|1243.76|371.26|0.3558|226.01|0.31993|0.70516|-1714.280779|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555
3d_a49|0|0.0|7.535296702|1|2.089548665|-0.003398408|5.4161004020000005|-0.3456333889999999|2|0.036335697|1.775376197|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.149675594|-0.075636705|-0.202380888|0.914407252|0.029549308|0.863438637|0.846953747|0.733071652|-0.099295364|-0.094384452|0.464410121|-57.52001036|5.561916586000001|137.78978830000003|-0.036147237|0.0|-1.698920144|-33.32030276|65.59130031|-20.93944137|63.08192694|0.486368221|424.6551631|-984.1537446|1660.7054380000002|0.243377955|6.612715522999999|0.946920034|6018.145364|27.67490257|0.018844179|-297.31302830000004|549.3593871|1.0|0.0|1.0|3.29|0.15|21.0|-6.15|0.72|4.46|121.39|1.07|1.0|0.0|111.41|0.0|1.0|4.0|5.0|1.85|6.42e-06|2.98|0.0|0.0|-0.05766|5.1844|615.3|1044.19|318.67|0.2899|239.15|0.3523699999999999|0.67215|-1594.380348|-0.21913|0.04373784|-1594.435881|2.3278|2.34|5.6308
1j_a5|0|2.9426852410000004|6.605297921|0|0.0|-0.003981454|4.59511985|-0.010620031|2|0.025987654|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|-0.190920568|-0.010807075|-0.2470489089999999|0.74740095|-0.0614852279999999|0.848473695|0.717355058|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|10.57633738|73.73338699|-0.027258236|1.471030887|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|455.0425806|-600.2970524|847.5275797|0.383510433|7.328149934|0.883543443|4618.562904|23.74961767|0.026739895|-125.1415813|422.96706330000006|1.0|1.0|1.0|2.76|0.05|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|0.0|96.98|0.0|1.0|4.0|4.0|3.19|9.27e-05|3.03|0.0|0.0|-0.03832|4.4331|572.47|959.39|300.89|0.5115|279.68|0.66182|0.6449|-1065.671975|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198
12e_a30|0|0.0|7.412764017000001|2|0.0|-0.0077937519999999|5.351858133|-0.029595542|2|0.041767677|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|-0.018475151|-0.089279071|-0.417089226|0.838579475|-0.097868612|0.876441789|0.7933543279999999|0.816703705|-0.07914783|-0.098059338|0.407218612|-52.50202674|16.08914569|106.2790684|-0.035153347|0.0|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|0.46715936|541.7533217|-1235.889416|2392.685958|0.292879147|8.069355055|0.8767337279999999|6421.289402|32.97692061|0.022696477|-274.7836441|704.0353382000001|1.0|0.0|1.0|4.72|0.17|17.0|-6.74|3.89|2.63|90.88|2.51|2.0|0.0|133.77|0.0|1.0|6.0|5.0|2.57|3.59e-06|3.84|0.0|0.0|-0.05044|5.0412|709.98|1201.05|356.82|0.2055|245.94|0.3304|0.68605|-1690.030824|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431
8_a47|0|0.0|7.252053952000001|0|0.0|-0.007835945|5.476463552|-0.099564745|2|0.0363475179999999|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.14203855|0|-0.177626636|-0.00158075|-0.4497577479999999|0.686795267|-0.223459904|0.842571655|0.659210804|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|-44.09728708|5.043798869|90.32612351|-0.035797309|0.0|-1.646676195|-25.60148752|60.62152862|-20.78278301|49.14108595|0.414302597|493.3419136|-956.0080185|2217.264922|0.180297967|6.492934319|0.707366287|6219.278078|25.35407034|0.012935553|-371.2177396|559.4973856|1.0|1.0|1.0|3.02|0.13|22.0|-9.25|5.67|6.77|58.04|3.9|2.0|0.0|113.97|0.0|1.0|4.0|4.0|5.03|2.56e-07|5.61|0.0|0.0|-0.05495|3.6696|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|0.6877800000000001|-1685.8518170000002|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3
9i_a40|0|0.0|7.515889085|0|1.841293462|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.045555556|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.333430103|0.105172175|-0.542471361|0.831946443|-0.28972973|0.824009442|0.7947633409999999|0.830980762|-0.092881258|-0.088485615|0.006324687|-46.80087537|5.548036224|213.7117392|-0.036869006|62.68854553|-1.327284222|-23.58195819|49.81256531|-18.57750214|52.34891159|0.477626156|418.7133986|-668.7900768999999|335.9672843|0.140977546|7.700852478|0.91433781|4201.058793|21.62632891|0.010372658|-361.8074422|351.4600612|1.0|1.0|1.0|3.25|0.06|20.0|-6.03|3.84|4.02|84.45|2.99|1.0|1.0|91.11|0.0|1.0|2.0|2.0|3.52|4.79e-06|3.85|0.0|0.0|-0.05989|4.3611|534.44|883.84|428.48|0.5012|284.3|0.56118|0.70339|-1273.167389|-0.17956|0.02072395|-1273.217301|2.7887|1.25|5.9031
6_a47|0|0.0|0.0|0|0.0|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|1.291219116|-0.392537045|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|-0.302730533|-0.020576777|-0.459934519|0.701994505|0.062425042|0.84654143|0.672308592|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|-43.43026699|5.323543706000001|101.7290544|-0.036834143|0.0|-1.547034008|-23.54237714|60.76103606|-19.96679614|48.75381069|0.4059072379999999|456.3812788|-838.6054381|1577.98246|0.205609194|6.480620646|0.6832388209999999|5766.962611999999|25.13472712|0.0154005|-319.1626428|469.7495559|1.0|1.0|1.0|2.82|0.05|22.0|-9.06|5.24|6.27|58.04|3.48|2.0|0.0|106.47|0.0|1.0|3.0|4.0|4.59|9.53e-07|5.06|0.0|0.0|-0.05354|5.5188|576.56|990.85|333.32|0.2536|224.66|0.30468|0.69305|-1608.50108|-0.20794|0.03288085|-1608.554019|4.2153|13.0|7.9
8k_a46|0|0.0|7.727094485|1|2.105349622|-0.006208399|5.533389489|-0.380857136|2|0.038616352|0.0|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.510222233|0.73768327|-0.051289238|0.8341090329999999|0.687020939|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.98124174|6.774333772|104.0919365|-0.033099828|19.34993627|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|0.4938768979999999|529.6539372999999|-1424.980013|2328.360804|0.173430886|8.070811215|0.975803904|7352.280688|28.73282642|0.0112621819999999|-468.6373459|865.6610153999999|1.0|0.0|1.0|3.94|0.24|23.0|-8.66|2.94|5.37|124.17|1.86|1.0|0.0|132.47|0.0|1.0|5.0|6.0|3.29|1.82e-06|3.45|0.0|0.0|-0.0398699999999999|5.0379|742.04|1302.56|302.15|0.1354|246.1|0.41618|0.5577300000000001|-1844.970617|-0.20954|0.04718819|-1845.037411|3.8107|147.0|6.8327
5_a15|0|0.0|0.0|0|0.0|-0.008878343|0.0|-0.044921287|2|0.035982906|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|0.1093187759999999|-0.187421793|-0.340979744|0.8384601770000001|0.020920163|0.74438723|0.7950674740000001|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|-45.57134103|24.25353664|119.95308020000002|-0.0273088679999999|64.12413387|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|0.491010028|7.795174584|0.946094849|6656.720346|39.89581513|0.036380071|-13.36968593|779.0599798999999|1.0|1.0|1.0|3.79|0.15|24.0|-9.65|4.92|6.01|74.73|2.0|3.0|0.0|127.97|0.0|1.0|8.0|6.0|4.29|6.86e-07|4.86|0.0|0.0|-0.03714|4.3299|737.16|1272.84|341.96|291.0|286.35|0.62664|0.70244|-1470.487858|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861
14n_a23|1|0.0|7.423568444|0|3.3716621960000004|-0.0068536419999999|5.351858133|-0.027380305|2|0.045165485|0.747533142|-0.376950283|0.010561248|-0.049694913|10.3132176|-0.059870135|2|0.144230149|-0.110069159|-0.404569286|0.756252127|-0.099694124|0.861597051|0.71381683|0.89327435|-0.058928845|-0.082430028|0.209387766|-39.82324087|18.26553926|97.93357279|-0.032325501|97.39429807|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|603.6615822000001|-1114.099858|2195.877777|0.313179459|8.662092555|0.885393105|6740.54932|31.80611809|0.0242495529999999|-252.5011125|683.7405759|0.0|0.0|1.0|3.53|0.09|26.0|-7.51|3.42|4.03|114.25|2.72|2.0|1.0|126.78|0.0|1.0|6.0|5.0|3.48|2.32e-06|3.55|0.0|0.0|-0.06951|3.4217|710.48|1209.95|362.35|0.4229|362.35|0.6955|0.6955|-1744.1828670000002|-0.2077099999999999|0.02300614|-1744.244532|7.2975|1.0|9.2441
12y_a36|0|3.479963309|7.412764017000001|2|0.0|-0.00707164|5.351858133|-0.065314765|2|0.041767677|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|-0.028440975|1|0.06152178|-0.095253274|-0.434990282|0.90500247|-0.0498101409999999|0.873588247|0.856135378|0.83704133|-0.076585128|-0.098532865|0.424572485|-51.48548385|13.04507243|114.430624|-0.036493654|14.40618351|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|0.487285656|562.7133986|-1324.80348|2304.463084|0.244264266|7.589386902|0.950403792|6082.16777|32.46293206|0.01873364|-343.8442493|698.847203|1.0|0.0|0.0|4.88|0.12|17.0|-7.01|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|1.0|6.0|4.0|2.37|2.6e-05|3.45|0.0|0.0|-0.05002|3.8794|702.38|1183.75|319.6|0.4358|319.6|0.66796|0.66796|-1310.077567|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208
14a_a25|0|0.0|6.842683282|0|1.667057351|-0.004483962|4.727387819|-0.05112778|2|0.038167849|1.975771616|-0.255585831|0.006085806|-0.046802062|10.93106303|-0.019985937|1|0.085350921|-0.0469914379999999|-0.365062041|0.6716839040000001|-0.035531959|0.792935475|0.653818362|0.850426305|-0.069657015|-0.084207356|0.326595394|-45.72658614|8.449104086|107.22698590000002|-0.033365179|58.18995584|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|54.17569023|0.492236681|558.2652611000001|-1160.842349|2142.5112510000004|0.193247006|7.39139255|0.969421506|6315.975408|27.14918443|0.01323706|-402.7381076|712.1606951|1.0|1.0|1.0|3.43|0.08|27.0|-9.59|4.44|4.92|72.7|2.47|2.0|0.0|126.26|0.0|1.0|6.0|4.0|3.81|4.03e-06|4.16|0.0|0.0|-0.05083|5.3631|689.55|1202.13|314.05|0.3529|231.18|0.42461|0.6714|-1352.024616|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0
9i_a24|0|2.9199957480000003|7.153833802|0|1.865102513|-0.005148312|5.209486153|2.01e-05|2|0.023854167|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|-0.00532872|2|-0.140841749|-0.1818753839999999|-0.32068769|0.783500303|-0.0106944439999999|0.898194715|0.73094562|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|-30.56504777|11.87389334|10.13249376|-0.024639839|1.634015079|-0.837754515|-14.44881966|51.05832236|-11.64783344|42.43894111|0.468272544|390.5119445|-396.0263368|761.9885477000001|0.500761711|5.946747117|0.8806627109999999|4155.922671|23.33121014|0.038195951|0.720157264|295.8603625|1.0|1.0|1.0|2.76|0.0|22.0|-6.05|2.42|2.72|72.28|0.67|0.0|0.0|82.17|0.0|1.0|3.0|4.0|1.73|0.00248|1.48|0.0|0.0|-0.0473899999999999|4.6212|501.48|825.7|299.06|0.2373|268.3|0.58977|0.6755800000000001|-945.174716|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
4k_a46|0|0.0|7.825245291|1|2.145043462|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|-0.158788415|0.008544799|-0.3860697829999999|0.78837943|-0.141706595|0.787615341|0.784722915|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|-49.65634024|3.801175594|171.92614719999997|-0.0306644389999999|0.0|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|474.67574630000007|-794.928775|1912.936687|0.126761926|5.726809252000001|0.7163519709999999|4685.0322320000005|18.96506421|0.006892404|-403.1511415|519.5743695|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|2.0|3.0|3.79|1.5e-05|4.05|0.0|0.0|-0.01712|5.4228|582.84|1001.96|278.71|0.2259|228.63|0.39943|0.68553|-1053.196897|-0.20254|0.03653474|-1053.249847|5.7714|0.08|7.0969
12_a4|0|0.0|7.535296702|1|2.070952433|-0.0021497879999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|1.587386096|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|-0.055590089|-0.051501982|-0.220286906|0.5687812560000001|0.04172421|0.8749408470000001|0.531333552|0.805238097|-0.070256284|-0.074699711|0.636722126|-41.69390404|6.936764267999999|15.80191019|-0.025916226|7.519189887|-1.269895089|-24.74343259|53.59101661|-15.38009964|48.6306683|0.470780296|477.8721263000001|-753.6248824|1962.933988|0.282227427|6.223583758999999|0.889574393|6390.233612|21.42753878|0.015603795|-258.476202|608.4548423|1.0|0.0|1.0|3.41|0.23|21.0|-7.84|3.69|4.98|86.12|2.17|1.0|0.0|113.02|0.0|1.0|4.0|5.0|3.3|6.57e-05|2.72|0.0|0.0|-0.06898|4.8592|640.67|1101.33|325.57|0.1194|255.16|0.63967|0.68825|-1617.57796|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0
5a_a50|1|0.0|7.927685046000001|1|4.202707546|-0.00148647|5.82008293|-0.017108794|1|0.038040936|2.475383677|-0.06986407|0.012640587|-0.256097122|10.93256969|-0.130929632|2|0.028229556|-0.102607753|-0.161169418|0.699970832|-0.203436041|0.847812674|0.6759066159999999|0.969892876|-0.038932964|-0.065209836|0.2814514|-20.77548565|5.435098605|6.819160781|-0.022747617|60.04351409|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|0.4528093929999999|517.556163|-521.9610361|1605.985157|0.33472483|5.892775027000001|0.8275167520000001|4770.917486|18.24602704|0.017576522|-176.38892919999998|462.1867149|1.0|0.0|1.0|3.5|0.14|20.0|-6.24|3.66|4.33|35.64|2.62|0.0|0.0|101.86|0.0|1.0|2.0|2.0|3.47|0.000129|3.46|0.0|0.0|-0.02487|5.6146|582.98|976.41|308.73|0.2735|220.82|0.39948|0.6725399999999999|-1029.734933|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872
15c_a22|0|0.0|6.842683282|0|1.596256692|-0.005236206|4.727387819|-0.018518519|2|0.038137255|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|-0.047249795|-0.0917078119999999|-0.364626967|0.667111824|0.010828071|0.8353837409999999|0.639264982|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|-48.58045253|17.68362419|36.22825261|-0.0302219629999999|78.22334636|-1.60176404|-34.97658951|75.52188549|-21.75898206|66.26407672|0.462157867|623.9175171|-1153.226049|2092.620825|0.338224886|8.626398368|0.859281634|6882.442370999999|32.87972244|0.0248073129999999|-232.9472639|731.8178649|0.0|1.0|1.0|3.49|0.08|27.0|-9.28|3.9|4.18|109.38|1.08|1.0|0.0|128.77|0.0|1.0|6.0|6.0|2.98|1.39e-05|2.9|0.0|0.0|-0.07399|5.7361|715.42|1241.07|337.46|0.5082|216.15|0.30831|0.69113|-1460.324493|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325
25d_a34|0|0.0|7.412764017000001|1|1.940324546|-0.015046463|5.351858133|-0.089654563|1|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|0.00670464|1|-0.263924686|-0.211368416|-0.605891389|0.8265507809999999|0.011919831|0.799694715|0.778903495|0.674282353|-0.100582621|-0.124111479|0.631894475|-66.52770588|19.36462983|174.9700398|-0.044492794|69.64131956|-2.358118108|-44.00298587|95.24066462|-29.42857839|85.89233572|0.478308897|445.9861716|-1559.714654|2564.887803|0.2227964039999999|6.933980884|0.916843118|6513.063805|37.86469665|0.019881997|-366.6979266|673.8038326000001|1.0|1.0|1.0|3.58|0.12|23.0|-8.08|3.05|3.95|90.3|2.26|1.0|0.0|119.81|0.0|1.0|7.0|5.0|3.21|2.44e-05|3.05|0.0|0.0|-0.03521|4.2732|706.21|1198.19|290.15|0.2106|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223
1a_a5|0|0.0|6.605297921|1|0.0|-0.001785522|4.59511985|0.009305578|2|0.021346801|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|-0.123867037|0.069867374|-0.179831877|0.8309401009999999|-0.008431181|0.794139321|0.808272639|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|-36.19957997|4.047117885|83.60943679|-0.027665419|0.0|-1.134282187|-18.22870183|46.38422909|-13.93123008|40.24669785|0.455258786|419.7878208000001|-571.1804334|902.6910106|0.274345323|6.199179484|0.835734058|4005.068642|19.19815378|0.016493595|-227.2618539|403.543273|0.0|1.0|1.0|3.54|0.16|18.0|-7.15|3.08|1.42|37.81|2.09|0.0|0.0|93.49|0.0|1.0|3.0|4.0|1.75|0.00253|2.17|0.0|0.0|-0.1040099999999999|4.6707|531.02|882.1|437.61|0.2109|265.45|0.44868|0.54123|-951.178584|-0.2262699999999999|0.028664612|-951.226623|6.7017|107.0|6.9706
4_a38 (LY-2157299)|0|0.0|7.535296702|1|2.0959524330000003|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|1.721297609|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|1|-0.083399128|0.028964355|-0.463575124|0.702976795|-0.032369326|0.868207983|0.6848692759999999|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|-0.03235283|71.22674185|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|0.949475478|5566.495502000001|23.51893991|0.01379043|-327.0140711|542.7276591|0.0|1.0|1.0|3.27|0.18|21.0|-7.13|3.69|3.51|86.69|1.84|1.0|0.0|108.18|0.0|1.0|3.0|4.0|2.81|0.0001409999999999|2.39|0.0|0.0|-0.06|4.65|617.61|1048.31|327.69|0.2|266.68|0.4|0.68|-1198.442536|-0.22|0.03652312|-1198.49738|7.6529|69.0|7.1586
9o_a24|0|2.9340792330000003|6.605297921|1|0.0|-0.007052095|4.59511985|-0.044044637|3|0.028472222|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|1|-0.145366976|0.00177843|-0.38043264|0.738419215|-0.000453155|0.846075714|0.7086274779999999|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|-51.29122728|10.7072496|32.50178358|-0.032911684|44.8382925|-1.678495905|-29.69744072|66.24061038|-19.05574986|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|0.331953623|6.080741586|0.945954873|6697.297449000001|28.52459128|0.026064002|-194.5965258|663.2688909|1.0|0.0|1.0|3.96|0.04|23.0|-7.91|3.75|4.36|92.79|1.23|1.0|0.0|120.73|0.0|1.0|6.0|5.0|3.01|3.2500000000000004e-05|2.88|0.0|0.0|-0.04527|5.8802|611.03|1126.94|290.75|0.1409|210.85|0.41688|0.65292|-1387.887227|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507
3d_a12|0|0.0|0.0|1|0.0|-0.008186708|0.0|-0.053022041|3|0.038787879|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|-0.058191686|0|-0.282667477|-0.1394967999999999|-0.532019854|0.91670178|-0.108208213|0.82682708|0.8605417409999999|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|-34.34601551|5.717316796|74.39425719|-0.035063929|0.0|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|439.1353855|-738.6124526000001|1205.356874|0.22571647|5.786006004|0.89539167|4509.417998|23.26659057|0.01611886|-281.8395348|410.9162081|1.0|1.0|1.0|3.98|0.11|18.0|-7.51|3.37|2.19|50.17|2.26|0.0|0.0|100.28|0.0|1.0|3.0|4.0|2.67|0.000302|2.81|0.0|0.0|-0.06842|4.2114|548.21|918.3|328.71|0.3336|294.4|0.53114|0.6572100000000001|-1006.556654|-0.22229|0.02399772|-1006.606666|3.0037|25.0|7.6021
15a_a50|1|0.0|7.934155233999999|1|4.126145086|-0.004429392|5.82008293|-0.06317118|1|0.035694444|2.020652006|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|-0.072976638|-0.128070491|-0.325638639|0.797917311|-0.207610131|0.8749408470000001|0.76745052|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|-46.91098865|10.77967103|275.287923|-0.029316925|0.0|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|1754.903963|0.294589405|8.095541483|0.8103580690000001|5401.219537|24.86892274|0.018747341|-245.8291419|569.5267957000001|0.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|3.57|68.76|1.87|1.0|0.0|110.43|0.0|1.0|5.0|4.0|2.76|0.000251|2.51|0.0|0.0|-0.03255|4.0408|644.4|1091.64|306.83|0.1767|306.83|0.66132|0.66132|-1199.572081|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872
12q_a30|0|0.0|7.412764017000001|2|0.0|-0.015322396|5.351858133|-0.27228842|2|0.0438779959999999|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.021542639|1|-0.0483777279999999|-0.077457998|-0.636798458|0.613786308|-0.032887649|0.867367115|0.593245722|0.845745827|-0.087348134|-0.115589613|0.596557166|-59.52322773|10.07866809|82.72757145|-0.045799658|0.732186841|-2.427381881|-40.56199584|90.06607753|-31.21009417|69.60189582|0.473741611|576.3319634|-1654.134991|2844.418547|0.179359278|7.346842839|0.900207238|7990.060758|38.03137394|0.016579022|-437.0000797|696.6414817000001|1.0|0.0|0.0|4.73|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|1.0|7.0|8.0|3.42|1.99e-07|5.05|0.0|0.0|-0.05105|5.0573|713.16|1214.92|355.93|0.1817|245.16|0.34138|0.68516|-1987.781386|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449
