molecula|NaaNH|n9FaRing|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomRadius|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
47p_a18|0|0|1|1|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.00235332|-0.015960677|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.082580968|-51.14496913|-61.12351185|5.913843751|123.6411353|-0.030813794|4.377217987|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|0.488811071|2933.069245|-1528.087796|1367.4309119999998|9.923659881|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|0.0|1.0|1.0|2.0|3.65|3.34|76.5|3.0|1.0|144.53|0.0|-5.67|35.0|468.59|0.0|1.0|-5.27|2.13e-06|5.34e-06|0.0025|4.35|9.35e-10|-0.05628|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|595.0|732.84|0.6937800000000001|-1493.338659|-0.13118|-1493.407248|64.0|7.1938|7.1938
14ab_a23|0|1|0|0|0.065530542|-0.0050415|5.351858133|-0.028841865|2|0.04314059|0.021287386|0.013012022|0.010803172|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|2|0.725358161|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|-0.076243539|-35.59605095|-52.21744789|12.31039874|51.89838547|-0.031648261|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|0.4695727329999999|2941.47118|-1148.783854|2332.352369|7.83369055|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|1.0|1.0|4.4|4.63|105.02|2.0|1.0|130.22|0.0|-6.23|32.0|439.54|0.0|0.0|-5.55|5.9e-07|2.81e-06|0.00123|4.31|6.9799999999999995e-09|-0.07146|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|595.23|0.66532|-1708.277193|-0.14778|-1708.3414239999995|4.0|8.4012|8.4012
8g_a8|1|0|1|1|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|-0.009140059|-0.025002199|1|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0|0.533935495|-0.129695841|-83.78686741|-79.46906035|19.06725815|285.5736014|-0.052430233|11.68315869|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|0.479218966|2889.141422|-1509.912147|2148.49832|7.440878437999999|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|0.0|1.0|1.0|0.0|2.0|4.11|3.89|99.34|2.0|0.0|111.38|0.0|-5.3|31.0|417.39|0.0|0.0|-4.94|5.01e-06|1.16e-05|0.00483|3.53|4.01e-08|-0.05849|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|330.67|0.3904|489.97|0.69221|-1450.728709|-0.15542|-1450.787398|4.2|5.3768|5.3768
13j_a6|1|0|1|1|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.041728395|0.07522656|-0.011017781|-0.0951246069999999|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.129511589|-80.33128667|-86.54032868|20.78979124|251.937353|-0.046428683|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|0.433600896|2907.3053210000003|-1644.266245|2634.320708|8.741405506|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|1.0|3.0|4.16|3.54|115.15|1.0|0.0|120.17|0.0|-5.03|32.0|427.46|0.0|0.0|-4.48|9.32e-06|3.28e-05|14.0|2.95|3.18e-09|-0.0488899999999999|3.6504|-1426.5532050000002|-1426.520775|712.52|1196.6|348.28|0.2857|555.0|0.69993|-1426.272674|-0.14602|-1426.335207|262.0|6.5817|6.5817
9_a3|0|0|0|0|0.187952252|-0.007847313|4.727387819|-0.100592457|1|0.034166667|-0.126542538|-0.004918099|0.065373003|1|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.923357627|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.083555008|-44.74600478|-39.28853824|3.469130065|72.17854599|-0.038196575|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|0.413418346|2017.0704920000005|-628.6166118|1383.145159|5.004834198999999|20.25176593|0.008976383|-363.8118546|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|1.0|4.9|4.62|80.04|1.0|0.0|92.69|0.0|-5.53|22.0|303.38|0.0|0.0|-4.9|2.96e-06|1.25e-05|0.00379|4.14|5.5e-08|-0.03999|5.8185|-1256.087705|-1256.0634710000002|512.44|857.36|331.9|0.2069|350.27|0.3639699999999999|-1255.9558029999998|-0.15834|-1256.002529|10965.0|4.96|4.96
6a_a40|0|0|1|2|0.117890918|-0.014623575|6.401917197|-0.077397672|0|0.035707071|-0.146542353|-0.001347823|0.104332675|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.117413572|-68.11170799|-73.33687786|10.24294396|166.2999483|-0.049149867|6.397774285|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|0.41480944|2936.1501780000003|-1320.063801|2536.88262|6.945713476|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|0.0|1.0|0.0|1.0|1.0|4.38|3.07|173.43|2.0|2.0|120.14|1.0|-7.11|29.0|442.53|1.0|0.0|-4.99|7.85e-08|1.03e-05|0.00457|3.77|8.950000000000001e-05|-0.0926|2.9836|-2371.579899|-2371.560378|649.48|1103.4|415.55|0.4015|497.78|0.6782699999999999|-2371.3827|-0.11995|-2371.443161|0.04|7.3979|7.3979
37_a18|0|0|2|2|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|0.036746032|-0.018268775|0.002300582|-0.034593342|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.761336899|0.699483099|0|0.831783747|-0.074857954|-50.09028298|-54.7389628|6.653112344|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|0.488368082|3055.795406|-1423.213033|1571.7484060000002|9.460456975|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|1.0|0.0|1.0|1.0|2.0|3.68|3.3|76.5|2.0|1.0|151.14|0.0|-5.68|36.0|480.6|0.0|1.0|-5.47|2.08e-06|3.35e-06|0.00161|4.36|1.51e-09|-0.04925|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|673.45|0.69305|-1532.553949|-0.13194|-1532.622404|35.0|7.4559|7.4559
12as_a36|1|0|2|2|-0.051208473|-0.007672841|5.351858133|-0.073735973|2|0.041728395|0.096454203|0.000584134|-0.114290948|1|0.0018565629999999|0.162571317|-0.098698552|-0.166354116|-0.4358775279999999|1|0.8058720979999999|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|0.77043791|-0.109492809|-55.75872553|-73.78005999|12.95780416|154.6869148|-0.037824788|8.731418812000001|0.0|0.768125394|-2.080363362|-37.57216725|85.53474971|0.454761514|2904.092809|-1401.82114|2365.632846|8.768282531|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|11.75468972|1.0|0.0|0.0|1.0|0.0|2.0|3.16|2.09|86.27|1.0|0.0|133.95|0.0|-3.81|32.0|423.47|0.0|0.0|-3.95|0.000154|0.000112|0.0476|2.36|1.29e-07|-0.05789|4.5202|-1385.601917|-1385.5651710000002|712.04|1207.35|321.96|0.5902|568.52|0.53815|-1385.322633|-0.1563|-1385.384524|59.0|7.2291|7.2291
7_a47|0|0|0|0|0.00763426|-0.008206422|0.0|-0.143650735|2|0.04030303|-0.128433676|-0.0091074509999999|-0.085507035|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|-0.04402021|-0.124285418|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.095957591|-45.82735481|-54.113260200000006|5.027768049|86.09912617|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|0.405265781|2491.885862|-919.9254234|1968.695833|6.485224033|25.02240371|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|0.0|1.0|1.0|2.0|5.63|6.52|58.04|2.0|0.0|111.28|0.0|-6.47|28.0|393.84|1.0|0.0|-6.06|3.41e-07|8.75e-07|0.000345|5.49|3.52e-10|-0.05297|3.7203|-1647.996662|-1647.963177|604.84|1043.33|333.26|0.2144|455.81|0.69314|-1647.7863539999998|-0.1544|-1647.841533|25.0|7.6|7.6
12j_a36|1|0|2|2|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|0.00285431|0.039869055|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|0.852586292|-0.105480639|-46.2113679|-69.66341599|11.99396966|97.35760604|-0.037113558|7.921272637|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|80.59149538|0.457280037|2881.20453|-1323.6049039999998|2536.987511|7.483427579|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|1.0|1.0|2.0|3.33|2.61|94.5|1.0|0.0|135.47|0.0|-4.85|31.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|3.19|8.95e-08|-0.05098|5.2072|-1670.448063|-1670.420129|694.28|1198.96|327.94|0.4981|536.01|0.37116|-1670.184251|-0.15495|-1670.245584|0.01|8.0|8.0
5f_a40|0|0|0|1|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|0.000663516|0.166865076|2|0.000706205|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.7039183109999999|-0.465573352|0.095322868|875.0|0.680674762|1|0.7414714309999999|-0.10969397|-52.44868801|-50.68028366|9.349692674|119.4441339|-0.041135239|4.319700326|63.48466425|0.814393685|-1.316327637|-24.23209217|57.61052946|0.484099946|1932.388838|-608.163404|599.1117195|5.780627322000001|23.33651|0.015000038|-290.5093357|746.7683199|269.0442248|6.930245797|1.0|0.0|0.0|1.0|1.0|1.0|2.94|2.68|101.52|0.0|2.0|78.56|0.0|-3.97|20.0|284.34|0.0|0.0|-3.31|0.000108|0.000491|0.14|2.2|0.000207|-0.06227|3.8036|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|361.03|0.56507|-1232.851443|-0.13057|-1232.898044|112.0|6.9508|6.9508
19e_a38|1|0|2|2|-0.082311936|-0.007550899|5.351858133|-0.10490608|2|0.04508642|0.021678225|-0.001197042|-0.104569193|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.04818471|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.10214405|-56.34606212|-68.82539051|14.27562164|150.553721|-0.03783113|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|0.4655978389999999|2920.436229|-1376.50781|3426.997928|6.596408983|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|1.0|1.0|3.0|4.03|3.09|81.23|2.0|0.0|135.78|0.0|-4.94|32.0|427.48|0.0|0.0|-4.72|1.15e-05|1.89e-05|0.00807|3.55|5.27e-08|-0.05139|5.2322|-1409.582478|-1409.547647|685.34|1183.12|321.31|0.3948|532.67|0.41961|-1409.315831|-0.15584|-1409.37733|0.01|8.0083|8.0083
4_a27|0|0|0|0|0.082486268|-0.006181204|4.727387819|-0.058641975|2|0.0456410259999999|-0.273119343|0.00991794|0.13397347|1|0.010329671|-0.459570857|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|-0.07759915|-0.024800302|0.842039655|0.614205449|1|0.852604338|-0.078787867|-29.89961815|-40.79296366|10.43112657|76.31512503|-0.0281385239999999|5.40078803|58.27512057|0.682485674|-1.181818|-15.48073439|51.33640873|0.444169714|2273.715366|-611.8944548999999|1213.060761|6.01592535|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|0.0|1.0|0.0|1.0|0.0|2.94|2.8|65.6|0.0|0.0|97.55|0.0|-3.57|25.0|331.37|0.0|1.0|-3.99|0.000266|0.000102|0.0339|2.55|6.04e-07|-0.0449899999999999|5.5485|-1083.138303|-1083.119531|555.75|946.77|300.29|0.2002|445.65|0.36899|-1082.963712|-0.17034|-1083.01571|4.0|8.3979|8.3979
3a_a32|1|1|0|0|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|-0.002794182|0.102212031|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.0970820759999999|-37.30101542|-44.92473442|10.39727075|84.65041685|-0.032360692|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|0.461044711|2028.93875|-449.2473442|812.930125|5.755284924|22.27382254|0.0236593529999999|-159.4728294|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|1.0|1.0|5.77|4.12|110.94|0.0|0.0|83.28|0.0|-5.32|20.0|298.39|0.0|0.0|-4.35|4.83e-06|4.51e-05|0.0134|3.31|7.66e-07|-0.0558|3.6308|-1554.796165|-1554.768725|492.91|801.12|341.48|0.2719|355.48|0.70229|-1554.7020630000002|-0.15058|-1554.748543|3.0|8.5686|8.5686
5_a18 (BIBF0775)|0|0|2|2|0.0160123|-0.005220163|4.844187086|-0.015946718|1|0.035478927|-0.0366107389999999|0.002526619|0.0002403959999999|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.078246932|-52.09190866|-59.08151918|6.418873637000001|118.3671077|-0.029755876|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|0.483962172|3115.979466|-1595.201018|1645.395714|9.798677372|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|1.0|2.0|4.09|3.69|76.5|3.0|1.0|155.95|0.0|-6.07|37.0|494.63|0.0|1.0|-5.72|8.590000000000001e-07|1.91e-06|0.000946|4.73|6.18e-10|-0.04938|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|0.4825|691.68|0.69298|-1571.843719|-0.13154|-1571.914419|34.0|7.4685|7.4685
14b_a50|0|1|2|2|-0.092558007|-0.003935732|5.82008293|0.0228205129999999|2|0.030219907|-0.068176984|0.010215823|0.037777505|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.030057537|-0.076752616|0.831689551|0.71456262|1|0.904076348|-0.076674952|-33.02344264|-50.27694576|14.70317076|62.89861413|-0.025558317|9.64109526|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|0.445384689|2967.872393|-1005.538915|2984.248708|6.3538844910000005|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|1.0|1.0|0.0|3.72|4.81|66.99|2.0|0.0|128.39|0.0|-4.6|33.0|441.52|0.0|1.0|-4.78|2.51e-05|1.6800000000000002e-05|0.0074099999999999|3.51|1.3900000000000001e-07|-0.02486|5.2834|-1431.068494|-1431.037684|718.64|1253.87|304.07|0.1637|533.25|0.55594|-1430.72987|-0.16874|-1430.7933859999998|6.58|5.1818|5.1818
12c_a31|1|0|1|1|0.046986783|-0.013026643|5.733341277|-0.055520387|0|0.040982906|-0.030192572|-0.003618466|-0.094991098|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0|0.8083148840000001|0.066071056|-0.098452311|0.8856644770000001|0.770283733|0|0.665463503|-0.129736755|-66.41224264|-82.33748068|19.38414321|212.313715|-0.036326291|12.30215386|553.8695417|0.6817087|-1.816314565|-42.14855504|97.28775086|0.448512808|2592.4503010000003|-1152.7247289999998|1894.297124|8.091269314|33.81868912|0.023556702|-230.6429907|1690.934456|583.9691392000001|14.95027019|1.0|1.0|1.0|1.0|1.0|2.0|5.64|3.7|117.37|2.0|0.0|108.16|0.0|-5.23|28.0|398.48|0.0|0.0|-4.16|5.85e-06|6.94e-05|0.0277|3.1|5.79e-08|-0.0338399999999999|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|0.2625|578.69|0.7007399999999999|-1617.888981|-0.15904|-1617.951882|0.38|6.4202|6.4202
18_a3|1|0|0|0|-0.256375952|-0.003487792|4.59511985|-0.021283637|3|0.034712644|0.08269134|0.0057881999999999|0.042606196|1|0.005799063|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.7226687409999999|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.0846755|-31.07331853|-37.67445366|6.1383958|70.31739201|-0.031753312|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|0.483376636|1938.093995|-452.0934439|703.8534116000001|5.293627315|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|0.0|1.0|0.0|1.0|1.0|1.0|3.42|3.08|67.35|0.0|0.0|80.35|0.0|-2.82|21.0|273.29|0.0|1.0|-3.27|0.0015|0.000537|147.0|1.79|1.49e-07|-0.05769|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|311.79|0.3326|330.54|0.6671699999999999|-889.850598|-0.1641099999999999|-889.894728|0.03|7.5229|7.5229
19j_a38|1|0|2|2|-0.089207643|-0.007976154|5.351858133|-0.04575843|2|0.04391253|0.105682345|-0.004442319|0.003554228|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.108006563|-57.80349365|-73.92901683|17.15233756|131.9851314|-0.038119963|11.74054073|29.18585028|0.714369845|-1.944118135|-39.565701700000005|90.05233553|0.408533267|2969.234865|-1330.722303|3109.238056|7.506210369|36.5253298|0.023555355|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|0.0|1.0|1.0|1.0|3.0|3.17|2.42|105.02|1.0|0.0|130.41|0.0|-4.35|32.0|426.45|0.0|0.0|-4.12|4.46e-05|7.55e-05|0.0322|2.5|1.2099999999999998e-07|-0.06447|6.0361|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|533.97|0.30419|-1424.183388|-0.15182|-1424.24494|8.0|8.1146|8.1146
8_a15|0|0|0|0|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.039181287|0.155304204|1.7800000000000002e-05|-0.010146469|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|0.85357243|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|0|0.853896482|-0.118293578|-41.7821007|-69.07571287|19.65860939|85.31489861|-0.028969856|11.47934212|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|0.389723411|2393.276181|-828.9085544|1919.535904|6.093505548|32.56759415|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|0.0|1.0|1.0|3.9|4.95|61.84|2.0|0.0|104.74|0.0|-5.25|27.0|366.41|0.0|1.0|-4.81|5.63e-06|1.53e-05|0.00562|4.24|2.69e-08|-0.02723|4.4346|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|538.51|0.5128|-1223.463981|-0.1558|-1223.523393|108.0|6.9666|6.9666
19g_a38|1|0|2|2|-0.077355838|-0.008497058|5.351858133|-0.117921811|2|0.042419753|-0.037579797|-0.006877664|-0.009881824|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|-0.063110203|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|-0.114243258|-54.62049927|-72.29378538|14.52522351|177.181631|-0.038842708|9.191644336|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|0.455443492|2897.384301|-1228.994351|2506.378649|6.327835378|34.14148263|0.0228937029999999|-278.3610963|1707.074131|593.6088758|14.48726605|1.0|1.0|1.0|1.0|1.0|3.0|3.55|3.11|81.23|1.0|0.0|125.65|0.0|-4.25|31.0|419.43|0.0|0.0|-4.33|5.68e-05|4.67e-05|0.0196|2.88|7.599999999999999e-08|-0.05479|5.2766|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|475.84|0.3937|-1431.186566|-0.15269|-1431.244906|42.0|7.3778|7.3778
12g_a40|0|0|0|0|0.037440516|-0.01011728|5.4161004020000005|-0.129331216|0|0.036630824|0.167050952|-0.001011175|0.075327376|2|-0.003205145|0.280045216|0.063401514|0.106286677|-0.512657141|0|0.777835705|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|0.8702014570000001|-0.099521372|-49.94706785|-52.24208444|6.670206427999999|68.1355805|-0.0435406|3.501413627|0.0|0.852031227|-1.393299206|-26.21888031|59.29860462|0.465725912|2287.970776|-731.3891821000001|681.6778419|7.692740528|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|0.0|1.0|0.0|0.0|1.0|4.83|5.14|78.66|2.0|0.0|93.78|0.0|-6.46|23.0|362.23|0.0|0.0|-5.79|3.43e-07|1.62e-06|0.000586|5.07|2.37e-07|-0.07424|4.0224|-2173.044757|-2173.0224510000003|540.25|896.63|392.64|0.3539|429.31|0.67055|-2172.9382|-0.13191|-2172.988604|724.0|6.1403|6.1403
22_a20|0|0|0|0|-0.238401323|-0.00147607|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|0.009265667|-0.066832578|1|0.008780074|0.155407313|-0.036258691|-0.060582944|-0.177976478|2|0.616352201|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.067797027|-39.00017609|-44.14650378|8.001165067999999|34.8271111|-0.027118811|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|0.477376285|2738.108259|-882.9300756000001|2396.806062|7.408914181|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|5.33|5.39|67.39|2.0|0.0|121.62|0.0|-5.6|31.0|401.46|0.0|0.0|-5.53|2.48e-06|2.98e-06|0.0012|4.47|2.04e-10|-0.0568|5.5591|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|563.43|0.38233|-1275.598059|-0.16176|-1275.657902|231.0|6.6364|6.6364
14b_a3|0|0|0|0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|-0.00603969|-0.008040839|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|3|0.882394075|-0.133815639|-0.170297225|0.848135222|0.8255789570000001|1|0.786476513|-0.100993354|-44.49789848|-49.38772279|6.273415527999999|104.4171556|-0.036469822|3.067822725|82.79166784|0.766915433|-1.312913604|-21.76034149|57.87172082|0.487615651|2160.565755|-642.0403962|1289.104749|4.989782639|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|1.0|1.0|4.28|3.71|105.82|0.0|0.0|93.25|0.0|-4.45|23.0|319.38|0.0|0.0|-3.99|3.54e-05|0.000103|0.0327|2.58|1.28e-07|-0.06676|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.2276|368.39|0.70123|-1327.349444|-0.12942|-1327.398177|0.38|6.4202|6.4202
11g_a5|1|0|0|0|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.00599982|-0.137618073|2|0.006964153|-0.14133011|-0.137739838|-0.233590516|-0.267507083|2|0.777565622|-0.075382189|-0.01453517|0.8737292720000001|0.73551511|0|0.837943738|-0.076326887|-44.19305139|-50.16001519|15.25675|106.4990972|-0.025442296|10.02633335|0.0|0.543581314|-1.297557078|-29.04250676|71.21847290000001|0.485790997|2823.738452|-852.7202582999998|935.4227938|9.342496899|30.75897687|0.03204398|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|1.0|1.0|4.17|4.48|81.51|1.0|0.0|118.35|0.0|-4.12|31.0|408.46|0.0|0.0|-4.31|7.65e-05|4.88e-05|0.0199|2.75|9.229999999999999e-10|-0.04322|4.5106|-1330.189793|-1330.144218|693.48|1180.25|294.62|0.4609|542.13|0.56924|-1329.927772|-0.1714|-1329.988893|0.03|7.5229|7.5229
23_a10|0|0|1|1|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|0.010305237|-0.000458688|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|-0.149057824|-0.043248272|0.800727358|0.706648116|1|0.915208645|-0.072395864|-35.17017083|-51.27837225|6.81095873|60.05816353|-0.02685653|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|0.485561757|3103.831885|-1179.402562|1945.384475|8.755988318|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|1.0|1.0|0.0|5.11|5.81|56.07|2.0|0.0|139.11|0.0|-5.38|35.0|461.56|0.0|0.0|-5.7|4.19e-06|2e-06|0.000923|4.48|1.44e-10|-53.0|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|606.18|0.67647|-1469.838069|-0.15858|-1469.902562|0.75|6.1249|6.1249
