molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|RASA|FNSA5|PNSA3|PNSA5|FNSA4|WPSA3|DPSA3|GRAVp|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
12a_a36|0.0|1|0|3.4715209280000003|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.0427777779999999|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|-0.012112722|0.846614758|0.820684627|-0.104828755|-46.76212019|-64.36949846|-0.037738352|7.388485123|58.79461567|2647.835699|2258.5909920000004|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|30.67992313|0.019102103|-313.5499672|598.1535763999999|11.72953701|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-6.59|1.88|69.2|2.02|1.0|0.0|0.0|1.0|5.0|29.0|4.0|-6.72|0.0|0.0625|0.000101|0.0384|2.56e-07|9.78e-05|-0.04946|3.8343|3.16|0.4435|323.35|481.98|0.67869|0.6997|-0.1519299999999999|6.3637|-1232.764108|13.0|7.8861|7.8861
21c _a23|0.0|0|1|0.0|0.0|2|7.525639975|0|0|3.311482916|5.4161004020000005|-0.135572353|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|-0.039311241|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.149511954|0.838980345|0.790596437|-0.098699133|-59.46209153|-70.15570019|-0.040210758|7.09164338|69.43902929|3161.1237530000003|2628.628799|0.165442725|8.945789862|16.83467928|0.881854988|7227.157398|117.597286|-1097.07235|34.24804117|0.013451712|-475.6090385|762.0576580000001|9.5615256|1.0|1.0|1.0|2.0|3.11|0.08|26.0|-7.33|3.42|148.11|2.49|1.0|1.0|1.0|1.0|6.0|34.0|5.0|-7.13|1.0|0.0011|1.92e-05|9.0|4.69e-08|2.2e-05|-0.07892|3.6649|4.47|0.3329999999999999|338.3|587.02|0.5885699999999999|0.5885699999999999|-0.15089|6.0226|-1837.736174|67.0|7.1752|7.1752
8_a1 (SB-202620)|0.0|1|0|3.296085365|0.0|0|6.86171134|0|0|0.0|4.727387819|-0.226277123|-0.0443137679999999|0.0|-0.606562911|-0.012672753|-0.1402198369999999|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|-0.042789124|0.805476065|0.648967503|-0.105271458|-66.76765693|-59.72618401|-0.041081545|4.997944864|75.57687443|2431.842132|1736.664204|0.225760413|7.432247389|13.67402758|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|433.2550452|11.1459518|0.0|1.0|0.0|2.0|2.21|0.0|23.0|-8.02|5.06|78.87|2.78|2.0|0.0|0.0|1.0|4.0|27.0|5.0|-5.94|0.0|0.0041|1.98e-05|0.00713|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|0.5339|364.11|460.4|0.7026600000000001|0.7026600000000001|-0.13683|3.4563|-1223.014114|0.4|6.3979|6.3979
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|7.78113851|0|0|0.0|5.733341277|-0.072619634|-0.058985916|2.2144733530000003|-0.2816222539999999|0.001276735|-0.1154223269999999|-0.125170068|3|0.002565215|-0.105402305|-0.074808287|-0.133675401|-0.563371932|0|-0.1015732219999999|0.802214256|0.887695945|-0.098311343|-38.9071564|-54.47722347|-0.030429702|3.683575459|45.55465473|2271.746759|1886.244271|0.199259841|5.917878616|10.70834299|0.809490137|5058.622432|110.4157723|-392.4367329|21.05801434|0.01096673|-333.29803589999995|475.3634141|6.076989555|1.0|1.0|1.0|1.0|3.44|0.28|19.0|-7.29|5.42|110.94|2.18|2.0|0.0|0.0|1.0|3.0|24.0|3.0|-4.9|0.0|2.88e-05|2.58e-06|0.000915|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|0.2859|349.68|495.4|0.70275|0.70275|-0.14715|3.3082|-1711.919273|14.0|7.8539|7.8539
1_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.0|4.727387819|-0.073036903|-0.004409693|2.194605012|-0.248199745|-0.006610844|0.038572075|0.032569462|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|-0.126299711|0.8457792829999999|0.7762512779999999|-0.0925710269999999|-45.44133321|-42.54530997|-0.034105115|1.697600903|49.13501083|2012.9704|1162.737831|0.207914282|4.984064981|9.046658216|0.8151164259999999|4510.611026|95.55665364|-273.7513925|19.78900457|0.014174378|-268.4830832|373.1494221|6.514493077999999|0.0|1.0|1.0|1.0|0.0|0.18|16.0|-5.77|1.85|77.1|1.52|0.0|0.0|0.0|2.0|2.0|22.0|4.0|-6.87|0.0|261.0|0.000503|154.0|1.69e-06|0.000518|-53.0|5.8805|2.08|0.1775|210.84|316.61|0.30619|0.68912|-0.1658599999999999|2.2332|-1273.22339|724.0|6.1403|6.1403
A8301_a51|0.0|0|0|0.0|0.0|1|6.86171134|0|0|1.700610355|4.727387819|-0.028789626|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|-0.1227504419999999|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|-0.013846396|0.750630149|0.934739895|-0.0780376929999999|-35.90764428|-50.67621589|-0.032775831|3.437697042|41.20144811|2799.106729|2461.663545|0.145040365|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|0.009586697|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.5|0.04|27.0|-9.38|5.52|87.72|3.35|2.0|1.0|0.0|1.0|5.0|31.0|3.0|-5.31|0.0|0.000105|1.17e-06|0.000495|4.12e-10|1.74e-07||||||||||||12.0|7.9208|7.9208
9g_a24|0.0|1|0|2.931798469|0.0|1|7.273092596000001|0|0|1.7647373919999998|5.283203728999999|0.001126633|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|-0.02471184|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|2|0.13372961|0.859302479|0.8671367529999999|-0.065668047|-32.080056199999994|-32.49188065|-0.021297745|4.593165278|41.36311977|2123.257348|1196.910121|0.518073552|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|341.3207334|16.76589519|0.0|1.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.93|72.28|0.64|0.0|0.0|0.0|1.0|3.0|23.0|4.0|-7.17|0.0|977.0|0.0008179999999999|247.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|0.2444|236.07|400.47|0.4227399999999999|0.64993|-0.17806|2.9691|-984.497752|68.0|7.1675|7.1675
4b_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.075628989|5.4161004020000005|-0.077626337|-0.064060521|1.645329244|-0.402986655|0.001769804|-0.033486358|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|2|0.005818676|0.852400617|0.7581492670000001|-0.090284437|-56.45224362|-55.5653235|-0.030696709|9.138717999|71.30114509|2708.998101|1701.832352|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|-581.3580885|29.27523192|0.02556165|-178.8869784|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|3.1|0.22|21.0|-7.05|3.26|90.13|1.66|1.0|0.0|0.0|1.0|6.0|30.0|6.0|-7.12|0.0|62.0|0.000132|0.0527|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.56|0.2856|267.08|509.78|0.4151899999999999|0.68242|-0.15635|1.8265|-1332.8586269999998|79.0|7.1024|7.1024
12av_a36|0.0|1|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.081537769|0.06882889|0.0|-0.605432791|-0.00233752|-0.021036176|-0.039627578|1|-0.000472698|0.1168328169999999|-0.126068378|-0.213993335|-0.507136551|1|-0.018133027|0.8571025990000001|0.752447733|-0.105593135|-57.31621925|-73.55299094|-0.035197712|10.51297704|72.40871507|3011.024457|2354.591519|0.328083083|8.975655204|17.64042914|0.965363947|6460.1184140000005|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|757.7532208|17.95719936|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.93|1.65|98.3|1.49|1.0|0.0|0.0|1.0|7.0|33.0|5.0|-7.66|0.0|128.0|0.000227|0.0997|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|0.6698|256.12|588.31|0.43212|0.70455|-0.14122|4.7666|-1440.738332|39.0|7.4089|7.4089
18_a34|0.0|0|0|0.0|0.0|1|7.423568444|1|1|1.801574074|5.351858133|-0.101546926|-0.100548575|0.0|-0.677741618|-0.001615187|-0.141332289|-0.136990511|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.0468829359999999|0.8584852479999999|0.68981472|-0.129784908|-49.86847383|-71.65163761|-0.0422555509999999|12.44948722|72.41862911|2424.18137|1774.550004|0.304150055|6.282442545|11.23989749|0.789096743|5296.289007|167.9151283|-553.8039936|33.52510165|0.027385869|-216.2496321|428.6241319|15.11918774|1.0|0.0|1.0|0.0|3.61|0.21|17.0|-5.65|3.15|75.47|1.49|1.0|0.0|0.0|2.0|5.0|26.0|6.0|-6.26|0.0|0.0167|7.829999999999999e-05|0.0275|2.22e-06|0.000781|-0.03925|4.4335|5.07|0.3525|279.66|483.87|0.56101|0.60488|-0.17549|5.0935|-1199.158044|2.43|5.6144|5.6144
2_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.12788659|5.4161004020000005|-0.03981057|-0.100166139|1.999073077|-0.189189114|0.004524556|-0.041202373|0.005918367|1|0.004580676|-0.170631119|0.032521855|0.055400364|-0.320124905|2|0.084099874|0.851413454|0.81348014|-0.079176085|-44.066695|-40.34672657|-0.028277173|2.871166625|49.7010488|2244.518609|1550.010086|0.284594011|5.667936413|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|-308.399629|20.14177325|0.017498253|-219.534132|439.9973344|8.91679918|0.0|1.0|1.0|1.0|2.5|0.15|21.0|-6.82|3.7|69.62|1.88|0.0|1.0|0.0|1.0|2.0|25.0|3.0|-6.57|0.0|0.0955|0.000129|0.0421|1.51e-07|4.94e-05|-0.04372|5.4614|1.79|0.2988|227.02|371.96|0.34449|0.68172|-0.1555099999999999|4.8986|-1045.8595810000002|59.0|7.2291|7.2291
16g_a32|0.0|1|1|3.363965155|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.0429252429999999|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|-0.00030659|-0.085591073|-0.117577419|-0.202656848|-0.696926204|0|-0.026098259|0.8821580379999999|0.8206422409999999|-0.105500574|-57.77542509|-77.75914881|-0.033839807|13.01585399|75.43482709|2833.521937|3497.469035|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|231.1885989|-974.3098525|36.34043182|0.02276861|-274.67233460000006|701.9321161|16.78159325|1.0|1.0|1.0|2.0|3.42|0.33|19.0|-8.16|5.38|149.27|1.57|3.0|0.0|1.0|1.0|10.0|30.0|5.0|-5.69|1.0|1.36e-05|4.83e-06|0.00213|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|0.2879|342.86|639.49|0.70222|0.70222|-0.14968|3.7346|-2034.408165|11.0|7.9586|7.9586
41_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|0.0|4.844187086|-0.059936864|-0.089781154|0.0|-0.500778516|-0.0034878|0.022493846|0.0212700929999999|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|-0.032217299|0.774395455|0.7349388459999999|-0.089139464|-69.94639412|-61.10986894|-0.037381065|4.488448275|76.49358329|2899.29167|1491.296991|0.0967605159999999|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|28.37200951|0.006896617|-552.8844577000001|897.5188662|4.727999916|0.0|1.0|1.0|3.0|0.0|0.25|18.0|-8.38|2.7|99.28|2.94|2.0|1.0|0.0|1.0|6.0|34.0|3.0|-6.38|0.0|0.00125|9.49e-06|0.0042899999999999|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|482.0|385.97|576.83|0.69308|0.69308|-0.1319|2.0934|-1454.045308|369.0|6433.0|6433.0
47r_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.216996268|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0|0.017110504|0.8075001|0.769578222|-0.087091542|-62.75220741|-65.12700692|-0.031669652|8.669825595|74.34599189|3389.050097|1504.28892|0.311925149|9.819988422|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|1005.982493|16.87088158|1.0|1.0|1.0|2.0|0.0|0.22|18.0|-7.46|3.76|111.03|2.23|3.0|1.0|0.0|1.0|9.0|36.0|4.0|-6.12|0.0|0.0001139999999999|2.31e-06|0.00117|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|0.6007|391.06|729.75|0.69545|0.69545|-0.13021|2.3873|-1964.516246|231.0|6.6364|6.6364
25b_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1|1.94553288|5.351858133|-0.0929479709999999|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|0.08214612|0.83883012|0.656573108|-0.137924163|-64.37123451|-86.13394472|-0.042438204|11.75402804|83.19266998|2611.55928|2671.608537|0.23725451|6.383564979|11.00434095|0.723855085|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|595.8522372|11.90766609|1.0|1.0|1.0|2.0|3.39|0.29|17.0|-6.42|3.03|90.3|1.56|1.0|0.0|0.0|1.0|7.0|29.0|5.0|-7.07|0.0|59.0|0.000202|0.0796|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-0.17564|7.0586|-1313.194808|2.08|5.6819|5.6819
7c_a8|0.0|1|0|3.17138259|0.0|1|7.05012252|0|0|1.4416758790000002|4.844187086|-0.025233184|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|1|0.0092411059999999|0.795846675|0.848923958|-0.089778346|-50.34151168|-56.2991566|-0.03366688|12.03370912|69.53125754|2716.5013510000003|2162.326414|0.373097855|7.700542366|15.18314943|0.971698707|6013.168519|233.9661552|-635.4840877|33.67700028|0.032058696|-159.15828340000002|572.8089095|20.10370648|1.0|0.0|1.0|1.0|3.1|0.09|23.0|-7.76|3.78|92.93|1.82|1.0|0.0|0.0|1.0|5.0|30.0|5.0|-6.34|0.0|0.00399|2.14e-05|0.00851|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|275.0|269.17|579.97|0.62361|0.70321|-0.1318599999999999|12.0073|-1331.625743|18.59|4.7307|4.7307
3l_a32|0.0|1|1|3.672194822|0.0|0|7.773594467000001|0|1|0.0|5.733341277|0.0043645509999999|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|-0.09393062|-0.107818594|3|0.002942329|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0|-0.136589369|0.7973741999999999|0.8855584879999999|-0.088417589|-40.30321333|-51.41835077|-0.028831823|4.141107366|47.42414825|2453.759435|2415.340446|0.211763281|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|123.148785|-448.5272931|21.27134288|0.011493763|-335.2422712|565.7000781|6.6840809960000005|1.0|1.0|1.0|1.0|3.54|0.35|19.0|-7.5|6.17|110.94|2.64|2.0|0.0|0.0|1.0|3.0|26.0|3.0|-4.71|1.0|9.59e-06|9.7e-07|0.0003689999999999|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|0.2876|351.04|468.81|0.70282|0.70282|-0.14664|3.3955|-1789.298086|12.0|7.9208|7.9208
27a_a34|-3.727789|0|0|0.0|0.0|1|7.412764017000001|1|1|1.963136117|5.351858133|-0.456594848|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|-0.07177581|0.832753533|0.600964267|-0.123191967|-74.78290605|-86.36649751|-0.043345322|13.06088842|93.41277507|3394.470264|2252.433058|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|-371.4586403|718.5861133999999|14.40875302|1.0|1.0|1.0|2.0|2.58|0.13|23.0|-7.61|3.97|129.74|1.06|1.0|0.0|0.0|1.0|6.0|33.0|7.0|-7.29|0.0|0.00504|3.43e-05|0.0159|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|0.2896|247.91|598.18|0.40378|0.69818|-0.16691|10.8591|-1861.534743|0.24|6.6198|6.6198
8m_a46|0.0|0|0|0.0|0.2148468989999999|1|7.727094485|1|1|2.126524943|5.533389489|-0.085284636|-0.134230003|0.0|-0.248590088|0.0063680119999999|-0.120972269|-0.064176245|1|0.005865049|-0.206020062|0.010184776|0.015631887|-0.380393836|1|-0.084989948|0.8142050040000001|0.876210355|-0.085204935|-48.32436573|-45.17474201|-0.032188531|1.984401749|52.0671834|2045.330306|1913.813025|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|-407.1697745|19.27296714|0.006689855|-408.7649869|463.1469765|3.546889545|0.0|1.0|1.0|1.0|2.92|0.3|17.0|-6.46|4.21|50.94|2.62|1.0|0.0|0.0|1.0|2.0|24.0|3.0|-5.61|0.0|0.0105|2.78e-05|0.0088799999999999|3.5e-07|0.000112|-0.01818|5.3062|4.12|0.3905|233.66|489.57|0.43001|0.6997800000000001|-0.17897|2.0174|-1013.962913|229.0|6.6402|6.6402
4l_a46|0.0|0|0|0.0|0.171853072|1|7.825245291|1|1|2.155247543|5.587248657999999|-0.075241716|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|-0.001318857|0.762625193|0.892158627|-0.085194597|-51.45056667|-48.19533497|-0.030068681|2.10550531|55.17245545|2165.620022|2087.583804|0.116549199|5.80829255|9.833034117|0.692930243|4865.794981|65.93290984|-490.7614689|19.25417715|0.006130523|-433.8429998|579.2365607|3.468091068|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|5.02|50.94|3.06|1.0|0.0|0.0|1.0|3.0|26.0|3.0|-5.23|0.0|0.00182|7.78e-06|0.0027|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|0.2504|229.55|526.77|0.3756|0.68584|-0.18567|2.6588|-1092.53932|98.0|7.0088|7.0088
8d_a32|0.0|1|1|3.474433107|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.089662873|0.062782795|2.146260246|-0.519620595|-0.006974711|-0.044765977|-0.0682721729999999|3|-0.005162219|0.113030335|0.001558357|0.002805572|-0.629535754|0|-0.054095278|0.875986707|0.7107041559999999|-0.109968322|-68.88621406|-69.11005922|-0.03346862|6.291941176|78.89798692|2556.198518|2371.595484|0.2914328639999999|8.106843676|15.29958432|0.887243042|5523.492436|183.1522214|-608.0551435|29.684549600000004|0.019788058|-262.14980440000005|557.1050635|12.43588915|1.0|1.0|1.0|2.0|2.84|0.26|19.0|-7.26|4.32|154.03|1.1|1.0|0.0|1.0|1.0|7.0|27.0|4.0|-6.47|1.0|0.000334|4.36e-05|0.0173|5.51e-08|2.19e-05|-0.0535|3.5588|4.26|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-0.14765|1.0269|-1880.602038|8.0|8.0809|8.0809
3b_a32|0.0|1|1|3.3653429710000005|0.0|0|7.758333467000001|0|0|0.0|5.733341277|-0.064476472|-0.0411430079999999|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|0.10614163|3|0.00020567|-0.078754696|-0.0791178979999999|-0.151445075|-0.536470812|0|0.094335058|0.866250192|0.8407393809999999|-0.100355499|-35.8437493|-49.22963237|-0.033451833|3.522270202|43.023961|2092.213643|1084.520517|0.2358716619999999|5.765940603|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|323.0421997|7.59811844|1.0|1.0|1.0|1.0|2.57|0.13|19.0|-6.5|4.43|110.94|1.45|1.0|0.0|0.0|1.0|2.0|21.0|3.0|-5.57|0.0|0.0005809999999999|2.23e-05|0.00697|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|0.2905|348.81|396.83|0.70257|0.70257|-0.1474099999999999|3.5719|-1594.049677|6.0|8.2366|8.2366
1j_a5|0.0|1|0|2.9426852410000004|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.010620031|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|-0.032333695|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|-0.084090414|0.848473695|0.847163872|-0.074505844|-39.64241895|-40.01980349|-0.027258236|5.680936139|50.21875634|2242.805131|847.5275797|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|2.66|0.05|23.0|-8.14|4.21|63.69|1.57|0.0|0.0|0.0|1.0|4.0|25.0|4.0|-6.15|0.0|0.0304|6.29e-05|0.0206|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|0.5115|279.68|445.81|0.66182|0.6449|-0.16813|2.2503|-1065.723417|24.0|7.6198|7.6198
12e_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|1.6315143930000002|5.4161004020000005|-0.262526337|0.174870826|0.665270062|-0.556620974|-0.013162335|0.130516751|-0.192362496|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.047011204|0.858770467|0.7798787840000001|-0.122830115|-71.78145688|-66.68049019|-0.048387621|4.4490161310000005|79.97685498|2391.0322170000004|694.2415706|0.209181178|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|348.3847394|11.46456937|1.0|0.0|0.0|2.0|3.05|0.0|20.0|-6.04|4.84|98.89|2.93|2.0|0.0|0.0|1.0|2.0|24.0|4.0|-5.26|0.0|0.000113|2.27e-06|0.00086|9.14e-07|0.000346|-0.07296|4.3236|4.66|0.4494|286.76|445.12|0.6826|0.70157|-0.12616|2.5946|-2248.206714|1.17|5.9318|5.9318
16_a31|0.0|1|0|3.096824452|0.0|0|7.758333467000001|1|1|0.0|5.733341277|-0.186617888|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|-0.038841601|0.8948140790000001|0.546450126|-0.150315165|-66.9420327|-70.82239128|-0.050105055|8.309441139|84.57819254|2071.962924|1212.615438|0.26919564|5.521618837|9.649327262|0.747554032|4387.049328|126.8340354|-367.0549296|32.30339751|0.027684692|-217.4912527|280.39844320000003|13.04390063|0.0|1.0|1.0|2.0|1.93|0.14|16.0|-4.94|2.83|114.29|0.78|0.0|0.0|0.0|2.0|2.0|21.0|4.0|-6.48|0.0|0.0131|0.000254|0.0762|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|0.2534|338.79|369.73|0.70108|0.70108|-0.15231|3.7419|-1308.161433|0.09|7.0458|7.0458
AKLKII_a46|0.0|1|0|2.917217813|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.030657|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|-0.0150769919999999|0.8264237520000001|0.837641394|-0.089369278|-34.061229|-42.37969553|-0.033194303|2.335284369|38.98582025|2000.353437|792.7439217|0.2278604669999999|5.83938898|11.22955511|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|314.0966684|7.390123534|0.0|1.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.39|67.35|1.18|0.0|0.0|0.0|1.0|2.0|22.0|4.0|-6.5|0.0|166.0|0.000266|0.0764|6.18e-08|1.7800000000000002e-05||||||||||||181.0|6.7423|6.7423
18d_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.064217094|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|-0.001699165|0.870930234|0.803280262|-0.103191184|-49.44608411|-65.3088221|-0.037906966|7.147133584|60.73891035|2848.574353|2894.162522|0.216715605|7.063141946|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|0.016577694|-358.5765637|618.6004214|10.49188139|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|0.00171|9.71e-06|0.00405|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|0.3856|247.35|508.7|0.4325|0.69017|-0.14167|5.0115|-1674.8453470000002|21.0|7.6737|7.6737
