molecula|SddssS|n9FaRing|SssssC|SRW09|nAHRing|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
8a_a12|0.0|0|0.0|0.0|1|0.082323047|-0.00771093|0.0|3|0.0420317459999999|0.0|-0.362413703|-0.001510006|-0.050603335|10.95472846|0|0|0.000249868|-0.3422915179999999|-0.226106307|-0.5385001079999999|2|0.763500863|-0.1261547959999999|0.8157289759999999|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.010336879|5.354053791|46.32568673|55.59930083|-0.033836466|2.773166902|0.791430726|0.46777503|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|9.607296424|108.02980890000002|-399.41487|22.14447395|-301.89687089999995|464.1781753|7.257889351|1.0|0.0|1.0|1.0|4.06|3.06|0.15|-7.89|2.5|0.0|0.0|105.24|0.0|1.0|3.0|-3.9|25.0|327.38|1.0|3.1|0.0408|6.19e-05|0.0203|3.18|0.0|0.0|1.28e-08|4.2e-06|3.9091|3.9091|-1046.0428949999998|556.3|952.71|0.2486|424.14|0.6309100000000001|-1045.851982|-0.15696|-0.2194199999999999|0.02180654|5.4032|6.7011|6.7011
19l_a38|0.0|0|0.0|7.412764017000001|2|-0.086107169|-0.007360265|5.351858133|2|0.04391253|0.0|-0.426895387|-0.001197042|-0.02967593|10.94917392|1|1|0.000347207|0.217841852|-0.191751024|-0.4224000739999999|1|0.839953955|-0.032569307|0.89459881|0.700181525|0|0.799611189|-0.079681862|-0.100870929|0.0219046379999999|14.19254029|133.9992534|129.8367176|-0.037359603|9.195687319|0.7374102309999999|0.430111845|-1307.13389|2934.313773|-15.68376675|0.262589769|6.568874137999999|11.52660233|170.13821069999997|-846.9234048000001|32.82593886|-307.64756780000005|696.3887025|13.69020024|0.0|1.0|1.0|3.0|4.94|2.7|0.12|-7.28|3.09|2.0|0.0|135.78|0.0|1.0|6.0|-4.94|32.0|427.48|0.0|3.22|0.0049|1.89e-05|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|3.6709|3354.0|-1409.5865199999998|660.04|1164.34|0.2883|502.31|0.7044|-1409.309206|-0.13977|-0.2001|0.02856649|9026.0|7.8633|7.8633
4R4l_a46|0.0|0|0.171853072|7.825245291|1|-0.058870177|-0.004736212|5.587248657999999|1|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.090505744|-0.084697739|0.007084496|3.844966512|177.33836430000002|56.0891211|-0.02989332|2.086777505|0.8782984840000001|0.4568839389999999|-827.4236073|1766.0974600000002|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|66.05102684|-449.0673625|18.4720714|-410.6276419|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|0.36|-7.0|5.02|1.0|0.0|105.77|0.0|1.0|3.0|-5.28|26.0|347.45|1.0|4.09|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.6497|4.1152|-1092.75416|584.44|1038.78|0.1678|498.78|0.67823|-1092.4898449999998|-0.17475|-0.19602|0.02589231|2.3035|6.8633|6.8633
15_a10|0.0|0|0.0|7.535296702|1|-0.166303336|-0.0027892409999999|5.4161004020000005|2|0.0353864729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|10.92966702|1|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|2|0.808676284|-0.079744227|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.018614889|11.09373722|33.67392858|50.34268476|-0.025240716|6.61142847|0.646412648|0.434181679|-706.9960069|2288.954984|-8.964715924|0.353587352|6.35937164|11.23924661|210.7240726|-421.3416484|23.27068984|-174.5122907|563.875765|12.47504566|1.0|1.0|1.0|0.0|3.29|3.31|0.23|-8.3|4.72|2.0|1.0|111.21|0.0|1.0|5.0|-4.48|28.0|390.87|1.0|3.83|13.0|1.56e-05|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.7997|-1604.08794|641.98|1086.19|0.4553|484.05|0.68543|-1603.851644|-0.1574|-0.20983|0.03039798|6.1563|7.4815|7.4815
12f_a40|0.0|0|0.0|7.515889085|0|-0.03356339|-0.006206277|5.4161004020000005|0|0.040501792|0.807254372|-0.235838511|0.008525796|0.108909202|10.31197207|2|2|0.006841832|0.115814835|-0.054891771|-0.397377446|0|0.777316288|-0.160218113|0.841769186|0.605644757|1|0.909993912|-0.067004323|-0.082198664|0.021549915|11.90644165|62.72992556|49.72883796|-0.032879466|6.57837176|0.7314440520000001|0.490421149|-635.8127312999999|628.5604981|-10.03685385|0.268555948|8.404802652999999|16.49362536|148.3785764|-351.2898849|24.83590915|-255.7481174|384.1423925|11.1163852|0.0|0.0|0.0|0.0|3.24|3.61|0.06|-7.32|5.44|2.0|0.0|98.25|0.0|1.0|3.0|-6.58|24.0|376.26|0.0|4.76|0.0001|1.02e-06|0.0003819999999999|5.4|0.0|0.0|4.81e-08|1.8100000000000003e-05|4.3313|2.8374|-2212.359379|572.63|951.55|0.4348|487.85|0.7029|-2212.222254|-0.11765|-0.19526|0.01077929|4.8562|6.4202|6.4202
25b_a34|0.0|0|0.0|7.412764017000001|1|0.133975789|-0.015658012|5.351858133|1|0.04037037|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|1|-0.000223677|-0.2360985169999999|-0.435821207|-0.623853334|1|0.7969500890000001|0.08214612|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.030138301|18.82143547|165.2408865|214.470853|-0.042438204|11.75402804|0.76274549|0.419904835|-1378.143115|2671.608537|-16.55102732|0.23725451|6.383564979|11.00434095|148.1659658|-860.6534206|34.74652105|-328.1702779|595.8522372|11.90766609|1.0|1.0|1.0|2.0|3.53|3.39|0.29|-6.42|3.03|1.0|0.0|108.21|0.0|1.0|7.0|-3.82|29.0|393.44|0.0|2.58|59.0|0.000202|0.0796|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|4.2253|4.2253|-1313.388114|668.48|1136.16|0.2259|562.84|0.6925600000000001|-1313.132261|-0.17564|-0.21103|0.02655501|9.0174|5.6819|5.6819
15d_a10|0.0|0|0.0|7.535296702|2|-0.233802395|-0.002831383|5.4161004020000005|3|0.031742919|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.7857977740000001|0.71456262|1|0.87609771|-0.057588609|-0.070612242|0.02281891|15.37766538|67.59624856|83.49776405|-0.018829931|10.36301002|0.471900166|0.473858537|-761.3695352999999|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|355.8865234|-513.0869954|26.89020509|37.87296065|825.4425942|19.36460841|1.0|1.0|1.0|0.0|3.71|4.01|0.35|-7.82|3.44|1.0|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|441.52|1.0|3.18|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|0.0|1.5e-08|6.62e-06|5.6004|3.8591|-1430.8144619999998|737.09|1266.87|312.0|565.91|0.6814100000000001|-1430.733658|-0.15916|-0.20918|-0.23696253|3.8163|7.1612|7.1612
12x_a30|0.0|0|0.0|7.412764017000001|2|0.044575215|-0.006008579|5.351858133|2|0.043383838|0.0|-0.3545061539999999|0.00604028|0.027312213|10.31162819|1|1|0.006346396|-0.104089964|-0.0922059569999999|-0.458718546|1|0.782514704|-0.062251445|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|0.014757946|9.745611551|74.51844582|99.81775209|-0.035022402|6.435648079|0.824674971|0.4490846539999999|-1272.013771|2374.777496|-15.27257668|0.175325029|7.794822643|14.14885734|115.7782842|-839.9917174000001|28.04441012|-428.8071293|754.3941655|7.953787804|0.0|1.0|0.0|1.0|4.86|0.0|0.21|-7.38|3.23|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|426.54|0.0|3.19|0.00039|3.48e-06|0.00148|4.6|0.0|0.0|4.12e-08|1.76e-05|3.4831|3.4831|-1654.40976|703.75|1211.79|0.1517|558.65|0.68589|-1654.1207|-0.14783|-0.19876|0.03136007|4.8197|7.6556|7.6556
12l_a36|0.0|0|0.0|7.412764017000001|2|-0.0944961519999999|-0.0076430169999999|5.351858133|2|0.039061728|0.0|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|1|1|0.001194592|0.228884463|-0.175397741|-0.428857427|1|0.8174432229999999|-0.041707369|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.0220227089999999|14.33450402|39.27257375|101.6575135|-0.038052612|9.330278191|0.7379583590000001|0.4619814279999999|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|7.471134223|13.88638723|170.5619816|-822.2019402000001|33.56329135|-309.7725155|642.3830552000001|13.59224175|0.0|1.0|0.0|2.0|4.78|0.0|0.13|-6.66|1.76|1.0|0.0|128.47|0.0|1.0|5.0|-4.57|31.0|406.44|0.0|1.77|0.0111|5.08e-05|0.0206|2.95|0.0|0.0|2.21e-07|8.97e-05|3.8619|3.8619|-1325.194654|686.83|1155.07|0.4524|530.75|0.6925|-1324.954011|-0.15869|-0.20973|0.03508404|7.2021|7699.0|7699.0
12j_a36|0.0|0|0.0|7.412764017000001|2|-0.084183025|-0.007086381|5.351858133|2|0.039061728|0.0|-0.41101009|0.00285431|0.039869055|10.33556498|1|1|0.003710345|0.161289379|-0.133106642|-0.436310965|1|0.820041835|-0.1241793309999999|0.87043328|0.855081905|0|0.852586292|-0.069970795|-0.105480639|0.018160631|11.99396966|26.39145693|97.35760604|-0.037113558|7.921272637|0.7758129420000001|0.457280037|-1323.6049039999998|2536.987511|-16.18812775|0.224187058|7.483427579|13.78874575|148.06163930000002|-874.1588982999999|31.59421634|-364.314663|725.9470896|10.92807939|0.0|1.0|1.0|2.0|4.86|0.0|0.17|-7.05|2.61|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|427.52|0.0|2.33|0.0061|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|5.2072|3.7807|-1670.448063|694.28|1198.96|0.4981|536.01|0.69967|-1670.184251|-0.15495|-0.20593|0.02793415|8.5953|8.0|8.0
8a_a50|0.0|1|0.0|7.860570786|1|-0.0737162059999999|-0.00439531|5.777652323|1|0.03904321|1.99158738|-0.188998337|0.007671336|-0.150515325|10.94501357|2|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|1|0.804535572|-0.188882361|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|0.018809422|9.480859015|133.8183888|70.12485884|-0.031655181|4.778811898|0.751415713|0.46183401|-622.2739931|1503.563342|-8.042467074|0.248584287|5.754657432|10.69309012|125.2985144|-313.6562159|21.23424244|-253.4513797|388.171611|8.577560914|1.0|1.0|1.0|1.0|3.34|2.01|0.11|-6.32|3.71|0.0|0.0|94.75|0.0|1.0|2.0|-3.86|24.0|313.36|1.0|2.87|0.0433|7.48e-05|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|5.622000000000001|4.1738|-1006.671867|548.47|912.7|0.18|396.63|0.60625|-1006.508913|-0.17244|-0.20051|0.03479985|5.5319|7.3279|7.3279
GW6604_a52|0.0|0|0.0|6.605297921|0|-0.277102285|-0.002149879|4.59511985|2|0.021346801|0.0|-0.085995143|0.007746755|-0.118272803|10.94914378|1|1|0.0070554269999999|-0.131886693|0.067497086|-0.201462112|2|0.693399445|0.074868979|0.7550228990000001|0.689009112|0|0.87346455|-0.071850787|-0.072069252|0.009021088|4.459510077|157.2481263|62.55188751|-0.029217264|2.204526664|0.73529506|0.4597869779999999|-534.4037285|799.8313017999999|-7.13996301|0.26470494|6.2973559020000005|11.6571716|130.8549791|-264.17863140000003|19.64292268|-232.6328342|359.1060668|8.744745933999999|1.0|1.0|1.0|1.0|2.68|1.76|0.0|-8.03|4.2|0.0|0.0|90.49|0.0|1.0|3.0|-3.87|23.0|298.34|1.0|3.08|0.0402|6.929999999999999e-05|0.0207|3.06|0.0|0.0|9.31e-09|2.78e-06||||||||||||||6.9706|6.9706
6a_a40|0.0|0|0.0|8.421342866|1|0.117890918|-0.014623575|6.401917197|0|0.035707071|0.775942224|-0.68730803|-0.001347823|0.104332675|10.30179985|2|2|-0.001171195|-0.272320301|-0.040435852|-0.620787469|0|0.801647855|-0.012261923|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.016399125|10.24294396|185.06174|166.2999483|-0.049149867|6.397774285|0.8678518190000001|0.41480944|-1320.063801|2536.88262|-19.17478857|0.132148181|6.945713476|11.8691482|82.54016015|-824.5159087000001|35.37373259|-459.522754|557.4018948|8.040268001|0.0|0.0|1.0|1.0|3.99|3.01|0.21|-4.05|3.07|2.0|2.0|120.14|1.0|2.0|5.0|-7.11|29.0|442.53|0.0|3.17|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0|8.950000000000001e-05|0.0396|2.9836|2.9836|-2371.579899|649.48|1103.4|0.4015|497.78|0.6782699999999999|-2371.3827|-0.11995|-0.21255|0.01952089|9.3893|7.3979|7.3979
18a_a22|0.0|0|0.0|6.842683282|0|-0.197348157|-0.003488994|4.727387819|2|0.038167849|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|10.31286146|1|1|0.007079018|0.059645624|-0.147724859|-0.296897301|2|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.01713283|11.62443251|29.59800426|49.84469832|-0.029276847|7.887046626|0.710467198|0.487405342|-1032.92859|2213.859172|-13.47750813|0.289532802|7.037677899|13.72951861|196.4447473|-700.830423|27.95908297|-285.5992506|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|3.49|3.17|0.08|-9.4|5.11|2.0|1.0|131.64|0.0|1.0|6.0|-5.59|32.0|436.53|0.0|3.9|0.00113|6.98e-06|0.00305|3.78|0.0|0.0|3.95e-10|1.73e-07|5.0214|3.4832|-1691.3151059999998|695.35|1211.84|0.3174|531.16|0.68577|-1691.036502|-0.1408|-0.21148|0.01932946|5.3946|7.8861|7.8861
12bc_a36|0.0|0|0.0|7.412764017000001|2|-0.058020733|-0.007661816|5.351858133|2|0.04625323|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|1|0.836170906|0.006621918|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.01824287|12.2593899|83.35308244|111.3483497|-0.038558877|8.238431664|0.77146807|0.467645467|-1295.597402|2623.395239|-17.41308622|0.22853193|8.273766079|15.54183457|153.57572439999998|-870.6543108999999|33.5878425|-364.8584744|661.6709012|11.99358509|0.0|1.0|0.0|2.0|4.73|0.0|0.14|-7.76|3.19|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|450.32|1.0|2.82|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|5.2189|3.8696|-2152.134749|705.12|1188.37|0.7456|563.76|0.69094|-2151.9100780000003|-0.15671|-0.21499|0.03419831|9.2445|8.0969|8.0969
25d_a34|0.0|0|0.0|7.412764017000001|1|0.128783829|-0.015046463|5.351858133|1|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|1|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|1|0.7498681140000001|0.14554928|0.799694715|0.778903495|0|0.674282353|-0.100582621|-0.124111479|0.0292772039999999|19.36462983|174.9700398|215.4372954|-0.044492794|12.8082206|0.7772035959999999|0.478308897|-1559.714654|2564.887803|-19.46475234|0.2227964039999999|6.933980884|13.29135354|147.36277019999997|-1031.631874|37.86469665|-366.6979266|673.8038326000001|13.15041965|1.0|1.0|1.0|2.0|3.58|3.76|0.12|-8.08|3.95|1.0|0.0|119.81|0.0|1.0|7.0|-4.61|32.0|427.46|0.0|3.21|0.0104|3.3e-05|0.0141|3.05|0.0|0.0|8.26e-09|3.53e-06|4.2732|4.2732|-1426.496796|706.21|1198.19|0.2106|554.05|0.6764600000000001|-1426.243341|-0.1771299999999999|-0.21234|0.02807001|8.0068|6.0223|6.0223
12ac_a36|0.0|0|0.0|7.412764017000001|2|-0.050997272|-0.007639626|5.351858133|2|0.042560386|0.0|-0.450737917|0.000584134|-0.046730704|10.95345846|1|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|1|0.811459853|0.135371136|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|0.021508835|14.93372351|118.0445703|152.9742102|-0.036062573|10.36858115|0.7316461470000001|0.44477577|-1377.116299|2455.459827|-17.38437788|0.268353853|8.126831024|14.63702516|186.3198219|-956.1407834|34.22211444|-321.66684580000003|716.9974499|14.03055543|0.0|1.0|0.0|2.0|4.86|0.0|0.17|-6.89|2.09|1.0|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|423.47|0.0|1.84|0.0653|0.000112|0.0476|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|3.8843|3.8594|-1385.606133|711.77|1200.61|0.3302|554.84|0.56357|-1385.3211789999998|-0.15675|-0.20949|0.03998989|5.4387|7.8861|7.8861
6_a15|0.0|0|0.0|0.0|0|-0.199979249|-0.00951284|0.0|1|0.042926829|0.0|-0.513693384|0.001080419|0.011857945|10.95880677|0|0|0.003942615|0.153430865|-0.281352401|-0.35221474|1|0.691316481|0.0371776429999999|0.7248900659999999|0.810779115|0|0.859308431|-0.07051817|-0.123000073|0.02948637|17.20414198|105.4415725|82.0880213|-0.0307500179999999|10.03794313|0.581974721|0.3902945579999999|-932.9544335|1971.005637|-10.46812265|0.4180252789999999|6.110075236|10.02135591|243.9013805|-544.3423775|30.82854077|-95.65807914|592.4420375|17.18281248|1.0|0.0|1.0|1.0|3.29|4.03|0.23|-7.95|5.26|2.0|0.0|109.7|0.0|1.0|7.0|-5.66|28.0|380.44|1.0|4.11|0.000823|7.32e-06|0.00278|4.64|0.0|0.0|1.13e-08|4.3e-06|4.3423|3.7696|-1263.0243449999998|612.22|1092.02|0.2616|545.21|0.70554|-1262.75978|-0.15714|-0.18133|0.01711539|1.9421|7.4559|7.4559
3c_a49|0.0|0|0.0|7.535296702|1|0.034009672|-0.004876919|5.4161004020000005|2|0.036335697|1.879769411|-0.248722888|0.006218639|-0.05815918|10.92976555|1|1|0.006470561|-0.0780996759999999|-0.101919761|-0.384874446|2|0.802792677|0.005559828|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|0.0148240689999999|8.477406111|89.34479838|116.4686425|-0.0252377479999999|4.8479546860000005|0.637222556|0.4791465279999999|-678.3346816000001|1667.1178220000002|-8.253567879|0.362777444|6.567311051|12.60874968|207.4607002|-387.9176903|22.64931248|-156.9462939|542.7276591|12.45751629|1.0|1.0|1.0|1.0|3.18|2.67|0.18|-7.54|3.87|1.0|0.0|109.43|0.0|1.0|4.0|-3.45|28.0|369.42|1.0|2.86|0.13|0.000137|0.0505|2.29|0.0|0.0|2.89e-08|1.07e-05|5.1584|3842.0|-1198.668772|613.33|1046.53|0.4321|456.22|0.6692100000000001|-1198.430306|-0.15853|-0.21913|0.03394942|3.7789|7.0605|7.0605
3k_a32|0.0|1|0.0|7.97831097|0|-0.001009768|-0.005745086|5.973809612|0|0.0381981979999999|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|3|3|0.002509816|-0.084055305|-0.090775221|-0.5265375529999999|0|0.779649252|-0.127713677|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|0.0123637989999999|6.970844822|80.0971996|68.92687468|-0.029575784|3.930238317|0.78057227|0.472646737|-717.0314235000001|1970.06814|-9.40163104|0.21942773|6.153598893|11.6688363|123.7157466|-404.2701347|21.36272325|-316.3794102|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|3.48|0.32|-7.23|5.78|2.0|0.0|105.36|0.0|1.0|3.0|-7.04|25.0|366.5|0.0|4.75|3.3600000000000004e-05|2.47e-06|0.000904|4.97|0.0|0.0|5.86e-08|2.15e-05|3.5363|3.5363|-1750.164914|611.65|1022.89|0.3082|452.36|0.70268|-1749.957584|-0.14667|-0.19988|0.02654958|5689.0|8.0605|8.0605
14aa_a23|0.0|1|0.0|7.423568444|0|0.066582026|-0.005050361|5.351858133|2|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|2|0.012103325|0.055934795|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.018016316|12.26959478|40.49537336|51.68445972|-0.03159178|8.355923226|0.796659447|0.4930525229999999|-1140.287028|2263.821505|-14.65218978|0.203340553|8.000512184|15.78173785|138.4803717|-776.5660584|27.00633206|-404.0660854|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|3.63|3.68|0.12|-8.16|4.63|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|32.0|439.54|0.0|4.1|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.5934|3.5934|-1708.5626|715.57|1231.11|0.4157|588.45|0.6805899999999999|-1708.276011|-0.1449|-0.21573|0.02033777|8.3532|8451.0|8451.0
8g_a12|0.0|1|0.0|6.580639137|1|0.10205033|-0.0084227909999999|4.59511985|2|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|1|1|0.005405355|-0.068810076|0.122649613|-0.532504083|1|0.7475224290000001|-0.04981165|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|-0.1045061519999999|0.008910823|4.915102972|84.95000993|78.53214058|-0.042752517|2.7111119089999995|0.90166696|0.463772637|-1037.59814|1356.883205|-13.00742505|0.09833304|6.882798206|12.83559677|54.23932676|-572.326702|26.15353224|-443.109365|480.0590283|4.352203029|1.0|1.0|1.0|2.0|4.07|2.51|0.1|-8.0|2.07|1.0|0.0|109.93|0.0|1.0|3.0|-4.38|27.0|353.38|0.0|2.77|0.0146|4.61e-05|0.0163|3.06|0.0|0.0|9.98e-09|3.53e-06|4.2057|3731.0|-1154.321531|590.93|989.66|0.3786|418.41|0.55027|-1154.121362|-0.1520099999999999|-0.21633|0.03954539|4.2131|5.43|5.43
17d_a50|0.0|1|0.0|8.105609402|2|-0.152030219|-0.002166617|6.042632834|1|0.031990741|2.234730384|-0.140830095|0.012079|-0.136180713|10.94500663|2|2|0.01245647|0.009780681|-0.323333765|-0.2294807539999999|1|0.748516466|-0.1921395789999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.0152123589999999|10.55016861|5.007868064|48.62532158|-0.025589979|7.31681784|0.75405703|0.445708152|-1064.839192|2950.99157|-12.30823045|0.24594297|6.996105516|12.62170017|170.5678813|-738.4938272999999|23.53577933|-352.3903892|829.3813984|9.139672835|1.0|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|4.29|2.0|0.0|133.19|0.0|1.0|6.0|-4.5|32.0|424.54|1.0|3.68|0.0135|1.31e-05|0.00557|3.72|0.0|0.0|8.55e-08|3.63e-05|4.0506|4.0506|-1335.989008|727.15|1263.22|0.1819|579.45|0.66103|-1335.649722|-0.16716|-0.19967|0.02625058|7.9942|7.1308|7.1308
6_a4|0.0|0|0.0|7.535296702|1|-0.19701009|-0.001221193|5.4161004020000005|2|0.035283951|2.186806868|-0.064723237|0.011457667|0.0032928379999999|10.92992785|1|1|0.01098094|0.0671397079999999|-0.073630392|-0.1738111839999999|2|0.76089528|-0.169533683|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|0.0077624059999999|4.324187697|14.1731579|30.33467048|-0.024618083|2.408866521|0.814470803|0.423084148|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|9.981741408|103.3523757|-374.340411|16.83786074|-350.36323230000005|578.2065561000001|4.937800786|1.0|1.0|1.0|0.0|3.38|3.45|0.26|-7.99|5.23|2.0|0.0|109.7|0.0|1.0|3.0|-4.91|27.0|354.45|1.0|4.23|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|0.0|1.04e-08|3.67e-06|4.8714|4.0354|-1108.585859|613.83|1057.7|0.1235|453.87|0.5877|-1108.338577|-0.16959|-0.2182599999999999|0.02244097|3.2192|5.8861|5.8861
16_a47|0.0|1|0.0|6.605297921|0|-0.134455235|-0.0056780519999999|4.59511985|2|0.042285714|1.491023983|-0.23280014|-0.005688938|0.001426202|10.95023129|1|1|-0.004153659|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.812131575|-0.113476605|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.0186711289999999|9.676588112|63.13219447|159.6978638|-0.034261359|5.0150344780000005|0.697929921|0.473257697|-674.7452647999999|833.8646097|-9.202544293|0.302070079|6.855429069|13.01476838|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|357.35851410000004|12.16814835|1.0|1.0|1.0|2.0|2.93|1.95|0.06|-8.17|5.19|0.0|0.0|91.55|0.0|1.0|3.0|-4.34|25.0|337.33|0.0|3.52|0.0154|3.84e-05|13.0|3.27|0.0|0.0|6.8099999999999994e-09|2.3e-06|4.4393|4.0806|-1167.046301|534.69|894.43|0.3182|395.28|0.6743899999999999|-1166.901251|-0.16851|-0.22568|0.03384512|3.8601|9.0|9.0
