molecula|SddssS|n9FaRing|SssssC|SRW09|nAHRing|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12a_a40|0.0|0|0.0|7.515889085|0|0.021610099|-0.00431394|5.4161004020000005|0|0.036587302|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|2|2|0.007890601|0.298197213|0.031326603|-0.4764003679999999|0|0.718281767|0.023863832|0.7867243829999999|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.011766311|6.001293955|107.5277007|30.15370934|-0.033799|3.060902482|0.85136964|0.476055146|-534.4045424999999|600.1247016|-8.792513441|0.14863036|7.563170499|14.43505064|75.8074911|-272.5679167|20.24838026|-358.4254366|323.26151960000004|5.487955617999999|0.0|0.0|0.0|0.0|3.2|3.39|0.0|-7.21|5.43|1.0|0.0|91.76|0.0|1.0|2.0|-6.41|22.0|346.23|1.0|4.78|0.000134|1.13e-06|0.00039|5.43|0.0|1.0|6.15e-08|2.13e-05|3.0966|3.0966|-2097.826771|530.55|875.15|0.3701|429.21|0.6998800000000001|-2097.7296100000003|-0.12895|-0.2091|0.0104658999999999|3.8054|5.7501|5.7501
13i_a6|0.0|0|0.0|7.412764017000001|1|0.0359494989999999|-0.0149593219999999|5.351858133|1|0.042560386|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|1|1|-0.007703306|0.057038772|-0.073507141|-0.560601136|1|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0|0.624046118|-0.120457274|-0.129526268|0.031178586|20.90143854|181.1128483|252.0312146|-0.046433945|14.01186473|0.783597763|0.429711323|-1649.799665|2880.134143|-20.86772478|0.216402237|8.294136887|14.54375165|145.07130039999998|-1105.989413|39.72483975|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|1.0|3.0|3.59|2.7|0.12|-8.5|3.54|1.0|0.0|120.17|0.0|1.0|6.0|-5.03|32.0|427.46|0.0|2.91|0.00398|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|3.6668|3.5614|-1426.549926|703.43|1196.21|0.2903|553.67|0.70517|-1426.269916|-0.1464|-0.19454|0.03191957|10.1375|7.6778|7.6778
11e_a5|0.0|0|0.0|7.139660336|1|-0.2114441819999999|-0.003208975|5.209486153|2|0.020943152|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|1|1|0.008721244|-0.127225457|-0.147721258|-0.234433859|2|0.775794895|-0.048843135|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.0120552589999999|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|5.290414418|0.72163516|0.483563144|-1046.930776|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|184.4042616|-693.5448342|25.90670947|-293.6467698|735.3048881|11.21791539|1.0|1.0|1.0|1.0|3.22|3.43|0.24|-8.95|4.29|2.0|0.0|125.71|0.0|1.0|7.0|-4.65|31.0|411.5|1.0|3.63|0.00919|1.9e-05|0.00782|3.56|0.0|0.0|1.13e-09|4.64e-07|4.4179|4.1036|-1316.547103|717.76|1220.1|0.5347|571.06|0.6505|-1316.239803|-0.16751|-0.20559|0.03460011|2.8694|7.3979|7.3979
16_a3|0.0|0|0.0|6.823286122000001|0|0.183636734|-0.010031024|4.727387819|2|0.045993266|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|1|1|-0.008409607|0.069124437|0.008045619|-0.614173961|2|0.767641592|-0.142670655|0.838125715|0.640070307|1|0.6974791290000001|-0.108919585|-0.100138414|0.012203576|6.027544549|248.6415425|149.4199775|-0.041233465|2.977102266|0.8296818009999999|0.484889078|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|84.12292796|-342.00731349999995|24.54661368|-325.670405|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|0.0|-7.16|4.57|0.0|0.0|90.44|0.0|1.0|2.0|-4.98|23.0|322.36|0.0|3.5|0.0033799999999999|3.2200000000000003e-05|0.0104|3.35|0.0|0.0|6.97e-08|2.25e-05|3.2208|3.2208|-1371.388717|520.28|856.09|0.3866|368.22|0.6944100000000001|-1371.250459|-0.13195|-0.2029|0.02847445|3613.0|7.3768|7.3768
14t_a23|0.0|1|0.0|7.423568444|0|0.04919958|-0.005383494|5.351858133|2|0.045277778|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|2|2|0.01180744|0.134446672|-0.136106024|-0.4515027279999999|2|0.7629258809999999|0.113493155|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|0.017433037|11.36130649|36.6149406|51.51331913|-0.033286443|7.404291213|0.799945841|0.465981891|-1084.657455|2286.063655|-14.13766923|0.2000541589999999|7.55064865|14.13931199|130.3775455|-706.8834616|27.11827225|-390.9561553|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|3.52|3.49|0.09|-7.78|4.33|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|425.51|0.0|3.78|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|3.9855|3.2060000000000004|-1669.240512|692.08|1184.43|0.2061|534.86|0.68886|-1668.980578|-0.15625|-0.22291|0.02135191|8.3062|8.3979|8.3979
4m_a46|0.0|0|0.16407746|7.825245291|1|-0.245599013|-0.000686578|5.587248657999999|1|0.041865079|0.0|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|1|1|0.010359417|-0.487230027|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|0.010905551|5.74716122|6.161736337000001|26.89046601|-0.0224155999999999|3.028720082|0.733236381|0.463006576|-531.5800101|1639.260563|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|140.5828543|-280.1395315|16.11061509|-245.828396|486.9589609|6.446588969|0.0|1.0|1.0|0.0|3.59|2.9|0.29|-6.88|4.63|1.0|0.0|98.69|0.0|1.0|2.0|-4.52|25.0|328.41|1.0|3.59|0.00981|2.68e-05|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|6.0419|4.3476|-1031.138426|558.63|975.72|0.2465|468.63|0.68505|-1030.929791|-0.18308|-0.23116|0.02920209|5.2326|5.8901|5.8901
14ad_a23|0.0|1|0.0|7.423568444|0|-0.1101542319999999|-0.00790478|5.351858133|2|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|2|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|2|0.7830067820000001|0.165157698|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|0.033831691|24.18091285|52.63180108|80.67170209999999|-0.029653934|17.28310144|0.575880959|0.46995189|-1165.7193140000002|2339.533586|-15.14887177|0.424119041|8.661363236|16.34071148|303.1354708|-833.1879476|36.80430179|-108.4705382|770.8206617000001|23.84770234|0.0|1.0|1.0|1.0|3.73|3.49|0.12|-7.6|4.03|2.0|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|471.53|0.0|3.39|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|1.17e-05|3.3867|3.3867|-1858.957788|747.83|1287.26|0.4106|618.01|0.6956600000000001|-1858.668058|-0.13734|-0.20659|0.01481488|6.7584|8.3595|8.3595
7e_a8|0.0|0|0.0|7.05012252|0|-0.150447714|-0.006027596|4.844187086|0|0.043758865|0.0|-0.289324602|0.0024398329999999|-0.11032771|10.94332434|1|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.732001738|-0.023521398|0.790500031|0.577394732|0|0.8291560379999999|-0.08608941|-0.0886889709999999|0.0215993429999999|12.91806855|86.03149870000001|102.177831|-0.037446454|7.725998682999999|0.776001552|0.4742828629999999|-1007.813711|2032.501296|-13.39444718|0.223998448|7.70387217|14.654025199999998|133.9683023|-602.7501229|28.86058693|-330.14031780000005|519.5762494|11.18895001|0.0|0.0|0.0|1.0|3.2|3.38|0.04|-8.29|4.94|2.0|0.0|108.43|0.0|1.0|4.0|-5.75|29.0|385.39|0.0|4.31|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|5.07e-09|1.95e-06|3.8142|3.2363|-1300.495519|622.23|1060.05|0.3461|544.55|0.70177|-1300.271093|-0.13577|-0.2054699999999999|0.02845071|11.4436|4.4547|4.4547
8_a15|0.0|0|0.0|0.0|0|-0.208657545|-0.009853404|0.0|1|0.039181287|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|10.95880707|0|0|0.003160815|0.225620047|-0.295062413|-0.342749125|1|0.7059441040000001|0.0937475619999999|0.742680335|0.8105478740000001|0|0.853896482|-0.071552706|-0.118293578|0.0336657729999999|19.65860939|104.8781037|85.31489861|-0.028969856|11.47934212|0.519427411|0.389723411|-828.9085544|1919.535904|-9.878130237|0.480572589|6.093505548|9.984825987|280.62296039999995|-484.0283816000001|32.56759415|-22.68867482|532.0914339999999|20.72712321|1.0|0.0|1.0|1.0|3.14|3.76|0.19|-7.57|4.95|2.0|0.0|104.74|0.0|1.0|7.0|-5.25|27.0|366.41|1.0|3.76|0.00206|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|4.4346|3.7426|-1223.704913|598.84|1050.15|251.0|538.51|0.70524|-1223.463981|-0.1558|-0.18303|0.01719864|1.4589|6.9666|6.9666
4e_a49|0.0|0|0.0|7.535296702|1|-0.076526919|-0.006602016|5.4161004020000005|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.017142176|10.51443916|313.22432680000003|149.0098632|-0.029288891|6.449206277999999|0.650328475|0.471635821|-916.2062675|1647.641653|-11.01902676|0.349671525|7.934910277|15.01788083|214.47685|-561.9703647000001|27.6242383|-184.4129453|620.5697596|14.48911428|1.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|2.83|1.0|0.0|114.08|0.0|1.0|6.0|-3.28|30.0|399.45|0.0|2.42|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|5.7301|3.7876|-1313.199448|660.22|1128.64|0.2273|504.63|0.68043|-1312.924353|-0.1585099999999999|-0.2231199999999999|0.04133034|4.8707|7.4685|7.4685
47g_a18|0.0|0|0.0|7.03438793|1|-0.005500039|-0.005817448|4.844187086|0|0.031179487|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0|0.750610215|-0.009917608|0.780474694|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.013404131|11.37505183|111.5517627|140.5114492|-0.029212072|9.653129118|0.731870777|0.4913566339999999|-1958.412588|2268.439188|-21.03738872|0.268129223|10.33698377|20.32265524|227.5405903|-1661.953709|33.87214455|-393.5416883|1347.416568|13.79782369|1.0|1.0|1.0|2.0|4.87|0.0|0.34|-9.22|3.6|3.0|2.0|164.47|1.0|1.0|13.0|-6.11|40.0|541.68|0.0|2.83|0.000421|3.01e-06|0.00163|4.52|1.0|1.0|6.04e-10|3.27e-07|3.0965|3.0965|-1743.375845|905.71|1604.37|0.5955|874.26|0.69828|-1742.7686640000002|-0.12789|-0.17202|0.02960182|5.9864|8.0458|8.0458
6d_a40|0.0|0|0.0|8.421342866|1|0.12627602|-0.015362927|6.401917197|0|0.039160494|0.683786612|-0.722057579|-0.005066797|0.086704068|10.30179973|2|2|-0.00448098|-0.249967637|-0.0603134|-0.624951805|0|0.8361555479999999|-0.039077432|0.8988141140000001|0.604211552|1|0.663670372|-0.115007564|-0.119563634|0.017359149|11.10859664|192.5638526|215.22657540000003|-0.050049893|7.108696385|0.86005241|0.428134701|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|6.908972922999999|12.08146906|89.55631|-881.3190339|37.23994308|-460.8148719|555.2010623|8.964021265|0.0|0.0|1.0|1.0|3.98|2.84|0.21|-4.31|3.63|2.0|2.0|120.09|1.0|2.0|5.0|-7.21|30.0|460.52|0.0|3.43|2.85e-05|7.1e-06|0.00327|3.87|1.0|0.0|4.9e-05|0.0226|2.9559|2.9559|-2470.82949|656.5|1111.69|0.3518|511.88|0.6624800000000001|-2470.62267|-0.11938|-214.0|0.03556489|10.9021|8.9208|8.9208
19b_a38|0.0|0|0.0|7.412764017000001|2|-0.122009545|-0.008652352|5.351858133|2|0.044392765|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|1|1|-0.004358975|0.035216067|-0.250781298|-0.443325632|1|0.8295290000000001|0.019437461|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|0.0224393089999999|13.92699891|120.3048789|168.00390359999997|-0.041606241|8.643817972|0.7596369590000001|0.478948837|-1291.149559|2436.66785|-16.02708787|0.240363041|7.159317935|13.74014387|149.181772|-801.3543933999999|33.99385836|-322.28833010000005|593.6088758|12.76697997|0.0|1.0|0.0|3.0|4.82|2.37|0.14|-7.12|3.11|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|419.43|0.0|2.94|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|5363.0|3.7509|-1431.414099|646.81|1111.29|0.4634|485.64|0.69411|-1431.18309|-0.15414|-0.20445|0.03336932|6.3396|7.9172|7.9172
18a_a30|0.0|0|0.0|7.412764017000001|2|0.045071414|-0.006673169|5.351858133|2|0.040166667|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|1|1|0.005458948|-0.073280844|-0.094526372|-0.452377064|1|0.7885597609999999|0.003991162|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|0.017060045|10.62073502|79.18861306|87.66676984|-0.036990859|6.611941026|0.7904991659999999|0.445995681|-1128.40473|2814.429655|-14.33650253|0.209500834|7.050626413|12.72666325|130.4247923|-702.4886239|29.1318055|-361.7006453|620.9195447000001|9.968457988|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.64|2.62|2.0|0.0|127.28|0.0|1.0|5.0|-5.28|29.0|398.48|0.0|2.63|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.4712|3.4712|-1575.786909|665.12|1120.46|0.3781|508.08|0.69033|-1575.54671|-0.1418|-0.19785|0.03180853|5.2813|7.6108|7.6108
7c_a10|0.0|0|0.0|7.535296702|1|-0.152261681|-0.00375251|5.4161004020000005|2|0.039433962|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|1|0.0107756969999999|-0.176560297|-0.191576261|-0.215874011|2|0.7928588059999999|-0.087063341|0.84177174|0.6952665379999999|1|0.906276489|-0.05074318|-0.0876410609999999|0.027436939|16.04055193|87.99694927|54.79389751|-0.0223398779999999|9.377842892|0.52630639|0.4675549639999999|-666.0926258|1881.379304|-7.635686595|0.47369361|6.703148323|12.58937144|276.93712|-389.4200163|24.81565867|-30.75918962|611.4957509|15.7764728|1.0|1.0|1.0|0.0|3.48|3.49|0.26|-7.78|4.43|1.0|0.0|113.07|0.0|1.0|4.0|-4.44|29.0|386.45|1.0|3.59|0.0139|2.05e-05|0.00793|3.46|0.0|0.0|1.66e-08|6.4e-06|5.4267|3.8357|-1259.011598|635.47|1102.43|0.4049|488.89|0.68708|-1258.744382|-0.16055|-0.20059|0.02659395|5.0714|5.4191|5.4191
21_a12|0.0|0|0.0|6.605297921|1|0.04375233|-0.008833375|4.59511985|3|0.037992832|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|2|0.835359152|-0.061915124|0.89838263|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.012230115|6.154473157000001|75.46830038|76.35009799|-0.036878492|3.097071518|0.770818357|0.473492395|-705.2078018999999|1080.052791|-9.338859985|0.229181643|5.891343219|11.18947411|115.3294396|-354.8766794|24.07584081|-272.5639702|380.2468615|8.736422872|1.0|0.0|1.0|1.0|4.05|2.81|0.12|-6.78|2.25|0.0|0.0|98.16|0.0|1.0|3.0|-3.82|23.0|319.38|0.0|2.68|48.0|0.000173|0.0551|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|4.6851|3.9971|-1327.479547|539.67|893.17|0.3665|397.31|0.57644|-1327.347724|-0.16784|-0.22253|0.02758166|3.2551|7.6576|7.6576
4a_a49|0.0|0|0.0|7.535296702|1|-0.076526919|-0.006602016|5.4161004020000005|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.017143497|10.51443916|313.22432680000003|149.0098632|-0.0292876779999999|6.448709504|0.650301539|0.4716382|-916.0977468|1647.61849|-11.01687292|0.349698461|7.934892916|15.01791558|214.47685|-561.8605190000001|27.62211044|-184.3656985|620.5697596|14.48911428|1.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|2.83|1.0|0.0|114.08|0.0|1.0|6.0|-3.28|30.0|399.45|0.0|2.42|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|4.7259|3.7876|-1313.19945|660.19|1128.22|0.1935|504.63|0.68042|-1312.924353|-0.1585099999999999|-0.2231199999999999|0.04133192|4.8706|7.4949|7.4949
12s_a30|0.0|0|0.0|7.412764017000001|2|-0.00019297|-0.007621736|5.351858133|2|0.04625323|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|1|-0.001131023|-0.1597740919999999|-0.145315868|-0.446807335|1|0.83236194|0.006789196|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.019324097|12.51292194|89.91581294|189.9114627|-0.040189672|8.102485674|0.790481833|0.467381416|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|8.066744794|15.14544373|135.66918710000002|-825.7139305|32.92168852|-376.1910929|616.2856203|11.26623|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-7.16|3.74|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|434.46|0.0|3.21|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|5.0438|3.5348|-1774.236634|677.35|1140.1|0.2148|526.07|0.68458|-1774.01033|-0.14985|-0.20495|0.03401064|3.9579|8129.0|8129.0
12ap_a36|0.0|0|0.0|7.412764017000001|2|-0.06398791|-0.007719624|5.351858133|2|0.042739018|0.0|-0.424579308|-0.000143196|-0.105824575|10.95430638|1|1|0.001194592|0.117738331|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|0.0217479329999999|14.26936622|82.56761031|111.1558165|-0.037473093|9.36249036|0.737851886|0.464588|-1253.939017|2328.307856|-16.13217554|0.262148114|8.766216204|16.37284224|172.00197649999998|-822.7409526|33.32245946|-312.1212186|642.3830552000001|13.50019441|0.0|1.0|0.0|2.0|4.78|0.0|0.13|-6.66|1.76|1.0|0.0|128.47|0.0|1.0|5.0|-3.99|31.0|406.44|0.0|1.66|0.0412|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|8.97e-05|4.9124|3.8801|-1325.199863|691.41|1160.79|0.8819|553.28|0.6929|-1324.95298|-0.15704|-0.21788|0.04039655|9.6512|7.4949|7.4949
25c_a34|0.0|0|0.0|7.412764017000001|2|0.024837617|-0.014384932|5.351858133|2|0.037424242|0.0|-0.834326082|-0.002827527|-0.056443595|10.95957635|1|1|0.001433865|-0.250299211|-0.563411433|-0.5404076879999999|1|0.80135608|0.118901861|0.844690266|0.760055383|0|0.683231623|-0.088513496|-0.113392997|0.043815478|29.22363765|183.6812574|211.2752099|-0.031498055|19.49130854|0.537428437|0.4356106729999999|-1134.447012|2439.174137|-14.01190479|0.4625715629999999|7.484891117|13.26192888|308.52165519999994|-756.6428589|39.09037289|-49.9273377|648.0187526000001|25.03674677|1.0|1.0|1.0|1.0|3.64|3.17|0.32|-5.71|1.98|1.0|0.0|116.0|0.0|2.0|6.0|-2.81|31.0|421.45|0.0|1.93|659.0|0.000523|0.22|1.3|0.0|0.0|1.97e-06|0.0008289999999999|4.2095|4.2095|-1426.704645|704.43|1180.85|0.2239999999999999|561.29|0.69247|-1426.421463|-0.17424|-0.2069599999999999|0.03817361|9.8087|5.7496|5.7496
3a_a32|0.0|1|0.0|7.678326357|0|-0.0505635059999999|-0.007588088|5.6869753560000005|0|0.03382716|2.211368234|-0.250406908|-0.002794182|0.102212031|10.31100283|3|3|-0.001223394|-0.028290955|-0.1568626659999999|-0.491457345|0|0.844272053|-0.045516432|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.0224684379999999|10.39727075|87.55216606|84.65041685|-0.032360692|4.811337463|0.6723099029999999|0.461044711|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|151.63860559999998|-207.8892268|22.27382254|-159.4728294|278.73805810000005|10.9483666|1.0|1.0|1.0|1.0|2.96|2.21|0.07|-6.12|4.12|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|20.0|298.39|0.0|3.32|0.00144|4.51e-05|0.0134|3.31|0.0|0.0|7.66e-07|0.0002279999999999|3.6308|3.6308|-1554.796165|492.91|801.12|0.2719|355.48|0.70229|-1554.7020630000002|-0.15058|-0.20638|0.02744024|5.7916|8.5686|8.5686
18_a4|0.0|0|0.0|7.535296702|1|-0.181683336|-0.004533883|5.4161004020000005|1|0.042924837|0.0|-0.181355303|0.000379379|-0.200683549|10.94611841|1|1|0.00042|0.108754635|0.015390457|-0.319213511|1|0.793041267|0.102914528|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|0.017694182|8.729352711|203.5264327|110.7087804|-0.03479101|4.306590617|0.769438308|0.405586004|-635.0681172000001|1573.744396|-8.467791078|0.2305616919999999|6.133421395|10.31843368|113.7466718|-313.3082699|22.30718562|-265.85258480000005|337.0066459|8.649897756|1.0|1.0|0.0|1.0|3.32|2.56|0.11|-5.53|3.43|0.0|0.0|86.22|0.0|2.0|3.0|-2.95|23.0|307.32|1.0|2.78|349.0|0.000312|0.0959|2.24|0.0|0.0|2.96e-06|0.0009109999999999|4.5152|4.2045|-1033.480025|523.81|870.74|0.2083|404.27|0.57777|-1033.349218|-0.17345|-0.20883|0.02525528|3498.0|5.5817|5.5817
17b_a50|0.0|1|0.0|7.934155233999999|1|-0.145258626|-0.002181823|5.82008293|1|0.032052154|2.206759705|-0.144000296|0.012409091|-0.152660972|10.94500663|2|2|0.012686493|0.05636897|-0.357011777|-0.237489143|1|0.7621727979999999|-0.1585336269999999|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.0128994089999999|8.976922737999999|9.9094658|47.42733742|-0.02681014|6.247196459|0.803386523|0.4835366239999999|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|16.11918162|136.82673369999998|-805.0189948|23.22374317|-422.2639022|862.3868512|7.077456382|1.0|1.0|1.0|0.0|4.17|3.57|0.35|-7.54|4.92|3.0|0.0|131.39|0.0|1.0|8.0|-4.75|32.0|426.56|1.0|3.87|0.00763|1.22e-05|0.0052|3.96|0.0|0.0|2.87e-08|1.22e-05|4.2447|4.0418|-1337.1910779999998|752.09|1300.3|0.1817|647.75|0.66195|-1336.833957|-0.16699|-0.19879|0.02640483|8.4096|6.9136|6.9136
19_a4|-3.21497177|0|0.0|7.535296702|1|-0.121320311|-0.0023503029999999|5.4161004020000005|1|0.040511696|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|1|1|0.009687676|-0.086166959|-0.042058265|-0.245630631|1|0.774746438|0.152550043|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.013022539|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|3.946149569|0.764880253|0.460486754|-669.2264932|1697.595595|-8.771275759|0.235119747|5.9448291|11.01887515|129.4279389|-368.3935819|20.83197214|-291.6208078|450.6848883|7.912166787999999|0.0|0.0|1.0|0.0|3.46|2.52|0.16|-6.09|4.32|1.0|0.0|98.19|0.0|1.0|3.0|-3.81|25.0|351.42|1.0|2.92|0.0547|0.000106|0.0373|2.62|0.0|0.0|8.070000000000001e-07|0.0002839999999999|4.1858|4.1858|-1446.939719|583.39|983.4|0.3806|500.34|0.67535|-1446.760398|-0.17004|-0.22298|0.02985188|7.1079|4.71|4.71
12d_a40|0.0|0|0.0|7.515889085|0|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|0.794852923|-0.288158151|-0.000134504|0.087954209|10.31197256|2|2|-0.002126898|0.3683138529999999|0.224167029|-0.552689736|0|0.7769829840000001|-0.0065648919999999|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.01171131|6.204226377|207.39648|84.53363343|-0.038873458|3.286773518|0.844283549|0.470893531|-679.5935638999999|643.5166227999999|-10.90981687|0.155716451|7.877041626|14.88744155|82.49291335|-360.0239567|24.39197636|-364.7778083|350.9435025|6.596929268999999|0.0|1.0|1.0|1.0|3.23|2.94|0.0|-6.84|5.02|2.0|1.0|96.16|0.0|1.0|2.0|-6.25|23.0|361.25|0.0|4.21|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|4.3959|2.7962|-2153.197255|552.57|910.58|0.2584|435.41|0.70435|-2153.071733|-0.11604|-0.19369|0.0164339|1.9961|7.7212|7.7212
