molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
11_a27|0.0|1|0|0|0.0|0|1|1.1606177359999998|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.004538653|-0.0864111069999999|-0.027287578|0|0.005111147|-0.1299181459999999|-0.041662169|-0.488734846|2|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|0.7645505|-0.094820973|0.349764196|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|-18.14137056|50.82822357|0.4528656239999999|9.562117063|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|1.0|1.0|0.0|1.0|3.95|16.0|-6.09|2.72|1.67|3.06|0.0|106.33|0.0|2.0|26.0|-6.47|345.4|0.0|1.0|0.0|2.04|-4.02|0.0716|9.45e-05|0.0326|2.73|8.2e-07|-0.05985|3.3426|4.54|2.4836|-1122.456105|-1122.433411|571.4|974.29|499.21|0.3492|370.92|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|5.0|8301.0|8301.0
5e_a40|0.0|0|0|0|0.0|1|0|0.604912776|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0|0.009890343|0.158430496|0.029272031|2|0.008306061|-0.184667138|0.005996234|-0.391074665|0|0.535506399|0.8092726020000001|-0.402340487|0.877722972|0.864422751|-0.089724264|0.0499188609999999|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|-0.035889706|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|12.51197289|4158.984115|84.47727896|-243.4932098|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|1.0|0.0|0.0|0.0|3.03|14.0|-4.65|4.3|3.74|2.37|1.0|79.16|0.0|3.0|20.0|-5.66|303.77|0.0|1.0|1.0|3.33|-4.25|0.00505|5.56e-05|0.0169|3.51|2.23e-05|-0.07231|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|802.38|333.85|0.5262|333.85|-1637.115238|0.5262|-0.14786|-0.2201699999999999|0.01659566|25.0|7.6021|7.6021
9_a10|0.0|0|0|0|0.0|1|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|2|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.079150788|-0.1475423119999999|-0.362724972|2|0.7141481129999999|0.791322552|-0.000865755|0.837889476|0.8694452140000001|-0.084348428|0.6816795959999999|-40.90513782|-59.80726117|9.815155744|86.66800495|0.130554786|-0.028592687|-42.40634438|6.959437141|59.95939417|0.73129178|-1.686968561|-29.00379197|-20.27364785|50.72029356|0.45291714|16.02210901|6606.83687|190.5275895|-848.1268877|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|4.0|21.0|-7.93|3.69|3.68|1.81|1.0|130.71|0.0|7.0|33.0|-6.87|438.52|0.0|1.0|0.0|3.07|-4.44|0.0259|3.64e-05|16.0|2.97|1.17e-08|-0.06118|5.5668|4.51|3.7309|-1410.041793|-1410.005954|740.24|1278.57|332.32|0.4138|222.72|-1409.69933|0.0041|-0.15045|-0.21163|0.03583924|193.0|6.7144|6.7144
16b_a23|0.0|0|1|1|0.0|2|1|1.197960988|0.031073244|-0.005139233|5.351858133|-0.013240238|3|0.0116350769999999|-0.068280331|-0.05237763|2|0.011266252|0.099244509|-0.123524943|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|0.830577373|0.928579764|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|7.971529518|0.071420236|-0.031407956|-43.49333918|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|-23.2745413|51.31875369|0.4870072789999999|18.46592377|7575.784511|193.4284005|-1000.346801|31.49562341|0.018384316|-354.1828792|1826.746158|896.9989312000001|1.0|1.0|0.0|1.0|4.19|26.0|-7.33|3.02|4.1|3.14|2.0|146.03|0.0|6.0|36.0|-6.3|489.57|0.0|0.0|0.0|2.9|-5.67|0.000314|2.16e-06|0.00106|4.21|4.6200000000000003e-08|-0.07352|1.6041|4.24|1.6041|-1877.655481|-1877.615701|772.84|1340.35|772.92|0.3456|772.92|-1877.270284|0.3456|-0.13741|-0.21093|0.03978022|96.0|7.0191|7.0191
3d_a12|0.0|0|0|0|0.0|0|1|1.28383852|0.092417272|-0.008186708|0.0|-0.053022041|3|-0.00259095|-0.002185753|-0.058191686|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.532019854|2|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0.8547246829999999|-0.0958414059999999|0.2443206489999999|-34.34601551|-49.24083018|5.717316796|74.39425719|0.145275317|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|-18.01493787|40.06333231|0.472404561|10.96674758|4509.417998|115.96727140000002|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|1.0|0.0|1.0|1.0|3.98|18.0|-7.51|3.37|2.19|2.26|0.0|100.28|0.0|3.0|24.0|-6.22|313.36|0.0|1.0|1.0|2.67|-3.91|0.0945|0.000123|0.0385|2.81|3.08e-08|-0.06842|4.2114|3.1|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|-1006.556654|0.1583|-0.15387|-0.22229|0.02399772|25.0|7.6021|7.6021
22_a20|0.0|0|0|0|0.0|1|0|1.4170330269999998|-0.238401323|-0.00147607|4.727387819|0.023539095|2|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.036258691|-0.177976478|2|0.616352201|0.7478675859999999|-0.044184455|0.809440795|0.946515026|-0.067797027|0.425968568|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|47.00134116|0.477376285|14.17638345|5924.626340999999|149.350479|-574.9260339|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|1.0|0.0|3.36|27.0|-9.69|5.33|5.39|2.61|2.0|121.62|0.0|4.0|31.0|-5.58|401.46|0.0|0.0|1.0|4.24|-5.53|0.000997|2.98e-06|0.0012|4.47|2.04e-10|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|223.03|-1275.598059|0.0015|-0.16176|-0.21856|0.03226475|231.0|6.6364|6.6364
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|1|1.343847059|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.002865697|-0.159241692|-0.020954339|1|0.003107816|-0.083399128|0.028964355|-0.463575124|2|0.702976795|0.8099394329999999|-0.041794304|0.868207983|0.754313773|-0.089446059|0.459041332|-52.90108631|-51.11565158|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|12.76426621|5566.495502000001|122.2274724|-496.5871888|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|0.0|1.0|1.0|1.0|3.27|21.0|-7.13|3.69|3.51|1.84|1.0|108.18|0.0|3.0|28.0|-6.86|369.42|0.0|0.0|1.0|2.81|-3.99|52.0|0.000102|0.0375|2.39|7.45e-08|-0.06|4.65|3.95|3.78|-1198.683473|-1198.64695|617.61|1048.31|327.69|0.2|266.68|-1198.442536|0.06|-0.16|-0.22|0.03652312|69.0|7.1586|7.1586
GW6604_a52|0.0|1|0|0|0.0|0|0|1.427583999|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.007746755|-0.118272803|-0.028376521|1|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|0.709088617|0.693399445|0.074868979|0.7550228990000001|0.87346455|-0.072069252|0.38374044|-35.51891876|-35.62691523|4.459510077|157.2481263|0.12653545|-0.029217264|-17.61190876|2.204526664|0.2386028039999999|0.73529506|-1.081038779|-17.55852148|-14.44334401|39.97842884|0.4597869779999999|11.6571716|4168.525878|130.8549791|-264.17863140000003|19.64292268|0.01768964|-232.6328342|726.7881391|359.1060668|1.0|1.0|1.0|1.0|2.68|23.0|-8.03|4.49|4.2|1.91|0.0|90.49|0.0|3.0|23.0|-5.95|298.34|0.0|1.0|1.0|3.08|-4.16|0.0402|6.929999999999999e-05|0.0207|3.06|9.31e-09|||||||||||||||||107.0|6.9706|6.9706
12h_a36|0.0|1|0|0|0.0|0|2|1.297043828|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.00127667|-0.003014954|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|-0.410826531|1|0.8913597320000001|0.820041835|-0.10861416|0.87043328|0.819614525|-0.10720355|0.3726296|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|-0.035734517|-45.96672487|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|-23.39942087|66.44902736|0.464544951|13.87400978|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|1.0|1.0|0.0|2.0|4.8|17.0|-6.69|2.77|1.89|1.72|1.0|130.24|0.0|6.0|31.0|-6.93|411.46|0.0|0.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|2.03e-07|-0.05013|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|238.44|-1347.199963|0.0056|-0.14247|-0.1926|0.02925492|14.0|7.8539|7.8539
12a_a32|0.0|1|1|1|0.0|0|0|0.609420757|0.087371302|-0.009460484|5.733341277|-0.057200812|0|-0.003484915|-0.031249617|-0.074344282|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.583507277|0|0.788133615|0.845443342|-0.018578911|0.8966299409999999|0.788702323|-0.109151429|0.288267255|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|-0.0308471429999999|-42.44899997|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|0.456641145|13.03685125|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|1.0|1.0|1.0|2.0|3.45|19.0|-7.65|6.49|4.19|1.1|1.0|110.47|1.0|7.0|27.0|-6.32|397.52|1.0|0.0|1.0|3.6|-4.5|0.000389|3.17e-05|0.0126|3.39|2.23e-08|-0.05222|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|346.71|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|25.0|7.6021|7.6021
18c_a22|0.0|0|0|0|0.0|1|0|1.194229067|-0.191807441|-0.003749104|4.727387819|0.013131848|2|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.078828791|-0.305378181|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|0.931073539|-0.076388478|0.5003904610000001|-40.094865000000006|-52.84635017|13.72808419|30.63947336|0.068926461|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|-27.73804808|-19.94201893|53.82294919|0.4777430589999999|14.04085897|7101.057047|219.5183688|-731.1931848999999|29.21094233|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|3.56|27.0|-9.46|5.36|4.98|1.47|1.0|136.36|0.0|6.0|34.0|-6.63|461.54|0.0|0.0|1.0|3.72|-5.1|0.000739|7.98e-06|0.0036799999999999|3.5|3.4299999999999995e-10|-0.07207|5655.0|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|333.1|0.2996|219.25|-1783.277296|0.0817|-0.15158|-0.22365|0.02279458|26.0|7585.0|7585.0
6_a3|0.0|0|0|0|0.0|0|0|0.605016564|0.155665791|-0.008934536|4.727387819|-0.106234254|2|-0.007540435|0.05584062|0.032782484|1|-0.006696449|-0.0445675709999999|0.020589494|-0.594308852|2|0.881253042|0.790667152|-0.155862559|0.8632654590000001|0.783322023|-0.098669224|0.556539611|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|-18.8247694|57.46859326|0.387883362|8.982311462|4992.54948|98.39146166|-319.3685142|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|3.05|21.0|-7.48|4.96|4.66|2.11|1.0|95.5|0.0|2.0|23.0|-5.68|338.81|0.0|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|3.79|3.28e-08|-0.06529|5.8279|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|-1731.602363|129.0|-0.1465|-0.21179|0.03079258|1778.0|5.7501|5.7501
17d_a50|0.0|0|1|1|0.0|2|2|1.338814635|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.012079|-0.136180713|-0.125540541|2|0.01245647|0.009780681|-0.200725906|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|0.789310938|0.929886823|-0.069790853|0.8020670809999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|-0.025589979|-33.56790124|7.31681784|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|41.18485076|0.445708152|12.62170017|6281.764548|170.5678813|-738.4938272999999|23.53577933|0.013178555|-352.3903892|1412.14676|829.3813984|0.0|1.0|1.0|0.0|4.07|20.0|-7.07|4.0|4.29|2.71|2.0|133.19|0.0|6.0|32.0|-6.25|424.54|0.0|1.0|0.0|3.68|-4.88|0.0135|1.31e-05|0.00557|3.72|8.55e-08|-0.03251|4.0506|3.41|4.0506|-1335.989008|-1335.962757|727.15|1263.22|306.09|0.1819|306.09|-1335.649722|0.1819|-0.16716|-0.19967|0.02625058|74.0|7.1308|7.1308
14ad_a23|0.0|0|1|1|0.0|2|0|1.197962774|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.008996289|-0.05348283|-0.031279567|2|0.009675528|0.2086248289999999|-0.143336826|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.165157698|0.8356326820000001|0.887131635|-0.085840335|0.224009311|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|-0.029653934|-43.85199724|17.28310144|114.237062|0.575880959|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|0.46995189|16.34071148|7308.229822|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|1.0|1.0|1.0|3.73|26.0|-7.6|3.48|4.03|2.42|2.0|133.27|0.0|7.0|34.0|-6.68|471.53|0.0|0.0|0.0|3.39|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|2.49e-08|-0.06925|3.3867|2.99|3.3867|-1858.957788|-1858.942973|747.83|1287.26|366.09|0.4106|366.09|-1858.668058|0.4106|-0.13734|-0.20659|0.01481488|4.0|8.3595|8.3595
18_a20|0.0|1|0|0|0.0|0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.001996439|-0.597167441|2|0.809917509|0.7602869659999999|-0.107446431|0.8162774979999999|0.76136176|-0.095227339|0.356461863|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|-23.91074854|68.92770059|0.483668611|15.51556677|6206.896662|125.81822920000002|-843.230756|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|1.0|1.0|1.0|2.0|3.48|27.0|-10.0|5.54|4.69|2.06|2.0|125.07|0.0|5.0|32.0|-6.13|419.48|0.0|0.0|1.0|3.78|-5.16|0.00107|6.91e-06|0.0029|3.85|9.93e-11|-0.05604|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|-1352.073755|0.2011|-0.14685|-0.20289|0.03787435|34.0|7.4685|7.4685
12n_a30|0.0|0|0|0|0.0|0|2|0.604984682|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|0.001139238|-0.037209579|-0.087019298|1|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|1|0.669561738|0.815003426|-0.015189554|0.870930234|0.7781502140000001|-0.10528124|0.390449649|-52.4873066|-66.48079820000001|10.77573511|85.87072848|0.221849786|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|-24.42151771|63.2630417|0.4701566479999999|13.93957316|6353.890039|126.6686716|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|1496.934657|618.6004214|1.0|1.0|0.0|1.0|4.66|17.0|-6.9|4.25|3.18|3.2|2.0|127.24|0.0|5.0|30.0|-6.02|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|1.26e-07|-0.05076|5.1999|4.07|3.4859|-1675.011418|-1674.978015|669.57|1131.65|355.67|0.1826|238.43|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|0.01|7983.0|7983.0
12p_a30|0.0|0|0|0|0.0|0|2|0.604984421|0.038440292|-0.0063403159999999|5.351858133|-0.031328052|2|0.005613018|0.000321545|-0.128484994|1|0.005965451|-0.109773594|-0.053644471|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.051402518|0.8371763179999999|0.843381594|-0.094870978|0.371591982|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|-38.78387161|6.176226649|0.0|0.8199554720000001|-1.897419563|-30.39737673|-23.33022469|57.20168999|0.469983155|13.94763694|6166.812731|115.116829|-775.6774321|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|1.0|1.0|0.0|1.0|4.76|17.0|-7.01|4.35|2.93|3.04|2.0|132.24|0.0|5.0|30.0|-5.81|412.51|0.0|0.0|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|-0.05169|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|238.79|-1614.830085|0.1527|-0.14823|-0.19992|0.03198743|17.0|7.7721|7.7721
17b_a6|0.0|1|0|0|0.0|0|1|1.425925343|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|-0.00460563|-0.0385646|-0.0791229359999999|1|-0.00194781|0.231025646|-0.10896749|-0.563310199|1|0.850080948|0.7788169070000001|0.002947625|0.8370824240000001|0.753949098|-0.109195656|0.318652397|-62.63196368|-71.65078895|20.48861696|155.8689396|0.246050902|-0.041494349|-47.0150166|13.44399246|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|16.46390151|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|0.019915748|-355.2067434|1766.4758989999998|627.4287311|1.0|1.0|1.0|2.0|3.53|23.0|-9.01|4.98|4.32|1.7|2.0|116.79|0.0|5.0|31.0|-5.89|409.44|0.0|0.0|1.0|3.6|-5.17|0.000637|6.69e-06|0.00274|4.09|9.77e-10|-0.05736|3.5444|4.04|2.9964|-1350.102764|-1350.078181|690.98|1168.62|413.78|0.3949|349.8|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|153.0|6.8153|6.8153
2_a49|0.0|0|0|0|0.0|1|1|1.3438506419999998|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|2|0.004524556|-0.041202373|0.005918367|1|0.004580676|-0.170631119|0.032521855|-0.320124905|2|0.802447754|0.79056501|0.084099874|0.851413454|0.81348014|-0.079176085|0.41397907|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|-0.028277173|-20.55997527|2.871166625|0.0|0.7154059890000001|-1.187641272|-22.45560511|-14.409545199999998|49.7010488|0.454163307|10.38394173|4874.364109|145.02405359999997|-308.399629|20.14177325|0.017498253|-219.534132|845.9544764000001|439.9973344|0.0|1.0|1.0|1.0|3.09|21.0|-6.82|3.28|3.7|1.88|0.0|99.52|0.0|2.0|25.0|-6.57|327.38|0.0|1.0|1.0|2.76|-3.89|0.0955|0.000129|0.0421|2.43|1.51e-07|-0.04372|5.4614|1.79|3743.0|-1046.018455|-1045.981819|553.52|941.6|331.24|0.2988|227.02|-1045.810794|0.0572|-0.1555099999999999|-0.19923|0.0366366999999999|59.0|7.2291|7.2291
8f_a12|0.0|0|1|1|0.0|0|1|0.609895166|0.110310585|-0.008295703|4.59511985|-0.062406088|2|-0.002596875|0.028505422|-0.024023866|1|-0.00094279|-0.023769395|-0.070713228|-0.560548116|1|0.902669729|0.7475224290000001|-0.13747286|0.80546986|0.869823177|-0.098932601|0.285353468|-41.27611074|-56.220383|7.550959323|83.13642146|0.130176823|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|-21.72151161|48.82707007|0.460344828|13.00131176|5481.952981|91.98952021|-543.1216218999999|25.9168408|0.012030968|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|1.0|4.09|21.0|-8.42|4.99|3.41|3.1|2.0|115.66|0.0|3.0|27.0|-5.47|369.44|0.0|1.0|1.0|3.82|-5.24|0.000735|5.72e-06|0.00211|4.34|3.79e-09|-0.06179|4.1744|4.19|3.6536|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|297.01|-1480.955408|0.2466|-0.15061|-0.2124|0.03056355|646.0|6.1898|6.1898
8_a27|0.0|1|0|0|0.0|1|0|1.406757715|0.188762686|-0.008444078|4.59511985|-0.077396262|2|0.0040883959999999|0.093450172|0.067074515|1|0.004801929|-0.24946295|-0.106814855|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.141900468|0.8688656459999999|0.776384028|-0.092265073|0.3608031339999999|-37.50265703|-43.96130162|10.41179748|122.0597403|0.223615972|-0.035880862|-20.94612822|4.960882344|61.18801154|0.751701834|-1.291711016|-17.86879446|-17.09606174|47.91445451|0.479730655|9.642697094|4522.989286999999|118.305988|-293.2457951|22.74314225|0.019394143|-239.8554499|818.753121|326.3351007|0.0|0.0|0.0|1.0|2.79|21.0|-6.28|2.98|2.48|2.19|0.0|87.68|0.0|2.0|23.0|-6.73|303.32|0.0|1.0|1.0|2.38|-3.52|178.0|0.000299|0.0907|2.0|5.2e-07|-0.05015|4.1276|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|300.38|-1004.385302|0.2336|-0.16958|-0.21973|0.02665292|6.0|8.2218|8.2218
3p_a32|0.0|1|1|1|0.0|0|1|0.609420752|0.007752757|-0.008735261|6.008813185|-0.028895521|0|-0.000971341|-0.111150118|-0.074544773|3|0.000920756|-0.092884784|-0.146606489|-0.53666614|0|0.737842269|0.8599558070000001|0.058054833|0.918782026|0.8195708759999999|-0.098773656|0.366898545|-41.73212799|-58.13283248|12.5150622|40.28175307|0.180429124|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|-17.1756096|54.24719019|0.416240891|10.69458635|5960.446219|223.6663527|-444.779939|27.70403125|0.025390655|-141.21321609999998|1218.977375|530.5658569|1.0|1.0|1.0|1.0|3.38|19.0|-6.79|6.06|3.71|1.1|1.0|112.37|0.0|4.0|27.0|-6.8|395.5|0.0|0.0|1.0|3.23|-4.25|0.00308|5.629999999999999e-05|0.0222|2.7|1.62e-07|-0.04963|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|-1879.350471|0.3083|-0.15055|-0.20018|0.02642856|26.0|7585.0|7585.0
13l_a6|0.0|1|0|0|0.0|0|1|1.4242139390000002|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|1|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.045794891|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0.643098986|-0.126521431|0.210844002|-82.24617981|-88.13242567|20.90615311|182.8275745|0.3569010139999999|-0.0451862259999999|-61.3913735|14.56282911|118.3485042|0.793671137|-2.53042863|-57.29112645|-31.47586631|103.1523329|0.4257335779999999|15.34147837|6462.086665999999|143.7247666|-1227.82747|39.65857501|0.018273048|-409.1314702|2220.880201|741.5222707|1.0|1.0|1.0|3.0|3.64|23.0|-8.89|4.55|3.8|1.39|1.0|124.98|0.0|7.0|33.0|-6.59|441.48|0.0|0.0|1.0|3.07|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|-0.04885|3.6675|5.41|3.5499|-1465.865882|-1465.834958|735.52|1249.13|349.26|0.3115|338.07|-1465.560303|0.0165|-0.14562|-0.19447|0.03092407|385.0|6.4145|6.4145
12s_a36|0.0|1|0|0|0.0|0|2|1.297044029|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.002951176|0.0056370119999999|-0.050363149|1|0.003962098|0.063448144|-0.104118159|-0.434472457|1|0.90414347|0.8060798779999999|-0.118671653|0.856677627|0.8303378090000001|-0.1000534719999999|0.4314309979999999|-46.58030248|-64.57958827|12.55883918|110.6090028|0.169662191|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|13.98635088|5890.905249|158.6528381|-791.9759303|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|1.0|1.0|0.0|2.0|4.85|17.0|-6.97|3.24|2.19|2.24|1.0|128.72|0.0|5.0|30.0|-6.55|395.46|0.0|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|1.08e-07|-0.04908|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|-1272.00109|0.0002|-0.15559|-0.20467|0.03416928|9.0|8.0458|8.0458
