molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
16_a20|1|0|0|3.485659565|0.0|0|6.842683282|0|1.401259527|0.0|-0.014660441|0.00695144|2|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|10.93301779|-0.062750442|1|0.001157852|-0.117308016|0.7582110409999999|-0.10978034|0.809440795|0.724665638|1|0.915005572|-0.066137353|0.382481746|0.011604018|-51.18223058|55.92018945|-0.029561375|-33.67420774|3.46788153|0.780108103|-1.47806874|-28.6288015|60.02453683|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|2161.751186|-12.79619894|8.166385503999999|0.8673208|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|1.0|3.5|3.13|0.08|-10.52|6.38|5.46|78.25|0.0|121.69|0.0|-6.06|-5.42|0.0|0.0|1.0|4.37|8.68e-07|0.000349|2.17e-06|0.0008699999999999|4.69|0.0|5.9837|3.5704|686.59|347.26|0.3431|207.2|554.41|0.32553|-1275.636924|0.1958|-0.1481299999999999|-0.20722|0.03385502|6.5609|26.0|7585.0
17c_a50|0|1|1|0.0|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|0.024219848|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|0.01130519|10.94500663|-0.120904775|2|0.012222674|-0.373205592|0.762883243|-0.212611846|0.816442883|0.728169863|1|0.89719894|-0.051905615|0.446454378|0.021675174|-50.69922125|70.72462009999998|-0.021745577|-34.87982686|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|-14.96042594|50.6217864|0.49503436|617.2509739|-912.5859825|2014.72331|-10.29240792|8.310163601000001|0.98033276|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|-6.79|3.59|3.53|61.0|0.0|134.28|1.0|-3.8|-6.96|0.0|1.0|0.0|3.1|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|4.2397|4.0432|746.5|306.65|0.1814|292.44|596.23|0.63122|-1410.838844|0.1801|-0.16697|-0.19818|0.02957871|8.5146|69.0|7.1612
20_a31|1|1|1|3.3852303|0.0|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.057200812|0|0.03995614|-0.013040402|2.114008068|-0.476400874|-0.003484915|10.31100269|-0.078213611|3|-0.001662219|-0.1534110109999999|0.788133615|-0.131662689|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|0.246878555|0.019334605|-69.0542431|128.1960117|-0.033537774|-43.27297051|75.10345696|0.710707042|-1.542737604|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|498.4558574|-966.7594033|1758.762093|-13.1700345|8.289864307|0.86775525|557.1050635|12.29746712|1.0|1.0|1.0|1.0|2.0|3.46|2.74|0.26|-7.65|6.49|4.38|140.04|0.0|110.47|1.0|-5.91|-6.39|1.0|0.0|1.0|3.6|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|3.5381|3.5381|666.67|350.43|0.2011|350.43|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|0.0336943|4.9218|8.0|8.0862
8f_a12|0|1|1|0.0|0.0|0|6.580639137|1|0.609895166|0.0|0.110310585|-0.062406088|2|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|10.31134658|-0.024023866|1|-0.00094279|-0.125424286|0.902669729|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|0.285353468|0.013287637|-56.220383|73.97552223|-0.03822396|-31.9483307|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|0.460344828|494.2940092|-955.746511|1448.568734|-12.34367323|7.016225129|0.853035146|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|4.09|3.26|0.1|-8.42|4.99|3.41|78.41|0.0|115.66|1.0|-5.7|-5.47|0.0|1.0|1.0|3.82|1.99e-06|0.000735|5.72e-06|0.00211|4.34|0.0|4.1744|3.6536|606.97|339.35|312.0|297.01|441.97|0.59107|-1480.955408|0.2466|-0.15061|-0.2124|0.03056355|1.4701|646.0|6.1898
13_a12|0|0|0|0.0|0.0|0|0.0|0|1.508548782|0.0|0.202052156|-0.0619247109999999|2|0.037948718|-0.21832579|0.0|-0.272508888|0.000830398|10.96083169|0.021322992|0|0.002279068|-0.281096572|0.845823047|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|0.122164874|0.008188151|-45.33566159|48.98899535|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|441.2142447|-634.6992622|664.9830294|-8.408963103|6.06407675|0.874625469|327.9594923|3.656774794|1.0|0.0|0.0|1.0|1.0|2.7|2.64|0.12|-7.14|3.63|3.9|50.7|0.0|84.74|1.0|-4.26|-5.49|0.0|1.0|1.0|3.22|5.520000000000001e-05|0.0152|6.3e-05|0.0174|3.51|0.0|4.5363|3.9329|532.86|315.25|0.6528|273.31|437.91|0.6622399999999999|-876.209109|0.0155|-0.16458|-0.20903|0.0290811829999999|1.5686|93.0|7.0315
4e_a46|0|0|0|0.0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.001404912|10.31928077|-0.05803828|1|0.002688298|-0.049530834|0.738134189|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|0.68427144|0.010671173|-64.33855433|186.9007941|-0.030951758|-48.825259|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|571.9794684|-1479.78675|3129.575458|-17.82509456|7.906917146|0.905854609|942.2127953|9.533193534|1.0|0.0|1.0|1.0|2.0|4.5|2.68|0.27|-8.81|3.05|5.93|124.17|0.0|137.28|1.0|-6.08|-6.6|1.0|0.0|0.0|3.5|8.29e-07|0.000405|3.92e-06|0.00191|3.78|0.0|4.2446|4.1773|757.1|296.81|0.4814|292.1|655.69|0.5745600000000001|-1884.255802|0.3109|-0.17112|-0.21005|0.04805633|3.2466|154.0|6.8125
1j_a5|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|0.0|-0.2031633169999999|-0.010620031|2|0.025987654|-0.115553003|0.0|-0.175183967|0.00683534|10.9487794|-0.032333695|1|0.006957291|-0.0178558139999999|0.74740095|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.073803258|0.35883584|0.019690225|-40.01980349|82.09385267|-0.027258236|-21.49609451|1.471030887|0.616489567|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|455.0425806|-600.2970524|847.5275797|-7.86442482|7.328149934|0.883543443|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|2.76|2.66|0.05|-8.14|4.5|4.21|63.69|0.0|96.98|1.0|-4.03|-6.15|0.0|1.0|1.0|3.19|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|4.4331|4.1205|572.47|300.89|0.5115|279.68|445.81|0.66182|-1065.671975|0.1644|-0.16813|-0.20645|0.03246499|3.0364|24.0|7.6198
10_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|10.31162304|0.043342516|1|-0.005959152|-0.0947326669999999|0.8947911009999999|0.078405316|0.8136572320000001|0.834020779|1|0.747406318|-0.1007256719999999|0.518341632|0.014615264|-45.8148076|116.9745968|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|346.1193167|-549.7776912|1361.86525|-7.715112198|5.031169383|0.701266803|311.6695405|10.86908195|0.0|0.0|1.0|1.0|1.0|3.02|1.78|0.0|-6.51|3.79|3.41|105.82|0.0|88.28|1.0|-4.3|-6.44|0.0|0.0|1.0|2.52|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|5375.0|3.4217|498.67|362.35|0.2124|230.67|323.26|0.41894|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|9.3381|7943.0|5.1
11e_a5|1|0|0|2.971327032|0.0|0|7.139660336|1|1.338814635|0.0|-0.2114441819999999|0.038643235|2|0.020943152|-0.07965|0.0|-0.192538515|0.008268901|10.9487795|-0.010236262|1|0.008721244|-0.147721258|0.77509232|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|0.372098505|0.0120552589999999|-52.34653881|81.64179149|-0.0282210629999999|-34.67724171|0.0|0.72163516|-1.580379517|-27.58835281|63.5644542|-18.69519243|49.63167715|0.483563144|580.8135016|-1046.930776|960.0428704|-12.38472918|9.387474824|0.936345148|735.3048881|11.21791539|0.0|1.0|1.0|1.0|1.0|3.22|3.43|0.24|-8.95|5.03|4.29|66.93|0.0|125.71|1.0|-4.65|-6.28|0.0|1.0|0.0|3.63|2.23e-05|0.00919|1.9e-05|0.00782|3.56|0.0|4.4179|4.1036|717.76|302.14|0.5347|280.64|571.06|0.66478|-1316.239803|0.2125|-0.16751|-0.20559|0.03460011|2.8694|0.04|7.3979
8k_a46|0|0|0|0.0|0.1337610719999999|1|7.727094485|1|0.300205953|2.105349622|0.1436554669999999|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.397337564|-0.002099764|10.31928125|-0.038125|1|0.002202734|-0.050069565|0.73768327|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.95565276|187.86239430000003|-0.033099828|-44.45419269|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|0.4938768979999999|529.6539372999999|-1424.980013|2328.360804|-17.04077386|8.070811215|0.975803904|865.6610153999999|8.080799245|1.0|1.0|1.0|1.0|2.0|3.94|2.82|0.24|-8.66|2.94|5.37|124.17|0.0|132.47|1.0|-5.74|-6.75|0.0|0.0|0.0|3.29|1.82e-06|0.000866|7.47e-06|0.00355|3.45|0.0|5.0379|4.1034|742.04|302.15|0.1354|246.1|642.39|0.41618|-1844.970617|0.1166|-0.16967|-0.20954|0.04718819|3.8107|147.0|6.8327
14b_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.420015222|1.616664856|-0.091382738|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|10.93106299|0.0009956189999999|1|0.004892038|-0.074541111|0.6524261960000001|0.001715854|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|0.329662946|0.016003559|-58.29440389|97.23019209|-0.032728922|-40.37825712|57.85340824|0.772789587|-1.767361771|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|595.4307570000001|-1224.182482|2118.281186|-15.70265555|8.690235527|0.963240883|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|3.51|3.21|0.07|-9.65|4.48|4.79|96.49|0.0|130.97|1.0|-5.6|-6.26|0.0|0.0|1.0|3.63|2.49e-06|0.0011099999999999|5.86e-06|0.00261|3.88|0.0|5.4239|4069.0|716.14|304.7|0.3614|228.59|603.27|0.34735|-1444.266358|0.0006|-0.16309|-0.22149|0.03876374|3.2784|22.0|7.6576
12a_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.02919335|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|0.005050384|10.31162903|-0.094932667|1|0.005458948|-0.094526372|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|0.337975309|0.016292604|-60.22802588|101.5505506|-0.037665934|-37.34272719|0.0|0.805190202|-1.845630786|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|518.4718832|-1144.332492|2256.680391|-14.47983299|7.362386058999999|0.88607758|620.9195447000001|9.228758655|1.0|1.0|1.0|0.0|1.0|4.65|0.0|0.14|-6.64|3.84|2.62|81.65|0.0|127.28|1.0|-5.28|-5.98|0.0|0.0|0.0|2.63|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|5045.0|3.4885|668.81|355.41|0.1866|245.76|507.17|0.35338|-1575.538241|0.1511|-0.1481|-0.19994|0.03289568|4.7368|11.0|7.9469
47c_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251176227|0.0|0.02368001|-0.048726885|0|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|10.94702285|0.028947131|0|0.002674691|-0.320309303|0.784328127|0.050944273|0.7912974190000001|0.7601847759999999|0|0.8128616409999999|-0.0715759629999999|0.246894346|0.015864085|-75.57063623|150.4485025|-0.0321917939999999|-60.75445536|103.416376|0.7489981509999999|-2.350000928|-46.26124419|88.76073429|-25.88035487|70.29678191|0.489290189|653.4941186000001|-1889.265906|2027.892739|-20.80632033|9.566965871|0.958059115|1167.054827|13.19009806|1.0|0.0|1.0|1.0|3.0|4.61|0.0|0.3|-9.18|2.84|2.87|97.76|2.0|154.77|1.0|-5.73|-6.61|0.0|0.0|0.0|2.42|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|3.1096|3.1096|850.89|398.71|0.5869|398.71|790.07|0.6983199999999999|-1664.201034|0.5869|-0.12841|-0.17331|0.03115159|3.8573|3.0|8.5229
12p_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.038440292|-0.031328052|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|10.31162861|-0.128484994|1|0.005965451|-0.09353607|0.8414737059999999|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|0.843381594|-0.074356395|0.371591982|0.015107947|-60.65858419|100.1386407|-0.0364888379999999|-38.78387161|0.0|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|0.469983155|539.2411292|-1213.171684|2326.5244390000003|-14.91687369|7.392482526|0.886732486|686.039456|8.3245726|1.0|1.0|1.0|0.0|1.0|4.76|0.0|0.17|-7.01|4.35|2.93|81.65|0.0|132.24|1.0|-5.66|-5.81|0.0|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|5.1922|3.4955|685.08|354.69|0.1768|238.79|526.91|0.33929|-1614.830085|0.1527|-0.14823|-0.19992|0.03198743|4.6103|17.0|7.7721
13_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.399843898|2.050136054|-0.210975191|-0.019846488|1|0.044357639|-0.059300584|0.0|-0.04158572|0.012994083|10.94205723|-0.0963182119999999|1|0.012019888|-0.025714912|0.645708528|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|0.229685203|0.008746805|-33.41617993|14.67530603|-0.0279998139999999|-16.36114989|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|28.77218157|0.4289448289999999|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|0.751144285|373.9073307|3.704655033|1.0|0.0|1.0|0.0|0.0|3.39|2.87|0.16|-6.2|4.18|4.15|30.71|0.0|90.06|1.0|-4.09|-5.39|0.0|1.0|1.0|3.57|8.18e-05|0.0235|3.77e-05|0.0108|3.75|0.0|4.4811|4.1733|536.09|297.09|0.2133|276.68|429.36|0.53815|-898.2009630000001|0.1282|-0.17204|-0.20372|0.018124154|3.7228|4.0|5.3979
17a_a50|0|1|1|0.0|0.0|2|7.934155233999999|1|1.349854788|4.319202937|-0.186084687|0.009691515|1|0.034142512|-0.109740063|2.189373662|-0.133526134|0.012510153|10.94500663|-0.131632653|2|0.012893333|-0.3891730779999999|0.762224122|-0.215448852|0.828062407|0.732114362|1|0.92300665|-0.045404408|0.4062532579999999|0.013784807|-51.14229199|50.14419437|-0.0280449529999999|-33.3079288|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|58.69900789|-18.26510428|38.54872522|0.486855438|601.1353533|-1022.84584|1799.721631|-11.89568886|8.087984548|0.948768582|719.3470265|7.556715901|1.0|1.0|1.0|1.0|0.0|3.95|3.29|0.29|-6.76|3.39|4.14|51.77|0.0|121.78|1.0|-3.99|-6.44|0.0|1.0|0.0|3.27|0.000102|0.0408|3.61e-05|0.0144|3.23|0.0|4.2478|4.0477|705.96|306.31|0.1817|291.88|616.93|0.6244|-1258.260865|0.1754|-0.16724|-0.1992|0.02594911|8.2991|85.0|7.0706
14b_a50|0|1|1|0.0|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.092558007|0.0228205129999999|2|0.030219907|-0.068176984|2.115127752|-0.255822608|0.010215823|10.94501788|-0.041169251|2|0.011249462|-0.280243276|0.74726683|-0.076752616|0.831689551|0.71456262|1|0.904076348|-0.050362464|0.7031402240000001|0.022423099|-50.27694576|62.89861413|-0.025558317|-32.9673668|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|592.81677|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|0.8030515570000001|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|4.64|3.64|0.35|-6.86|3.72|4.81|66.99|0.0|128.39|1.0|-4.6|-6.5|0.0|1.0|0.0|3.6|2.51e-05|0.0111|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|5.2834|4.0775|718.64|304.07|0.1637|234.67|533.25|0.55594|-1430.72987|0.1373|-0.16874|-0.1936|0.03081037|6.7927|6.58|5.1818
9d_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.604992329|1.839557351|0.007834411|-0.022152094|0|0.045555556|0.153818743|0.89023715|-0.146575228|0.011823978|10.3119722|-0.137738587|2|0.010101686|0.019621984|0.601831605|-0.223631751|0.8221990920000001|0.55759121|1|0.941627612|-0.060319196|0.002088915|0.010749826|-36.92750973|30.08152399|-0.031613312|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|41.42218692|-16.29154841|36.6245851|0.467275972|485.2567189|-553.912646|336.6614768|-8.395657932|8.023385851|0.87714454|346.9019309|4.49467719|1.0|1.0|0.0|0.0|0.0|3.25|3.63|0.06|-7.0|5.2|5.09|58.43|0.0|91.71|1.0|-6.13|-4.62|0.0|1.0|1.0|4.63|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|4.6073|3.3464|542.19|370.51|0.4888|269.1|446.84|0.4557199999999999|-1677.429981|0.4025|-0.13875|-0.20781|0.01113991|7.9502|107.0|6.9706
8e_a46|0|0|0|0.0|0.252655541|1|7.727094485|1|1.160371308|2.161814059|-0.205882192|0.000950213|2|0.043238095|-0.126773923|0.0|-0.046696417|0.012911107|10.96411233|-0.016857659|1|0.0123581919999999|-0.135984209|0.669602597|-0.024620704|0.837678812|0.668786636|0|0.921352352|-0.053352779|0.281227001|0.009576086|-33.59778824|40.04689925|-0.023017086|-17.10778729|53.05984592|0.7492419109999999|-0.989734694|-13.83322216|39.62167507|-11.72015869|32.04299109|0.444693313|469.146955|-503.9668235|1415.320228|-5.967832774|5.504080656|0.8008066970000001|426.71841|6.023886838999999|0.0|0.0|1.0|1.0|0.0|3.21|2.93|0.32|-6.67|4.09|3.9|43.6|0.0|91.93|1.0|-3.59|-6.02|0.0|1.0|1.0|3.21|0.0002569999999999|0.0782|9.15e-05|0.0279|3.01|0.0|4.5092|4.5092|552.99|274.96|0.2162|274.96|457.96|0.6967|-954.743261|0.2162|-0.18835|-0.2201|0.024010215|3.7755|406.0|6.3915
8b_a12|0|0|0|0.0|0.0|0|0.0|1|1.283836078|0.0|0.190292199|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|10.95438057|-0.1090955359999999|0|-0.007926474|0.006468729|0.89481633|-0.183648492|0.792160599|0.856390139|0|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-67.44287685|149.9096134|-0.045608374|-39.02494133|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|428.7273481000001|-1213.971783|1437.536303|-15.27062922|6.373278096|0.926552694|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|4.11|2.57|0.1|-7.45|3.11|1.9|80.37|0.0|110.58|1.0|-4.1|-6.51|0.0|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|0.0346|2.76|0.0|4.2263|3.7446|611.93|331.1|0.3179|293.37|460.08|0.53425|-1159.188228|127.0|-0.15294|-0.21184|0.03936706|6.1286|263.0|6.58
5b_a40|0|0|0|0.0|0.0|1|8.149890544|1|0.604912077|1.616656116|-0.067567502|0.064329005|0|0.044946237|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|10.31198309|0.020344828|2|0.006372485|0.013573521|0.537115914|0.029485257|0.88618123|0.503365018|1|0.881264402|-0.077031845|0.313503463|0.019116586|-45.78637031|59.56617021|-0.036507111|-22.96968039|49.25022097|0.829018186|-1.095213344|-19.38687321|52.08187888|-18.31454812|48.2348504|0.477304896|442.1045286|-549.4364437|764.9528181|-9.187872156|6.521443259|0.913161214|285.9136384|6.2955085660000005|1.0|1.0|0.0|0.0|0.0|3.13|2.82|0.21|-5.25|4.93|4.39|75.5|1.0|84.17|2.0|-5.43|-5.42|0.0|0.0|1.0|3.83|3.69e-06|0.00125|1.44e-05|0.00488|4.14|0.0|3.9759|3.9759|515.23|311.84|0.3005|311.84|411.1|0.59928|-2096.707754|0.3005|-0.15999|-0.23068|0.01471235|9.3069|64.0|7.1938
13h_a6|1|0|0|3.464247528|0.0|0|6.842683282|0|1.424099498|0.0|-0.094781725|0.004767264|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|10.95053423|-0.090944829|1|-0.000644109|-0.215607882|0.836982172|-0.164411111|0.8391892870000001|0.789769968|1|0.867910741|-0.074151997|0.300800177|0.017441348|-64.32173453|92.37313621|-0.032362302|-44.98170701|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|0.461667017|606.9504647000001|-1222.112956|2829.19698|-15.82689691|9.11292243|0.8575863490000001|744.1359788|12.4656221|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.12|-10.57|5.41|4.79|103.17|0.0|128.63|0.0|-5.56|-6.31|0.0|0.0|1.0|3.61|2.77e-06|0.0012|8.8e-06|0.0038|3.7|0.0|4.8701|3392.0|738.61|365.52|1.0978|254.58|591.53|0.50716|-1386.302668|0.2121|-0.14097|-0.2153199999999999|0.04469058|10.0322|47.0|7.3279
6a_a40|0|0|0|0.0|0.0|1|8.421342866|2|0.604893625|1.78213955|0.117890918|-0.077397672|0|0.035707071|-0.146542353|0.775942224|-0.68730803|-0.001347823|10.30179985|-0.230955427|2|-0.001171195|-0.040435852|0.682273668|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|0.360858579|0.016399125|-73.33687786|166.2999483|-0.049149867|-45.80643937|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|0.41480944|458.303126|-1320.063801|2536.88262|-19.17478857|6.945713476|0.708845065|557.4018948|8.040268001|1.0|1.0|0.0|1.0|1.0|3.99|3.01|0.21|-4.05|4.38|3.07|173.43|2.0|120.14|2.0|-7.11|-6.32|1.0|0.0|1.0|3.17|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|1.0|2.9836|2.9836|649.48|415.55|0.4015|415.55|497.78|0.6782699999999999|-2371.3827|0.4015|-0.11995|-0.21255|0.01952089|9.3893|0.04|7.3979
3b_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.055724324|2|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|10.92976559|0.00361222|1|0.001356445|0.000850823|0.7745859279999999|0.006213385|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|0.482434361|0.013576151|-51.77986692|153.4719941|-0.0276739079999999|-31.67356498|81.60358988|0.656865946|-1.439043207|-33.06194987|64.91785551|-16.92803342|62.35407961|0.477583842|458.224537|-880.2577376|1796.6760370000002|-10.35481932|7.236413572000001|0.914182753|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|-7.58|3.16|3.2|98.72|0.0|116.94|1.0|-3.53|-7.42|0.0|0.0|1.0|2.38|0.000293|0.1169999999999999|0.000256|102.0|1.84|0.0|4.6669|3.8418|664.15|322.72|0.1978|265.67|480.08|0.5798|-1293.048179|0.0759|-0.1587|-0.21985|0.0368692|3.1637|25.0|7.6021
8d_a8|1|0|0|3.190160226|0.0|1|7.05012252|0|1.395657339|1.41693287|-0.12349902|-0.155313194|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|10.94649761|-0.117111249|1|-0.001038264|0.025642021|0.76211539|-0.179357354|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|0.377028311|0.028038295|-67.26951954|200.0182229|-0.03820405|-43.86958028|92.49576602|0.675359878|-2.063018716|-45.62337399|86.29065071|-24.91463687|88.24385833|0.483207744|452.1282556|-1345.390391|2093.380666|-16.2479927|7.507839835|0.935013517|682.0472537|19.02113117|0.0|1.0|1.0|1.0|2.0|3.61|2.92|0.12|-7.62|3.93|3.32|112.23|0.0|121.1|1.0|-4.91|-6.87|0.0|0.0|0.0|3.0|1.24e-05|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|4.6765|3.2963|690.78|376.13|0.3|265.12|572.21|0.62361|-1447.2928029999998|0.1879|-0.13754|-0.19757|0.03604461|7.5674|18.61|4.7303
