molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|PPSA1|WNSA2|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|10.94612798|0.117232935|1|-0.031578333|-0.016862096|-0.199315317|0.507307223|0.77505994|0.158051825|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|5.933038407000001|12.12963775|0.148961754|-0.03015272|-14.69670456|2.697931638|85.72299913|-13.60128622|-13.71135194|35.84371234|1911.448021|386.9927769|-452.4746139|-6.23496557|105.2894945|-205.7538638|-244.1511936|588.8091192|0.0|0.0|1.0|0.0|-5.71|3.59|30.71|2.82|80.09|2.0|2.0|-3.4|3.0|-5.8|0.0|1.0|3.2|-3.97|0.11|0.0295|0.0|0.0|1.95e-06|-0.03639|4.5233|3.22|4.2312|-918.9304744|475.32|293.02|0.1864|274.1|353.16|0.53298|0.55975|-918.851356|-918.896242|3.3312|1.32|5.8794|5.8794
13c_a5|0.0|0|0|2.944180713|0|6.605297921|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|0.024822695|-0.010689086|0.0|-0.284610951|10.94530327|-0.018055556|1|-0.017427549|-0.092592608|-0.324868153|0.705487111|0.770478689|0.003545487|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|-50.97293525|15.25960958|158.67712230000004|0.19980328|-0.025039414|-33.29709668|10.06137448|51.93687546|-33.60884086|-16.50965711|66.23254483|2793.480751|527.6071331999999|-858.5021696|-10.8855893|295.8302846|-566.0506435|-67.68621352|1557.152554|1.0|1.0|1.0|1.0|-8.09|4.23|84.0|1.16|120.88|1.0|5.0|-3.55|5.0|-7.28|0.0|1.0|2.68|-3.96|0.1169999999999999|0.0446|0.0|0.0|8.170000000000001e-09|-0.05615|4706.0|3.99|4.2145|-1351.2369640000002|676.53|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|-1351.067237|2.9732|123.0|6.9101|6.9101
12u_a36|0.0|0|0|3.508898495|0|7.412764017000001|2|2|1.270259304|0.0|-0.054501792|-0.006461999|0.042560386|0.033763276|0.0|-0.407105926|10.95266014|-0.010669561|1|0.055588998|-0.099596099|-0.438988314|0.901715152|0.8101678720000001|0.080270195|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|-50.53295452|12.27663887|86.1184622|0.157772171|-0.03452119|-46.98143813|8.544435884|5.944854912|-35.17050511|-24.02645378|62.80959338|2831.106839|586.1833819|-1417.5607730000002|-16.72220679|153.5444314|-986.6102007|-388.9026034|1818.813889|0.0|1.0|1.0|1.0|-7.38|3.85|69.2|2.66|138.33|1.0|6.0|-4.95|4.0|-6.19|0.0|1.0|2.66|-4.86|0.0047799999999999|0.00589|0.0|0.0|4.2e-08|-53.0|3.8847|4.21|3675.0|-1350.865506|739.12|337.37|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|-1350.638138|7.8877|16.0|7.7959|7.7959
4d_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343847746|2.097463308|-0.06085453|-0.006135653|0.036555556|-0.090862681|1.76904838|-0.343596561|10.92777282|0.013451218|1|-0.151004418|0.000511959|-0.417231241|0.7745859279999999|0.783870915|-0.008564167|1|0.752634646|-0.089942837|-0.085966608|0.410804214|-55.40321178|8.392883773|85.21839288|0.2473653539999999|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|-34.12740785|-17.31186002|63.79609555|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|212.6814716|-554.5177292999999|-190.6195379|1374.947536|1.0|1.0|1.0|1.0|-7.58|3.16|98.72|1.25|115.63|1.0|6.0|-3.13|5.0|-7.7|0.0|1.0|2.27|-3.35|296.0|0.18|0.0|0.0|2.64e-08|-0.06309|5.7447|2.99|3.8047|-1293.29417|668.09|325.87|0.2549|215.82|495.7|0.40593|0.6782100000000001|-1293.049085|-1293.107454|5.5765|18.0|7.7447|7.7447
9h_a24|0.0|0|0|2.916716427|1|7.153833802|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|0.023854167|0.078066659|0.0|-0.105982525|10.96661419|-0.002471577|2|0.144624936|-0.02551563|-0.207206943|0.687815726|0.78742035|0.183289617|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|-28.52000725|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|1.773520599|-13.48059881|-12.42226332|37.24443236|2062.34011|417.7355164|-422.3569529|-5.871651668999999|202.1279819|-199.6361567|-68.41568372|737.9073405|0.0|0.0|1.0|1.0|-6.05|2.42|72.28|1.07|82.17|1.0|3.0|-2.83|4.0|-6.85|0.0|1.0|1.97|-3.24|423.0|166.0|0.0|0.0|8.95e-07|-0.0435399999999999|5.1739|1.16|4.3437|-945.2337612|506.68|285.43|0.3844|239.63|363.48|0.54606|0.61928|-945.153352|-945.200628|7.7741|77.0|7.1135|7.1135
14m_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|0.0431917209999999|0.028217372|0.665608656|-0.482182526|10.3132176|-0.050626415|2|0.0879380709999999|-0.07256543|-0.527662006|0.560094237|0.798384929|0.0266555739999999|1|0.9258118|-0.072795329|-0.089285878|0.268552591|-50.63012925|12.51396625|47.23604193|0.0741882|-0.039285786|-43.19105542|8.703631619|0.0|-35.21393496|-27.32379205|63.1440955|3255.247038|643.9145427|-1366.189602|-19.00406438|142.0002583|-950.2032192|-411.5129154|1716.6767920000002|0.0|1.0|1.0|1.0|-8.23|4.42|105.02|3.82|125.29|1.0|6.0|-6.38|7.0|-6.06|1.0|0.0|4.41|-5.79|0.000198|0.000773|0.0|0.0|5.94e-09|-0.08347|3.6774|4.2|3.6774|-1966.945041|707.56|337.15|0.3335|337.15|572.31|0.65552|0.65552|-1966.721362|-1966.785519|8.5477|3.0|8.5171|8.5171
21b_a23|0.0|1|1|0.0|2|7.525639975|0|0|1.197963051|3.351726269|0.094654108|-0.005936474|0.042455556|0.057405955|0.745297595|-0.326506055|10.31321725|-0.0490623259999999|2|0.107996329|-0.069382957|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|1|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|-41.81114831|10.15224639|41.6766724|0.0692712809999999|-0.034219814|-40.84133198|7.117014296|86.65837165|-29.31080756|-23.98906534|51.9633947|3074.083057|652.4673795|-1223.442332|-16.81701905|131.5587155|-857.6679716|-437.9110924|1506.081551|0.0|1.0|1.0|1.0|-7.84|3.92|128.81|2.6|129.97|1.0|5.0|-6.1|5.0|-6.42|0.0|0.0|3.57|-5.22|0.000361|0.00273|0.0|0.0|1.43e-08|-0.08401|4.0023|3.57|3.6237|-1761.4722969999998|735.65|342.15|0.2607|309.79|611.6|0.57848|0.70139|-1761.230923|-1761.294175|13.2567|85.0|7.0691|7.0691
12bc_a36|0.0|0|0|3.43846811|0|7.412764017000001|2|2|1.284647662|0.0|-0.058020733|-0.007661816|0.04625323|0.068351685|0.0|-0.413738077|10.95883416|-0.027636036|1|0.115647623|-0.101451485|-0.442519304|0.884841888|0.836170906|0.006621918|0|0.834305498|-0.077192869|-0.107107992|0.326764696|-51.87437401|12.2593899|83.35308244|0.165694502|-0.038558877|-48.36968394|8.238431664|0.0|-34.8600941|-25.91194805|64.13376391|2927.476132|560.6615736|-1295.597402|-17.41308622|153.57572439999998|-870.6543108999999|-364.8584744|1679.392125|0.0|1.0|1.0|0.0|-7.76|3.99|69.2|2.99|133.77|1.0|5.0|-5.08|4.0|-6.26|0.0|1.0|2.82|-5.18|0.00372|0.00295|0.0|0.0|1.74e-08|-0.05828|5.2189|4.42|3.8696|-2152.100551|705.12|320.4|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|-2151.971485|9.2445|8.0|8.0969|8.0969
37_a18|0.0|0|0|0.0|0|7.03438793|2|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|0.036746032|-0.018268775|0.0|-0.385273662|10.94702064|-0.011713125|0|-0.0276034839999999|-0.1483628609999999|-0.44541772|0.7100921609999999|0.725028151|0.020848396|0|0.831783747|-0.068500679|-0.074857954|0.385121249|-50.09028298|6.653112344|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|-36.62790634|-20.92960342|56.74339533|3055.795406|608.2316837999999|-1423.213033|-15.30451633|171.9311063|-1040.70711|-387.3755475|1860.709332|1.0|0.0|1.0|1.0|-8.82|3.68|76.5|3.33|151.14|1.0|7.0|-5.68|3.0|-6.14|0.0|0.0|2.93|-5.47|0.000999|0.00161|0.0|0.0|1.51e-09|-0.04925|3.2127|8.11|3.2127|-1532.974371|794.5|385.91|499.0|385.91|673.45|0.69305|0.69305|-1532.553949|-1532.622404|3.0375|35.0|7.4559|7.4559
16i_a32|0.0|1|1|3.352437091|0|7.765993078999999|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|0.0439583329999999|-0.056414399|2.078707411|-0.7748511779999999|10.31100265|0.006037736|3|-0.098841478|-0.120440534|-0.700853898|0.801401734|0.836966894|0.134577711|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|0.198505292|-0.036726892|-49.02383532|9.540239197|32.3175507|-36.62130242|-24.00328703|70.6307405|2770.767996|523.8261846|-1200.164351|-15.6876273|183.6742715|-784.3813651|-286.2130831|1669.296604|0.0|1.0|1.0|1.0|-7.4|6.25|149.27|1.34|116.75|1.0|8.0|-7.03|5.0|-5.93|1.0|0.0|3.96|-5.09|3.96e-05|0.0035|0.0|0.0|4.01e-08|-0.05044|3.6176|4.99|3.6176|-1995.279632|692.96|342.72|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|-1995.11813|4.0568|6.0|8.2596|8.2596
17a_a25|0.0|0|0|0.0|1|6.842683282|0|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|0.043274232|-0.017081614|2.008884939|-0.248224991|10.93106298|0.006360768|1|-0.02776212|-0.047099434|-0.362222339|0.6741827509999999|0.748718056|0.168247187|1|0.874586929|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|0.125413071|-0.0297670279999999|-40.379488|6.442637379|80.30332825|-31.71656603|-21.2306737|53.50212109|2907.309477|623.7797651000001|-1188.917727|-15.142307999999998|174.0415044|-847.969248|-365.1448527|1572.683056|1.0|1.0|1.0|1.0|-9.98|4.83|72.7|2.67|131.06|1.0|7.0|-5.12|4.0|-6.18|0.0|1.0|4.04|-5.13|0.00325|0.00323|0.0|0.0|1.05e-10|-0.05255|5.2683|6.04|3.9347|-1391.588873|747.06|315.11|0.4076|235.34|598.67|0.35172|0.6722|-1391.321455|-1391.385492|5.1401|25.0|7.6021|7.6021
9h_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|0.039444444|0.157606277|0.814591837|-0.343593366|10.31197223|-185.0|2|0.270048551|0.048470175|-0.503000695|0.778613709|0.740778143|-0.160855189|1|0.864310149|-0.09201708|-0.095803029|0.219852623|-46.04148264|6.199629554|132.6583116|0.135689851|-0.041058441|-23.98506758|3.102034287|0.0|-23.03722449|-20.54391962|52.2411122|2073.354193|432.46450360000006|-719.0371868|-10.27931468|68.10626265|-359.7760137|-364.1454816|832.3298135|1.0|1.0|0.0|1.0|-6.51|4.59|67.66|3.22|93.19|1.0|3.0|-5.65|3.0|-5.06|0.0|1.0|4.06|-5.12|0.000716|0.00244|0.0|0.0|3.09e-07|-0.05991|4.2372|3.9|3.3675|-1293.151333|526.38|368.18|0.3851|292.61|410.18|0.64952|0.69809|-1293.033723|-1293.083512|2841.0|3.98|5.4001|5.4001
12g_a31|0.0|0|0|3.42813681|0|7.765993078999999|1|1|0.6101363000000001|0.0|0.0716209459999999|-0.01500347|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|10.31169877|-0.082116813|2|0.074878295|-0.0497478109999999|-0.57758443|0.837044054|0.819234772|-0.076150332|0|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|19.01411466|152.7424573|0.41728907|-0.039059048|-49.45404266|11.67699967|548.1594997999999|-48.43898314|-23.98704875|97.88920296|2514.363249|357.8560168|-1127.391291|-14.73099143|191.2078009|-692.3565973|-231.70711040000003|1637.106139|1.0|1.0|1.0|1.0|-6.45|5.19|131.36|0.86|103.26|1.0|7.0|-4.92|5.0|-6.86|0.0|1.0|2.9|-3.79|0.00457|0.0627|0.0|0.0|3.55e-07|-0.03324|3.8349|4.17|3.8349|-1578.800869|664.44|323.3|265.0|323.3|542.78|0.70068|0.70068|-1578.605452|-1578.66792|2.4038|0.11|6.9586|6.9586
13_a12|0.0|0|0|0.0|0|0.0|0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|0.037948718|-0.21832579|0.0|-0.272508888|10.96083169|0.021322992|0|-0.362308767|-0.169387652|-0.595629719|0.845823047|0.6809340620000001|-0.226526433|0|0.90006391|-0.058167326|-0.092483398|0.122164874|-28.51381164|4.01385817|64.74666684|0.09993609|-0.034993718|-22.2236882|1.96760628|66.2289548|-13.97756285|-17.15403411|32.52766981|1812.788134|441.2142447|-634.6992622|-8.408963103|57.35761558|-311.13163480000003|-375.4880089|718.8050825|1.0|0.0|0.0|1.0|-7.14|3.63|50.7|2.42|84.74|1.0|3.0|-4.26|3.0|-5.49|0.0|1.0|3.22|-4.2|0.0152|0.0174|0.0|0.0|7.26e-08|-0.04445|4.5363|3.83|3.9329|-876.3370809|532.86|315.25|0.6528|273.31|437.91|0.6622399999999999|0.64974|-876.209109|-876.258343|1.5686|93.0|7.0315|7.0315
18d_a25|0.0|0|0|0.0|1|6.842683282|0|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|0.042843137|-0.031867489|2.029297802|-0.180590503|10.31285314|0.016982601|1|-0.055336237|-0.035684977|-0.292727912|0.722349659|0.780221059|-0.03671629|1|0.937813705|-0.061527513|-0.076328248|0.278576218|-46.31109519|8.39885106|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|-34.85786147|-21.166323|54.70994625|3113.122552|705.8822532|-1206.480411|-15.93166285|182.1982146|-908.1047824|-388.2927768|1591.795131|1.0|1.0|1.0|1.0|-10.23|6.33|111.51|2.4|143.37|0.0|7.0|-6.26|4.0|-6.21|1.0|1.0|4.5|-5.54|0.00026|0.0013599999999999|0.0|0.0|5.92e-11|-0.07287|5.6512|4.56|3.6392|-1806.812778|792.79|340.69|0.3986|219.39|664.72|0.41694|0.6823899999999999|-1806.514606|-1806.582751|4.3658|232.0|6.6345|6.6345
3d_a12|0.0|0|0|0.0|0|0.0|1|1|1.28383852|0.0|0.092417272|-0.008186708|0.038787879|-0.166233441|0.0|-0.360215148|10.95472859|-0.058191686|0|-0.282667477|-0.1394967999999999|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|-34.34601551|5.717316796|74.39425719|0.145275317|-0.035063929|-25.2986621|2.9374091630000003|0.0|-17.64609244|-18.01493787|40.06333231|2148.979792|439.1353855|-738.6124526000001|-9.255608086|115.96727140000002|-379.4799315|-281.8395348|953.9302134|1.0|1.0|0.0|1.0|-7.51|3.37|50.17|2.26|100.28|1.0|3.0|-3.52|4.0|-6.22|0.0|1.0|2.67|-3.91|0.0945|0.0385|0.0|0.0|3.08e-08|-0.06842|4.2114|3.1|3.7719|-1006.704001|548.21|328.71|0.3336|294.4|411.35|0.53114|0.6572100000000001|-1006.556654|-1006.606666|3.0037|25.0|7.6021|7.6021
9_a27|0.0|0|0|2.627701427|1|6.842683282|0|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|0.042847222|-0.152086653|1.233610009|-0.331842668|10.93740461|-0.0447599329999999|1|-0.2559122789999999|-0.101933162|-0.541535578|0.677253824|0.8214321609999999|0.017503266|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|-40.3551562|10.10030794|128.27738490000002|0.2011355289999999|-0.033677898|-23.50038785|5.20756849|65.12542467|-20.80651808|-17.36382286|50.45546414|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|108.6440173|-376.0062056|-298.297086|923.9818797|0.0|1.0|0.0|1.0|-7.06|3.85|76.46|2.66|97.46|1.0|3.0|-4.06|4.0|-6.33|0.0|1.0|2.99|-4.08|0.0287|0.0274|0.0|0.0|8.69e-08|-0.0471|5.5421|4.67|4.1673|-1083.118736|549.64|297.52|0.1982|223.71|425.08|0.35593|0.59444|-1082.965434|-1083.017359|4.0436|2.0|8699.0|8699.0
4h_a46|-3.74433321|0|0|0.0|1|7.825245291|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|0.040890805|-0.057256598|0.0|-0.404500343|10.31928028|-0.09922757|1|-0.0932537609999999|-0.030014575|-0.516344924|0.739180305|0.7543177040000001|0.075704004|0|0.767244275|-0.083155747|-0.083997524|0.659584488|-65.24476749|7.900037181|105.2773797|0.232755725|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|-51.19164773|-23.9655397|73.14480467|3472.1185880000003|601.9869510999999|-1581.72562|-18.803584|152.6017078|-1241.036544|-479.405829|1963642.0|0.0|0.0|1.0|1.0|-9.2|3.46|124.17|2.27|142.08|1.0|6.0|-6.53|6.0|-6.38|1.0|0.0|3.82|-5.69|0.000149|0.00104|0.0|1.0|6.38e-10|-0.0389199999999999|4.2444|8.5|4.18|-1923.878801|792.61|296.62|0.5451|292.11|682.14|0.55428|0.54445|-1923.543349|-1923.611784|2.9086|229.0|6.6402|6.6402
12an_a36|0.0|0|0|3.489959714|0|7.412764017000001|2|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|0.042739018|0.0966393909999999|0.0|-0.407702102|10.33556631|-0.031635802|1|0.170355752|-0.07550872|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|0|0.836440154|-0.073519599|-0.105145528|0.270501913|-49.67568778|11.69727417|82.43567331|0.163559846|-0.036995649|-48.0034364|7.903608682000001|0.0|-33.56484523|-24.99720254|61.37296195|2881.978785|565.1654879|-1349.848937|-16.89009799|146.2760938|-912.0652916|-383.1273396|1722.817107|0.0|1.0|1.0|1.0|-7.05|3.33|94.5|2.51|135.47|1.0|6.0|-4.85|4.0|-6.64|0.0|0.0|2.33|-4.51|0.0061|0.0132|0.0|0.0|8.95e-08|-0.05561|5.1771|3.37|3.7872|-1670.417726|718.98|327.38|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|-1670.244686|6.2182|0.04|7.3979|7.3979
12r_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984545|0.0|-0.015167821|-0.007553813|0.043383838|-0.093079817|0.0|-0.400352091|10.31162892|-0.0646674999999999|1|-0.247439715|-0.0546637159999999|-0.44083509|0.609043558|0.83236194|-0.007140234|0|0.72072745|-0.090229387|-0.109990462|0.451652492|-58.32042638|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|7.995393191000001|0.0|-37.69583567|-26.11584816|70.6903535|2976.944611|465.8474777|-1279.67656|-16.88017015|135.6928105|-827.1283373|-374.9717191|1619.709789|0.0|1.0|1.0|0.0|-7.16|4.67|81.65|3.58|127.19|1.0|5.0|-5.49|6.0|-6.06|0.0|0.0|3.21|-5.17|0.00141|0.00291|0.0|0.0|6.900000000000002e-08|-0.05244|5067.0|4.32|3.5111|-1774.2026670000002|679.64|353.12|0.1908|244.69|516.03|0.32409|0.68476|-1774.009422|-1774.070699|6.5511|29.0|7.5317|7.5317
11c_a31|0.0|0|0|3.336985072|0|7.765993078999999|1|1|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|0.037731481|-0.031640011|0.0|-0.847114804|10.31169916|-0.085216451|2|-0.0512371409999999|-0.0992097109999999|-0.572548808|0.825336018|0.839810365|0.013528742|0|0.564143263|-0.138002689|-0.14043574|0.3608415239999999|-80.82023592|20.06220362|264.7428792|0.435856737|-0.042457317|-48.16624372|11.74927853|70.98337779|-47.33176279|-24.864808|100.8824395|2470.585429|330.3862551|-1069.186744|-14.56188764|189.6959033|-626.1611682999999|-206.2506659|1581.428448|0.0|1.0|1.0|1.0|-5.84|5.04|125.57|1.03|97.32|2.0|6.0|-5.11|6.0|-6.56|0.0|1.0|3.04|-3.98|0.00285|39.0|0.0|0.0|1.45e-06|-0.03532|3.8551|4.47|3.8551|-1559.353434|622.22|321.61|0.2627|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|-1559.253116|7.5091|0.13|6.8861|6.8861
33_a20|0.0|0|0|0.0|1|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|10.93244905|-0.062750442|1|0.248715569|-0.036258691|-0.1771816269999999|0.616352201|0.74131936|-0.0854333469999999|1|0.9493896|-0.058927252|-0.069838312|0.399354817|-38.58254635|8.340767701|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|-25.26187502|-17.37608867|46.92331405|2737.8873550000003|621.611679|-868.8044333999999|-11.3769728|157.56124519999997|-568.84864|-339.6262863|1144.132956|0.0|1.0|1.0|1.0|-9.69|5.33|67.39|2.61|121.62|1.0|4.0|-5.6|4.0|-5.58|0.0|1.0|4.28|-5.53|0.000997|0.0012|0.0|0.0|2.04e-10|-0.0582899999999999|5443.0|4.07|3.8867|-1275.823229|689.51|318.99|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|-1275.662457|5.0369|34.0|7.4685|7.4685
27a_a34|-3.727789|0|0|0.0|1|7.412764017000001|1|1|0.300206665|1.963136117|0.0257175079999999|-0.012620846|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|10.319282|-0.008138446|1|-0.13716603|-0.158932197|-0.53047808|0.8186389829999999|0.779284547|-0.07177581|0|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|-74.78290605|18.62986903|176.4623026|0.3990357329999999|-0.043345322|-60.54917431|13.06088842|22.69787432|-52.42823715|-30.38821209|93.41277507|3394.470264|421.319507|-1640.9634529999998|-21.30433911|164.80691819999998|-1150.434312|-371.4586403|2145.269808|1.0|1.0|1.0|1.0|-7.61|2.01|129.74|1.06|122.61|1.0|6.0|-4.96|7.0|-7.29|0.0|0.0|2.44|-4.47|0.00504|0.0159|0.0|0.0|2.44e-08|-0.03924|5.0012|7.38|4.1228|-1861.695683|737.7|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|-1861.534743|13.9023|0.24|6.6198|6.6198
4_a38 (LY-2157299)|0.0|0|0|0.0|1|7.535296702|1|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|0.041252955|-0.0501467259999999|1.721297609|-0.325515636|10.9277672|-0.020954339|1|-0.083399128|0.028964355|-0.463575124|0.702976795|0.8099394329999999|-0.041794304|1|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|4.060137052|71.22674185|-30.23133173|-18.48863993|60.00582329|2501.945802|431.0669496|-868.9660769|-10.56568487|122.2274724|-496.5871888|-327.0140711|1105.390176|1.0|1.0|1.0|1.0|-7.13|3.69|86.69|1.84|108.18|1.0|3.0|-3.85|4.0|-6.86|0.0|1.0|2.81|-3.99|52.0|0.0375|0.0|0.0|7.45e-08|-0.06|4.65|3.95|3.78|-1198.64695|617.61|327.69|0.2|266.68|449.44|0.4|0.68|-1198.442536|-1198.49738|7.6529|69.0|7.1586|7.1586
14a_a5|0.0|0|0|2.948727373|0|6.605297921|1|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|0.027375887|-0.132625457|0.0|-0.316624785|10.9488747|0.024793388|1|-0.213526163|-0.010147323|-0.36152442|0.7333482170000001|0.79661948|0.144729708|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|11.74431806|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|-36.98479273|-18.38089729|66.43577392|2836.468636|534.8590069|-1010.949351|-12.42997952|250.3569601|-683.6488737000001|-175.53051609999997|1605.23357|1.0|1.0|1.0|1.0|-8.84|4.56|92.79|1.37|123.0|1.0|6.0|-4.15|5.0|-7.08|0.0|1.0|3.05|-4.22|0.0304|0.0256|0.0|0.0|1.45e-09|-0.0507699999999999|4.1501|4.3|4.1501|-1390.546425|692.8|298.75|0.5853|298.75|508.64|0.65789|0.65789|-1390.29207|-1390.352729|2.8163|112.0|6.9508|6.9508
15_a15|0.0|0|0|0.0|0|0.0|1|1|1.435688991|0.0|-0.132759299|-0.006378587|0.029814815|-0.063032481|0.0|-0.395472407|10.95980315|0.0020555079999999|0|-0.098862691|-0.173728081|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|-41.11675625|13.71976186|142.8140301|0.102793952|-0.031405332|-40.20430373|9.115534766|4.306196778|-27.31834743|-20.86598874|54.83651811|3027.719888|596.1118717|-1210.227347|-13.86355301|197.6323578|-804.0860746000001|-269.1443943|1722.635223|1.0|1.0|0.0|0.0|-8.9|4.33|59.51|2.52|138.24|1.0|6.0|-6.32|4.0|-5.26|1.0|0.0|4.64|-6.1|0.000214|0.000357|0.0|0.0|1.27e-09|-0.03786|3.6968|5.04|2582.0|-1450.725355|700.82|480.19|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|-1450.462493|2.9566|109.0|6.9626|6.9626
