molecula|SddssS|NaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
15_a31|0.0|1|0|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|-0.018913735|5.733341277|-0.0302581979999999|0.0|-0.011797858|10.31169996|2|-0.007631228|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|-0.131697567|0.287991212|0.038524836|-61.76522754|141.1489667|230.1075793|-0.041588706|0.641533577|-1.58037081|-32.83191294|88.05886218|-22.10688462|82.24348203|0.466164359|1675.977147|11.51842782|0.873235738|190.5463457|-446.5429972|-150.46712390000002|1309.458532|363.593507|18.05372755|0.0|1.0|1.0|1.0|3.31|1.64|0.19|3.0|117.37|0.0|90.47|0.0|2.0|-4.28|24.0|342.37|0.0|2.27|-3.57|0.0931|0.0|0.0|0.000749|-0.04192|4569.0|3.9|-1460.861851|556.68|271.36|348.0|452.98|0.5241899999999999|0.5241899999999999|348.0|-0.15202|-0.19394|0.03843988|-1460.790873|5.9586
4_a38 (LY-2157299)|0.0|0|1|7.535296702|1|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.0501467259999999|1.721297609|0.002865697|10.9277672|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|1|-0.089446059|0.459041332|0.01243241|-52.90108631|260.7739337|140.40206619999998|-0.03235283|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|1686.693134|12.76426621|0.949475478|122.2274724|-496.5871888|-327.0140711|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|3.27|2.6|0.18|3.51|86.69|1.0|108.18|0.0|1.0|-3.85|28.0|369.42|0.0|2.81|-3.99|0.0375|0.0|0.0|2.75e-05|-0.06|4.65|3.95|-1198.64695|617.61|327.69|0.2|449.44|0.4|0.68|0.06|-0.16|-0.22|0.03652312|-1198.49738|7.1586
GW6604_a52|0.0|1|0|6.605297921|0|0|1.427583999|0.0|-0.277102285|-0.002149879|4.59511985|-0.0778992459999999|0.0|0.007746755|10.94914378|1|0.0070554269999999|0.039867344|0.067497086|-0.201462112|2|0.709088617|0.693399445|0.074868979|-0.057466653|0.7550228990000001|0.689009112|0|-0.072069252|0.38374044|0.009021088|-35.51891876|157.2481263|62.55188751|-0.029217264|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|799.8313017999999|11.6571716|0.851121611|130.8549791|-264.17863140000003|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|1.0|0.0|1.0|2.68|1.76|0.0|4.2|54.46|0.0|90.49|0.0|1.0|-3.87|23.0|298.34|1.0|3.08|-4.16|0.0207|0.0|0.0|2.78e-06||||||||||||||||6.9706
4d_a46|0.0|0|1|7.825245291|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.131948546|0.0|0.0116902869999999|10.96333164|1|0.010756749|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|0.764741337|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0|-0.070772596|0.290035518|0.008652238|-30.95621863|8.241078584|35.10521457|-0.024616555|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|0.441136013|2233.65548|10.30138878|0.7893441379999999|102.4310631|-341.3149976|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|0.0|1.0|1.0|3.78|3.5|0.35|5.11|43.6|2.0|101.75|0.0|1.0|-4.93|25.0|352.86|1.0|4.11|-5.11|0.00275|0.0|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|-1453.817782|588.18|280.09|0.1313|503.76|0.69884|0.69884|0.1313|-0.18639|-0.22603|0.02292966|-1453.688943|6.2865
12p_a30|0.0|0|0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|-0.062956958|0.0|0.005613018|10.31162861|1|0.005965451|-0.053644471|-0.09353607|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|-0.094870978|0.371591982|0.015107947|-47.54197452|75.21136863|100.1386407|-0.0364888379999999|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|0.469983155|2326.5244390000003|13.94763694|0.886732486|115.116829|-775.6774321|-409.146112|1479.558007|686.039456|8.3245726|1.0|0.0|1.0|1.0|4.76|0.0|0.17|2.93|81.65|2.0|132.24|0.0|1.0|-5.66|30.0|412.51|0.0|2.91|-5.15|0.00291|0.0|0.0|4.02e-05|-0.05169|5.1922|4.14|-1615.0623480000002|685.08|354.69|0.1768|526.91|0.33929|0.68561|0.1527|-0.14823|-0.19992|0.03198743|-1614.890598|7.7721
12b_a50|0.0|0|2|7.927685046000001|1|1|1.397986833|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.08032584|2.112397566|0.01164808|10.94501743|2|0.011790103|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|1|-0.066155918|0.24516882|0.0214891|-22.92589265|8.07905572|37.24447201|-0.0237482779999999|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|-11.93905701|33.72918462|0.430791247|1446.231761|10.05480253|0.756824707|214.5713436|-234.0844297|-73.59089223|812.3355548|388.171611|13.86849326|1.0|1.0|0.0|1.0|3.31|2.45|0.11|3.42|48.53|0.0|94.69|0.0|2.0|-3.16|24.0|313.36|1.0|2.59|-3.84|45.0|0.0|0.0|0.00101|-0.02974|4.7089|2.47|-1006.641541|539.15|315.44|0.2425|401.64|0.6016199999999999|0.6581|0.0777|-0.16451|-0.19425|0.02307802|-1006.550688|5.3242
8b_a50|0.0|1|1|7.860570786|1|1|1.398299046|2.021915391|-0.115740384|-0.0045301379999999|5.777652323|-0.096039086|1.98971238|0.006841944|10.945024|2|0.007057361|-0.065440141|-0.116174481|-0.332085641|1|0.753629415|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|0.71043578|1|-0.078068703|0.267094693|0.021513107|-34.79187329|131.417573|74.08248511|-0.030360051|0.6717097959999999|-1.092961836|-16.66636363|49.02840043|-14.54338619|45.09730487|0.428882006|1401.458274|9.26652151|0.75095166|157.2609748|-250.8020475|-164.5084115|779.4465792000001|339.5806858|11.63112165|1.0|1.0|0.0|1.0|3.21|1.69|0.06|3.41|59.39|0.0|89.78|0.0|2.0|-3.44|23.0|299.33|1.0|2.51|-3.81|46.0|0.0|0.0|0.000347|-0.02903|4.5256|2.11|-967.3160428|515.81|296.58|0.1717|353.17|0.5533|0.59283|121.0|-0.1724099999999999|-0.20144|0.036701907|-967.258772|7.1675
2_a4|0.0|0|0|6.605297921|1|1|1.189716144|0.0|-0.072708147|-0.00708265|4.59511985|0.08246129|0.0|-0.001386521|10.95268469|0|-0.0016168089999999|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.802438682|0.11821091|0.1355918559999999|0.847373823|0.912872667|0|-0.105102755|0.442778552|0.006330673|-49.45826819|166.102249|108.4760726|-0.0379537729999999|0.843107708|-1.366335816|-20.83662681|48.93681624|-15.98981578|52.12536246|0.3961813179999999|910.3327882|7.800989232999999|0.656126301|66.09827364|-242.5126903|-289.1005902|682.7518749|284.26458360000004|4.657326379|0.0|1.0|0.0|1.0|3.33|0.0|0.27|0.83|45.15|0.0|79.59|0.0|2.0|-2.18|19.0|253.3|1.0|1.24|-2.77|434.0|0.0|0.0|0.00374|-0.01612|5.8961|2.46|-819.8996124|458.73|384.69|0.1315|333.36|0.4682|0.6885600000000001|0.0008|-0.14614|-0.16226|0.033037353|-819.8174190000001|7.5086
14x_a23|0.0|0|2|7.423568444|0|0|1.197963189|3.101221922|0.0944818319999999|-0.0065692219999999|5.351858133|0.05740118|0.6753138120000001|0.003379755|10.31321817|2|0.003906274|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|-0.084244058|0.229141189|0.022095943|-46.97594633|42.44114495|147.90081730000003|-0.034056109|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|2382.851643|14.62325432|0.880126802|184.0971574|-703.0042792|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|1.0|3.42|3.42|0.05|5.14|105.02|2.0|120.2|0.0|1.0|-5.68|32.0|447.46|0.0|4.06|-5.27|0.00242|0.0|0.0|5.23e-06|-0.08216|4.0641|3.97|-1828.371718|675.21|335.63|0.3184|537.48|0.6757|0.62836|0.3057|-0.15259|-0.23475|0.02165405|-1828.228912|8.4949
1f_a5|0.0|1|0|6.605297921|0|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|-0.118028278|0.0|-0.0012491689999999|10.94527671|1|-0.000700145|0.001493879|0.004923698|-0.401165734|2|0.525406088|0.771487328|-0.060528915|-0.000969932|0.834250802|0.513260607|0|-0.083857856|0.45528118|0.008403353|-50.98614411|201.7057715|62.42799372|-0.035639589|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|55.67318607|0.4670794829999999|979.2285994|13.35549635|0.8764524309999999|135.2439659|-443.4913802|-287.2706403|1049.647453|403.396385|11.06591332|1.0|1.0|0.0|1.0|2.9|2.61|0.05|6.37|54.46|2.0|95.49|0.0|1.0|-4.79|27.0|366.34|0.0|4.23|-4.97|0.00396|0.0|0.0|4.86e-07|-0.05346|4.7485|3.58|-1288.3196369999998|577.11|270.96|0.6959|442.04|0.47267|0.42446|0.0228|-0.18224|-0.2357|0.03370206|-1288.263745|6.6198
17a_a6|0.0|1|0|7.412764017000001|1|1|1.424257628|0.0|0.101940358|-0.012704951|5.351858133|0.04129257|0.0|-0.00460563|10.94948984|1|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.109388399|0.350977745|0.031147305|-63.02857512|157.13173490000003|161.9738174|-0.041567592|0.77193498|-2.078379577|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|2217.333474|16.13665395|0.935437602|149.60699319999998|-894.3577948999999|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|1.0|3.52|2.88|0.12|4.32|95.85|2.0|116.79|0.0|1.0|-5.81|31.0|409.44|0.0|3.59|-5.17|0.00274|0.0|0.0|4e-07|-0.05753|3.5421|4.04|-1350.078838|696.96|416.71|0.3933|574.02|0.69627|0.7024|0.0101|-0.12425|-0.18178|0.02379552|-1349.892285|7.6198
3n_a32|0.0|1|0|7.773594467000001|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|5.733341277|-0.056907012|2.22272854|0.000609539|10.3110027|3|0.002379137|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.868826775|0.762657782|1|-0.092745182|0.287402381|0.01889769|-42.83673428|121.6040686|91.96452611|-0.027401986|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|53.70155314|0.456693072|2426.73803|11.72372261|0.840580248|201.8383309|-398.5311469|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|3.51|3.29|0.32|5.01|120.17|2.0|106.44|0.0|1.0|-5.96|26.0|382.5|0.0|4.07|-4.91|0.0047|0.0|0.0|4.19e-05|-0.05535|3.5459|2.57|-1825.349557|614.67|349.65|0.2839|464.67|0.7028399999999999|0.7028399999999999|0.2839|-0.1472099999999999|-0.20256|0.02901944|-1825.218291|7.6778
8c_a12|0.0|0|0|0.0|1|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.106633503|0.0|-0.004211843|10.95472932|0|-0.00160589|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.845077891|0|-0.101988384|0.239216075|0.019604202|-34.19075142|83.24714315|81.4415307|-0.038245644|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|1245.6132289999998|10.74930819|0.8957467170000001|120.19586|-398.3402139|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|1.0|0.0|0.0|3.91|2.24|0.11|1.59|63.06|0.0|98.07|0.0|1.0|-3.47|24.0|314.34|1.0|2.23|-3.72|0.0598|0.0|0.0|2.28e-05|-0.06706|4.3598|2.76|-1022.750382|551.66|323.37|466.0|402.43|0.53657|0.67318|0.1355|-0.15571|-0.2227699999999999|0.02263772|-1022.663298|7.3979
12s_a30|0.0|0|0|7.412764017000001|2|2|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|-0.0601024909999999|0.0|-0.002544958|10.31162892|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.446807335|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.591758164|0|-0.103647048|0.404041243|0.019324097|-58.75255278|89.91581294|189.9114627|-0.040189672|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|2368.4646620000003|15.14544373|0.877516163|135.66918710000002|-825.7139305|-376.1910929|1613.162737|616.2856203|11.26623|1.0|0.0|1.0|1.0|4.63|0.0|0.14|3.74|81.65|2.0|127.19|0.0|1.0|-5.49|31.0|434.46|0.0|3.21|-5.17|0.00291|0.0|0.0|3e-05|-0.0551|5.0438|4.32|-1774.202623|677.35|350.75|0.2148|526.07|0.43338|0.68458|0.1576|-0.14985|-0.20495|0.03401064|-1774.072418|8129.0
28_a20|0.0|0|1|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|-0.006492092|4.727387819|0.091462964|1.650185059|0.002234763|10.94963925|1|0.002695258|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|0.690655217|1|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|318.7453661|145.66665480000003|-0.035068957|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|2449.815677|14.28413212|0.8826648009999999|151.0788711|-812.3457521|-365.2747728|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|0.08|4.01|99.58|1.0|122.8|0.0|1.0|-4.42|32.0|420.47|0.0|3.04|-4.43|0.0156|0.0|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.32781|704.42|346.35|0.2354|531.85|0.50352|0.4701899999999999|0.0153|-0.15572|-0.21814|0.03534166|-1368.146882|6.5935
12j_a36|0.0|1|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|5.351858133|0.091496219|0.0|0.00285431|10.33556498|1|0.003710345|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|-0.105480639|0.362692602|0.018160631|-46.2113679|26.39145693|97.35760604|-0.037113558|0.7758129420000001|-2.004132137|-30.5197407|80.59149538|-24.51120192|58.20533756|0.457280037|2536.987511|13.78874575|0.8425708820000001|148.06163930000002|-874.1588982999999|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|1.0|4.86|0.0|0.17|2.61|94.5|1.0|135.47|0.0|1.0|-4.85|31.0|427.52|0.0|2.33|-4.51|0.0132|0.0|0.0|3.83e-05|-0.05098|5.2072|3.37|-1670.420129|694.28|327.94|0.4981|536.01|0.37116|0.69967|98.0|-0.15495|-0.20593|0.02793415|-1670.245584|8.0
5_a18 (BIBF0775)|0.0|0|0|7.03438793|2|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|-0.0366107389999999|0.0|0.002526619|10.94702058|0|0.0036739159999999|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|-0.078246932|0.420002762|0.008501088|-52.09190866|10.36586529|118.3671077|-0.029755876|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|1645.395714|18.98829281|0.937842434|138.97646310000002|-1204.480438|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|4.42|0.0|0.32|3.69|76.5|3.0|155.95|0.0|1.0|-6.07|37.0|494.63|1.0|3.2|-5.72|0.000946|0.0|0.0|3.06e-07|-0.04938|3.2027|8.45|-1572.290174|817.02|378.13|0.4825|691.68|0.69298|0.69298|0.4825|-0.13154|-0.18092|0.02305362|-1571.914419|7.4685
1i_a5|0.0|1|0|6.605297921|0|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|0.018196138|0.0|-0.0012491689999999|10.94550053|1|-0.000700145|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0.513260607|0|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|201.1526326|62.64191946|-0.03570792|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|942.1618767|13.79450888|0.8858245220000001|134.0627959|-443.6750585|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|1.0|0.0|1.0|2.83|2.04|0.05|6.37|54.46|2.0|95.49|0.0|1.0|-4.79|27.0|366.34|0.0|4.12|-4.97|0.00396|0.0|0.0|4.86e-07|-0.05729|4.7243|3.58|-1288.322373|569.42|283.08|0.7585|443.05|0.4571199999999999|0.50107|0.0207|-0.17945|-0.23674|0.03383899|-1288.264271|7.6198
12i _a30|0.0|0|0|7.412764017000001|2|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|-0.0982344169999999|0.0|0.00372838|10.31162888|1|0.003603419|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|-0.096489393|0.356921662|0.015808432|-50.00086637|84.78576301|102.235113|-0.037414255|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|0.479900127|2280.31966|15.56818082|0.92270764|126.4796844|-781.648379|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|0.0|1.0|1.0|4.62|0.0|0.14|3.27|81.65|2.0|132.29|0.0|1.0|-5.93|30.0|432.93|0.0|3.11|-5.44|0.00156|0.0|0.0|2.61e-05|-0.05465|5.0358|4.45|-2035.339603|691.59|351.81|0.2384|542.74|0.43157|0.68497|0.1577|-0.14945|-0.2041|0.03436093|-2035.203042|7.8013
LY580276_a4|0.0|0|1|7.535296702|1|1|1.344599701|2.067497166|-0.156842923|-0.001543874|5.4161004020000005|0.0295482979999999|0.0|0.010217376|10.94681614|1|0.009622161|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0.847526918|0.518109998|0|-0.071023484|0.243350596|0.008729943|-27.6229776|11.22286434|63.36073061|-0.028035586|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|1511.5340210000002|9.693623538|0.7764939829999999|73.32703409|-247.4345884|-335.2755182|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|3.01|3.04|0.22|4.43|30.71|0.0|84.74|0.0|1.0|-3.67|22.0|293.34|1.0|3.69|-4.21|0.0181|0.0|0.0|8.08e-05|-0.0225|5.2983|3.64|-959.4723321|519.23|276.03|0.1905|402.99|0.36903|0.68002|0.1842|-0.18746|-0.2099599999999999|0.023546627|-959.404416|6757.0
16_a3|0.0|0|0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|-0.010031024|4.727387819|0.027762972|1.614080058|-0.010377537|10.31163046|1|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|1|-0.100138414|0.252612735|0.012203576|-53.7971544|248.6415425|149.4199775|-0.041233465|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|1290.305313|11.22152755|0.941329444|84.12292796|-342.00731349999995|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|0.0|4.57|92.93|0.0|90.44|0.0|1.0|-4.98|23.0|322.36|0.0|3.5|-4.49|0.0104|0.0|0.0|2.25e-05|-0.07095|3.2208|3.19|-1371.360243|520.28|384.94|0.3866|368.22|0.6944100000000001|0.6944100000000001|0.3866|-0.13195|-0.2029|0.02847445|-1371.297964|7.3768
17f_a50|0.0|0|2|7.934155233999999|1|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|-0.167275895|2.187498662|0.012475826|10.94501702|2|0.0129274519999999|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.074859564|0.333180181|0.016414675|-29.10566644|6.382846132999999|54.44410182|-0.026836447|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|1929.981543|13.65716648|0.896702|171.48226169999998|-537.7880119|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|1.0|3.81|2.97|0.26|3.83|51.77|1.0|116.81|0.0|1.0|-3.58|29.0|384.48|1.0|2.92|-4.12|0.0291|0.0|0.0|0.00016|-0.0336399999999999|4.0664|2.5|-1219.220465|653.63|304.9|0.1708|564.52|0.6573899999999999|0.6573899999999999|0.1708|-0.16784|-0.20148|0.0276719|-1219.02507|6.4001
15a_a10|0.0|0|1|7.535296702|1|1|1.34383719|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|-0.125297206|2.038992189|0.011418154|10.92966696|1|0.01192767|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|42.41151044|54.61835033|-0.025155581|0.676473201|-1.3835569680000002|-18.99256188|60.98047923|-16.19032994|39.61363829|0.407638879|2413.560937|11.33516398|0.68815941|208.2243923|-573.1123029|-227.1590805|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|1.0|3.5|3.58|0.29|4.05|56.07|1.0|118.92|0.0|1.0|-3.97|30.0|399.49|1.0|3.33|-4.4|0.0157|0.0|0.0|6.51e-06|-0.04742|5.7646|2.4|-1278.4225210000002|687.57|329.41|0.3558|563.27|0.47484|0.68863|0.1583|-0.1559299999999999|-0.20335|0.02976259|-1278.200428|7.6198
12ak_a36|0.0|1|0|7.412764017000001|2|2|1.270373882|0.0|-0.052930979|-0.006465433|5.351858133|0.12041792|0.0|0.0042553209999999|10.95268014|1|0.005035022|-0.099596099|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|0|-0.091761476|0.537460657|0.019931266|-49.87483724|113.186508|109.0807368|-0.032660864|0.737439195|-1.926990997|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|2735.7986920000003|13.86156772|0.735576751|189.3013851|-1001.676485|-342.3783571000001|1883.984673|799.5563855|13.01738243|1.0|0.0|1.0|1.0|5.05|0.0|0.24|3.01|69.2|2.0|138.33|0.0|1.0|-4.95|32.0|423.51|1.0|2.66|-4.86|0.00589|0.0|0.0|1.7800000000000002e-05|-0.04929|3.8734|4.21|-1350.865407|730.3|336.05|0.4514|584.05|0.69463|0.7034699999999999|0.0001|-0.15275|-0.20204|0.03471045|-1350.637958|7.3372
11a_a31|0.0|1|0|7.773594467000001|1|1|0.610138462|0.0|-0.045290366|-0.02376325|5.733341277|-0.087576474|0.0|-0.022093578|10.31170041|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|0|-0.161027639|0.271818874|0.041435152|-76.64827023|258.8577775|259.0291941|-0.056833284|0.735254945|-1.932331673|-38.68354874|97.23036756|-28.68314085|97.560141|0.451795285|1769.346573|10.5643234|0.8241360790000001|133.6139513|-492.1863586|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|0.0|1.0|0.0|3.26|2.16|0.13|2.94|125.57|0.0|83.12|0.0|2.0|-4.81|23.0|329.33|0.0|2.42|-3.79|0.0531|0.0|0.0|0.00731|-0.05074|3.8042|3.97|-1441.411622|529.63|325.92|0.2797|407.76|0.69222|0.69222|0.2797|-0.15515|-0.20589|0.04099365|-1441.37897|6.7212
4h_a46|-3.74433321|0|1|7.825245291|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|5.587248657999999|-0.057256598|0.0|-0.0008161889999999|10.31928028|1|0.003087227|-0.030014575|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|-0.083997524|0.659584488|0.010068754|-65.24476749|105.2773797|182.6222935|-0.0305445539999999|0.805506105|-2.015940586|-51.19164773|74.99848132|-23.9655397|73.14480467|0.4866209529999999|3180.526173|15.85230406|0.947878486|152.6017078|-1241.036544|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|1.0|4.63|2.99|0.3|6.18|124.17|2.0|142.08|0.0|1.0|-6.53|36.0|502.63|0.0|3.82|-5.69|0.00104|0.0|1.0|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|-1923.878801|792.61|296.62|0.5451|682.14|0.55428|0.54445|291.0|-0.1711599999999999|-0.21008|0.04729184|-1923.611784|6.6402
