molecula|SddssS|NaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
4R4l_a46|0.0|0|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.067419714|0.0|0.0066560469999999|10.94631401|1|0.006162668|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.084697739|0.208818132|0.007084496|-49.12015477|177.33836430000002|56.0891211|-0.02989332|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|52.96512128|0.4568839389999999|1766.0974600000002|10.43942503|0.8412270820000001|66.05102684|-449.0673625|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|0.36|5.02|50.94|1.0|105.77|0.0|1.0|-5.28|26.0|347.45|1.0|4.09|-5.11|0.0027|0.0|0.0|3.47e-05|-0.0212699999999999|4.6497|4.99|-1092.728268|584.44|301.29|0.1678|498.78|0.40548|0.67823|0.0851|-0.17475|-0.19602|0.02589231|-1092.544322|6.8633
8a_a12|0.0|0|0|0.0|1|1|1.283813597|0.0|0.082323047|-0.00771093|0.0|-0.205012437|0.0|-0.001510006|10.95472846|0|0.000249868|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|-0.1261547959999999|-0.146966854|0.8157289759999999|0.862306783|0|-0.093050281|0.221703535|0.010336879|-30.69873711|46.32568673|55.59930083|-0.033836466|0.791430726|-1.4888045019999998|-15.90061008|55.45388635|-17.52581709|36.0527909|0.46777503|2093.2274030000003|9.607296424|0.878904705|108.02980890000002|-399.41487|-301.89687089999995|974.3568539|464.1781753|7.257889351|1.0|1.0|1.0|0.0|4.06|3.06|0.15|2.5|50.17|0.0|105.24|0.0|1.0|-3.9|25.0|327.38|1.0|3.1|-4.21|0.0203|0.0|0.0|4.2e-06|-0.06246|3.9091|3.41|-1046.0210880000002|556.3|317.17|0.2486|424.14|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|-0.2194199999999999|0.02180654|-1045.902509|6.7011
12l_a36|0.0|1|0|7.412764017000001|2|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|0.128666217|0.0|-0.000143196|10.95423322|1|0.001194592|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|39.27257375|101.6575135|-0.038052612|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2385.788754|13.88638723|0.8586718990000001|170.5619816|-822.2019402000001|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|0.0|1.0|1.0|4.78|0.0|0.13|1.76|92.99|1.0|128.47|0.0|1.0|-4.57|31.0|406.44|0.0|1.77|-4.29|0.0206|0.0|0.0|8.97e-05|-0.0510399999999999|3.8619|2.98|-1325.15957|686.83|321.05|0.4524|530.75|0.6925|0.6925|0.4524|-0.15869|-0.20973|0.03508404|-1325.0137550000002|7699.0
12be_a36|0.0|1|0|7.412764017000001|2|2|1.297042758|0.0|-0.148313814|-0.009368126|5.351858133|0.118420241|0.0|0.000482522|10.95957887|1|0.002872872|-0.176729938|-0.289604649|-0.3825349939999999|1|0.884226781|0.812921349|0.132962547|0.00734728|0.858971809|0.8350231859999999|0|-0.108962668|0.330453338|0.033763464|-54.15309606|63.31681179|140.1361326|-0.031937334|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|0.4564615729999999|2552.721046|16.14074295|0.839796323|301.05661160000005|-891.645944|-91.68453892|2270.314539|766.4854363|24.02799032|1.0|0.0|0.0|1.0|4.96|0.0|0.21|1.9|87.66|1.0|136.74|0.0|1.0|-4.11|33.0|441.49|0.0|1.75|-4.15|0.0315|1.0|0.0|7.11e-05|-0.0518799999999999|5.2184|2.68|-1461.968283|739.48|370.25|0.7034|594.44|0.40844|0.70465|0.0018|-0.13781|-0.18969|0.03245204|-1461.747501|7.3565
7b_a8|0.0|1|1|7.535296702|1|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|-0.024156447|0.0|0.002074537|10.9465091|1|0.003191529|-0.021509048|-0.035044152|-0.415894017|1|0.710658316|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|145.0783004|166.30684230000003|-0.041332642|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|0.4787988|1780.952171|14.76972982|0.918644854|147.3863936|-682.1319788|-304.2022276|1510.516312|545.9267515|13.76608164|0.0|0.0|1.0|1.0|3.49|3.37|0.09|3.8|92.93|2.0|110.8|0.0|1.0|-5.25|30.0|396.4|0.0|3.5|-4.94|0.00454|0.0|0.0|8.94e-06|-0.06833|4.5945|5.51|-1330.595067|621.4|380.32|0.2517|506.21|0.44725|0.7025100000000001|139.0|-0.13639|-0.20472|0.0273745|-1330.448193|4.8687
26_a47|0.0|0|1|6.86171134|0|0|1.304328272|1.06819297|0.11828578|-0.012090143|4.727387819|-0.110530752|0.956774672|-0.0098410169999999|10.94972213|1|-0.008325552|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.845040087|-0.11288313|0.0120097289999999|0.910081385|0.651797437|1|-0.101679756|0.549740398|0.020884606|-57.01987795|9.608109253|168.2587945|-0.038735145|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|1341.904566|13.22794532|0.90465254|164.0744453|-549.3226272|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|0.0|3.13|2.66|0.05|4.68|98.72|1.0|104.8|0.0|1.0|-4.86|28.0|396.81|0.0|3.18|-4.56|11.0|0.0|0.0|2.37e-05|-0.06279|4.7963|4.37|-1696.075481|592.84|310.58|0.3197|443.78|0.50921|0.68707|77.0|-0.16642|-0.22921|0.02111593|-1695.993821|7.9
12c_a5|0.0|1|0|6.605297921|1|1|1.236775191|0.0|-0.212798523|-0.002685954|4.59511985|-0.086795626|0.0|0.0054189009999999|10.9455378|1|0.00586291|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|-0.066083881|0.450827114|0.016374249|-46.62294305|143.44655559999998|104.5338363|-0.022421317|0.583585895|-1.25559373|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|2045.184304|13.53008071|0.855075538|273.9296719|-543.3459436|-109.9706106|1415.330929|735.3048881|15.92875034|0.0|1.0|0.0|1.0|3.27|2.78|0.24|4.32|75.72|1.0|121.26|0.0|1.0|-4.09|31.0|411.5|0.0|3.31|-4.33|0.0191|0.0|0.0|2.03e-07|-0.04565|4.6671|2.06|-1316.5202869999998|694.24|309.06|0.1513|519.21|0.52074|0.6893600000000001|105.0|-0.16563|-0.21128|0.02242648|-1316.305277|7.3279
13a_a5|0.0|1|0|6.605297921|0|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|-0.007871499|0.0|0.002355511|10.94530369|1|0.003196482|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|126.2663658|150.1663914|-0.0279752339999999|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|1314.232685|15.89940424|0.854865353|258.29825730000005|-591.3528349999999|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|1.0|3.07|2.46|0.13|3.58|92.79|2.0|114.18|0.0|1.0|-3.77|30.0|399.45|0.0|2.71|-3.74|0.0734|0.0|0.0|5.02e-07|-0.05534|4.6285|3.81|-1313.126035|688.18|294.45|0.5953|567.51|0.41806|0.50037|0.1992|-0.17364|-0.22898|0.04138695|-1312.968936|7041.0
15a_a50|0.0|0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|5.82008293|-0.0446629609999999|2.020652006|0.005366038|10.94500663|2|0.005828749|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|275.287923|97.06405493|-0.029316925|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|1754.903963|14.65582885|0.8103580690000001|176.277812|-514.369916|-245.8291419|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|3.7|2.63|0.23|3.57|68.76|1.0|110.43|0.0|1.0|-3.6|28.0|371.44|1.0|2.76|-3.92|0.0444|0.0|0.0|0.0003|-0.03255|4.0408|2.66|-1199.784983|644.4|306.83|0.1767|519.38|0.66132|0.66132|0.1767|-0.16693|-0.19948|0.03314629|-1199.629702|7.3872
12v_a36|0.0|1|0|7.412764017000001|2|2|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|0.073329354|0.0|0.00127667|10.96020642|1|0.003077071|-0.1430106119999999|-0.239932418|-0.401336708|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|-0.105200486|0.334379501|0.027145269|-51.4172081|113.7463918|130.0637965|-0.033118671|0.6276553979999999|-1.788408258|-33.82511043|88.07013157|-21.78731129|69.27488156|0.461799225|2328.221818|15.71271745|0.8580426609999999|244.9490697|-773.9771341000001|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|1.0|4.82|0.0|0.17|1.89|78.43|1.0|130.24|0.0|1.0|-3.95|31.0|411.46|0.0|1.81|-4.07|35.0|0.0|0.0|8.340000000000001e-05|-0.05219|3.8847|2.65|-1347.442792|671.56|334.77|0.4247|502.83|0.69298|0.7016100000000001|0.0223|-0.15185|-0.20404|0.03275089|-1347.260743|7.8539
3p_a32|0.0|1|0|8.02059915|1|1|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|-0.050639647|2.1365141480000003|-0.000971341|10.31100269|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|-0.098773656|0.366898545|0.021264377|-41.73212799|40.28175307|106.1908248|-0.029183126|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|-17.1756096|54.24719019|0.416240891|3037.061498|10.69458635|0.713035367|223.6663527|-444.779939|-141.21321609999998|1218.977375|530.5658569|14.94356622|1.0|0.0|1.0|1.0|3.38|2.6|0.26|3.71|131.25|1.0|112.37|0.0|1.0|-5.11|27.0|395.5|0.0|3.23|-4.25|0.0222|0.0|0.0|6.4e-05|-0.04963|3.6436|4.26|-1879.527843|626.32|340.28|0.3083|471.04|0.7017100000000001|0.7017100000000001|0.3083|-0.15055|-0.20018|0.02642856|-1879.406962|7585.0
25d_a34|0.0|0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.015046463|5.351858133|-0.163072107|0.0|-0.005017781|10.95957635|1|-0.001685762|-0.211368416|-0.342090037|-0.605891389|1|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|0|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|174.9700398|215.4372954|-0.044492794|0.7772035959999999|-2.358118108|-44.00298587|95.24066462|-29.42857839|85.89233572|0.478308897|2564.887803|13.29135354|0.916843118|147.36277019999997|-1031.631874|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|3.58|3.76|0.12|3.95|90.3|1.0|119.81|0.0|1.0|-4.61|32.0|427.46|0.0|3.21|-4.48|0.0141|0.0|0.0|3.53e-06|-0.03521|4.2732|6.05|-1426.468726|706.21|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|0.2106|-0.1771299999999999|-0.21234|0.02807001|-1426.307095|6.0223
19a_a38|0.0|1|0|7.412764017000001|2|2|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|0.054257043|0.0|-0.002526241|10.96083376|1|-0.000673716|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|-0.108300308|0.298938581|0.022142322|-51.36166266|137.2318698|151.1278869|-0.038988111|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|2304.055966|12.96056449|0.872060139|152.5362948|-696.4267669|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|4.83|2.56|0.14|2.55|81.23|1.0|125.69|0.0|1.0|-4.14|30.0|401.44|0.0|2.68|-4.17|0.0272|0.0|0.0|5.610000000000001e-05|-0.05271|3.9212|3.41|-1332.1529369999998|628.65|339.65|0.2668|466.55|0.6329100000000001|0.68835|0.0721|-0.15108|-0.20379|0.03338983|-1332.002093|8.0106
6e_a31|0.0|1|0|7.773594467000001|1|1|0.61015618|0.0|0.06650322|-0.016012184|5.733341277|0.132664341|0.0|-0.011483229|10.31165994|2|-0.008439437|-0.002840672|-0.004825446|-0.579941248|0|0.838789705|0.78240875|-0.071378445|-0.072882794|0.841537966|0.795570315|0|-0.130898441|0.177030306|0.032627586|-74.99224589|159.9587946|229.6732654|-0.046541668|0.7604979040000001|-2.0943750530000003|-45.72760428|93.68572477|-28.37945369|94.88738762|0.4782688439999999|2188.417358|14.40145519|0.916695963|146.03985980000002|-778.7151665|-317.6847132|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|3.55|2.62|0.1|4.0|131.36|1.0|109.69|0.0|1.0|-5.63|29.0|404.44|0.0|3.27|-4.66|0.00883|0.0|0.0|1.89e-05|-0.05426|3.3083|4.31|-1652.63264|634.34|374.76|0.5103|490.75|0.70391|0.70391|0.5103|-0.13418|-0.18844|0.03676794|-1652.503557|6.4318
16b_a23|0.0|0|2|7.423568444|1|1|1.197960988|3.418247774|0.031073244|-0.005139233|5.351858133|0.054655144|0.754232958|0.0116350769999999|10.31321583|2|0.011266252|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|-0.09063701|0.830577373|0.711576167|1|-0.07920267|0.2256448969999999|0.018614978|-37.52431601|7.971529518|52.92522904|-0.031407956|0.738977|-1.821661419|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|2256.698672|18.46592377|0.949345397|193.4284005|-1000.346801|-354.1828792|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|1.0|4.19|0.0|0.07|4.1|108.26|2.0|146.03|0.0|1.0|-6.19|36.0|489.57|0.0|2.9|-5.67|0.00106|0.0|0.0|2.26e-05|-0.07352|1.6041|4.24|-1877.615701|772.84|772.92|0.3456|607.92|0.95419|0.95419|0.3456|-0.13741|-0.21093|0.03978022|-1877.335869|7.0191
1c_a5|0.0|1|0|6.605297921|0|0|1.424607938|0.0|-0.268536978|-0.001983746|4.59511985|-0.080321049|0.0|0.008031558|10.9433337|1|0.007357977|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|-0.070346332|0.436308619|0.008349498|-34.82350689|160.5407184|58.16640976|-0.0281385329999999|0.753027268|-1.12554131|-17.81716094|43.86175561|-14.3968489|39.09545876|0.476413155|873.709445|11.580409800000002|0.909902834|126.3615674|-294.64117410000006|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|1.0|0.0|1.0|2.78|2.09|0.05|4.51|54.46|0.0|95.45|0.0|1.0|-4.25|24.0|312.37|1.0|3.43|-4.45|0.0111|0.0|0.0|1.21e-06|-0.03965|4.8783|3.17|-990.5931502|556.84|274.99|271.0|410.52|0.4444899999999999|0.53838|0.1076|-0.18719|-0.22684|0.029157178|-990.516371|5.4
18a_a25|0.0|0|1|6.842683282|0|0|1.194229606|1.875390684|-0.151473962|-0.0029953159999999|4.727387819|0.062229409|2.050257213|0.007643634|10.31286118|1|0.007325341|-0.037072518|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|75.74077952|45.33086513|-0.03097773|0.817072039|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|2331.966135|14.59524518|0.973559258|121.2825364|-721.7084848|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|1.0|3.5|3.43|0.08|5.72|87.72|2.0|133.85|0.0|1.0|-6.33|32.0|435.54|0.0|4.53|-5.77|0.000744|0.0|0.0|7.28e-08|-0.05591|5.4965|4.51|-1675.2501519999998|694.17|390.98|0.3234|556.26|0.2834|0.5274399999999999|0.0027|-0.15732|-0.21323|0.02456497|-1675.04368|7.0269
16b_a32|-3.3094926630000003|1|0|7.765993078999999|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|5.733341277|-0.012739425|2.033356859|-0.008277865|10.31100078|3|-0.00180101|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|-0.1083060409999999|0.559199331|0.015808858|-56.84546999|53.96132589|162.40756509999997|-0.0345657579999999|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3264.235184|11.05406524|0.709394251|161.7035261|-667.0049190000001|-317.3487516|1392.342653|597.8890744|10.98052464|1.0|0.0|1.0|1.0|3.71|2.48|0.28|4.88|165.49|1.0|114.43|1.0|1.0|-6.28|28.0|433.57|0.0|3.26|-4.55|0.0123|0.0|0.0|1.1e-05|-0.05946|3.6211|6.37|-2315.951437|676.92|342.39|0.2849|567.01|0.70233|0.70233|0.2849|-0.14995|-0.2094099999999999|0.03900066|-2315.819979|7.7696
15_a4|0.0|0|1|7.535296702|1|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|0.0432718859999999|0.0|0.009823083|10.94611612|1|0.00918585|-0.017259078|-0.038707204|-0.226703465|1|0.5118792910000001|0.772721853|0.095534883|0.036363636|0.8347553529999999|0.509447294|0|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|12.70877085|63.43714456|-0.030724393|0.8438913020000001|-1.106078158|-14.29317436|40.03406565|-14.73400655|35.02894809|0.437696617|1495.715718|9.709704127|0.7783994009999999|74.8625551|-254.3670787|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|1.0|3.28|3.01|0.11|4.4|30.71|0.0|85.06|0.0|1.0|-3.82|22.0|291.32|1.0|3.61|-4.28|0.0151|0.0|0.0|0.000235|-0.03539|4.5048|3.8|-958.251931|512.65|294.16|0.1996|396.58|0.4778699999999999|0.56413|0.0969999999999999|-0.17373|-0.2091199999999999|0.018092091|-958.195344|6757.0
47p_a18|0.0|0|0|7.03438793|1|1|1.25117677|0.0|-0.001819106|-0.005394244|4.844187086|0.025217016|0.0|0.00235332|10.94701988|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|-0.082580968|0.278332428|0.007989903|-51.14496913|10.25627035|123.6411353|-0.030813794|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|1367.4309119999998|19.41290064|0.956223901|134.3699001|-1131.036542|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|0.0|1.0|4.29|0.0|0.28|3.34|76.5|3.0|144.53|0.0|1.0|-5.67|35.0|468.59|1.0|2.9|-5.27|0.0025|0.0|0.0|4.38e-07|-0.05628|3.2036|7.98|-1493.731375|795.43|387.01|595.0|732.84|0.6937800000000001|0.6937800000000001|595.0|-0.13118|-0.18746|0.02843634|-1493.407248|7.1938
14c_a22|0.0|0|1|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.026986769|1.568396937|0.003784292|10.9464374|1|0.004362505|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|-0.080077573|0.6160012029999999|0.024569649|-48.57709197|36.22825261|96.05497587|-0.030217952|0.66168729|-1.60155147|-34.9718749|75.5139152|-21.75466672|66.26540251|0.462147828|2092.7515510000003|16.03849168|0.8592469290000001|243.5598613|-830.0718911|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|3.49|2.85|0.08|4.18|109.38|1.0|128.77|0.0|1.0|-4.86|34.0|445.48|0.0|2.98|-4.62|0.0107|0.0|0.0|2.35e-07|-0.07399|5.7361|4.79|-1460.571156|715.52|337.45|0.5079|575.8|0.3078|0.69113|0.0694|-0.15408|-0.22807|0.03150011|-1460.38772|6.8153
8_a27|0.0|1|1|6.605297921|0|0|1.406757715|1.7626247169999998|0.188762686|-0.008444078|4.59511985|-0.14212377|1.21499748|0.0040883959999999|10.93783465|1|0.004801929|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.141900468|0.11158995|0.8688656459999999|0.64927069|1|-0.092265073|0.3608031339999999|0.021852066|-37.50265703|122.0597403|106.5457267|-0.035880862|0.751701834|-1.291711016|-17.86879446|53.20197882|-17.09606174|47.91445451|0.479730655|989.0070768|9.642697094|0.92208134|118.305988|-293.2457951|-239.8554499|818.753121|326.3351007|9.240677197|0.0|0.0|0.0|0.0|2.79|2.28|0.06|2.48|76.46|0.0|87.68|0.0|1.0|-3.23|23.0|303.32|1.0|2.38|-3.52|0.0907|0.0|0.0|0.000158|-0.05015|4.1276|3.96|-1004.489001|507.76|300.38|0.2336|374.88|0.64893|0.64893|0.2336|-0.16958|-0.21973|0.02665292|-1004.432889|8.2218
13_a10|0.0|0|1|7.535296702|1|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.093280469|1.794073077|0.00384732|10.9296146|1|0.003791547|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|0.736686715|1|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|174.7319717|91.99711608|-0.030119651|0.7144943490000001|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|1630.880014|9.209972585|0.816739845|144.338975|-315.62515|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|1.0|1.0|0.0|1.0|3.02|2.58|0.15|3.81|63.83|0.0|97.14|0.0|1.0|-3.76|25.0|328.37|1.0|2.91|-4.1|0.0258|0.0|0.0|8.170000000000001e-05|-0.05022|5.8308|2.48|-1065.839441|550.83|322.72|0.3905|376.77|0.34881|0.68386|0.1514|-0.15937|-0.20959|0.0346535|-1065.732389|6.7959
9b_a31|0.0|1|0|7.765993078999999|1|1|0.610136326|0.0|0.010411229|-0.0141390689999999|5.733341277|-0.045938305|0.0|-0.0050444109999999|10.31169871|2|-0.001981487|-0.143280211|-0.2345186269999999|-0.554573699|0|0.811212624|0.852813666|0.01752821|-0.154083843|0.899394425|0.77051712|0|-0.131125311|0.241728566|0.034595809|-63.73317225|152.8702381|202.8908225|-0.039058603|0.689175183|-1.835754351|-39.08032306|95.78862992|-23.95020956|84.94685678|0.469546953|1711.969694|15.2652837|0.88518099|190.5935925|-690.2394625|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|1.0|3.58|2.76|0.32|3.5|117.37|1.0|103.36|0.0|1.0|-4.76|27.0|384.45|0.0|3.0|-3.86|0.0527|0.0|0.0|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|-1578.801576|663.06|322.58|0.2732|562.68|0.41622|0.70102|0.2627|-0.15907|-0.2013599999999999|0.03769117|-1578.665571|7.2007
1_a6 (SB-431542)|0.0|1|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|0.1008839219999999|0.0|-0.011639964|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.210050443|0.033020439|-74.98172333|160.410387|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|1890.228713|14.26172029|0.895537592|146.3942108|-733.0587287000001|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|0.05|3.63|103.12|1.0|106.85|0.0|1.0|-4.52|29.0|384.39|0.0|2.85|-4.25|0.0218|0.0|0.0|7.81e-06|-0.05971|3.8208|4.57|-1292.553086|619.92|376.28|0.5765|464.07|0.55256|0.69868|0.3346|-0.13329|-193.0|0.03494577|-1292.41452|5.8119
13l_a6|0.0|1|0|7.412764017000001|1|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|0.090187973|0.0|-0.009326562|10.95129637|1|-0.006280295|-0.045794891|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.058931734|-0.1470289659999999|0.84018367|0.827754203|0|-0.126521431|0.210844002|0.030012523|-82.24617981|182.8275745|248.6104661|-0.0451862259999999|0.793671137|-2.53042863|-57.29112645|100.8610837|-31.47586631|103.1523329|0.4257335779999999|3127.831037|15.34147837|0.7413520309999999|143.7247666|-1227.82747|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|1.0|3.64|2.22|0.16|3.8|115.15|1.0|124.98|0.0|1.0|-5.49|33.0|441.48|0.0|3.07|-4.77|0.0075599999999999|0.0|0.0|5.7e-07|-0.04885|3.6675|5.41|-1465.834958|735.52|349.26|0.3115|578.91|0.7002|0.70515|0.0165|-0.14562|-0.19447|0.03092407|-1465.624566|6.4145
