molecula|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|PNSA4|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
11_a1|0|7.423568444|1|1|1.430935838|0.033732316|-0.018080197|5.351858133|1|0.0|10.94957487|-0.044235537|1|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|0.747358374|-0.069193862|0.8086124090000001|0.7846345840000001|0|-0.126108875|0.2027328789999999|-77.81495049|20.62225192|274.39137789999995|0.404475497|-0.048723884|-43.84323456|12.15946748|0.751878145|-28.7289904|351.1382199|0.248121855|7.43666407|14.2257294|0.912918113|5798.645137|146.29971719999998|-745.3349875|38.20963621|0.02620284|1681.223993|495.0560271000001|15.44994131|1.0|1.0|2.0|3.25|2.31|0.05|23.0|4.28|4.23|97.33|1.0|105.71|0.0|1.0|4.0|-5.07|6.0|385.37|0.0|1.0|-4.66|0.00327|2.17e-05|0.00838|3.35|1.29e-05|-0.06546|3.7383|3.1924|-1312.4282380000002|614.86|1036.18|388.38|471.76|0.68162|-1312.241032|0.3201|0.03413353|-1312.2963630000002|6.7696
17_a3|0|6.823286122000001|0|0|0.605019885|0.188373421|-0.009450704|4.727387819|2|1.709081227|10.31163036|-0.0510707059999999|1|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|0.767641592|0.1789147639999999|0.838125715|0.773152968|1|-0.096067661|0.225087454|-50.20132919|5.251911643|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|0.840062179|-20.12828595|408.6362608|0.159937821|6.2477303310000005|11.12358659|0.780420408|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|3.13|2.65|0.0|21.0|4.96|4.66|92.93|1.0|95.5|0.0|1.0|2.0|-5.53|3.0|338.81|0.0|1.0|-4.93|1.0|1.18e-05|0.00399|3.88|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.72355|537.32|891.3|386.22|393.58|0.69481|-1731.6147670000005|0.4062|0.02878063|-1731.663157|7.6383
3j_a32|1|8.234564993|0|1|0.609420782|0.0053427669999999|-0.006580847|6.3044488020000005|0|2.248764828|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0.824282683|-0.020129489|0.8884057059999999|0.7557114|1|-0.095013178|0.27811778|-37.33051857|7.315176208|47.55031019|0.134898055|-0.030815085|-26.79963418|3.885056172|0.7487739999999999|-16.36574867|459.4516326|0.251226|5.900829539|10.69497519|0.812452828|4866.613493|133.42496409999998|-321.5956102|21.85672669|0.015301673|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|3.27|3.0|0.24|19.0|6.68|4.93|110.94|1.0|95.74|0.0|1.0|3.0|-5.92|3.0|338.45|0.0|1.0|-4.8|0.0004089999999999|1.58e-05|0.00533|3.89|6.86e-05|-0.05361|3.4982|3.4982|-1671.479105|564.55|934.19|354.42|405.19|0.7028|-1671.351322|0.3005|0.02833407|-1671.402462|8.0969
3k_a32|1|7.97831097|0|1|0.609420759|-0.001009768|-0.005745086|5.973809612|0|2.256213388|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0.779649252|-0.127713677|0.8306695270000001|0.7681279190000001|1|-0.090839907|0.31016741|-40.10830541|6.970844822|80.0971996|0.122251759|-0.029575784|-28.87643819|3.930238317|0.78057227|-16.67514938|494.8840288|0.21942773|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|21.36272325|0.012327787|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|3.47|3.48|0.32|19.0|7.12|5.78|110.94|2.0|105.36|0.0|1.0|3.0|-7.04|3.0|366.5|0.0|1.0|-5.61|3.3600000000000004e-05|2.47e-06|0.000904|4.97|2.15e-05|-0.05321|3.5363|3.5363|-1750.1383649999998|611.65|1022.89|350.6|452.36|0.70268|-1749.957584|0.3082|0.02654958|-1750.0122420000002|8.0605
14k_a23|1|7.423568444|0|0|1.1979621459999998|0.070940371|-0.005866159|5.351858133|2|0.74561778|10.31321813|-0.055708465|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|0.800643488|0.140087361|0.864845456|0.659570836|1|-0.079899943|0.226547411|-37.43135588|12.53019305|38.76597615|0.077602272|-0.033999976|-35.38329134|8.338417622|0.783562394|-22.62582822|613.8243395|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|3.39|3.56|0.05|26.0|4.0|4.67|105.02|2.0|125.29|0.0|1.0|5.0|-6.13|4.0|445.93|0.0|0.0|-5.55|0.000334|2.83e-06|0.00126|4.21|4.55e-06|-0.07933|3.6421|3.6421|-2089.501786|691.9|1179.17|340.42|552.65|0.63765|-2089.293765|0.4694|0.02271117|-2089.354026|8.4123
3d_a32|1|7.765993078999999|0|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|0|2.230648962|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0.8444218509999999|-0.069007775|0.90169022|0.77923808|1|-0.093187219|0.2214902789999999|-37.19367587|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|4.22710649|0.720540286|-15.52441767|483.4133562|0.2794597139999999|6.15119195|10.75032687|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|0.0160633|840.275417|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|3.11|0.24|19.0|6.97|5.07|110.94|1.0|97.86|0.0|1.0|4.0|-6.55|3.0|340.47|0.0|1.0|-5.13|9.58e-05|7.36e-06|0.00251|4.5|1.75e-05|-0.05482|3.5105|3.5105|-1672.733979|569.29|959.11|353.18|465.41|0.7035100000000001|-1672.585902|0.5031|0.02457348|-1672.638515|8.0915
14ae_a23|1|7.423568444|0|0|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|2|0.7338690390000001|10.31321689|0.0289586779999999|2|2|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|0.7830067820000001|0.107765697|0.8356326820000001|0.7317531540000001|1|-0.087074783|0.202342743|-46.69131269|24.84237243|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|17.79858399|0.53040766|-19.28284095|625.0131414|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|3.74|3.76|0.12|26.0|3.48|4.03|123.48|2.0|133.27|0.0|1.0|7.0|-5.8|6.0|471.53|0.0|0.0|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|1.17e-05|-0.07122|3.6036|3.6036|-1858.952529|751.57|1285.52|344.06|627.57|0.58144|-1858.675325|0.3205|0.01449323|-1858.7404850000005|8.6038
14e_a25|0|6.842683282|0|0|1.4200152069999998|0.039261746|-0.008591251|4.727387819|2|1.906869097|10.93106299|0.011176663|1|1|-0.0005394919999999|0.010976703|0.015497482|0.025802692|-0.50909623|0.776960216|-0.144369439|0.8322445820000001|0.6954126970000001|1|-0.1004553119999999|0.448918026|-73.99302943|10.99497534|372.1805977|0.275949567|-0.038772226|-53.79722636|8.046143033|0.806446896|-28.3735856|529.8614286999999|0.1935531039999999|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|0.015154859|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|2.0|3.62|2.72|0.07|27.0|3.65|4.02|115.79|1.0|134.35|0.0|1.0|7.0|-5.14|5.0|462.5|0.0|0.0|-4.73|0.00337|1.86e-05|0.0085799999999999|3.04|3.38e-07|-0.0538|5.8431|3.9613|-1520.964156|760.96|1300.08|312.99|596.96|0.31019|-1520.701142|0.0007|0.04875868|-1520.767443|7.1249
11_a47|0|0.0|0|0|1.381898438|0.035230036|-0.007767503|0.0|3|1.311097861|10.93671007|0.046339015|0|0|-0.00580273|-0.120383371|-0.038723054|-0.079543257|-0.451384505|0.715054643|-0.058523885|0.770028429|0.686454722|1|-0.096486559|0.572646116|-50.01659041|5.184267117|119.4035378|0.203136607|-0.035945973|-36.20974614|3.175899139|0.816608795|-22.02062158|488.1611434|0.183391205|5.966142027|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|2.0|3.28|3.15|0.04|28.0|5.58|6.68|70.93|2.0|124.7|0.0|0.0|4.0|-6.29|5.0|422.45|0.0|1.0|-6.03|0.000216|9.32e-07|0.000394|5.06|1.19e-08|-0.05094|3.7253|3.7253|-1396.145101|654.49|1146.42|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|0.03959805|-1395.980918|7.4
25_a12|0|0.0|0|0|1.404967476|0.00700113|-0.004103693|0.0|2|2.050456822|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|0.638255008|-0.2430098439999999|0.688743998|0.806844014|1|-0.080147596|0.120087607|-28.517955|2.580489093|37.96125329|0.052062825|-0.03323193|-21.75703145|1.3444869730000002|0.917298637|-17.31450713|493.8944271000001|0.082701363|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|773.8971409|430.4348528|2.666764531|1.0|1.0|1.0|2.81|3.43|0.05|22.0|4.7|5.35|37.81|1.0|99.48|0.0|1.0|3.0|-5.28|2.0|311.38|1.0|1.0|-5.25|0.00162|5.63e-06|0.00175|4.76|5.12e-07|-0.05352|4.2653|3.4532|-974.6328337|560.14|945.73|359.04|442.64|0.63284|-974.458128|0.1897|0.024123749|-974.508059|7.6576
16_a4|0|7.535296702|1|1|1.398650725|-0.219944434|-0.00228637|5.4161004020000005|1|0.0|10.94592242|0.019290123|1|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|0.774455255|-0.0894138519999999|0.8366279120000001|0.482473457|0|-0.080093659|0.292255386|-36.11951685|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|3.330045338|0.832461695|-16.43666742|389.0176968|0.167538305|5.548106463|10.19502391|0.837568182|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|710.807513|322.8922084|5.67083266|1.0|1.0|0.0|3.26|3.08|0.11|17.0|4.49|4.96|30.71|1.0|85.02|0.0|1.0|2.0|-3.92|4.0|309.31|1.0|1.0|-4.43|0.0371|3.68e-05|0.0114|3.59|0.000134|-0.03965|4511.0|4.2257|-1057.478071|515.68|856.55|293.41|407.99|0.51149|-1057.3808390000002|0.1006|0.01638524|-1057.429593|6.4647
17a_a50|1|7.934155233999999|1|1|1.349854788|-0.186084687|-0.002225436|5.82008293|1|2.189373662|10.94500663|-0.131632653|2|2|0.012893333|-0.178162528|-0.239713023|-0.3891730779999999|-0.220088198|0.784570118|-0.204032723|0.828062407|0.732114362|1|-0.078525868|0.4062532579999999|-29.57096251|8.977762705|10.03717565|0.07699335|-0.0280449529999999|-33.3079288|5.847033234|0.7899109000000001|-18.26510428|601.1353533|0.2100891|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|-666.1585759999999|23.12299308|0.011602876|1294.887612|719.3470265|7.556715901|1.0|1.0|0.0|3.95|3.29|0.29|20.0|3.39|4.14|51.77|1.0|121.78|0.0|1.0|6.0|-3.99|4.0|398.5|1.0|0.0|-4.44|0.0408|3.61e-05|0.0144|3.23|6.97e-05|-0.03196|4.2478|4.0477|-1258.540058|705.96|1204.79|306.31|616.93|0.6244|-1258.260865|0.1754|0.02594911|-1258.322582|7.0706
14b_a50|1|7.934155233999999|2|2|1.267593742|-0.092558007|-0.003935732|5.82008293|2|2.115127752|10.94501788|-0.041169251|2|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|0.7887047979999999|0.030057537|0.831689551|0.71456262|1|-0.076674952|0.7031402240000001|-33.02344264|14.70317076|25.31245624|0.095923652|-0.025558317|-32.9673668|9.64109526|0.637281054|-16.75898192|592.81677|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|237.8403928|-659.347336|26.29763086|0.021820402|1577.857852|825.4425942|14.30797341|1.0|1.0|0.0|4.64|3.64|0.35|20.0|3.72|4.81|66.99|2.0|128.39|0.0|1.0|7.0|-4.6|5.0|441.52|1.0|0.0|-4.78|0.0111|1.6800000000000002e-05|0.0074099999999999|3.51|6.12e-05|-0.02486|5.2834|4.0775|-1431.037684|718.64|1253.87|304.07|533.25|0.55594|-1430.72987|0.1373|0.03081037|-1430.7933859999998|5.1818
9g_a24|0|7.273092596000001|0|0|1.427608366|-0.318471716|-0.00106361|5.283203728999999|2|0.0|10.96318169|-0.02471184|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|0.7931626959999999|0.13372961|0.859302479|0.657503038|0|-0.065668047|0.383340003|-32.080056199999994|9.283063574|174.88817269999998|0.132863247|-0.021297745|-16.07665151|4.593165278|0.4819264479999999|-10.53790724|429.0504306|0.518073552|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|21.8662148|0.033884884|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|2.8|1.78|0.06|22.0|2.91|2.93|72.28|0.0|87.53|0.0|1.0|3.0|-2.49|4.0|302.33|1.0|0.0|-3.09|977.0|0.0008179999999999|247.0|1.37|0.000113|-0.03585|5.2521|4.2802|-984.5565078|524.03|879.99|289.67|400.47|0.4227399999999999|-984.447764|0.1023|0.032630457|-984.497752|7.1675
15_a10|0|7.535296702|1|1|1.277647202|-0.166303336|-0.0027892409999999|5.4161004020000005|2|1.981569297|10.92966702|-0.05940848|1|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|0.808676284|-0.079744227|0.863438637|0.635064845|1|-0.074144604|0.710970489|-35.30133759|11.09373722|33.67392858|0.084473199|-0.025240716|-26.33385303|6.61142847|0.646412648|-15.04246823|545.6177511|0.353587352|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|1093.722422|563.875765|12.47504566|1.0|1.0|0.0|3.29|3.31|0.23|21.0|4.91|4.72|52.83|2.0|111.21|0.0|1.0|5.0|-4.48|4.0|390.87|1.0|1.0|-4.81|13.0|1.56e-05|0.0061|3.68|1.96e-06|-0.05243|5.7922|3.7997|-1604.057542|641.98|1086.19|326.3|484.05|0.41458|-1603.851644|0.1647|0.03039798|-1603.907391|7.4815
14n_a23|1|7.423568444|0|0|1.197963531|0.009802461|-0.0068536419999999|5.351858133|2|0.747533142|10.3132176|-0.059870135|2|2|0.010508236|0.144230149|-0.110069159|-0.199540201|-0.404569286|0.802854174|0.219354173|0.861597051|0.71381683|1|-0.082430028|0.209387766|-39.82324087|18.26553926|97.93357279|0.10672565|-0.032325501|-37.64460956|12.34358104|0.6868205409999999|-21.84509525|603.6615822000001|0.313179459|8.662092555|16.33144958|0.885393105|6740.54932|211.642042|-752.8921912999999|31.80611809|0.0242495529999999|1622.112023|683.7405759|16.3874892|0.0|1.0|1.0|3.53|3.66|0.09|26.0|3.42|4.03|114.25|2.0|126.78|0.0|1.0|6.0|-5.63|5.0|441.51|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|1.3699999999999998e-05|-0.06951|3.4217|3.4217|-1744.42791|710.48|1209.95|362.35|575.71|0.6955|-1744.1828670000002|0.4229|0.02300614|-1744.244532|9.2441
14a_a3|0|6.823286122000001|0|0|0.6050202020000001|0.111575338|-0.009312773|4.727387819|3|1.772745969|10.3116301|-0.172643335|1|1|-0.004161699|-0.267665193|-0.050943323|-0.094863591|-0.582572884|0.7574238740000001|0.164994144|0.822587422|0.8255789570000001|1|-0.094609848|0.21389849|-45.12132248|6.904918591|256.5548327|0.209105063|-0.036792719|-22.89086827|3.396421044|0.7608768779999999|-18.09776067|389.0288018|0.239123122|5.308770254|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|3.27|2.2|0.06|21.0|4.28|3.71|105.82|0.0|93.25|0.0|1.0|2.0|-4.45|4.0|319.38|0.0|1.0|-3.99|0.0113|0.000103|0.0327|2.58|4.08e-05|-0.06736|3.2363|3.2363|-1327.485188|528.91|822.33|383.1|373.85|0.69708|-1327.354384|0.4524|0.02860456|-1327.403067|7.5229
2_a4|0|6.605297921|1|1|1.189716144|-0.072708147|-0.00708265|4.59511985|1|0.0|10.95268469|0.076479666|0|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|0.802438682|0.11821091|0.847373823|0.912872667|0|-0.105102755|0.442778552|-49.45826819|2.667094277|166.102249|0.257481153|-0.0379537729999999|-18.65482233|1.123639184|0.843107708|-15.98981578|312.82106489999995|0.156892292|4.710383035|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|682.7518749|284.26458360000004|4.657326379|0.0|1.0|2.0|3.33|0.0|0.27|12.0|2.12|0.83|45.15|0.0|79.59|0.0|2.0|2.0|-2.18|4.0|253.3|1.0|0.0|-2.77|1.67|0.00171|434.0|1.62|0.00374|-0.01612|5.8961|3.2230000000000003|-819.8996124|458.73|764.77|384.69|333.36|0.4682|-819.771754|0.0008|0.033037353|-819.8174190000001|7.5086
15b_a50|1|7.934155233999999|1|1|1.353059441|-0.144363623|-0.0045393|5.82008293|1|2.018777006|10.94501702|-0.124047802|2|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.8259784720000001|0.000882622|0.8833003970000001|0.764606364|1|-0.080700307|0.447220762|-47.20879251|11.48191704|274.85729960000003|0.179086516|-0.028069672|-26.37622116|6.564219549|0.639017342|-16.04745006|469.3167805|0.3609826579999999|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|3.56|2.11|0.19|20.0|2.71|3.26|68.76|1.0|105.46|0.0|2.0|5.0|-3.18|4.0|357.41|1.0|1.0|-3.6|0.2339999999999999|0.000249|0.0891|2.11|0.000687|-0.0333399999999999|4.0561|4.0561|-1160.463663|613.37|1035.3|305.67|475.99|0.65917|-1160.275856|0.1796|0.03528279|-1160.330621|7.1024
19a_a22|0|6.842683282|0|0|1.422917238|-0.000989685|-0.009145283|4.727387819|2|1.545757986|10.9464374|0.016501913|1|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|0.777600172|-0.155892259|0.834033833|0.699744887|1|-0.09370213|0.51561501|-67.26339083|18.53458775|373.8201781|0.255645265|-0.035138299|-52.17015658|13.82990734|0.684706189|-26.21905704|555.4133255|0.315293811|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|38.29242013|0.025888799|2144.375527|781.8210659|19.31738094|1.0|1.0|2.0|3.61|2.27|0.08|27.0|3.08|3.41|128.68|1.0|132.15|0.0|1.0|7.0|-4.38|6.0|463.49|0.0|0.0|-4.11|0.0193|7.69e-05|0.0356|2.05|8e-07|-0.06398|5.0397|3.5809|-1537.0241640000002|740.07|1277.14|346.24|567.03|0.34556|-1536.756515|0.0623|0.04718381|-1536.823574|7.3188
4g_a49|0|8.228176896|2|2|1.343847279|-0.087219006|-0.003686314|6.107022888|4|3.4246879480000003|10.92777048|0.08591712|2|2|0.007845545|-0.146265064|-0.038698906|-0.066023903|-0.311927917|0.7559263270000001|-0.027032199|0.81242269|0.626581708|2|-0.0666753309999999|0.736530693|-61.24875669|18.87757641|151.0705543|0.139812173|-0.0250032489999999|-66.20622488|18.81105094|0.6273572239999999|-24.91513644|857.1564845|0.372642776|9.28937554|18.19125978|0.958286615|11516.07629|371.3295653|-1986.186746|39.71443299|0.023762615|3177.154639|1714.878736|23.67887448|0.0|1.0|1.0|4.83|4.36|0.1|42.0|6.09|7.56|116.3|2.0|198.32|0.0|0.0|7.0|-7.47|7.0|663.73|0.0|0.0|-7.43|2.24e-05|3.72e-08|2.47e-05|5.28|1.4199999999999998e-11|-0.06458|4.3116|3.6269|-2147.66293|985.89|1766.47|341.84|662.84|0.33449|-2147.217543|0.0265|0.05838924|-2147.295787|6.9747
A8301_a51|0|6.86171134|0|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|2|1.987294898|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|0.6959300979999999|-0.013846396|0.750630149|0.7234449559999999|1|-0.0780376929999999|0.339244706|-35.90764428|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|3.437697042|0.854959635|-21.28401067|607.0025787000001|0.145040365|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|0.009586697|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|3.49|3.5|0.04|27.0|5.5|5.52|87.72|2.0|129.04|0.0|1.0|5.0|-6.6|3.0|421.52|0.0|1.0|-5.93|0.000105|1.17e-06|0.000495|5.02|1.74e-07||||||||||||||7.9208
14aa_a23|1|7.423568444|0|0|1.19796312|0.066582026|-0.005050361|5.351858133|2|0.758549568|10.313217300000002|-0.044957534|2|2|0.012103325|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|0.75434493|0.055269665|0.8072028240000001|0.693959193|1|-0.076107469|0.204831806|-35.51947393|12.26959478|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|0.796659447|-21.51484958|629.3423691|0.203340553|8.000512184|15.78173785|0.972590939|6651.23042|138.4803717|-776.5660584|27.00633206|0.013786041|1431.335599|733.3886349999999|9.388663605|0.0|1.0|1.0|3.63|3.68|0.12|26.0|4.4|4.63|105.02|2.0|130.22|0.0|1.0|5.0|-6.23|4.0|439.54|0.0|0.0|-5.55|0.000259|2.81e-06|0.00123|4.31|3.07e-06|-0.0708299999999999|3.5934|3.5934|-1708.5422620000002|715.57|1231.11|345.03|588.45|0.6805899999999999|-1708.276011|0.4157|0.02033777|-1708.338059|8451.0
12af_a36|0|7.412764017000001|2|2|1.29704271|0.04293386|-0.00989889|5.351858133|2|0.0|10.96037047|0.00146554|1|1|-0.000472698|0.154914099|-0.126068378|-0.213993335|-0.505160213|0.813346624|-0.062279009|0.8631180940000001|0.817582774|0|-0.1054605669999999|0.154396546|-57.32748365|15.22358698|89.56100543|0.244724481|-0.035153522|-50.86129548|10.57220682|0.6702409189999999|-24.41279506|524.5103537|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|36.42391023|0.0259433429999999|2076.162883|757.7532208|18.01667275|0.0|1.0|3.0|4.98|0.0|0.17|17.0|2.38|1.65|98.3|1.0|138.06|0.0|1.0|7.0|-3.54|5.0|438.48|0.0|0.0|-3.64|128.0|0.000227|0.0997|1.85|5.18e-05|-0.05882|5.2352|3.2299|-1440.954069|737.4|1246.55|383.86|589.48|0.50179|-1440.675702|0.0035|0.02886569|-1440.740243|7.8239
6d_a40|0|8.421342866|1|2|0.604893491|0.12627602|-0.015362927|6.401917197|0|0.683786612|10.30179973|-0.205140551|2|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0.8361555479999999|-0.039077432|0.8988141140000001|0.604211552|1|-0.119563634|0.372705643|-73.59650182|11.10859664|192.5638526|0.336329628|-0.050049893|-48.96216855|7.108696385|0.86005241|-32.02830281|424.7009165|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|89.55631|-881.3190339|37.23994308|0.01400787|1601.317552|555.2010623|8.964021265|1.0|0.0|1.0|3.98|2.84|0.21|14.0|4.8|3.63|173.43|2.0|120.09|1.0|2.0|5.0|-7.21|6.0|460.52|0.0|1.0|-5.15|2.85e-05|7.1e-06|0.00327|3.87|0.0226|-0.09462|2.9559|2.9559|-2470.793925|656.5|1111.69|419.45|511.88|0.6624800000000001|-2470.62267|0.3518|0.03556489|-2470.684323|8.9208
4o_a46|0|7.825245291|1|1|1.13463699|-0.24479566|-0.000627744|5.587248657999999|1|0.0|10.93828256|-0.06855792|1|1|0.010144781|-0.376106593|-0.018058762|-0.028735607|-0.096073163|0.7699448320000001|-0.121466731|0.8176134690000001|0.6418406720000001|0|-0.06570509|0.372146122|-35.54402423|5.332434441|5.821925821000001|0.049267382|-0.021901697|-19.76117845|2.9243708|0.7510206490000001|-12.01115223|521.3931342|0.248979351|5.527567399|10.25486577|0.855222204|4966.476822|136.5432529|-316.1788552|15.99310518|0.0108913189999999|767.6690487000001|544.7877262000001|5.972929428|1.0|1.0|0.0|3.73|3.12|0.32|17.0|4.77|4.94|54.5|1.0|103.66|0.0|1.0|2.0|-4.91|3.0|342.44|1.0|1.0|-4.87|0.00422|1.34e-05|0.0045899999999999|4.06|1.88e-05|-0.04627|4.3255|4.3255|-1070.428722|581.59|1022.29|286.64|501.08|0.6843|-1070.223416|0.1598|0.02815574|-1070.276387|6.7905
1j_a5|0|6.605297921|0|0|1.427567371|-0.2031633169999999|-0.003981454|4.59511985|2|0.0|10.9487794|-0.032333695|1|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|0.7862755770000001|-0.084090414|0.848473695|0.717355058|0|-0.074505844|0.35883584|-39.64241895|10.57633738|73.73338699|0.152836128|-0.027258236|-21.49609451|5.680936139|0.616489567|-14.64139152|455.0425806|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|2.66|0.05|23.0|4.5|4.21|63.69|0.0|96.98|0.0|1.0|4.0|-4.03|4.0|328.37|1.0|1.0|-4.2|0.0304|6.29e-05|0.0206|3.03|2.36e-06|-0.03832|4.4331|4.1205|-1065.817476|572.47|959.39|300.89|445.81|0.66182|-1065.671975|0.1644|0.03246499|-1065.723417|7.6198
