molecula|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|PNSA4|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
14y_a23|1|7.423568444|0|0|1.197960595|0.0600764409999999|-0.005875443|5.351858133|2|0.731397292|10.31321795|-0.031435038|2|2|0.007229683|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|0.802520527|0.137426346|0.8668730109999999|0.64069202|1|-0.080613242|0.2271539169999999|-39.9727336|13.00274534|39.66769923|0.074747068|-0.034303507|-38.54233552|8.990852582999999|0.78322549|-23.71943531|639.7735629|0.21677451|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|30.28429949|0.016527|1423.362076|665.6233736|11.42772654|0.0|0.0|1.0|3.41|3.49|0.05|26.0|4.64|5.32|105.02|2.0|130.3|0.0|1.0|5.0|-6.77|4.0|480.37|0.0|0.0|-6.13|8.18e-05|7.37e-07|0.000354|4.83|1.29e-06|-0.08374|3.6413|3.6413|-2549.091817|713.1|1217.48|340.49|585.2|0.61338|-2548.8917260000003|444.0|0.01307741|-2548.953933|8.4225
19f_a38|0|7.412764017000001|2|2|1.297044434|-0.036714749|-0.007831113|5.351858133|2|0.0|10.96083376|-0.054832432|1|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|-0.4288343429999999|0.819222745|-0.075025988|0.8741648479999999|0.698414933|0|-0.111307609|0.488059925|-54.50401599|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|8.601162122|0.734437553|-24.1763087|479.6831205|0.265562447|6.164440995|11.28936331|0.8313685409999999|6115.273372|169.6496169|-772.2291966|32.91812709|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|3.0|4.82|2.48|0.14|17.0|3.13|2.55|81.23|1.0|125.69|0.0|1.0|5.0|-4.14|4.0|401.44|0.0|1.0|-4.17|29.0|6.77e-05|0.0272|2.78|5.610000000000001e-05|-0.05735|5.3197|3.4422|-1332.160846|653.22|1105.62|360.19|495.68|0.38086|-1331.945195|0.0019|0.02936908|-1332.004601|7.1397
4f_a46|0|7.825245291|1|1|1.134637108|-0.2265364489999999|-0.001035775|5.587248657999999|2|0.0|10.96352592|-0.115631645|1|1|0.011806162|-0.154986658|-0.079238184|-0.123416853|-0.150189733|0.74106323|-0.2076648489999999|0.7796270059999999|0.69830739|0|-0.0674830959999999|0.296072934|-30.29079362|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|2.570614463|0.759842275|-11.95391778|507.213176|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|4661.569032|130.2830519|-317.7588874|15.73210412|0.010341277|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|0.0|3.88|3.16|0.38|17.0|4.56|4.71|43.6|1.0|101.54|0.0|1.0|3.0|-4.38|3.0|332.44|1.0|1.0|-4.58|0.0139|2.62e-05|0.00872|3.77|2.04e-05|-0.02947|4548.0|4548.0|-1033.528421|591.51|1020.33|272.61|493.53|0.69208|-1033.315821|0.1719|0.02238723|-1033.36869|6.7375
12h_a40|0|7.515889085|0|0|0.60499064|0.104392974|-0.008044548|5.4161004020000005|0|0.803557099|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0.7769829840000001|0.116873629|0.845904643|0.6948809659999999|1|-0.091448888|0.006997021|-50.45378559|6.193088525|208.6717565|0.160518251|-0.038796498|-25.56004046|3.274152035|0.844008584|-20.51086984|443.8158546|0.155991416|7.989299324|15.84593062|0.983394285|5087.343024|82.46928995|-357.8405665|24.30173133|0.012453938|801.957134|350.9435025|6.584127851|1.0|1.0|1.0|3.19|3.0|0.0|20.0|4.59|5.02|84.45|2.0|96.16|0.0|1.0|2.0|-6.25|2.0|361.25|0.0|1.0|-5.58|0.0002009999999999|2.61e-06|0.000942|4.75|5.2e-05|-0.07512|4.1508|2.6436|-2153.186757|548.82|910.77|469.0|435.95|0.6503899999999999|-2153.072091|0.3693|0.02044063|-2153.123274|6.0846
3_a20 (SB-525334)|0|6.880384082000001|0|0|1.183765089|-0.048050965|-0.005492814|4.727387819|2|1.728260385|10.95053359|-0.119584218|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|0.7186587|0.087932573|0.76423988|0.7835436240000001|1|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|0.1243352319999999|-0.029269046|-29.26136697|3.934338039|0.784910502|-16.53287135|494.6267525|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|3.37|2.82|0.24|21.0|5.2|4.69|67.35|1.0|104.59|0.0|1.0|3.0|-4.85|4.0|343.42|1.0|1.0|-4.73|0.00489|1.88e-05|0.00647|3.74|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.56485|605.71|1030.31|390.77|498.74|0.49443|-1086.329436|0.1171|0.02096048|-1086.383308|6.7905
7a_a8|0|7.535296702|1|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|1|0.0|10.94671402|-0.019054799|1|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|-0.412963751|0.764224152|0.033708575|0.831914523|0.681200974|0|-0.101880506|0.238462711|-60.00793116|20.79408196|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|0.733884399|-25.04740346|421.9297638000001|0.266115601|7.699041907000001|14.73814865|0.914283468|5907.9340090000005|156.2924154|-632.5556427|34.12990316|0.0265990589999999|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|3.34|3.06|0.05|23.0|3.96|3.49|92.93|1.0|105.83|0.0|1.0|3.0|-4.86|5.0|382.37|0.0|1.0|-4.64|0.00522|2.29e-05|0.00874|3.24|2.05e-05|-0.07616|4.5808|3.0704|-1291.287017|605.72|1031.61|403.8|494.48|0.61257|-1291.10235|0.1575|0.0269461|-1291.156661|4.6068
8b_a32|1|7.765993078999999|0|0|0.609420757|0.113639567|-0.009362305|5.733341277|0|2.123714284|10.31100269|-0.0684566009999999|3|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0.845443342|0.060636167|0.8966299409999999|0.7507116140000001|1|-0.108971309|0.253018806|-53.36442734|10.49093175|102.4297669|0.211781902|-0.03079624|-42.94454179|6.585851946|0.669149204|-19.33283713|494.8166492|0.330850796|8.10555784|14.95918599|0.845546757|5619.400983|207.6969342|-558.2790432999999|28.89166873|0.021225152|1329.016762|557.1050635|13.32443194|1.0|1.0|2.0|3.46|3.04|0.26|19.0|6.49|4.19|140.04|1.0|110.47|1.0|1.0|7.0|-5.83|4.0|397.52|0.0|1.0|-4.39|0.000583|4.06e-05|0.0161|3.22|8.86e-06|-0.05404|3.5442|3.5442|-1880.735397|671.54|1114.24|349.82|558.16|0.70285|-1880.539698|0.2943|0.03602276|-1880.602014|7.9208
15b_a10|0|7.535296702|1|1|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|2|2.0455289690000003|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|-0.195505087|0.791078367|-0.058258414|0.83320417|0.7199249390000001|1|-0.07358373|0.697099355|-31.76194123|10.94939968|43.96642219|0.078081026|-0.024105015|-34.57687319|7.505718446|0.670236374|-16.52377848|631.9674549|0.329763626|6.6940006620000005|11.42472965|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|1429.912176|766.4127559|12.09059037|0.0|1.0|0.0|3.61|3.89|0.32|21.0|4.34|4.44|56.07|1.0|123.73|0.0|1.0|7.0|-4.35|5.0|413.51|1.0|0.0|-4.64|0.0185|2.28e-05|0.00943|3.49|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.736865|721.17|1231.3|329.52|587.53|0.46711|-1317.429772|0.1595|0.02977516|-1317.4913390000002|7.0706
4d_a46|0|7.825245291|1|1|1.134637067|-0.1397563859999999|-0.001749881|5.587248657999999|2|0.0|10.96333164|-0.076521434|1|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|0.764741337|-0.213089038|0.8075680409999999|0.623144956|0|-0.070772596|0.290035518|-30.95621863|4.750218646|8.241078584|0.063942042|-0.024616555|-21.33218735|2.607946825|0.813427965|-13.51488667|513.9109507000001|0.186572035|5.757075209|10.30138878|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|0.0086574759999999|764.2776167999999|509.0572545|4.753094337|1.0|1.0|0.0|3.78|3.5|0.35|17.0|4.81|5.11|43.6|2.0|101.75|0.0|1.0|2.0|-4.93|3.0|352.86|1.0|1.0|-5.11|0.00416|7.8e-06|0.00275|4.3|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.4265|-1453.817782|588.18|1009.78|280.09|503.76|0.69884|-1453.635434|0.1313|0.02292966|-1453.688943|6.2865
14a_a22|0|6.842683282|0|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|1.614660505|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|-0.081479363|0.490491034|-42.39063895|14.49148204|93.21042936|0.135922381|-0.031338217|-37.82586486|9.873779458|0.7007904070000001|-21.35231162|588.739773|0.299209593|8.052850876|14.55117701|0.8069597009999999|6348.976909|203.8666248|-756.5172972|30.46889826|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|3.42|2.86|0.08|27.0|3.87|4.31|85.59|1.0|124.05|0.0|1.0|6.0|-4.65|5.0|420.47|0.0|1.0|-4.68|0.00945|2.1e-05|0.00881|3.18|2.56e-07|-0.06145|5.0653|3.5707|-1368.321586|695.62|1191.81|347.23|534.87|0.45928|-1368.075682|0.0578|0.03539365|-1368.13858|7.4202
7d_a10|0|7.535296702|1|1|1.34384996|-0.117302383|-0.00179944|5.4161004020000005|2|1.591760572|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|0.809056885|0.0658971929999999|0.869684772|0.525816226|1|-0.070901708|0.421731106|-31.47566249|5.567989142999999|12.32220006|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|0.729585423|-13.12185056|446.2091497|0.270414577|6.100927672|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|0.014078094|773.3701306|460.1866123|7.468948447000001|1.0|1.0|0.0|3.21|3.21|0.19|21.0|4.92|4.97|43.6|1.0|100.04|0.0|1.0|2.0|-4.22|4.0|344.38|1.0|1.0|-4.72|0.0206|1.9e-05|0.00654|3.62|5.04e-06|-0.05634|5.8433|3.8856|-1129.175857|574.87|970.29|319.09|417.68|0.32059|-1129.003694|0.0941|0.02250617|-1129.0552810000002|6.0325
9a_a36|0|7.412764017000001|2|2|1.297044807|-0.109305298|-0.007853595|5.351858133|2|0.0|10.96066876|-0.06502499|1|1|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|0.7885597609999999|-0.019008343|0.842671963|0.79302567|0|-0.10869601|0.204819754|-45.04449811|14.47407729|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.7638345870000001|-24.40778806|505.25728260000005|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|144.36259840000002|-731.0766269999999|31.95428497|0.019513779|1565.759963|578.2841135|11.92833382|1.0|1.0|1.0|4.69|0.0|0.14|17.0|3.04|2.04|66.4|1.0|120.94|0.0|1.0|5.0|-3.71|5.0|382.42|1.0|0.0|-3.99|0.0753|0.000102|0.0391|2.66|0.0002009999999999|-0.05044|3.8677|3.8677|-1252.77514|648.41|1092.66|320.56|495.18|0.68682|-1252.578886|0.4811|0.02701893|-1252.636005|7.8861
8_a15|0|0.0|0|0|1.419941362|-0.208657545|-0.009853404|0.0|1|0.0|10.95880707|-0.014489333|0|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|0.7059441040000001|0.0937475619999999|0.742680335|0.8105478740000001|0|-0.118293578|0.381651497|-41.7821007|19.65860939|104.8781037|0.146103518|-0.028969856|-40.33569847|11.47934212|0.519427411|-16.91650111|498.6196971|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|1595.8121130000002|532.0914339999999|20.72712321|1.0|0.0|1.0|3.14|3.76|0.19|18.0|3.9|4.95|61.84|2.0|104.74|0.0|1.0|7.0|-5.25|5.0|366.41|1.0|1.0|-4.81|0.00206|1.53e-05|0.00562|4.24|9.86e-06|-0.02723|4.4346|3.7426|-1223.687714|598.84|1050.15|331.28|538.51|0.5128|-1223.463981|0.0155|0.01719864|-1223.523393|6.9666
12w_a30|0|7.412764017000001|2|2|0.604983445|0.063514061|-0.007019432|5.351858133|2|0.0|10.31162873|-0.04950715|1|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.83236194|-0.032835151|0.889479916|0.711738503|0|-0.096032733|0.4274948739999999|-52.53307388|10.59162334|82.06520565|0.147783603|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-25.53389062|584.3729039|0.192202301|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|1548.85393|685.6665849999999|9.923109661|1.0|1.0|1.0|4.63|0.0|0.14|17.0|5.11|3.92|81.65|2.0|137.3|0.0|1.0|5.0|-6.58|4.0|467.37|0.0|1.0|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|7.39e-06|-0.05682|5.0632|3.5585|-2494.932002|716.83|1211.28|348.42|577.06|0.31353|-2494.743475|0.1614|0.0345723|-2494.807027|7821.0
5e_a40|0|8.149890544|0|1|0.604912776|-0.091305805|-0.004925115|6.167516491000001|0|0.7768055559999999|10.31198323|0.029272031|2|2|0.008306061|-0.184667138|0.005996234|0.010397494|-0.391074665|0.8092726020000001|-0.402340487|0.877722972|0.5087199929999999|1|-0.089724264|0.0499188609999999|-36.56222854|9.440323938|170.7311133|0.135577249|-0.035889706|-20.29110082|4.489363277|0.8223594679999999|-17.06741495|411.0778166|0.177640532|6.533857846|12.51197289|0.914944155|4158.984115|84.47727896|-243.4932098|20.75420252|0.012921086|622.6260756|264.9899736|6.144645946|1.0|0.0|0.0|3.03|2.73|0.21|14.0|4.3|3.74|75.5|1.0|79.16|0.0|2.0|3.0|-4.78|3.0|303.77|1.0|1.0|-4.25|0.00505|5.56e-05|0.0169|3.51|0.00678|-0.07231|3.7138|3.7138|-1637.180703|493.19|802.38|333.85|390.33|0.69675|-1637.115238|0.5262|0.01659566|-1637.162552|7.6021
24_a47|1|6.86171134|0|0|1.304328602|0.0453435129999999|-0.010774404|4.727387819|2|1.081401467|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|0.812650394|-0.005097239|0.875198713|0.627160379|1|-0.090995097|0.214985826|-42.71324947|12.11301576|41.72753688|0.216050899|-0.032498249|-28.82156035|6.81713713|0.611603578|-18.28983173|441.2021442|0.388396422|7.024694045|13.48797266|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|0.032103375|1255.998102|457.1122177|18.06759887|0.0|0.0|2.0|3.14|3.12|0.05|21.0|2.78|4.64|84.73|1.0|104.73|0.0|1.0|5.0|-4.61|5.0|396.81|0.0|1.0|-4.52|0.00975|3.05e-05|0.0121|3.16|9.22e-06|-0.06517|3.9675|3.9675|-1696.071577|578.94|1002.04|312.5|450.98|0.6835|-1695.93106|0.2618|0.03414611|-1695.98597|8.5
14ab_a23|1|7.423568444|0|0|1.197962873|0.065530542|-0.0050415|5.351858133|2|0.7586471459999999|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.75434493|-0.085303124|0.8072028240000001|0.693959193|1|-0.076243539|0.20155691|-35.59605095|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|8.431109267|0.797837067|-21.67516705|632.9786397|0.202162933|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|3.63|3.82|0.12|26.0|4.4|4.63|105.02|2.0|130.22|0.0|1.0|5.0|-6.23|4.0|439.54|0.0|0.0|-5.55|0.000259|2.81e-06|0.00123|4.31|3.07e-06|-0.07146|3.6587|3.6587|-1708.543268|719.66|1238.27|338.88|595.23|0.66532|-1708.277193|0.3893|0.02013145|-1708.3414239999995|8.4012
12y_a36|0|7.412764017000001|2|2|1.29704385|-0.061103469|-0.00707164|5.351858133|2|0.0|10.94917392|-0.028440975|1|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|-0.434990282|0.820226782|0.046673879|0.873588247|0.856135378|0|-0.098532865|0.424572485|-51.48548385|13.04507243|114.430624|0.16295867|-0.036493654|-44.53093547|8.769742642|0.755735734|-24.53339777|562.7133986|0.244264266|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|0.01873364|1752.9983309999998|698.847203|12.59396622|1.0|1.0|2.0|4.88|0.0|0.12|17.0|3.62|2.42|69.2|1.0|133.84|0.0|1.0|6.0|-4.58|4.0|407.47|1.0|0.0|-4.55|0.0106|2.82e-05|0.0115|3.45|3.94e-05|-0.05002|3.8794|3.8794|-1310.315063|702.38|1183.75|319.6|532.91|0.66796|-1310.077567|0.4358|0.03583863|-1310.137888|7.9208
8e_a12|1|6.803505258|1|1|1.283834633|0.050021617|-0.006350143|4.727387819|2|2.197856963|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|0.761892879|-0.036433876|0.815412281|0.797199175|1|-0.087795345|0.001151979|-29.79080011|8.884082475|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.7112578709999999|-17.80522313|538.051884|0.2887421289999999|6.446557205|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|3.01|0.14|21.0|3.34|2.68|55.1|2.0|117.04|0.0|1.0|3.0|-4.37|4.0|366.42|1.0|1.0|-4.69|0.0156|2.03e-05|0.00744|3.53|4.34e-06|-0.05739|5.247999999999999|3.3044|-1177.593205|612.59|1048.44|375.21|481.04|0.38889|-1177.380602|0.2252|0.02580783|-1177.436953|6.2306
7b_a8|0|7.535296702|1|1|1.395658671|-0.119760914|-0.009659873|5.4161004020000005|1|0.0|10.9465091|-0.0254956129999999|1|1|0.003191529|-0.039357491|-0.021509048|-0.035044152|-0.415894017|0.7812177770000001|0.048462902|0.8453887859999999|0.677544268|0|-0.1000685009999999|0.282366236|-60.75943432|19.86678613|145.0783004|0.277652387|-0.041332642|-35.90168309|11.89970852|0.753935657|-24.75721974|432.6681725|0.246064343|7.698000901|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|32.83731114|0.022982731|1510.516312|545.9267515|13.76608164|0.0|1.0|1.0|3.49|3.37|0.09|23.0|4.48|3.8|92.93|2.0|110.8|0.0|1.0|3.0|-5.25|5.0|396.4|0.0|1.0|-4.94|0.00224|1.14e-05|0.00454|3.61|8.94e-06|-0.06833|4.5945|3.26|-1330.595067|621.4|1067.73|380.32|506.21|0.44725|-1330.392289|139.0|0.0273745|-1330.448193|4.8687
9a_a31|0|7.765993078999999|1|1|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|0|0.0|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0.782715368|0.045292529|0.837697452|0.76226755|0|-0.122626525|0.235442032|-64.75697831|21.33533299|163.6011874|0.308231868|-0.043430228|-50.50275387|13.69193237|0.737758755|-27.87131275|443.941629|0.262241245|7.812278516|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|1813.361078|597.3075924999999|15.33993762|1.0|1.0|2.0|3.6|2.78|0.14|22.0|5.51|4.02|117.37|1.0|113.64|0.0|1.0|6.0|-5.62|5.0|418.47|0.0|1.0|-4.77|0.00101|1.7100000000000002e-05|0.00715|3.47|3.07e-06|-0.04275|3.7892|3.7892|-1691.9137670000002|680.72|1145.99|327.21|540.01|0.7028|-1691.716118|0.7028|0.03885662|-1691.7777600000002|6.8239
18_a34|0|7.423568444|1|1|1.4547811819999998|-0.063113846|-0.014733513|5.351858133|1|0.0|10.9595763|-0.136990511|1|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|0.805756513|0.0468829359999999|0.8584852479999999|0.713979177|0|-0.129784908|0.295523326|-49.86847383|22.55015528|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|12.44948722|0.695849945|-23.32844015|380.8328339|0.304150055|6.282442545|11.23989749|0.789096743|5296.289007|167.9151283|-553.8039936|33.52510165|0.027385869|1441.579371|428.6241319|15.11918774|1.0|0.0|0.0|3.28|3.61|0.21|17.0|3.13|3.15|75.47|1.0|93.91|0.0|2.0|5.0|-4.32|6.0|351.36|1.0|1.0|-4.11|0.0167|7.829999999999999e-05|0.0275|3.07|0.000781|-0.03925|4.4335|4.1234|-1199.259634|592.04|991.93|300.68|483.87|0.56101|-1199.101028|0.0303|0.02902032|-1199.158044|5.6144
12be_a36|0|7.412764017000001|2|2|1.297042758|-0.148313814|-0.009368126|5.351858133|2|0.0|10.95957887|0.00430921|1|1|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|0.812921349|0.132962547|0.858971809|0.8350231859999999|0|-0.108962668|0.330453338|-54.15309606|23.42501577|63.31681179|0.201984123|-0.031937334|-52.44976141|16.25222352|0.5660743979999999|-22.15805062|553.6616295|0.433925602|8.773114043|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|39.14335412|0.034632557|2270.314539|766.4854363|24.02799032|1.0|1.0|2.0|4.96|0.0|0.21|17.0|2.83|1.9|87.66|1.0|136.74|0.0|1.0|7.0|-4.11|6.0|441.49|0.0|0.0|-4.15|0.0342|7.13e-05|0.0315|2.62|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1461.968283|739.48|1256.67|370.25|594.44|0.40844|-1461.68274|0.0018|0.03245204|-1461.747501|7.3565
13b_a6|0|7.412764017000001|1|1|1.430640379|-0.0411179|-0.011206134|5.351858133|1|0.0|10.95129557|-0.064811009|1|1|-0.00194781|0.100281317|-0.10896749|-0.180339002|-0.490758329|0.7788169070000001|-0.029988734|0.8370824240000001|0.8013954109999999|0|-0.112915801|0.202093555|-61.06841733|21.00828557|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|13.77653618|0.757233678|-26.65671602|508.6895893|0.2427663219999999|9.087172635|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|2.0|3.56|2.85|0.12|23.0|4.98|4.32|95.85|2.0|116.79|0.0|1.0|5.0|-5.51|5.0|409.44|0.0|1.0|-4.99|0.0012699999999999|1.02e-05|0.00417|3.8|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.061187|694.33|1167.21|341.35|574.07|0.58026|-1349.837661|0.2461|0.02920955|-1349.898848|6.7595
12z_a36|0|7.412764017000001|2|2|1.297044126|-0.065211069|-0.007671785|5.351858133|2|0.0|10.95429182|-0.030529442|1|1|0.001194592|0.066366917|-0.098598933|-0.175397741|-0.433580807|0.826316772|0.103551178|0.886776351|0.8212311840000001|0|-0.102674964|0.492335362|-54.11489962|15.50078625|114.3931487|0.165209595|-0.036238222|-45.16471514|10.28066212|0.712682362|-24.03445318|553.6621150000001|0.287317638|8.016303367999999|14.78435842|0.844286292|6146.834385|190.5590792|-812.9648725|33.72393432|0.0225782039999999|1719.920651|642.3830552000001|14.97465267|1.0|1.0|2.0|4.76|0.0|0.13|17.0|2.75|1.76|92.99|1.0|128.47|0.0|1.0|5.0|-3.99|5.0|406.44|0.0|0.0|-3.95|0.0412|0.000113|0.0458|2.4|8.97e-05|-0.05642|3.8969|3.8969|-1325.157504|686.33|1153.7|318.16|539.36|0.69397|-1324.951498|0.4423|0.03845474|-1325.010808|8301.0
4_a38 (LY-2157299)|0|7.535296702|1|1|1.343847059|0.050460026|-0.00638266|5.4161004020000005|2|1.721297609|10.9277672|-0.020954339|1|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|0.8099394329999999|-0.041794304|0.868207983|0.6848692759999999|1|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|4.060137052|0.7861170609999999|-18.48863993|431.0669496|0.213882939|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|-496.5871888|23.51893991|0.01379043|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|3.27|2.6|0.18|21.0|3.69|3.51|86.69|1.0|108.18|0.0|1.0|3.0|-3.85|4.0|369.42|0.0|1.0|-3.99|52.0|0.000102|0.0375|2.39|2.75e-05|-0.06|4.65|3.78|-1198.64695|617.61|1048.31|327.69|449.44|0.4|-1198.442536|0.06|0.03652312|-1198.49738|7.1586
12b_a50|1|7.927685046000001|1|1|1.397986833|-0.19841119|-0.002929899|5.82008293|1|2.112397566|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|0.804535572|0.009081884|0.8718949979999999|0.660148928|1|-0.066155918|0.24516882|-22.92589265|10.80329197|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|5.43117764|0.5731907470000001|-11.93905701|465.4891075000001|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|812.3355548|388.171611|13.86849326|1.0|1.0|0.0|3.31|2.45|0.11|20.0|2.59|3.42|48.53|0.0|94.69|0.0|2.0|2.0|-3.16|3.0|313.36|1.0|1.0|-3.84|215.0|0.000144|45.0|2.5|0.00101|-0.02974|4.7089|3.9305|-1006.641541|539.15|909.8|315.44|401.64|0.6016199999999999|-1006.501585|0.0777|0.02307802|-1006.550688|5.3242
