molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
14b_a25|0.0|0|0|0.0|1|6.842683282|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|2|0.001683506|1.929508048|-0.273813082|-0.012989126|0.0009956189999999|1|0.0028569959999999|-0.043923908|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|0.632638761|-0.076156512|0.329662946|0.016003559|-52.75064158|-58.29440389|0.140371985|97.23019209|-0.032728922|57.85340824|-1.767361771|-36.53830946|69.2012501|63.83568179|0.490638154|3038.600508|-1224.182482|2118.281186|0.227210413|8.690235527|0.963240883|-847.9433995999999|29.33534086|0.015746299|760.3735147000001|1.0|1.0|1.0|1.0|3.51|3.21|0.07|27.0|-9.65|4.48|96.49|1.8|0.0|130.97|1.0|5.0|444.49|0.0|1.0|-5.23|0.0011099999999999|5.86e-06|0.00261|3.88|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|716.14|1257.11|603.27|0.34735|-1444.266358|0.0006|2.7037|-0.22149|0.03876374|3.2784|22.0|7.6576
14_a15|0.0|0|0|0.0|0|0.0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|2|-0.033982971|0.0|-0.374014235|-0.053931584|-0.015736888|0|-0.051908601|-0.120626133|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|-0.063809873|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|0.112910954|72.36402409|-0.032888795|2.923143027|-1.743106111|-26.20964538|68.59458198|50.29869851|0.406717767|2612.691478|-1117.1473460000002|2731.841165|0.229690275|6.040010666000001|0.685538423|-715.9737342999999|27.36334635|0.015286995|673.7288405|1.0|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|5.32|56.27|2.87|0.0|119.95|1.0|4.0|397.47|0.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|5.16|3.6209|689.8|1177.14|584.18|0.65079|-1280.809256|0.0054|3.3596|-0.18379|0.03885834|5.0894|0.03|7.5229
12bc_a36|0.0|1|0|0.0|0|7.412764017000001|1.284647662|0.0|-0.058020733|-0.007661816|5.351858133|2|0.068351685|0.0|-0.413738077|-0.079009683|-0.027636036|1|0.115647623|-0.101451485|0.836170906|0.006621918|-0.045186455|0.892249657|0.771220556|-0.077192869|0.326764696|0.01824287|-51.87437401|-71.97763346|0.165694502|111.3483497|-0.038558877|0.0|-1.927943855|-34.8600941|83.97121855|64.13376391|0.467645467|2927.476132|-1295.597402|2623.395239|0.22853193|8.273766079|0.878447423|-870.6543108999999|33.5878425|0.017847333|661.6709012|1.0|0.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.76|3.99|69.2|2.99|0.0|133.77|1.0|4.0|450.32|1.0|1.0|-5.18|0.00372|6.55e-06|0.00295|3.93|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|3.8696|705.12|1188.37|563.76|0.35775|-2151.9100780000003|0.3478|6.5854|-0.21499|0.03419831|9.2445|8.0|8.0969
8e_a46|0.0|0|0|0.252655541|1|7.727094485|1.160371308|2.161814059|-0.205882192|-0.001015139|5.533389489|2|-0.126773923|0.0|-0.046696417|-0.184317354|-0.016857659|1|-0.203086023|-0.08488645|0.789844634|-0.241393458|-0.024620704|0.837678812|0.668786636|-0.053352779|0.281227001|0.009576086|-27.16690715|-33.59778824|0.078647648|40.04689925|-0.023017086|53.05984592|-0.989734694|-13.83322216|39.62167507|32.04299109|0.444693313|1982.950764|-503.9668235|1415.320228|0.2507580889999999|5.504080656|0.8008066970000001|-256.61680930000006|15.64268965|0.011830243|426.71841|0.0|1.0|1.0|0.0|3.21|2.93|0.32|17.0|-6.67|4.09|43.6|2.13|0.0|91.93|1.0|3.0|304.39|1.0|1.0|-4.04|0.0782|9.15e-05|0.0279|3.01|2.16e-07|6.57e-05|-0.03175|4.5092|3.0|4.5092|552.99|933.3|457.96|0.6967|-954.743261|0.2162|3.2194|-0.2201|0.024010215|3.7755|406.0|6.3915
5g_a40|0.0|0|0|0.0|1|8.149890544|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|0|-0.0602779129999999|0.64025463|-0.5611751220000001|0.122088541|-0.091116241|2|-0.104356485|0.07917206|0.818555255|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|-0.153687065|0.245639795|0.024937196|-72.93994279|-68.05025116|0.32227256|152.9506864|-0.049288357|0.0|-1.577227413|-34.61732609|80.22859145|84.77514603|0.488538966|2054.810452|-748.5527627|593.8133184|0.254650681|6.193485364|0.955183157|-355.2634413|31.38430965|0.025660198|266.8102663|0.0|0.0|0.0|2.0|3.13|1.96|0.21|14.0|-2.89|2.69|115.96|0.74|1.0|78.2|3.0|5.0|301.32|0.0|1.0|-3.37|0.0174|0.000426|128.0|2.17|0.0013|391.0|-0.0540299999999999|3.48|4.02|3.48|489.04|800.98|367.19|0.6563|-1327.9345529999998|261.0|4.9132|-0.19908|0.04070345|6.7957|123.0|6.9101
11b_a31|0.0|1|0|0.0|0|7.765993078999999|0.610137403|0.0|0.078614731|-0.01950528|5.733341277|0|-0.078907688|0.0|-0.838727032|-0.1488994619999999|-0.046362952|2|-0.129901143|-0.101934423|0.834596039|0.067031897|-0.074254978|0.889561759|0.7943850720000001|-0.143839236|0.26165445|0.037758271|-80.0942166|-82.80602396|0.454541246|253.1028809|-0.044612791|87.78853803|-1.784511651|-44.59898223|100.3071755|101.1192111|0.473305522|2410.572158|-993.6722875|1756.711832|0.330276165|6.83089364|0.8986339170000001|-553.3080237|37.09261324|0.0314298879999999|397.3137532|1.0|0.0|1.0|2.0|3.41|2.29|0.24|16.0|-5.45|4.67|125.57|0.79|0.0|92.51|2.0|6.0|357.38|0.0|1.0|-3.75|0.00649|0.000178|0.0637|2.46|3.59e-06|0.00128|-0.03574|3.8437|4.07|3.8437|589.56|969.71|479.66|0.70073|-1519.909742|0.2634|3.2104|-0.1951|0.04215313|4.7518|0.53|6.2757
47n_a18|0.0|0|0|0.0|0|7.03438793|1.251175627|0.0|0.0487694459999999|-0.007614955|4.844187086|0|0.017491759|0.0|-0.609196374|-0.003276575|-0.048404296|0|0.026244774|-0.172015161|0.696612213|-0.09714337|-0.083719099|0.726888951|0.711628292|-0.079299822|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|0.207570604|171.2889916|-0.031974244|47.476904100000006|-2.4620167580000003|-54.00070374|86.44740177|74.19865731|0.482565384|3349.802294|-2031.676741|2052.393389|0.216078071|10.43689152|0.932611327|-1676.556573|33.65821422|0.01357247|1306.125688|1.0|1.0|1.0|3.0|4.69|0.0|0.31|18.0|-9.76|3.67|105.6|2.72|1.0|162.18|1.0|4.0|539.67|0.0|0.0|-5.24|0.000511|5.7e-06|0.00308|4.1|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|9.78|3.2028|879.92|1565.37|799.02|0.6914600000000001|-1740.5852670000002|0.5056|2.4754|-0.18391|0.02839695|3.3568|64.0|7.1938
8d_a12|0.0|1|1|0.0|0|6.580639137|1.283835213|0.0|0.057525383|-0.0076893469999999|4.59511985|2|0.0276482139999999|2.075171777|-0.376778003|-0.065870394|-0.046326855|1|0.0479437859999999|0.00930483|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|-0.077834742|0.266886187|0.011348654|-43.27410838|-57.57034769|0.141289888|78.55353315|-0.039118358|0.0|-1.760326118|-24.05928792|64.53435462|49.58366734|0.465113852|2466.513191|-978.6959108|1288.818257|0.166136296|6.93584319|0.8695567329999999|-544.129679|26.08195789|0.012525773|503.2240425|1.0|1.0|1.0|2.0|4.06|2.23|0.1|21.0|-8.37|3.87|65.96|2.83|0.0|112.14|1.0|4.0|352.39|1.0|1.0|-4.61|0.0093|2.43e-05|0.0085799999999999|3.51|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|600.2|1007.85|433.32|0.6661|-1138.086709|0.0853|2.1281|-0.20794|0.04004678|3.0277|25.0|7.6021
13f_a6|0.0|1|0|0.0|0|6.842683282|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|2|0.04505613|1.651047524|-0.381170169|-0.071478789|-0.049928822|1|0.079490516|-0.126749697|0.77199166|-0.028317736|-0.088948538|0.834167942|0.790249345|-0.073352505|0.176745407|0.018554018|-49.2635105|-62.41821579999999|0.136777507|91.85971442|-0.032802223|0.0|-1.672913351|-33.08535238|75.61173794|61.72438096|0.401838426|2869.925064|-1123.527884|3253.287533|0.279288145|9.050440345|0.6717890999999999|-754.5608419|30.56694343|0.0196449239999999|676.2770877|1.0|1.0|1.0|2.0|3.56|2.21|0.08|27.0|-10.18|5.01|103.17|0.92|0.0|123.82|0.0|5.0|417.47|0.0|1.0|-4.78|0.00323|1.65e-05|0.00688|3.27|6.59e-11|2.75e-08|-0.07786|4.8413|3.36|3139.0|711.29|1202.78|568.41|0.49643|-1347.018087|0.0048|10.8469|-0.2059099999999999|0.03437105|13.9612|42.0|7.3768
12q_a36|0.0|1|0|0.0|0|7.412764017000001|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|2|0.068040097|0.0|-0.410984299|-0.0651906459999999|-0.0433009009999999|1|0.1161527719999999|-0.103922055|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|-0.07607684|0.324924033|0.018562763|-49.18227989|-68.5549152|0.17088073|110.4712541|-0.038175515|0.0|-1.908775752|-31.79544084|80.15866795|61.18276554|0.486620426|2786.514757|-1233.988474|2380.245597|0.231307611|7.546533709|0.947876484|-797.7508892000001|32.10617123|0.017949083|629.5017194000001|1.0|0.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.18|3.35|69.2|2.51|0.0|128.76|1.0|4.0|415.88|1.0|1.0|-4.59|0.0151|2.55e-05|0.0106|3.31|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|3.8653|683.51|1148.35|531.58|0.39919|-1692.3116350000005|0.3419|4.6718|-0.2126199999999999|0.03415678|6.4226|6.0|8.2218
11e_a5|0.0|1|0|0.0|0|7.139660336|1.338814635|0.0|-0.2114441819999999|-0.003208975|5.209486153|2|-0.07965|0.0|-0.192538515|-0.16669151|-0.010236262|1|-0.127225457|-0.0924814769999999|0.775794895|-0.048843135|-0.02059071|0.8215345|0.747366251|-0.062865536|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|0.123241209|81.64179149|-0.0282210629999999|0.0|-1.580379517|-27.58835281|63.5644542|49.63167715|0.483563144|2721.416353|-1046.930776|960.0428704|0.27836484|9.387474824|0.936345148|-693.5448342|25.90670947|0.016933845|735.3048881|0.0|1.0|1.0|1.0|3.22|3.43|0.24|23.0|-8.95|5.03|66.93|1.83|0.0|125.71|1.0|5.0|411.5|1.0|0.0|-4.72|0.00919|1.9e-05|0.00782|3.56|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|717.76|1220.1|571.06|0.66478|-1316.239803|0.2125|2.3124|-0.20559|0.03460011|2.8694|0.04|7.3979
15a_a10|0.0|0|0|0.0|1|7.535296702|1.34383719|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|2|-0.125297206|2.038992189|-0.144512841|-0.060539141|-0.062038567|1|-0.19937094|-0.179723568|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|0.084862776|54.61835033|-0.025155581|122.7715002|-1.3835569680000002|-18.99256188|60.98047923|39.61363829|0.407638879|2656.305166|-890.4681466|2413.560937|0.323526799|6.71451044|0.68815941|-573.1123029|23.93343877|0.017883602|697.5493042|0.0|1.0|1.0|0.0|3.5|3.58|0.29|21.0|-7.79|3.95|56.07|1.93|0.0|118.92|1.0|5.0|399.49|1.0|1.0|-4.4|0.0432|3.94e-05|0.0157|3.12|1.63e-08|6.51e-06|-0.04742|5.7646|2.4|3.7639|687.57|1179.28|563.27|0.47484|-1278.141052|0.1583|4.7512|-0.20335|0.02976259|6.1108|24.0|7.6198
7d_a10|0.0|0|0|0.0|1|7.535296702|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|2|-0.042667459|1.591760572|-0.0845736919999999|-0.071185424|-0.0325418129999999|1|-0.09209689|-0.041520889|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.525816226|-0.059327943|0.421731106|0.010495008|-31.47566249|-37.61597161|0.158947933|84.32774259|-0.024733154|89.87999909999999|-1.063525614|-16.69900016|45.08492005|37.04365163|0.484115691|2348.343588|-564.2395741|1597.531619|0.270414577|6.100927672|0.938419104|-299.34991010000005|17.98535187|0.014078094|460.1866123|1.0|1.0|1.0|0.0|3.21|3.21|0.19|21.0|-7.83|4.92|43.6|3.04|0.0|100.04|1.0|4.0|344.38|1.0|1.0|-4.72|0.0206|1.9e-05|0.00654|3.62|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|3.8856|574.87|970.29|417.68|0.32059|-1129.003694|0.0941|3.0178|-0.21965|0.02250617|3.4695|928.0|6.0325
12g_a40|0.0|0|0|0.0|1|7.515889085|0.604990688|1.687211672|0.037440516|-0.01011728|5.4161004020000005|0|0.167050952|0.726175674|-0.354104815|0.075327376|-0.211162861|2|0.280045216|0.063401514|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|-0.0951493559999999|0.289122732|0.012706769|-49.94706785|-52.24208444|0.129798543|68.1355805|-0.0435406|0.0|-1.393299206|-26.21888031|59.29860462|56.61727428|0.465725912|2287.970776|-731.3891821000001|681.6778419|0.147968773|7.692740528|0.871698484|-383.9305539|26.82520454|0.013442698|335.7078145|1.0|0.0|0.0|1.0|3.24|3.2|0.0|20.0|-6.63|4.83|78.66|3.76|0.0|93.78|1.0|3.0|362.23|0.0|1.0|-5.79|0.000124|1.62e-06|0.000586|5.07|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|3.1577|540.25|896.63|429.31|0.67055|-2172.9382|0.2682|1.9175|-0.20615|0.02230594|2.7075|724.0|6.1403
12aj_a36|0.0|1|0|0.0|0|7.412764017000001|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|2|0.064171987|0.0|-0.402433117|-0.103202936|-0.042227364|1|0.1087087|-0.104118159|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0.856274847|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|0.173013687|110.89910559999998|-0.0368515929999999|0.0|-1.953134451|-29.99399664|76.5855549|58.52715472|0.47532973|2710.647462|-1251.929069|2275.825451|0.22507266|8.056502837|0.905958957|-802.4672307|30.48195872|0.016684569|662.0530478999999|1.0|0.0|0.0|2.0|4.84|0.0|0.17|17.0|-6.97|3.24|69.2|2.24|0.0|128.72|1.0|4.0|395.46|1.0|0.0|-4.3|0.0274|5.05e-05|0.02|3.04|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|682.84|1157.64|539.55|0.4112|-1271.9998859999998|0.0082|5.8554|-0.20093|0.03225532|7.8393|17.0|7.7696
17c_a50|0.0|0|1|0.0|2|7.934155233999999|1.347835869|4.349159921|-0.212075666|-0.002676029|5.82008293|2|0.021572081|2.193763306|-0.1766179239999999|-0.144763835|-0.120904775|2|0.034485992|-0.233451925|0.774994313|-0.139943634|-0.212611846|0.816442883|0.728169863|-0.051905615|0.446454378|0.021675174|-35.70979598|-50.69922125|0.10280106|70.72462009999998|-0.021745577|94.15397246|-1.32648017|-24.567468100000003|66.7258111|50.6217864|0.49503436|2951.495914|-912.5859825|2014.72331|0.430249571|8.310163601000001|0.98033276|-627.8368834|26.25785813|0.0232952879999999|849.1345426000001|0.0|1.0|1.0|0.0|4.12|3.61|0.35|20.0|-6.79|3.59|61.0|1.91|0.0|134.28|1.0|5.0|440.54|1.0|0.0|-4.43|0.0698|3.75e-05|0.0165|2.86|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|4.0432|746.5|1289.05|596.23|0.63122|-1410.838844|0.1801|6.3989|-0.19818|0.02957871|8.5146|69.0|7.1612
9b_a31|0.0|1|0|0.0|0|7.765993078999999|0.610136326|0.0|0.010411229|-0.0141390689999999|5.733341277|0|-0.045938305|0.0|-0.706953442|0.014628521|-0.091236608|2|-0.075191042|-0.143280211|0.852813666|0.01752821|-0.154083843|0.899394425|0.77051712|-0.103937658|0.241728566|0.034595809|-63.73317225|-80.40427495|0.330879448|202.8908225|-0.039058603|552.0968813|-1.835754351|-39.08032306|95.78862992|84.94685678|0.469546953|2534.356888|-1125.659849|1711.969694|0.310824817|8.097516252|0.88518099|-690.2394625|34.75199071|0.025089192|524.0230338|1.0|1.0|1.0|2.0|3.58|2.76|0.32|16.0|-6.84|5.26|117.37|0.86|0.0|103.36|1.0|5.0|384.45|0.0|1.0|-3.86|0.00675|0.000137|0.0527|2.64|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|3.8435|663.06|1091.21|562.68|0.41622|-1578.604164|0.2627|5.2851|-0.2013599999999999|0.03769117|6.8028|63.0|7.2007
16b_a32|-3.3094926630000003|1|1|0.0|0|7.765993078999999|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|5.733341277|0|-0.012739425|2.033356859|-0.423467596|-0.018753196|-0.0657820279999999|3|-0.023602065|-0.1202046419999999|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|-0.088716278|0.559199331|0.015808858|-56.84546999|-69.39772428|0.253462496|162.40756509999997|-0.0345657579999999|9.827907321|-1.624590613|-36.42406481|80.37824892|66.97508778|0.414997448|3037.795494|-1040.965864|3264.235184|0.252363732|6.466656381|0.709394251|-667.0049190000001|29.62431176|0.017136832|597.8890744|1.0|0.0|1.0|2.0|3.71|2.48|0.28|19.0|-7.6|5.4|165.49|0.41|0.0|114.43|1.0|6.0|433.57|0.0|1.0|-4.55|0.000225|2.84e-05|0.0123|3.14|2.54e-08|1.1e-05|-0.05946|3.6211|6.37|3.6211|676.92|1137.73|567.01|0.70233|-2315.757928|0.2849|4.4055|-0.2094099999999999|0.03900066|7.0093|17.0|7.7696
galu_a46|0.0|0|0|0.0|1|7.535296702|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|2|-0.090581301|1.721297609|-0.327651527|-0.094815394|-0.1121767259999999|1|-0.150645957|0.028964355|0.81708619|0.044184467|-0.173285585|0.875868891|0.6848692759999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|0.236203592|132.199522|-0.03220981|68.43088526|-1.513861067|-28.50774993|57.65745491|57.85086047|0.468241745|2501.785113|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|0.880553787|-474.2122773|23.01702105|0.013967104|542.7276591|0.0|1.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.69|86.69|1.84|0.0|108.18|1.0|4.0|369.42|0.0|1.0|-3.99|52.0|0.000102|0.0375|2.39|7.45e-08|2.75e-05|||||||||||||||51.0|7.2924
3o_a32|0.0|1|1|0.0|0|7.773594467000001|0.609420753|0.0|-0.022603806|-0.006253394|5.733341277|1|-0.064818511|2.240993002|-0.306416317|-0.117781901|-0.090297882|3|-0.117744493|-0.061774721|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|-0.073742105|0.252703854|0.012519666|-42.51640563|-55.03672286|0.162219176|93.52833522|-0.031819276|0.0|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|0.455089918|2488.133192|-825.5508427999999|2469.87467|0.214905181|6.392329273|0.835165165|-475.9757626|23.36733582|0.0130649069999999|541.0877621000001|1.0|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|6.39|122.97|1.58|0.0|112.07|1.0|4.0|381.52|0.0|1.0|-4.73|0.00072|1.87e-05|0.00714|3.46|5.35e-08|2.04e-05|-0.05413|3.5333|2.35|3.5333|620.56|1049.14|464.85|0.70216|-1805.277864|0.2851|3.2729|-0.20065|0.03088166|5.8476|0.24|6.6198
12p_a30|0.0|0|0|0.0|0|7.412764017000001|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|2|-0.062956958|0.0|-0.3550576729999999|0.000321545|-0.128484994|1|-0.109773594|-0.053644471|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|-0.074356395|0.371591982|0.015107947|-47.54197452|-60.65858419|0.156618406|100.1386407|-0.0364888379999999|0.0|-1.897419563|-30.39737673|68.98315679|57.20168999|0.469983155|2783.628159|-1213.171684|2326.5244390000003|0.180044528|7.392482526|0.886732486|-775.6774321|28.4530386|0.0130197619999999|686.039456|1.0|0.0|0.0|1.0|4.76|0.0|0.17|17.0|-7.01|4.35|81.65|3.04|0.0|132.24|1.0|4.0|412.51|0.0|1.0|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|3.4955|685.08|1167.16|526.91|0.33929|-1614.830085|0.1527|4.0456|-0.19992|0.03198743|4.6103|17.0|7.7721
13e_a6|0.0|1|0|0.0|0|6.842683282|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|2|0.018376555|1.643912856|-0.378539035|0.0266218529999999|-0.037793156|1|0.032420935|-0.126749697|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|-0.074242826|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|0.138323399|92.4587065|-0.032929004|0.0|-1.679379203|-33.17101912|75.42629799|61.91072885|0.4442079679999999|2868.489025|-1122.537689|3457.565879|0.277469482|7.973429837999999|0.799234143|-750.3313497|30.46313253|0.019543118|676.2770877|1.0|1.0|1.0|2.0|3.51|2.79|0.08|27.0|-10.18|5.01|103.17|0.92|0.0|123.82|0.0|5.0|417.47|0.0|1.0|-4.78|0.00323|1.65e-05|0.00688|3.27|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|713.3|1202.5|567.24|0.38609|-1347.014564|0.0104|10.1884|-0.20804|0.03809808|13.2999|12.0|7.9208
2_a3|0.0|0|0|0.0|0|6.823286122000001|0.605017347|0.0|0.176032668|-0.008422099|4.727387819|2|-0.103423993|2.058239271|-0.311617665|0.09933632|0.036301827|1|-0.18746945|0.017902469|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.841871246|-0.104577702|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|0.249793422|117.2099151|-0.033150466|74.89956423|-1.127115845|-23.02532673|53.05538527|54.67257594|0.458202525|2056.399995|-528.8736235|1314.679398|0.272015731|4.88513521|0.845708123|-248.1619888|21.36736636|0.019143348|330.4083896|1.0|1.0|1.0|1.0|2.97|2.22|0.0|21.0|-6.89|4.34|92.93|1.6|0.0|90.49|1.0|3.0|304.37|0.0|1.0|-4.27|0.0054|5.33e-05|0.0162|3.13|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|503.34|841.85|340.69|0.37284|-1272.001389|0.0962|4.0121|-0.21028|0.02925101|5.4999|3981.0|5.4
4_a27|0.0|0|0|0.0|2|6.823286122000001|1.4008954130000002|3.294369174|0.082486268|-0.006181204|4.727387819|2|-0.273119343|1.274166982|-0.278154179|0.13397347|-0.01660383|1|-0.459570857|-0.2030237389999999|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.614205449|-0.057748369|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|0.1473956619999999|76.31512503|-0.0281385239999999|58.27512057|-1.181818|-15.48073439|51.33640873|40.33074472|0.444169714|2273.715366|-611.8944548999999|1213.060761|0.317514326|6.01592535|0.799110312|-316.8125922|21.34684457|0.020363697|424.8821143|0.0|0.0|1.0|0.0|3.11|3.08|0.16|21.0|-6.22|2.94|65.6|2.66|0.0|97.55|1.0|4.0|331.37|1.0|1.0|-3.99|0.0882|0.000102|0.0339|2.55|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|555.75|946.77|445.65|0.36899|-1082.963712|0.1741|2.7371|-0.21533|0.01877181|3.9202|4.0|8.3979
15_a15|0.0|0|0|0.0|0|0.0|1.435688991|0.0|-0.132759299|-0.006378587|0.0|3|-0.063032481|0.0|-0.395472407|0.000676845|0.0020555079999999|0|-0.098862691|-0.173728081|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|-0.061884697|0.7028760070000001|0.020649569|-41.11675625|-60.51136736|0.102793952|68.29723829999999|-0.031405332|4.306196778|-1.821509261|-27.31834743|73.99578515|54.83651811|0.435723718|3027.719888|-1210.227347|2868.890383|0.297455822|6.673906339|0.772181523|-804.0860746000001|29.700607300000005|0.0202953539999999|830.7967967000001|1.0|1.0|0.0|1.0|4.04|4.34|0.07|24.0|-8.9|4.33|59.51|2.52|0.0|138.24|1.0|4.0|448.52|0.0|0.0|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03786|3.6968|5.04|2582.0|700.82|1265.55|573.46|0.67524|-1450.398033|0.0066|1.6365|-0.1475|0.02849263|2.9566|109.0|6.9626
12k_a36|0.0|1|0|0.0|0|7.412764017000001|1.297043952|0.0|-0.076124222|-0.0071232019999999|5.351858133|2|0.096315593|0.0|-0.413145744|0.003690005|-0.058284869|1|0.163804836|-0.095253274|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|-0.075717305|0.367754573|0.018067063|-49.87227128|-67.14870046|0.157229536|103.5614526|-0.037758075|0.0|-2.038936068|-32.84907515|78.24529096|61.7723974|0.478908312|2792.202559|-1342.974009|2294.707886|0.219318299|7.241602627000001|0.919048073|-884.5687799000001|31.85663123|0.016847116|698.847203|1.0|0.0|0.0|2.0|4.89|0.0|0.12|17.0|-7.01|3.62|69.2|2.38|0.0|133.84|1.0|4.0|407.47|1.0|0.0|-4.55|0.0106|2.82e-05|0.0115|3.45|9.66e-08|3.94e-05|-0.0497|5053.0|3.83|3.6631|697.92|1186.08|530.51|0.5249199999999999|-1310.072976|0.0908|5.7818|-0.20023|0.03274587|7.3988|14.0|7.8539
