molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
27_a47|0.0|0|1|0.0|1|6.842683282|1.216250059|2.041063341|-0.160399235|-0.003631596|4.727387819|3|-0.067535989|1.807806182|-0.207000956|0.0427469459999999|0.013336016|1|-0.137440913|-0.077485193|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|-0.0630454209999999|0.337815064|0.016506051|-40.35526807|-50.87821306|0.153530114|98.27436776|-0.028494622|3.180329084|-1.510214943|-25.8313393|63.02085767|50.9207639|0.475450742|2804.020752|-966.6860481|2181.236691|0.299267237|7.083168776|0.906398657|-618.7741154|26.02898047|0.018969968|682.9868225|1.0|1.0|1.0|2.0|3.37|3.52|0.26|21.0|-8.82|4.18|67.66|3.11|0.0|125.17|1.0|5.0|436.91|0.0|1.0|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|673.27|1165.54|517.82|0.40976|-1777.830739|0.1839|4.0365|-0.21594|0.02633483|5.2214|2512.0|5.6
19j_a38|0.0|1|0|0.0|0|7.412764017000001|1.29704352|0.0|-0.089207643|-0.007976154|5.351858133|2|0.105682345|0.0|-0.438688445|0.003554228|-0.036248822|1|0.23209815|-0.09493054|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|-0.0844479869999999|0.625966089|0.0250587|-57.80349365|-73.92901683|0.192823617|131.9851314|-0.038119963|29.18585028|-1.944118135|-39.565701700000005|90.05233553|74.95583121|0.408533267|2969.234865|-1330.722303|3109.238056|0.285630155|7.506210369|0.6907121629999999|-910.8612362|36.5253298|0.023555355|640.025745|1.0|0.0|1.0|3.0|4.81|2.34|0.13|17.0|-6.92|3.17|105.02|1.76|0.0|130.41|1.0|5.0|426.45|0.0|0.0|-4.12|19.0|7.55e-05|0.0322|2.5|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.23|3.6886|686.26|1163.3|533.97|0.30419|-1424.183388|0.2625|10.8124|-0.21629|0.03678378|14.4895|8.0|8.1146
13_a15|0.0|0|0|0.0|0|0.0|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|3|-0.006938727|0.0|-0.393632585|-0.031047852|0.005149745|0|-0.010882979|-0.173728081|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|-0.068526782|0.708462114|0.016196467|-43.2365883|-61.86632281|0.114512421|72.25096855|-0.033811561|0.0|-1.961070565|-27.279882500000003|72.41636305|53.45565817|0.482317225|3028.485145|-1237.326456|3581.589629|0.244716567|5.21465994|0.931684902|-780.6841766|28.24531009|0.01672103|830.7967967000001|1.0|1.0|0.0|1.0|4.13|4.19|0.07|24.0|-8.9|4.33|59.51|2.52|0.0|138.24|1.0|4.0|448.52|0.0|0.0|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|2.5721|674.36|1231.11|549.33|0.63827|-1450.399387|0.0003|3.5479|-0.15229|0.02844037|6.0429|6.0|8.2218
4_a4|0.0|0|0|0.0|1|7.535296702|1.343865392|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|2|-0.0214610589999999|2.183056868|-0.058013858|-0.110597574|-0.037623601|1|-0.035166634|-0.048056862|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|-0.049768752|0.456474074|0.008570112|-25.64211031|-35.41518716|0.0667239759999999|34.37786704|-0.0255766729999999|42.42341622|-1.099796957|-13.21145879|40.86951119|30.05764711|0.398500394|2221.6122010000004|-566.6429946000001|1883.42405|0.2062820269999999|5.326452915|0.66251148|-291.9486922|16.60255217|0.010586293|462.1867149|1.0|1.0|1.0|0.0|3.15|3.09|0.19|21.0|-7.57|4.52|43.6|2.66|0.0|100.08|1.0|3.0|326.39|1.0|1.0|-4.57|0.0248|2.69e-05|0.00877|3.52|2.71e-08|8.85e-06|-0.04865|5.382000000000001|3.24|4.0261|566.84|960.45|394.06|0.55032|-1029.763465|67.0|2.6814|-0.21831|0.02323788|3.1195|78.0|7.1079
8_a15|0.0|0|0|0.0|0|0.0|1.419941362|0.0|-0.208657545|-0.009853404|0.0|1|0.155304204|0.0|-0.5025236129999999|-0.010146469|-0.014489333|0|0.225620047|-0.203104439|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|-0.071552706|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|0.146103518|85.31489861|-0.028969856|55.99586988|-1.419522941|-24.39801408|89.80283608|61.44071008|0.389723411|2393.276181|-828.9085544|1919.535904|0.480572589|6.093505548|0.638601279|-484.0283816000001|32.56759415|0.035495625|532.0914339999999|1.0|1.0|1.0|1.0|3.14|3.76|0.19|18.0|-7.57|3.9|61.84|1.96|0.0|104.74|1.0|5.0|366.41|1.0|1.0|-4.81|0.00206|1.53e-05|0.00562|4.24|2.69e-08|9.86e-06|-0.02723|4.4346|3.36|3.7426|598.84|1050.15|538.51|0.5128|-1223.463981|0.0155|1.1415|-0.18303|0.01719864|1.4589|108.0|6.9666
15b_a50|0.0|0|1|0.0|2|7.934155233999999|1.353059441|4.112770601|-0.144363623|-0.0045393|5.82008293|1|-0.103807905|2.018777006|-0.22696498|-0.06083723|-0.124047802|2|-0.17223348|-0.131737048|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|0.764606364|-0.082576068|0.447220762|0.020083792|-47.20879251|-46.13641893|0.179086516|102.3838797|-0.028069672|0.0|-1.291204916|-26.98929785|60.03646705|58.69070955|0.478989976|2441.264256|-738.1827030000001|1692.3273379999998|0.3609826579999999|6.89125222|0.919348867|-422.0195386|25.11269883|0.024313507|510.3677388|1.0|1.0|1.0|1.0|3.56|2.11|0.19|20.0|-5.72|2.71|68.76|1.66|0.0|105.46|2.0|4.0|357.41|1.0|1.0|-3.6|0.2339999999999999|0.000249|0.0891|2.11|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|4.0561|613.37|1035.3|475.99|0.65917|-1160.275856|0.1796|6.9054|-0.20071|0.03528279|9.3788|79.0|7.1024
13a_a30|0.0|0|0|0.0|0|7.412764017000001|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|2|-0.036541822|0.0|-0.627166322|0.0317047379999999|-0.0351777|1|-0.065043716|0.003429114|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0.802578397|-0.109682335|0.478381813|0.01856512|-74.02777574|-76.60916637|0.303605444|204.9120824|-0.042832838|102.6479456|-2.27014041|-49.96348386|88.22659517|86.55791128|0.4661332179999999|3002.811441|-1532.183327|2520.165025|0.2001375339999999|8.066980235|0.873126469|-1034.114779|36.14261279|0.017212819|713.7769663|1.0|0.0|0.0|2.0|4.76|0.0|0.13|17.0|-6.19|3.04|124.74|2.06|0.0|135.37|1.0|5.0|441.51|0.0|0.0|-4.3|0.00427|5e-05|0.0221|2.74|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|3.5288|721.66|1211.54|541.59|0.26119|-1744.217986|0.1603|0.7158|-0.20503|0.04590378|1.4855|14.0|7.8665
3b_a49|0.0|0|0|0.0|1|7.535296702|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|2|-0.090939066|1.844602991|-0.322592863|-0.010613212|0.00361222|1|-0.151131362|0.000511959|0.794997634|0.021506499|0.006213385|0.845992028|0.749565191|-0.0883601469999999|0.482434361|0.013576151|-54.04959517|-51.77986692|0.250895642|153.4719941|-0.0276739079999999|81.60358988|-1.439043207|-33.06194987|64.91785551|62.35407961|0.477583842|2660.339607|-880.2577376|1796.6760370000002|0.3431340539999999|7.236413572000001|0.914182753|-538.4506046|25.77091035|0.021477952|641.1445234|1.0|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|3.16|98.72|1.25|0.0|116.94|1.0|5.0|398.46|0.0|1.0|-3.59|0.1169999999999999|0.000256|102.0|1.84|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|3.8418|664.15|1132.92|480.08|0.5798|-1293.048179|0.0759|3.0055|-0.21985|0.0368692|3.1637|25.0|7.6021
37_a18|0.0|0|0|0.0|0|7.03438793|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|1|-0.018268775|0.0|-0.385273662|-0.034593342|-0.011713125|0|-0.0276034839999999|-0.1483628609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0.699483099|-0.068500679|0.385121249|0.009098426|-50.09028298|-54.7389628|0.168216253|123.0060763|-0.0286221589999999|60.1335413|-1.946306811|-36.62790634|65.15554136|56.74339533|0.488368082|3055.795406|-1423.213033|1571.7484060000002|0.2351233969999999|9.460456975|0.954530133|-1040.70711|27.36337253|0.0142451319999999|1056.535856|0.0|1.0|1.0|2.0|4.31|0.0|0.3|18.0|-8.82|3.68|76.5|3.33|1.0|151.14|1.0|3.0|480.6|1.0|0.0|-5.47|0.000999|3.35e-06|0.00161|4.36|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|3.2127|794.5|1395.35|673.45|0.69305|-1532.553949|499.0|2.2872|-0.18119|0.02274574|3.0375|35.0|7.4559
9_a15|0.0|0|0|0.0|0|0.0|1.419941378|0.0|-0.217598467|-0.009923019|0.0|1|0.096418279|0.0|-0.506073953|0.05688176|0.005692073|0|0.140072812|-0.203104439|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|-0.073701648|0.416635119|0.032464905|-41.10356167|-65.07462414|0.153843684|85.79894134|-0.028575549|54.69975317|-1.400201879|-22.92354152|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|-780.8954896|1689.926339|0.48742253|5.485176331|0.8240935659999999|-435.5070329|31.09118831|0.03598612|532.0914339999999|1.0|1.0|1.0|1.0|3.16|3.37|0.19|18.0|-7.57|3.9|61.84|1.96|0.0|104.74|1.0|5.0|366.41|1.0|1.0|-4.81|0.00206|1.53e-05|0.00562|4.24|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|588.55|1042.17|507.33|0.6512399999999999|-1223.463757|0.0115|1.4625|-0.1824|0.01773342|2188.0|107.0|6.9706
12aa_a30|0.0|0|0|0.0|0|7.412764017000001|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|2|-0.014017531|0.0|-0.539735362|0.059360681|-0.007369513|1|-0.023695642|-0.12254489|0.809127478|0.024991407|-0.012535889|0.855880335|0.794193541|-0.078042288|0.418522684|0.030906491|-54.50378741|-70.79444906|0.1873486869999999|130.84205079999998|-0.033789461|0.0|-1.925999268|-38.06478415|91.51563481|76.08850600000001|0.4659424379999999|3115.249471|-1345.094532|2455.130164|0.369240427|8.65813938|0.872457337|-939.3977091|37.41227352|0.029670025|792.3440337000001|1.0|0.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|3.94|100.11|2.2|0.0|140.26|1.0|6.0|458.54|0.0|0.0|-5.0|0.00113|9.94e-06|0.00456|3.81|1.47e-07|6.720000000000001e-05|-0.04966|5.1925|3.34|3.4642|748.78|1275.73|605.07|0.30341|-1804.516348|0.1506|5.8962|-0.19687|0.03443621|6.4878|8.0|8.1135
18c_a30|0.0|0|0|0.0|0|7.412764017000001|0.604986846|0.0|0.12157783|-0.0109670669999999|5.351858133|2|0.011887112|0.0|-0.625122815|0.0119521719999999|-0.0351777|1|0.0211588229999999|0.003429114|0.8303425640000001|0.034468997|-0.058608635|0.885516463|0.802578397|-0.105618255|0.42531141|0.019360263|-71.31647561|-75.33411705|0.282947974|191.0545887|-0.042101245|103.215593|-2.2313660090000003|-48.15493021|87.76550537|84.38908035|0.448899917|3002.59061|-1506.682341|3094.729399|0.214007997|7.646050338999999|0.81455244|-1017.355139|36.16826708|0.018410634|713.7769663|1.0|0.0|0.0|2.0|4.85|0.0|0.13|17.0|-6.19|3.04|124.74|2.06|0.0|135.37|1.0|5.0|441.51|0.0|0.0|-4.3|0.00427|5e-05|0.0221|2.74|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|3.4848|711.56|1209.11|543.46|0.69123|-1744.2261030000002|0.3879|6.6462|-198.0|0.04503016|8.64|12.0|7.9208
7_a27|0.0|0|0|0.0|2|6.842683282|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|2|-0.133453335|1.280380317|-0.288487667|-0.096754293|-0.056500475|1|-0.220626658|-0.19575909|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|-0.060745542|0.358145768|0.015099075|-34.09779211|-47.44936449|0.14888586|83.57286704|-0.0300556429999999|60.73467304|-1.352503929|-19.13983132|55.55559276|42.57323098|0.466714317|2334.058688|-759.1898319000001|1497.873267|0.236435287|6.446345598|0.875167537|-426.1497425|22.09489892|0.014441323|479.0078184|1.0|0.0|1.0|0.0|3.24|3.41|0.2|21.0|-6.61|3.32|65.6|2.88|0.0|102.36|1.0|4.0|345.4|1.0|1.0|-4.28|0.0299|5.2e-05|18.0|3.02|2.43e-07|8.4e-05|-0.04887|4.1205|5.37|4.1205|606.74|1016.96|505.5|0.61278|-1122.249324|0.4179|4.2487|-0.2162099999999999|0.02179141|6.3813|1.0|9.0
4n_a46|0.0|0|0|0.126268818|1|7.825245291|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|-0.2264394139999999|0.0|-0.234842682|-0.144852516|-0.064683066|1|-0.349865095|0.070558373|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|-0.103381106|0.371438024|0.008424451|-56.80797266|-47.16810275|0.096854593|53.22165035|-0.031047837|0.0|-1.459248362|-31.21601103|51.4039205|61.43721285|0.428896538|2195.786424|-801.8577467|2116.313581|0.136796337|5.666371466|0.750996215|-440.621256|19.76451658|0.0077084869999999|525.8291956999999|1.0|0.0|1.0|1.0|3.75|2.84|0.27|17.0|-6.67|4.33|61.84|2.99|0.0|102.92|1.0|3.0|343.42|1.0|1.0|-5.1|0.00129|7.95e-06|0.00273|4.41|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|578.83|1011.66|502.02|0.41625|-1090.098769|0.0711|6.2318|-0.20685|0.04131598|8773.0|5194.0|5.2845
8g_a8|0.0|1|0|0.0|1|7.535296702|1.39137364|1.298078704|-0.000475415|-0.014340328|5.4161004020000005|0|0.000966222|0.0|-0.731356723|-0.025002199|-0.03728368|1|0.001970629|0.0794962979999999|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|-0.136742629|0.298992226|0.031118325|-83.78686741|-79.46906035|0.466064505|285.5736014|-0.052430233|67.54104396|-2.464220973|-51.33906829|90.27531534|102.8541256|0.479218966|2889.141422|-1509.912147|2148.49832|0.166939179|7.440878437999999|0.920192814|-925.1746152|38.56355928|0.017636126|551.1746801|0.0|0.0|0.0|2.0|3.31|2.96|0.04|23.0|-7.4|4.11|99.34|3.01|0.0|111.38|1.0|5.0|417.39|0.0|0.0|-4.94|0.00209|1.16e-05|0.00483|3.53|4.01e-08|1.67e-05|-0.05849|3.7495|7.17|3.7495|635.27|1083.78|489.97|0.69221|-1450.728709|0.3904|6.0697|-0.21391|0.04147516|7.5762|4.2|5.3768
10_a15|0.0|0|0|0.0|0|0.0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|2|-0.0869138469999999|0.0|-0.384887119|-0.077096984|0.010152859|0|-0.132759909|-0.120626133|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|-0.052826735|0.640780603|0.010485777|-30.73805622|-59.05618983|0.066863055|38.90530741|-0.036384844|0.0|-1.928396745|-17.88541558|65.80736417|36.83936823|0.449323734|2605.82709|-1122.067607|2305.991259|0.169827351|5.555044294|0.815948972|-652.8924702|25.50202895|0.0116026369999999|673.7288405|1.0|1.0|1.0|1.0|3.58|3.64|0.12|24.0|-9.82|5.32|56.27|2.87|0.0|119.95|1.0|4.0|397.47|0.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|3.6448|631.2|1136.48|487.16|0.66799|-1280.804272|0.0042|1.6654|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549
8f_a8|0.0|1|0|0.0|1|7.05012252|1.394802091|1.241306689|0.024051247|-0.01032134|4.844187086|0|0.0587545909999999|0.0|-0.485102985|-0.08540947|0.007079485|1|0.152294451|0.09830823|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0.56916135|-0.122135295|0.308621017|0.013566221|-71.22071405|-62.06002501|0.403186031|235.1097364|-0.048375351|67.99102163|-2.128515439|-41.53091131|67.4402386|79.13157981|0.456995667|2622.044457|-1241.2005|1892.066521|0.09422952|7.504290616|0.8416059290000001|-723.7808349999999|31.14376424|0.009226445|485.8626377000001|0.0|0.0|0.0|2.0|3.14|2.85|0.0|23.0|-7.95|4.69|80.88|4.11|0.0|105.27|1.0|4.0|391.37|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|602.63|1022.89|477.92|0.55661|-1361.455053|0.1659|5.8283|-0.21285|0.03173623|7.8014|22.76|4.6428
32_a47|0.0|0|1|0.0|1|6.842683282|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|3|-0.013510009|1.6507707980000002|-0.2037028839999999|-0.026022099|-0.044598914|1|-0.0274939029999999|-0.077485193|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|-0.05770007|0.266433793|0.019295804|-41.57905445|-52.38450683|0.148372218|106.9180086|-0.026060474|44.50423685|-1.381205148|-29.9621436|68.76811937|55.48373932|0.44289006|2808.210157|-995.3056298|2255.632049|0.35883878|8.656942728999999|0.794977846|-717.2238666000001|29.28959351|0.022735861|682.9868225|1.0|1.0|1.0|2.0|3.35|3.67|0.26|21.0|-8.82|4.18|67.66|3.11|0.0|125.17|1.0|5.0|436.91|0.0|1.0|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|3.6829|692.49|1184.76|548.86|0.48011|-1777.843462|0.2839|4.8234|-0.20778|0.03062031|6.3139|0.1|7.0
11a_a31|0.0|1|0|0.0|0|7.773594467000001|0.610138462|0.0|-0.045290366|-0.02376325|5.733341277|0|-0.087576474|0.0|-0.8792402579999999|-0.1217573119999999|-0.019865299|2|-0.149933348|-0.1068420919999999|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|-0.151872243|0.271818874|0.041435152|-76.64827023|-81.26889906|0.513245044|259.0291941|-0.056833284|71.03772901|-1.932331673|-38.68354874|97.23036756|97.560141|0.451795285|2288.9694010000003|-975.2267888|1769.346573|0.264745055|5.791411901|0.8241360790000001|-492.1863586|39.01114987|0.031626337|302.14325319999995|0.0|0.0|1.0|2.0|3.26|2.16|0.13|16.0|-4.65|3.93|125.57|0.57|0.0|83.12|2.0|6.0|329.33|0.0|1.0|-3.79|0.00506|0.000161|0.0531|2.53|2.22e-05|0.00731|-0.05074|3.8042|3.97|3.8042|529.63|860.74|407.76|0.69222|-1441.327731|0.2797|6.4691|-0.20589|0.04099365|8.9667|0.19|6.7212
28_a34|0.0|0|0|0.0|1|7.423568444|1.454781307|1.767685185|0.000561166|-0.016942875|5.351858133|1|-0.201047053|0.0|-0.6946578940000001|-0.15803127|-0.0500053959999999|1|-0.33032879|-0.189821204|0.798057295|0.092890802|-0.078146961|0.8582665429999999|0.7829667309999999|-0.1306693569999999|0.316156689|0.03768308|-66.89539627|-72.11491331|0.4540644379999999|232.4555747|-0.048190604|88.32197602|-1.831242935|-34.24669822|85.99382787|86.18702382|0.454339954|2252.098123|-937.4938731|1689.357471|0.270129894|5.613534285|0.832642882|-479.9443839|33.80175623|0.0271102189999999|344.69029950000004|0.0|1.0|1.0|1.0|3.02|2.55|0.12|17.0|-4.78|1.99|92.26|0.88|0.0|85.92|2.0|5.0|322.32|0.0|1.0|-3.25|172.0|0.000565|182.0|1.72|1.66e-05|0.00535|-0.03896|4.2857|4.11|4.2857|544.24|896.02|417.28|0.69263|-1100.6525880000002|0.2043|6.4596|-0.21698|0.03680411|8.5886|3.82|5.4179
43_a18|0.0|0|0|0.0|0|7.03438793|1.251175234|0.0|0.032999679|-0.005099385|4.844187086|1|-0.05314954|0.0|-0.397752066|0.031746165|-0.032429984|0|-0.079184068|-0.140532044|0.713379703|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|-0.070166168|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|0.147655113|114.6724699|-0.0311212229999999|21.60709738|-2.302970476|-42.32033664|69.46280937|59.84418608|0.481954273|3172.923606|-1788.541603|1579.614523|0.125626651|10.01438533|0.930331529|-1389.023915|27.64206062|0.007193089|1228.492038|0.0|1.0|1.0|2.0|4.54|0.0|0.34|18.0|-9.6|4.5|76.5|3.7|1.0|160.76|1.0|3.0|508.65|0.0|0.0|-5.96|0.00018|1.09e-06|0.000554|5.1|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|3.2233|843.1|1493.25|702.4|0.6926800000000001|-1611.126246|0.5429|3.0482|-0.18145|0.02315412|3.6943|625.0|6.2041
7_a47|0.0|0|0|0.0|0|0.0|1.304326965|0.0|0.00763426|-0.008206422|0.0|2|-0.128433676|1.303301032|-0.3939082339999999|-0.085507035|-0.0781924059999999|0|-0.262805289|-0.021071408|0.817389583|-0.04402021|-0.124285418|0.8755534909999999|0.671549194|-0.081264417|0.427432212|0.008915606|-45.82735481|-54.113260200000006|0.152677268|86.09912617|-0.036250645|0.0|-1.631279045|-25.84337052|61.47335819|50.85512286|0.405265781|2491.885862|-919.9254234|1968.695833|0.1830206469999999|6.485224033|0.681423344|-518.7725468|25.02240371|0.0130514639999999|526.6144628999999|1.0|1.0|1.0|2.0|2.96|3.14|0.09|22.0|-9.45|5.63|58.04|3.69|0.0|111.28|1.0|4.0|393.84|0.0|1.0|-6.06|0.000134|8.75e-07|0.000345|5.49|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|604.84|1043.33|455.81|0.69314|-1647.7863539999998|0.2144|3406.0|-0.2073699999999999|0.03348545|4.4255|25.0|7.6
4o_a46|0.0|0|0|0.160026534|1|7.825245291|1.13463699|2.138144369|-0.24479566|-0.000627744|5.587248657999999|1|-0.2363624889999999|0.0|-0.032014955|-0.203025042|-0.06855792|1|-0.376106593|-0.018058762|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0.6418406720000001|-0.0648126359999999|0.372146122|0.00972341|-35.54402423|-36.03345669|0.049267382|27.01882145|-0.021901697|31.19780621|-1.051281434|-19.49276784|42.00638612|40.87645867|0.460981009|2195.436986|-576.535307|1705.3950960000002|0.248979351|5.527567399|0.855222204|-316.1788552|15.99310518|0.0108913189999999|544.7877262000001|1.0|0.0|1.0|0.0|3.73|3.12|0.32|17.0|-7.26|4.77|54.5|2.72|0.0|103.66|1.0|3.0|342.44|1.0|1.0|-4.87|0.00422|1.34e-05|0.0045899999999999|4.06|5.5e-08|1.88e-05|-0.04627|4.3255|3.76|4.3255|581.59|1022.29|501.08|0.6843|-1070.223416|0.1598|3.4494|-0.22909|0.02815574|4.8244|162.0|6.7905
21_a34|0.0|0|0|0.0|1|8.002694162000001|1.425532331|1.88614418|0.026135784|-0.012535886|5.860786223|1|-0.125881566|0.0|-0.7020096440000001|-0.004734657|-0.009996155|1|-0.201539853|-0.254686357|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|-0.09533089|0.527371706|0.034163186|-63.96857813|-79.03896823|0.323609157|217.1470086|-0.041572921|77.34839362|-2.120218984|-42.9239565|95.12565978|86.89263143|0.4688149339999999|3115.110331|-1422.701428|2429.6035|0.271739906|7.253455092999999|0.882583047|-954.6558014|38.30514214|0.023973624|659.7484451|0.0|0.0|1.0|0.0|3.43|3.52|0.12|23.0|-7.68|3.64|86.55|1.72|1.0|122.59|1.0|6.0|438.43|0.0|0.0|-4.71|0.0138|1.94e-05|0.0085|3.02|2.07e-08|9.06e-06|-0.07534|4.3011|7.78|3091.0|698.17|1182.6|530.93|0.6893199999999999|-1483.057743|0.0002|5.3432|-0.20872|0.03023936|7.9399|3.36|5.4737
19_a47|0.0|0|1|0.0|1|6.842683282|1.402889494|1.445775615|-0.038804671|-0.00973456|4.727387819|2|0.027033021|1.174354482|-0.4380552029999999|-0.064557784|0.0604168609999999|1|0.074201869|-0.046265509|0.823945134|-0.024256505|0.095841135|0.8873627890000001|0.614975047|-0.105205489|0.270767873|0.026805875|-58.28861174|-57.87554797|0.360357109|199.6541807|-0.037307124|66.13355777|-1.566899206|-32.2945343|76.13237258|73.14028211|0.463378097|2612.978054|-868.1332196000001|1238.799875|0.362167395|7.06969105|0.8635094740000001|-480.9851737|32.40636867|0.03295186|428.5826478|0.0|1.0|1.0|2.0|3.13|1.72|0.05|21.0|-6.92|2.49|98.72|1.67|0.0|99.2|1.0|6.0|380.35|0.0|1.0|-3.66|0.0816|0.000217|0.0824|1.97|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|3.8423|571.23|974.59|412.31|0.68924|-1335.580357|0.3243|5.1151|-0.2117099999999999|0.03178118|6.3247|0.05|7.3
