molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
18_a3|1|0|0|0.0|0|1.43179288|0.0|-0.256375952|4.59511985|-0.021283637|3|0.034712644|0.08269134|0.0057881999999999|0.042606196|10.96965878|1|0.005799063|0.150826737|-0.035611069|3|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.0846755|0.217881538|-37.67445366|160.9514039|70.31739201|-0.031753312|-16.76239841|0.0|0.682492203|-1.016105994|48.19055867|0.483376636|1938.093995|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|0.935646099|141.2679329|20.70048575|662.4155441|0.0|0.0|1.0|1.0|1.0|2.62|1.81|21.0|-6.83|3.42|3.08|67.35|0.93|80.35|0.0|1.0|2.0|-2.82|21.0|4.0|0.0|-3.27|0.0015|0.000537|0.0|0.0|4.07e-05|-0.05769|3.9765|3.9765|-889.9619321|784.04|311.79|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|0.02173162|-889.894728|7.5229
1o_a5|1|0|0|0.0|0|1.427566509|0.0|-0.266637757|4.59511985|0.033105871|2|0.025987654|-0.033273504|0.0057302559999999|-0.102739602|10.94518594|1|0.0051989459999999|-0.05876042|0.038275248|2|0.78144982|-0.003561205|-0.016408975|0.85693939|0.650008224|0|0.88430372|-0.072886362|0.447318682|-39.1638643|167.3051756|62.16682117|-0.028770932|-21.04383087|1.01402588|0.699913551|-1.093295425|50.11479279|0.470590799|2238.291862|-587.4579645|833.537568|-8.306775343|0.300086449|0.8888980340000001|161.2447749|22.08761368|839.3293197999999|1.0|1.0|1.0|1.0|1.0|2.81|2.2|23.0|-8.11|4.48|4.07|78.25|1.23|95.2|0.0|1.0|3.0|-4.08|25.0|4.0|0.0|-4.08|8.329999999999999e-05|8.340000000000001e-05|0.0|0.0|2.54e-06|-0.07037|4.5011|4.1692|-1043.577386|938.37|297.38|0.3966|275.45|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|0.04126499|-1043.472984|7.4559
1e_a5|1|0|0|0.0|0|1.427503886|0.0|-0.260066152|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.008031558|-0.1197834419999999|10.94440038|1|0.007357977|-0.133677441|0.034752304|2|0.771487328|0.045376705|-0.075239398|0.834250802|0.6977404359999999|0|0.8805795|-0.069725333|0.373935381|-36.22202792|159.537038|62.03846573|-0.0278901329999999|-18.81719677|0.0|0.7473936259999999|-1.115605324|44.38364879|0.482579989|2107.092939|-579.5524467|827.4861275000001|-7.526878708|0.2526063739999999|0.932665879|131.2279879|19.38578369|775.4313476|1.0|0.0|1.0|1.0|1.0|2.83|2.17|23.0|-8.41|4.99|4.51|54.46|2.13|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|0.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0|0.0|1.21e-06|-0.04186|4746.0|4.4292|-990.6320386|935.47|279.92|0.5156|261.24|427.87|0.56258|0.51802|-990.471803|0.1355|0.0313740589999999|-990.522307|6719.0
3k_a32|1|1|1|0.0|0|0.609420759|0.0|-0.001009768|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|0.001221534|-0.0902541999999999|10.31100271|3|0.002509816|-0.084055305|-0.050938823|0|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.090839907|0.31016741|-51.21653025|80.0971996|68.92687468|-0.029575784|-28.87643819|0.0|0.78057227|-1.271758703|58.16707081|0.472646737|2392.3436100000004|-717.0314235000001|1970.06814|-9.40163104|0.21942773|0.89626209|123.7157466|21.36272325|918.5970998|1.0|1.0|1.0|1.0|1.0|3.47|3.48|19.0|-7.23|7.12|5.78|110.94|2.41|105.36|0.0|1.0|3.0|-7.04|25.0|3.0|0.0|-5.61|9.16e-08|2.47e-06|0.0|0.0|2.15e-05|-0.05321|3.5363|3.5363|-1750.164914|1022.89|350.6|0.3082|350.6|452.36|0.70268|0.70268|-1749.957584|0.3082|0.02654958|-1750.0122420000002|8.0605
8k_a46|0|0|0|0.1337610719999999|1|0.300205953|2.105349622|0.1436554669999999|5.533389489|-0.380857136|2|0.038616352|-0.061030265|-0.002099764|-0.114070359|10.31928125|1|0.002202734|-0.1017929319999999|-0.030019362|2|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.0863473759999999|0.400181795|-61.95565276|104.0919365|187.86239430000003|-0.033099828|-44.45419269|19.34993627|0.8265691140000001|-1.985989657|70.036452|0.4938768979999999|3351.548891|-1424.980013|2328.360804|-17.04077386|0.173430886|0.975803904|124.4394929|28.73282642|1723.969585|1.0|1.0|1.0|1.0|2.0|3.94|2.82|23.0|-8.66|2.94|5.37|124.17|1.86|132.47|0.0|1.0|5.0|-5.74|34.0|6.0|0.0|-5.13|1.82e-06|7.47e-06|0.0|0.0|1.03e-06|-0.0398699999999999|5.0379|4.1034|-1845.304274|1302.56|302.15|0.1354|246.1|642.39|0.41618|0.5577300000000001|-1844.970617|0.1166|0.04718819|-1845.037411|6.8327
12a_a30|0|0|0|0.0|0|0.604984824|0.0|0.033691224|5.351858133|-0.02919335|2|0.040166667|-0.096804291|0.005050384|0.009586623|10.31162903|1|0.005458948|-0.171649606|-0.053309522|1|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.097138462|0.337975309|-60.22802588|85.47365107|101.5505506|-0.037665934|-37.34272719|0.0|0.805190202|-1.845630786|69.45678454|0.469799116|2722.217443|-1144.332492|2256.680391|-14.47983299|0.194809798|0.88607758|120.786445|29.00398472|1421.195251|1.0|1.0|1.0|0.0|1.0|4.65|0.0|17.0|-6.64|3.84|2.62|81.65|2.82|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|0.0|-4.85|5.23e-06|1.4e-05|0.0|0.0|9.21e-05|-0.05184|5045.0|3.4885|-1575.7783980000002|1122.01|355.41|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|0.1511|0.03289568|-1575.597759|7.9469
12b_a30|0|0|0|0.0|0|0.604984682|0.0|0.047132642|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.001139238|-0.037209579|10.31162898|1|0.002064369|-0.165287712|-0.0541804029999999|1|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|-0.09915679|0.383979687|-62.96700664|86.84905288|149.39744040000002|-0.038448551|-39.98560202|0.0|0.798520682|-1.883979001|73.02913136|0.4676268939999999|2849.095245|-1196.373126|2347.979099|-15.50462119|0.201479318|0.878381889|127.9443353|30.57626261|1498.236868|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|0.0|-5.01|4.12e-06|9.71e-06|0.0|0.0|5.260000000000001e-05|-0.05351|5.0567|3.5207|-1675.0107779999998|1130.68|352.16|0.2079|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|0.03351603|-1674.838225|8.1543
34_a20|0|0|0|0.0|1|1.416932073|1.877209467|0.0305860929999999|4.727387819|-0.104520106|2|0.0396875|0.199191385|0.003085806|-0.046356705|10.93244905|1|0.003149352|0.327535029|0.0346782989999999|2|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|1|0.7966571459999999|-0.085459595|0.408491116|-57.49912174|297.5548445|136.81360859999998|-0.032248904|-38.68669181|80.66541842|0.776414086|-1.709191893|67.53437417|0.462785432|2825.042137|-1149.982435|2319.742032|-14.59875162|0.223585914|0.8614536140000001|150.43359099999998|27.94614651|1481.145765|1.0|1.0|1.0|1.0|1.0|3.43|2.92|27.0|-9.18|4.5|4.62|86.69|2.47|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|0.0|-5.02|7.27e-06|9.51e-06|0.0|0.0|2.780000000000001e-07|-0.05181|5.4132|3.8699|-1352.31921|1205.64|320.38|0.4388|229.04|544.93|0.38519|0.68845|-1352.041015|0.0766|0.03558836|-1352.102407|7.2147
14_a15|0|0|0|0.0|0|1.43568901|0.0|-0.058775738|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|0.001740635|-0.053931584|10.9597359|0|0.0034254209999999|-0.051908601|-0.120626133|2|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.0917424269999999|0.7461324029999999|-58.79722871|92.51564418|72.36402409|-0.032888795|-37.68282812|2.923143027|0.770309725|-1.743106111|68.59458198|0.406717767|2612.691478|-1117.1473460000002|2731.841165|-13.50893838|0.229690275|0.685538423|147.2072638|27.36334635|1450.257357|1.0|0.0|1.0|1.0|1.0|3.56|3.72|24.0|-9.82|5.32|6.3|56.27|2.87|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|1.0|-5.83|5.99e-07|1.47e-06|0.0|0.0|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.105795|1177.14|342.41|0.3131|278.5|584.18|0.65079|0.7055899999999999|-1280.809256|0.0054|0.03885834|-1280.87015|7.5229
22_a47|0|1|1|0.0|1|1.408617385|1.202720059|0.048272293|4.727387819|-0.150248628|2|0.043695652|-0.029311184|-0.006808306|-0.075111395|10.95023117|1|-0.004332497|-0.077468004|-0.1049885469999999|2|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.089280419|0.573087958|-52.67991531|12.19999546|177.81209280000002|-0.031744149|-31.08378631|54.21581266|0.6096864479999999|-1.42848671|71.28682035|0.4614909829999999|2692.510471|-842.8786448999999|1494.441201|-11.05201291|0.390313552|0.8569791179999999|230.3045281|30.72175314|1382.478891|0.0|1.0|1.0|1.0|2.0|3.31|3.16|21.0|-7.69|3.07|4.85|84.73|2.97|104.64|0.0|1.0|5.0|-4.44|29.0|6.0|0.0|-4.38|3.6e-05|4.16e-05|0.0|0.0|8.11e-06|-0.0612399999999999|4.7954|4017.0|-1375.05033|1027.32|308.65|0.3367|258.55|466.95|0.50316|0.68312|-1374.857521|0.0799|0.02840507|-1374.914437|9.0
12av_a36|1|0|0|0.0|0|1.297042752|0.0|0.049150854|5.351858133|-0.081537769|2|0.04250591|0.06882889|-0.00233752|-0.021036176|10.96037173|1|-0.000472698|0.1168328169999999|-0.126068378|1|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|0|0.752447733|-0.105593135|0.277834652|-73.55299094|99.2415672|172.4374372|-0.035197712|-51.2347934|124.9387725|0.671916917|-2.006269572|91.5101903|0.491188387|3011.024457|-1397.506828|2354.591519|-17.07826447|0.328083083|0.965363947|228.5327731|36.48912989|2079.880404|0.0|0.0|1.0|0.0|3.0|4.96|0.0|17.0|-6.93|2.38|1.65|98.3|1.49|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|0.0|-3.64|0.000292|0.000227|0.0|0.0|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|1247.28|360.39|0.6698|256.12|588.31|0.43212|0.70455|-1440.67411|0.0027|0.04308001|-1440.738332|7.4089
19g_a38|1|0|0|0.0|0|1.297044182|0.0|-0.077355838|5.351858133|-0.117921811|2|0.042419753|-0.037579797|-0.006877664|-0.009881824|10.96052467|1|-0.004358975|-0.096139701|-0.098027247|1|0.836170906|-0.063110203|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|-0.114243258|0.5322242429999999|-72.29378538|137.56612280000002|177.181631|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|86.78105144|0.455443492|2897.384301|-1228.994351|2506.378649|-15.5542928|0.280058007|0.836356715|177.2223055|34.14148263|1707.074131|1.0|1.0|1.0|1.0|3.0|4.82|2.52|17.0|-7.12|3.55|3.11|81.23|2.78|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|0.0|-4.33|5.68e-05|4.67e-05|0.0|0.0|3.19e-05|-0.05479|5.2766|3.6887|-1431.419426|1104.29|336.12|0.2285|234.97|475.84|0.3937|0.69982|-1431.186566|0.0962|0.03244515|-1431.244906|7.3778
15_a3|0|0|0|0.0|0|0.619596467|0.0|0.079167398|4.727387819|-0.092127078|3|0.045993266|-0.182934001|-0.006419472|0.126641951|10.33806279|0|-0.004459728|-0.325227172|-0.022386155|3|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|-0.107619999|0.451058529|-55.08588323|315.5421792|113.1667185|-0.037667|-28.19600959|0.0|0.850327497|-1.50667999|60.30684851|0.461565365|2116.88728|-771.2023653|1433.713715|-9.868603355|0.149672503|0.85723565|76.61068671|22.67368656|906.9474625|1.0|0.0|1.0|1.0|1.0|4.12|0.0|16.0|-5.78|2.21|1.56|89.99|0.96|94.29|0.0|2.0|2.0|-2.77|23.0|5.0|0.0|-3.02|0.0017|0.000951|0.0|0.0|0.000535|-0.06319|6.0077|3.7072|-1328.688126|916.07|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|0.0173|0.0228507|-1328.581677|7.6021
12ab_a30|0|0|0|0.0|0|0.604983638|0.0|-0.026189286|5.351858133|-0.030346359|2|0.043854875|0.018023992|0.003529389|0.038312857|10.31162784|1|0.005111479|0.03046828|-0.12254489|1|0.809127478|0.078325164|0.026596859|0.855880335|0.794193541|0|0.7997534890000001|-0.1008879709999999|0.4605456229999999|-71.0035788|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|0.0|0.603952976|-1.815983471|92.49334877|0.461207954|3118.431712|-1278.064418|2618.234172|-15.78042667|0.3960470239999999|0.856003642|278.7324985|37.1257096|2116.165447|1.0|1.0|1.0|1.0|1.0|4.87|0.0|17.0|-6.83|3.94|2.63|100.11|2.2|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|0.0|-5.0|2.47e-06|9.94e-06|0.0|0.0|6.720000000000001e-05|-49.0|4.8018|3.4919|-1804.824495|1275.19|355.06|0.1957|258.2|613.7|0.46561|0.68324|-1804.523449|0.1511|0.03368522|-1804.589076|7.7825
14p_a23|0|1|1|0.0|2|1.197963748|3.3252287430000003|0.044380583|5.351858133|0.006191846|2|0.045165485|0.041987653|0.009895793|-0.060144819|10.31321773|2|0.009266617|0.080581604|-0.0686282459999999|2|0.799506006|0.099883916|-0.090287278|0.8683808959999999|0.669357479|1|0.923455749|-0.080784473|0.223758613|-54.50240143|40.58186569|51.64167457|-0.033660197|-36.77082544|84.65359899|0.751638299|-1.615689464|67.36602512|0.464933687|3010.721939|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|0.868927227|167.5607773|30.21311441|1450.229492|0.0|1.0|1.0|1.0|1.0|3.48|3.28|26.0|-7.47|3.4|3.89|128.81|2.39|125.0|0.0|1.0|5.0|-5.68|32.0|5.0|0.0|-4.9|2.09e-06|1.27e-05|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.5752|-1722.181612|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|0.02935511|-1721.994023|8.5302
13d_a5 (GW788388)|1|0|0|0.0|0|1.236844097|0.0|-0.0959854909999999|4.59511985|-0.009710199|3|0.027375887|-0.092509033|0.002956745|-0.086484275|10.94530363|1|0.003668464|-0.14893897|-0.010147323|2|0.78479342|0.024905619|0.047169811|0.834800344|0.71006207|0|0.774103723|-0.0844793|0.54169129|-55.87383979|151.3669372|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|70.45205183|0.488398052|2834.036315|-1061.602956|1377.863026|-12.76608229|0.330817879|0.954644629|218.7999323|28.84397435|1586.418589|0.0|1.0|1.0|1.0|2.0|3.21|2.74|23.0|-8.84|4.56|4.11|92.79|1.37|121.68|0.0|1.0|6.0|-4.35|32.0|5.0|0.0|-4.35|4.429999999999999e-05|4.5e-05|0.0|0.0|6.16e-07|-0.05542|4.6091|4.1706|-1390.589662|1206.73|297.28|0.5251|269.0|532.01|0.42515|0.48848|-1390.294368|0.1549|0.04130059|-1390.355751|7.7447
8a_a31|1|0|0|0.0|0|0.610138387|0.0|-0.039027368|5.733341277|-0.158899731|0|0.043817204|-0.1480271209999999|-0.013230176|-0.135144546|10.31170053|2|-0.009293513|-0.258538098|-0.054025775|0|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.883113019|0|0.594139864|-0.136459435|0.272259026|-67.46619355|131.2406629|200.6591816|-0.0416959379999999|-33.35560699|465.4559302|0.666437359|-1.501053781|82.32407724|0.4512945479999999|2128.209198|-742.1281291|1443.955093|-10.19199103|0.333562641|0.822471411|164.9149565|30.93264504|1113.575221|0.0|0.0|1.0|1.0|2.0|3.34|2.05|16.0|-5.33|4.16|2.54|114.29|0.36|83.83|0.0|2.0|3.0|-3.57|22.0|5.0|0.0|-3.11|0.000269|0.000773|0.0|0.0|0.00145|-0.02993|3.8097|3.8097|-1347.541429|872.11|325.45|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|0.03432763|-1347.446223|6.1024
18_a10|0|0|0|0.0|1|1.243178376|2.142254323|-0.182332901|5.733341277|0.0307177839999999|2|0.035770975|-0.092424959|0.009941402|-0.052165302|10.92966688|1|0.010573165|-0.144233311|-0.091730492|2|0.785539083|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.885552955|-0.076052353|0.656664457|-48.27152552|40.99617452|72.64119073|-0.024889861|-30.63863373|123.3621791|0.641615544|-1.368942347|61.38857307|0.4670293179999999|2788.499133|-868.8874593|2137.914113|-10.02718922|0.358384456|0.876275815|227.471785|24.62214943|1354.218219|0.0|1.0|1.0|1.0|0.0|4.07|3.41|21.0|-7.88|4.65|4.66|62.06|2.14|119.81|0.0|1.0|5.0|-4.48|31.0|5.0|0.0|-4.77|3.34e-05|1.7100000000000002e-05|0.0|0.0|5.44e-06|-0.0495699999999999|5.7687|3.7977|-1336.433782|1181.5|326.47|0.2962|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|0.1637|0.02974086|-1336.185978|6.8861
9_a10|0|0|0|0.0|1|1.377786667|1.998759814|-0.096384071|5.4161004020000005|-0.032199235|2|0.03590535|-0.048732912|0.007316125|-0.1189611519999999|10.92721632|1|0.007847998|-0.079150788|-0.1475423119999999|2|0.791322552|-0.000865755|-0.169389445|0.837889476|0.692424727|1|0.8694452140000001|-0.084348428|0.6816795959999999|-59.80726117|86.66800495|92.56988349|-0.028592687|-42.40634438|59.95939417|0.73129178|-1.686968561|71.07688871|0.45291714|2904.874289|-1196.145223|2284.568215|-14.37503199|0.26870822|0.827876677|190.5275895|27.72306267|1635.660698|1.0|1.0|1.0|1.0|1.0|4.0|3.2|21.0|-7.93|3.69|3.68|75.94|1.81|130.71|0.0|1.0|7.0|-4.23|33.0|5.0|0.0|-4.44|5.920000000000001e-05|3.64e-05|0.0|0.0|5.14e-06|-0.06118|5.5668|3.7309|-1410.041793|1278.57|332.32|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|0.0041|0.03583924|-1409.764013|6.7144
2_a33|1|1|1|0.0|0|0.609420748|0.0|0.047294725|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.002514803|0.070526947|10.31100266|3|-0.000810928|-0.0881938509999999|-0.083752249|0|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.104047115|0.411881091|-63.57699532|103.5201191|110.28338390000002|-0.031851158|-38.84811555|44.34034244|0.702597735|-1.56070672|75.44970552|0.4699986339999999|2632.195388|-953.6549298|3245.244678|-11.89228027|0.297402265|0.8867875909999999|181.7248125|27.70055258|1357.327077|1.0|1.0|1.0|1.0|2.0|3.57|3.51|19.0|-7.67|6.7|4.63|140.04|1.33|115.28|1.0|1.0|7.0|-6.35|28.0|4.0|1.0|-4.78|4.44e-07|1.6800000000000002e-05|0.0|0.0|8.78e-06|-0.04967|3.6281|3.6281|-1920.079174|1128.98|341.74|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|0.2911|0.02972182|-1919.890628|8.2596
47i_a18|0|0|0|0.0|0|1.251177255|0.0|0.053794607|4.844187086|-0.066917145|0|0.037484277|-0.037689885|-0.000919158|0.073977454|10.94702091|0|0.000427479|-0.057689282|-0.106018078|0|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0|0.8030751740000001|-0.089609068|0.279553995|-62.41153158|72.81110823|137.1555392|-0.035256027|-43.46880696|82.81385171|0.8608685909999999|-2.150617629|68.954317|0.487446923|2795.907966|-1497.876758|1333.332089|-17.10248143|0.139131409|0.951017454|96.90318745|28.52393145|1739.959818|1.0|0.0|1.0|1.0|3.0|4.05|0.0|18.0|-8.98|3.28|2.8|85.29|2.74|134.83|0.0|1.0|8.0|-5.18|33.0|3.0|0.0|-4.78|6.58e-06|1.67e-05|0.0|0.0|4.6e-07|-0.05062|3.2321|3.2321|-1416.260696|1297.7|383.61|0.5085|383.61|664.78|0.69175|0.69175|-1415.875678|0.5085|0.02671774|-1415.944522|7.7212
18d_a25|0|0|0|0.0|1|1.193723212|1.918453956|-0.0881447869999999|4.727387819|0.024310576|2|0.042843137|-0.031867489|0.006452854|-0.070413428|10.31285314|1|0.0062422|-0.055336237|-0.035684977|2|0.780221059|-0.03671629|0.029728702|0.838260077|0.696372329|1|0.937813705|-0.076328248|0.278576218|-57.45144813|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|0.389087507|0.75793699|-1.602893201|68.15463481|0.476833495|3113.122552|-1206.480411|2625.142499|-15.93166285|0.24206301|0.911437354|182.1982146|27.92623037|1591.795131|1.0|1.0|1.0|1.0|1.0|3.66|3.57|27.0|-10.23|6.33|5.98|111.51|2.4|143.37|0.0|0.0|7.0|-6.26|35.0|4.0|1.0|-5.54|5.47e-07|2.86e-06|0.0|0.0|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|1358.25|340.69|0.3986|219.39|664.72|0.41694|0.6823899999999999|-1806.514606|0.0389|0.03560672|-1806.582751|6.6345
14a_a23|0|1|1|0.0|2|1.197964042|3.39397765|0.050806184|5.351858133|-0.0246126279999999|2|0.042992424|0.0446402609999999|0.012219066|-0.0518554529999999|10.31321831|2|0.011363191|0.083206288|-0.073893976|2|0.7556436440000001|0.114693804|-0.123790952|0.816237166|0.6888154959999999|1|0.918677038|-0.08032517|0.225448915|-50.79675604|38.57988954|51.42774883|-0.0341809229999999|-32.12331106|80.54176247|0.7807587890000001|-1.606503401|61.36268093|0.462434482|2816.527785|-1015.935121|2173.7139190000003|-13.66949407|0.219241211|0.8602383659999999|138.6457355|27.68542751|1301.215093|1.0|1.0|1.0|1.0|1.0|3.41|2.86|26.0|-7.41|3.36|4.02|105.02|3.03|120.28|0.0|1.0|5.0|-5.47|30.0|4.0|0.0|-4.96|3.38e-06|1.1e-05|0.0|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|1134.02|334.02|0.3764|334.02|516.58|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|0.0216412|-1629.748476|8.5498
12o_a30|0|0|0|0.0|0|0.604984133|0.0|0.036331447|5.351858133|-0.028326022|2|0.040899471|-0.089996613|0.00372838|0.019094532|10.31162888|1|0.003603419|-0.157974241|-0.051371057|1|0.815003426|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|0.844344883|-0.0975052409999999|0.402022325|-62.74209511|75.15128057|100.1600333|-0.037808155|-40.37291185|0.0|0.8131344979999999|-1.852599578|71.87393121|0.46964626|2860.371518|-1192.099807|2476.50603|-15.65480256|0.186865502|0.885533983|120.2431068|29.91948755|1466.05489|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-7.22|4.47|3.27|81.65|3.31|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|0.0|-5.44|1.19e-06|3.61e-06|0.0|0.0|2.61e-05|-0.05085|5.1935|3.4817|-2035.37262|1162.63|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|0.03392126|-2035.199757|7.8097
12s_a36|1|0|0|0.0|0|1.297044029|0.0|-0.057853364|5.351858133|-0.045035034|2|0.042804233|0.037454164|0.002951176|0.0056370119999999|10.95352614|1|0.003962098|0.063448144|-0.104118159|1|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.1000534719999999|0.4314309979999999|-64.57958827|110.6090028|109.5085883|-0.035868226|-41.6829437|10.23927133|0.754198383|-1.901015959|76.34126108|0.4604765839999999|2710.355028|-1227.012177|2294.468358|-14.94294208|0.245801617|0.853487672|158.6528381|30.69639722|1626.909053|1.0|0.0|1.0|0.0|2.0|4.85|0.0|17.0|-6.97|3.24|2.19|69.2|2.24|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.0|0.0|4.270000000000001e-05|-0.04908|3.8751|3.7604|-1272.270833|1150.67|329.71|0.4501|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|0.0002|0.03416928|-1272.061111|8.0458
7s_a46|0|0|0|0.218897825|1|1.160371307|2.117265684|-0.0778653109999999|5.533389489|-0.076841616|1|0.044509804|-0.210750635|0.0060802|-0.005405515|10.94651358|1|0.005577925|-0.327656845|0.012197837|1|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.858788462|-0.083011849|0.249893305|-41.72189594|166.3052939|70.97315818|-0.031623562|-20.9694955|0.0|0.8198874559999999|-1.3281895890000002|47.36217237|0.433822088|1982.695462|-667.5503351|1619.4591|-7.988379237|0.1801125439999999|0.7662292690000001|90.5248694|19.38565529|814.1975221|0.0|0.0|1.0|1.0|1.0|3.08|2.33|17.0|-6.08|3.65|3.9|50.94|2.39|91.19|0.0|1.0|2.0|-4.07|23.0|3.0|0.0|-4.24|8.590000000000001e-05|5.76e-05|0.0|0.0|0.000256|-0.02024|5.2972|4293.0|-974.8067569|916.7|288.81|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|0.1186|0.036050328|-974.664103|5.7022
