molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
3t_a32|1|1|1|0.0|0|0.609420752|0.0|0.028840888|5.733341277|-0.0338714389999999|0|0.03995614|0.028527045|9.83e-05|0.012069208|10.31100267|3|0.00139283|0.049606573|-0.070331512|0|0.822076702|0.0466380209999999|-0.146047869|0.870628579|0.687253845|1|0.828676243|-0.0974995|0.217914628|-61.58101978|97.01046154|108.2086749|-0.026967947|-38.89478416|0.0|0.684474482|-1.267493496|72.43498782|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|0.315525518|0.929482453|199.2870037|24.88485469|1169.58817|1.0|1.0|1.0|1.0|1.0|3.58|3.41|19.0|-8.01|7.65|5.42|128.01|1.74|112.48|0.0|1.0|7.0|-6.48|27.0|4.0|0.0|-4.93|3.28e-07|1.16e-05|0.0|0.0|3.91e-06|-0.05507|3.5487|3.5487|-1864.708995|1129.24|349.38|0.2906|349.38|575.45|0.70286|0.70286|-1864.472646|0.2906|0.03020622|-1864.534478|8.0458
4R4k_a46|0|0|0|0.173180233|1|1.134637098|2.145043462|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|1|0.006050983|-0.158788415|0.008544799|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.890625164|-0.085931818|0.237621572|-45.72566346|173.3171354|58.20005971|-0.030434186|-24.33134018|0.0|0.866681099|-1.4608409080000002|49.58292992|0.465590034|2105.035168|-777.3362788|1767.850427|-8.617349646000001|0.133318901|0.871222588|70.94107067|18.68565706|896.9115391|1.0|0.0|1.0|1.0|1.0|3.8|3.12|17.0|-6.61|4.26|4.77|50.94|2.84|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|0.0|-4.83|1.5e-05|1.4800000000000002e-05|0.0|0.0|8.28e-05|-0.02045|5.2965|4.1392|-1053.439174|994.13|299.53|0.2896|234.09|490.83|0.54119|0.68404|-1053.202129|0.1008|0.0257622|-1053.254911|7.0132
9s_a24|1|0|0|0.0|0|1.4275963180000002|0.0|-0.222173285|4.59511985|-0.00570386|4|0.023585859|-0.050919714|0.006748865|-0.060407836|10.96129902|1|0.007695726|-0.0897306019999999|-0.204128966|3|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.063587778|0.483170382|-39.48555839|33.24649431|72.43525688|-0.019465646|-24.51900941|0.695462853|0.445160769|-0.953816666|61.19761205|0.47085169|2747.809842|-592.2833757999999|969.5210193|-7.505819207999999|0.554839231|0.889829339|344.5337711|27.15292246|1330.4932|0.0|1.0|1.0|1.0|1.0|3.43|2.78|29.0|-8.11|3.15|4.29|77.21|0.81|115.67|0.0|1.0|4.0|-3.36|30.0|4.0|0.0|-4.06|0.000434|8.71e-05|0.0|0.0|3.04e-06|-0.03597|3.0726|2.6707|-1271.031372|1121.42|464.24|0.5112|403.51|521.4|0.69475|0.6907300000000001|-1270.738032|0.0839|0.03640642|-1270.796154|7.4949
12_a3|0|0|0|0.0|0|0.605020506|0.0|0.167987916|4.727387819|-0.118456941|2|0.042795699|-0.120694579|-0.006049098|-0.045382017|10.31163031|1|-0.0045709459999999|-0.218774634|0.017902469|2|0.718481325|-0.039834906|-0.125395523|0.784451598|0.841871246|1|0.829399708|-0.096133903|0.101891875|-45.63945658|239.2266101|80.99228663|-0.039584548|-21.667278|76.23910943|0.830418645|-1.345874639|52.16354015|0.463780604|2056.502939|-638.9523922000001|1064.221958|-8.921820355|0.169581355|0.864908294|80.50854774|22.63041363|769.4340634|1.0|1.0|1.0|1.0|1.0|3.2|2.17|21.0|-6.89|4.34|4.01|92.93|1.6|90.49|0.0|1.0|2.0|-5.68|22.0|3.0|0.0|-4.84|2.07e-06|1.44e-05|0.0|0.0|3.9500000000000005e-05|-0.06361|3263.0|3263.0|-1272.152002|847.25|379.97|0.5056|379.97|361.95|0.69784|0.69784|-1272.010995|0.5056|0.02620998|-1272.058487|5.45
3o_a32|1|1|1|0.0|0|0.609420753|0.0|-0.022603806|5.733341277|-0.014299905|1|0.035643275|-0.064818511|-0.001411347|-0.117781901|10.3110027|3|0.000243592|-0.117744493|-0.061774721|0|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.095457829|0.252703854|-55.03672286|62.67187821|93.52833522|-0.031819276|-31.73171751|0.0|0.7850948190000001|-1.4318674340000002|62.56936516|0.455089918|2488.133192|-825.5508427999999|2469.87467|-10.57723917|0.214905181|0.835165165|123.9047338|23.36733582|1051.530112|1.0|1.0|1.0|1.0|2.0|3.47|3.06|19.0|-7.27|6.39|4.2|122.97|1.58|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|0.0|-4.73|1.89e-06|1.87e-05|0.0|0.0|2.04e-05|-0.05413|3.5333|3.5333|-1805.504508|1049.14|350.9|0.2851|350.9|464.85|0.70216|0.70216|-1805.277864|0.2851|0.03088166|-1805.333039|6.6198
5e_a40|0|0|0|0.0|1|0.604912776|1.661964758|-0.091305805|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.009890343|0.158430496|10.31198323|2|0.008306061|-0.184667138|0.005996234|0|0.8092726020000001|-0.402340487|0.0451110059999999|0.877722972|0.5087199929999999|1|0.864422751|-0.089724264|0.0499188609999999|-42.66853738|170.7311133|64.47400829|-0.035889706|-20.29110082|51.7148695|0.8223594679999999|-1.076691165|48.81318333|0.47779156|1986.384601|-512.0224486000001|512.5703164|-8.116440327000001|0.177640532|0.914944155|84.47727896|20.75420252|622.6260756|1.0|1.0|0.0|0.0|0.0|3.03|2.73|14.0|-4.65|4.3|3.74|75.5|2.37|79.16|0.0|2.0|3.0|-4.78|20.0|3.0|0.0|-4.25|1.66e-05|5.56e-05|0.0|0.0|0.00678|-0.07231|3.7138|3.7138|-1637.197299|802.38|333.85|0.5262|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|0.01659566|-1637.162552|7.6021
9g_a24|1|0|0|0.0|1|1.427608366|1.7647373919999998|-0.318471716|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|0.0144065739999999|0.070915465|10.96318169|2|0.013119312|-0.292600863|-0.0273623029999999|2|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0.657503038|0|0.8671367529999999|-0.065668047|0.383340003|-32.49188065|174.88817269999998|65.73938109|-0.021297745|-16.07665151|0.0|0.4819264479999999|-0.788016565|49.25777584|0.427531635|2123.257348|-389.9025677|1196.910121|-5.214049137|0.518073552|0.746821416|256.3375151|21.8662148|809.0499476|0.0|0.0|1.0|1.0|1.0|2.8|1.78|22.0|-6.43|2.91|2.93|72.28|0.64|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|0.0|-3.09|0.00323|0.0008179999999999|0.0|0.0|0.000113|-0.03585|5.2521|4.2802|-984.5891383|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|0.1023|0.032630457|-984.497752|7.1675
16_a31|1|0|0|0.0|0|0.61013894|0.0|0.152128735|5.733341277|-0.186617888|0|0.042528736|-0.050076586|-0.017017891|-0.00795845|10.31170095|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|0|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.150315165|0.29485045|-70.82239128|130.369865|213.694252|-0.050105055|-33.36862997|467.7901274|0.73080436|-1.653466811|83.86629191|0.427771627|2071.962924|-779.0463041|1212.615438|-11.12287666|0.26919564|0.747554032|126.8340354|32.30339751|1066.012118|0.0|0.0|1.0|1.0|2.0|3.2|1.93|16.0|-4.94|3.8|2.83|114.29|0.78|80.57|0.0|2.0|2.0|-4.36|21.0|4.0|0.0|-3.6|4.38e-05|0.000254|0.0|0.0|0.00347|-0.0318899999999999|3.6596|3.6596|-1308.242314|818.1|338.79|0.2534|338.79|369.73|0.70108|0.70108|-1308.113026|0.2534|0.03948619|-1308.161433|7.0458
13c_a5|1|0|0|0.0|0|1.377702625|0.0|-0.2071929139999999|4.59511985|-0.0090268969999999|3|0.024822695|-0.010689086|0.005288472|-0.098760742|10.94530327|1|0.006110714|-0.017427549|-0.092592608|2|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|0.80019672|-0.076591149|0.4148662979999999|-50.50012762|158.67712230000004|131.7396496|-0.025039414|-33.29709668|51.93687546|0.551328235|-1.302049531|70.46156718|0.46617977|2793.480751|-858.5021696|1235.709541|-10.8855893|0.448671765|0.873289814|295.8302846|29.94524142|1557.152554|0.0|1.0|1.0|1.0|1.0|3.13|2.58|23.0|-8.09|4.23|3.29|84.0|1.16|120.88|0.0|1.0|5.0|-3.55|31.0|5.0|0.0|-3.96|0.0002839999999999|0.000109|0.0|0.0|3.36e-06|-0.05615|4706.0|4.2145|-1351.274441|1153.36|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|0.1666|0.03747691|-1351.067237|6.9101
14r_a23|0|1|1|0.0|2|1.197963203|3.201732471|-0.009140243|5.351858133|-0.06921746|2|0.045277778|0.014148395|0.007671236|-0.079935667|10.31321824|2|0.0075222369999999|0.033038452|-0.073945564|2|0.7837821840000001|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.085881409|0.375360556|-55.30494931|47.26552456|86.14846171|-0.03654528|-35.61466281|55.62948521|0.7882228370000001|-1.717628177|66.31173073|0.4661909429999999|2945.137191|-1106.098986|2306.754114|-15.15517566|0.211777163|0.873329024|136.37788909999998|29.85706563|1403.282085|0.0|1.0|1.0|0.0|1.0|3.47|3.06|26.0|-7.67|3.78|4.58|105.02|3.4|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|0.0|-5.11|2.66e-06|7.73e-06|0.0|0.0|9.18e-06|-0.06842|5.9406|3.1797|-1729.1556449999998|1145.51|389.92|0.2346|208.71|513.71|0.30482|0.68115|-1728.924789|0.0008|0.02296354|-1728.98403|8.2684
12p_a36|1|0|0|0.0|0|1.297044387|0.0|-0.0494658159999999|5.351858133|-0.084341564|2|0.042804233|0.114716581|-0.002526241|-0.084846674|10.96052769|1|-0.000673716|0.2461794139999999|-0.101303149|1|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0.698414933|0|0.748438833|-0.108380023|0.315548061|-68.22905781|83.24921731|158.3666517|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|80.40682298|0.475504684|2774.926334|-1228.123041|2308.958924|-15.4629378|0.240873847|0.906594718|151.63860559999998|32.35623052|1617.811526|1.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|-6.86|3.13|2.44|69.2|2.4|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|0.0|-4.16|0.000129|6.96e-05|0.0|0.0|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.182868|1113.05|323.11|0.3015|232.12|506.89|0.30159|0.66559|-1331.947748|0.1841|0.03396697|-1332.006106|8.0458
11a_a31|1|0|0|0.0|0|0.610138462|0.0|-0.045290366|5.733341277|-0.259732443|0|0.044949495|-0.087576474|-0.022093578|-0.1217573119999999|10.31170041|2|-0.017433557|-0.149933348|-0.1068420919999999|0|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|0|0.486754956|-0.161027639|0.271818874|-81.26889906|258.8577775|259.0291941|-0.056833284|-41.01552988|71.03772901|0.735254945|-1.932331673|97.23036756|0.451795285|2288.9694010000003|-975.2267888|1769.346573|-14.47606937|0.264745055|0.8241360790000001|133.6139513|39.01114987|1326.379096|0.0|1.0|0.0|1.0|2.0|3.26|2.16|16.0|-4.65|3.93|2.94|125.57|0.57|83.12|0.0|2.0|3.0|-4.81|23.0|6.0|0.0|-3.79|1.5399999999999998e-05|0.000161|0.0|0.0|0.00731|-0.05074|3.8042|3.8042|-1441.452616|860.74|325.92|0.2797|325.92|407.76|0.69222|0.69222|-1441.327731|0.2797|0.04099365|-1441.37897|6.7212
3p_a32|1|1|1|0.0|0|0.609420752|0.0|0.007752757|6.008813185|-0.028895521|0|0.036666667|-0.050639647|-0.000971341|-0.111150118|10.31100269|3|0.000920756|-0.092884784|-0.146606489|0|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.098773656|0.366898545|-58.13283248|40.28175307|106.1908248|-0.029183126|-34.21384146|57.82331968|0.6199678829999999|-1.28405753|73.07639870000001|0.416240891|2650.4178850000003|-755.7268222|3037.061498|-10.10863498|0.380032117|0.713035367|223.6663527|27.70403125|1218.977375|1.0|1.0|1.0|1.0|1.0|3.38|2.6|19.0|-6.79|6.06|3.71|131.25|1.1|112.37|0.0|1.0|4.0|-5.11|27.0|4.0|0.0|-4.25|7.78e-06|5.629999999999999e-05|0.0|0.0|6.4e-05|-0.04963|3.6436|3.6436|-1879.554272|1057.58|340.28|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|0.02642856|-1879.406962|7585.0
12h_a36|1|0|0|0.0|0|1.297043828|0.0|-0.128701804|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.00127667|-0.003014954|10.96020037|1|0.003077071|0.100530266|-0.1430106119999999|1|0.820041835|-0.10861416|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.10720355|0.3726296|-70.19826261|82.11195464|118.1187282|-0.035734517|-45.96672487|1.413982241|0.665254541|-1.929663894|87.85958486|0.464544951|2845.467486|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|0.8675704009999999|219.1956304|35.1736357|1899.376328|1.0|0.0|1.0|0.0|2.0|4.8|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|0.0|-4.07|0.000113|8.499999999999999e-05|1.0|0.0|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|1177.89|358.81|0.5756|238.44|535.67|0.34589|0.7014600000000001|-1347.199963|0.0056|0.02925492|-1347.260478|7.8539
18_a34|0|0|0|0.0|1|1.4547811819999998|1.801574074|-0.063113846|5.351858133|-0.101546926|1|0.040527066|-0.100548575|-0.001615187|-0.141332289|10.9595763|1|0.002183342|-0.155197864|-0.3102088839999999|1|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|0.68981472|-0.129784908|0.295523326|-71.65163761|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|54.26737825|0.695849945|-1.816988713|86.77082535|0.441058733|2424.18137|-1003.122927|1774.550004|-12.87916264|0.304150055|0.789096743|167.9151283|33.52510165|1441.579371|1.0|1.0|0.0|1.0|0.0|3.28|3.61|17.0|-5.65|3.13|3.15|75.47|1.49|93.91|0.0|2.0|5.0|-4.32|26.0|6.0|0.0|-4.11|4.77e-05|7.829999999999999e-05|0.0|0.0|0.000781|-0.03925|4.4335|4.1234|-1199.288654|991.93|300.68|0.3525|279.66|483.87|0.56101|0.60488|-1199.101028|0.0303|0.02902032|-1199.158044|5.6144
12i_a36|1|0|0|-4.787087299|0|1.2401347459999998|0.0|0.043792895|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|-0.011700732|0.128325344|10.96020192|1|-0.007897954|0.135587069|-0.1187503719999999|1|0.820041835|0.141564781|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.117424873|0.332782117|-75.66036485|108.3973956|108.9148111|-0.045665229|-48.75024044|0.52902639|0.7691298590000001|-2.46592234|90.11282843|0.460246812|3231.030388|-1588.867662|2351.232652|-18.95842684|0.230870141|0.8526986440000001|148.7565508|38.2555363|2065.79896|1.0|1.0|1.0|0.0|2.0|4.8|0.0|17.0|-7.14|3.31|4.04|78.43|2.04|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|0.0|-5.07|6.26e-06|8.6e-06|0.0|0.0|3.37e-05|-0.05065|5.2297|3.7496|-1645.2030949999998|1172.5|330.66|0.5402|237.08|504.47|0.34255|0.70134|-1644.954647|0.1516|0.03165678|-1645.017702|7.9208
15a_a50|0|1|1|0.0|2|1.3530592819999998|4.126145086|-0.113976703|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|0.005366038|-0.15010386|10.94500663|2|0.005828749|-0.072976638|-0.128070491|1|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|0.837789896|-0.084501726|0.4349386739999999|-50.56454577|275.287923|97.06405493|-0.029316925|-30.25705388|0.0|0.705410595|-1.436529349|61.78266878|0.4476230879999999|2503.770258|-859.5972780999999|1754.903963|-10.49734522|0.294589405|0.8103580690000001|176.277812|24.86892274|1218.577214|0.0|1.0|1.0|1.0|1.0|3.7|2.63|20.0|-6.09|3.23|3.57|68.76|1.87|110.43|0.0|1.0|5.0|-3.6|28.0|4.0|0.0|-3.92|0.000251|0.0001189999999999|0.0|0.0|0.0003|-0.03255|4.0408|4.0408|-1199.818129|1091.64|306.83|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|0.1767|0.03314629|-1199.629702|7.3872
28_a47|0|1|1|0.0|1|1.4201653580000002|1.408016295|-0.053792245|4.727387819|-0.23494583|2|0.038387534|0.023813594|-0.013020816|-0.00496711|10.95058275|1|-0.010153352|0.06536499|-0.046265509|2|0.832144916|-0.175007067|0.074217097|0.896193695|0.614975047|1|0.605349345|-0.106779291|0.310094808|-63.47150284|365.2310214|234.5873429|-0.038135461|-37.72858603|83.61576722|0.65225927|-1.601689367|82.27079846|0.472690874|2616.1598940000003|-952.0725426|1337.037733|-13.47449501|0.34774073|0.8964208090000001|206.7032519|34.75365534|1459.653524|0.0|1.0|1.0|1.0|2.0|3.08|2.03|21.0|-6.92|2.49|3.84|98.72|1.67|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|0.0|-3.66|0.000214|0.000217|0.0|0.0|4.59e-05|-0.05471|3675.0|3675.0|-1335.759232|995.5|337.37|0.2996|337.37|461.73|0.69002|0.69002|-1335.571655|0.2996|0.03698465|-1335.6279869999998|7.6
11a_a50|0|1|1|0.0|2|1.397733996|4.088412042|-0.156121881|5.82008293|-0.014702942|1|0.038040936|-0.04339705|0.011959339|-0.108592708|10.94500606|2|0.012037198|-0.0739260509999999|-0.162848233|1|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|1|0.917127112|-0.071180382|0.2931724189999999|-37.63057389|7.53108119|43.81199235|-0.025421565|-19.89396594|67.28055926|0.6543614329999999|-1.067705728|48.67321197|0.463749257|2286.226222|-564.4586084|1550.320581|-7.104987834|0.345638567|0.864799282|182.7270002|20.53832944|862.6098364|0.0|1.0|1.0|1.0|0.0|3.44|2.8|20.0|-5.87|3.09|3.73|48.53|2.25|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|0.0|-4.16|0.000263|6.97e-05|0.0|0.0|0.000441|-0.03284|4.0636|4.0636|-1045.978598|963.2|305.11|0.1761|305.11|437.9|0.65485|0.65485|-1045.794689|0.1761|0.02431947|-1045.84627|7.2291
21_a4|0|0|0|0.0|1|1.399863887|2.026698554|-0.164057585|5.4161004020000005|-0.014982235|1|0.042924837|0.019346682|0.012362563|-0.2897937889999999|10.94593332|1|0.012094249|0.030586117|-0.063064908|1|0.777866961|0.090847781|-0.174578783|0.833191212|0.674434042|0|0.932146735|-0.076470465|0.239652988|-38.7880598|63.37635587|34.4171635|-0.028676424|-19.67444009|66.03320922|0.7231676229999999|-1.147056976|47.69702403|0.401240904|2045.488184|-581.8208971|1584.866567|-7.377915035|0.276832377|0.670120767|140.4174905|20.11362507|804.5450027|1.0|1.0|1.0|1.0|0.0|3.37|2.92|17.0|-5.94|3.7|3.85|39.94|2.32|91.59|0.0|2.0|3.0|-3.88|23.0|3.0|0.0|-4.19|0.000133|6.51e-05|0.0|0.0|0.000352|-0.02956|5.1623|4.0245|-973.5683008|916.76|308.08|0.2016|240.17|446.0|0.5260600000000001|0.66476|-973.400097|0.1457|0.020181098|-973.449892|6.9172
19_a20|1|0|0|0.0|0|1.4009239059999998|0.0|0.071176085|4.727387819|-0.130949446|3|0.0396875|0.103271147|-0.006620594|0.077469518|10.94899558|1|-0.004654742|0.175308615|-0.049177437|3|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|0.754452534|-0.099685049|0.25624423|-65.49811346|339.8339889|161.33709|-0.038340404|-43.03556944|88.19441661|0.796070588|-1.993700989|75.98477124|0.483310517|2849.084477|-1309.962269|1818.518838|-16.55214209|0.203929412|0.935398401|133.9919257|31.64490997|1645.535318|1.0|1.0|1.0|1.0|2.0|3.49|2.49|27.0|-9.63|4.97|4.08|110.44|1.33|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|0.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0|0.0|9.86e-08|-0.06767|3.3616|3.3616|-1368.413151|1190.68|368.83|0.2998|368.83|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|0.2998|0.03487615|-1368.190746|5585.0
12n_a36|1|0|0|0.0|0|0.299253841|0.0|0.039596635|5.351858133|-0.350034917|2|0.0438779959999999|0.027627601|-0.006862238|-0.035989956|10.31810354|1|-0.001160331|0.048110172|-0.15024383|1|0.81793955|0.162338703|-0.000421339|0.869718963|0.750657639|0|0.720111143|-0.115872034|0.239018516|-78.42650015|67.52548352|189.4391835|-0.039955874|-53.08197085|26.74179417|0.741751453|-2.317440678|92.79755725|0.454498749|3482.18259|-1568.530003|3465.537153|-18.30412788|0.258248547|0.833176363|174.79221719999998|36.45914091|2114.630173|0.0|0.0|1.0|0.0|3.0|5.03|0.0|17.0|-6.87|1.28|2.15|123.75|0.84|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0|0.0|6.45e-05|-0.05056|5.3573|3.6382|-1876.201464|1256.83|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|0.03261661|-1875.961945|7.8239
9_a1|1|0|0|0.0|0|1.432397289|0.0|0.020428974|4.727387819|-0.1075163359999999|1|0.037578348|-0.110185988|-0.00314411|-0.079063236|10.94877277|1|-0.0018191779999999|-0.232860777|-0.044035724|1|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.085722429|0.166794384|-49.42275468|63.73880199|141.093898|-0.031896718|-28.49439431|0.0|0.7816897429999999|-1.371558857|57.60218193|0.452572261|2387.143654|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|0.826725116|125.865476|23.52578164|1011.608611|1.0|1.0|1.0|1.0|1.0|2.78|2.66|23.0|-8.98|5.86|5.57|58.64|2.74|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|0.0|-4.79|2.07e-05|1.62e-05|0.0|0.0|3.7100000000000003e-07|-0.07602|3343.0|3343.0|-1187.226314|1007.04|370.88|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|0.5409|0.03294951|-1187.065335|5.2218
8d_a32|1|1|1|0.0|0|0.609420756|0.0|0.143684876|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|-0.006974711|-0.044765977|10.31100269|3|-0.005162219|0.113030335|0.001558357|0|0.825978584|-0.054095278|-0.11492754|0.875986707|0.789198712|1|0.7107041559999999|-0.109968322|0.261692269|-69.11005922|321.2496412|181.8092016|-0.03346862|-43.43251025|89.20994250000001|0.708567136|-1.539556512|81.54594837|0.47012654|2556.198518|-967.5408291|2371.595484|-13.21859008|0.2914328639999999|0.887243042|183.1522214|29.684549600000004|1365.489282|1.0|1.0|1.0|1.0|2.0|3.5|2.84|19.0|-7.26|6.42|4.32|154.03|1.1|110.38|1.0|1.0|7.0|-6.08|27.0|4.0|1.0|-4.36|8.41e-07|4.36e-05|0.0|0.0|2.19e-05|-0.0535|3.5588|3.5588|-1880.773727|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|0.3018|0.04065536|-1880.602038|8.0809
16b_a23|0|1|1|0.0|2|1.197960988|3.418247774|0.031073244|5.351858133|-0.013240238|3|0.037664609|0.054655144|0.0116350769999999|-0.068280331|10.31321583|2|0.011266252|0.099244509|-0.123524943|2|0.7740962779999999|0.14319927|-0.09063701|0.830577373|0.711576167|1|0.928579764|-0.07920267|0.2256448969999999|-58.69232154|7.971529518|52.92522904|-0.031407956|-43.49333918|100.0262487|0.738977|-1.821661419|72.31582904|0.4870072789999999|3370.826124|-1349.923395|2256.698672|-17.24735864|0.261023|0.949345397|193.4284005|31.49562341|1826.746158|1.0|1.0|1.0|0.0|1.0|4.19|0.0|26.0|-7.33|3.02|4.1|108.26|3.14|146.03|0.0|1.0|6.0|-6.19|36.0|4.0|0.0|-5.67|6.41e-07|2.16e-06|0.0|0.0|2.26e-05|-0.07352|1.6041|1.6041|-1877.655481|1340.35|772.92|0.3456|772.92|607.92|0.95419|0.95419|-1877.270284|0.3456|0.03978022|-1877.335869|7.0191
4g_a46|0|0|0|0.171759574|1|1.134637064|2.156712018|-0.153373738|5.587248657999999|-0.010706405|2|0.046415344|-0.093447672|0.011488768|-0.055084605|10.96333695|1|0.010608122|-0.144064904|-0.078780402|2|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0.635494818|0|0.946829733|-0.070153728|0.318162858|-40.24987057|7.38470955|30.50581108|-0.024339048|-23.0928866|72.82863401|0.826861093|-1.192613373|44.72726697|0.448462961|2242.010126|-684.2477996|2285.43285|-8.0118178|0.1731389069999999|0.8131148579999999|99.33639766|16.88825479|827.5244845|1.0|1.0|1.0|1.0|0.0|3.9|3.61|17.0|-7.8|5.19|5.37|43.6|3.06|106.55|0.0|1.0|3.0|-5.38|26.0|3.0|0.0|-5.38|4.22e-06|4.16e-06|0.0|0.0|5.75e-06|-0.03985|4.4163|4.4163|-1493.154666|1064.92|280.74|0.1294|280.74|530.39|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|0.02266493|-1492.979142|5.5615
