molecula|NaaNH|n9FaRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|Mor01p|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12r_a30|0|0|0.0|0|2|0.604984545|0.0|-0.007553813|-0.093024002|2|0.043383838|-0.093079817|-0.400352091|-0.002544958|10.31162892|-0.0646674999999999|1|-0.145315868|1|0.83236194|-0.105767484|0.889479916|0.591758164|0|-0.090229387|-0.109990462|-58.32042638|90.4724548|0.27927255|-0.040404659|-45.9515743|0.0|-1.979828309|-37.69583567|-26.11584816|70.6903535|0.464481911|2976.944611|-1279.67656|2433.580273|-16.88017015|0.209934663|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|33.05530181|616.2856203|1.0|0.0|4.66|0.0|17.0|3.74|81.65|3.58|2.0|0.0|0.0|-5.49|6.0|-6.06|434.46|0.0|0.0|0.0|-5.17|3.24e-06|0.00291|4.07|0.0|6.900000000000002e-08|5067.0|3.5111|-1774.236548|1141.54|353.12|0.32409|0.68476|-1774.009422|0.1522|-0.14894|-0.20138|0.03388131|-1774.070699|6.5511|29.0|7.5317|7.5317
1_a15|0|0|0.0|0|0|1.419940974|0.0|-0.0084598019999999|-0.043374667|2|0.0381893|0.06459652|-0.541427319|0.001244652|10.95880609|-0.000905902|0|-0.270248221|2|0.705825714|-0.001544849|0.74357498|0.795437721|0|-0.068077117|-0.1117462069999999|-44.01415991|121.3844816|0.124276535|-0.031142386|-46.71058649|63.14412039|-1.899685524|-28.45664402|-20.13460632|60.96303497|0.437969049|3000.975833|-1228.210985|2855.495631|-13.01770443|0.394072483|11.7078005|0.77926144|7284.337537|254.7811976|-794.0799704|33.22939752|851.7423982|1.0|1.0|3.91|4.18|24.0|6.32|74.73|2.2|3.0|0.0|0.0|-6.55|6.0|-5.38|457.52|1.0|0.0|0.0|-5.97|2.830000000000001e-07|0.000495|5.23|0.0|9.53e-11|4.3834|3.2188|-1510.136281|1271.06|385.18|0.64662|0.70553|-1509.785098|0.0061|-0.1365|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565|7.3565
12ak_a36|1|0|0.0|0|2|1.270373882|0.0|-0.006465433|-0.0407717229999999|2|0.041728395|0.12041792|-0.407322296|0.0042553209999999|10.95268014|-0.015708652|1|-0.163978382|1|0.815627016|-0.0265703679999999|0.860939187|0.860667615|0|-0.069176342|-0.091761476|-49.87483724|113.186508|0.151294857|-0.032660864|-47.69888026|25.9007405|-1.926990997|-35.95881638|-23.5478668|64.24490364|0.423822657|2830.816014|-1389.324141|2735.7986920000003|-16.97756755|0.262560805|13.86156772|0.735576751|6240.396899|189.3013851|-1001.676485|31.93194362|799.5563855|1.0|1.0|5.05|0.0|17.0|3.01|69.2|2.66|2.0|0.0|0.0|-4.95|4.0|-6.19|423.51|0.0|1.0|1.0|-4.86|1.13e-05|0.00589|3.8|0.0|4.2e-08|3.8734|3.6895|-1350.900117|1247.89|336.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
9d_a40|0|0|0.0|1|0|0.604992329|1.839557351|-0.003961493|-0.022152094|0|0.045555556|0.153818743|-0.146575228|0.011823978|10.3119722|-0.137738587|2|0.019621984|0|0.7572844040000001|-0.223631751|0.8221990920000001|0.55759121|1|-0.060319196|-0.071656839|-31.08478865|108.1468558|0.058372388|-0.031613312|-19.03015798|50.47044708|-1.074852592|-16.01918037|-16.29154841|36.6245851|0.467275972|2109.570685|-553.912646|336.6614768|-8.395657932|0.133579429|15.06105494|0.87714454|4401.742338|68.83858806|-285.4523697|18.80327978|346.9019309|1.0|0.0|3.25|3.63|20.0|5.09|58.43|4.07|1.0|0.0|0.0|-6.13|2.0|-4.62|325.82|0.0|1.0|1.0|-5.65|7.37e-07|0.000727|5.16|0.0|1.01e-07|4.6073|3.3464|-1677.551678|892.69|370.51|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
17a_a25|0|0|0.0|1|0|1.373200859|1.826085128|-0.004137083|-0.036457743|2|0.043274232|-0.017081614|-0.248224991|0.0063846319999999|10.93106298|0.006360768|1|-0.07654898|2|0.748718056|0.0114970419999999|0.8005589320000001|0.659740852|1|-0.06234901|-0.079378741|-44.46905084|93.75234138|0.125413071|-0.0297670279999999|-40.379488|80.30332825|-1.666953566|-31.71656603|-21.2306737|53.50212109|0.468791604|2907.309477|-1188.917727|2432.071525|-15.142307999999998|0.244019498|16.93624014|0.882500365|6250.571217000001|174.0415044|-847.969248|28.08362601|781.7487682|1.0|1.0|3.48|3.47|27.0|5.31|72.7|2.67|2.0|0.0|0.0|-5.12|4.0|-6.18|433.5|0.0|0.0|1.0|-5.13|7.5e-06|0.00323|3.9|0.0|1.05e-10|5.2683|3.9347|-1391.625102|1271.9|315.11|0.35172|0.6722|-1391.321455|0.1735|-0.16304|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021|7.6021
12ab_a30|0|0|0.0|0|2|0.604983638|0.0|-0.008528077|-0.030346359|2|0.043854875|0.018023992|-0.520212725|0.003529389|10.31162784|0.01563558|1|-0.207153446|1|0.809127478|0.026596859|0.855880335|0.794193541|0|-0.082740301|-0.1008879709999999|-58.23149599999999|119.79740259999998|0.200246511|-0.031859359|-49.97135112|0.0|-1.815983471|-40.9825333|-22.42218278|80.46280277|0.461207954|3118.431712|-1278.064418|2618.234172|-15.78042667|0.3960470239999999|15.6704374|0.856003642|6918.884105|278.7324985|-899.4843201|37.1257096|792.3440337000001|1.0|1.0|4.87|0.0|17.0|2.63|100.11|2.2|2.0|0.0|0.0|-5.61|6.0|-6.39|458.54|0.0|0.0|0.0|-5.0|2.47e-06|0.00456|3.81|0.0|1.47e-07|4.8018|3.4919|-1804.824495|1275.19|355.06|0.46561|0.68324|-1804.523449|0.1511|-0.14772|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
37_a18|0|0|0.0|0|2|1.251176176|0.0|-0.005351023|-0.018808538|1|0.036746032|-0.018268775|-0.385273662|0.002300582|10.94702064|-0.011713125|0|-0.224171123|0|0.725028151|-0.020149364|0.761336899|0.699483099|0|-0.068500679|-0.074857954|-50.09028298|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|60.1335413|-1.946306811|-36.62790634|-20.92960342|56.74339533|0.488368082|3055.795406|-1423.213033|1571.7484060000002|-15.30451633|0.2351233969999999|18.49074823|0.954530133|7035.839448000001|171.9311063|-1040.70711|27.36337253|1056.535856|0.0|1.0|4.31|0.0|18.0|3.3|76.5|3.33|2.0|1.0|0.0|-5.68|3.0|-6.14|480.6|0.0|1.0|0.0|-5.47|2.08e-06|0.00161|4.36|0.0|1.51e-09|3.2127|3.2127|-1532.997117|1395.35|385.91|0.69305|0.69305|-1532.553949|499.0|-0.13194|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
9a_a31|1|0|0.0|0|1|0.6101356720000001|0.0|-0.01391798|-0.093457477|0|0.036891534|-0.05057805|-0.723734943|-0.006189303|10.31169772|-0.0007638889999999|2|-0.15653721|0|0.782715368|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|-64.75697831|163.6011874|0.308231868|-0.043430228|-50.50275387|95.14995868|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|0.484502446|2855.751316|-1337.8230119999998|1955.13855|-17.886392|0.262241245|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|597.3075924999999|1.0|1.0|3.6|2.78|22.0|4.02|117.37|1.58|1.0|0.0|0.0|-5.62|5.0|-6.39|418.47|0.0|0.0|1.0|-4.77|2.42e-06|0.00715|3.47|0.0|7.35e-09|3.7892|3.7892|-1691.9526239999998|1145.99|327.21|0.7028|0.7028|-1691.716118|0.7028|-0.15757|-0.20032|0.03885662|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
21_a47|0|1|0.0|1|0|1.408713027|1.2247108|-0.010650348|-0.13650463|2|0.037801932|-0.034419528|-0.511216716|-0.006808306|10.95058272|0.057225853|1|-0.277479519|2|0.826796636|0.0927058819999999|0.8856299320000001|0.591185263|1|-0.082614966|-0.095249919|-46.63227351|34.75044485|0.29417845|-0.033866638|-30.34731959|47.95893876|-1.5239986980000002|-26.32173133|-19.11612865|59.46768095|0.463113582|2691.697803|-860.2257893999999|1402.202743|-10.79015808|0.355154704|13.17102891|0.862591353|6103.311635|200.4681737|-485.55711339999993|29.64451905|482.9384172|1.0|1.0|3.29|3.32|21.0|4.93|84.73|2.97|1.0|0.0|0.0|-4.44|6.0|-6.58|394.38|0.0|0.0|1.0|-4.32|3.6e-05|0.0191|3.0|0.0|1.98e-08|3917.0|3917.0|-1375.061089|1014.33|316.53|0.68296|0.68296|-1374.858663|0.2249|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3|8.3
3n_a32|1|1|0.0|0|1|0.609420754|0.0|-0.00615216|-0.01504795|1|0.035643275|-0.056907012|-0.295303659|0.000609539|10.3110027|-0.0711168609999999|3|-0.153506065|0|0.816774665|-0.121627423|0.868826775|0.762657782|1|-0.074507943|-0.092745182|-42.83673428|121.6040686|0.159958218|-0.027401986|-30.65624207|0.0|-1.205687365|-24.62805609|-15.75418035|53.70155314|0.456693072|2526.071154|-693.1839353999999|2426.73803|-9.057526067|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|-398.5311469|24.27704797|522.1674161999999|1.0|1.0|3.51|3.29|19.0|5.01|120.17|1.58|2.0|0.0|0.0|-5.96|4.0|-5.98|382.5|0.0|0.0|1.0|-4.91|1.11e-06|0.0047|3.74|0.0|1.1e-07|3.5459|3.5459|-1825.378576|1036.75|349.65|0.7028399999999999|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778|7.6778
19e_a38|1|0|0.0|0|2|1.297043576|0.0|-0.007550899|-0.10490608|2|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|10.94917392|-0.038386106|1|-0.191751024|1|0.839953955|-0.064035403|0.89459881|0.700181525|0|-0.083623427|-0.10214405|-56.34606212|118.734325|0.223437407|-0.03783113|-46.37503972|16.39385667|-2.042881001|-37.96637911|-25.49088538|70.62168376|0.4655978389999999|2920.436229|-1376.50781|3426.997928|-17.17594064|0.250809026|12.34352977|0.871249918|6531.762734|168.99691289999998|-927.5007945|34.02454948|696.3887025|1.0|1.0|4.96|3.08|17.0|3.09|81.23|2.75|2.0|0.0|0.0|-4.94|4.0|-6.39|427.48|0.0|0.0|1.0|-4.72|1.15e-05|0.00807|3.55|0.0|5.27e-08|5.2322|3.8587|-1409.582478|1183.12|321.31|0.41961|0.58509|-1409.315831|0.3738|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083|8.0083
17b_a6|1|0|0.0|0|1|1.425925343|0.0|-0.01272079|-0.0265090529999999|1|0.042739018|0.139594234|-0.6869226490000001|-0.00460563|10.949638|-0.0791229359999999|1|-0.180339002|1|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0|-0.095450984|-0.109195656|-62.63196368|155.8689396|0.246050902|-0.041494349|-47.0150166|557.7093661|-2.074717455|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|-1361.36499|2207.972178|-17.86570631|0.229332826|16.46390151|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|627.4287311|1.0|1.0|3.53|2.89|23.0|4.32|95.85|1.7|2.0|0.0|0.0|-5.81|5.0|-5.89|409.44|0.0|0.0|1.0|-5.17|1.56e-06|0.00274|4.09|0.0|9.77e-10|3.5444|2.9964|-1350.102764|1168.62|413.78|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|-1349.892156|7.3188|153.0|6.8153|6.8153
9i_a24|1|0|0.0|1|0|1.4281889280000002|1.865102513|-0.005148312|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|0.004814196|10.96661275|-0.00532872|2|-0.336939175|2|0.822658951|-0.0106944439999999|0.898194715|0.73094562|0|-0.064657333|-0.069812876|-30.56504777|10.13249376|0.173910636|-0.024639839|-15.60091656|1.634015079|-0.837754515|-14.44881966|-11.64783344|42.43894111|0.468272544|2061.729154|-396.0263368|761.9885477000001|-5.506205845|0.500761711|11.18382556|0.8806627109999999|4155.922671|236.7218826|-187.2109987|23.33121014|295.8603625|0.0|1.0|2.76|1.36|22.0|2.72|72.28|0.67|0.0|0.0|0.0|-2.6|4.0|-7.01|288.31|0.0|1.0|0.0|-3.1|0.00248|228.0|1.48|0.0|8.95e-07|4.6212|4.1459|-945.286637|825.7|299.06|0.58977|0.6755800000000001|-945.174716|0.0029|-0.17204|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555|7.0555
8c_a31|1|0|0.0|0|1|0.610137334|0.0|-0.01275867|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|10.31169969|-0.1029580369999999|2|-0.09039853|0|0.847752299|-0.1759864119999999|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|-64.57121646|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|477.2277896000001|-1.66488115|-35.61776956|-21.86561502|80.93682766|0.47508938|2251.08563|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|12.99457133|0.90508624|4835.748065|152.7489054|-506.5691518|30.23944586|423.1367008|1.0|1.0|3.51|2.9|16.0|3.13|114.29|0.85|0.0|0.0|0.0|-4.42|5.0|-6.7|342.42|0.0|0.0|1.0|-3.63|3.79e-05|0.0811|2.38|0.0|7.45e-07|3.8492|3.8492|-1426.166503|981.89|322.11|0.7005|0.7005|-1425.968408|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
14x_a23|0|1|0.0|2|0|1.197963189|3.101221922|-0.0065692219999999|-0.111315218|2|0.04314059|0.05740118|-0.335030301|0.003379755|10.31321817|-0.0229244|2|-0.206574435|2|0.802520527|-0.035965909|0.8668730109999999|0.558482531|1|-0.0708831479999999|-0.084244058|-46.97594633|42.44114495|0.223171139|-0.034056109|-37.00022522|87.28077098|-1.6006371069999998|-31.13207597|-22.56979253|61.61945314|0.468120981|3071.48868|-1060.780249|2382.851643|-14.95753786|0.277788677|14.62325432|0.880126802|6989.569075|184.0971574|-703.0042792|31.25095356|597.2903597999999|1.0|0.0|3.42|3.42|26.0|5.14|105.02|3.78|2.0|1.0|0.0|-5.68|6.0|-6.35|447.46|0.0|0.0|0.0|-5.27|2.09e-06|0.00242|3.78|0.0|1.17e-08|4.0641|3.6941|-1828.393372|1149.42|335.63|0.6757|0.62836|-1828.168422|0.3057|-0.15259|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
38_a18|0|0|0.0|0|2|1.251175383|0.0|-0.00575311|-0.009006798|1|0.035478927|-0.066676644|-0.448742607|0.000520558|10.94702086|-0.003893067|0|-0.11123356|0|0.719168079|-0.007310849|0.751875124|0.7400818459999999|0|-0.076974444|-0.082256123|-61.25359673|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|74.46052717|-2.385427574|-48.74349112|-25.65190078|67.92930461|0.4666657999999999|3162.36475|-1898.240658|1855.157022|-20.41289434|0.119072105|20.5922319|0.874996952|7261.130718|94.75345803|-1510.554181|29.11918324|1228.492038|0.0|1.0|4.53|0.0|18.0|4.13|85.29|3.7|3.0|1.0|0.0|-6.98|3.0|-5.55|508.65|0.0|0.0|1.0|-6.11|1.05e-07|0.000399|5.43|1.0|4.68e-11|3.2241|3.2241|-1611.630281|1515.64|384.55|0.69235|0.69235|-1611.133158|0.5147|-0.13229|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
3d_a12|0|0|0.0|0|1|1.28383852|0.0|-0.008186708|-0.053022041|3|0.038787879|-0.166233441|-0.360215148|-0.00259095|10.95472859|-0.058191686|0|-0.237203828|2|0.7697403429999999|-0.108208213|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|-34.34601551|74.39425719|0.145275317|-0.035063929|-25.2986621|0.0|-1.437621096|-17.64609244|-18.01493787|40.06333231|0.472404561|2148.979792|-738.6124526000001|1205.356874|-9.255608086|0.22571647|10.96674758|0.89539167|4509.417998|115.96727140000002|-379.4799315|23.26659057|410.9162081|1.0|1.0|3.98|2.71|18.0|2.19|50.17|2.26|0.0|0.0|0.0|-3.52|4.0|-6.22|313.36|0.0|1.0|1.0|-3.91|0.000302|0.0385|2.81|0.0|3.08e-08|4.2114|3.7719|-1006.727999|918.3|328.71|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|-0.22229|0.02399772|-1006.606666|3.0037|25.0|7.6021|7.6021
47n_a18|0|0|0.0|0|1|1.251175627|0.0|-0.007614955|-0.057061805|0|0.032169312|0.017491759|-0.609196374|0.000271488|10.94702025|-0.048404296|0|-0.258092915|0|0.696612213|-0.083719099|0.726888951|0.711628292|0|-0.079299822|-0.091185806|-65.43887366|61.29571241|0.207570604|-0.031974244|-62.09468789|47.476904100000006|-2.4620167580000003|-54.00070374|-26.38541222|74.19865731|0.482565384|3349.802294|-2031.676741|2052.393389|-21.77346199|0.216078071|20.17045476|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|1306.125688|0.0|1.0|4.69|0.0|18.0|3.31|105.6|2.72|3.0|1.0|1.0|-6.02|4.0|-6.68|539.67|0.0|0.0|0.0|-5.24|9.48e-07|0.00308|4.1|1.0|1.7500000000000002e-10|3.2028|3.2028|-1743.3283440000002|1565.37|387.11|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|-0.18391|0.02839695|-1740.663577|3.3568|64.0|7.1938|7.1938
22_a10|0|0|0.0|1|1|1.343837143|2.113627059|-0.005035102|-0.017163935|2|0.036101695|-0.026750502|-0.332316729|0.008350227|10.92966136|-0.020475007|1|-0.208132084|2|0.747363443|-0.033474297|0.79665945|0.646474494|1|-0.053881447|-0.0649866779999999|-41.96631248|75.58376652|0.130170086|-0.022372463|-39.42279832|60.10354816|-1.3647202319999998|-32.68604442|-17.4251029|54.98945848|0.422182297|3241.833491|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|30.87787063|916.8601445|1.0|1.0|3.74|4.14|27.0|5.6|73.14|2.8|2.0|0.0|0.0|-5.34|5.0|-6.29|475.54|0.0|0.0|0.0|-5.53|4.55e-06|0.0014|4.1|0.0|4.27e-10|4.8251|3.8517|-1544.237634|1339.48|321.89|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586|5.9586
12b_a5|0|0|0.0|0|2|1.189701783|0.0|-0.001991527|0.023224044|3|0.0252713179999999|-0.021265946|-0.1214831359999999|0.0068803119999999|10.94620104|-0.016614746|0|-0.110182753|2|0.779793078|-0.033036296|0.819417554|0.8121510009999999|0|-0.066227158|-0.068586754|-41.76622313|138.67264319999998|0.172386307|-0.020455699|-27.27837078|0.0|-1.165974822|-26.33991037|-12.90040679|52.20772716|0.480419002|2602.046823|-735.3231872|1071.500538|-8.135654442|0.4696203889999999|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|24.32296891|727.8586176|0.0|1.0|4.05|0.0|18.0|0.72|50.28|1.54|1.0|0.0|0.0|-2.3|6.0|-7.57|397.47|0.0|1.0|0.0|-3.45|0.00503|143.0|1.63|0.0|2.14e-08|4.6156|1.4454|-1276.928859|1149.51|857.76|0.42949|0.70615|-1276.940335|0.0001|-0.06212|-0.16607|0.03447919|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
15b_a10|0|0|0.0|1|1|1.3438370730000002|2.145379897|-0.002413027|0.024214591|2|0.033219955|-0.111812184|-0.149607679|0.011484257|10.92966694|-0.058911857|1|-0.27395395|2|0.791078367|-0.104250125|0.83320417|0.7199249390000001|1|-0.046334564|-0.07358373|-31.76194123|43.96642219|0.078081026|-0.024105015|-34.57687319|118.6253241|-1.398090862|-21.77253505|-16.52377848|42.7113409|0.414077981|2716.468606|-958.3791518|2603.829652|-11.32690674|0.329763626|11.42472965|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|766.4127559|1.0|1.0|3.61|3.89|21.0|4.44|56.07|2.14|1.0|0.0|0.0|-4.35|5.0|-6.34|413.51|0.0|1.0|0.0|-4.64|4.46e-05|0.00943|3.49|0.0|6.609999999999999e-09|5.7620000000000005|3.7625|-1317.766641|1231.3|329.52|0.46711|0.68906|-1317.429772|0.1595|-0.15579|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
13_a10|0|0|0.0|1|1|1.343837907|2.091672336|-0.0057715859999999|-0.055497169|2|0.038726287|-0.093280469|-0.259721373|0.00384732|10.9296146|-0.001592366|1|-0.02811323|2|0.78472614|-0.002671425|0.84680169|0.736686715|1|-0.094726989|-0.082327045|-47.88975806|174.7319717|0.181972309|-0.030119651|-21.04167667|0.0|-1.234905671|-24.21093442|-15.22715739|54.05778885|0.449563457|2261.82488|-624.3134531000001|1630.880014|-7.698174391|0.285505651|9.209972585|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|422.96706330000006|0.0|1.0|3.02|2.58|21.0|3.81|63.83|1.88|0.0|0.0|0.0|-3.76|4.0|-6.34|328.37|0.0|1.0|1.0|-4.1|0.000176|0.0258|2.76|0.0|2.49e-07|5.8308|3.8419|-1065.874094|926.41|322.72|0.34881|0.68386|-1065.68351|0.1514|-0.15937|-0.20959|0.0346535|-1065.732389|5.3726|0.16|6.7959|6.7959
A7701_a51|1|0|0.0|0|0|1.390164251|0.0|-0.002377784|-0.0162614089999999|2|0.031405229|0.070581466|-0.0927335619999999|0.008062393|10.93031118|-0.0299823629999999|1|0.061434294|2|0.7451039290000001|-0.0533751959999999|0.8092075540000001|0.688876851|1|-0.071384149|-0.078131694|-32.97926236|146.2104641|0.134885227|-0.030384547|-16.67652408|0.0|-1.09384371|-15.23632002|-14.03756956|36.39998243|0.420350923|1959.582581|-505.3525041|1108.114062|-6.485314917999999|0.200953608|8.863149921|0.7251817340000001|4153.310077|92.83996262|-233.4713371|17.56790307|332.8814548|0.0|1.0|2.66|2.05|21.0|4.0|54.46|1.98|0.0|0.0|0.0|-3.95|3.0|-5.82|286.33|0.0|1.0|1.0|-4.17|0.000111|0.0195|3.14|0.0|2.62e-08|||||||||||||||25.0|7.6021|7.6021
4l_a46|0|0|0.171853072|1|1|1.134637095|2.155247543|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|10.94631401|-0.161358058|1|0.010799648|1|0.726535412|-0.229089688|0.762625193|0.7936534740000001|0|-0.09094885|-0.085194597|-51.45056667|177.7681018|0.107841373|-0.030068681|-27.26452605|0.0|-1.533502748|-29.10603933|-17.01011822|55.17245545|0.409308207|2165.620022|-867.5160294|2087.583804|-9.6227739|0.116549199|9.833034117|0.692930243|4865.794981|65.93290984|-490.7614689|19.25417715|579.2365607|1.0|1.0|3.92|3.19|17.0|5.02|50.94|3.06|1.0|0.0|0.0|-5.28|3.0|-5.23|347.45|0.0|1.0|1.0|-5.11|5.25e-06|0.0027|4.49|0.0|9.980000000000001e-08|5.4011|4.4542|-1092.745692|1057.06|278.36|0.3756|0.68584|-1092.484863|0.1523|-0.18567|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088|7.0088
1j_a5|1|0|0.0|0|0|1.427567371|0.0|-0.003981454|-0.010620031|2|0.025987654|-0.115553003|-0.175183967|0.00683534|10.9487794|-0.032333695|1|-0.0178558139999999|2|0.7862755770000001|-0.0614852279999999|0.848473695|0.717355058|0|-0.073803258|-0.074505844|-39.64241895|73.73338699|0.152836128|-0.027258236|-21.49609451|1.471030887|-1.117587665|-21.29338752|-14.64139152|50.21875634|0.469085779|2242.805131|-600.2970524|847.5275797|-7.86442482|0.383510433|13.80288876|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|422.96706330000006|1.0|1.0|2.76|2.66|23.0|4.21|63.69|1.57|0.0|0.0|0.0|-4.03|4.0|-6.15|328.37|0.0|1.0|1.0|-4.2|9.27e-05|0.0206|3.03|0.0|7.190000000000001e-09|4.4331|4.1205|-1065.849941|959.39|300.89|0.66182|0.6449|-1065.671975|0.1644|-0.16813|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198|7.6198
12y_a36|1|0|0.0|0|2|1.29704385|0.0|-0.00707164|-0.065314765|2|0.041767677|0.036174187|-0.410155116|0.002782748|10.94917392|-0.028440975|1|-0.1619981409999999|1|0.820226782|-0.0498101409999999|0.873588247|0.856135378|0|-0.076585128|-0.098532865|-51.48548385|114.430624|0.16295867|-0.036493654|-44.53093547|14.40618351|-1.970657299|-34.61187706|-24.53339777|64.53055627|0.487285656|2793.629988|-1324.80348|2304.463084|-16.49293906|0.244264266|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|698.847203|0.0|0.0|4.88|0.0|17.0|2.42|69.2|2.38|1.0|0.0|0.0|-4.58|4.0|-6.34|407.47|0.0|1.0|0.0|-4.55|2.6e-05|0.0115|3.45|0.0|9.66e-08|3.8794|3.8794|-1310.350902|1183.75|319.6|0.66796|0.66796|-1310.077567|0.4358|-0.15671|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
